ivtyp,iregn,ildv,iage,2016,2017,2018,2019,2020,2021,2022,2023,2024
1,7,2,19,7895,8573,9251,9660,9526,9773,9342,10296,10704
1,7,2,20,6809,7732,8655,8811,9132,9164,9509,10596,10262
1,7,2,21,6748,7214,7680,7569,8176,8474,8724,10412,10609
1,7,2,22,5739,6732,7725,7339,7549,8334,8436,10067,10420
1,7,2,23,5318,6610,7902,7349,7102,7240,7765,9793,10111
1,7,2,24,6402,6504,6606,7305,7166,6723,7395,10094,9814
1,7,2,25,5137,5607,6078,6045,6331,6069,6159,9828,9892
1,8,2,1,11022,10166,9310,10073,9691,9691,9691,9691,9691
1,8,2,2,11168,8044,4920,6653,9942,10005,9200,10214,11883
1,8,2,3,12613,11560,10508,7238,10363,12607,11609,10238,12552
1,8,2,4,12812,10802,8792,8900,9555,11038,12869,10208,12713
1,8,2,5,12694,12067,11439,8943,9587,9316,11528,16127,12216
1,8,2,6,11045,11178,11311,9191,10477,10015,10349,14819,16231
1,8,2,7,10670,11438,12206,8711,9568,10704,10067,13514,14896
1,8,2,8,8593,10100,11607,9568,8761,10045,10968,11727,13530
1,8,2,9,9925,11406,12887,9411,9478,9353,10327,13872,11759
1,8,2,10,9297,11142,12986,12319,9576,9953,9744,13571,13877
1,8,2,11,12062,11506,10950,12135,12269,9711,10026,13703,13587
1,8,2,12,11630,10226,8822,9700,11760,11604,9782,13243,13689
1,8,2,13,10982,11468,11953,9077,9305,10986,11239,12264,13238
1,8,2,14,11121,11399,11677,11448,9444,8470,10408,11746,12233
1,8,2,15,10429,10958,11486,11156,10882,9145,9037,11090,11742
1,8,2,16,9881,10592,11302,10870,10545,10487,8765,9736,11065
1,8,2,17,9034,9698,10362,10681,10383,10244,10010,9601,9728
1,8,2,18,8767,9504,10241,9799,10349,10058,9881,10584,9595
1,8,2,19,7971,8936,9900,9554,9631,9862,9351,10323,10572
1,8,2,20,6918,7910,8902,9443,9201,9206,9463,10338,10348
1,8,2,21,6916,7590,8264,8146,8834,8585,8947,10138,10378
1,8,2,22,6107,6923,7739,8079,8108,8276,8209,10018,10138
1,8,2,23,5523,6665,7807,6946,7677,8013,7939,9610,10068
1,8,2,24,6426,6975,7523,7025,7475,7605,7792,9882,9637
1,8,2,25,5304,5580,5856,5831,6068,6034,6160,9938,9930
1,9,2,1,9823,8583,7343,9226,8284,8284,8284,8284,8284
1,9,2,2,13621,8106,2590,3168,8108,7952,7451,8598,10184
1,9,2,3,13260,11809,10357,5272,8452,9354,9431,8463,10629
1,9,2,4,13865,11715,9564,8792,8475,9044,9896,8416,10588
1,9,2,5,13408,12445,11482,8882,9254,8340,9665,15683,10254
1,9,2,6,11684,11676,11669,9914,10084,10281,9585,14025,15773
1,9,2,7,11745,11892,12039,8704,9726,10540,10184,12901,14002
1,9,2,8,10592,11062,11531,9429,8598,10066,10872,11893,12908
1,9,2,9,10624,11522,12420,9683,9292,9369,10331,13387,11916
1,9,2,10,10347,11445,12544,11938,9678,9712,9681,13012,13389
1,9,2,11,12076,11033,9989,11383,11719,9657,9900,13127,12994
1,9,2,12,11575,11238,10902,9718,11085,11253,9800,12627,13121
1,9,2,13,11187,11642,12096,10373,9527,10491,10913,11366,12636
1,9,2,14,11516,11470,11425,11354,10218,9391,10315,11217,11391
1,9,2,15,10568,11034,11501,10884,10831,9841,9147,10720,11235
1,9,2,16,9885,10596,11308,10873,10385,10395,9125,9331,10707
1,9,2,17,9629,9993,10357,10853,10237,9940,9870,9325,9349
1,9,2,18,8421,9258,10094,9782,10309,10056,9477,10168,9329
1,9,2,19,7923,8938,9954,9443,9464,9713,9655,9959,10161
1,9,2,20,7580,8362,9144,9427,9362,9104,9311,9914,9943
1,9,2,21,7336,8054,8773,8577,9155,8842,8721,9900,9901
1,9,2,22,6729,7612,8495,8102,8192,8803,8441,9654,9892
1,9,2,23,4451,6374,8297,7682,8136,7619,8522,9448,9630
1,9,2,24,5596,6622,7648,7298,7353,7796,7805,9454,9453
1,9,2,25,5724,6025,6325,6287,6394,6339,6382,9475,9471
1,1,4,1,7510,5974,4439,5089,3312,4367,6402,12642,11151
1,1,4,2,5679,5504,5329,4899,3124,4008,4460,13622,12724
1,1,4,3,4292,5179,6066,5048,7069,3534,2666,12470,13109
1,1,4,4,6405,6394,6383,5617,6472,5479,4254,12090,12423
1,1,4,5,5097,5433,5768,5705,5595,5763,5312,15545,13213
1,1,4,6,6595,7409,8224,5282,6819,5585,5326,14783,15561
1,1,4,7,2733,4223,5714,8110,6155,6606,5581,13813,14775
1,1,4,8,2707,5231,7755,5458,8401,5925,6160,13711,13810
1,1,4,9,2955,2969,2982,6813,5469,7841,5625,12711,13722
1,1,4,10,2880,2899,2917,2788,6200,5618,7956,11715,12709
1,1,4,11,2749,2291,1834,2712,3194,5373,5268,12008,11690
1,1,4,12,2637,2205,1774,2360,3083,2202,4727,13013,12049
1,1,4,13,2478,2087,1696,2272,2296,2113,1594,13329,12985
1,1,4,14,2333,1974,1615,2177,2198,2097,1529,9068,13320
1,1,4,15,2184,1857,1530,2069,2089,1999,1457,8789,9068
1,1,4,16,2055,1750,1445,1960,1984,1901,1393,9500,8791
1,1,4,17,1940,1651,1361,1849,1871,1804,1316,9386,9483
1,1,4,18,1825,1558,1291,1739,1763,1701,1254,9063,9376
1,1,4,19,1767,1497,1228,1648,1645,1597,1182,8867,9044
1,1,4,20,1643,1407,1171,1568,1549,1484,1105,8612,8850
1,1,4,21,1521,1330,1138,1494,1483,1395,1024,8580,8593
1,1,4,22,1389,1233,1077,1455,1411,1340,964,8115,8539
1,1,4,23,1304,1158,1012,1375,1378,1274,927,7978,8216
1,1,4,24,1270,1103,935,1287,1300,1237,888,8097,8061
1,1,4,25,873,761,650,892,902,877,665,7296,7504
1,2,4,1,5466,4679,3892,4794,3413,4507,5916,12088,10084
1,2,4,2,6020,4813,3607,4784,3821,4020,5595,13414,12156
1,2,4,3,4583,4829,5075,4025,6511,3861,3189,11809,12629
1,2,4,4,7372,6702,6032,5525,6021,5789,4820,11543,11906
1,2,4,5,5124,5437,5750,5321,5668,5284,5819,15381,11590
1,2,4,6,4992,6501,8011,5506,6345,5321,5573,14137,15383
1,2,4,7,4285,5016,5747,7883,6084,5834,5338,13736,14212
1,2,4,8,4219,5965,7712,5618,7996,5672,5851,13184,13793
1,2,4,9,2661,2887,3112,6313,5738,7647,5171,12134,13322
1,2,4,10,2585,2808,3031,2298,5793,4984,7293,11034,12213
1,2,4,11,2479,1786,1093,2225,3039,4770,4727,11660,11170
1,2,4,12,2369,1710,1051,1886,2915,2761,4426,12606,11699
1,2,4,13,2232,1620,1009,1810,2177,2651,1351,12520,12646
1,2,4,14,2117,1539,961,1739,2075,1898,1293,10554,12595
1,2,4,15,1981,1446,910,1652,1985,1807,1544,10225,10503
1,2,4,16,1872,1365,857,1563,1875,1728,1473,10170,10172
1,2,4,17,1799,1303,807,1473,1768,1628,1400,10040,10170
1,2,4,18,1687,1229,771,1516,1665,1543,1325,9732,10040
1,2,4,19,1624,1180,736,1447,1551,1451,1250,9523,9723
1,2,4,20,1533,1117,701,1385,1482,1063,1179,9224,9513
1,2,4,21,1399,1038,678,1316,1418,1013,1090,9159,9208
1,2,4,22,1297,969,641,1273,1351,971,1032,7271,9127
1,2,4,23,1221,912,602,1213,1302,918,998,7167,6987
1,2,4,24,1146,854,562,1128,1251,893,936,7263,6878
1,2,4,25,841,623,406,820,877,644,717,6501,6348
1,3,4,1,7149,6131,5113,3730,3025,4158,5994,12410,10606
1,3,4,2,7071,6010,4949,6014,2618,4104,3141,13677,12480
1,3,4,3,4398,4500,4602,6129,6542,2630,2258,12315,13024
1,3,4,4,6510,6303,6097,6150,6940,5817,3778,12181,12474
1,3,4,5,4366,4919,5471,5934,5762,6064,5976,16138,11921
1,3,4,6,5502,6661,7820,5673,6742,5888,5992,15074,16081
1,3,4,7,2255,3876,5496,7975,6110,6109,5701,13832,15106
1,3,4,8,2200,4053,5906,5261,8334,5933,5792,13763,13905
1,3,4,9,1689,2364,3038,5783,5528,7395,5653,12855,13753
1,3,4,10,1619,2281,2944,2282,5546,5132,7228,11776,12855
1,3,4,11,1548,1583,1618,2194,2971,5010,4503,12302,11791
1,3,4,12,1482,1514,1546,1827,2848,2338,4721,12950,12320
1,3,4,13,1398,1442,1485,1743,2198,2236,1628,13059,12946
1,3,4,14,1322,1367,1413,1671,2087,1965,1555,9928,13055
1,3,4,15,1230,1286,1342,1586,1989,1864,1538,9605,9931
1,3,4,16,1166,1214,1262,1504,1877,1776,1454,9835,9608
1,3,4,17,1110,1145,1180,1414,1773,1672,1385,9639,9821
1,3,4,18,1028,1077,1127,1317,1669,1579,1299,9371,9629
1,3,4,19,976,1025,1074,1259,1543,1483,1228,9139,9354
1,3,4,20,910,958,1005,1201,1476,1368,1152,8902,9129
1,3,4,21,823,895,968,1121,1404,1304,1054,8856,8883
1,3,4,22,752,832,912,1081,1313,1247,1006,8400,8826
1,3,4,23,687,763,839,1019,1266,1164,966,8329,8488
1,3,4,24,635,708,781,936,1196,1121,901,8382,8421
1,3,4,25,435,482,529,638,795,758,645,7537,7740
1,4,4,1,8607,6200,3792,3895,3415,3333,6384,12329,10499
1,4,4,2,2506,4905,7303,4304,2900,3427,2949,13295,12401
1,4,4,3,1884,3643,5401,6731,5846,3846,1143,12148,12860
1,4,4,4,4154,5329,6503,5890,7399,6184,3578,11765,12425
1,4,4,5,3170,4321,5472,5707,5815,6377,6350,15031,12017
1,4,4,6,4755,6059,7364,5786,6434,6203,6579,15140,15286
1,4,4,7,2399,4027,5655,7451,6482,6525,5477,14049,15246
1,4,4,8,2340,4352,6364,5409,7575,6573,5700,13679,14085
1,4,4,9,2754,2431,2108,6058,5967,7137,5790,12769,13662
1,4,4,10,2668,2362,2055,2791,6024,5554,6574,11889,12788
1,4,4,11,2591,2420,2249,2687,3222,5009,4730,12535,11889
1,4,4,12,2494,2324,2154,2686,3111,2213,5291,13240,12558
1,4,4,13,2359,2214,2068,2574,2485,2127,1584,12960,13317
1,4,4,14,2230,2103,1976,2477,2380,2177,1528,8850,12964
1,4,4,15,2086,1986,1885,2353,2272,2073,1510,8576,8850
1,4,4,16,1983,1882,1781,2246,2156,1988,1442,8805,8577
1,4,4,17,1884,1779,1673,2111,2040,1875,1371,8647,8871
1,4,4,18,1773,1691,1609,1991,1919,1783,1301,8426,8717
1,4,4,19,1677,1603,1530,1901,1794,1665,1228,8261,8490
1,4,4,20,1575,1509,1444,1820,1722,1184,1154,8089,8326
1,4,4,21,1415,1401,1387,1706,1639,1128,1072,8038,8149
1,4,4,22,1316,1314,1312,1649,1544,1079,1031,8682,8094
1,4,4,23,1173,1195,1217,1556,1479,1011,982,8653,8423
1,4,4,24,1114,1126,1138,1444,1404,980,924,8718,8395
1,4,4,25,744,737,731,926,868,613,627,8106,7944
1,5,4,1,5734,5163,4591,4786,3055,4655,5707,12449,10329
1,5,4,2,10754,7413,4072,4728,4103,2023,4897,14061,12474
1,5,4,3,6885,6482,6079,5568,6896,3665,3124,12310,12926
1,5,4,4,6706,6904,7101,5982,6531,6187,4861,11814,12291
1,5,4,5,5535,5726,5917,6426,6180,5474,6071,15408,11953
1,5,4,6,5091,6489,7888,5954,7506,6262,5923,14568,15503
1,5,4,7,2429,4315,6201,7671,6780,6999,6231,13751,14602
1,5,4,8,2374,4436,6498,5883,8245,6057,6703,13737,13734
1,5,4,9,2148,2484,2821,5970,5916,7741,5658,12832,13746
1,5,4,10,2098,2416,2733,2689,6372,5542,7660,11962,12849
1,5,4,11,2007,1804,1601,2588,3003,5339,5432,12364,12007
1,5,4,12,1913,1731,1548,2742,2871,1888,5039,13185,12355
1,5,4,13,1793,1638,1484,2652,2205,1801,1215,13206,13180
1,5,4,14,1717,1563,1410,2538,2119,1277,1158,10144,13213
1,5,4,15,797,1065,1332,2410,2021,1226,1559,9805,10198
1,5,4,16,758,1014,1270,2275,1908,1167,1495,10031,9859
1,5,4,17,734,968,1201,2170,1800,1103,1422,9885,10237
1,5,4,18,692,921,1150,2048,1713,1042,1343,9583,10097
1,5,4,19,666,886,1107,1964,1613,991,1266,9372,9784
1,5,4,20,627,842,1057,1898,1545,932,1207,9113,9564
1,5,4,21,581,801,1020,1812,1494,893,1130,9093,9300
1,5,4,22,541,757,973,1747,1426,865,1087,8064,9270
1,5,4,23,506,708,909,1670,1375,824,1052,8033,8132
1,5,4,24,466,664,862,1550,1312,799,1001,8149,8105
1,5,4,25,308,437,565,1047,868,537,716,7586,7727
1,6,4,1,5861,5568,5275,2066,5105,4499,5773,13300,9964
1,6,4,2,6574,5686,4797,7017,1773,1418,2192,15119,13288
1,6,4,3,6466,5738,5010,5867,5306,4263,2616,12996,14423
1,6,4,4,6300,6263,6226,7100,6452,6471,5723,12470,13888
1,6,4,5,5014,5472,5930,6847,5763,6147,6359,16171,12372
1,6,4,6,6275,6931,7586,6428,6825,6046,6060,15940,16092
1,6,4,7,3444,4752,6059,8053,6353,6078,5851,14797,15720
1,6,4,8,3352,4884,6416,6142,8200,6408,6348,14344,14627
1,6,4,9,3026,3007,2987,6318,5309,7741,6424,13678,14184
1,6,4,10,2908,2894,2880,3234,6125,5707,7498,12868,13540
1,6,4,11,2774,2437,2101,3099,2882,4837,4868,13268,12854
1,6,4,12,2649,2331,2012,2852,2749,2351,5279,14206,13188
1,6,4,13,2464,2194,1925,2725,2344,2232,1656,13774,14203
1,6,4,14,2324,2071,1818,2607,2233,2958,1571,8804,13705
1,6,4,15,538,1125,1712,2462,2123,2817,1554,8523,8804
1,6,4,16,509,1062,1615,2316,1995,2671,1478,10221,8525
1,6,4,17,489,1009,1528,2184,1877,2517,1402,10033,10138
1,6,4,18,457,956,1455,2062,1772,2370,1318,9775,9955
1,6,4,19,434,917,1400,1966,1669,2241,1240,9572,9700
1,6,4,20,408,862,1315,1887,1593,2111,1171,9336,9492
1,6,4,21,377,816,1255,1784,1529,2012,1102,9322,9260
1,6,4,22,346,768,1191,1702,1450,1940,1054,9177,9244
1,6,4,23,318,714,1110,1620,1387,1835,1020,9155,9046
1,6,4,24,291,662,1034,1503,1301,1760,963,9218,9027
1,6,4,25,192,420,648,948,804,1088,636,8690,9218
1,7,4,1,6029,5116,4204,3684,3016,5690,5376,12983,11132
1,7,4,2,7514,6243,4972,6392,3965,6309,6033,14625,12966
1,7,4,3,5757,5580,5404,6226,6807,2872,1004,12510,13496
1,7,4,4,6976,6854,6731,6236,6595,5863,4254,11930,12519
1,7,4,5,4657,5303,5949,6367,5721,5212,5924,15943,12004
1,7,4,6,6044,7020,7995,6269,7111,5483,5579,14863,15762
1,7,4,7,5384,5427,5469,8125,6716,6480,5445,13791,15050
1,7,4,8,5240,6009,6777,5449,8688,5756,6127,13780,13903
1,7,4,9,1686,1660,1633,6494,5659,7918,5757,12802,13818
1,7,4,10,1621,1599,1578,1311,6342,5229,7997,11758,12789
1,7,4,11,1537,1790,2044,1246,1473,5987,4953,12256,11800
1,7,4,12,1477,1721,1964,2803,1403,1127,5697,13300,12265
1,7,4,13,1365,1621,1877,2690,2309,1068,5396,13073,13342
1,7,4,14,1290,1540,1790,2566,2208,2255,5109,10903,13022
1,7,4,15,605,1142,1680,2448,2104,2162,2403,10531,10818
1,7,4,16,577,1080,1582,2300,1993,2054,2299,10866,10451
1,7,4,17,555,1019,1483,2168,1870,1949,2188,10680,11047
1,7,4,18,518,974,1429,2026,1763,1828,2072,10387,10864
1,7,4,19,495,933,1372,1956,1642,1728,1941,10204,10569
1,7,4,20,462,879,1296,1884,1593,1609,1837,9883,10386
1,7,4,21,422,834,1245,1772,1533,1551,1709,9859,10058
1,7,4,22,391,784,1178,1703,1442,1500,1645,8625,10021
1,7,4,23,359,726,1092,1619,1389,1413,1595,8641,8829
1,7,4,24,333,682,1030,1491,1314,1368,1507,8715,8852
1,7,4,25,222,455,689,1021,873,921,1079,8079,8378
1,8,4,1,6995,6185,5374,3265,3769,4034,6152,12359,10891
1,8,4,2,6460,5836,5211,6904,4670,4251,4480,13654,12353
1,8,4,3,5678,5881,6084,6984,6931,3851,4823,12100,13175
1,8,4,4,6913,6755,6597,6658,7006,6726,4268,12254,12086
1,8,4,5,5257,5618,5980,6596,6130,6230,6320,14851,11882
1,8,4,6,5947,6756,7565,6552,7111,6099,6064,14464,15127
1,8,4,7,2237,4110,5983,7933,6872,6587,5704,13458,14490
1,8,4,8,2164,4334,6503,6263,7945,6291,6141,13379,13540
1,8,4,9,1922,2431,2939,6331,6064,7738,5907,12338,13396
1,8,4,10,1884,2359,2835,3220,6253,5699,7300,11488,12367
1,8,4,11,1816,1705,1595,3097,3393,5761,5165,12101,11522
1,8,4,12,1762,1658,1553,2657,3261,2422,5468,12927,12102
1,8,4,13,1668,1585,1503,2586,2282,2313,1424,12653,12965
1,8,4,14,1607,1527,1447,2508,2209,1971,1364,9093,12699
1,8,4,15,1055,1217,1380,2416,2134,1911,1527,8768,9290
1,8,4,16,1011,1167,1322,2299,2042,1841,1476,9640,8962
1,8,4,17,975,1118,1262,2202,1934,1763,1420,9514,9775
1,8,4,18,920,1067,1215,1439,1852,1668,1360,9237,9650
1,8,4,19,889,1030,1170,1381,1767,1594,1286,9064,9363
1,8,4,20,845,981,1118,1336,1691,1521,1227,8841,9184
1,8,4,21,785,934,1083,1273,1634,1455,1170,8827,8960
1,8,4,22,724,880,1035,1238,1552,1407,1124,7827,8937
1,8,4,23,668,819,970,1181,1514,1331,1083,7810,7903
1,8,4,24,626,770,914,1112,1445,1300,1031,7892,7885
1,8,4,25,425,523,621,765,988,908,769,7618,7740
1,9,4,1,6478,5284,4090,4522,3575,4692,5244,12413,11615
1,9,4,2,7346,6489,5631,4793,4501,4504,3595,14446,12458
1,9,4,3,6914,6476,6038,5578,6722,4624,2517,11880,13537
1,9,4,4,7338,6961,6584,5633,6452,5958,4943,11394,11900
1,9,4,5,5991,6227,6463,5522,5462,5618,5702,15291,11586
1,9,4,6,6771,7475,8179,6329,6696,5611,5982,14289,15301
1,9,4,7,2912,4773,6634,7809,6838,6189,5715,13416,14293
1,9,4,8,2846,4849,6853,6212,8248,6242,5996,13356,13423
1,9,4,9,2782,3053,3324,6412,6401,7699,6007,12144,13375
1,9,4,10,2758,2995,3232,3082,6344,5872,7500,11591,12157
1,9,4,11,2654,2231,1807,2970,3204,5835,5591,11968,11590
1,9,4,12,2582,2181,1780,1792,3085,3418,5562,12946,11986
1,9,4,13,2454,2084,1714,1763,2900,3275,2258,12306,12969
1,9,4,14,2380,2020,1661,1701,2840,2007,2168,10832,12339
1,9,4,15,2264,1923,1582,1643,2727,1960,1621,10470,10789
1,9,4,16,2175,1853,1530,1570,2633,1885,1585,11541,10430
1,9,4,17,2098,1779,1460,1516,2499,1806,1517,11506,11475
1,9,4,18,1988,1701,1414,1111,2410,1718,1456,11100,11447
1,9,4,19,1922,1640,1359,1074,2295,1651,1384,10932,11038
1,9,4,20,1818,1562,1307,1034,2217,1574,1330,10673,10872
1,9,4,21,1682,1475,1269,994,2127,1518,1264,10645,10615
1,9,4,22,1573,1393,1214,965,2046,1463,1221,8632,10580
1,9,4,23,1479,1312,1144,921,1993,1405,1172,8613,8642
1,9,4,24,1396,1240,1085,869,1902,1364,1129,8732,8614
1,9,4,25,1067,955,844,678,1458,1061,914,8349,8396
1,1,5,1,11058,8246,5434,5563,6702,6191,8757,10751,6197
1,1,5,2,6008,7471,8934,5148,3726,6928,6923,15827,10770
1,1,5,3,7295,8691,10087,9270,7761,7101,7951,15018,16008
1,1,5,4,9649,9599,9550,9643,9746,8623,7207,14859,14993
1,1,5,5,11006,10936,10865,9554,10306,10104,8843,13798,14871
1,1,5,6,11171,12140,13108,11611,11098,10969,10404,13867,13790
1,1,5,7,11018,12093,13168,12789,12422,10915,10228,14171,13860
1,1,5,8,10916,11895,12874,13127,12403,12109,10521,12894,14218
1,1,5,9,10544,11554,12563,12814,12854,11988,11171,12650,12861
1,1,5,10,10276,11283,12289,12500,12449,12469,11931,13292,12557
1,1,5,11,9808,10847,11886,12161,12057,12066,11673,13296,13220
1,1,5,12,9406,10452,11498,11792,11639,11687,11266,14062,13260
1,1,5,13,8841,9918,10994,11352,11183,11215,10878,13535,14030
1,1,5,14,8324,9396,10467,10876,10709,10791,10428,13379,13508
1,1,5,15,7791,8854,9918,10334,10174,10283,9941,12968,13351
1,1,5,16,7332,8348,9365,9793,9664,9779,9504,12458,12943
1,1,5,17,6922,7872,8822,9235,9114,9280,8981,12309,12416
1,1,5,18,6512,7438,8365,8688,8588,8752,8558,11886,12275
1,1,5,19,6303,7132,7961,8234,8014,8217,8066,11628,11841
1,1,5,20,5862,6726,7590,7836,7545,7637,7537,11295,11587
1,1,5,21,5427,6402,7377,7464,7225,7178,6987,11252,11251
1,1,5,22,4955,5968,6982,7268,6871,6892,6576,10994,11181
1,1,5,23,4651,5603,6556,6870,6710,6553,6326,10808,10896
1,1,5,24,4533,5295,6058,6431,6330,6363,6057,10970,10690
1,1,5,25,3114,3662,4210,4454,4392,4512,4537,9884,9952
1,2,5,1,10358,8001,5645,5278,6533,6475,9066,10346,6133
1,2,5,2,6352,7588,8825,7261,3394,5461,6326,15127,10563
1,2,5,3,8491,9292,10093,9820,8843,6491,7458,14532,15257
1,2,5,4,9009,9012,9015,9268,9937,8636,6729,14234,14616
1,2,5,5,10993,10976,10958,8515,9580,9712,8837,13355,14317
1,2,5,6,11220,11878,12536,11266,10308,10176,10434,13703,13368
1,2,5,7,10929,11751,12573,12391,11850,10090,9896,14089,13707
1,2,5,8,10760,11549,12339,12594,12655,11563,10017,12860,14098
1,2,5,9,10524,11208,11892,12330,12338,12381,10886,12256,12876
1,2,5,10,10224,10904,11584,11899,11979,11793,11865,13111,12346
1,2,5,11,9801,10540,11278,11521,11450,11424,11241,13013,13127
1,2,5,12,9368,10104,10839,11226,10981,10885,10841,13937,13033
1,2,5,13,8825,9618,10411,10772,10613,10450,10290,13407,13979
1,2,5,14,8373,9144,9916,10349,10113,10046,9851,13251,13447
1,2,5,15,7834,8612,9389,9831,9676,9566,9428,12839,13288
1,2,5,16,7402,8123,8844,9305,9141,9145,8997,12369,12870
1,2,5,17,7113,7721,8329,8769,8619,8618,8548,12211,12388
1,2,5,18,6670,7311,7953,8230,8113,8166,8091,11836,12230
1,2,5,19,6420,7004,7589,7856,7561,7681,7636,11582,11844
1,2,5,20,6061,6648,7235,7520,7223,7132,7198,11218,11587
1,2,5,21,5532,6262,6991,7144,6909,6795,6658,11140,11215
1,2,5,22,5131,5872,6612,6912,6585,6514,6304,10920,11118
1,2,5,23,4830,5519,6208,6588,6346,6160,6095,10763,10874
1,2,5,24,4533,5163,5793,6128,6097,5989,5719,10907,10705
1,2,5,25,3324,3757,4190,4451,4273,4318,4379,9763,9881
1,3,5,1,9642,7739,5837,5746,6265,6370,7468,10318,5653
1,3,5,2,7285,8463,9641,6516,7035,4861,6644,13850,10503
1,3,5,3,7476,8520,9564,9848,8803,7969,7439,13791,14868
1,3,5,4,10732,10001,9271,9325,10604,8795,7988,14406,14091
1,3,5,5,7877,9128,10379,9358,9945,10500,9174,13709,14521
1,3,5,6,7898,10255,12613,11212,10505,10904,10975,13555,13763
1,3,5,7,7655,9029,10403,12301,11782,10626,10822,14442,13620
1,3,5,8,7468,8823,10179,10502,12297,11313,10457,13572,14424
1,3,5,9,7350,8572,9793,10272,10208,11799,11142,12994,13577
1,3,5,10,7048,8268,9488,9878,9905,9859,11445,13039,12968
1,3,5,11,6738,7987,9237,9497,9427,9542,9831,12648,13114
1,3,5,12,6450,7639,8827,9286,9035,9067,9507,13927,12673
1,3,5,13,6087,7283,8479,8859,8769,8670,8970,13489,13950
1,3,5,14,5753,6908,8063,8490,8327,8401,8568,13168,13509
1,3,5,15,5356,6509,7663,8062,7937,7970,8274,12740,13193
1,3,5,16,5074,6138,7201,7642,7489,7595,7821,12348,12764
1,3,5,17,4830,5781,6733,7186,7073,7148,7450,12101,12353
1,3,5,18,4474,5453,6431,6695,6658,6752,6989,11765,12111
1,3,5,19,4250,5189,6128,6397,6156,6340,6607,11474,11766
1,3,5,20,3961,4850,5739,6101,5887,5851,6197,11177,11482
1,3,5,21,3583,4553,5523,5696,5602,5576,5670,11118,11174
1,3,5,22,3274,4240,5206,5495,5238,5333,5413,10903,11102
1,3,5,23,2992,3890,4788,5178,5052,4978,5197,10810,10846
1,3,5,24,2763,3610,4458,4755,4772,4795,4848,10879,10760
1,3,5,25,1892,2454,3017,3241,3173,3241,3470,9782,9890
1,4,5,1,9363,8024,6686,6656,6468,7492,8142,10537,5973
1,4,5,2,4715,6728,8741,6242,6127,5861,8393,14675,10904
1,4,5,3,6207,7816,9424,9593,8659,7452,8152,14526,15112
1,4,5,4,10128,9700,9272,9391,10621,8231,7799,14603,14632
1,4,5,5,7659,8744,9829,9551,10525,10518,9466,14086,14817
1,4,5,6,7682,9651,11621,10489,11081,10990,11063,13888,14178
1,4,5,7,7474,9092,10710,11733,11740,10668,10728,14706,13950
1,4,5,8,7292,8918,10544,10150,11817,11533,10587,14125,14728
1,4,5,9,7188,8684,10180,9977,10567,11494,11274,13320,14056
1,4,5,10,6964,8442,9921,9596,10278,10500,11344,13264,13392
1,4,5,11,6763,8181,9599,9239,9769,10204,10009,12958,13256
1,4,5,12,6509,7852,9195,9011,9434,9754,9713,14679,12971
1,4,5,13,6157,7492,8828,8636,9136,9378,9200,14233,14602
1,4,5,14,5819,7126,8433,8310,8752,9119,8879,13816,14157
1,4,5,15,5445,6744,8043,7895,8354,8684,8561,13389,13743
1,4,5,16,5174,6388,7601,7536,7928,8326,8174,13010,13320
1,4,5,17,4916,6029,7142,7082,7500,7856,7770,12778,12932
1,4,5,18,4628,5747,6866,6680,7057,7471,7377,12451,12708
1,4,5,19,4376,5452,6528,6377,6596,6976,6962,12207,12377
1,4,5,20,4109,5136,6163,6106,6329,6561,6539,11953,12138
1,4,5,21,3692,4805,5919,5722,6025,6250,6079,11878,11880
1,4,5,22,3434,4517,5600,5533,5678,5981,5846,11714,11799
1,4,5,23,3060,4127,5193,5219,5439,5600,5567,11674,11607
1,4,5,24,2907,3883,4858,4845,5160,5431,5236,11762,11569
1,4,5,25,1941,2530,3120,3107,3192,3396,3552,10936,10947
1,5,5,1,9535,7794,6053,6132,7047,6088,7907,10148,5319
1,5,5,2,5033,6708,8383,5398,4736,6105,5992,14017,10692
1,5,5,3,8357,8895,9434,9049,7586,7389,7404,14004,14743
1,5,5,4,10255,9580,8906,9180,9396,8251,7398,14340,14126
1,5,5,5,9352,9961,10569,8709,9469,9864,8517,13034,14379
1,5,5,6,9451,10955,12458,11167,9823,10402,10405,13025,13124
1,5,5,7,9294,10294,11293,12022,11425,10127,10103,14201,13052
1,5,5,8,9084,10080,11076,10627,12013,11560,9831,13206,14184
1,5,5,9,8876,9825,10774,10415,10402,11917,11161,12542,13196
1,5,5,10,8671,9555,10439,10118,10110,10477,11393,13370,12554
1,5,5,11,8294,9196,10097,9739,9719,10160,10176,13122,13344
1,5,5,12,7908,8836,9763,9427,9291,9733,9855,14020,13097
1,5,5,13,7409,8384,9358,9116,8943,9282,9388,13571,13890
