Census Division,Class,Vocational ?,Vintage,Fuel,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1,2,1,12,2,2450,2397,1814,2959,2602,2073,1580,1436,669,294,583,1816,900
1,2,1,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,12,4,0,0,0,0,0,0,0,0,0,0,1,1,19
1,2,1,12,5,0,0,0,0,0,0,0,0,0,585,530,501,808
1,2,1,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,13,1,380,252,296,44,13,33,244,53,72,48,3,11,27
1,2,1,13,2,2251,2302,2255,2066,2864,2482,1991,1503,1351,658,275,563,1859
1,2,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,13,4,0,0,0,0,0,0,0,0,0,0,0,0,2
1,2,1,13,5,0,0,0,0,0,0,0,0,0,0,573,513,475
1,2,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,14,1,307,330,217,262,40,11,28,203,51,69,49,7,12
1,2,1,14,2,1676,2076,2153,2118,2318,2679,2362,1862,1387,1314,641,251,588
1,2,1,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,14,5,0,0,0,0,0,0,0,0,0,0,0,559,489
1,2,1,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,15,1,268,284,279,189,228,37,8,33,183,47,58,49,5
1,2,1,15,2,905,1526,1901,1983,1980,2165,2493,2213,1702,1311,1278,605,230
1,2,1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,517
1,2,1,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,16,1,309,238,260,261,161,208,34,10,30,169,45,58,46
1,2,1,16,2,821,798,1376,1707,1812,1802,2012,2274,1989,1603,1219,1197,573
1,2,1,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,17,1,80,278,208,225,242,151,187,31,11,29,158,40,55
1,2,1,17,2,107,720,690,1213,1512,1638,1623,1830,2051,1828,1463,1134,1106
1,2,1,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,18,1,63,78,247,197,190,225,140,173,30,14,25,149,38
1,2,1,18,2,160,98,619,605,1049,1340,1463,1425,1611,1862,1682,1357,1060
1,2,1,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,19,1,71,58,75,236,185,166,208,125,161,29,11,22,134
1,2,1,19,2,89,152,88,548,520,925,1168,1259,1195,1430,1678,1569,1209
1,2,1,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,20,1,77,70,53,73,224,173,142,192,110,142,27,11,16
1,2,1,20,2,108,83,144,79,476,460,801,1027,1053,1075,1272,1504,1399
1,2,1,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,21,1,41,74,68,52,70,221,160,128,183,102,137,20,10
1,2,1,21,2,96,96,77,132,69,418,400,698,855,905,941,1133,1343
1,2,1,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,22,1,56,36,71,67,50,65,217,150,116,178,98,132,21
1,2,1,22,2,51,86,84,74,119,67,359,343,602,762,794,845,1009
1,2,1,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,23,1,44,39,30,68,65,47,60,220,143,114,172,98,112
1,2,1,23,2,147,49,75,76,70,110,65,327,290,521,681,711,721
1,2,1,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,24,1,64,32,21,29,65,64,43,59,210,143,107,160,95
1,2,1,24,2,248,131,47,68,67,67,101,60,278,262,459,620,636
1,2,1,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,25,1,129,64,19,21,28,64,63,40,58,199,136,155,153
1,2,1,25,2,502,227,114,45,60,62,64,92,57,247,233,490,558
1,2,1,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,26,1,102,128,63,18,20,28,63,61,41,58,186,140,155
1,2,1,26,2,422,437,206,109,43,56,57,54,84,54,216,234,449
1,2,1,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,27,1,318,98,126,62,17,21,28,62,58,44,59,189,133
1,2,1,27,2,86,367,372,199,104,43,51,49,52,78,50,237,212
1,2,1,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,28,1,217,328,94,125,60,18,21,29,61,58,43,67,182
1,2,1,28,2,131,78,311,360,191,101,43,52,47,48,79,64,225
1,2,1,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,29,1,133,216,337,94,124,58,18,18,26,61,56,47,62
1,2,1,29,2,88,117,69,294,348,184,98,42,43,47,51,116,61
1,2,1,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,30,1,12,134,214,345,93,123,56,18,19,26,60,57,45
1,2,1,30,2,68,82,102,66,277,332,176,89,38,43,47,89,108
1,2,1,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,31,1,8,12,135,213,353,94,121,54,18,17,25,66,57
1,2,1,31,2,69,62,75,96,62,255,315,163,87,35,42,65,80
1,2,1,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,32,1,0,7,11,132,211,362,95,118,54,17,17,27,66
1,2,1,32,2,84,63,56,76,89,60,232,310,165,89,33,63,67
1,2,1,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,33,1,0,3,5,67,129,250,370,94,118,55,18,18,26
1,2,1,33,2,120,89,57,67,76,67,57,215,279,152,86,59,57
1,2,1,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,34,1,2,2,2,8,14,188,361,739,824,935,991,1047,1048
1,2,1,34,2,1134,1105,1075,1093,1110,1145,1180,1205,1324,1583,1692,2252,2253
1,2,1,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,1,1,67,107,42,61,44,26,7,5,3,11,0,0,0
2,2,1,1,2,4973,2589,1022,1359,1676,1359,1594,1897,1579,3235,1965,1838,1241
2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,1,4,0,1,63,3,2,0,9,15,18,0,0,0,0
2,2,1,1,5,1851,2284,2319,2563,2174,3814,948,1746,853,0,0,0,0
2,2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,1,91,76,107,46,61,55,26,9,5,4,13,1,0
2,2,1,2,2,1582,5615,2589,1467,1359,1976,1359,2190,2388,1818,2965,1904,2104
2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,4,0,1,1,63,3,3,0,11,18,17,0,0,0
2,2,1,2,5,1767,1771,2284,2746,2563,2495,3814,1268,2126,1281,0,0,0
2,2,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,3,1,141,89,85,107,49,55,66,27,11,6,7,13,1
2,2,1,3,2,1022,1684,6257,2578,1912,1354,2276,1372,2831,2465,1840,2987,1969
2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,3,4,0,0,1,1,63,3,3,0,11,19,17,0,0
2,2,1,3,5,1762,1688,1691,2411,3173,2589,2816,3873,1424,2190,1329,0,0
2,2,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,4,1,251,140,87,85,106,45,49,66,28,10,7,7,14
2,2,1,4,2,3249,935,1785,5526,2566,1880,1348,2275,1368,2830,2319,1596,2987
2,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,4,4,0,0,0,1,1,64,3,3,0,11,19,16,0
2,2,1,4,5,0,1841,1608,1665,2537,3054,2615,2798,3960,1444,2176,1355,0
2,2,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,5,1,386,261,138,88,84,99,40,46,63,27,11,7,7
2,2,1,5,2,4747,3286,848,1788,4794,2524,1848,1367,2211,1427,2602,2153,1590
2,2,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,5,4,0,0,0,0,1,1,64,3,3,0,10,21,15
2,2,1,5,5,0,0,1920,1594,1639,2392,2935,2542,2630,3726,1437,2172,1421
2,2,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,6,1,399,391,270,137,89,87,91,42,43,62,29,12,5
2,2,1,6,2,5105,4716,3322,848,1791,4743,2481,1812,1347,2198,1410,2549,2118
2,2,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,6,4,0,0,0,0,0,1,1,64,3,3,0,11,20
2,2,1,6,5,0,0,0,1882,1580,1580,2246,2840,2365,2610,3525,1416,2201
2,2,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,7,1,1125,390,396,261,136,81,89,92,38,41,57,29,12
2,2,1,7,2,6297,4981,4684,3310,848,1771,4692,2434,1735,1322,2182,1386,2583
2,2,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,7,4,0,0,0,0,0,0,1,1,58,3,3,0,10
2,2,1,7,5,0,0,0,0,1843,1579,1521,2203,2770,2346,2581,3431,1456
2,2,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,8,1,523,1107,380,397,252,131,73,82,85,32,37,52,28
2,2,1,8,2,6447,6261,4856,4781,3298,844,1751,4686,2316,1693,1301,2138,1380
2,2,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,8,4,0,0,0,0,0,0,0,1,8,57,3,3,0
2,2,1,8,5,0,0,0,0,0,1830,1578,1492,2158,2774,2345,2493,3440
2,2,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,9,1,284,520,1088,365,398,223,126,73,76,76,30,37,48
2,2,1,9,2,5840,6480,6225,4888,4877,3249,839,1736,4572,2252,1677,1291,2128
2,2,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,9,4,0,0,0,0,0,0,0,0,1,8,52,3,3
2,2,1,9,5,0,0,0,0,0,0,1817,1594,1414,2168,2775,2305,2488
2,2,1,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,10,1,300,270,517,1051,349,367,193,123,68,66,63,27,37
2,2,1,10,2,4006,5950,6512,6179,4920,4868,3199,834,1662,4518,2196,1642,1250
2,2,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,10,4,0,0,0,0,0,0,0,0,0,2,8,33,3
2,2,1,10,5,0,0,0,0,0,0,0,1836,1534,1413,2165,2782,2275
2,2,1,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,11,1,2168,300,256,507,1013,328,336,180,115,66,62,60,26
2,2,1,11,2,5198,3941,6059,6360,6133,4796,4858,3131,804,1651,4424,2128,1592
2,2,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,11,4,0,0,0,0,0,0,0,0,0,0,2,7,28
2,2,1,11,5,0,0,0,0,0,0,0,0,1872,1520,1399,2141,2766
2,2,1,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,12,1,1600,2069,299,232,496,944,306,325,164,109,64,58,49
2,2,1,12,2,4995,4982,3875,5917,6208,5936,4671,4765,2973,783,1617,4314,2091
2,2,1,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,12,4,0,0,0,0,0,0,0,0,0,0,0,2,7
2,2,1,12,5,0,0,0,0,0,0,0,0,0,1867,1508,1380,2141
2,2,1,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,13,1,1978,1452,1969,278,208,417,874,279,293,149,105,68,42
2,2,1,13,2,4975,4733,4765,4367,5775,5982,5739,4541,4504,2889,758,1633,4246
2,2,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,13,4,0,0,0,0,0,0,0,0,0,0,0,0,2
2,2,1,13,5,0,0,0,0,0,0,0,0,0,0,1824,1487,1316
2,2,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,14,1,1873,1813,1303,1769,257,186,338,880,259,281,140,98,58
2,2,1,14,2,3448,4629,4470,4544,4859,5556,5755,5512,4183,4404,2787,743,1623
2,2,1,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,14,5,0,0,0,0,0,0,0,0,0,0,0,1767,1452
2,2,1,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,15,1,1616,1694,1648,1112,1568,249,163,455,814,232,266,131,93
2,2,1,15,2,2091,3162,4282,4190,4322,4598,5337,5502,5079,4003,4209,2651,713
2,2,1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1684
2,2,1,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,16,1,1068,1448,1514,1438,920,1399,240,158,438,745,210,248,121
2,2,1,16,2,1709,1880,2875,4016,3910,4007,4336,5074,4940,4780,3805,3972,2486
2,2,1,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,17,1,553,926,1279,1345,1227,802,1230,208,150,328,685,189,205
2,2,1,17,2,250,1530,1669,2639,3750,3591,3692,4041,4489,4573,4518,3560,3711
2,2,1,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,18,1,571,503,783,1074,1176,1079,683,1060,164,116,264,633,147
2,2,1,18,2,491,227,1350,1533,2403,3427,3271,3342,3540,4153,4287,4188,3341
2,2,1,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,19,1,614,518,453,624,869,988,931,605,856,127,70,208,411
2,2,1,19,2,391,425,203,1242,1397,2149,3104,2973,2708,3197,3920,3935,3812
2,2,1,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,20,1,535,548,464,406,464,790,799,783,501,610,117,54,163
2,2,1,20,2,349,346,359,187,1133,1261,1895,2783,2396,2430,2988,3578,3540
2,2,1,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,21,1,408,499,482,393,359,424,710,718,627,433,541,102,46
2,2,1,21,2,267,319,300,329,170,1023,1125,1673,2131,2122,2216,2730,3231
2,2,1,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,22,1,158,344,462,403,321,328,383,655,616,579,412,515,95
2,2,1,22,2,372,241,289,274,298,158,912,1014,1243,1881,1942,1971,2474
2,2,1,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,23,1,122,141,279,447,324,298,296,359,566,563,549,388,472
2,2,1,23,2,655,345,214,271,248,275,146,806,740,1089,1704,1737,1752
2,2,1,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,24,1,104,116,123,266,432,305,275,285,303,534,524,520,354
2,2,1,24,2,1085,595,317,202,252,233,251,133,640,658,982,1556,1576
2,2,1,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,25,1,218,101,110,119,252,360,285,265,265,281,508,623,468
2,2,1,25,2,1389,1009,534,306,190,230,217,234,107,559,595,1102,1364
2,2,1,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,26,1,231,210,97,109,115,222,287,279,240,259,276,496,585
2,2,1,26,2,848,1283,932,524,295,173,207,202,187,97,519,690,990
2,2,1,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,27,1,938,225,202,95,108,111,191,281,261,233,246,282,471
2,2,1,27,2,362,766,1176,910,514,283,156,187,166,168,88,600,644
2,2,1,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,28,1,421,944,219,197,92,90,106,185,267,255,232,250,272
2,2,1,28,2,458,311,683,1146,887,481,270,144,144,158,161,135,565
2,2,1,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,29,1,248,418,950,222,192,72,72,90,168,269,248,250,244
2,2,1,29,2,365,419,260,652,1116,816,448,246,117,135,150,291,131
2,2,1,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,30,1,48,247,414,955,225,165,51,68,77,166,263,253,238
2,2,1,30,2,193,317,379,243,620,1056,745,427,207,106,126,247,282
2,2,1,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,31,1,53,41,246,415,959,208,137,50,60,76,166,275,255
2,2,1,31,2,203,177,269,372,226,584,996,719,361,208,102,191,244
2,2,1,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,32,1,3,38,34,247,416,954,191,115,45,60,75,174,270
2,2,1,32,2,212,186,161,262,365,218,547,941,583,346,204,138,178
2,2,1,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,33,1,0,12,23,136,248,599,949,172,101,47,60,85,173
2,2,1,33,2,293,231,168,212,255,232,209,522,743,579,339,282,140
2,2,1,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,34,1,0,2,3,29,55,385,715,1519,1451,1522,1534,1632,1675
2,2,1,34,2,3396,3347,3297,3453,3609,3763,3917,4030,3371,3952,4407,6511,6504
2,2,1,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,1,1,124,101,66,48,41,24,16,7,15,10,2,0,0
3,2,1,1,2,2865,1706,768,1299,1882,1693,1081,1571,1340,2674,1429,1771,1231
3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,1,4,2,1,25,0,0,0,28,41,50,0,0,0,0
3,2,1,1,5,2627,3730,4221,3352,2831,5021,1694,2550,1476,0,0,0,0
3,2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,2,1,112,131,101,75,48,53,24,18,12,11,21,0,0
3,2,1,2,2,1623,3485,1706,1066,1299,2279,1693,1825,2288,1643,3278,1795,2547
3,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,2,4,3,2,1,25,0,0,0,30,47,61,0,0,0
3,2,1,2,5,2246,2262,3730,4204,3352,3330,5021,2241,3432,2302,0,0,0
3,2,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,3,1,78,116,138,100,83,45,64,25,15,11,6,21,0
3,2,1,3,2,1937,1744,4105,1706,1364,1338,2676,1670,2654,2356,1632,3265,1859
3,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,3,4,0,3,2,1,25,0,0,0,32,46,60,0,0
3,2,1,3,5,1536,2074,1897,3555,4187,3358,3828,5352,2383,3550,2249,0,0
3,2,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,4,1,134,73,119,144,99,81,42,68,25,15,12,7,21
3,2,1,4,2,2790,1281,1864,4057,1705,1403,1377,2666,1603,2583,2446,1686,3290
3,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,4,4,0,0,3,2,1,25,0,0,0,33,45,58,0
3,2,1,4,5,0,2068,1902,1885,3380,4184,3364,3904,5223,2432,3562,2391,0
3,2,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,5,1,271,130,68,131,149,97,79,44,65,26,14,13,7
3,2,1,5,2,5011,2650,625,1647,4009,1712,1441,1359,2548,1349,2616,2408,1792
3,2,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,5,4,0,0,0,3,2,1,25,0,0,0,34,45,59
