YEAR,ICD_19,ICL_19,IGP_19,ILDV_19,IOWN_19,SALES_19 (millions)
2023,9,1,7,1,5,3.10E-05
2023,9,1,8,1,5,7.56E-05
2023,9,1,9,1,5,3.18E-04
2023,9,1,11,1,5,5.44E-06
2023,9,2,1,1,5,2.89E-06
2023,9,2,2,1,5,1.41E-06
2023,9,2,3,1,5,8.58E-06
2023,9,2,4,1,5,1.90E-05
2023,9,2,5,16,5,5.25E-08
2023,9,2,5,1,5,1.42E-05
2023,9,2,6,1,5,0.000158728
2023,9,2,7,3,5,1.88E-04
2023,9,2,7,16,5,7.63E-06
2023,9,2,7,1,5,3.11E-04
2023,9,2,8,3,5,9.90E-07
2023,9,2,8,1,5,3.08E-04
2023,9,2,9,16,5,4.41E-06
2023,9,2,9,1,5,1.25E-04
2023,9,2,11,3,5,2.21E-08
2023,9,2,11,16,5,8.84E-05
2023,9,2,11,1,5,0.000219862
2023,9,3,7,1,5,9.00E-05
2023,9,3,10,1,5,3.50E-05
2023,9,3,1,1,5,1.45E-05
2023,9,3,2,16,5,3.48E-05
2023,9,3,2,1,5,5.89E-05
2023,9,3,3,1,5,1.70E-05
2023,9,3,4,1,5,5.41E-05
2023,9,3,5,1,5,7.57E-06
2023,9,4,1,16,5,8.65E-06
2023,9,4,1,1,5,0.000187384
2023,9,4,2,16,5,5.56E-05
2023,9,4,2,1,5,8.47E-05
2023,9,4,3,1,5,3.60E-06
2023,9,4,4,16,5,7.93E-06
2023,9,4,4,1,5,5.12E-05
2023,9,4,5,3,5,1.20E-06
2023,9,4,5,16,5,1.65E-07
2023,9,4,5,1,5,2.34E-05
2023,9,4,6,1,5,4.00E-05
2023,9,4,9,16,5,6.40E-05
2023,9,4,9,1,5,4.27E-05
2023,9,4,10,1,5,1.93E-05
2023,9,5,6,1,5,1.61E-05
2023,9,5,7,1,5,3.27E-05
2023,9,5,9,1,5,1.66E-05
2023,9,5,11,1,5,3.47E-05
2023,9,5,1,16,5,1.68E-05
2023,9,5,1,1,5,4.90E-05
2023,9,5,2,16,5,2.89E-06
2023,9,5,2,1,5,3.53E-05
2023,9,5,3,1,5,3.65E-06
2023,9,5,4,1,5,4.67E-06
2023,9,5,5,1,5,6.51E-05
2023,9,6,2,1,5,2.67E-06
2023,9,6,4,1,5,7.44E-06
2023,9,6,5,16,5,1.46E-07
2023,9,6,5,1,5,2.50E-05
2023,9,6,7,1,5,1.04E-05
2023,9,6,8,1,5,1.09E-04
2023,9,6,9,16,5,4.16E-07
2023,9,6,9,1,5,4.17E-05
2023,9,6,11,16,5,2.13E-05
2023,9,6,11,1,5,0.000222401
2023,9,7,6,1,5,3.55E-05
2023,9,7,7,16,5,8.23E-06
2023,9,7,7,1,5,5.91E-05
2023,9,7,8,1,5,7.22E-05
2023,9,7,9,16,5,0.000123224
2023,9,7,9,1,5,2.33E-04
2023,9,7,10,1,5,3.52E-05
2023,9,7,11,1,5,3.62E-06
2023,9,7,1,16,5,2.44E-05
2023,9,7,1,1,5,2.07E-04
2023,9,7,2,16,5,6.08E-06
2023,9,7,2,1,5,5.70E-05
2023,9,7,3,1,5,1.45E-05
2023,9,7,4,1,5,1.10E-05
2023,9,8,6,1,5,2.48E-05
2023,9,8,7,3,5,2.05E-08
2023,9,8,7,1,5,8.71E-05
2023,9,8,8,1,5,7.56E-05
2023,9,8,9,16,5,5.58E-05
2023,9,8,9,1,5,1.59E-04
2023,9,8,10,1,5,7.95E-05
2023,9,8,11,3,5,1.50E-06
2023,9,8,11,16,5,2.44E-05
2023,9,8,11,1,5,5.88E-04
2023,9,8,1,16,5,7.18E-07
2023,9,8,1,1,5,2.39E-05
2023,9,8,2,1,5,3.61E-06
2023,9,8,3,1,5,1.01E-05
2023,9,8,4,1,5,5.56E-05
2023,9,8,5,1,5,8.16E-06
2024,1,1,2,1,1,0.000530977
2024,1,1,3,4,1,8.52E-05
2024,1,1,3,4,4,1.00E-05
2024,1,1,3,1,2,7.35E-06
2024,1,1,3,1,1,0.000396516
2024,1,1,4,1,1,3.47E-05
2024,1,1,5,1,1,0.000602718
2024,1,1,7,16,3,4.21E-05
2024,1,1,7,16,1,0.002427608
2024,1,1,7,1,2,1.28E-06
2024,1,1,7,1,3,7.53E-05
2024,1,1,7,1,1,0.003054073
2024,1,1,8,1,2,1.43E-05
2024,1,1,8,1,3,1.03E-05
2024,1,1,8,1,1,0.004424998
2024,1,1,9,1,2,0.000280984
2024,1,1,9,1,3,6.46E-06
2024,1,1,9,1,1,0.009557669
2024,1,1,11,16,2,3.28E-06
2024,1,1,11,16,1,0.000574389
2024,1,1,11,1,1,0.001173401
2024,1,2,1,1,2,0.000190451
2024,1,2,1,1,1,0.000397907
2024,1,2,2,1,1,0.000356495
2024,1,2,3,4,1,0.000235574
2024,1,2,3,4,4,3.06E-06
2024,1,2,3,1,2,1.32E-05
2024,1,2,3,1,1,0.001114898
2024,1,2,4,15,1,0.000563774
2024,1,2,4,15,4,6.82E-05
2024,1,2,4,1,1,0.002867047
2024,1,2,5,7,1,1.80E-05
2024,1,2,5,7,4,2.65E-06
2024,1,2,5,15,1,0.000257552
2024,1,2,5,15,4,3.80E-05
2024,1,2,5,1,1,0.000716209
2024,1,2,6,1,2,0.000126981
2024,1,2,6,1,3,4.07E-05
2024,1,2,6,1,1,0.002674213
2024,1,2,7,7,3,1.96E-06
2024,1,2,7,7,1,0.000205436
2024,1,2,7,7,4,3.33E-05
2024,1,2,7,15,3,5.92E-06
2024,1,2,7,15,1,4.98E-06
2024,1,2,7,15,4,1.18E-05
2024,1,2,7,16,2,5.95E-05
2024,1,2,7,16,3,4.76E-05
2024,1,2,7,16,1,0.000884662
2024,1,2,7,1,2,1.79E-06
2024,1,2,7,1,3,0.000223874
2024,1,2,7,1,1,0.008291387
2024,1,2,8,3,2,1.07E-07
2024,1,2,8,3,3,3.52E-07
2024,1,2,8,3,1,2.45E-05
2024,1,2,8,2,1,0.000224768
2024,1,2,8,2,4,3.88E-05
2024,1,2,8,1,2,3.56E-05
2024,1,2,8,1,3,0.000203137
2024,1,2,8,1,1,0.013540207
2024,1,2,9,1,2,1.14E-05
2024,1,2,9,1,3,1.07E-05
2024,1,2,9,1,1,0.010139233
2024,1,2,11,7,1,9.07E-05
2024,1,2,11,7,4,1.57E-05
2024,1,2,11,15,2,1.55E-06
2024,1,2,11,15,3,9.79E-06
2024,1,2,11,15,1,0.001348879
2024,1,2,11,15,4,0.00034856
2024,1,2,11,3,2,7.66E-09
2024,1,2,11,3,1,5.47E-06
2024,1,2,11,16,1,0.002290558
2024,1,2,11,2,1,0.000351454
2024,1,2,11,2,4,0.000111924
2024,1,2,11,1,2,3.13E-05
2024,1,2,11,1,1,0.00872328
2024,1,3,1,1,2,0.000280296
2024,1,3,1,1,1,0.002448696
2024,1,3,2,16,2,3.06E-06
2024,1,3,2,16,3,1.64E-05
2024,1,3,2,16,1,0.002224041
2024,1,3,2,1,2,0.001073347
2024,1,3,2,1,3,6.20E-06
2024,1,3,2,1,1,0.008988947
2024,1,3,3,1,2,0.000276942
2024,1,3,3,1,3,1.00E-06
2024,1,3,3,1,1,0.004389654
2024,1,3,4,15,1,6.10E-05
2024,1,3,4,15,4,1.91E-05
2024,1,3,4,16,1,0.000580472
2024,1,3,4,5,2,6.16E-06
2024,1,3,4,5,1,8.42E-05
2024,1,3,4,5,4,8.21E-06
2024,1,3,4,6,1,0.000275263
2024,1,3,4,6,4,1.26E-05
2024,1,3,4,1,2,0.00029221
2024,1,3,4,1,1,0.005535316
2024,1,3,5,7,1,0.000202275
2024,1,3,5,7,4,2.36E-05
2024,1,3,5,15,1,2.87E-05
2024,1,3,5,15,4,2.34E-06
2024,1,3,5,1,1,0.000282931
2024,1,4,1,4,3,1.08E-05
2024,1,4,1,4,1,5.94E-05
2024,1,4,1,4,4,7.56E-06
2024,1,4,1,7,1,0.000350169
2024,1,4,1,7,4,2.34E-06
2024,1,4,1,15,1,0.001276941
2024,1,4,1,15,4,1.93E-05
2024,1,4,1,16,3,1.37E-06
2024,1,4,1,16,1,0.000573682
2024,1,4,1,1,2,0.003141633
2024,1,4,1,1,3,8.84E-05
2024,1,4,1,1,1,0.017119044
2024,1,4,2,16,2,0.000267139
2024,1,4,2,16,3,4.25E-05
2024,1,4,2,16,1,0.006332402
2024,1,4,2,6,2,4.27E-06
2024,1,4,2,6,3,1.42E-06
2024,1,4,2,6,1,0.001697738
2024,1,4,2,6,4,7.12E-05
2024,1,4,2,1,2,0.000174849
2024,1,4,2,1,3,3.09E-06
2024,1,4,2,1,1,0.01642305
2024,1,4,3,1,1,0.00091561
2024,1,4,4,7,1,4.51E-05
2024,1,4,4,7,4,8.93E-07
2024,1,4,4,15,1,0.003607464
2024,1,4,4,15,4,7.58E-05
2024,1,4,4,16,2,1.04E-06
2024,1,4,4,16,1,0.000525803
2024,1,4,4,1,2,1.90E-05
2024,1,4,4,1,1,0.003994707
2024,1,4,5,7,1,8.30E-05
2024,1,4,5,7,4,5.56E-06
2024,1,4,5,15,1,6.73E-05
2024,1,4,5,15,4,4.12E-05
2024,1,4,5,16,1,0.0000039
2024,1,4,5,6,1,3.92E-05
2024,1,4,5,6,4,3.18E-06
2024,1,4,5,1,1,0.000401722
2024,1,4,6,5,2,5.18E-05
2024,1,4,6,5,3,8.44E-06
2024,1,4,6,5,1,6.99E-05
2024,1,4,6,5,4,8.80E-05
2024,1,4,6,1,2,0.000263564
2024,1,4,6,1,3,9.99E-05
2024,1,4,6,1,1,0.000626404
2024,1,4,9,16,2,0.000124163
2024,1,4,9,16,3,5.96E-05
2024,1,4,9,16,1,0.002929659
2024,1,4,9,1,2,0.000130809
2024,1,4,9,1,3,3.07E-05
2024,1,4,9,1,1,0.00346389
2024,1,5,6,1,2,4.51E-05
2024,1,5,6,1,1,0.003637771
2024,1,5,7,1,1,0.003303411
2024,1,5,9,1,1,4.22E-06
2024,1,5,11,5,2,8.67E-05
2024,1,5,11,5,1,0.009181172
2024,1,5,11,5,4,0.00031571
2024,1,5,11,1,2,0.000382801
2024,1,5,11,1,1,0.007770059
2024,1,5,1,16,2,0.000161443
2024,1,5,1,16,3,1.33E-06
2024,1,5,1,16,1,0.000441635
2024,1,5,1,1,2,0.00010848
2024,1,5,1,1,3,1.18E-05
2024,1,5,1,1,1,0.002237765
2024,1,5,2,16,2,2.39E-05
2024,1,5,2,16,1,0.000833205
2024,1,5,2,1,2,5.09E-05
2024,1,5,2,1,1,0.009259537
2024,1,5,4,1,1,0.000396778
2024,1,5,5,15,1,0.000634384
2024,1,5,5,15,4,6.08E-05
2024,1,5,5,5,1,9.09E-06
2024,1,5,5,5,4,3.41E-06
2024,1,5,5,6,1,0.0000375
2024,1,5,5,6,4,1.16E-05
2024,1,5,5,1,1,0.000581911
2024,1,6,2,1,1,0.000445448
2024,1,6,4,1,1,0.000539781
2024,1,6,5,16,1,4.17E-05
2024,1,6,5,1,2,1.10E-06
2024,1,6,5,1,1,0.001565149
2024,1,6,6,1,1,0.000326874
2024,1,6,7,1,2,0.000160743
2024,1,6,7,1,3,5.18E-05
2024,1,6,7,1,1,0.000475219
2024,1,6,8,2,3,1.11E-06
2024,1,6,8,2,1,7.11E-05
2024,1,6,8,2,4,1.84E-05
2024,1,6,8,1,2,0.000162261
2024,1,6,8,1,3,0.000241897
2024,1,6,8,1,1,0.002640519
2024,1,6,9,1,2,5.62E-06
2024,1,6,9,1,3,1.41E-06
2024,1,6,9,1,1,0.001312759
2024,1,6,11,16,2,3.13E-06
2024,1,6,11,16,1,0.000715521
2024,1,6,11,2,1,0.000143552
2024,1,6,11,2,4,8.98E-05
2024,1,6,11,1,2,0.00052947
2024,1,6,11,1,3,4.11E-06
2024,1,6,11,1,1,0.005712208
2024,1,7,6,1,2,0.000182956
2024,1,7,6,1,3,1.12E-06
2024,1,7,6,1,1,0.004145508
2024,1,7,7,16,3,1.19E-05
2024,1,7,7,16,1,0.000267186
2024,1,7,7,1,2,0.000472234
2024,1,7,7,1,3,4.19E-05
2024,1,7,7,1,1,0.007512463
2024,1,7,8,1,2,0.001149171
2024,1,7,8,1,3,0.000186997
2024,1,7,8,1,1,0.011218495
2024,1,7,9,16,2,0.000118187
2024,1,7,9,16,3,7.78E-05
2024,1,7,9,16,1,0.028442719
2024,1,7,9,6,1,3.07E-06
2024,1,7,9,1,2,0.002863449
2024,1,7,9,1,3,9.16E-05
2024,1,7,9,1,1,0.113423529
2024,1,7,10,1,2,7.43E-05
2024,1,7,10,1,1,0.006891173
2024,1,7,11,15,1,0.00046736
2024,1,7,11,15,4,1.31E-05
2024,1,7,11,16,1,0.001049093
2024,1,7,11,6,3,2.42E-05
2024,1,7,11,6,1,0.004219194
2024,1,7,11,6,4,7.97E-05
2024,1,7,11,1,2,5.69E-05
2024,1,7,11,1,1,0.00663108
2024,1,7,1,7,1,1.82E-05
2024,1,7,1,15,2,0.00058571
2024,1,7,1,15,3,1.07E-06
2024,1,7,1,15,1,0.000658429
2024,1,7,1,15,4,1.06E-05
2024,1,7,1,16,1,0.001084363
2024,1,7,1,6,3,2.18E-05
2024,1,7,1,6,1,0.000159149
2024,1,7,1,6,4,1.09E-05
2024,1,7,1,1,2,0.001213378
2024,1,7,1,1,3,2.75E-05
2024,1,7,1,1,1,0.012283627
2024,1,7,2,16,1,3.88E-05
2024,1,7,2,1,2,0.000186577
2024,1,7,2,1,3,3.32E-06
2024,1,7,2,1,1,0.016843237
2024,1,7,3,7,1,0.000223677
2024,1,7,3,7,4,3.34E-06
2024,1,7,3,1,2,4.52E-06
2024,1,7,3,1,1,0.000452192
2024,1,7,4,7,1,0.000376504
2024,1,7,4,7,4,1.03E-05
2024,1,7,4,15,1,0.000923533
2024,1,7,4,15,4,6.04E-05
2024,1,7,4,5,1,0.000516741
2024,1,7,4,5,4,6.27E-05
2024,1,7,4,1,2,7.58E-06
2024,1,7,4,1,1,0.000256575
2024,1,8,6,1,2,0.00010916
2024,1,8,6,1,3,2.20E-05
2024,1,8,6,1,1,0.006999257
2024,1,8,7,3,3,5.02E-06
2024,1,8,7,1,2,0.000765699
2024,1,8,7,1,3,9.82E-05
2024,1,8,7,1,1,0.002718482
2024,1,8,8,1,2,0.000676535
2024,1,8,8,1,3,1.40E-05
2024,1,8,8,1,1,0.004361503
2024,1,8,9,7,3,1.37E-06
2024,1,8,9,7,1,0.002840966
2024,1,8,9,7,4,5.48E-05
2024,1,8,9,15,1,1.56E-06
2024,1,8,9,15,4,1.56E-06
2024,1,8,9,16,2,1.07E-05
2024,1,8,9,16,3,5.07E-05
2024,1,8,9,16,1,0.010164455
2024,1,8,9,5,2,5.30E-05
2024,1,8,9,5,3,1.50E-05
2024,1,8,9,5,1,0.002959915
2024,1,8,9,5,4,0.00020812
2024,1,8,9,1,2,0.001538275
2024,1,8,9,1,3,7.31E-05
2024,1,8,9,1,1,0.057351534
2024,1,8,10,15,3,1.67E-07
2024,1,8,10,15,1,0.00140149
2024,1,8,10,15,4,3.28E-05
2024,1,8,10,1,2,0.000131462
2024,1,8,10,1,3,1.08E-06
2024,1,8,10,1,1,0.024055563
2024,1,8,11,4,1,0.00019443
2024,1,8,11,4,4,4.57E-06
2024,1,8,11,7,1,0.000265833
2024,1,8,11,7,4,9.64E-06
2024,1,8,11,15,3,3.77E-05
2024,1,8,11,15,1,0.00836334
2024,1,8,11,15,4,0.000507061
2024,1,8,11,16,1,0.002112638
2024,1,8,11,5,2,2.71E-05
2024,1,8,11,5,3,2.36E-06
2024,1,8,11,5,1,0.004275089
2024,1,8,11,5,4,0.000245005
2024,1,8,11,6,1,0.002160012
2024,1,8,11,6,4,0.000222308
2024,1,8,11,1,2,0.000856424
2024,1,8,11,1,3,0.000149646
2024,1,8,11,1,1,0.045429999
2024,1,8,1,7,3,5.09E-06
2024,1,8,1,7,1,0.000195656
2024,1,8,1,7,4,3.69E-06
2024,1,8,1,15,3,5.66E-06
2024,1,8,1,15,1,0.000574647
2024,1,8,1,15,4,5.66E-06
2024,1,8,1,5,2,0.000271564
2024,1,8,1,5,3,2.69E-06
2024,1,8,1,5,1,0.000307863
2024,1,8,1,5,4,3.23E-05
2024,1,8,1,1,2,2.51E-05
2024,1,8,1,1,3,9.85E-06
2024,1,8,1,1,1,0.001513304
2024,1,8,2,7,1,1.52E-05
2024,1,8,2,7,4,1.38E-06
2024,1,8,3,1,2,1.05E-06
2024,1,8,3,1,1,1.57E-05
2024,1,8,4,7,2,1.09E-05
2024,1,8,4,7,3,1.98E-06
2024,1,8,4,7,1,0.000487666
2024,1,8,4,7,4,0.000122677
2024,1,8,4,15,2,0.000326559
2024,1,8,4,15,3,3.24E-05
2024,1,8,4,15,1,0.013942239
2024,1,8,4,15,4,0.000332168
2024,1,8,4,5,1,0.000302485
2024,1,8,4,5,4,7.39E-05
2024,1,8,4,1,2,1.07E-05
2024,1,8,4,1,1,0.001566208
2024,1,8,5,7,1,2.13E-05
2024,1,8,5,7,4,5.92E-06
2024,1,8,5,15,1,0.000478983
2024,1,8,5,15,4,7.84E-05
2024,1,8,5,6,1,8.54E-05
2024,1,8,5,6,4,6.79E-06
2024,1,8,5,1,1,0.000140127
2024,2,1,2,1,1,0.001083225
2024,2,1,3,4,1,0.000195564
2024,2,1,3,4,4,7.52E-06
2024,2,1,3,1,1,0.000851646
2024,2,1,4,1,1,6.22E-05
2024,2,1,5,1,1,0.001946799
2024,2,1,7,16,3,2.28E-05
2024,2,1,7,16,1,0.005123486
2024,2,1,7,1,2,1.66E-05
2024,2,1,7,1,3,0.000114639
2024,2,1,7,1,1,0.006935566
2024,2,1,8,1,2,7.92E-05
2024,2,1,8,1,3,5.58E-05
2024,2,1,8,1,1,0.010365289
2024,2,1,9,1,2,0.000356405
2024,2,1,9,1,3,5.16E-06
2024,2,1,9,1,1,0.013374631
2024,2,1,11,16,2,1.64E-06
2024,2,1,11,16,1,0.000789375
2024,2,1,11,1,1,0.002564028
2024,2,2,1,1,2,0.00023095
2024,2,2,1,1,1,0.00170893
2024,2,2,2,1,1,0.000708643
2024,2,2,3,4,1,0.000454831
2024,2,2,3,4,4,1.94E-05
2024,2,2,3,1,1,0.002874428
2024,2,2,4,15,2,1.07E-06
2024,2,2,4,15,1,0.002234254
2024,2,2,4,15,4,0.000228022
2024,2,2,4,1,1,0.008722738
2024,2,2,5,7,1,4.59E-05
2024,2,2,5,7,4,6.02E-06
2024,2,2,5,15,1,0.000656707
2024,2,2,5,15,4,8.62E-05
2024,2,2,5,1,2,1.02E-06
2024,2,2,5,1,1,0.002443814
2024,2,2,6,1,3,0.000203151
2024,2,2,6,1,1,0.006484046
2024,2,2,7,7,2,2.61E-06
2024,2,2,7,7,3,5.22E-06
2024,2,2,7,7,1,0.000375655
2024,2,2,7,7,4,3.65E-05
2024,2,2,7,15,3,9.35E-06
2024,2,2,7,15,1,6.23E-06
2024,2,2,7,15,4,3.71E-05
2024,2,2,7,16,2,0.000166618
2024,2,2,7,16,3,3.17E-05
2024,2,2,7,16,1,0.002806058
2024,2,2,7,1,2,1.22E-05
2024,2,2,7,1,3,0.000547507
2024,2,2,7,1,1,0.018219757
2024,2,2,8,3,2,1.33E-06
2024,2,2,8,3,3,1.10E-06
2024,2,2,8,3,1,5.37E-05
2024,2,2,8,2,2,9.19E-06
2024,2,2,8,2,1,0.00061693
2024,2,2,8,2,4,8.17E-05
2024,2,2,8,1,2,0.000313212
2024,2,2,8,1,3,0.000281655
2024,2,2,8,1,1,0.033067318
2024,2,2,9,16,1,2.04E-06
2024,2,2,9,1,2,1.59E-05
2024,2,2,9,1,3,8.50E-05
2024,2,2,9,1,1,0.0151193
2024,2,2,11,7,1,0.000123914
2024,2,2,11,7,4,8.48E-06
2024,2,2,11,15,2,2.69E-05
2024,2,2,11,15,3,0.000142017
2024,2,2,11,15,1,0.002169275
2024,2,2,11,15,4,0.000428819
2024,2,2,11,3,1,8.67E-06
2024,2,2,11,16,2,1.04E-05
2024,2,2,11,16,3,1.04E-06
2024,2,2,11,16,1,0.004342007
2024,2,2,11,2,1,0.000834336
2024,2,2,11,2,4,0.000138696
2024,2,2,11,1,2,7.63E-06
2024,2,2,11,1,3,1.07E-06
2024,2,2,11,1,1,0.020165179
2024,2,3,1,1,2,0.000259138
2024,2,3,1,1,3,3.71E-06
2024,2,3,1,1,1,0.007941236
2024,2,3,2,16,2,0.000513422
2024,2,3,2,16,3,4.72E-05
2024,2,3,2,16,1,0.004269746
2024,2,3,2,1,2,0.002145026
2024,2,3,2,1,3,0.0001637
2024,2,3,2,1,1,0.015757971
2024,2,3,3,1,2,0.000102222
2024,2,3,3,1,3,2.00E-06
2024,2,3,3,1,1,0.00971308
2024,2,3,4,15,1,0.00033408
2024,2,3,4,15,4,0.000149891
2024,2,3,4,16,1,0.001347966
2024,2,3,4,5,1,0.000133818
2024,2,3,4,5,4,2.58E-05
2024,2,3,4,6,1,0.000508502
2024,2,3,4,6,4,0.000171252
2024,2,3,4,1,2,0.000658603
2024,2,3,4,1,1,0.018803196
2024,2,3,5,7,2,9.63E-07
2024,2,3,5,7,1,0.00076252
2024,2,3,5,7,4,0.000182637
2024,2,3,5,15,2,2.13E-07
2024,2,3,5,15,1,8.82E-05
2024,2,3,5,15,4,3.17E-05
2024,2,3,5,1,1,0.000964406
2024,2,4,1,4,3,8.63E-06
2024,2,4,1,4,1,3.89E-05
2024,2,4,1,4,4,1.08E-06
2024,2,4,1,7,3,8.19E-06
2024,2,4,1,7,1,0.000250748
2024,2,4,1,7,4,7.38E-05
2024,2,4,1,15,1,0.0058371
2024,2,4,1,15,4,0.000229104
2024,2,4,1,16,3,1.64E-05
2024,2,4,1,16,1,0.0012765
2024,2,4,1,1,2,0.008378258
2024,2,4,1,1,3,0.000649824
2024,2,4,1,1,1,0.060087048
2024,2,4,2,16,2,0.000730156
2024,2,4,2,16,3,3.53E-05
2024,2,4,2,16,1,0.014600118
2024,2,4,2,6,2,5.70E-06
2024,2,4,2,6,3,0.000294825
2024,2,4,2,6,1,0.002701853
2024,2,4,2,6,4,0.000299098
2024,2,4,2,1,2,0.001091618
2024,2,4,2,1,3,9.90E-05
2024,2,4,2,1,1,0.038655296
2024,2,4,3,1,2,1.01E-06
2024,2,4,3,1,1,0.002034102
2024,2,4,4,7,1,0.000151838
2024,2,4,4,7,4,7.44E-06
2024,2,4,4,15,1,0.008429537
2024,2,4,4,15,4,0.000303366
2024,2,4,4,16,1,0.001545417
2024,2,4,4,1,2,0.000105212
2024,2,4,4,1,1,0.014146733
2024,2,4,5,7,1,0.000426981
2024,2,4,5,7,4,2.30E-05
2024,2,4,5,15,2,3.06E-06
2024,2,4,5,15,1,0.000414761
2024,2,4,5,15,4,0.00015908
2024,2,4,5,16,1,0.0000039
2024,2,4,5,6,1,7.20E-05
2024,2,4,5,6,4,1.06E-05
2024,2,4,5,1,2,2.67E-06
2024,2,4,5,1,1,0.001323517
2024,2,4,6,5,2,0.001108632
2024,2,4,6,5,3,0.000101223
2024,2,4,6,5,1,0.000243417
2024,2,4,6,5,4,0.000175935
2024,2,4,6,1,2,0.000393241
2024,2,4,6,1,3,0.000258036
2024,2,4,6,1,1,0.001898996
2024,2,4,9,16,2,0.000203877
2024,2,4,9,16,3,0.000173665
2024,2,4,9,16,1,0.008333273
2024,2,4,9,1,2,9.73E-05
2024,2,4,9,1,3,1.75E-05
2024,2,4,9,1,1,0.015217763
2024,2,5,6,1,2,1.00E-05
2024,2,5,6,1,3,6.98E-06
2024,2,5,6,1,1,0.006765189
2024,2,5,7,1,2,9.52E-06
2024,2,5,7,1,1,0.008573519
2024,2,5,9,1,2,2.64E-05
2024,2,5,9,1,1,4.01E-05
2024,2,5,11,5,2,1.11E-06
2024,2,5,11,5,1,0.021665076
2024,2,5,11,5,4,0.000514697
2024,2,5,11,1,2,0.001290786
2024,2,5,11,1,3,2.79E-06
2024,2,5,11,1,1,0.014263713
2024,2,5,1,16,1,0.001283542
2024,2,5,1,1,2,0.000194817
2024,2,5,1,1,3,2.40E-06
2024,2,5,1,1,1,0.009502914
2024,2,5,2,16,2,6.86E-05
2024,2,5,2,16,1,0.002167928
2024,2,5,2,1,2,0.000262822
2024,2,5,2,1,3,2.17E-06
2024,2,5,2,1,1,0.025019596
2024,2,5,4,1,2,2.46E-06
2024,2,5,4,1,1,0.001218297
2024,2,5,5,15,2,1.73E-06
2024,2,5,5,15,1,0.002324452
2024,2,5,5,15,4,0.000490693
2024,2,5,5,5,1,2.05E-05
2024,2,5,5,5,4,1.14E-05
2024,2,5,5,6,1,0.000164224
2024,2,5,5,6,4,3.49E-05
2024,2,5,5,1,2,1.14E-06
2024,2,5,5,1,1,0.00310768
2024,2,6,2,1,1,0.000842022
2024,2,6,4,1,1,0.001603786
2024,2,6,5,16,1,0.000108847
2024,2,6,5,1,1,0.004586474
2024,2,6,6,1,3,1.19E-06
2024,2,6,6,1,1,0.000849525
2024,2,6,7,1,2,0.000352749
2024,2,6,7,1,3,0.00011813
2024,2,6,7,1,1,0.001457683
2024,2,6,8,2,3,1.03E-06
2024,2,6,8,2,1,0.000217566
2024,2,6,8,2,4,4.85E-05
2024,2,6,8,1,2,0.000213838
2024,2,6,8,1,3,0.000600632
2024,2,6,8,1,1,0.006383212
2024,2,6,9,16,1,2.05E-06
2024,2,6,9,1,2,2.37E-05
2024,2,6,9,1,3,1.97E-05
2024,2,6,9,1,1,0.003850599
2024,2,6,11,16,1,0.001818573
2024,2,6,11,2,1,0.00039583
2024,2,6,11,2,4,0.000204367
2024,2,6,11,1,2,0.001077225
2024,2,6,11,1,3,2.33E-05
2024,2,6,11,1,1,0.019795684
2024,2,7,6,1,2,2.01E-05
2024,2,7,6,1,3,4.69E-05
2024,2,7,6,1,1,0.015912681
2024,2,7,7,16,3,1.19E-05
2024,2,7,7,16,1,0.000609519
2024,2,7,7,1,2,0.000754986
2024,2,7,7,1,3,0.000488826
2024,2,7,7,1,1,0.025149973
2024,2,7,8,1,2,0.001673535
2024,2,7,8,1,3,0.000481196
2024,2,7,8,1,1,0.043570075
2024,2,7,9,16,2,0.000357838
2024,2,7,9,16,3,4.16E-05
2024,2,7,9,16,1,0.056165582
2024,2,7,9,6,3,1.23E-06
2024,2,7,9,6,1,4.91E-06
2024,2,7,9,6,4,4.91E-06
2024,2,7,9,1,2,0.005706677
2024,2,7,9,1,3,0.000179783
2024,2,7,9,1,1,0.269473603
2024,2,7,10,1,2,0.000281258
2024,2,7,10,1,3,2.33E-06
2024,2,7,10,1,1,0.015612201
2024,2,7,11,15,1,0.000283207
2024,2,7,11,15,4,2.86E-05
2024,2,7,11,16,1,0.002886526
2024,2,7,11,6,2,2.73E-06
2024,2,7,11,6,3,0.000159627
2024,2,7,11,6,1,0.006278364
2024,2,7,11,6,4,0.000330013
2024,2,7,11,1,2,3.70E-05
2024,2,7,11,1,3,1.52E-05
2024,2,7,11,1,1,0.021372473
2024,2,7,1,7,1,0.0000343
2024,2,7,1,7,4,1.07E-06
2024,2,7,1,15,2,0.001197851
2024,2,7,1,15,3,2.11E-06
2024,2,7,1,15,1,0.00135123
2024,2,7,1,15,4,0.000110062
2024,2,7,1,16,3,2.68E-05
2024,2,7,1,16,1,0.00181238
2024,2,7,1,6,3,3.49E-05
2024,2,7,1,6,1,0.000422943
2024,2,7,1,6,4,0.000250714
2024,2,7,1,1,2,0.001501598
2024,2,7,1,1,3,5.97E-05
2024,2,7,1,1,1,0.059764666
2024,2,7,2,16,1,8.38E-05
2024,2,7,2,1,2,0.000202628
2024,2,7,2,1,3,3.34E-05
2024,2,7,2,1,1,0.035308707
2024,2,7,3,7,1,0.000315485
2024,2,7,3,7,4,6.68E-06
2024,2,7,3,1,2,1.13E-05
2024,2,7,3,1,1,0.001383709
