YEAR,ICD_19,ICL_19,IGP_19,ILDV_19,IOWN_19,SALES_19 (millions)
2020,9,1,8,1,3,0.000270141
2020,9,1,8,1,1,0.006647462
2020,9,1,9,1,2,0.000738609
2020,9,1,9,1,3,0.000177664
2020,9,1,9,1,1,0.0464542
2020,9,1,11,2,1,0.000460947
2020,9,1,11,2,4,4.16E-05
2020,9,1,11,1,3,1.00E-06
2020,9,1,11,1,1,0.00081647
2020,9,2,1,1,2,0.004764106
2020,9,2,1,1,3,2.09E-06
2020,9,2,1,1,1,0.008608538
2020,9,2,3,4,1,0.000115033
2020,9,2,3,4,4,1.16E-05
2020,9,2,3,1,2,3.01E-05
2020,9,2,3,1,1,0.008612258
2020,9,2,4,7,1,0.000329754
2020,9,2,4,7,4,0.000115082
2020,9,2,4,14,3,2.03E-06
2020,9,2,4,14,1,0.000231874
2020,9,2,4,14,4,8.10E-06
2020,9,2,4,6,1,0.000689257
2020,9,2,4,6,4,3.37E-05
2020,9,2,4,1,2,0.000712278
2020,9,2,4,1,3,1.05E-06
2020,9,2,4,1,1,0.012968496
2020,9,2,5,16,1,1.45E-06
2020,9,2,5,5,1,3.85E-05
2020,9,2,5,5,4,8.31E-06
2020,9,2,5,6,1,3.03E-05
2020,9,2,5,6,4,5.06E-06
2020,9,2,5,1,2,1.04E-06
2020,9,2,5,1,1,0.003248132
2020,9,2,6,2,1,0.000751154
2020,9,2,6,2,4,8.03E-05
2020,9,2,6,1,2,0.001270434
2020,9,2,6,1,3,0.000108842
2020,9,2,6,1,1,0.02964696
2020,9,2,7,3,2,0.000112794
2020,9,2,7,3,3,0.000868791
2020,9,2,7,3,1,0.004571295
2020,9,2,7,2,3,2.02E-06
2020,9,2,7,2,1,1.21E-05
2020,9,2,7,2,4,1.79E-05
2020,9,2,7,1,2,0.000209437
2020,9,2,7,1,3,0.000635011
2020,9,2,7,1,1,0.019593198
2020,9,2,8,3,2,1.67E-05
2020,9,2,8,3,3,2.71E-06
2020,9,2,8,3,1,0.000222242
2020,9,2,8,2,2,1.01E-06
2020,9,2,8,2,3,2.00E-06
2020,9,2,8,2,1,0.004467919
2020,9,2,8,2,4,0.000451356
2020,9,2,8,1,2,0.001252762
2020,9,2,8,1,3,0.000384966
2020,9,2,8,1,1,0.03560413
2020,9,2,9,1,2,0.00010173
2020,9,2,9,1,3,4.60E-05
2020,9,2,9,1,1,0.020535536
2020,9,2,11,3,1,3.16E-06
2020,9,2,11,2,3,2.02E-06
2020,9,2,11,2,1,0.003869755
2020,9,2,11,2,4,0.000473649
2020,9,2,11,1,2,0.000176907
2020,9,2,11,1,3,0.000203906
2020,9,2,11,1,1,0.018597349
2020,9,3,7,3,2,5.10E-07
2020,9,3,7,3,3,1.89E-05
2020,9,3,7,3,1,0.000101279
2020,9,3,7,1,2,3.17E-05
2020,9,3,7,1,3,0.000448608
2020,9,3,7,1,1,0.002013589
2020,9,3,9,1,2,1.53E-05
2020,9,3,9,1,3,1.64E-05
2020,9,3,9,1,1,0.001491421
2020,9,3,1,1,2,0.001756655
2020,9,3,1,1,3,1.27E-05
2020,9,3,1,1,1,0.016735306
2020,9,3,2,16,2,1.08E-05
2020,9,3,2,16,3,4.63E-05
2020,9,3,2,16,1,0.013245167
2020,9,3,2,1,2,0.003176093
2020,9,3,2,1,3,1.42E-05
2020,9,3,2,1,1,0.092451922
2020,9,3,3,1,2,5.68E-05
2020,9,3,3,1,1,0.01761541
2020,9,3,4,5,2,4.11E-06
2020,9,3,4,5,1,0.001259987
2020,9,3,4,5,4,0.000102919
2020,9,3,4,1,2,0.000188028
2020,9,3,4,1,1,0.025631357
2020,9,3,5,1,1,0.002062855
2020,9,4,1,4,3,1.22E-05
2020,9,4,1,4,1,0.002176012
2020,9,4,1,4,4,8.17E-05
2020,9,4,1,7,2,1.02E-06
2020,9,4,1,7,3,1.33E-05
2020,9,4,1,7,1,0.026298598
2020,9,4,1,7,4,0.000627168
2020,9,4,1,16,2,2.25E-05
2020,9,4,1,16,3,0.000379369
2020,9,4,1,16,1,0.004996765
2020,9,4,1,5,2,2.06E-06
2020,9,4,1,5,3,0.0001386
2020,9,4,1,5,1,0.003086881
2020,9,4,1,5,4,0.000441925
2020,9,4,1,1,2,0.011236791
2020,9,4,1,1,3,0.000660167
2020,9,4,1,1,1,0.090041309
2020,9,4,2,16,2,0.000148569
2020,9,4,2,16,3,0.000193669
2020,9,4,2,16,1,0.029492607
2020,9,4,2,5,2,2.07E-06
2020,9,4,2,5,3,7.23E-05
2020,9,4,2,5,1,0.009878328
2020,9,4,2,5,4,0.000447465
2020,9,4,2,6,3,0.000250925
2020,9,4,2,6,1,0.00221972
2020,9,4,2,6,4,9.75E-05
2020,9,4,2,1,2,0.003751695
2020,9,4,2,1,3,3.87E-05
2020,9,4,2,1,1,0.122336771
2020,9,4,3,5,1,2.46E-05
2020,9,4,3,1,2,0.000235015
2020,9,4,3,1,1,0.00806543
2020,9,4,4,15,2,1.03E-06
2020,9,4,4,15,3,1.03E-06
2020,9,4,4,15,1,0.021285474
2020,9,4,4,15,4,0.000751848
2020,9,4,4,14,1,0.000264375
2020,9,4,4,14,4,0.000005625
2020,9,4,4,16,2,1.03E-06
2020,9,4,4,16,1,0.001865938
2020,9,4,4,5,1,4.61E-05
2020,9,4,4,5,4,5.36E-06
2020,9,4,4,1,2,3.99E-05
2020,9,4,4,1,3,1.03E-06
2020,9,4,4,1,1,0.014234859
2020,9,4,5,16,1,0.00001214
2020,9,4,5,1,2,1.02E-06
2020,9,4,5,1,3,1.02E-06
2020,9,4,5,1,1,0.003595737
2020,9,4,6,5,2,3.10E-06
2020,9,4,6,5,3,6.31E-05
2020,9,4,6,5,1,0.00253282
2020,9,4,6,5,4,0.000197618
2020,9,4,6,1,2,0.002200494
2020,9,4,6,1,3,9.48E-05
2020,9,4,6,1,1,0.004733976
2020,9,4,7,3,2,2.11E-05
2020,9,4,7,3,3,0.000165833
2020,9,4,7,3,1,0.000160079
2020,9,4,9,1,2,0.000585155
2020,9,4,9,1,3,7.12E-05
2020,9,4,9,1,1,0.02122346
2020,9,4,10,1,2,0.000159638
2020,9,4,10,1,3,1.97E-05
2020,9,4,10,1,1,0.002377494
2020,9,5,6,2,2,2.04E-06
2020,9,5,6,2,1,0.000734665
2020,9,5,6,2,4,1.94E-05
2020,9,5,6,1,2,0.004573567
2020,9,5,6,1,3,8.19E-06
2020,9,5,6,1,1,0.018680457
2020,9,5,9,1,2,0.000813496
2020,9,5,9,1,3,1.44E-05
2020,9,5,9,1,1,0.017951594
2020,9,5,11,2,1,0.000372952
2020,9,5,11,2,4,3.17E-05
2020,9,5,1,3,2,0.000412997
2020,9,5,1,3,3,2.20E-05
2020,9,5,1,3,1,0.000465361
2020,9,5,1,16,2,0.000900711
2020,9,5,1,16,3,2.26E-05
2020,9,5,1,16,1,0.004518288
2020,9,5,1,1,2,0.005301871
2020,9,5,1,1,3,0.000569011
2020,9,5,1,1,1,0.023148414
2020,9,5,2,16,1,0.005982423
2020,9,5,2,1,2,0.000598494
2020,9,5,2,1,3,1.34E-05
2020,9,5,2,1,1,0.054140263
2020,9,5,3,1,2,0.000273164
2020,9,5,3,1,1,0.003752687
2020,9,5,4,1,2,1.05E-06
2020,9,5,4,1,1,0.003344798
2020,9,5,5,7,1,0.001522571
2020,9,5,5,7,4,0.000166305
2020,9,5,5,15,1,0.004746239
2020,9,5,5,15,4,0.000291093
2020,9,5,5,5,1,0.000291042
2020,9,5,5,5,4,5.21E-05
2020,9,5,5,1,2,2.58E-05
2020,9,5,5,1,1,0.006051595
2020,9,6,1,1,1,0.000774875
2020,9,6,2,1,2,8.15E-06
2020,9,6,2,1,1,0.001939423
2020,9,6,3,1,1,0.000177287
2020,9,6,4,1,2,5.11E-06
2020,9,6,4,1,1,0.005035026
2020,9,6,5,16,1,2.35E-05
2020,9,6,5,1,1,0.003268244
2020,9,6,7,1,2,0.000308887
2020,9,6,7,1,3,0.000177692
2020,9,6,7,1,1,0.003483133
2020,9,6,8,3,2,0.001078827
2020,9,6,8,3,3,0.000299786
2020,9,6,8,3,1,0.003001162
2020,9,6,8,1,2,0.001234316
2020,9,6,8,1,3,0.000430212
2020,9,6,8,1,1,0.004347615
2020,9,6,9,1,2,0.000363625
2020,9,6,9,1,1,0.003579931
2020,9,6,11,1,2,0.00072734
2020,9,6,11,1,3,2.03E-06
2020,9,6,11,1,1,0.00992427
2020,9,7,6,1,2,0.00161686
2020,9,7,6,1,3,2.98E-05
2020,9,7,6,1,1,0.007532415
2020,9,7,7,16,2,4.04E-06
2020,9,7,7,16,3,0.000176593
2020,9,7,7,16,1,0.002187737
2020,9,7,7,1,2,0.001817912
2020,9,7,7,1,3,0.000209504
2020,9,7,7,1,1,0.006402833
2020,9,7,8,1,2,0.001475614
2020,9,7,8,1,3,5.80E-05
2020,9,7,8,1,1,0.009474588
2020,9,7,9,16,2,7.18E-06
2020,9,7,9,16,3,0.000142004
2020,9,7,9,16,1,0.038986602
2020,9,7,9,5,3,1.01E-06
2020,9,7,9,5,1,0.001845575
2020,9,7,9,5,4,5.33E-05
2020,9,7,9,1,2,0.005638632
2020,9,7,9,1,3,5.97E-05
2020,9,7,9,1,1,0.122884876
2020,9,7,10,1,2,6.54E-05
2020,9,7,10,1,1,0.008673869
2020,9,7,11,1,1,0.002901642
2020,9,7,1,15,2,6.12E-06
2020,9,7,1,15,3,0.000404683
2020,9,7,1,15,1,0.00863239
2020,9,7,1,15,4,0.000598505
2020,9,7,1,16,2,0.000136911
2020,9,7,1,16,3,8.80E-05
2020,9,7,1,16,1,0.006202368
2020,9,7,1,5,2,4.08E-05
2020,9,7,1,5,3,9.18E-06
2020,9,7,1,5,1,0.001283975
2020,9,7,1,5,4,4.08E-05
2020,9,7,1,6,3,0.000039375
2020,9,7,1,6,1,4.92E-06
2020,9,7,1,1,2,0.006383428
2020,9,7,1,1,3,0.000191868
2020,9,7,1,1,1,0.091761393
2020,9,7,2,1,2,0.000749226
2020,9,7,2,1,3,1.25E-05
2020,9,7,2,1,1,0.087633844
2020,9,7,3,1,2,7.33E-06
2020,9,7,3,1,1,0.002681796
2020,9,7,4,7,2,3.25E-05
2020,9,7,4,7,3,1.22E-05
2020,9,7,4,7,1,0.00264864
2020,9,7,4,7,4,6.61E-05
2020,9,7,4,15,2,4.08E-06
2020,9,7,4,15,3,4.09E-06
2020,9,7,4,15,1,0.005917099
2020,9,7,4,15,4,0.00019601
2020,9,7,4,5,3,7.53E-05
2020,9,7,4,5,1,0.000254046
2020,9,7,4,5,4,6.18E-05
2020,9,7,4,1,2,2.03E-06
2020,9,7,4,1,1,0.004727564
2020,9,8,6,1,2,0.000697199
2020,9,8,6,1,3,0.000113076
2020,9,8,6,1,1,0.016976162
2020,9,8,7,3,3,0.000138225
2020,9,8,7,3,1,4.88E-06
2020,9,8,7,1,2,0.000861043
2020,9,8,7,1,3,0.00034887
2020,9,8,7,1,1,0.015165384
2020,9,8,8,1,2,0.001311317
2020,9,8,8,1,3,0.000132748
2020,9,8,8,1,1,0.023067863
2020,9,8,9,16,2,1.01E-05
2020,9,8,9,16,3,1.01E-05
2020,9,8,9,16,1,0.007897276
2020,9,8,9,1,2,0.003591705
2020,9,8,9,1,3,5.68E-05
2020,9,8,9,1,1,0.095329822
2020,9,8,10,1,2,0.000316848
2020,9,8,10,1,1,0.035916382
2020,9,8,11,7,1,0.000921507
2020,9,8,11,7,4,5.89E-05
2020,9,8,11,15,2,2.88E-07
2020,9,8,11,15,1,0.002046312
2020,9,8,11,15,4,0.000166942
2020,9,8,11,16,2,2.49E-06
2020,9,8,11,16,3,0.000108608
2020,9,8,11,16,1,0.004731952
2020,9,8,11,5,1,0.005642628
2020,9,8,11,5,4,0.000429092
2020,9,8,11,2,1,0.000387389
2020,9,8,11,2,4,4.62E-05
2020,9,8,11,1,2,0.001555991
2020,9,8,11,1,3,0.000541413
2020,9,8,11,1,1,0.102454045
2020,9,8,1,1,2,0.001582252
2020,9,8,1,1,3,1.62E-05
2020,9,8,1,1,1,0.022559084
2020,9,8,2,1,2,3.16E-06
2020,9,8,2,1,1,0.005416791
2020,9,8,3,1,2,0.000210124
2020,9,8,3,1,1,0.01630143
2020,9,8,4,15,1,0.017852197
2020,9,8,4,15,4,0.000499077
2020,9,8,4,14,1,0.000219919
2020,9,8,4,14,4,2.58E-05
2020,9,8,4,16,2,5.78E-07
2020,9,8,4,16,1,0.000808747
2020,9,8,4,5,1,4.53E-05
2020,9,8,4,5,4,2.02E-06
2020,9,8,4,1,2,1.67E-05
2020,9,8,4,1,1,0.011277119
2020,9,8,5,15,2,7.24E-07
2020,9,8,5,15,1,0.005366788
2020,9,8,5,15,4,0.000445865
2020,9,8,5,1,3,1.02E-06
2020,9,8,5,1,1,0.00029945
2020,1,1,2,1,4,3.92E-06
2020,1,1,3,1,4,2.16E-06
2020,1,1,5,1,4,4.37E-05
2020,1,1,8,1,4,0.000441003
2020,1,1,9,1,4,0.000717028
2020,1,1,11,1,4,2.30E-05
2020,1,2,1,1,4,4.18E-05
2020,1,2,3,1,4,4.92E-05
2020,1,2,4,1,4,0.000108554
2020,1,2,5,1,4,5.60E-05
2020,1,2,6,1,4,0.001086286
2020,1,2,7,3,4,0.001194459
2020,1,2,7,1,4,0.001200155
2020,1,2,8,3,4,1.62E-05
2020,1,2,8,1,4,0.002468213
2020,1,2,9,1,4,0.000574609
2020,1,2,11,3,4,5.30E-07
2020,1,2,11,1,4,0.001175998
2020,1,3,7,3,4,7.67E-05
2020,1,3,7,1,4,0.001410391
2020,1,3,9,1,4,0.000577235
2020,1,3,1,1,4,0.00022483
2020,1,3,2,16,4,6.26E-05
2020,1,3,2,1,4,0.000525711
2020,1,3,3,1,4,8.61E-05
2020,1,3,4,1,4,0.000253899
2020,1,3,5,1,4,3.12E-05
2020,1,4,1,16,4,7.71E-05
2020,1,4,1,1,4,0.001511619
2020,1,4,2,16,4,0.000185709
2020,1,4,2,1,4,0.000553358
2020,1,4,3,1,4,5.86E-05
2020,1,4,4,16,4,2.05E-05
2020,1,4,4,1,4,0.000302286
2020,1,4,5,16,4,0.000002204
2020,1,4,5,1,4,0.00013472
2020,1,4,6,1,4,0.000720888
2020,1,4,7,3,4,0.000441793
2020,1,4,9,1,4,0.000880157
2020,1,4,10,1,4,0.000438863
2020,1,5,6,1,4,0.000250274
2020,1,5,9,1,4,0.000133919
2020,1,5,1,3,4,2.25E-05
2020,1,5,1,16,4,2.70E-05
2020,1,5,1,1,4,0.000210854
2020,1,5,2,16,4,1.26E-05
2020,1,5,2,1,4,0.000303309
2020,1,5,3,1,4,2.74E-05
2020,1,5,4,1,4,3.12E-05
2020,1,5,5,1,4,0.000217078
2020,1,6,1,1,4,9.91E-07
2020,1,6,2,1,4,9.68E-07
2020,1,6,4,1,4,4.75E-05
2020,1,6,5,1,4,7.04E-05
2020,1,6,7,1,4,0.000146589
2020,1,6,8,3,4,0.00022449
2020,1,6,8,1,4,0.000256611
2020,1,6,9,1,4,7.96E-05
2020,1,6,11,1,4,0.000663351
2020,1,7,6,1,4,0.000470501
2020,1,7,7,16,4,8.05E-05
2020,1,7,7,1,4,0.000768186
2020,1,7,8,1,4,0.001599671
2020,1,7,9,16,4,0.000345443
2020,1,7,9,1,4,0.002281645
2020,1,7,10,1,4,0.000104254
2020,1,7,11,1,4,7.75E-05
2020,1,7,1,16,4,2.86E-05
2020,1,7,1,1,4,0.000999937
2020,1,7,2,1,4,0.000213366
2020,1,7,3,1,4,2.92E-06
2020,1,7,4,1,4,1.26E-05
2020,1,8,6,1,4,0.000710586
2020,1,8,7,3,4,3.88E-05
2020,1,8,7,1,4,0.000796234
2020,1,8,8,1,4,0.00060109
2020,1,8,9,16,4,0.000118941
2020,1,8,9,1,4,0.001234431
2020,1,8,10,1,4,0.000797336
2020,1,8,11,16,4,4.39E-05
2020,1,8,11,1,4,0.003596883
2020,1,8,1,1,4,0.00032068
2020,1,8,2,1,4,9.88E-07
2020,1,8,3,1,4,9.72E-06
2020,1,8,4,16,4,4.76E-06
2020,1,8,4,1,4,4.88E-05
2020,1,8,5,1,4,9.68E-06
2020,2,1,2,1,4,1.08E-05
2020,2,1,3,1,4,8.63E-06
2020,2,1,5,1,4,0.000142888
2020,2,1,8,1,4,0.000944659
2020,2,1,9,1,4,0.00089967
2020,2,1,11,1,4,4.59E-05
2020,2,2,1,1,4,0.00017416
2020,2,2,3,1,4,0.00012628
2020,2,2,4,1,4,0.000377209
2020,2,2,5,1,4,0.000294725
2020,2,2,6,1,4,0.002963496
2020,2,2,7,3,4,0.002528248
2020,2,2,7,1,4,0.002503131
2020,2,2,8,3,4,2.28E-05
2020,2,2,8,1,4,0.003473392
2020,2,2,9,1,4,0.001002984
2020,2,2,11,3,4,5.50E-07
2020,2,2,11,1,4,0.002329977
2020,2,3,7,3,4,0.000207511
2020,2,3,7,1,4,0.00309742
2020,2,3,9,1,4,0.000796857
2020,2,3,1,1,4,0.000599613
2020,2,3,2,16,4,0.00011265
2020,2,3,2,1,4,0.001489618
2020,2,3,3,1,4,0.000347606
2020,2,3,4,1,4,0.00114277
2020,2,3,5,1,4,0.000131236
2020,2,4,1,16,4,0.001173284
2020,2,4,1,1,4,0.005779556
2020,2,4,2,16,4,0.000402302
2020,2,4,2,1,4,0.002302401
2020,2,4,3,1,4,0.00029423
2020,2,4,4,16,4,2.83E-05
2020,2,4,4,1,4,0.001072494
2020,2,4,5,16,4,0.000002204
2020,2,4,5,1,4,0.000393881
2020,2,4,6,1,4,0.002099671
2020,2,4,7,3,4,0.000607629
2020,2,4,9,1,4,0.002627045
2020,2,4,10,1,4,0.00311401
2020,2,5,6,1,4,0.000568921
2020,2,5,9,1,4,0.000215505
2020,2,5,1,3,4,7.70E-05
2020,2,5,1,16,4,6.95E-05
2020,2,5,1,1,4,0.000571282
2020,2,5,2,16,4,4.07E-05
2020,2,5,2,1,4,0.001163939
2020,2,5,3,1,4,0.000146883
2020,2,5,4,1,4,0.000150582
2020,2,5,5,1,4,0.000856137
2020,2,6,1,1,4,5.94E-06
2020,2,6,2,1,4,1.55E-05
2020,2,6,3,1,4,1.94E-06
2020,2,6,4,1,4,0.000188041
2020,2,6,5,16,4,2.03E-06
2020,2,6,5,1,4,0.000188239
2020,2,6,7,1,4,0.000491233
2020,2,6,8,3,4,0.000556973
2020,2,6,8,1,4,0.000633367
2020,2,6,9,1,4,0.000246828
2020,2,6,11,1,4,0.001666065
2020,2,7,6,1,4,0.001640819
2020,2,7,7,16,4,0.000370038
2020,2,7,7,1,4,0.002389598
2020,2,7,8,1,4,0.003885082
2020,2,7,9,16,4,0.000790681
2020,2,7,9,1,4,0.006058725
2020,2,7,10,1,4,0.00036944
2020,2,7,11,1,4,0.000368895
2020,2,7,1,16,4,0.000117127
2020,2,7,1,1,4,0.003942338
2020,2,7,2,1,4,0.000712508
2020,2,7,3,1,4,2.83E-05
2020,2,7,4,1,4,3.39E-05
2020,2,8,6,1,4,0.002156638
2020,2,8,7,3,4,9.80E-05
2020,2,8,7,1,4,0.003122457
2020,2,8,8,1,4,0.00192332
2020,2,8,9,16,4,0.000113184
2020,2,8,9,1,4,0.003783122
2020,2,8,10,1,4,0.001926701
2020,2,8,11,16,4,0.000104809
2020,2,8,11,1,4,0.009942685
2020,2,8,1,1,4,0.001262867
2020,2,8,2,1,4,4.92E-06
2020,2,8,3,1,4,6.35E-05
2020,2,8,4,16,4,9.70E-06
2020,2,8,4,1,4,0.00016084
2020,2,8,5,1,4,2.44E-05
2020,3,1,2,1,4,6.84E-06
2020,3,1,3,1,4,4.53E-06
2020,3,1,5,1,4,0.000147079
2020,3,1,8,1,4,0.004621513
2020,3,1,9,1,4,0.001481384
2020,3,1,11,1,4,6.21E-05
2020,3,2,1,1,4,0.000522284
2020,3,2,3,1,4,0.000277005
2020,3,2,4,1,4,0.000677644
2020,3,2,5,1,4,0.000257651
2020,3,2,6,1,4,0.005460522
2020,3,2,7,3,4,0.00531506
2020,3,2,7,1,4,0.007270616
2020,3,2,8,3,4,6.48E-05
2020,3,2,8,1,4,0.008987932
2020,3,2,9,1,4,0.001335943
2020,3,2,11,3,4,1.23E-06
2020,3,2,11,1,4,0.004473839
2020,3,3,7,3,4,0.000212222
2020,3,3,7,1,4,0.004719214
2020,3,3,9,1,4,0.00152083
2020,3,3,1,1,4,0.001142822
2020,3,3,2,16,4,0.000257096
2020,3,3,2,1,4,0.001696471
2020,3,3,3,1,4,0.000591419
2020,3,3,4,1,4,0.0007545
2020,3,3,5,1,4,0.000101375
2020,3,4,1,16,4,0.001217243
2020,3,4,1,1,4,0.010430119
2020,3,4,2,16,4,0.000964167
2020,3,4,2,1,4,0.002273772
2020,3,4,3,1,4,0.000443845
2020,3,4,4,16,4,0.000111141
2020,3,4,4,1,4,0.001078241
2020,3,4,5,1,4,0.000303434
2020,3,4,6,1,4,0.005278216
2020,3,4,7,3,4,0.000517568
2020,3,4,9,1,4,0.002190882
2020,3,4,10,1,4,0.001694375
2020,3,5,6,1,4,0.001075376
2020,3,5,9,1,4,0.00036017
2020,3,5,1,3,4,0.000135597
2020,3,5,1,16,4,0.000152051
2020,3,5,1,1,4,0.001018387
2020,3,5,2,16,4,0.000102681
2020,3,5,2,1,4,0.001563024
2020,3,5,3,1,4,0.00020495
2020,3,5,4,1,4,0.000372922
2020,3,5,5,1,4,0.000633033
2020,3,6,1,1,4,2.68E-05
2020,3,6,2,1,4,1.16E-05
2020,3,6,3,1,4,5.81E-06
2020,3,6,4,1,4,0.000315522
2020,3,6,5,16,4,2.03E-06
2020,3,6,5,1,4,0.000277583
2020,3,6,7,1,4,0.001021701
2020,3,6,8,3,4,0.000922907
2020,3,6,8,1,4,0.001070618
2020,3,6,9,1,4,0.000317907
2020,3,6,11,1,4,0.002802201
2020,3,7,6,1,4,0.00192511
2020,3,7,7,16,4,0.000952897
2020,3,7,7,1,4,0.003665785
2020,3,7,8,1,4,0.007535196
2020,3,7,9,16,4,0.002028249
2020,3,7,9,1,4,0.007476275
2020,3,7,10,1,4,0.000378817
2020,3,7,11,1,4,0.000447748
2020,3,7,1,16,4,0.000708381
2020,3,7,1,1,4,0.010075663
2020,3,7,2,1,4,0.000854974
2020,3,7,3,1,4,2.43E-05
2020,3,7,4,1,4,7.99E-05
2020,3,8,6,1,4,0.002955992
2020,3,8,7,3,4,0.000109851
2020,3,8,7,1,4,0.00682952
2020,3,8,8,1,4,0.004504878
2020,3,8,9,16,4,0.00029837
2020,3,8,9,1,4,0.004963955
2020,3,8,10,1,4,0.001921358
2020,3,8,11,16,4,0.00017201
2020,3,8,11,1,4,0.011377878
2020,3,8,1,1,4,0.002737335
2020,3,8,2,1,4,2.86E-05
2020,3,8,3,1,4,9.34E-05
2020,3,8,4,16,4,1.88E-05
2020,3,8,4,1,4,0.000213038
2020,3,8,5,1,4,2.43E-05
2020,4,1,2,1,4,4.91E-06
2020,4,1,3,1,4,2.76E-06
2020,4,1,5,1,4,3.01E-05
2020,4,1,8,1,4,0.001026339
2020,4,1,9,1,4,0.000615425
2020,4,1,11,1,4,6.69E-05
2020,4,2,1,1,4,0.000132313
2020,4,2,3,1,4,4.25E-05
2020,4,2,4,1,4,0.00010257
2020,4,2,5,1,4,7.86E-05
2020,4,2,6,1,4,0.004350941
2020,4,2,7,3,4,0.003516939
2020,4,2,7,1,4,0.00256172
2020,4,2,8,3,4,5.95E-05
2020,4,2,8,1,4,0.007274116
2020,4,2,9,1,4,0.000742519
2020,4,2,11,3,4,9.28E-07
2020,4,2,11,1,4,0.003979462
2020,4,3,7,3,4,8.13E-05
2020,4,3,7,1,4,0.001170672
2020,4,3,9,1,4,0.000795885
2020,4,3,1,1,4,0.000485215
2020,4,3,2,16,4,5.29E-05
2020,4,3,2,1,4,0.000500871
2020,4,3,3,1,4,0.000165355
2020,4,3,4,1,4,0.00019392
2020,4,3,5,1,4,2.82E-05
2020,4,4,1,16,4,0.000238084
2020,4,4,1,1,4,0.004252944
2020,4,4,2,16,4,0.000345745
2020,4,4,2,1,4,0.000722436
2020,4,4,3,1,4,7.37E-05
2020,4,4,4,16,4,4.00E-05
2020,4,4,4,1,4,0.000201372
2020,4,4,5,1,4,8.86E-05
2020,4,4,6,1,4,0.002410913
2020,4,4,7,3,4,0.000521884
2020,4,4,9,1,4,0.000864421
2020,4,4,10,1,4,0.000361364
2020,4,5,6,1,4,0.000457942
2020,4,5,9,1,4,0.000204937
2020,4,5,1,3,4,7.86E-05
2020,4,5,1,16,4,4.35E-05
2020,4,5,1,1,4,0.000429632
2020,4,5,2,16,4,2.62E-05
2020,4,5,2,1,4,0.000352684
2020,4,5,3,1,4,4.39E-05
2020,4,5,4,1,4,4.20E-05
2020,4,5,5,1,4,0.000110315
2020,4,6,1,1,4,1.98E-06
2020,4,6,2,1,4,4.84E-06
2020,4,6,3,1,4,2.90E-06
2020,4,6,4,1,4,0.000104187
2020,4,6,5,1,4,4.94E-05
2020,4,6,7,1,4,0.00054139
2020,4,6,8,3,4,0.000532752
2020,4,6,8,1,4,0.000624251
2020,4,6,9,1,4,0.000202287
2020,4,6,11,1,4,0.001519907
2020,4,7,6,1,4,0.000753984
2020,4,7,7,16,4,0.000202275
2020,4,7,7,1,4,0.001648676
2020,4,7,8,1,4,0.003103458
2020,4,7,9,16,4,0.000517385
2020,4,7,9,1,4,0.003037468
2020,4,7,10,1,4,0.000127502
2020,4,7,11,1,4,0.000119424
2020,4,7,1,16,4,9.54E-05
2020,4,7,1,1,4,0.003855335
2020,4,7,2,1,4,0.000357217
2020,4,7,3,1,4,1.16E-05
2020,4,7,4,1,4,1.56E-05
2020,4,8,6,1,4,0.001274094
2020,4,8,7,3,4,5.02E-05
2020,4,8,7,1,4,0.001941348
2020,4,8,8,1,4,0.002108992
2020,4,8,9,16,4,0.000123778
2020,4,8,9,1,4,0.001928639
2020,4,8,10,1,4,0.000551126
2020,4,8,11,16,4,5.25E-05
2020,4,8,11,1,4,0.00411379
2020,4,8,1,1,4,0.000860892
2020,4,8,2,1,4,5.90E-06
2020,4,8,3,1,4,2.06E-05
2020,4,8,4,16,4,6.59E-06
2020,4,8,4,1,4,7.10E-05
2020,4,8,5,1,4,5.83E-06
2020,5,1,2,1,4,8.81E-06
2020,5,1,3,1,4,5.46E-06
2020,5,1,5,1,4,0.000264798
2020,5,1,8,1,4,0.003265458
2020,5,1,9,1,4,0.00323313
2020,5,1,11,1,4,3.63E-05
2020,5,2,1,1,4,0.000524278
2020,5,2,3,1,4,0.000305572
2020,5,2,4,1,4,0.000521217
2020,5,2,5,1,4,0.000463638
2020,5,2,6,1,4,0.006659923
2020,5,2,7,3,4,0.009723764
2020,5,2,7,1,4,0.005837972
2020,5,2,8,3,4,7.30E-05
2020,5,2,8,1,4,0.010647069
2020,5,2,9,1,4,0.002919656
2020,5,2,11,3,4,1.07E-06
2020,5,2,11,1,4,0.005382383
2020,5,3,7,3,4,0.000346907
2020,5,3,7,1,4,0.006053561
2020,5,3,9,1,4,0.003793815
2020,5,3,1,1,4,0.00263596
2020,5,3,2,16,4,0.000229011
2020,5,3,2,1,4,0.00377116
2020,5,3,3,1,4,0.000511836
2020,5,3,4,1,4,0.000983207
2020,5,3,5,1,4,0.000214471
2020,5,4,1,16,4,0.000871343
2020,5,4,1,1,4,0.011501437
2020,5,4,2,16,4,0.000815357
2020,5,4,2,1,4,0.003283145
2020,5,4,3,1,4,0.000219871
2020,5,4,4,16,4,8.19E-05
2020,5,4,4,1,4,0.000830114
2020,5,4,5,1,4,0.000413887
2020,5,4,6,1,4,0.003328151
2020,5,4,7,3,4,0.000209845
2020,5,4,9,1,4,0.00206073
2020,5,4,10,1,4,0.002144524
2020,5,5,6,1,4,0.000953843
