class,ifuel,iage,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.95450851,31.95450851,31.95450851,31.95450851
1,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.95450851,31.95450851,31.95450851
1,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.95450851,31.95450851
1,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.95450851
1,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093,8.392051991,8.429981804,8.592560024,8.65299637,8.137942077,8.32402383,8.521131865,8.793423607,8.539479002,8.668472238,8.905007917,9.114928425,9.332805254,9.068798057,9.074663994,9.09950478,9.272922983,9.403048453,9.217173093,9.217173093,9.217173093
2,1,2,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093,8.392051991,8.429981804,8.592560024,8.65299637,8.137942077,8.32402383,8.521131865,8.793423607,8.539479002,8.668472238,8.905007917,9.114928425,9.332805254,9.068798057,9.074663994,9.09950478,9.272922983,9.403048453,9.217173093,9.217173093
2,1,3,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093,8.392051991,8.429981804,8.592560024,8.65299637,8.137942077,8.32402383,8.521131865,8.793423607,8.539479002,8.668472238,8.905007917,9.114928425,9.332805254,9.068798057,9.074663994,9.09950478,9.272922983,9.403048453,9.217173093
2,1,4,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093,8.392051991,8.429981804,8.592560024,8.65299637,8.137942077,8.32402383,8.521131865,8.793423607,8.539479002,8.668472238,8.905007917,9.114928425,9.332805254,9.068798057,9.074663994,9.09950478,9.272922983,9.403048453
2,1,5,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093,8.392051991,8.429981804,8.592560024,8.65299637,8.137942077,8.32402383,8.521131865,8.793423607,8.539479002,8.668472238,8.905007917,9.114928425,9.332805254,9.068798057,9.074663994,9.09950478,9.272922983
2,1,6,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093,8.392051991,8.429981804,8.592560024,8.65299637,8.137942077,8.32402383,8.521131865,8.793423607,8.539479002,8.668472238,8.905007917,9.114928425,9.332805254,9.068798057,9.074663994,9.09950478
2,1,7,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093,8.392051991,8.429981804,8.592560024,8.65299637,8.137942077,8.32402383,8.521131865,8.793423607,8.539479002,8.668472238,8.905007917,9.114928425,9.332805254,9.068798057,9.074663994
2,1,8,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093,8.392051991,8.429981804,8.592560024,8.65299637,8.137942077,8.32402383,8.521131865,8.793423607,8.539479002,8.668472238,8.905007917,9.114928425,9.332805254,9.068798057
2,1,9,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093,8.392051991,8.429981804,8.592560024,8.65299637,8.137942077,8.32402383,8.521131865,8.793423607,8.539479002,8.668472238,8.905007917,9.114928425,9.332805254
2,1,10,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093,8.392051991,8.429981804,8.592560024,8.65299637,8.137942077,8.32402383,8.521131865,8.793423607,8.539479002,8.668472238,8.905007917,9.114928425
2,1,11,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093,8.392051991,8.429981804,8.592560024,8.65299637,8.137942077,8.32402383,8.521131865,8.793423607,8.539479002,8.668472238,8.905007917
2,1,12,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093,8.392051991,8.429981804,8.592560024,8.65299637,8.137942077,8.32402383,8.521131865,8.793423607,8.539479002,8.668472238
2,1,13,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093,8.392051991,8.429981804,8.592560024,8.65299637,8.137942077,8.32402383,8.521131865,8.793423607,8.539479002
2,1,14,7.22497165,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093,8.392051991,8.429981804,8.592560024,8.65299637,8.137942077,8.32402383,8.521131865,8.793423607
2,1,15,7.152721934,7.22497165,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093,8.392051991,8.429981804,8.592560024,8.65299637,8.137942077,8.32402383,8.521131865
2,1,16,7.081194715,7.152721934,7.22497165,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093,8.392051991,8.429981804,8.592560024,8.65299637,8.137942077,8.32402383
2,1,17,7.010382767,7.081194715,7.152721934,7.22497165,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093,8.392051991,8.429981804,8.592560024,8.65299637,8.137942077
2,1,18,6.94027894,7.010382767,7.081194715,7.152721934,7.22497165,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093,8.392051991,8.429981804,8.592560024,8.65299637
2,1,19,6.87087615,6.94027894,7.010382767,7.081194715,7.152721934,7.22497165,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093,8.392051991,8.429981804,8.592560024
2,1,20,6.802167389,6.87087615,6.94027894,7.010382767,7.081194715,7.152721934,7.22497165,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093,8.392051991,8.429981804
2,1,21,6.734145715,6.802167389,6.87087615,6.94027894,7.010382767,7.081194715,7.152721934,7.22497165,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093,8.392051991
2,1,22,6.666804258,6.734145715,6.802167389,6.87087615,6.94027894,7.010382767,7.081194715,7.152721934,7.22497165,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399,8.42690093
2,1,23,6.600136215,6.666804258,6.734145715,6.802167389,6.87087615,6.94027894,7.010382767,7.081194715,7.152721934,7.22497165,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036,8.611797399
2,1,24,6.534134853,6.600136215,6.666804258,6.734145715,6.802167389,6.87087615,6.94027894,7.010382767,7.081194715,7.152721934,7.22497165,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214,8.294330036
2,1,25,6.468793505,6.534134853,6.600136215,6.666804258,6.734145715,6.802167389,6.87087615,6.94027894,7.010382767,7.081194715,7.152721934,7.22497165,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204,8.59270214
2,1,26,6.404105569,6.468793505,6.534134853,6.600136215,6.666804258,6.734145715,6.802167389,6.87087615,6.94027894,7.010382767,7.081194715,7.152721934,7.22497165,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952,8.571125204
2,1,27,6.340064514,6.404105569,6.468793505,6.534134853,6.600136215,6.666804258,6.734145715,6.802167389,6.87087615,6.94027894,7.010382767,7.081194715,7.152721934,7.22497165,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813,8.485413952
2,1,28,6.276663869,6.340064514,6.404105569,6.468793505,6.534134853,6.600136215,6.666804258,6.734145715,6.802167389,6.87087615,6.94027894,7.010382767,7.081194715,7.152721934,7.22497165,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214,8.400559813
2,1,29,6.21389723,6.276663869,6.340064514,6.404105569,6.468793505,6.534134853,6.600136215,6.666804258,6.734145715,6.802167389,6.87087615,6.94027894,7.010382767,7.081194715,7.152721934,7.22497165,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672,8.316554214
2,1,30,6.151758258,6.21389723,6.276663869,6.340064514,6.404105569,6.468793505,6.534134853,6.600136215,6.666804258,6.734145715,6.802167389,6.87087615,6.94027894,7.010382767,7.081194715,7.152721934,7.22497165,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786,8.233388672
2,1,31,6.090240675,6.151758258,6.21389723,6.276663869,6.340064514,6.404105569,6.468793505,6.534134853,6.600136215,6.666804258,6.734145715,6.802167389,6.87087615,6.94027894,7.010382767,7.081194715,7.152721934,7.22497165,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238,8.151054786
2,1,32,6.029338268,6.090240675,6.151758258,6.21389723,6.276663869,6.340064514,6.404105569,6.468793505,6.534134853,6.600136215,6.666804258,6.734145715,6.802167389,6.87087615,6.94027894,7.010382767,7.081194715,7.152721934,7.22497165,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795,8.069544238
2,1,33,5.969044886,6.029338268,6.090240675,6.151758258,6.21389723,6.276663869,6.340064514,6.404105569,6.468793505,6.534134853,6.600136215,6.666804258,6.734145715,6.802167389,6.87087615,6.94027894,7.010382767,7.081194715,7.152721934,7.22497165,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307,7.988848795
2,1,34,5.909354437,5.969044886,6.029338268,6.090240675,6.151758258,6.21389723,6.276663869,6.340064514,6.404105569,6.468793505,6.534134853,6.600136215,6.666804258,6.734145715,6.802167389,6.87087615,6.94027894,7.010382767,7.081194715,7.152721934,7.22497165,7.297951162,7.37166784,7.446129132,7.521342557,7.597315714,7.674056277,7.751571997,7.829870704,7.908960307
2,2,1,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811,8.436084185,8.254921814,8.310392563,8.016352995,8.180917402,8.799918445,8.157287936,7.992238932,7.591273891,8.282906988,8.519916215,8.748793716,8.649785133,8.735415433,8.739286241,8.853342067,8.823610386,8.748957609,9.285135289,9.285135289,9.285135289
2,2,2,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811,8.436084185,8.254921814,8.310392563,8.016352995,8.180917402,8.799918445,8.157287936,7.992238932,7.591273891,8.282906988,8.519916215,8.748793716,8.649785133,8.735415433,8.739286241,8.853342067,8.823610386,8.748957609,9.285135289,9.285135289
2,2,3,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811,8.436084185,8.254921814,8.310392563,8.016352995,8.180917402,8.799918445,8.157287936,7.992238932,7.591273891,8.282906988,8.519916215,8.748793716,8.649785133,8.735415433,8.739286241,8.853342067,8.823610386,8.748957609,9.285135289
2,2,4,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811,8.436084185,8.254921814,8.310392563,8.016352995,8.180917402,8.799918445,8.157287936,7.992238932,7.591273891,8.282906988,8.519916215,8.748793716,8.649785133,8.735415433,8.739286241,8.853342067,8.823610386,8.748957609
2,2,5,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811,8.436084185,8.254921814,8.310392563,8.016352995,8.180917402,8.799918445,8.157287936,7.992238932,7.591273891,8.282906988,8.519916215,8.748793716,8.649785133,8.735415433,8.739286241,8.853342067,8.823610386
2,2,6,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811,8.436084185,8.254921814,8.310392563,8.016352995,8.180917402,8.799918445,8.157287936,7.992238932,7.591273891,8.282906988,8.519916215,8.748793716,8.649785133,8.735415433,8.739286241,8.853342067
2,2,7,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811,8.436084185,8.254921814,8.310392563,8.016352995,8.180917402,8.799918445,8.157287936,7.992238932,7.591273891,8.282906988,8.519916215,8.748793716,8.649785133,8.735415433,8.739286241
2,2,8,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811,8.436084185,8.254921814,8.310392563,8.016352995,8.180917402,8.799918445,8.157287936,7.992238932,7.591273891,8.282906988,8.519916215,8.748793716,8.649785133,8.735415433
2,2,9,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811,8.436084185,8.254921814,8.310392563,8.016352995,8.180917402,8.799918445,8.157287936,7.992238932,7.591273891,8.282906988,8.519916215,8.748793716,8.649785133
2,2,10,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811,8.436084185,8.254921814,8.310392563,8.016352995,8.180917402,8.799918445,8.157287936,7.992238932,7.591273891,8.282906988,8.519916215,8.748793716
2,2,11,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811,8.436084185,8.254921814,8.310392563,8.016352995,8.180917402,8.799918445,8.157287936,7.992238932,7.591273891,8.282906988,8.519916215
2,2,12,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811,8.436084185,8.254921814,8.310392563,8.016352995,8.180917402,8.799918445,8.157287936,7.992238932,7.591273891,8.282906988
2,2,13,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811,8.436084185,8.254921814,8.310392563,8.016352995,8.180917402,8.799918445,8.157287936,7.992238932,7.591273891
2,2,14,7.305875307,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811,8.436084185,8.254921814,8.310392563,8.016352995,8.180917402,8.799918445,8.157287936,7.992238932
2,2,15,7.232816553,7.305875307,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811,8.436084185,8.254921814,8.310392563,8.016352995,8.180917402,8.799918445,8.157287936
2,2,16,7.160488388,7.232816553,7.305875307,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811,8.436084185,8.254921814,8.310392563,8.016352995,8.180917402,8.799918445
2,2,17,7.088883504,7.160488388,7.232816553,7.305875307,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811,8.436084185,8.254921814,8.310392563,8.016352995,8.180917402
2,2,18,7.017994669,7.088883504,7.160488388,7.232816553,7.305875307,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811,8.436084185,8.254921814,8.310392563,8.016352995
2,2,19,6.947814722,7.017994669,7.088883504,7.160488388,7.232816553,7.305875307,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811,8.436084185,8.254921814,8.310392563
2,2,20,6.878336575,6.947814722,7.017994669,7.088883504,7.160488388,7.232816553,7.305875307,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811,8.436084185,8.254921814
2,2,21,6.809553209,6.878336575,6.947814722,7.017994669,7.088883504,7.160488388,7.232816553,7.305875307,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811,8.436084185
2,2,22,6.741457677,6.809553209,6.878336575,6.947814722,7.017994669,7.088883504,7.160488388,7.232816553,7.305875307,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119,8.616240811
2,2,23,6.6740431,6.741457677,6.809553209,6.878336575,6.947814722,7.017994669,7.088883504,7.160488388,7.232816553,7.305875307,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002,9.949340119
2,2,24,6.607302669,6.6740431,6.741457677,6.809553209,6.878336575,6.947814722,7.017994669,7.088883504,7.160488388,7.232816553,7.305875307,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756,10.29097002
2,2,25,6.541229643,6.607302669,6.6740431,6.741457677,6.809553209,6.878336575,6.947814722,7.017994669,7.088883504,7.160488388,7.232816553,7.305875307,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794,9.595884756
2,2,26,6.475817346,6.541229643,6.607302669,6.6740431,6.741457677,6.809553209,6.878336575,6.947814722,7.017994669,7.088883504,7.160488388,7.232816553,7.305875307,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766,8.667102794
2,2,27,6.411059173,6.475817346,6.541229643,6.607302669,6.6740431,6.741457677,6.809553209,6.878336575,6.947814722,7.017994669,7.088883504,7.160488388,7.232816553,7.305875307,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448,8.580431766
2,2,28,6.346948581,6.411059173,6.475817346,6.541229643,6.607302669,6.6740431,6.741457677,6.809553209,6.878336575,6.947814722,7.017994669,7.088883504,7.160488388,7.232816553,7.305875307,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174,8.494627448
2,2,29,6.283479095,6.346948581,6.411059173,6.475817346,6.541229643,6.607302669,6.6740431,6.741457677,6.809553209,6.878336575,6.947814722,7.017994669,7.088883504,7.160488388,7.232816553,7.305875307,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362,8.409681174
2,2,30,6.220644304,6.283479095,6.346948581,6.411059173,6.475817346,6.541229643,6.607302669,6.6740431,6.741457677,6.809553209,6.878336575,6.947814722,7.017994669,7.088883504,7.160488388,7.232816553,7.305875307,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519,8.325584362
2,2,31,6.158437861,6.220644304,6.283479095,6.346948581,6.411059173,6.475817346,6.541229643,6.607302669,6.6740431,6.741457677,6.809553209,6.878336575,6.947814722,7.017994669,7.088883504,7.160488388,7.232816553,7.305875307,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233,8.242328519
2,2,32,6.096853483,6.158437861,6.220644304,6.283479095,6.346948581,6.411059173,6.475817346,6.541229643,6.607302669,6.6740431,6.741457677,6.809553209,6.878336575,6.947814722,7.017994669,7.088883504,7.160488388,7.232816553,7.305875307,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181,8.159905233
2,2,33,6.035884948,6.096853483,6.158437861,6.220644304,6.283479095,6.346948581,6.411059173,6.475817346,6.541229643,6.607302669,6.6740431,6.741457677,6.809553209,6.878336575,6.947814722,7.017994669,7.088883504,7.160488388,7.232816553,7.305875307,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119,8.078306181
2,2,34,5.975526098,6.035884948,6.096853483,6.158437861,6.220644304,6.283479095,6.346948581,6.411059173,6.475817346,6.541229643,6.607302669,6.6740431,6.741457677,6.809553209,6.878336575,6.947814722,7.017994669,7.088883504,7.160488388,7.232816553,7.305875307,7.379672027,7.454214168,7.529509261,7.60556491,7.682388798,7.759988685,7.838372409,7.917547888,7.997523119
2,3,1,6.66046749,6.727744939,6.795701959,6.864345413,6.933682235,7.676707805,8.232776013,7.959472095,6.892992649,6.748867348,6.603937451,6.648314051,6.413082396,6.544733921,7.039934756,6.525830349,6.393791146,6.073019113,6.626325591,6.815932972,6.999034973,6.919828107,6.988332346,6.991428993,7.082673653,7.058888309,6.999166087,7.428108231,7.428108231,7.428108231
2,3,2,6.593862815,6.66046749,6.727744939,6.795701959,6.864345413,6.933682235,7.676707805,8.232776013,7.959472095,6.892992649,6.748867348,6.603937451,6.648314051,6.413082396,6.544733921,7.039934756,6.525830349,6.393791146,6.073019113,6.626325591,6.815932972,6.999034973,6.919828107,6.988332346,6.991428993,7.082673653,7.058888309,6.999166087,7.428108231,7.428108231
