Class,Powertrain,Vintage,1995 ,1996 ,1997 ,1998 ,1999 ,2000 ,2001 ,2002 ,2003 ,2004 ,2005 ,2006 ,2007 ,2008 ,2009 ,2010 ,2011 
2,1,19 ,5728 ,4087 ,3253 ,517 ,10 ,1102 ,2115 ,2603 ,3510 ,8471 ,8433 ,9043 ,15240 ,20022 ,14254 ,16199 ,20617
2,1,20 ,3532 ,5509 ,3930 ,3128 ,497 ,9 ,1061 ,2037 ,2508 ,3381 ,8160 ,8123 ,8711 ,14680 ,19286 ,13730 ,15604
2,1,21 ,1014 ,3392 ,5291 ,3775 ,3005 ,477 ,9 ,1021 ,1959 ,2412 ,3251 ,7847 ,7812 ,8377 ,14117 ,18547 ,13204
2,1,22 ,511 ,974 ,3256 ,5079 ,3624 ,2884 ,458 ,9 ,980 ,1882 ,2316 ,3123 ,7537 ,7503 ,8047 ,13560 ,17815
2,1,23 ,2459 ,490 ,935 ,3126 ,4875 ,3478 ,2768 ,440 ,8 ,941 ,1806 ,2224 ,2998 ,7235 ,7203 ,7724 ,13016
2,1,24 ,1701 ,2361 ,471 ,897 ,3001 ,4681 ,3339 ,2658 ,422 ,8 ,903 ,1734 ,2134 ,2877 ,6944 ,6913 ,7414
2,1,25 ,164 ,1634 ,2268 ,452 ,862 ,2884 ,4498 ,3209 ,2554 ,406 ,8 ,867 ,1665 ,2049 ,2763 ,6667 ,6637
2,1,26 ,131 ,158 ,1572 ,2182 ,435 ,830 ,2774 ,4327 ,3087 ,2457 ,390 ,7 ,833 ,1600 ,1969 ,2655 ,6407
2,1,27 ,132 ,126 ,152 ,1515 ,2103 ,419 ,799 ,2673 ,4170 ,2975 ,2368 ,376 ,7 ,802 ,1539 ,1894 ,2554
2,1,28 ,92 ,127 ,122 ,147 ,1463 ,2030 ,405 ,772 ,2580 ,4025 ,2871 ,2285 ,363 ,7 ,772 ,1483 ,1825
2,1,29 ,40 ,89 ,122 ,117 ,141 ,1409 ,1956 ,390 ,743 ,2486 ,3878 ,2766 ,2202 ,350 ,7 ,746 ,1431
2,1,30 ,30 ,38 ,86 ,119 ,114 ,137 ,1365 ,1895 ,378 ,720 ,2409 ,3757 ,2680 ,2133 ,339 ,6 ,718
2,1,31 ,20 ,29 ,37 ,84 ,115 ,110 ,133 ,1325 ,1839 ,367 ,699 ,2338 ,3646 ,2601 ,2070 ,329 ,6
2,1,32 ,15 ,19 ,28 ,36 ,81 ,112 ,107 ,129 ,1288 ,1788 ,356 ,680 ,2273 ,3545 ,2529 ,2013 ,320
2,1,33 ,11 ,15 ,19 ,27 ,35 ,79 ,109 ,104 ,126 ,1254 ,1740 ,347 ,661 ,2212 ,3451 ,2462 ,1959
2,1,34 ,7 ,12 ,17 ,22 ,23 ,35 ,46 ,58 ,70 ,82 ,93 ,105 ,117 ,128 ,140 ,152 ,163
2,2,1 ,36882 ,28355 ,40364 ,29352 ,51185 ,47825 ,54629 ,42086 ,42223 ,50843 ,52184 ,51807 ,35430 ,55780 ,32140 ,24071 ,47212 
2,2,2 ,29328 ,36882 ,28355 ,40364 ,29352 ,51185 ,47825 ,54629 ,42086 ,42223 ,50843 ,52184 ,51807 ,35430 ,55780 ,32140 ,24071 
2,2,3 ,18314 ,29328 ,36882 ,28355 ,40364 ,29352 ,51185 ,47825 ,54629 ,42086 ,42223 ,50843 ,52184 ,51807 ,35430 ,55780 ,32140 
2,2,4 ,13417 ,18314 ,29328 ,36882 ,28355 ,40364 ,29352 ,51185 ,47825 ,54629 ,42086 ,42223 ,50843 ,52184 ,51807 ,35430 ,55780 
2,2,5 ,14159 ,13417 ,18314 ,29328 ,36882 ,28355 ,40364 ,29352 ,51185 ,47825 ,54629 ,42086 ,42223 ,50843 ,52184 ,51807 ,35430 
2,2,6 ,18919 ,14144 ,13403 ,18296 ,29298 ,36845 ,28327 ,40323 ,29323 ,51134 ,47777 ,54575 ,42044 ,42181 ,50792 ,52131 ,51756 
2,2,7 ,19091 ,18881 ,14116 ,13377 ,18259 ,29240 ,36771 ,28270 ,40243 ,29264 ,51032 ,47681 ,54465 ,41960 ,42096 ,50690 ,52027 
2,2,8 ,15946 ,19033 ,18824 ,14074 ,13337 ,18204 ,29152 ,36661 ,28185 ,40122 ,29176 ,50879 ,47538 ,54302 ,41834 ,41970 ,50538 
2,2,9 ,16549 ,15883 ,18957 ,18749 ,14018 ,13283 ,18132 ,29035 ,36514 ,28073 ,39961 ,29060 ,50675 ,47348 ,54085 ,41667 ,41802 
2,2,10 ,30570 ,16467 ,15803 ,18863 ,18655 ,13947 ,13217 ,18041 ,28890 ,36332 ,27932 ,39762 ,28914 ,50422 ,47111 ,53814 ,41459 
2,2,11 ,31612 ,30387 ,16368 ,15708 ,18749 ,18543 ,13864 ,13137 ,17933 ,28717 ,36114 ,27765 ,39523 ,28741 ,50119 ,46829 ,53491 
2,2,12 ,29777 ,31390 ,30174 ,16253 ,15598 ,18618 ,18413 ,13767 ,13046 ,17807 ,28516 ,35861 ,27570 ,39246 ,28540 ,49768 ,46501 
2,2,13 ,17125 ,29539 ,31139 ,29933 ,16123 ,15474 ,18469 ,18266 ,13657 ,12941 ,17665 ,28288 ,35574 ,27350 ,38932 ,28311 ,49370 
2,2,14 ,13517 ,16970 ,29273 ,30859 ,29663 ,15978 ,15334 ,18303 ,18102 ,13534 ,12825 ,17506 ,28033 ,35254 ,27104 ,38582 ,28057 
2,2,15 ,9144 ,13382 ,16801 ,28980 ,30550 ,29367 ,15818 ,15181 ,18120 ,17921 ,13398 ,12696 ,17331 ,27753 ,34901 ,26833 ,38196 
2,2,16 ,3240 ,9043 ,13235 ,16616 ,28661 ,30214 ,29044 ,15644 ,15014 ,17921 ,17724 ,13251 ,12557 ,17140 ,27448 ,34518 ,26537 
2,2,17 ,18281 ,3198 ,8935 ,13076 ,16417 ,28317 ,29852 ,28695 ,15457 ,14834 ,17706 ,17511 ,13092 ,12406 ,16934 ,27118 ,34103 
2,2,18 ,22062 ,18025 ,3153 ,8819 ,12906 ,16203 ,27949 ,29464 ,28322 ,15256 ,14641 ,17475 ,17283 ,12922 ,12245 ,16714 ,26766 
2,2,19 ,29920 ,21731 ,17755 ,3106 ,8695 ,12725 ,15976 ,27558 ,29051 ,27926 ,15042 ,14436 ,17231 ,17041 ,12741 ,12073 ,16480 
2,2,20 ,18590 ,29442 ,21384 ,17471 ,3056 ,8565 ,12534 ,15737 ,27145 ,28615 ,27507 ,14817 ,14220 ,16972 ,16786 ,12550 ,11892 
2,2,21 ,5890 ,18274 ,28941 ,21020 ,17174 ,3004 ,8428 ,12334 ,15485 ,26710 ,28158 ,27067 ,14579 ,13992 ,16701 ,16517 ,12349 
2,2,22 ,2545 ,5784 ,17945 ,28420 ,20642 ,16865 ,2950 ,8284 ,12124 ,15222 ,26256 ,27679 ,26606 ,14332 ,13754 ,16417 ,16236 
2,2,23 ,11955 ,2496 ,5674 ,17604 ,27880 ,20249 ,16544 ,2894 ,8135 ,11906 ,14948 ,25784 ,27181 ,26128 ,14074 ,13507 ,16121 
2,2,24 ,7413 ,11715 ,2446 ,5560 ,17252 ,27323 ,19844 ,16214 ,2836 ,7981 ,11680 ,14664 ,25294 ,26664 ,25631 ,13806 ,13250 
2,2,25 ,647 ,7257 ,11469 ,2395 ,5444 ,16889 ,26749 ,19428 ,15873 ,2777 ,7821 ,11446 ,14370 ,24788 ,26131 ,25118 ,13530 
2,2,26 ,693 ,632 ,7097 ,11217 ,2342 ,5324 ,16518 ,26160 ,19000 ,15524 ,2716 ,7657 ,11206 ,14069 ,24267 ,25582 ,24591 
2,2,27 ,679 ,677 ,618 ,6934 ,10959 ,2288 ,5201 ,16138 ,25559 ,18563 ,15167 ,2653 ,7488 ,10959 ,13759 ,23733 ,25019 
2,2,28 ,486 ,663 ,661 ,603 ,6768 ,10696 ,2233 ,5077 ,15751 ,24945 ,18118 ,14803 ,2589 ,7316 ,10707 ,13443 ,23188 
2,2,29 ,207 ,474 ,646 ,644 ,588 ,6599 ,10429 ,2178 ,4950 ,15357 ,24322 ,17665 ,14433 ,2525 ,7141 ,10450 ,13120 
2,2,30 ,146 ,201 ,462 ,629 ,628 ,573 ,6427 ,10158 ,2121 ,4821 ,14958 ,23689 ,17206 ,14057 ,2459 ,6962 ,10189 
2,2,31 ,100 ,142 ,196 ,449 ,612 ,611 ,557 ,6254 ,9883 ,2064 ,4691 ,14554 ,23050 ,16741 ,13678 ,2393 ,6781 
2,2,32 ,75 ,97 ,138 ,190 ,437 ,595 ,594 ,542 ,6078 ,9607 ,2006 ,4559 ,14146 ,22404 ,16272 ,13295 ,2326 
2,2,33 ,53 ,73 ,94 ,134 ,185 ,424 ,578 ,576 ,526 ,5902 ,9328 ,1948 ,4427 ,13736 ,21755 ,15800 ,12909 
2,2,34 ,33 ,1093 ,2153 ,3213 ,4272 ,5332 ,6392 ,7452 ,8511 ,9571 ,10631 ,11691 ,12750 ,13810 ,14870 ,15930 ,16989 
2,3,1 ,262,0,0,0,0,108,96,0,0,0,0,0,0,0,0,0,0
2,3,2 ,1288,247,0,0,0,0,108,96,0,0,0,0,0,0,0,0,0
2,3,3 ,990,1212,232,0,0,0,0,108,96,0,0,0,0,0,0,0,0
2,3,4 ,809,932,1137,216,0,0,0,0,108,96,0,0,0,0,0,0,0
2,3,5 ,770,762,874,1061,201,0,0,0,0,108,96,0,0,0,0,0,0
2,3,6 ,1139,724,713,815,983,185,0,0,0,0,108,96,0,0,0,0,0
2,3,7 ,1121,1069,678,664,754,905,169,0,0,0,0,107,95,0,0,0,0
2,3,8 ,974,1052,1000,631,615,693,826,153,0,0,0,0,107,95,0,0,0
2,3,9 ,890,913,982,929,583,564,632,747,137,0,0,0,0,107,95,0,0
2,3,10 ,1056,834,852,912,858,535,514,571,668,121,0,0,0,0,106,94,0
2,3,11 ,644,988,777,790,841,786,487,464,511,590,105,0,0,0,0,106,94
2,3,12 ,500,602,919,720,728,770,715,439,414,450,512,89,0,0,0,0,105
2,3,13 ,189,466,559,851,663,666,699,644,391,365,390,435,74,0,0,0,0
2,3,14 ,192,177,433,517,783,605,604,630,574,344,316,331,359,58,0,0,0
2,3,15 ,139,179,164,400,475,714,549,543,560,504,298,268,273,284,43,0,0
2,3,16 ,9,129,166,151,367,433,647,493,483,492,436,252,221,216,210,29,0
2,3,17 ,32,8,120,153,139,335,392,581,438,424,425,369,208,174,160,138,14
2,3,18 ,18,29,7,110,140,126,302,351,515,384,366,359,303,164,129,105,68
2,3,19 ,30,16,27,7,101,127,114,271,312,451,331,309,295,239,121,85,52
2,3,20 ,0,27,15,25,6,92,115,102,240,273,388,279,253,232,176,79,42
2,3,21 ,0,0,25,14,23,6,83,103,90,210,234,327,229,199,171,116,39
2,3,22 ,0,0,0,23,13,21,5,74,91,79,180,197,268,180,147,112,57
2,3,23 ,0,0,0,0,21,11,19,5,65,79,68,151,161,210,132,96,55
2,3,24 ,0,0,0,0,0,19,10,16,4,57,68,57,124,126,154,86,47
2,3,25 ,0,0,0,0,0,0,17,9,15,3,49,57,46,97,93,101,42
2,3,26 ,0,0,0,0,0,0,0,15,8,13,3,41,46,36,71,61,49
2,3,27 ,0,0,0,0,0,0,0,0,13,7,11,2,33,36,27,46,30
2,3,28 ,0,0,0,0,0,0,0,0,0,12,6,9,2,26,27,17,23
2,3,29 ,0,0,0,0,0,0,0,0,0,0,10,5,7,2,19,17,8
2,3,30 ,0,0,0,0,0,0,0,0,0,0,0,8,4,6,1,12,8
2,3,31 ,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,1,6
2,3,32 ,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0
2,3,33 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
2,3,34 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,1 ,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,2 ,262,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,3 ,202,247,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,4 ,165,190,232,247,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,5 ,157,155,178,216,229,0,0,0,0,0,0,0,0,0,0,0,0
2,4,6 ,232,148,145,166,200,211,0,0,0,0,0,0,0,0,0,0,0
2,4,7 ,228,218,138,135,154,184,193,0,0,0,0,0,0,0,0,0,0
2,4,8 ,198,214,204,128,125,141,168,175,0,0,0,0,0,0,0,0,0
2,4,9 ,181,186,200,189,119,115,129,152,157,0,0,0,0,0,0,0,0
2,4,10 ,215,170,173,186,175,109,105,116,136,138,0,0,0,0,0,0,0
2,4,11 ,131,201,158,161,171,160,99,95,104,120,120,0,0,0,0,0,0
2,4,12 ,102,123,187,147,148,157,146,89,84,92,104,102,0,0,0,0,0
2,4,13 ,39,95,114,173,135,136,142,131,80,74,80,89,84,0,0,0,0
2,4,14 ,39,36,88,105,159,123,123,128,117,70,64,67,73,67,0,0,0
2,4,15 ,28,36,33,82,97,146,112,111,114,103,61,55,56,58,50,0,0
2,4,16 ,2,26,34,31,75,88,132,100,98,100,89,51,45,44,43,33,0
2,4,17 ,6,2,24,31,28,68,80,118,89,86,87,75,42,36,33,28,16
2,4,18 ,4,6,2,22,29,26,62,72,105,78,74,73,62,33,26,21,14
2,4,19 ,6,3,6,1,21,26,23,55,63,92,67,63,60,49,25,17,11
2,4,20 ,0,6,3,5,1,19,23,21,49,56,79,57,52,47,36,16,8
2,4,21 ,0,0,5,3,5,1,17,21,18,43,48,67,47,41,35,24,8
2,4,22 ,0,0,0,5,3,4,1,15,18,16,37,40,55,37,30,23,12
2,4,23 ,0,0,0,0,4,2,4,1,13,16,14,31,33,43,27,20,11
2,4,24 ,0,0,0,0,0,4,2,3,1,12,14,12,25,26,31,18,10
2,4,25 ,0,0,0,0,0,0,3,2,3,1,10,12,9,20,19,21,9
2,4,26 ,0,0,0,0,0,0,0,3,2,3,1,8,9,7,14,12,10
2,4,27 ,0,0,0,0,0,0,0,0,3,1,2,1,7,7,5,9,6
2,4,28 ,0,0,0,0,0,0,0,0,0,2,1,2,0,5,5,4,5
2,4,29 ,0,0,0,0,0,0,0,0,0,0,2,1,1,0,4,4,2
2,4,30 ,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,2
2,4,31 ,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2,4,32 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2,4,33 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,4,34 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7075,38462
2,5,2 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7075
2,5,3 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,4 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,5 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,6 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,7 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,9 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,10 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,11 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,12 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,13 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,14 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,15 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,16 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,17 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,18 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,19 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,20 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,21 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,22 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,23 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,24 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,25 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,26 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,27 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,28 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,29 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,30 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,31 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,32 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,33 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,34 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,1 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,30
2,6,2 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
2,6,3 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,4 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,5 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,6 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,7 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,9 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,10 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,11 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,12 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,13 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,14 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,15 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,16 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,17 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,18 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,19 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,20 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,21 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,22 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,23 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,24 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,25 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,26 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,27 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,28 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,29 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,30 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,31 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,32 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,33 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,34 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1 ,96703,72095,91278,77408,137787,140201,103697,83254,87934,108315,129274,143374,139235,106522,40582 ,31561 ,57285
3,1,2 ,60751,96703,72095,91278,77408,137787,140201,103697,83254,87934,108315,129274,136206,134838,107680 ,41455 ,31893
3,1,3 ,57527,60751,96703,72095,91278,77408,137787,140201,103697,83254,87934,108315,122810,131904,136304 ,109996 ,41891
3,1,4 ,40761,57070,60268,95935,71522,90553,76794,136693,139087,102874,82593,87236,102082,117987,132279 ,138129 ,110271
3,1,5 ,41328,40478,56674,59851,95269,71026,89925,76261,135745,138123,102161,82021,82300,98173,118443 ,134187 ,138615
3,1,6 ,49322,40958,40116,56167,59315,94418,70391,89121,75579,134532,136888,101247,77223,78988,98353 ,119908 ,134387
3,1,7 ,53584,48764,40494,39662,55532,58644,93349,69594,88112,74724,133009,135338,95096,73938,78943 ,99331 ,119799
3,1,8 ,42291,52826,48075,39922,39102,54747,57815,92030,68611,86867,73668,131129,126755,90792,73685 ,79501 ,98958
3,1,9 ,21564,41554,51906,47237,39226,38420,53793,56808,90426,67415,85354,72384,122402,120613,90179 ,73958 ,78938
3,1,10 ,16676,21106,40671,50802,46233,38393,37604,52649,55600,88504,65982,83539,67303,116017,119332 ,90160 ,73148
3,1,11 ,15718,16248,20564,39628,49500,45048,37408,36640,51299,54174,86234,64290,77327,63507,114271 ,118773 ,88773
3,1,12 ,13760,15238,15751,19936,38417,47987,43671,36265,35520,49732,52519,83599,59209,72597,62235 ,113161 ,116355
3,1,13 ,8430,13266,14690,15185,19219,37036,46262,42101,34961,34243,47944,50630,76563,55278,70747 ,61287 ,110240
3,1,14 ,7625,8078,12713,14078,14552,18418,35491,44332,40345,33503,32815,45944,46093,71054,53548 ,69255 ,59350
3,1,15 ,8094,7262,7694,12107,13407,13859,17541,33801,42221,38424,31908,31252,41569,42512,68406 ,52095 ,66652
3,1,16 ,28993,7661,6873,7282,11460,12690,13118,16603,31994,39964,36369,30202,28102,38103,40676 ,66140 ,49829
3,1,17 ,78803,27139,7209,6468,6853,10784,11941,12344,15623,30106,37606,34223,26998,25609,36245 ,39099 ,62893
3,1,18 ,60315,73442,25293,6748,6054,6414,10094,11178,11554,14624,28181,35201,30433,24474,24232 ,34657 ,36984
3,1,19 ,62212,56028,68221,23495,6289,5642,5978,9407,10417,10768,13629,26263,31166,27467,23057 ,23069 ,32639
3,1,20 ,62862,57676,51942,63247,21782,5842,5241,5553,8739,9677,10003,12660,23177,28036,25792 ,21879 ,21655
3,1,21 ,76095,58244,53438,48126,58600,20181,5416,4859,5148,8101,8971,9274,11150,20808,26274 ,24425 ,20497
3,1,22 ,76879,70560,54007,49551,44625,54337,18713,5018,4502,4770,7506,8312,8163,10005,19489 ,24867 ,22869
3,1,23 ,72517,71437,65565,50184,46043,41466,50491,17389,4653,4175,4423,6960,7322,7330,9378 ,18460 ,23301
3,1,24 ,52300,67605,66598,61124,46785,42925,38658,47071,16211,4324,3879,4110,6144,6589,6885 ,8901 ,17334
3,1,25 ,37452,48964,63292,62350,57225,43800,40186,36192,44068,15177,4031,3616,3640,5547,6209 ,6557 ,8386
3,1,26 ,40023,35235,46065,59546,58659,53838,41207,37808,34049,41460,14278,3774,3216,3300,5250 ,5938 ,6203
3,1,27 ,36818,37853,33325,43568,56317,55479,50919,38973,35758,32203,39212,13504,3373,2930,3138 ,5045 ,5646
3,1,28 ,27106,35010,35994,31688,41428,53551,52754,48418,37059,34002,30622,37286,12199,3089,2802 ,3032 ,4822
3,1,29 ,24762,25910,33464,34405,30289,39599,51187,50425,46280,35423,32501,29270,33858,11292,2969 ,2721 ,2914
3,1,30 ,20199,23785,24887,32143,33047,29093,38036,49166,48434,44453,34024,31217,26708,31494,10964 ,2899 ,2629
3,1,31 ,17512,19487,22945,24009,31009,31881,28067,36694,47431,46725,42885,32824,28610,24952,30713 ,10805 ,2814
3,1,32 ,12223,16958,18871,22220,23250,30029,30873,27180,35534,45932,45249,41529,30197,26831,24426 ,30382 ,10574
3,1,33 ,9003,11910,16523,18387,21650,22654,29259,30081,26483,34622,44754,44088,38441,28493,26427 ,24312 ,29914
3,1,34 ,6908,9613,12318,15023,17727,20432,23137,25842,28546,31251,33956,36661,37397,38704,41641 ,45106 ,48177
3,2,1 ,30207,31263,55941,30189,70274,61204,34342,41962,41823,48951,37176,65387,43814,38239,16945 ,16380 ,41388
3,2,2 ,33291,44493,31664,56649,30566,71142,61950,34756,42462,42315,49520,37603,66873,44788,39070 ,17305 ,16722
3,2,3 ,29365,38956,45063,32064,57357,30944,72009,62696,35169,42961,42807,50090,38458,68359,45761 ,39902 ,17666
3,2,4 ,23755,28650,39354,45516,32381,57915,31240,72689,63279,35491,43349,43187,51096,39211,69665 ,46614 ,40628
3,2,5 ,22568,29233,28867,39646,45847,32612,58319,31453,73174,63693,35719,43621,43941,51962,39857 ,70780 ,47340
3,2,6 ,29252,26264,29379,29006,39831,46054,32754,58565,31581,73462,63935,35850,44267,44570,52680 ,40390 ,71695
3,2,7 ,31904,36798,26326,29444,29066,39906,46134,32807,58650,31623,73549,64002,36286,44783,45068 ,53246 ,40806
3,2,8 ,37056,44816,36789,26315,29427,29045,39872,46088,32769,58574,31578,73435,64612,36614,45167 ,45433 ,53654
3,2,9 ,29961,51498,44687,36678,26231,29329,28944,39727,45914,32641,58338,31446,73941,65025,36830 ,45413 ,45662
3,2,10 ,27190,43190,51216,44435,36465,26075,29150,28763,39474,45615,32424,57943,31580,74218,65239 ,36934 ,45522
3,2,11 ,26607,32270,42840,50794,44062,36153,25849,28893,28505,39114,45193,32120,58036,31615,74266 ,65251 ,36926
3,2,12 ,27056,32011,31925,42375,50234,43570,35744,25552,28557,28170,38650,44651,32087,57948,31552 ,74085 ,65063
3,2,13 ,18924,34087,31585,31494,41797,49542,42963,35241,25189,28148,27763,38085,44487,31953,57680 ,31392 ,73677
3,2,14 ,16862,22653,33544,31077,30983,41112,48723,42247,34648,24762,27667,27284,37845,44185,31721 ,57235 ,31136
3,2,15 ,16979,19269,22233,32917,30491,30394,40325,47783,41426,33971,24274,27118,27040,37488,43747 ,31393 ,56618
3,2,16 ,11976,18092,18861,21759,32210,29832,29733,39442,46730,40507,33213,23730,26804,26714,37018 ,43179 ,30972
3,2,17 ,35051,8980,17662,18410,21235,31430,29104,29004,38469,45571,39497,32381,23392,26410,26309 ,36440 ,42486
3,2,18 ,30055,26211,8720,17194,17918,20665,30582,28315,28213,37415,44317,38405,31835,22986,25939 ,25828 ,35759
3,2,19 ,30343,22414,25382,8443,16690,17391,20053,29672,27469,27366,36287,42975,37656,31198,22516 ,25397 ,25278
3,2,20 ,31271,22568,21647,24510,8151,16155,16830,19405,28708,26573,26470,35094,42024,36804,30478 ,21987 ,24789
3,2,21 ,35769,23195,21737,20846,23599,7847,15592,16242,18723,27697,25633,25530,34225,40962,35857 ,29681 ,21402
3,2,22 ,34549,26460,22280,20876,20018,22658,7533,15006,15629,18015,26645,24656,24830,33270,39800 ,34825 ,28813
3,2,23 ,33767,25488,25347,21339,19991,19167,21691,7210,14401,14997,17284,25560,23915,24072,32239 ,38549 ,33715
3,2,24 ,25384,24843,24349,24211,20379,19089,18299,20706,6882,13781,14349,16535,24724,23122,23263 ,31140 ,37220
3,2,25 ,18640,18624,23668,23193,23058,19406,18175,17420,19709,6550,13150,13690,15951,23839,22283 ,22409 ,29984
