Notes,,,,,,,,,,,,,,,,,
facility_id,facility_name,ccs_retrofit_eligible,rep_facility,existing_45q,existing_ntc,retrofit_status,years_operating,ng_thruput_mmcf,vintage,state,census_division,avg_co2tputrat_cdvn,med_co2tputrat_cdvn,co2_capture_mmcf,co2_capture_tonnes,throughput_tons,45q_eligible
1012232,WILLIAMS G&B FACILITY  STRAWN BASIN 415,TRUE,FALSE,FALSE,FALSE,FALSE,0,38913.87061,post,OK,7,0.04069,0.01402,545.68861,10167.2,799216.8948,TRUE
1012357,AERA ENERGY SAN JOAQUIN G AND B,TRUE,FALSE,FALSE,FALSE,FALSE,0,38488.64724,post,CA,9,0.03277,0.01402,539.72571,10056.1,790483.6155,TRUE
1009769,"KH EAST HOLLY GAS TREATING FACILITY GLOSTER,LA",TRUE,FALSE,FALSE,FALSE,FALSE,0,38166.38075,post,LA,7,0.04069,0.01402,535.20657,9971.9,783864.8746,TRUE
1008677,AREA 51 CGP FACILITY,TRUE,FALSE,FALSE,FALSE,FALSE,0,37652.7446,post,TX,7,0.04069,0.01402,528.00386,9837.7,773315.765,TRUE
1012500,TARGA RESOURCES CORP. 430 PERMIAN BASIN GB,TRUE,FALSE,FALSE,FALSE,FALSE,0,37274.9809,post,TX,7,0.04069,0.01402,522.70648,9739,765557.2172,TRUE
1011722,MIDMAR EAST GAS PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,36678,post,TX,7,0.04069,0.01402,515.1066,9597.4,753296.3648,TRUE
1010547,OFS GPRP CANADIAN VALLEY,TRUE,FALSE,FALSE,FALSE,FALSE,0,36111.83616,post,OK,7,0.04069,0.01402,506.39572,9435.1,741668.4362,TRUE
1012464,"DIVIDE CREEK GATHERING SYSTEM, LLC",TRUE,FALSE,FALSE,FALSE,FALSE,0,7591.56622,post,CO,8,0.05746,0.06545,496.88514,9257.9,155916.3322,TRUE
1005215,MIVIDA TREATER PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,63476,post,TX,7,0.04069,0.01402,478.16453,8909.1,1303676.32,TRUE
1012472,TARGA RESOURCES CORP. 345 ARKOMA BASIN GB,TRUE,FALSE,FALSE,FALSE,FALSE,0,33744.59356,post,TX,7,0.04069,0.01402,473.19992,8816.6,693049.7752,TRUE
1013904,BIG LAKE CRYO PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,111773,post,TX,7,0.04069,0.01402,453.99626,8458.8,2295604.847,TRUE
1010691,RED BLUFF PROCESSING PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,73455,post,TX,7,0.04069,0.01402,437.05755,8143.2,1508626.001,TRUE
1011670,SILVER PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,30658.94928,post,TX,7,0.04069,0.01402,429.92997,8010.4,629676.5102,TRUE
1013957,PANTHER CREEK PROCESSING FACILITY,TRUE,FALSE,FALSE,FALSE,FALSE,0,30323.28691,post,OK,7,0.04069,0.01402,425.22299,7922.7,622782.6434,TRUE
1011981,VALLEY WELLS TREATER,TRUE,FALSE,FALSE,FALSE,FALSE,0,28114.88112,post,TX,7,0.04069,0.01402,394.25455,7345.7,577426.1885,TRUE
1008920,DCP MIDSTREAM LP CIMARRON PLT,TRUE,FALSE,FALSE,FALSE,FALSE,0,28075.45897,post,OK,7,0.04069,0.01402,393.70173,7335.4,576616.5326,TRUE
1013787,TARGA GATEWAY GAS PROCESSING PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,27689.65775,post,TX,7,0.04069,0.01402,388.29165,7234.6,568692.9093,TRUE
1013558,MENTONE GAS PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,27350.55073,post,TX,7,0.04069,0.01402,383.53635,7146,561728.2959,TRUE
1008081,"VINE OIL & GAS, LP ARKLA BASIN",TRUE,FALSE,FALSE,FALSE,FALSE,0,26831.55623,post,LA,7,0.04069,0.01402,376.2585,7010.4,551069.136,TRUE
1012351,CALIFORNIA RESOURCES PRODUCTION CORPORATION- VENTURA BASIN GATHERING AND BOOSTING,TRUE,FALSE,FALSE,FALSE,FALSE,0,26348.53923,post,CA,9,0.03277,0.01402,369.48516,6884.2,541148.8854,TRUE
1010732,CHISHOLM PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,32775,post,TX,7,0.04069,0.01402,363.84966,6779.2,673136.1676,TRUE
1007489,PITTSBURG GAS PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,24548.89902,post,TX,7,0.04069,0.01402,344.24883,6414,504187.698,TRUE
1011986,STERLING ENERGY INVESTMENTS LLC CENTENNIAL GAS PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,5049,post,CO,8,0.05746,0.06545,341.44182,6361.7,103696.8577,TRUE
1011538,REDTAIL GAS PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,9223,post,CO,8,0.05746,0.06545,336.86901,6276.5,189422.8794,TRUE
1012984,"SOUTHERN ENERGY OPERATING, LLC MIDGULF COAST BASIN",TRUE,FALSE,FALSE,FALSE,FALSE,0,22589.27378,post,MS,6,0.03277,0.01402,316.76904,5902,463940.7224,TRUE
1012558,KINDER MORGAN PRODUCTION 430 PERMIAN BASIN GB,TRUE,FALSE,FALSE,FALSE,FALSE,0,22274.27933,post,TX,7,0.04069,0.01402,312.35188,5819.7,457471.3355,TRUE
1012495,420 FORT WORTH SYNCLINE,TRUE,FALSE,FALSE,FALSE,FALSE,0,22207.68269,post,TX,7,0.04069,0.01402,311.41799,5802.3,456103.5672,TRUE
1012393,ENERGY TRANSFER 230 - ARKLA BASIN,TRUE,FALSE,FALSE,FALSE,FALSE,0,19726.76651,post,TX,7,0.04069,0.01402,276.62814,5154.1,405150.2673,TRUE
1012964,STARTEX GULF COAST BASIN #220,TRUE,FALSE,FALSE,FALSE,FALSE,0,19162.22604,post,TX,7,0.04069,0.01402,268.7116,5006.6,393555.6796,TRUE
1010312,PANOLA COUNTY GAS PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,21778,post,TX,7,0.04069,0.01402,258.93803,4824.5,447278.702,TRUE
1008681,AREA 72 CGP FACILITY,TRUE,FALSE,FALSE,FALSE,FALSE,0,18078.30833,post,TX,7,0.04069,0.01402,253.51184,4723.4,371294.0712,TRUE
1012818,LEWIS ENERGY GROUP - G&B,TRUE,FALSE,FALSE,FALSE,FALSE,0,17124.13924,post,TX,7,0.04069,0.01402,240.13154,4474.1,351697.2528,TRUE
1012358,"MERIT ENERGY CO., SOUTH TEXAS G&B ? 220",TRUE,FALSE,FALSE,FALSE,FALSE,0,16962.24051,post,TX,7,0.04069,0.01402,237.86124,4431.8,348372.1609,TRUE
1009103,STUART PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,16886.45813,post,OK,7,0.04069,0.01402,236.79854,4412,346815.7349,TRUE
1012233,WILLIAMS G&B FACILITY ? ANADARKO BASIN 360,TRUE,FALSE,FALSE,FALSE,FALSE,0,16369.76007,post,OK,7,0.04069,0.01402,229.55289,4277,336203.7394,TRUE
1013867,ST. LAWRENCE GAS PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,14278.85525,post,TX,7,0.04069,0.01402,200.23217,3730.7,293260.5309,TRUE
1010351,RAWHIDE GAS PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,16907,post,TX,7,0.04069,0.01402,199.04603,3708.6,347237.6258,TRUE
1012788,BEARKAT CRYOGENIC PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,37379,post,TX,7,0.04069,0.01402,197.88136,3686.9,767693.5716,TRUE
1010222,GULF COAST BASIN,TRUE,FALSE,FALSE,FALSE,FALSE,0,12319.23001,post,TX,7,0.04069,0.01402,172.75237,3218.7,253013.5553,TRUE
1008680,AREA 71 CGP FACILITY,TRUE,FALSE,FALSE,FALSE,FALSE,0,10549.44346,post,TX,7,0.04069,0.01402,147.93468,2756.3,216665.5055,TRUE
1009878,CONTURA PENNSYLVANIA LAND LLC,TRUE,FALSE,FALSE,FALSE,FALSE,0,10092.45273,post,PA,2,0.03277,0.01402,141.52631,2636.9,207279.785,TRUE
1012822,"URBAN 220 GULF COAST BASIN (LA, TX) GB",TRUE,FALSE,FALSE,FALSE,FALSE,0,9448.30248,post,TX,7,0.04069,0.01402,132.4934,2468.6,194050.1639,TRUE
1012478,ENTERPRISE PRODUCTS OPERATING LLC 220 GULF COAST BASIN,TRUE,FALSE,FALSE,FALSE,FALSE,0,8675.16908,post,TX,7,0.04069,0.01402,121.65176,2266.6,178171.4743,TRUE
1012457,"WTG GAS PROCESSING, L.P. 430 PERMIAN BASIN GB",TRUE,FALSE,FALSE,FALSE,FALSE,0,8552.69251,post,TX,7,0.04069,0.01402,119.93428,2234.6,175656.0384,TRUE
1013511,TARGA FALCON GAS PROCESSING PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,7998.10325,post,TX,7,0.04069,0.01402,112.15728,2089.7,164265.8298,TRUE
1009706,"SILVERBOW RESOURCES, LLC - BASIN 220",TRUE,FALSE,FALSE,FALSE,FALSE,0,7461.88549,post,TX,7,0.04069,0.01402,104.63791,1949.6,153252.9367,TRUE
1010634,DEADWOOD CRYO PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,5311,post,TX,7,0.04069,0.01402,98.75014,1839.9,109077.8394,TRUE
1008293,MARATHON OIL EF - GULF COAST BASIN (AAPG BASIN NUMBER 220),TRUE,FALSE,FALSE,FALSE,FALSE,0,6660.04664,post,TX,7,0.04069,0.01402,93.39373,1740.1,136784.6918,TRUE
1011998,"RANGE RESOURCES-LOUISIANA, INC.-BASIN 230 (HOUSTON, TX)",TRUE,FALSE,FALSE,FALSE,FALSE,0,6516.13667,post,TX,7,0.04069,0.01402,91.37568,1702.5,133829.0546,TRUE
1011762,CARMEN GAS PROCESSING PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,6461.78768,post,OK,7,0.04069,0.01402,90.61355,1688.3,132712.8298,TRUE
1012518,EGG 360 ANADARKO GB,TRUE,FALSE,FALSE,FALSE,FALSE,0,6366.4856,post,OK,7,0.04069,0.01402,89.27713,1663.4,130755.5062,TRUE
1012873,"LONESTAR RESOURCES 220 GULF COAST BASIN (LA, TX)",TRUE,FALSE,FALSE,FALSE,FALSE,0,6302.18539,post,TX,7,0.04069,0.01402,88.37545,1646.6,129434.9023,TRUE
1012146,COASTAL BASIN GATHERING & BOOSTING - CHEVRON USA INC.,TRUE,FALSE,FALSE,FALSE,FALSE,0,6036.94706,post,CA,9,0.03277,0.01402,84.65602,1577.3,123987.4113,TRUE
1011129,TARGA SILVER OAK GAS PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,5756.01641,post,TX,7,0.04069,0.01402,80.71653,1503.9,118217.63,TRUE
1010777,BUFFALO CREEK PROCESSING PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,38942,post,OK,7,0.04069,0.01402,80.00807,1490.7,799794.619,TRUE
1006160,MIDMAR WEST GAS PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,24869,post,TX,7,0.04069,0.01402,74.58188,1389.6,510761.9634,TRUE
1013737,APR - BASIN 430 - GATHERING & BOOSTING,TRUE,FALSE,FALSE,FALSE,FALSE,0,5147.07817,post,TX,7,0.04069,0.01402,72.1774,1344.8,105711.1968,TRUE
1011160,OAK GROVE PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,224286,post,WV,5,0.00017,0.00017,38.75617,722.1,4606407.887,TRUE
1011497,NATRIUM EXTRACTION AND FRACTIONATION FACILITY,TRUE,FALSE,FALSE,FALSE,FALSE,0,127626.5301,post,WV,5,0.00017,0.00017,22.05361,410.9,2621206.205,TRUE
1012675,EAST TOYAH GAS PROCESSING PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,131281,post,TX,7,0.04069,0.01402,2.66747,49.7,2696262.066,TRUE
1011930,PECOS GAS PROCESSING PLANT,TRUE,FALSE,FALSE,FALSE,FALSE,0,71939,post,TX,7,0.04069,0.01402,2.16833,40.4,1477490.244,TRUE
