"note:100% cf, tons per year",,,,,,,CAPEX,,,,,,INCREMENTAL OPEX,,,,,,PARASITIC LOAD,,,,REPORTING METRICS,,,,,
facility_id,facility_name,state,co2_capture_tons,ng_thruput_tons,dry_cooling_systempref,ccs_retrofit_applicable,compressors_mm2018$,after_cooler_mm2018$,cool_water_sys_mm2018$,plant_balance_mm2018$,tpc_mm2018$,total_cap_mm2018$,fixed_labor_mm2018$,fixed_taxinsur_mm2018$,fixed_omcost_mm2018$,variable_chemwaste_mm2018$,variable_maintenance_mm2018$,total_om_cost_mm2018$,cool_systemload_MW,CCSretfit_Elec_LoadMW,misc_parasitic_loadMW,tot_parasitic_retfitloadMW,power_cost_mm2018$,tot_incremental_costmm2018$,co2_ts_$ton,tot_increment_cop$ton,cost_co2_capture$tonne,cost_co2_avoid$Tonne
1010547,OFS GPRP CANADIAN VALLEY,OK,16792.7082,1197513.129,Y,TRUE,2.724566062,0.014581434,0.281193833,1.459662257,4.480003585,5.443863082,0.088428567,0.089602758,0.178031326,0.044858907,0.050599223,0.05829023,0.004738559,0.14103175,0,0.145770309,0.035062643,0.600561525,0.127214528,0.94850044,64.55912898,74.55912898
1011722,MIDMAR EAST GAS PLANT,TX,17081.57175,1216287.822,Y,TRUE,2.753059936,0.014756562,0.284571074,1.477193337,4.52958091,5.50410682,0.08940715,0.090594335,0.180001484,0.045355331,0.051159172,0.058935291,0.00482007,0.143457739,0,0.148277809,0.04187798,0.613634876,0.127405367,0.953616091,64.8489731,74.8489731
1012500,TARGA RESOURCES CORP. 430 PERMIAN BASIN GB,TX,17333.59319,1236084.446,Y,TRUE,2.777766501,0.01490863,0.287503604,1.492415941,4.572594676,5.556374871,0.090256177,0.091454636,0.181710813,0.045786034,0.051644989,0.059494951,0.004891185,0.145574314,0,0.1504655,0.042495848,0.619682256,0.127214528,0.948204911,64.53589826,74.53589826
1008677,AREA 51 CGP FACILITY,TX,17509.26068,1248611.557,Y,TRUE,2.794905019,0.015014234,0.289540113,1.50298735,4.602446716,5.592649488,0.090845412,0.092051694,0.182897106,0.046084947,0.051982152,0.059883362,0.004940755,0.147049639,0,0.151990394,0.042926523,0.623881074,0.127214528,0.945475074,64.32131294,74.32131294
1009769,"KH EAST HOLLY GAS TREATING FACILITY GLOSTER,LA",LA,17748.11151,1265644.367,N,TRUE,2.818100656,0.015157313,0.132863319,1.517310151,4.483431438,5.448028427,0.088496228,0.089671318,0.178167546,0.04489323,0.050637939,0.05833483,0.002703338,0.149055602,0,0.15175894,0.039801633,0.605733204,0.127214528,0.910981288,61.60984697,71.60984697
1012357,AERA ENERGY SAN JOAQUIN G AND B,CA,17897.97171,1276331.122,Y,TRUE,2.832591965,0.015246789,0.294024788,1.526267061,4.668130602,5.672465069,0.092141913,0.093365412,0.185507325,0.046742649,0.052724016,0.060737989,0.005050441,0.150314186,0,0.155364628,0.12671772,0.715963373,0.127214528,1.045852931,72.21175267,82.21175267
1012232,WILLIAMS G&B FACILITY  STRAWN BASIN 415,OK,18095.70887,1290432.055,Y,TRUE,2.851640714,0.015364507,0.296294912,1.538051154,4.701351287,5.712833085,0.09279764,0.094029845,0.186827485,0.047075292,0.053099226,0.06117023,0.005106239,0.151974861,0,0.157081099,0.037783267,0.631222278,0.127214528,0.9282732,62.9691188,72.9691188
1013774,BLACK RIVER GAS PROCESSING PLANT,NM,18252.33237,278864.8303,Y,TRUE,2.866671278,0.015457475,0.298087751,1.547357689,4.727574194,5.744697772,0.093315241,0.094554319,0.18786956,0.047337866,0.053395399,0.061511421,0.005150435,0.153290246,0,0.158440681,0.046769469,0.643518528,0.593773588,4.372839445,63.64489655,73.64489655
1004837,KEATCHIE GAS PLANT,LA,19142.77252,1365099.729,N,TRUE,2.951186407,0.015981557,0.140088337,1.599820459,4.70707676,5.719790376,0.092910652,0.094144358,0.18705501,0.047132622,0.053163892,0.061244725,0.002915768,0.160768512,0,0.16368428,0.042929277,0.637091,0.127214528,0.891497599,60.07828537,70.07828537
1010881,HEREFORD RANCH PROCESSING PLANT,CO,20028.76315,199663.8032,Y,TRUE,3.033770403,0.016495808,0.31811135,1.651299126,5.019676686,6.099645251,0.099080907,0.100396544,0.199477451,0.050262729,0.056694539,0.065312026,0.005651707,0.168209409,0,0.173861116,0.069624121,0.703244497,0.910020224,6.678005641,63.38304648,73.38304648
1008831,CATCHER RANCH GAS PLANT,OK,20924.54274,1492160.427,Y,TRUE,3.115830584,0.017008848,0.328004994,1.702656508,5.163500933,6.274412858,0.101919782,0.103273115,0.205192898,0.051702862,0.058318957,0.067183352,0.005904478,0.175732517,0,0.181636995,0.043689782,0.695464709,0.127214528,0.890481955,59.99844828,69.99844828
1010313,PANOLA II GAS PLANT,TX,21514.19459,1534209.383,Y,TRUE,3.169100389,0.017342962,0.33444818,1.736102747,5.256994278,6.388021019,0.103765201,0.105143038,0.208908239,0.052639024,0.059374913,0.068399813,0.006070865,0.180684645,0,0.18675551,0.052745206,0.716321547,0.127214528,0.89182551,60.10406158,70.10406158
1011281,NORTH LOUISIANA GAS PLANT,LA,21665.65663,1545010.367,N,TRUE,3.18269134,0.017428339,0.152770286,1.744649372,5.097539338,6.194259821,0.100617799,0.101953844,0.202571643,0.051042379,0.057573956,0.066325112,0.003300046,0.181956682,0,0.185256729,0.048587057,0.692035828,0.127214528,0.860738535,57.66039606,67.66039606
1013185,TARGA OAHU GAS PROCESSING PLANT,TX,21915.72028,1562842.78,Y,TRUE,3.205049173,0.017568906,0.338805379,1.758720733,5.320144192,6.46475745,0.105011686,0.106406074,0.21141776,0.053271353,0.060088158,0.069221469,0.006184168,0.184056815,0,0.190240982,0.053729605,0.725277191,0.127214528,0.887201032,59.74054351,69.74054351
1010782,BUCKING HORSE PLANT,WY,22396.98156,1236051.918,N,TRUE,3.247800024,0.01783809,0.156362007,1.785667129,5.20766725,6.328081427,0.102791559,0.104156468,0.206948027,0.052145105,0.058817791,0.067758009,0.003411439,0.188098636,0,0.191510075,0.065888149,0.723238071,0.164380021,1.122592268,58.29250049,68.29250049
1012150,LINCOLN PARISH GAS PROCESSING PLANT,LA,22599.70219,531342.4877,N,TRUE,3.265700459,0.017950957,0.157351357,1.796965589,5.237968363,6.364901735,0.103389658,0.104762509,0.208152167,0.052448515,0.059160026,0.068152263,0.003442317,0.189801163,0,0.19324348,0.050681733,0.711856484,0.385855259,2.579847317,56.8604938,66.8604938
1013973,TRIDENT GAS PLANT,TX,22967.23346,1637827.757,Y,TRUE,3.297994964,0.018154813,0.350104225,1.817372444,5.483626447,6.663412428,0.108238581,0.109675818,0.217914399,0.054908324,0.061934601,0.071348569,0.006480883,0.192887835,0,0.199368718,0.056307544,0.748491059,0.127214528,0.875617564,58.82999749,68.82999749
1012272,BASIN 540 DENVER JULESBURG ? NBL MIDSTREAM HOLDINGS LLC,CO,23103.74507,352986.2277,Y,TRUE,3.309938653,0.018230281,0.351559584,1.824927132,5.50465565,6.688966001,0.108653666,0.110096414,0.21875008,0.055118892,0.062172115,0.071622185,0.006519404,0.194034313,0,0.200553717,0.080313393,0.775151368,0.593773588,4.189990736,60.56546168,70.56546168
1012461,WTG SOUTH PERMIAN MIDSTREAM LLC 430 PERMIAN BASIN GB,TX,23406.31318,1669139.188,Y,TRUE,3.336313306,0.018397076,0.354776121,1.841624007,5.55111051,6.745415487,0.109570615,0.111025539,0.220596155,0.055584051,0.062696797,0.072226618,0.006604782,0.196575399,0,0.203180181,0.057384012,0.75808586,0.127214528,0.870991954,58.46639044,68.46639044
1012591,EMP 345 ARKOMA GB,OK,23518.79733,1677160.601,Y,TRUE,3.346084523,0.01845892,0.35596873,1.847814778,5.568326952,6.766335995,0.109910442,0.111369878,0.221280321,0.055756442,0.062891248,0.072450625,0.006636523,0.197520085,0,0.204156608,0.049106504,0.751981537,0.127214528,0.861474201,57.71822489,67.71822489
1012465,TARGA BUFFALO GAS PROCESSING PLANT,TX,23675.5988,1688342.348,Y,TRUE,3.35967512,0.018544981,0.357628362,1.856429837,5.592278299,6.795440404,0.110383206,0.11184892,0.222232126,0.05599627,0.063161765,0.072762261,0.006680769,0.198836965,0,0.205517734,0.058044206,0.763942553,0.127214528,0.868213045,58.24794768,68.24794768
1012622,SUMMIT MIDSTREAM 415 STRAWN BASIN GB,CO,24155.61421,369057.0128,Y,TRUE,3.401063356,0.018807383,0.362688623,1.882697383,5.665256744,6.884119945,0.111823691,0.113308532,0.225132224,0.056727013,0.063986018,0.073711798,0.00681622,0.202868323,0,0.209684543,0.083969908,0.79908013,0.593773588,4.139571828,59.71633485,69.71633485
1012906,ARROWHEAD GAS PLANT,TX,24941.04543,7796140.31,Y,TRUE,3.468100139,0.019233396,0.370904011,1.925343029,5.783580575,7.027900798,0.114159227,0.11567508,0.229834307,0.057911806,0.065322421,0.075251333,0.007037853,0.209464682,0,0.216502535,0.061146634,0.791192557,0.029022262,0.195217929,57.26489087,67.26489087
1013618,JACKSON LAKE GAS PLANT,CO,25417.50122,388336.5163,Y,TRUE,3.508364685,0.019489859,0.375849754,1.951016115,5.854720413,7.11434616,0.115563421,0.117097919,0.23266134,0.05862414,0.066125908,0.076176948,0.007172299,0.213466145,0,0.220638443,0.088356488,0.827382202,0.593773588,4.082887072,58.76168215,68.76168215
1012737,"SWG PIPELINE, LLC G&B 415 - STRAWN BASIN",TX,25419.10305,1812674.243,Y,TRUE,3.508499554,0.019490719,0.375866334,1.951102182,5.854958789,7.114635823,0.115568126,0.117102687,0.232670813,0.058626527,0.0661286,0.076180049,0.007172751,0.213479597,0,0.220652348,0.062318662,0.801374466,0.127214528,0.851205061,56.91099477,66.91099477
1010592,ZIDER,TX,26382.6935,1881389.319,Y,TRUE,3.589040515,0.020005025,0.385784403,2.002586351,5.997416294,7.287742638,0.118380024,0.119951923,0.238331946,0.060052974,0.06773758,0.078033593,0.007444656,0.221572208,0,0.229016864,0.064681046,0.82171888,0.127214528,0.842470911,56.22442614,66.22442614
1013949,XTO - BOYSCOUT BOARDWALK,AR,26429.68055,1884740.035,N,TRUE,3.592938288,0.020029958,0.175575103,2.005082281,5.79362563,7.040107016,0.114357501,0.115875987,0.230233488,0.058012389,0.065435875,0.075382031,0.004025688,0.221966824,0,0.225992511,0.070774868,0.802088752,0.127214528,0.824142861,54.78370626,64.78370626
1012566,"KINDER MORGAN, INC. 345 ARKOMA BASIN",TX,26877.48135,1916673.38,Y,TRUE,3.629950623,0.020266918,0.39083484,2.028802904,6.069855286,7.375766664,0.119809861,0.121400746,0.241210607,0.060778315,0.06855574,0.078976111,0.007584275,0.22572763,0,0.233311906,0.065894091,0.832075705,0.127214528,0.838152779,55.88498911,65.88498911
1012433,MERIT ENERGY 345 ARKOMA BASIN GB,TX,29976.31276,2137655.681,Y,TRUE,3.879791608,0.021875624,0.421857739,2.189841124,6.513366095,7.91469751,0.128564101,0.130271228,0.258835329,0.065219252,0.073564955,0.08474672,0.008458702,0.251752832,0,0.260211534,0.073491331,0.89565613,0.127214528,0.813367107,53.93665251,63.93665251
1004110,WEST FRENCHIE DRAW AMINE PLANT,WY,30100.00973,459877.3426,N,TRUE,3.889549817,0.021938774,0.192307064,2.196162667,6.299958321,7.655375686,0.124351751,0.126002945,0.250354695,0.06308237,0.071154629,0.081970028,0.004584741,0.252791688,0,0.257376429,0.088549161,0.883776067,0.593773588,3.740923089,53.00251755,63.00251755
1012804,"ENLINK NORTH TEXAS GATHERING, LP G&B 415 - STRAWN BASIN",TX,30525.20691,2176798.144,Y,TRUE,3.92297415,0.022155254,0.427250229,2.217833254,6.590212887,8.008077662,0.130080942,0.13180821,0.261889152,0.065988729,0.074432898,0.085746589,0.008613589,0.25636266,0,0.264976249,0.074837025,0.90670199,0.127214528,0.809338891,53.62000502,63.62000502
1005897,Jal #3 Gas Plant,NM,30565.73,5098644.364,Y,TRUE,3.957091626,0.022376505,0.431516907,2.23998135,6.650966388,8.081902098,0.130080942,0.13180821,0.261889152,0.065988729,0.074432898,0.085746589,0.008613589,0.25636266,0,0.264976249,0.074837025,0.90670199,0.127214528,0.809338891,53.62000502,63.62000502
1012809,RIPTIDE GAS PLANT,TX,30961.61692,3744931.566,Y,TRUE,3.957091626,0.022376505,0.431516907,2.23998135,6.650966388,8.081902098,0.131280125,0.133023316,0.264303441,0.066597063,0.075119076,0.086537065,0.008736735,0.260027803,0,0.268764537,0.075906948,0.915440665,0.075002545,0.475319021,53.37371908,63.37371908
1006483,"SCISSORTAIL ENERGY FEATHERSTON STATION QUINTON, OK",OK,31424.90209,2240956.752,Y,TRUE,3.993105546,0.022610359,0.436026642,2.263391146,6.715133693,8.159874809,0.132546691,0.134306701,0.266853392,0.067239579,0.075843811,0.087371958,0.008867464,0.263918653,0,0.272786118,0.0656142,0.913247584,0.127214528,0.794593022,52.46087097,62.46087097
1013364,ROADRUNNER GAS PROCESSING PLANT,NM,31917.37619,487643.6347,Y,TRUE,4.031162187,0.022857816,0.440798695,2.288162623,6.782981321,8.242319653,0.133885902,0.135663694,0.269549596,0.067918947,0.076610114,0.088254738,0.00900643,0.268054644,0,0.277061074,0.081784547,0.937982156,0.593773588,3.743763533,53.0503547,63.0503547
1013647,IRON HORSE PROCESSING PLANT,OK,31927.87708,2276824.651,Y,TRUE,4.031971155,0.02286308,0.440900207,2.288689564,6.784424007,8.244072728,0.133914378,0.135692549,0.269606927,0.067933393,0.076626408,0.088273509,0.009009393,0.268142835,0,0.277152228,0.066664396,0.923044111,0.127214528,0.791125769,52.18831931,62.18831931
1011365,REBEL GAS PLANT,TX,32157.82885,3807904.754,Y,TRUE,4.04966025,0.022978221,0.443120637,2.300215698,6.815974807,8.282411589,0.134537144,0.136323584,0.270860728,0.068249315,0.076982757,0.088684023,0.009074281,0.27007406,0,0.279148341,0.078839638,0.939201926,0.076612017,0.480527079,52.72215493,62.72215493
1012572,MARATHON OIL EF - GULF COAST BASIN (AAPG BASIN NUMBER 220) - GB,TX,32513.07941,2318556.304,Y,TRUE,4.076891319,0.023155618,0.446541623,2.317973853,6.864562412,8.341452674,0.135496191,0.137295365,0.272791556,0.06873583,0.077531528,0.089316206,0.009174525,0.273057593,0,0.282232119,0.079710586,0.946205958,0.127214528,0.795535643,52.53496797,62.53496797
1013662,TAYLOR GAS PLANT,TX,33225.36034,2369350.122,Y,TRUE,4.131142798,0.02350956,0.453367164,2.353404878,6.9614244,8.459154231,0.137408101,0.139232663,0.276640764,0.069705722,0.078625532,0.090576497,0.009375517,0.279039608,0,0.288415125,0.081456848,0.960178849,0.127214528,0.790865973,52.16789746,62.16789746
1013266,CAYMUS PLANT,TX,36057.04191,3229838.084,Y,TRUE,4.342478212,0.024894807,0.480080802,2.492073951,7.339527772,8.918605424,0.144871296,0.146794957,0.291666253,0.073491725,0.082896005,0.095496076,0.010174559,0.30282118,0,0.31299574,0.088399131,1.014848111,0.10127578,0.615837468,50.80797091,60.80797091
1010032,LANCASTER RANCH COMPRESSOR STATION AND TREATING FACILITY,TX,36634.23508,2612442.076,Y,TRUE,4.384750016,0.0251731,0.485447493,2.519932159,7.415302767,9.010683185,0.146366981,0.148310502,0.294677484,0.07425047,0.083751843,0.096481999,0.010337431,0.307668675,0,0.318006106,0.089814204,1.02582806,0.127214528,0.770264991,50.54850836,60.54850836
1011130,TARGA TUPELO GAS PROCESSING PLANT,OK,36648.11761,2613432.06,Y,TRUE,4.385763517,0.025179777,0.485576258,2.52060057,7.417120122,9.012891538,0.146402853,0.148346851,0.294749704,0.074268668,0.083772369,0.096505645,0.010341349,0.307785266,0,0.318126615,0.076520108,1.012763363,0.127214528,0.761834768,49.88583064,59.88583064
1011285,RIDGE AMINE PLANT,TX,37856.78823,2699624.169,Y,TRUE,4.473437638,0.025758249,0.496731737,2.578508072,7.574435696,9.204053092,0.149508027,0.151493256,0.301001284,0.075843891,0.085549164,0.09855251,0.010682411,0.317936156,0,0.328618567,0.092811473,1.048912253,0.127214528,0.763501457,50.01684471,60.01684471
1013406,BELLE ISLE BATTERY I PRODUCTION FACILITY,LA,38104.00418,2717253.508,N,TRUE,4.49123486,0.02587588,0.226818265,2.59028345,7.334212454,8.912146531,0.14476638,0.146688648,0.291455027,0.073438502,0.082835972,0.095426917,0.005803885,0.320012372,0,0.325816257,0.085451434,1.011229476,0.127214528,0.736662608,47.90711324,57.90711324
1011949,KDB CENTRAL TREATING FACILITY PLANT,TX,38388.77416,2737560.881,Y,TRUE,4.511679902,0.026011097,0.501607757,2.603819232,7.643117989,9.287512176,0.150863713,0.152866943,0.303730656,0.076531616,0.086324893,0.099446149,0.010832526,0.322403983,0,0.333236509,0.094115715,1.058886077,0.127214528,0.760650324,49.79272465,59.79272465
1012983,BRAZOS MIDSTREAM - COMANCHE PLANT,TX,38739.39721,2762564.335,Y,TRUE,4.536771794,0.026177171,0.504810377,2.620443864,7.688203206,9.342297344,0.151753628,0.153768675,0.305522302,0.076983061,0.086834106,0.100032762,0.010931465,0.325348652,0,0.336280117,0.094975318,1.065436667,0.127214528,0.758800374,49.64730495,59.64730495
1011510,TARGA GAS PROCESSING LLC - HIGH PLAINS HOPSON GAS PLANT,TX,39213.8952,2287661.041,Y,TRUE,4.570588057,0.026401202,0.509130672,2.642870286,7.748990217,9.4161625,0.152953472,0.154984452,0.307937924,0.07759173,0.087520663,0.100823674,0.011065359,0.329333673,0,0.340399031,0.09613862,1.07427295,0.155505073,0.924529465,49.45333161,59.45333161
1012390,ENERGY TRANSFER 430 - PERMIAN BASIN,TX,39506.49637,2817267.323,Y,TRUE,4.591361467,0.026538946,0.511786981,2.656659044,7.786346438,9.461555801,0.153690828,0.155731598,0.309422426,0.077965783,0.087942581,0.101309723,0.011147925,0.331791052,0,0.342938977,0.096855975,1.079705681,0.127214528,0.754831211,49.33529945,59.33529945
1012769,"SWG PIPELINE, LLC G&B 420 - FORT WORTH SYNCLINE",TX,40095.61428,2859278.202,Y,TRUE,4.633005139,0.026815353,0.517117319,2.684328543,7.861266353,9.552594515,0.155169635,0.157230042,0.312399677,0.078715967,0.088788761,0.102284522,0.011314162,0.336738695,0,0.348052857,0.098300284,1.090606931,0.127214528,0.751853376,49.10121966,59.10121966
1012284,"SCISSORTAIL ENERGY CABLE COMPRESSOR STATION MCALESTER, OK",OK,40393.19891,2880499.407,Y,TRUE,4.653950093,0.026954512,0.519800923,2.698258993,7.898964521,9.598403332,0.155913741,0.157984028,0.313897768,0.079093444,0.089214542,0.10277502,0.011398134,0.339237928,0,0.350636062,0.084339719,1.081404906,0.127214528,0.74201996,48.32824064,58.32824064
1010119,O'CONNOR GAS PLANT,CO,43881.45328,670434.5384,Y,TRUE,4.895139828,0.028563565,0.550830494,2.859331844,8.33386573,10.12687225,0.16449804,0.166682313,0.331180352,0.083448171,0.094126516,0.108433607,0.012382448,0.368533656,0,0.380916104,0.152541002,1.204502606,0.593773588,3.535948684,49.55045418,59.55045418
1005391,XTO - FARRAR PLANT,TX,44387.27597,3165323.014,Y,TRUE,4.929482978,0.028793645,0.555267453,2.882363866,8.395907943,10.20226266,0.16572266,0.167923194,0.333645854,0.084069408,0.094827249,0.109240851,0.012525181,0.372781753,0,0.385306934,0.108821922,1.168614949,0.127214528,0.731817883,47.52628217,57.52628217
r4,REP_FACILITY_CDIV4,KS,44764.92751,5762598.02,Y,TRUE,4.955024436,0.028964913,0.558570239,2.899508454,8.442068041,10.25835396,0.166633791,0.168846424,0.335480215,0.084531616,0.095348603,0.109841449,0.012631746,0.375953419,0,0.388585165,0.142945046,1.208564738,0.070471873,0.413926003,48.73634224,58.73634224
1012392,ENERGY TRANSFER 220 - GULF COAST BASIN,TX,44821.90617,3196317.143,Y,TRUE,4.958870727,0.028990715,0.559067824,2.902091391,8.449020658,10.26680242,0.166771026,0.16898548,0.335756506,0.084601233,0.095427129,0.109931911,0.012647824,0.376431948,0,0.389079773,0.109887482,1.176384785,0.127214528,0.72993603,47.37835467,57.37835467
1009772,"KH NORTH ELM GROVE GAS TREATING FACILITY HAUGHTON, LA",LA,44939.37379,3204693.934,N,TRUE,4.966794258,0.029043879,0.25458775,2.907413287,8.157839174,9.912974099,0.161023539,0.163161676,0.324185215,0.081685592,0.092138391,0.10614329,0.006845027,0.377418487,0,0.384263515,0.100780325,1.130522567,0.127214528,0.704924453,45.41226022,55.41226022
1011614,LONESTAR PROCESSING FACILITY,TX,45574.76682,3250004.762,Y,TRUE,5.009514155,0.029330727,0.565624733,2.936127956,8.540597571,10.37808183,0.168578617,0.170817073,0.33939569,0.085518206,0.096461441,0.111123437,0.012860266,0.382754767,0,0.395615034,0.11173323,1.189790042,0.127214528,0.726734262,47.12667208,57.12667208
1013903,BATTLE HORSE PLANT,TX,46610.26169,3323847.449,Y,TRUE,5.078640019,0.029795644,0.574590382,2.982668161,8.665694206,10.53009264,0.171047837,0.173319081,0.344366918,0.086770816,0.09787434,0.112751095,0.013152462,0.391451259,0,0.404603721,0.114271898,1.208119324,0.127214528,0.722446017,46.7895844,56.7895844
1006697,NGPL INTERCONNECT,TX,46943.79854,3347632.46,Y,TRUE,5.100777852,0.029944734,0.577465486,2.997592678,8.705780751,10.57880368,0.171839086,0.174120836,0.345959922,0.087172208,0.098327095,0.113272669,0.013246579,0.394252433,0,0.407499012,0.115089613,1.213997056,0.127214528,0.721092222,46.68316615,56.68316615
1008924,NATIONAL HELIUM PLANT,KS,48268.69091,3442112.516,Y,TRUE,5.188115762,0.03053385,0.588826215,3.056565619,8.864041446,10.7711137,0.174962915,0.177286145,0.35224906,0.088756895,0.100114565,0.115331831,0.013620437,0.405379398,0,0.418999835,0.154133394,1.273017662,0.127214528,0.732871216,47.60908193,57.60908193
1013052,NEWBERRY GAS PLANT,TX,48317.81373,3445615.538,Y,TRUE,5.191335875,0.030555599,0.589245623,3.058742744,8.869879841,10.7782082,0.175078156,0.177402916,0.352481072,0.088815355,0.100180506,0.115407795,0.013634298,0.405791951,0,0.419426249,0.118458212,1.238079445,0.127214528,0.715650003,46.25536755,56.25536755
1011530,HAWKVILLE NORTH EAST CENTRAL DELIVERY POINT,TX,48818.65295,3481331.131,Y,TRUE,5.224094487,0.030776963,0.593514491,3.080902209,8.92928815,10.85039804,0.176250787,0.178591118,0.354841905,0.089410219,0.100851491,0.116180769,0.013775625,0.409998195,0,0.42377382,0.119686093,1.246806278,0.127214528,0.713718284,46.10352019,56.10352019
1010154,HAWKVILLE GAS TREATING FACILITY,TX,51367.52232,3663094.817,Y,TRUE,5.388820871,0.031893174,0.615039921,3.192639571,9.228393537,11.21385506,0.18215468,0.184573405,0.366728085,0.092405204,0.104229725,0.120072489,0.014494863,0.4314046,0,0.445899463,0.125935021,1.290810479,0.127214528,0.704288482,45.36226824,55.36226824
1009130,WARNER CO2 TREATMENT PLANT,MI,53455.95422,3812024.018,N,TRUE,5.521426598,0.032795402,0.2874722,3.282956436,9.124650637,11.08779218,0.180106951,0.182498485,0.362605435,0.091366411,0.103058005,0.118722669,0.008142247,0.44894407,0,0.457086317,0.184270468,1.336050737,0.127214528,0.70117829,45.11778421,55.11778421
1010780,TARGA DRIVER JOHNSON GAS PROCESSING PLANT,TX,53506.14493,3815603.193,Y,TRUE,5.524588358,0.032816954,0.632854447,3.285113829,9.475373588,11.51397214,0.187029697,0.189513154,0.376542851,0.09487825,0.107019231,0.123285996,0.015098339,0.449365592,0,0.46446393,0.131178168,1.327229259,0.127214528,0.696853763,44.77784448,54.77784448
1013919,LATHAM GAS PLANT,CO,56954.17553,870163.6689,Y,TRUE,5.739106549,0.034283378,0.661133512,3.431908955,9.866432394,11.98916609,0.194748612,0.197334565,0.392083177,0.098793976,0.111436029,0.128374141,0.016071303,0.478323505,0,0.494394808,0.197984486,1.443397885,0.593773588,3.310227048,45.74897765,55.74897765
1004144,XTO - NEW TEAGUE PLANT,TX,57208.51073,4079624.434,Y,TRUE,5.75472642,0.034390473,0.663198786,3.442629683,9.894945362,12.02381354,0.195311416,0.197904841,0.393216257,0.099079481,0.111758068,0.128745129,0.016143071,0.480459512,0,0.496602583,0.140255061,1.389267576,0.127214528,0.684891699,43.83753803,53.83753803
1009776,"KH PLANTATION WEST GAS TREATING FACILITY COUSHATTA, LA",LA,57425.46986,4095096.114,N,TRUE,5.768029466,0.034481718,0.302253809,3.451763639,9.556528632,11.61258745,0.188631576,0.191136304,0.37976788,0.095690866,0.107935834,0.124341921,0.008746871,0.48228162,0,0.491028491,0.128781446,1.335076521,0.127214528,0.661113654,41.96840836,51.96840836
1013745,"GEMINI ARKLATEX, LLC",TX,58599.61212,4178825.954,Y,TRUE,5.839685823,0.034973736,0.674446634,3.501016668,10.05012286,12.21237701,0.198374387,0.201008484,0.399382872,0.100633295,0.113510714,0.130764175,0.016535611,0.492142527,0,0.508678138,0.14366555,1.412265706,0.127214528,0.680665661,43.5053403,53.5053403
1013724,SCM PECOS GAS PROCESSING PLANT,TX,58878.68671,4198727.18,Y,TRUE,5.856634752,0.035090244,0.676693419,3.512679608,10.08109802,12.25001639,0.198985791,0.201628006,0.400613797,0.100943454,0.113860562,0.131167199,0.01661436,0.494486305,0,0.511100665,0.144349743,1.41685981,0.127214528,0.679834245,43.43998486,53.43998486
1013722,PONDEROSA GATHERING LLC,TX,59225.75013,4223476.791,Y,TRUE,5.877669174,0.035234905,0.679483119,3.527160794,10.11954799,12.29673876,0.199744736,0.202397029,0.402141764,0.101328459,0.114294833,0.131667479,0.016712294,0.497401079,0,0.514113374,0.14520062,1.422564124,0.127214528,0.678807712,43.35929179,53.35929179
1010358,TENAHA PLANT,TX,60790.56121,4335065.809,Y,TRUE,5.971916731,0.035884014,0.692000773,3.592139271,10.29194079,12.50622135,0.203147512,0.205844988,0.408992499,0.103054652,0.116241917,0.133910517,0.017153852,0.510542977,0,0.527696829,0.149036984,1.44816117,0.127214528,0.674278803,43.00328613,53.00328613
1012200,KINDERHAWK FIELD SERVICES LLC 230 ARKLA BASIN,TX,62814.20794,4479375.083,Y,TRUE,6.092408312,0.036716073,0.708046523,3.675431905,10.51260281,12.77435816,0.20750305,0.210258361,0.41776141,0.105264172,0.118734176,0.136781595,0.017724884,0.527538356,0,0.545263239,0.153998251,1.480976015,0.127214528,0.668651298,42.56092275,52.56092275
1011948,DUBBERLY REFRIGERATION PLANT,LA,63068.00919,327268.2401,N,TRUE,6.107412518,0.036819856,0.322749054,3.685821041,10.15280247,12.33714784,0.200401129,0.203062138,0.403463267,0.10166144,0.114670425,0.13210016,0.009606326,0.529669878,0,0.539276204,0.141435315,1.422996443,1.748241856,8.86885029,40.7301107,50.7301107
1010643,WOODSBORO PLANT,TX,63583.08691,2121819.212,Y,TRUE,6.137790656,0.037030095,0.714102246,3.706866841,10.59578984,12.87544262,0.209145037,0.211922151,0.421067188,0.106097135,0.119673728,0.137863958,0.017941846,0.533995703,0,0.551937548,0.15588327,1.493361511,0.271850092,1.424437119,42.39788994,52.39788994
1012151,MT. OLIVE GAS PLANT,LA,64266.3569,4582929.996,N,TRUE,6.17794071,0.037308199,0.32702968,3.734706147,10.27698474,12.48804755,0.202852301,0.205545858,0.408398159,0.102904895,0.116072997,0.133715921,0.009788854,0.539734072,0,0.549522926,0.14412271,1.441359034,0.127214528,0.642260627,40.48642141,50.48642141
1013932,MENTONE GAS PLANT,TX,65037.01567,4637886.826,Y,TRUE,6.223026627,0.037620809,0.725493785,3.765999714,10.75214094,13.0654322,0.212231174,0.215049267,0.427280441,0.107662701,0.121439629,0.139898274,0.018352115,0.546206367,0,0.564558481,0.15944779,1.516661812,0.127214528,0.662746934,42.09679621,52.09679621
