Composite Table: 
seasons  regions   hours       load
'1'      '9'       '15'      608.759920
'1'      '9'       '16'      598.325419
'1'      '9'       '17'      597.515695
'1'      '9'       '18'      621.889921
'1'      '9'       '19'      586.274619
'1'      '9'       '20'      589.916561
'1'      '9'       '21'      582.536569
'1'      '9'       '22'      614.171541
'1'      '9'       '23'      605.295052
'1'      '9'       '24'      574.265297
'2'      '9'       '1'      1430.168962
'2'      '9'       '2'      1473.800377
'2'      '9'       '3'      1429.280265
'2'      '9'       '4'      1361.170386
'2'      '9'       '5'      1288.688121
'2'      '9'       '6'      1313.640233
'2'      '9'       '7'      1394.489696
'2'      '9'       '8'      1542.502136
'2'      '9'       '9'      1588.063154
'2'      '9'       '10'      1673.739753
'2'      '9'       '11'      1717.663047
'2'      '9'       '12'      1729.853434
'2'      '9'       '13'      1757.249229
'2'      '9'       '14'      1767.585176
'2'      '9'       '15'      1771.487128
'2'      '9'       '16'      1766.645755
'2'      '9'       '17'      1766.416268
'2'      '9'       '18'      1787.509466
'2'      '9'       '19'      1714.684659
'2'      '9'       '20'      1648.294311
'2'      '9'       '21'      1625.482719
'2'      '9'       '22'      1564.951232
'2'      '9'       '23'      1555.979687
'2'      '9'       '24'      1510.944973
'3'      '9'       '1'      573.355484
'3'      '9'       '2'      551.847561
'3'      '9'       '3'      579.121639
'3'      '9'       '4'      550.929613
'3'      '9'       '5'      510.585990
'3'      '9'       '6'      512.678611
'3'      '9'       '7'      543.784807
'3'      '9'       '8'      597.583098
'3'      '9'       '9'      599.088304
'3'      '9'       '10'      611.146271
'3'      '9'       '11'      605.626537
'3'      '9'       '12'      602.180734
'3'      '9'       '13'      605.357268
'3'      '9'       '14'      604.772499
'3'      '9'       '15'      610.749776
'3'      '9'       '16'      604.555237
'3'      '9'       '17'      619.864750
'3'      '9'       '18'      719.899264
'3'      '9'       '19'      645.781149
'3'      '9'       '20'      618.406678
'3'      '9'       '21'      602.192665
'3'      '9'       '22'      572.822579
'3'      '9'       '23'      593.772267
'3'      '9'       '24'      566.557140
'4'      '9'       '1'      1239.593613
'4'      '9'       '2'      1195.302129
'4'      '9'       '3'      1120.024250
'4'      '9'       '4'      1065.698430
'4'      '9'       '5'      983.822002
'4'      '9'       '6'      992.354320
'4'      '9'       '7'      1047.291968
'4'      '9'       '8'      1152.406108
'4'      '9'       '9'      1290.682379
'4'      '9'       '10'      1311.840804
'4'      '9'       '11'      1320.008725
'4'      '9'       '12'      1328.841618
'4'      '9'       '13'      1322.604962
'4'      '9'       '14'      1325.032087
'4'      '9'       '15'      1309.985360
'4'      '9'       '16'      1311.820942
'4'      '9'       '17'      1363.164911
'4'      '9'       '18'      1549.408006
'4'      '9'       '19'      1485.227974
'4'      '9'       '20'      1423.149533
'4'      '9'       '21'      1362.331864
'4'      '9'       '22'      1253.475913
'4'      '9'       '23'      1222.167348
'4'      '9'       '24'      1226.496699
'1'      '10'       '1'      1979.006581
'1'      '10'       '2'      2126.604116
'1'      '10'       '3'      1964.912698
'1'      '10'       '4'      1880.396342
'1'      '10'       '5'      1758.228697
'1'      '10'       '6'      1794.841422
'1'      '10'       '7'      1891.195591
'1'      '10'       '8'      2072.896404
'1'      '10'       '9'      2345.964989
'1'      '10'       '10'      2405.416641
'1'      '10'       '11'      2440.153140
'1'      '10'       '12'      2497.106651
'1'      '10'       '13'      2502.367301
'1'      '10'       '14'      2510.423973
'1'      '10'       '15'      2496.305241
'1'      '10'       '16'      2485.301366
'1'      '10'       '17'      2478.723005
'1'      '10'       '18'      2540.243290
'1'      '10'       '19'      2402.342906
'1'      '10'       '20'      2285.965489
'1'      '10'       '21'      2372.245916
'1'      '10'       '22'      2257.244786
'1'      '10'       '23'      2226.057794
'1'      '10'       '24'      2205.912254
'2'      '10'       '1'      5590.453245
'2'      '10'       '2'      5489.981523
'2'      '10'       '3'      5270.892911
'2'      '10'       '4'      5048.137417
'2'      '10'       '5'      4784.260999
'2'      '10'       '6'      4880.669571
'2'      '10'       '7'      5160.099732
'2'      '10'       '8'      5534.479414
'2'      '10'       '9'      6002.360156
'2'      '10'       '10'      6156.741823
'2'      '10'       '11'      6344.420901
'2'      '10'       '12'      6562.111486
'2'      '10'       '13'      6723.207033
'2'      '10'       '14'      6806.416370
'2'      '10'       '15'      6822.324831
'2'      '10'       '16'      6873.314901
'2'      '10'       '17'      6870.320005
'2'      '10'       '18'      6718.020387
'2'      '10'       '19'      6590.243898
'2'      '10'       '20'      6266.993844
'2'      '10'       '21'      6149.460153
'2'      '10'       '22'      5977.216799
'2'      '10'       '23'      5857.441293
'2'      '10'       '24'      5737.117416
'3'      '10'       '1'      2295.510760
'3'      '10'       '2'      2173.714817
'3'      '10'       '3'      2051.179866
'3'      '10'       '4'      1964.673972
'3'      '10'       '5'      1843.534213
'3'      '10'       '6'      1865.502399
'3'      '10'       '7'      1965.497088
'3'      '10'       '8'      2116.130808
'3'      '10'       '9'      2370.052129
'3'      '10'       '10'      2403.785758
'3'      '10'       '11'      2430.111364
'3'      '10'       '12'      2463.001220
'3'      '10'       '13'      2446.595683
'3'      '10'       '14'      2439.502374
'3'      '10'       '15'      2423.691920
'3'      '10'       '16'      2425.937348
'3'      '10'       '17'      2488.898387
'3'      '10'       '18'      2372.280839
'3'      '10'       '19'      2596.307993
'3'      '10'       '20'      2561.302393
'3'      '10'       '21'      2465.589249
'3'      '10'       '22'      2311.514973
'3'      '10'       '23'      2296.003678
'3'      '10'       '24'      2292.376790
'4'      '10'       '1'      4675.200417
'4'      '10'       '2'      4537.127199
'4'      '10'       '3'      4269.081901
'4'      '10'       '4'      4132.458302
'4'      '10'       '5'      3903.405098
'4'      '10'       '6'      3989.572052
'4'      '10'       '7'      4167.169163
'4'      '10'       '8'      4497.911391
'4'      '10'       '9'      4838.088506
'4'      '10'       '10'      4853.259667
'4'      '10'       '11'      4852.240705
'4'      '10'       '12'      4868.760346
'4'      '10'       '13'      4828.994931
'4'      '10'       '14'      4836.916758
'4'      '10'       '15'      4767.747796
'4'      '10'       '16'      4782.201959
'4'      '10'       '17'      4907.392346
'4'      '10'       '18'      5101.983468
'4'      '10'       '19'      5362.062306
'4'      '10'       '20'      5226.099160
'4'      '10'       '21'      5076.511750
'4'      '10'       '22'      4753.669372
'4'      '10'       '23'      4659.501702
'4'      '10'       '24'      4670.115754
'1'      '11'       '1'      1602.986208
'1'      '11'       '2'      1825.902458
'1'      '11'       '3'      1752.809331
'1'      '11'       '4'      1686.559950
'1'      '11'       '5'      1597.550125
'1'      '11'       '6'      1635.899038
'1'      '11'       '7'      1728.745309
'1'      '11'       '8'      1836.666820
'1'      '11'       '9'      1979.234893
'1'      '11'       '10'      2023.505189
'1'      '11'       '11'      2039.501253
'1'      '11'       '12'      2048.864918
'1'      '11'       '13'      2055.203106
'1'      '11'       '14'      2049.286471
'1'      '11'       '15'      2034.663363
'1'      '11'       '16'      2017.283918
'1'      '11'       '17'      2049.473917
'1'      '11'       '18'      2125.429501
'1'      '11'       '19'      1977.048762
'1'      '11'       '20'      1924.706118
'1'      '11'       '21'      1931.794195
'1'      '11'       '22'      1914.301518
'1'      '11'       '23'      1897.808052
'1'      '11'       '24'      1885.574016
'2'      '11'       '1'      5664.564375
'2'      '11'       '2'      5627.886255
'2'      '11'       '3'      5311.430934
'2'      '11'       '4'      5113.062007
'2'      '11'       '5'      4903.386166
'2'      '11'       '6'      4984.754085
'2'      '11'       '7'      5226.436859
'2'      '11'       '8'      5650.709873
'2'      '11'       '9'      6273.749756
'2'      '11'       '10'      6532.829023
'2'      '11'       '11'      6721.700402
'2'      '11'       '12'      6902.735258
'2'      '11'       '13'      7078.930154
'2'      '11'       '14'      7190.468459
'2'      '11'       '15'      7256.916354
'2'      '11'       '16'      7304.397018
'2'      '11'       '17'      7291.871554
'2'      '11'       '18'      7236.499492
'2'      '11'       '19'      6997.322500
'2'      '11'       '20'      6638.741689
'2'      '11'       '21'      6540.947276
'2'      '11'       '22'      6308.689833
'2'      '11'       '23'      6128.182776
'2'      '11'       '24'      5973.726812
'3'      '11'       '1'      1880.286660
'3'      '11'       '2'      1843.158106
'3'      '11'       '3'      1801.207765
'3'      '11'       '4'      1757.694050
'3'      '11'       '5'      1657.436534
'3'      '11'       '6'      1683.634033
'3'      '11'       '7'      1775.203977
'3'      '11'       '8'      1905.428305
'3'      '11'       '9'      1958.856418
'3'      '11'       '10'      1977.475097
'3'      '11'       '11'      2007.886379
'3'      '11'       '12'      2034.060608
'3'      '11'       '13'      2037.155221
'3'      '11'       '14'      2019.100158
'3'      '11'       '15'      1987.832227
'3'      '11'       '16'      1958.045649
'3'      '11'       '17'      1965.257566
'3'      '11'       '18'      2107.973933
'3'      '11'       '19'      2094.770719
'3'      '11'       '20'      2053.982404
'3'      '11'       '21'      2006.978998
'3'      '11'       '22'      1896.582262
'3'      '11'       '23'      1896.089405
'3'      '11'       '24'      1900.702590
'4'      '11'       '1'      4390.383133
'4'      '11'       '2'      4280.620956
'4'      '11'       '3'      4113.480264
'4'      '11'       '4'      4068.476759
'4'      '11'       '5'      3855.835324
'4'      '11'       '6'      3926.244721
'4'      '11'       '7'      4062.834526
'4'      '11'       '8'      4307.626760
'4'      '11'       '9'      4508.154987
'4'      '11'       '10'      4491.816827
'4'      '11'       '11'      4481.230768
'4'      '11'       '12'      4468.045165
'4'      '11'       '13'      4477.938533
'4'      '11'       '14'      4425.217081
'4'      '11'       '15'      4387.870918
'4'      '11'       '16'      4364.171814
'4'      '11'       '17'      4423.551342
'4'      '11'       '18'      4746.559826
'4'      '11'       '19'      4885.564932
'4'      '11'       '20'      4696.189966
'4'      '11'       '21'      4597.810512
'4'      '11'       '22'      4390.060870
'4'      '11'       '23'      4346.063881
'4'      '11'       '24'      4380.104986
'1'      '12'       '1'      1109.196489
'1'      '12'       '2'      1150.938127
'1'      '12'       '3'      1123.389519
'1'      '12'       '4'      1091.761679
'1'      '12'       '5'      1048.776673
'1'      '12'       '6'      1042.094285
'1'      '12'       '7'      1053.202769
'1'      '12'       '8'      1113.399281
'1'      '12'       '9'      1175.333941
'1'      '12'       '10'      1190.049533
'1'      '12'       '11'      1205.863340
'1'      '12'       '12'      1228.533158
'1'      '12'       '13'      1224.512389
'1'      '12'       '14'      1226.239583
'1'      '12'       '15'      1236.239226
'1'      '12'       '16'      1228.831667
'1'      '12'       '17'      1220.546261
'1'      '12'       '18'      1230.383487
'1'      '12'       '19'      1196.255113
'1'      '12'       '20'      1179.090497
'1'      '12'       '21'      1185.581082
'1'      '12'       '22'      1184.276607
'1'      '12'       '23'      1199.699170
'1'      '12'       '24'      1190.751059
'2'      '12'       '1'      2467.102262
'2'      '12'       '2'      2451.497554
'2'      '12'       '3'      2377.973213
'2'      '12'       '4'      2294.613886
'2'      '12'       '5'      2206.058272
'2'      '12'       '6'      2216.978188
'2'      '12'       '7'      2281.927766
'2'      '12'       '8'      2400.417491
'2'      '12'       '9'      2485.103362
'2'      '12'       '10'      2541.216605
'2'      '12'       '11'      2597.433915
'2'      '12'       '12'      2663.049196
'2'      '12'       '13'      2717.411321
'2'      '12'       '14'      2703.444876
'2'      '12'       '15'      2741.680406
'2'      '12'       '16'      2760.906644
'2'      '12'       '17'      2762.606833
'2'      '12'       '18'      2798.368156
'2'      '12'       '19'      2741.675647
'2'      '12'       '20'      2636.855612
'2'      '12'       '21'      2592.005719
'2'      '12'       '22'      2597.097557
'2'      '12'       '23'      2572.728415
'2'      '12'       '24'      2533.683921
'3'      '12'       '1'      1182.830332
'3'      '12'       '2'      1142.589372
'3'      '12'       '3'      1142.836621
'3'      '12'       '4'      1110.035785
'3'      '12'       '5'      1065.938014
'3'      '12'       '6'      1050.974202
'3'      '12'       '7'      1058.821467
'3'      '12'       '8'      1131.559429
'3'      '12'       '9'      1164.426101
'3'      '12'       '10'      1183.334755
'3'      '12'       '11'      1199.324515
'3'      '12'       '12'      1216.350514
'3'      '12'       '13'      1219.525714
'3'      '12'       '14'      1220.516039
'3'      '12'       '15'      1219.665937
'3'      '12'       '16'      1211.710215
'3'      '12'       '17'      1207.825323
'3'      '12'       '18'      1241.679572
'3'      '12'       '19'      1233.586781
'3'      '12'       '20'      1223.995643
'3'      '12'       '21'      1224.999566
'3'      '12'       '22'      1202.025131
'3'      '12'       '23'      1207.607351
'3'      '12'       '24'      1198.626639
'4'      '12'       '1'      2293.936590
'4'      '12'       '2'      2221.826913
'4'      '12'       '3'      2137.719184
'4'      '12'       '4'      2080.439457
'4'      '12'       '5'      1991.859088
'4'      '12'       '6'      1970.446534
'4'      '12'       '7'      1976.908036
'4'      '12'       '8'      2121.719156
'4'      '12'       '9'      2256.915344
'4'      '12'       '10'      2283.431245
'4'      '12'       '11'      2300.814349
'4'      '12'       '12'      2324.234833
'4'      '12'       '13'      2326.085296
'4'      '12'       '14'      2329.589369
'4'      '12'       '15'      2323.313559
'4'      '12'       '16'      2314.150748
'4'      '12'       '17'      2309.842605
'4'      '12'       '18'      2406.747978
'4'      '12'       '19'      2460.003552
'4'      '12'       '20'      2417.059079
'4'      '12'       '21'      2394.913348
'4'      '12'       '22'      2343.211712
'4'      '12'       '23'      2344.967281
'4'      '12'       '24'      2333.164081
'1'      '13'       '1'      946.677290
'1'      '13'       '2'      905.111269
'1'      '13'       '3'      923.768968
'1'      '13'       '4'      893.817909
'1'      '13'       '5'      859.781136
'1'      '13'       '6'      881.068325
'1'      '13'       '7'      932.528057
'1'      '13'       '8'      932.556995
'1'      '13'       '9'      970.539267
'1'      '13'       '10'      986.152653
'1'      '13'       '11'      991.580922
'1'      '13'       '12'      947.833423
'1'      '13'       '13'      1016.349860
'1'      '13'       '14'      1022.304564
'1'      '13'       '15'      1028.950579
'1'      '13'       '16'      972.442851
'1'      '13'       '17'      1033.963324
'1'      '13'       '18'      1043.243849
'1'      '13'       '19'      960.793950
'1'      '13'       '20'      993.002376
'1'      '13'       '21'      957.298924
'1'      '13'       '22'      982.406008
'1'      '13'       '23'      978.609307
'1'      '13'       '24'      953.166867
'2'      '13'       '1'      2023.111419
'2'      '13'       '2'      2211.583121
'2'      '13'       '3'      2098.364220
'2'      '13'       '4'      2008.328528
'2'      '13'       '5'      1928.900413
'2'      '13'       '6'      1983.739906
'2'      '13'       '7'      2098.683195
'2'      '13'       '8'      2228.751342
'2'      '13'       '9'      2125.396780
'2'      '13'       '10'      2111.681124
'2'      '13'       '11'      2021.981658
'2'      '13'       '12'      2122.880320
'2'      '13'       '13'      2234.875087
'2'      '13'       '14'      2292.498586
'2'      '13'       '15'      2216.208681
'2'      '13'       '16'      2252.746966
'2'      '13'       '17'      2254.630830
'2'      '13'       '18'      2416.674211
'2'      '13'       '19'      2172.121332
'2'      '13'       '20'      2145.628606
'2'      '13'       '21'      2108.882481
'2'      '13'       '22'      2054.194057
'2'      '13'       '23'      2090.026914
'2'      '13'       '24'      2114.918280
'3'      '13'       '1'      962.839261
'3'      '13'       '2'      937.477932
'3'      '13'       '3'      969.484918
'3'      '13'       '4'      942.740952
'3'      '13'       '5'      907.321938
'3'      '13'       '6'      925.399410
'3'      '13'       '7'      975.299031
'3'      '13'       '8'      958.669320
'3'      '13'       '9'      933.424184
'3'      '13'       '10'      937.300901
'3'      '13'       '11'      940.684445
'3'      '13'       '12'      918.933955
'3'      '13'       '13'      921.537424
'3'      '13'       '14'      919.844034
'3'      '13'       '15'      946.079783
'3'      '13'       '16'      942.716500
'3'      '13'       '17'      924.775681
'3'      '13'       '18'      997.534266
'3'      '13'       '19'      975.530873
'3'      '13'       '20'      956.555829
'3'      '13'       '21'      923.072292
'3'      '13'       '22'      928.664882
'3'      '13'       '23'      918.171323
'3'      '13'       '24'      909.040929
'4'      '13'       '1'      1915.835448
'4'      '13'       '2'      1882.760498
'4'      '13'       '3'      1808.774316
'4'      '13'       '4'      1826.809582
'4'      '13'       '5'      1765.813071
'4'      '13'       '6'      1832.247469
'4'      '13'       '7'      1872.507570
'4'      '13'       '8'      1959.778302
'4'      '13'       '9'      2011.388717
'4'      '13'       '10'      1974.882547
'4'      '13'       '11'      1945.358048
'4'      '13'       '12'      1922.192961
'4'      '13'       '13'      1913.549302
'4'      '13'       '14'      1899.589263
'4'      '13'       '15'      1886.631945
'4'      '13'       '16'      1877.544691
'4'      '13'       '17'      1921.211474
'4'      '13'       '18'      2126.855200
'4'      '13'       '19'      2132.323969
'4'      '13'       '20'      2100.245956
'4'      '13'       '21'      2037.220904
'4'      '13'       '22'      1948.798481
'4'      '13'       '23'      1925.831483
'4'      '13'       '24'      1923.810308
'1'      '14'       '1'      1960.998356
'1'      '14'       '2'      1901.487707
'1'      '14'       '3'      1922.072561
'1'      '14'       '4'      1865.525665
'1'      '14'       '5'      1799.801067
'1'      '14'       '6'      1854.437669
'1'      '14'       '7'      1935.675771
'1'      '14'       '8'      1932.642382
'1'      '14'       '9'      2016.454595
'1'      '14'       '10'      1951.403844
'1'      '14'       '11'      1970.264692
'1'      '14'       '12'      2009.883410
'1'      '14'       '13'      2037.886624
'1'      '14'       '14'      2068.673730
'1'      '14'       '15'      2093.578886
'1'      '14'       '16'      2111.604595
'1'      '14'       '17'      2115.097031
'1'      '14'       '18'      2158.848291
'1'      '14'       '19'      2072.722753
'1'      '14'       '20'      2005.792612
'1'      '14'       '21'      2012.849180
'1'      '14'       '22'      2008.975140
'1'      '14'       '23'      2000.336770
'1'      '14'       '24'      1967.420881
'2'      '14'       '1'      4172.722353
'2'      '14'       '2'      3994.650218
'2'      '14'       '3'      3767.014787
'2'      '14'       '4'      3603.030459
'2'      '14'       '5'      3439.665177
'2'      '14'       '6'      3523.096898
'2'      '14'       '7'      3737.204847
'2'      '14'       '8'      4029.412862
'2'      '14'       '9'      4406.654871
'2'      '14'       '10'      4639.300782
'2'      '14'       '11'      4878.866855
'2'      '14'       '12'      5107.226089
'2'      '14'       '13'      5334.531061
'2'      '14'       '14'      5465.307780
'2'      '14'       '15'      5568.042976
'2'      '14'       '16'      5646.215793
'2'      '14'       '17'      5618.869673
'2'      '14'       '18'      5702.067854
'2'      '14'       '19'      5390.342927
'2'      '14'       '20'      5129.269090
'2'      '14'       '21'      4980.540415
'2'      '14'       '22'      4693.074608
'2'      '14'       '23'      4457.945798
'2'      '14'       '24'      4294.139486
'3'      '14'       '1'      1851.003939
'3'      '14'       '2'      1854.023587
'3'      '14'       '3'      1966.463746
'3'      '14'       '4'      1915.937798
'3'      '14'       '5'      1848.694360
'3'      '14'       '6'      1895.565897
'3'      '14'       '7'      1974.763095
'3'      '14'       '8'      2030.609600
'3'      '14'       '9'      1909.566651
'3'      '14'       '10'      1918.802513
'3'      '14'       '11'      1930.602763
'3'      '14'       '12'      1938.030920
'3'      '14'       '13'      2030.004958
'3'      '14'       '14'      1985.587612
'3'      '14'       '15'      1983.468560
'3'      '14'       '16'      1977.309856
'3'      '14'       '17'      2028.193886
'3'      '14'       '18'      2008.633807
'3'      '14'       '19'      1997.624404
'3'      '14'       '20'      1956.726354
'3'      '14'       '21'      1982.911878
'3'      '14'       '22'      1983.040265
'3'      '14'       '23'      1973.525064
'3'      '14'       '24'      1868.322625
'4'      '14'       '1'      4365.252175
'4'      '14'       '2'      4305.992969
'4'      '14'       '3'      4189.469892
'4'      '14'       '4'      4100.044403
'4'      '14'       '5'      4375.767781
'4'      '14'       '6'      4340.116491
'4'      '14'       '7'      4243.983574
'4'      '14'       '8'      4296.597311
'4'      '14'       '9'      4449.553999
'4'      '14'       '10'      4366.232252
'4'      '14'       '11'      4296.762208
'4'      '14'       '12'      4233.685490
'4'      '14'       '13'      4488.336647
'4'      '14'       '14'      4459.821043
'4'      '14'       '15'      4384.034136
'4'      '14'       '16'      4378.553972
'4'      '14'       '17'      4309.147836
'4'      '14'       '18'      4451.999300
'4'      '14'       '19'      4394.331713
'4'      '14'       '20'      4348.842058
'4'      '14'       '21'      4240.740560
'4'      '14'       '22'      4250.369738
'4'      '14'       '23'      4335.894766
'4'      '14'       '24'      4360.623261
'1'      '15'       '1'      1651.445171
'1'      '15'       '2'      1716.848210
'1'      '15'       '3'      1629.675817
'1'      '15'       '4'      1600.770717
'1'      '15'       '5'      1577.622728
'1'      '15'       '6'      1648.095017
'1'      '15'       '7'      1724.523424
'1'      '15'       '8'      1824.867308
'1'      '15'       '9'      1989.556373
'1'      '15'       '10'      2030.741273
'1'      '15'       '11'      2063.151286
'1'      '15'       '12'      2114.520412
'1'      '15'       '13'      2151.733517
'1'      '15'       '14'      2194.726180
'1'      '15'       '15'      2222.865090
'1'      '15'       '16'      2239.094953
'1'      '15'       '17'      2228.416274
'1'      '15'       '18'      2338.023795
'1'      '15'       '19'      2163.796656
'1'      '15'       '20'      2105.448257
'1'      '15'       '21'      2043.948287
'1'      '15'       '22'      1866.465984
'1'      '15'       '23'      1783.030289
'1'      '15'       '24'      1756.186170
'2'      '15'       '1'      3980.255995
'2'      '15'       '2'      3814.165887
'2'      '15'       '3'      3628.160426
'2'      '15'       '4'      3529.890356
'2'      '15'       '5'      3445.048133
'2'      '15'       '6'      3560.325548
'2'      '15'       '7'      3763.716104
'2'      '15'       '8'      4130.700409
'2'      '15'       '9'      5045.761239
'2'      '15'       '10'      5770.078143
'2'      '15'       '11'      6129.000755
'2'      '15'       '12'      6594.964506
'2'      '15'       '13'      6923.304944
'2'      '15'       '14'      7045.362161
'2'      '15'       '15'      7133.392893
'2'      '15'       '16'      7316.868025
'2'      '15'       '17'      7086.318150
'2'      '15'       '18'      6901.473350
'2'      '15'       '19'      6636.390260
'2'      '15'       '20'      6356.815466
'2'      '15'       '21'      5916.522837
'2'      '15'       '22'      5040.870095
'2'      '15'       '23'      4708.701905
'2'      '15'       '24'      4048.323560
'3'      '15'       '1'      1693.477477
'3'      '15'       '2'      1675.748602
'3'      '15'       '3'      1617.612797
'3'      '15'       '4'      1590.107528
'3'      '15'       '5'      1569.642342
'3'      '15'       '6'      1653.990449
'3'      '15'       '7'      1671.214784
'3'      '15'       '8'      1710.516751
'3'      '15'       '9'      1845.966911
'3'      '15'       '10'      1856.498573
'3'      '15'       '11'      1861.378312
'3'      '15'       '12'      1884.715143
'3'      '15'       '13'      1899.391251
'3'      '15'       '14'      1899.663062
'3'      '15'       '15'      1901.353176
'3'      '15'       '16'      1896.296686
'3'      '15'       '17'      1932.209096
'3'      '15'       '18'      2064.316113
'3'      '15'       '19'      2066.562808
'3'      '15'       '20'      1993.439211
'3'      '15'       '21'      1869.160283
'3'      '15'       '22'      1697.167009
'3'      '15'       '23'      1670.824890
'3'      '15'       '24'      1679.446341
'4'      '15'       '1'      3806.978261
'4'      '15'       '2'      3788.816309
'4'      '15'       '3'      3934.676569
'4'      '15'       '4'      3880.454708
'4'      '15'       '5'      4383.404262
'4'      '15'       '6'      3798.046658
'4'      '15'       '7'      3816.483289
'4'      '15'       '8'      3875.220224
'4'      '15'       '9'      3735.191260
'4'      '15'       '10'      3948.990138
'4'      '15'       '11'      4143.298377
'4'      '15'       '12'      4105.428322
'4'      '15'       '13'      4068.474916
'4'      '15'       '14'      4052.635667
'4'      '15'       '15'      4260.501470
'4'      '15'       '16'      4042.781945
'4'      '15'       '17'      3890.858922
'4'      '15'       '18'      3702.880829
'4'      '15'       '19'      3773.351204
'4'      '15'       '20'      3668.663685
'4'      '15'       '21'      3481.961464
'4'      '15'       '22'      3964.846654
'4'      '15'       '23'      3994.665042
'4'      '15'       '24'      3787.292041
'1'      '16'       '1'      1065.192962
'1'      '16'       '2'      1155.954935
'1'      '16'       '3'      1107.314316
'1'      '16'       '4'      1074.632297
'1'      '16'       '5'      1050.108904
'1'      '16'       '6'      1108.269958
'1'      '16'       '7'      1172.411842
'1'      '16'       '8'      1503.749779
'1'      '16'       '9'      1973.646854
'1'      '16'       '10'      1997.730496
'1'      '16'       '11'      2011.496777
'1'      '16'       '12'      2044.283316
'1'      '16'       '13'      2059.854834
'1'      '16'       '14'      2077.617080
'1'      '16'       '15'      2079.950646
'1'      '16'       '16'      2084.036174
'1'      '16'       '17'      2086.175385
'1'      '16'       '18'      1970.948553
'1'      '16'       '19'      2053.610847
'1'      '16'       '20'      2014.581745
'1'      '16'       '21'      2006.883214
'1'      '16'       '22'      1570.703407
'1'      '16'       '23'      1496.707109
'1'      '16'       '24'      1460.665934
'2'      '16'       '1'      3125.956283
'2'      '16'       '2'      3033.463148
'2'      '16'       '3'      2884.858391
'2'      '16'       '4'      2792.902163
'2'      '16'       '5'      2716.916164
'2'      '16'       '6'      2817.555958
'2'      '16'       '7'      2995.864159
'2'      '16'       '8'      3248.372418
'2'      '16'       '9'      3924.146026
'2'      '16'       '10'      4210.510226
'2'      '16'       '11'      4408.011082
'2'      '16'       '12'      4681.683617
'2'      '16'       '13'      4822.672108
'2'      '16'       '14'      4895.940155
'2'      '16'       '15'      4940.194787
'2'      '16'       '16'      4954.695689
'2'      '16'       '17'      4936.010565
'2'      '16'       '18'      5040.621651
'2'      '16'       '19'      4730.444099
'2'      '16'       '20'      4565.089420
'2'      '16'       '21'      4364.442982
'2'      '16'       '22'      4086.359573
'2'      '16'       '23'      3644.793976
'2'      '16'       '24'      3238.164047
'3'      '16'       '1'      1159.441221
'3'      '16'       '2'      1404.149893
'3'      '16'       '3'      1134.730243
'3'      '16'       '4'      1108.406051
'3'      '16'       '5'      1071.183211
'3'      '16'       '6'      1122.136712
'3'      '16'       '7'      1187.692306
'3'      '16'       '8'      1461.275395
'3'      '16'       '9'      1797.268665
'3'      '16'       '10'      1807.007989
'3'      '16'       '11'      1816.395701
'3'      '16'       '12'      1936.691619
'3'      '16'       '13'      1940.476039
'3'      '16'       '14'      1928.727917
'3'      '16'       '15'      1812.742867
'3'      '16'       '16'      1806.006877
'3'      '16'       '17'      1822.016342
'3'      '16'       '18'      2012.536459
'3'      '16'       '19'      2020.400096
'3'      '16'       '20'      1986.118762
'3'      '16'       '21'      1806.141713
'3'      '16'       '22'      1460.911862
'3'      '16'       '23'      1435.167056
'3'      '16'       '24'      1426.778564
'4'      '16'       '1'      3008.399428
'4'      '16'       '2'      2977.430054
'4'      '16'       '3'      2923.146436
'4'      '16'       '4'      2875.787554
'4'      '16'       '5'      2807.911004
'4'      '16'       '6'      2922.417239
'4'      '16'       '7'      2981.112472
'4'      '16'       '8'      3130.332693
'4'      '16'       '9'      3278.457666
'4'      '16'       '10'      3245.209881
'4'      '16'       '11'      3223.309724
'4'      '16'       '12'      3195.173514
'4'      '16'       '13'      3171.935591
'4'      '16'       '14'      3168.546836
'4'      '16'       '15'      3104.593045
'4'      '16'       '16'      3113.460813
'4'      '16'       '17'      3168.397907
'4'      '16'       '18'      3464.802248
'4'      '16'       '19'      3489.294626
'4'      '16'       '20'      3431.693264
'4'      '16'       '21'      3307.778525
'4'      '16'       '22'      3128.499935
'4'      '16'       '23'      3032.909664
'4'      '16'       '24'      3049.759612
'1'      '17'       '1'      1087.084448
'1'      '17'       '2'      1108.550173
'1'      '17'       '3'      1060.155637
'1'      '17'       '4'      1064.536990
'1'      '17'       '5'      1019.892468
'1'      '17'       '6'      1040.153341
'1'      '17'       '7'      1102.358475
'1'      '17'       '8'      1122.439383
'1'      '17'       '9'      1132.025840
'1'      '17'       '10'      1141.280692
'1'      '17'       '11'      1148.786834
'1'      '17'       '12'      1178.118485
'1'      '17'       '13'      1183.707089
'1'      '17'       '14'      1199.361163
'1'      '17'       '15'      1212.796579
'1'      '17'       '16'      1222.421034
'1'      '17'       '17'      1233.404550
'1'      '17'       '18'      1268.376804
'1'      '17'       '19'      1229.030044
'1'      '17'       '20'      1171.581618
'1'      '17'       '21'      1182.184880
'1'      '17'       '22'      1150.024633
'1'      '17'       '23'      1126.251796
'1'      '17'       '24'      1116.581107
'2'      '17'       '1'      2950.061842
'2'      '17'       '2'      2895.751478
'2'      '17'       '3'      2897.250470
