Composite Table: 
seasons	regions	hours  	  technology 	        fuelcost
'2' 	 '5' 	 '13' 	 'electrolysis' 	 45.241484
'2' 	 '5' 	 '14' 	 'electrolysis' 	 45.241484
'2' 	 '5' 	 '15' 	 'electrolysis' 	 45.241484
'2' 	 '5' 	 '16' 	 'electrolysis' 	 45.241484
'2' 	 '5' 	 '17' 	 'electrolysis' 	 45.241484
'2' 	 '5' 	 '18' 	 'electrolysis' 	 54.247966
'2' 	 '5' 	 '19' 	 'electrolysis' 	 55.834601
'2' 	 '5' 	 '20' 	 'electrolysis' 	 55.834601
'2' 	 '5' 	 '21' 	 'electrolysis' 	 55.834601
'2' 	 '5' 	 '22' 	 'electrolysis' 	 55.834601
'2' 	 '5' 	 '23' 	 'electrolysis' 	 55.834601
'2' 	 '5' 	 '24' 	 'electrolysis' 	 55.834073
'3' 	 '5' 	 '1' 	 'electrolysis' 	 43.033297
'3' 	 '5' 	 '2' 	 'electrolysis' 	 43.033504
'3' 	 '5' 	 '3' 	 'electrolysis' 	 43.033504
'3' 	 '5' 	 '4' 	 'electrolysis' 	 41.957666
'3' 	 '5' 	 '5' 	 'electrolysis' 	 41.957666
'3' 	 '5' 	 '6' 	 'electrolysis' 	 43.033504
'3' 	 '5' 	 '7' 	 'electrolysis' 	 43.033504
'3' 	 '5' 	 '8' 	 'electrolysis' 	 43.033504
'3' 	 '5' 	 '9' 	 'electrolysis' 	 36.578478
'3' 	 '5' 	 '10' 	 'electrolysis' 	 36.578478
'3' 	 '5' 	 '11' 	 'electrolysis' 	 36.578478
'3' 	 '5' 	 '12' 	 'electrolysis' 	 36.578478
'3' 	 '5' 	 '13' 	 'electrolysis' 	 36.578478
'3' 	 '5' 	 '14' 	 'electrolysis' 	 36.578478
'3' 	 '5' 	 '15' 	 'electrolysis' 	 36.578478
'3' 	 '5' 	 '16' 	 'electrolysis' 	 36.578478
'3' 	 '5' 	 '17' 	 'electrolysis' 	 42.095739
'3' 	 '5' 	 '18' 	 'electrolysis' 	 43.033504
'3' 	 '5' 	 '19' 	 'electrolysis' 	 43.033504
'3' 	 '5' 	 '20' 	 'electrolysis' 	 43.033504
'3' 	 '5' 	 '21' 	 'electrolysis' 	 43.033504
'3' 	 '5' 	 '22' 	 'electrolysis' 	 43.033504
'3' 	 '5' 	 '23' 	 'electrolysis' 	 43.032997
'3' 	 '5' 	 '24' 	 'electrolysis' 	 43.033504
'4' 	 '5' 	 '1' 	 'electrolysis' 	 33.465368
'4' 	 '5' 	 '2' 	 'electrolysis' 	 33.465852
'4' 	 '5' 	 '3' 	 'electrolysis' 	 32.116598
'4' 	 '5' 	 '4' 	 'electrolysis' 	 31.074177
'4' 	 '5' 	 '5' 	 'electrolysis' 	 31.070784
'4' 	 '5' 	 '6' 	 'electrolysis' 	 31.124964
'4' 	 '5' 	 '7' 	 'electrolysis' 	 31.632093
'4' 	 '5' 	 '8' 	 'electrolysis' 	 34.098513
'4' 	 '5' 	 '9' 	 'electrolysis' 	 33.458597
'4' 	 '5' 	 '10' 	 'electrolysis' 	 33.053574
'4' 	 '5' 	 '11' 	 'electrolysis' 	 29.565978
'4' 	 '5' 	 '12' 	 'electrolysis' 	 29.565978
'4' 	 '5' 	 '13' 	 'electrolysis' 	 29.565978
'4' 	 '5' 	 '14' 	 'electrolysis' 	 29.565978
'4' 	 '5' 	 '15' 	 'electrolysis' 	 29.565978
'4' 	 '5' 	 '16' 	 'electrolysis' 	 30.608400
'4' 	 '5' 	 '17' 	 'electrolysis' 	 31.703107
'4' 	 '5' 	 '18' 	 'electrolysis' 	 34.255926
'4' 	 '5' 	 '19' 	 'electrolysis' 	 35.378762
'4' 	 '5' 	 '20' 	 'electrolysis' 	 35.378762
'4' 	 '5' 	 '21' 	 'electrolysis' 	 34.827158
'4' 	 '5' 	 '22' 	 'electrolysis' 	 34.253826
'4' 	 '5' 	 '23' 	 'electrolysis' 	 34.202637
'4' 	 '5' 	 '24' 	 'electrolysis' 	 34.200228
'1' 	 '6' 	 '1' 	 'electrolysis' 	 30.513178
'1' 	 '6' 	 '2' 	 'electrolysis' 	 30.513178
'1' 	 '6' 	 '3' 	 'electrolysis' 	 30.513178
'1' 	 '6' 	 '4' 	 'electrolysis' 	 30.513178
'1' 	 '6' 	 '5' 	 'electrolysis' 	 30.513178
'1' 	 '6' 	 '6' 	 'electrolysis' 	 30.513178
'1' 	 '6' 	 '7' 	 'electrolysis' 	 29.474027
'1' 	 '6' 	 '8' 	 'electrolysis' 	 0.001000
'1' 	 '6' 	 '9' 	 'electrolysis' 	 0.001000
'1' 	 '6' 	 '10' 	 'electrolysis' 	 0.001000
'1' 	 '6' 	 '11' 	 'electrolysis' 	 0.001000
'1' 	 '6' 	 '12' 	 'electrolysis' 	 0.001000
'1' 	 '6' 	 '13' 	 'electrolysis' 	 0.001000
'1' 	 '6' 	 '14' 	 'electrolysis' 	 0.001000
'1' 	 '6' 	 '15' 	 'electrolysis' 	 0.001000
'1' 	 '6' 	 '16' 	 'electrolysis' 	 0.001000
'1' 	 '6' 	 '17' 	 'electrolysis' 	 0.001000
'1' 	 '6' 	 '18' 	 'electrolysis' 	 30.513178
'1' 	 '6' 	 '19' 	 'electrolysis' 	 30.513178
'1' 	 '6' 	 '20' 	 'electrolysis' 	 30.513178
'1' 	 '6' 	 '21' 	 'electrolysis' 	 30.513178
'1' 	 '6' 	 '22' 	 'electrolysis' 	 30.513178
'1' 	 '6' 	 '23' 	 'electrolysis' 	 30.513178
'1' 	 '6' 	 '24' 	 'electrolysis' 	 30.513178
'2' 	 '6' 	 '1' 	 'electrolysis' 	 170.321138
'2' 	 '6' 	 '2' 	 'electrolysis' 	 170.321138
'2' 	 '6' 	 '3' 	 'electrolysis' 	 170.321138
'2' 	 '6' 	 '4' 	 'electrolysis' 	 170.321138
'2' 	 '6' 	 '5' 	 'electrolysis' 	 170.321138
'2' 	 '6' 	 '6' 	 'electrolysis' 	 170.321138
'2' 	 '6' 	 '7' 	 'electrolysis' 	 25.841736
'2' 	 '6' 	 '8' 	 'electrolysis' 	 0.001000
'2' 	 '6' 	 '9' 	 'electrolysis' 	 0.001000
'2' 	 '6' 	 '10' 	 'electrolysis' 	 0.001000
'2' 	 '6' 	 '11' 	 'electrolysis' 	 0.001000
'2' 	 '6' 	 '12' 	 'electrolysis' 	 0.001000
'2' 	 '6' 	 '13' 	 'electrolysis' 	 0.001000
'2' 	 '6' 	 '14' 	 'electrolysis' 	 0.001000
'2' 	 '6' 	 '15' 	 'electrolysis' 	 0.001000
'2' 	 '6' 	 '16' 	 'electrolysis' 	 0.001000
'2' 	 '6' 	 '17' 	 'electrolysis' 	 57.806218
'2' 	 '6' 	 '18' 	 'electrolysis' 	 170.321138
'2' 	 '6' 	 '19' 	 'electrolysis' 	 170.321138
'2' 	 '6' 	 '20' 	 'electrolysis' 	 170.321138
'2' 	 '6' 	 '21' 	 'electrolysis' 	 170.321138
'2' 	 '6' 	 '22' 	 'electrolysis' 	 170.321138
'2' 	 '6' 	 '23' 	 'electrolysis' 	 170.321138
'2' 	 '6' 	 '24' 	 'electrolysis' 	 170.321138
'3' 	 '6' 	 '1' 	 'electrolysis' 	 23.488541
'3' 	 '6' 	 '2' 	 'electrolysis' 	 23.488541
'3' 	 '6' 	 '3' 	 'electrolysis' 	 23.488541
'3' 	 '6' 	 '4' 	 'electrolysis' 	 23.488541
'3' 	 '6' 	 '5' 	 'electrolysis' 	 23.488541
'3' 	 '6' 	 '6' 	 'electrolysis' 	 23.488541
'3' 	 '6' 	 '7' 	 'electrolysis' 	 23.488541
'3' 	 '6' 	 '8' 	 'electrolysis' 	 0.001000
'3' 	 '6' 	 '9' 	 'electrolysis' 	 0.001000
'3' 	 '6' 	 '10' 	 'electrolysis' 	 0.001000
'3' 	 '6' 	 '11' 	 'electrolysis' 	 0.001000
'3' 	 '6' 	 '12' 	 'electrolysis' 	 0.001000
'3' 	 '6' 	 '13' 	 'electrolysis' 	 0.001000
'3' 	 '6' 	 '14' 	 'electrolysis' 	 0.001000
'3' 	 '6' 	 '15' 	 'electrolysis' 	 0.001000
'3' 	 '6' 	 '16' 	 'electrolysis' 	 0.001000
'3' 	 '6' 	 '17' 	 'electrolysis' 	 17.019993
'3' 	 '6' 	 '18' 	 'electrolysis' 	 23.488541
'3' 	 '6' 	 '19' 	 'electrolysis' 	 23.488541
'3' 	 '6' 	 '20' 	 'electrolysis' 	 23.488541
'3' 	 '6' 	 '21' 	 'electrolysis' 	 23.488541
'3' 	 '6' 	 '22' 	 'electrolysis' 	 23.488541
'3' 	 '6' 	 '23' 	 'electrolysis' 	 23.488541
'3' 	 '6' 	 '24' 	 'electrolysis' 	 23.488541
'4' 	 '6' 	 '1' 	 'electrolysis' 	 42.090837
'4' 	 '6' 	 '2' 	 'electrolysis' 	 42.090837
'4' 	 '6' 	 '3' 	 'electrolysis' 	 42.090837
'4' 	 '6' 	 '4' 	 'electrolysis' 	 42.090837
'4' 	 '6' 	 '5' 	 'electrolysis' 	 42.090837
'4' 	 '6' 	 '6' 	 'electrolysis' 	 42.090837
'4' 	 '6' 	 '7' 	 'electrolysis' 	 42.090837
'4' 	 '6' 	 '8' 	 'electrolysis' 	 25.994847
'4' 	 '6' 	 '9' 	 'electrolysis' 	 7.428943
'4' 	 '6' 	 '10' 	 'electrolysis' 	 7.428943
'4' 	 '6' 	 '11' 	 'electrolysis' 	 7.428943
'4' 	 '6' 	 '12' 	 'electrolysis' 	 7.428943
'4' 	 '6' 	 '13' 	 'electrolysis' 	 7.428943
'4' 	 '6' 	 '14' 	 'electrolysis' 	 7.428943
'4' 	 '6' 	 '15' 	 'electrolysis' 	 7.428943
'4' 	 '6' 	 '16' 	 'electrolysis' 	 7.428943
'4' 	 '6' 	 '17' 	 'electrolysis' 	 18.426802
'4' 	 '6' 	 '18' 	 'electrolysis' 	 42.090836
'4' 	 '6' 	 '19' 	 'electrolysis' 	 42.090836
'4' 	 '6' 	 '20' 	 'electrolysis' 	 42.090836
'4' 	 '6' 	 '21' 	 'electrolysis' 	 42.090836
'4' 	 '6' 	 '22' 	 'electrolysis' 	 42.090836
'4' 	 '6' 	 '23' 	 'electrolysis' 	 42.090836
'4' 	 '6' 	 '24' 	 'electrolysis' 	 42.090837
'1' 	 '7' 	 '1' 	 'electrolysis' 	 2.097843
'1' 	 '7' 	 '2' 	 'electrolysis' 	 2.147436
'1' 	 '7' 	 '3' 	 'electrolysis' 	 2.147436
'1' 	 '7' 	 '4' 	 'electrolysis' 	 2.147436
'1' 	 '7' 	 '5' 	 'electrolysis' 	 2.147436
'1' 	 '7' 	 '6' 	 'electrolysis' 	 2.109650
'1' 	 '7' 	 '7' 	 'electrolysis' 	 1.302715
'1' 	 '7' 	 '8' 	 'electrolysis' 	 0.002355
'1' 	 '7' 	 '9' 	 'electrolysis' 	 0.002000
'1' 	 '7' 	 '10' 	 'electrolysis' 	 0.002000
'1' 	 '7' 	 '11' 	 'electrolysis' 	 0.002000
'1' 	 '7' 	 '12' 	 'electrolysis' 	 0.002000
'1' 	 '7' 	 '13' 	 'electrolysis' 	 0.002000
'1' 	 '7' 	 '14' 	 'electrolysis' 	 0.002000
'1' 	 '7' 	 '15' 	 'electrolysis' 	 0.002000
'1' 	 '7' 	 '16' 	 'electrolysis' 	 0.002000
'1' 	 '7' 	 '17' 	 'electrolysis' 	 0.672222
'1' 	 '7' 	 '18' 	 'electrolysis' 	 2.095995
'1' 	 '7' 	 '19' 	 'electrolysis' 	 2.147436
'1' 	 '7' 	 '20' 	 'electrolysis' 	 2.147436
'1' 	 '7' 	 '21' 	 'electrolysis' 	 2.147436
'1' 	 '7' 	 '22' 	 'electrolysis' 	 2.147436
'1' 	 '7' 	 '23' 	 'electrolysis' 	 2.147436
'1' 	 '7' 	 '24' 	 'electrolysis' 	 2.147436
'2' 	 '7' 	 '1' 	 'electrolysis' 	 9.069069
'2' 	 '7' 	 '2' 	 'electrolysis' 	 9.123778
'2' 	 '7' 	 '3' 	 'electrolysis' 	 9.123778
'2' 	 '7' 	 '4' 	 'electrolysis' 	 9.123778
'2' 	 '7' 	 '5' 	 'electrolysis' 	 9.069069
'2' 	 '7' 	 '6' 	 'electrolysis' 	 9.123778
'2' 	 '7' 	 '7' 	 'electrolysis' 	 8.473616
'2' 	 '7' 	 '8' 	 'electrolysis' 	 2.749573
'2' 	 '7' 	 '9' 	 'electrolysis' 	 2.228016
'2' 	 '7' 	 '10' 	 'electrolysis' 	 2.227801
'2' 	 '7' 	 '11' 	 'electrolysis' 	 2.227801
'2' 	 '7' 	 '12' 	 'electrolysis' 	 2.226301
'2' 	 '7' 	 '13' 	 'electrolysis' 	 2.227801
'2' 	 '7' 	 '14' 	 'electrolysis' 	 2.227801
'2' 	 '7' 	 '15' 	 'electrolysis' 	 2.227801
'2' 	 '7' 	 '16' 	 'electrolysis' 	 2.419506
'2' 	 '7' 	 '17' 	 'electrolysis' 	 6.727686
'2' 	 '7' 	 '18' 	 'electrolysis' 	 9.073042
'2' 	 '7' 	 '19' 	 'electrolysis' 	 9.123778
'2' 	 '7' 	 '20' 	 'electrolysis' 	 9.123778
'2' 	 '7' 	 '21' 	 'electrolysis' 	 9.123778
'2' 	 '7' 	 '22' 	 'electrolysis' 	 9.123778
'2' 	 '7' 	 '23' 	 'electrolysis' 	 9.123778
'2' 	 '7' 	 '24' 	 'electrolysis' 	 9.123778
'3' 	 '7' 	 '1' 	 'electrolysis' 	 2.339181
'3' 	 '7' 	 '2' 	 'electrolysis' 	 2.339181
'3' 	 '7' 	 '3' 	 'electrolysis' 	 2.338348
'3' 	 '7' 	 '4' 	 'electrolysis' 	 2.278501
'3' 	 '7' 	 '5' 	 'electrolysis' 	 2.274335
'3' 	 '7' 	 '6' 	 'electrolysis' 	 2.279334
'3' 	 '7' 	 '7' 	 'electrolysis' 	 2.369105
'3' 	 '7' 	 '8' 	 'electrolysis' 	 2.035962
'3' 	 '7' 	 '9' 	 'electrolysis' 	 2.007127
'3' 	 '7' 	 '10' 	 'electrolysis' 	 2.007127
'3' 	 '7' 	 '11' 	 'electrolysis' 	 2.007127
'3' 	 '7' 	 '12' 	 'electrolysis' 	 2.007127
'3' 	 '7' 	 '13' 	 'electrolysis' 	 2.007127
'3' 	 '7' 	 '14' 	 'electrolysis' 	 2.007127
'3' 	 '7' 	 '15' 	 'electrolysis' 	 2.007127
'3' 	 '7' 	 '16' 	 'electrolysis' 	 2.189763
'3' 	 '7' 	 '17' 	 'electrolysis' 	 2.369105
'3' 	 '7' 	 '18' 	 'electrolysis' 	 2.880509
'3' 	 '7' 	 '19' 	 'electrolysis' 	 2.369105
'3' 	 '7' 	 '20' 	 'electrolysis' 	 2.369105
'3' 	 '7' 	 '21' 	 'electrolysis' 	 2.369105
'3' 	 '7' 	 '22' 	 'electrolysis' 	 2.369105
'3' 	 '7' 	 '23' 	 'electrolysis' 	 2.339181
'3' 	 '7' 	 '24' 	 'electrolysis' 	 2.339181
'4' 	 '7' 	 '1' 	 'electrolysis' 	 2.502530
'4' 	 '7' 	 '2' 	 'electrolysis' 	 2.502530
'4' 	 '7' 	 '3' 	 'electrolysis' 	 2.466945
'4' 	 '7' 	 '4' 	 'electrolysis' 	 2.437124
'4' 	 '7' 	 '5' 	 'electrolysis' 	 2.426596
'4' 	 '7' 	 '6' 	 'electrolysis' 	 2.426729
'4' 	 '7' 	 '7' 	 'electrolysis' 	 2.502530
'4' 	 '7' 	 '8' 	 'electrolysis' 	 2.268760
'4' 	 '7' 	 '9' 	 'electrolysis' 	 1.609717
'4' 	 '7' 	 '10' 	 'electrolysis' 	 1.609717
'4' 	 '7' 	 '11' 	 'electrolysis' 	 1.609717
'4' 	 '7' 	 '12' 	 'electrolysis' 	 1.609717
'4' 	 '7' 	 '13' 	 'electrolysis' 	 1.609717
'4' 	 '7' 	 '14' 	 'electrolysis' 	 1.609717
'4' 	 '7' 	 '15' 	 'electrolysis' 	 1.609717
'4' 	 '7' 	 '16' 	 'electrolysis' 	 1.610431
'4' 	 '7' 	 '17' 	 'electrolysis' 	 2.274209
'4' 	 '7' 	 '18' 	 'electrolysis' 	 4.769381
'4' 	 '7' 	 '19' 	 'electrolysis' 	 2.508247
'4' 	 '7' 	 '20' 	 'electrolysis' 	 2.508247
'4' 	 '7' 	 '21' 	 'electrolysis' 	 2.508247
'4' 	 '7' 	 '22' 	 'electrolysis' 	 2.508247
'4' 	 '7' 	 '23' 	 'electrolysis' 	 2.508247
'4' 	 '7' 	 '24' 	 'electrolysis' 	 2.508247
'1' 	 '8' 	 '1' 	 'electrolysis' 	 22.012819
'1' 	 '8' 	 '2' 	 'electrolysis' 	 22.506021
'1' 	 '8' 	 '3' 	 'electrolysis' 	 22.258694
'1' 	 '8' 	 '4' 	 'electrolysis' 	 19.340129
'1' 	 '8' 	 '5' 	 'electrolysis' 	 19.116708
'1' 	 '8' 	 '6' 	 'electrolysis' 	 19.116708
'1' 	 '8' 	 '7' 	 'electrolysis' 	 14.980407
'1' 	 '8' 	 '8' 	 'electrolysis' 	 7.649661
'1' 	 '8' 	 '9' 	 'electrolysis' 	 7.649661
'1' 	 '8' 	 '10' 	 'electrolysis' 	 7.649661
'1' 	 '8' 	 '11' 	 'electrolysis' 	 7.649661
'1' 	 '8' 	 '12' 	 'electrolysis' 	 7.649661
'1' 	 '8' 	 '13' 	 'electrolysis' 	 7.649661
'1' 	 '8' 	 '14' 	 'electrolysis' 	 7.649661
'1' 	 '8' 	 '15' 	 'electrolysis' 	 7.649661
'1' 	 '8' 	 '16' 	 'electrolysis' 	 7.649661
'1' 	 '8' 	 '17' 	 'electrolysis' 	 7.649661
'1' 	 '8' 	 '18' 	 'electrolysis' 	 19.434506
'1' 	 '8' 	 '19' 	 'electrolysis' 	 22.794976
'1' 	 '8' 	 '20' 	 'electrolysis' 	 22.794976
'1' 	 '8' 	 '21' 	 'electrolysis' 	 22.794976
'1' 	 '8' 	 '22' 	 'electrolysis' 	 22.794976
'1' 	 '8' 	 '23' 	 'electrolysis' 	 22.794976
'1' 	 '8' 	 '24' 	 'electrolysis' 	 22.794976
'2' 	 '8' 	 '1' 	 'electrolysis' 	 55.880459
'2' 	 '8' 	 '2' 	 'electrolysis' 	 55.333511
'2' 	 '8' 	 '3' 	 'electrolysis' 	 55.333511
'2' 	 '8' 	 '4' 	 'electrolysis' 	 53.221980
'2' 	 '8' 	 '5' 	 'electrolysis' 	 53.221036
'2' 	 '8' 	 '6' 	 'electrolysis' 	 51.946090
'2' 	 '8' 	 '7' 	 'electrolysis' 	 51.944503
'2' 	 '8' 	 '8' 	 'electrolysis' 	 50.249376
'2' 	 '8' 	 '9' 	 'electrolysis' 	 48.390703
'2' 	 '8' 	 '10' 	 'electrolysis' 	 48.390516
'2' 	 '8' 	 '11' 	 'electrolysis' 	 47.408916
'2' 	 '8' 	 '12' 	 'electrolysis' 	 47.408916
'2' 	 '8' 	 '13' 	 'electrolysis' 	 47.408916
'2' 	 '8' 	 '14' 	 'electrolysis' 	 47.408916
'2' 	 '8' 	 '15' 	 'electrolysis' 	 47.408916
'2' 	 '8' 	 '16' 	 'electrolysis' 	 49.266017
'2' 	 '8' 	 '17' 	 'electrolysis' 	 52.512494
'2' 	 '8' 	 '18' 	 'electrolysis' 	 54.475973
'2' 	 '8' 	 '19' 	 'electrolysis' 	 54.545351
'2' 	 '8' 	 '20' 	 'electrolysis' 	 55.022811
'2' 	 '8' 	 '21' 	 'electrolysis' 	 55.822000
'2' 	 '8' 	 '22' 	 'electrolysis' 	 55.023047
'2' 	 '8' 	 '23' 	 'electrolysis' 	 55.023047
'2' 	 '8' 	 '24' 	 'electrolysis' 	 55.879947
'3' 	 '8' 	 '1' 	 'electrolysis' 	 23.489643
'3' 	 '8' 	 '2' 	 'electrolysis' 	 23.490154
'3' 	 '8' 	 '3' 	 'electrolysis' 	 23.488339
'3' 	 '8' 	 '4' 	 'electrolysis' 	 23.487309
'3' 	 '8' 	 '5' 	 'electrolysis' 	 22.256702
'3' 	 '8' 	 '6' 	 'electrolysis' 	 22.255369
'3' 	 '8' 	 '7' 	 'electrolysis' 	 22.262154
'3' 	 '8' 	 '8' 	 'electrolysis' 	 20.946504
'3' 	 '8' 	 '9' 	 'electrolysis' 	 20.943837
'3' 	 '8' 	 '10' 	 'electrolysis' 	 20.943837
'3' 	 '8' 	 '11' 	 'electrolysis' 	 20.943837
'3' 	 '8' 	 '12' 	 'electrolysis' 	 20.943837
'3' 	 '8' 	 '13' 	 'electrolysis' 	 20.943837
'3' 	 '8' 	 '14' 	 'electrolysis' 	 20.943837
'3' 	 '8' 	 '15' 	 'electrolysis' 	 20.943837
'3' 	 '8' 	 '16' 	 'electrolysis' 	 20.948503
'3' 	 '8' 	 '17' 	 'electrolysis' 	 24.639856
'3' 	 '8' 	 '18' 	 'electrolysis' 	 24.639856
'3' 	 '8' 	 '19' 	 'electrolysis' 	 24.639856
'3' 	 '8' 	 '20' 	 'electrolysis' 	 24.639856
'3' 	 '8' 	 '21' 	 'electrolysis' 	 24.639856
'3' 	 '8' 	 '22' 	 'electrolysis' 	 24.639856
'3' 	 '8' 	 '23' 	 'electrolysis' 	 24.639856
'3' 	 '8' 	 '24' 	 'electrolysis' 	 24.639856
'4' 	 '8' 	 '1' 	 'electrolysis' 	 41.309003
'4' 	 '8' 	 '2' 	 'electrolysis' 	 39.282227
'4' 	 '8' 	 '3' 	 'electrolysis' 	 37.199759
'4' 	 '8' 	 '4' 	 'electrolysis' 	 37.199635
'4' 	 '8' 	 '5' 	 'electrolysis' 	 37.199235
'4' 	 '8' 	 '6' 	 'electrolysis' 	 37.198676
'4' 	 '8' 	 '7' 	 'electrolysis' 	 37.199514
'4' 	 '8' 	 '8' 	 'electrolysis' 	 34.591046
'4' 	 '8' 	 '9' 	 'electrolysis' 	 28.042730
'4' 	 '8' 	 '10' 	 'electrolysis' 	 28.042730
'4' 	 '8' 	 '11' 	 'electrolysis' 	 28.042730
'4' 	 '8' 	 '12' 	 'electrolysis' 	 28.042730
'4' 	 '8' 	 '13' 	 'electrolysis' 	 28.042730
'4' 	 '8' 	 '14' 	 'electrolysis' 	 28.042731
'4' 	 '8' 	 '15' 	 'electrolysis' 	 28.042731
'4' 	 '8' 	 '16' 	 'electrolysis' 	 29.729016
'4' 	 '8' 	 '17' 	 'electrolysis' 	 31.141577
'4' 	 '8' 	 '18' 	 'electrolysis' 	 41.309003
'4' 	 '8' 	 '19' 	 'electrolysis' 	 41.309003
'4' 	 '8' 	 '20' 	 'electrolysis' 	 41.309003
'4' 	 '8' 	 '21' 	 'electrolysis' 	 41.309003
'4' 	 '8' 	 '22' 	 'electrolysis' 	 41.309003
'4' 	 '8' 	 '23' 	 'electrolysis' 	 41.308382
'4' 	 '8' 	 '24' 	 'electrolysis' 	 41.309003
'1' 	 '9' 	 '1' 	 'electrolysis' 	 8.892392
'1' 	 '9' 	 '2' 	 'electrolysis' 	 9.150084
'1' 	 '9' 	 '3' 	 'electrolysis' 	 9.150084
'1' 	 '9' 	 '4' 	 'electrolysis' 	 9.150084
'1' 	 '9' 	 '5' 	 'electrolysis' 	 9.029080
'1' 	 '9' 	 '6' 	 'electrolysis' 	 9.029080
'1' 	 '9' 	 '7' 	 'electrolysis' 	 6.740396
'1' 	 '9' 	 '8' 	 'electrolysis' 	 6.740033
'1' 	 '9' 	 '9' 	 'electrolysis' 	 3.936022
'1' 	 '9' 	 '10' 	 'electrolysis' 	 3.936022
'1' 	 '9' 	 '11' 	 'electrolysis' 	 3.936022
'1' 	 '9' 	 '12' 	 'electrolysis' 	 3.936022
'1' 	 '9' 	 '13' 	 'electrolysis' 	 3.936022
'1' 	 '9' 	 '14' 	 'electrolysis' 	 3.936022
'1' 	 '9' 	 '15' 	 'electrolysis' 	 3.936022
'1' 	 '9' 	 '16' 	 'electrolysis' 	 3.936022
'1' 	 '9' 	 '17' 	 'electrolysis' 	 6.740759
'1' 	 '9' 	 '18' 	 'electrolysis' 	 9.501952
'1' 	 '9' 	 '19' 	 'electrolysis' 	 9.501952
'1' 	 '9' 	 '20' 	 'electrolysis' 	 9.501952
'1' 	 '9' 	 '21' 	 'electrolysis' 	 9.501952
'1' 	 '9' 	 '22' 	 'electrolysis' 	 9.501952
'1' 	 '9' 	 '23' 	 'electrolysis' 	 9.501952
'1' 	 '9' 	 '24' 	 'electrolysis' 	 9.501952
'2' 	 '9' 	 '1' 	 'electrolysis' 	 53.931074
'2' 	 '9' 	 '2' 	 'electrolysis' 	 53.931623
'2' 	 '9' 	 '3' 	 'electrolysis' 	 53.929789
'2' 	 '9' 	 '4' 	 'electrolysis' 	 53.929623
'2' 	 '9' 	 '5' 	 'electrolysis' 	 49.880470
'2' 	 '9' 	 '6' 	 'electrolysis' 	 48.612506
'2' 	 '9' 	 '7' 	 'electrolysis' 	 48.313383
'2' 	 '9' 	 '8' 	 'electrolysis' 	 48.157159
'2' 	 '9' 	 '9' 	 'electrolysis' 	 47.094327
'2' 	 '9' 	 '10' 	 'electrolysis' 	 47.094327
'2' 	 '9' 	 '11' 	 'electrolysis' 	 47.094327
'2' 	 '9' 	 '12' 	 'electrolysis' 	 47.094327
'2' 	 '9' 	 '13' 	 'electrolysis' 	 47.094327
'2' 	 '9' 	 '14' 	 'electrolysis' 	 47.094327
'2' 	 '9' 	 '15' 	 'electrolysis' 	 47.094327
'2' 	 '9' 	 '16' 	 'electrolysis' 	 47.094327
'2' 	 '9' 	 '17' 	 'electrolysis' 	 49.718291
'2' 	 '9' 	 '18' 	 'electrolysis' 	 56.201779
'2' 	 '9' 	 '19' 	 'electrolysis' 	 56.553193
'2' 	 '9' 	 '20' 	 'electrolysis' 	 56.469180
'2' 	 '9' 	 '21' 	 'electrolysis' 	 56.469180
'2' 	 '9' 	 '22' 	 'electrolysis' 	 56.469180
'2' 	 '9' 	 '23' 	 'electrolysis' 	 56.469180
'2' 	 '9' 	 '24' 	 'electrolysis' 	 55.742616
'3' 	 '9' 	 '1' 	 'electrolysis' 	 23.226055
'3' 	 '9' 	 '2' 	 'electrolysis' 	 21.935024
'3' 	 '9' 	 '3' 	 'electrolysis' 	 23.223663
'3' 	 '9' 	 '4' 	 'electrolysis' 	 23.223663
'3' 	 '9' 	 '5' 	 'electrolysis' 	 21.458767
'3' 	 '9' 	 '6' 	 'electrolysis' 	 21.453659
'3' 	 '9' 	 '7' 	 'electrolysis' 	 21.951691
'3' 	 '9' 	 '8' 	 'electrolysis' 	 21.468766
'3' 	 '9' 	 '9' 	 'electrolysis' 	 20.285877
'3' 	 '9' 	 '10' 	 'electrolysis' 	 20.285877
'3' 	 '9' 	 '11' 	 'electrolysis' 	 20.222167
'3' 	 '9' 	 '12' 	 'electrolysis' 	 20.222167
'3' 	 '9' 	 '13' 	 'electrolysis' 	 20.222167
'3' 	 '9' 	 '14' 	 'electrolysis' 	 20.285877
'3' 	 '9' 	 '15' 	 'electrolysis' 	 20.285877
'3' 	 '9' 	 '16' 	 'electrolysis' 	 20.285877
'3' 	 '9' 	 '17' 	 'electrolysis' 	 23.231055
'3' 	 '9' 	 '18' 	 'electrolysis' 	 35.249756
'3' 	 '9' 	 '19' 	 'electrolysis' 	 24.071414
'3' 	 '9' 	 '20' 	 'electrolysis' 	 23.865738
'3' 	 '9' 	 '21' 	 'electrolysis' 	 23.221055
'3' 	 '9' 	 '22' 	 'electrolysis' 	 22.576373
'3' 	 '9' 	 '23' 	 'electrolysis' 	 21.941691
'3' 	 '9' 	 '24' 	 'electrolysis' 	 21.930643
'4' 	 '9' 	 '1' 	 'electrolysis' 	 23.556050
'4' 	 '9' 	 '2' 	 'electrolysis' 	 23.554037
'4' 	 '9' 	 '3' 	 'electrolysis' 	 22.693604
