Composite Table: 
seasons	regions	hours  	  technology 	        fuelcost
'1' 	 '14' 	 '19' 	 'electrolysis' 	 24.448718
'1' 	 '14' 	 '20' 	 'electrolysis' 	 24.448718
'1' 	 '14' 	 '21' 	 'electrolysis' 	 24.448718
'1' 	 '14' 	 '22' 	 'electrolysis' 	 24.448718
'1' 	 '14' 	 '23' 	 'electrolysis' 	 24.448718
'1' 	 '14' 	 '24' 	 'electrolysis' 	 24.448718
'2' 	 '14' 	 '1' 	 'electrolysis' 	 45.620356
'2' 	 '14' 	 '2' 	 'electrolysis' 	 45.620356
'2' 	 '14' 	 '3' 	 'electrolysis' 	 45.620356
'2' 	 '14' 	 '4' 	 'electrolysis' 	 45.620356
'2' 	 '14' 	 '5' 	 'electrolysis' 	 45.620356
'2' 	 '14' 	 '6' 	 'electrolysis' 	 45.620356
'2' 	 '14' 	 '7' 	 'electrolysis' 	 45.620356
'2' 	 '14' 	 '8' 	 'electrolysis' 	 37.928360
'2' 	 '14' 	 '9' 	 'electrolysis' 	 33.903135
'2' 	 '14' 	 '10' 	 'electrolysis' 	 33.903135
'2' 	 '14' 	 '11' 	 'electrolysis' 	 33.903135
'2' 	 '14' 	 '12' 	 'electrolysis' 	 33.903135
'2' 	 '14' 	 '13' 	 'electrolysis' 	 33.903135
'2' 	 '14' 	 '14' 	 'electrolysis' 	 33.903135
'2' 	 '14' 	 '15' 	 'electrolysis' 	 33.903135
'2' 	 '14' 	 '16' 	 'electrolysis' 	 33.903136
'2' 	 '14' 	 '17' 	 'electrolysis' 	 33.903136
'2' 	 '14' 	 '18' 	 'electrolysis' 	 45.620356
'2' 	 '14' 	 '19' 	 'electrolysis' 	 45.620356
'2' 	 '14' 	 '20' 	 'electrolysis' 	 45.620356
'2' 	 '14' 	 '21' 	 'electrolysis' 	 45.620356
'2' 	 '14' 	 '22' 	 'electrolysis' 	 45.620356
'2' 	 '14' 	 '23' 	 'electrolysis' 	 45.620356
'2' 	 '14' 	 '24' 	 'electrolysis' 	 45.620356
'3' 	 '14' 	 '1' 	 'electrolysis' 	 75.888496
'3' 	 '14' 	 '2' 	 'electrolysis' 	 75.888496
'3' 	 '14' 	 '3' 	 'electrolysis' 	 75.888496
'3' 	 '14' 	 '4' 	 'electrolysis' 	 75.888496
'3' 	 '14' 	 '5' 	 'electrolysis' 	 75.888496
'3' 	 '14' 	 '6' 	 'electrolysis' 	 75.888496
'3' 	 '14' 	 '7' 	 'electrolysis' 	 75.888496
'3' 	 '14' 	 '8' 	 'electrolysis' 	 74.015254
'3' 	 '14' 	 '9' 	 'electrolysis' 	 3.960687
'3' 	 '14' 	 '10' 	 'electrolysis' 	 3.960687
'3' 	 '14' 	 '11' 	 'electrolysis' 	 3.960687
'3' 	 '14' 	 '12' 	 'electrolysis' 	 3.960687
'3' 	 '14' 	 '13' 	 'electrolysis' 	 3.960687
'3' 	 '14' 	 '14' 	 'electrolysis' 	 3.960687
'3' 	 '14' 	 '15' 	 'electrolysis' 	 3.960687
'3' 	 '14' 	 '16' 	 'electrolysis' 	 3.960687
'3' 	 '14' 	 '17' 	 'electrolysis' 	 48.492744
'3' 	 '14' 	 '18' 	 'electrolysis' 	 75.888495
'3' 	 '14' 	 '19' 	 'electrolysis' 	 75.888495
'3' 	 '14' 	 '20' 	 'electrolysis' 	 75.888496
'3' 	 '14' 	 '21' 	 'electrolysis' 	 75.888496
'3' 	 '14' 	 '22' 	 'electrolysis' 	 75.888496
'3' 	 '14' 	 '23' 	 'electrolysis' 	 75.888496
'3' 	 '14' 	 '24' 	 'electrolysis' 	 75.888496
'4' 	 '14' 	 '1' 	 'electrolysis' 	 69.372058
'4' 	 '14' 	 '2' 	 'electrolysis' 	 69.372058
'4' 	 '14' 	 '3' 	 'electrolysis' 	 69.372058
'4' 	 '14' 	 '4' 	 'electrolysis' 	 69.372058
'4' 	 '14' 	 '5' 	 'electrolysis' 	 69.372058
'4' 	 '14' 	 '6' 	 'electrolysis' 	 69.372058
'4' 	 '14' 	 '7' 	 'electrolysis' 	 69.372058
'4' 	 '14' 	 '8' 	 'electrolysis' 	 69.372058
'4' 	 '14' 	 '9' 	 'electrolysis' 	 19.281036
'4' 	 '14' 	 '10' 	 'electrolysis' 	 19.281036
'4' 	 '14' 	 '11' 	 'electrolysis' 	 19.281036
'4' 	 '14' 	 '12' 	 'electrolysis' 	 19.281036
'4' 	 '14' 	 '13' 	 'electrolysis' 	 19.281036
'4' 	 '14' 	 '14' 	 'electrolysis' 	 19.281036
'4' 	 '14' 	 '15' 	 'electrolysis' 	 19.281036
'4' 	 '14' 	 '16' 	 'electrolysis' 	 19.281036
'4' 	 '14' 	 '17' 	 'electrolysis' 	 20.294020
'4' 	 '14' 	 '18' 	 'electrolysis' 	 69.372058
'4' 	 '14' 	 '19' 	 'electrolysis' 	 69.372058
'4' 	 '14' 	 '20' 	 'electrolysis' 	 69.372058
'4' 	 '14' 	 '21' 	 'electrolysis' 	 69.372058
'4' 	 '14' 	 '22' 	 'electrolysis' 	 69.372058
'4' 	 '14' 	 '23' 	 'electrolysis' 	 69.372058
'4' 	 '14' 	 '24' 	 'electrolysis' 	 69.372058
'1' 	 '15' 	 '1' 	 'electrolysis' 	 29.363273
'1' 	 '15' 	 '2' 	 'electrolysis' 	 29.363273
'1' 	 '15' 	 '3' 	 'electrolysis' 	 29.363273
'1' 	 '15' 	 '4' 	 'electrolysis' 	 29.363273
'1' 	 '15' 	 '5' 	 'electrolysis' 	 29.363273
'1' 	 '15' 	 '6' 	 'electrolysis' 	 29.363273
'1' 	 '15' 	 '7' 	 'electrolysis' 	 29.363273
'1' 	 '15' 	 '8' 	 'electrolysis' 	 0.001000
'1' 	 '15' 	 '9' 	 'electrolysis' 	 0.001000
'1' 	 '15' 	 '10' 	 'electrolysis' 	 0.001000
'1' 	 '15' 	 '11' 	 'electrolysis' 	 0.001000
'1' 	 '15' 	 '12' 	 'electrolysis' 	 0.001000
'1' 	 '15' 	 '13' 	 'electrolysis' 	 0.001000
'1' 	 '15' 	 '14' 	 'electrolysis' 	 0.001000
'1' 	 '15' 	 '15' 	 'electrolysis' 	 0.001000
'1' 	 '15' 	 '16' 	 'electrolysis' 	 0.001000
'1' 	 '15' 	 '17' 	 'electrolysis' 	 0.001000
'1' 	 '15' 	 '18' 	 'electrolysis' 	 29.363272
'1' 	 '15' 	 '19' 	 'electrolysis' 	 29.363273
'1' 	 '15' 	 '20' 	 'electrolysis' 	 29.363273
'1' 	 '15' 	 '21' 	 'electrolysis' 	 29.363273
'1' 	 '15' 	 '22' 	 'electrolysis' 	 29.363273
'1' 	 '15' 	 '23' 	 'electrolysis' 	 29.363273
'1' 	 '15' 	 '24' 	 'electrolysis' 	 29.363273
'2' 	 '15' 	 '1' 	 'electrolysis' 	 77.940615
'2' 	 '15' 	 '2' 	 'electrolysis' 	 77.940615
'2' 	 '15' 	 '3' 	 'electrolysis' 	 77.940615
'2' 	 '15' 	 '4' 	 'electrolysis' 	 77.940615
'2' 	 '15' 	 '5' 	 'electrolysis' 	 77.940615
'2' 	 '15' 	 '6' 	 'electrolysis' 	 77.940615
'2' 	 '15' 	 '7' 	 'electrolysis' 	 77.940615
'2' 	 '15' 	 '8' 	 'electrolysis' 	 12.761222
'2' 	 '15' 	 '9' 	 'electrolysis' 	 12.761222
'2' 	 '15' 	 '10' 	 'electrolysis' 	 12.761222
'2' 	 '15' 	 '11' 	 'electrolysis' 	 12.761222
'2' 	 '15' 	 '12' 	 'electrolysis' 	 12.761222
'2' 	 '15' 	 '13' 	 'electrolysis' 	 12.761222
'2' 	 '15' 	 '14' 	 'electrolysis' 	 12.761222
'2' 	 '15' 	 '15' 	 'electrolysis' 	 12.761222
'2' 	 '15' 	 '16' 	 'electrolysis' 	 12.761222
'2' 	 '15' 	 '17' 	 'electrolysis' 	 77.940614
'2' 	 '15' 	 '18' 	 'electrolysis' 	 77.940614
'2' 	 '15' 	 '19' 	 'electrolysis' 	 77.940614
'2' 	 '15' 	 '20' 	 'electrolysis' 	 77.940615
'2' 	 '15' 	 '21' 	 'electrolysis' 	 77.940615
'2' 	 '15' 	 '22' 	 'electrolysis' 	 77.940615
'2' 	 '15' 	 '23' 	 'electrolysis' 	 77.940615
'2' 	 '15' 	 '24' 	 'electrolysis' 	 77.940615
'3' 	 '15' 	 '1' 	 'electrolysis' 	 22.262701
'3' 	 '15' 	 '2' 	 'electrolysis' 	 22.262701
'3' 	 '15' 	 '3' 	 'electrolysis' 	 22.262701
'3' 	 '15' 	 '4' 	 'electrolysis' 	 22.262701
'3' 	 '15' 	 '5' 	 'electrolysis' 	 22.262701
'3' 	 '15' 	 '6' 	 'electrolysis' 	 22.262701
'3' 	 '15' 	 '7' 	 'electrolysis' 	 22.262701
'3' 	 '15' 	 '8' 	 'electrolysis' 	 0.001000
'3' 	 '15' 	 '9' 	 'electrolysis' 	 0.001000
'3' 	 '15' 	 '10' 	 'electrolysis' 	 0.001000
'3' 	 '15' 	 '11' 	 'electrolysis' 	 0.001000
'3' 	 '15' 	 '12' 	 'electrolysis' 	 0.001000
'3' 	 '15' 	 '13' 	 'electrolysis' 	 0.001000
'3' 	 '15' 	 '14' 	 'electrolysis' 	 0.001000
'3' 	 '15' 	 '15' 	 'electrolysis' 	 0.001000
'3' 	 '15' 	 '16' 	 'electrolysis' 	 0.001000
'3' 	 '15' 	 '17' 	 'electrolysis' 	 7.421499
'3' 	 '15' 	 '18' 	 'electrolysis' 	 22.262701
'3' 	 '15' 	 '19' 	 'electrolysis' 	 22.262701
'3' 	 '15' 	 '20' 	 'electrolysis' 	 22.262701
'3' 	 '15' 	 '21' 	 'electrolysis' 	 22.262701
'3' 	 '15' 	 '22' 	 'electrolysis' 	 22.262701
'3' 	 '15' 	 '23' 	 'electrolysis' 	 22.262701
'3' 	 '15' 	 '24' 	 'electrolysis' 	 22.262701
'4' 	 '15' 	 '1' 	 'electrolysis' 	 33.967516
'4' 	 '15' 	 '2' 	 'electrolysis' 	 33.967516
'4' 	 '15' 	 '3' 	 'electrolysis' 	 33.967516
'4' 	 '15' 	 '4' 	 'electrolysis' 	 33.967516
'4' 	 '15' 	 '5' 	 'electrolysis' 	 33.967516
'4' 	 '15' 	 '6' 	 'electrolysis' 	 33.967516
'4' 	 '15' 	 '7' 	 'electrolysis' 	 33.967516
'4' 	 '15' 	 '8' 	 'electrolysis' 	 33.391553
'4' 	 '15' 	 '9' 	 'electrolysis' 	 0.001000
'4' 	 '15' 	 '10' 	 'electrolysis' 	 0.001000
'4' 	 '15' 	 '11' 	 'electrolysis' 	 0.001000
'4' 	 '15' 	 '12' 	 'electrolysis' 	 0.001000
'4' 	 '15' 	 '13' 	 'electrolysis' 	 0.001000
'4' 	 '15' 	 '14' 	 'electrolysis' 	 0.001000
'4' 	 '15' 	 '15' 	 'electrolysis' 	 0.001000
'4' 	 '15' 	 '16' 	 'electrolysis' 	 0.001000
'4' 	 '15' 	 '17' 	 'electrolysis' 	 0.579580
'4' 	 '15' 	 '18' 	 'electrolysis' 	 31.650858
'4' 	 '15' 	 '19' 	 'electrolysis' 	 33.967516
'4' 	 '15' 	 '20' 	 'electrolysis' 	 33.967516
'4' 	 '15' 	 '21' 	 'electrolysis' 	 33.967516
'4' 	 '15' 	 '22' 	 'electrolysis' 	 33.967516
'4' 	 '15' 	 '23' 	 'electrolysis' 	 33.967516
'4' 	 '15' 	 '24' 	 'electrolysis' 	 33.967516
'1' 	 '16' 	 '1' 	 'electrolysis' 	 16.169262
'1' 	 '16' 	 '2' 	 'electrolysis' 	 16.169262
'1' 	 '16' 	 '3' 	 'electrolysis' 	 16.169262
'1' 	 '16' 	 '4' 	 'electrolysis' 	 16.169262
'1' 	 '16' 	 '5' 	 'electrolysis' 	 16.169262
'1' 	 '16' 	 '6' 	 'electrolysis' 	 16.169262
'1' 	 '16' 	 '7' 	 'electrolysis' 	 15.468202
'1' 	 '16' 	 '8' 	 'electrolysis' 	 1.397841
'1' 	 '16' 	 '9' 	 'electrolysis' 	 1.392519
'1' 	 '16' 	 '10' 	 'electrolysis' 	 1.392519
'1' 	 '16' 	 '11' 	 'electrolysis' 	 1.392519
'1' 	 '16' 	 '12' 	 'electrolysis' 	 1.392519
'1' 	 '16' 	 '13' 	 'electrolysis' 	 1.392519
'1' 	 '16' 	 '14' 	 'electrolysis' 	 1.392519
'1' 	 '16' 	 '15' 	 'electrolysis' 	 1.392519
'1' 	 '16' 	 '16' 	 'electrolysis' 	 1.392519
'1' 	 '16' 	 '17' 	 'electrolysis' 	 14.878919
'1' 	 '16' 	 '18' 	 'electrolysis' 	 16.169262
'1' 	 '16' 	 '19' 	 'electrolysis' 	 16.169262
'1' 	 '16' 	 '20' 	 'electrolysis' 	 16.169262
'1' 	 '16' 	 '21' 	 'electrolysis' 	 16.169262
'1' 	 '16' 	 '22' 	 'electrolysis' 	 16.169262
'1' 	 '16' 	 '23' 	 'electrolysis' 	 16.169262
'1' 	 '16' 	 '24' 	 'electrolysis' 	 16.169262
'2' 	 '16' 	 '1' 	 'electrolysis' 	 72.334626
'2' 	 '16' 	 '2' 	 'electrolysis' 	 72.334626
'2' 	 '16' 	 '3' 	 'electrolysis' 	 72.334626
'2' 	 '16' 	 '4' 	 'electrolysis' 	 72.334626
'2' 	 '16' 	 '5' 	 'electrolysis' 	 72.334626
'2' 	 '16' 	 '6' 	 'electrolysis' 	 72.334626
'2' 	 '16' 	 '7' 	 'electrolysis' 	 72.334626
'2' 	 '16' 	 '8' 	 'electrolysis' 	 14.168792
'2' 	 '16' 	 '9' 	 'electrolysis' 	 14.168792
'2' 	 '16' 	 '10' 	 'electrolysis' 	 14.168792
'2' 	 '16' 	 '11' 	 'electrolysis' 	 14.168792
'2' 	 '16' 	 '12' 	 'electrolysis' 	 14.168792
'2' 	 '16' 	 '13' 	 'electrolysis' 	 14.168792
'2' 	 '16' 	 '14' 	 'electrolysis' 	 14.168792
'2' 	 '16' 	 '15' 	 'electrolysis' 	 14.168792
'2' 	 '16' 	 '16' 	 'electrolysis' 	 14.168792
'2' 	 '16' 	 '17' 	 'electrolysis' 	 69.398432
'2' 	 '16' 	 '18' 	 'electrolysis' 	 72.334626
'2' 	 '16' 	 '19' 	 'electrolysis' 	 72.334626
'2' 	 '16' 	 '20' 	 'electrolysis' 	 72.334626
'2' 	 '16' 	 '21' 	 'electrolysis' 	 72.334626
'2' 	 '16' 	 '22' 	 'electrolysis' 	 72.334626
'2' 	 '16' 	 '23' 	 'electrolysis' 	 72.334626
'2' 	 '16' 	 '24' 	 'electrolysis' 	 72.334626
'3' 	 '16' 	 '1' 	 'electrolysis' 	 42.671295
'3' 	 '16' 	 '2' 	 'electrolysis' 	 42.671295
'3' 	 '16' 	 '3' 	 'electrolysis' 	 42.671295
'3' 	 '16' 	 '4' 	 'electrolysis' 	 42.671295
'3' 	 '16' 	 '5' 	 'electrolysis' 	 42.671295
'3' 	 '16' 	 '6' 	 'electrolysis' 	 42.671295
'3' 	 '16' 	 '7' 	 'electrolysis' 	 42.671295
'3' 	 '16' 	 '8' 	 'electrolysis' 	 27.941211
'3' 	 '16' 	 '9' 	 'electrolysis' 	 2.547500
'3' 	 '16' 	 '10' 	 'electrolysis' 	 2.547500
'3' 	 '16' 	 '11' 	 'electrolysis' 	 2.547500
'3' 	 '16' 	 '12' 	 'electrolysis' 	 2.547500
'3' 	 '16' 	 '13' 	 'electrolysis' 	 2.547500
'3' 	 '16' 	 '14' 	 'electrolysis' 	 2.547500
'3' 	 '16' 	 '15' 	 'electrolysis' 	 2.547500
'3' 	 '16' 	 '16' 	 'electrolysis' 	 2.547500
'3' 	 '16' 	 '17' 	 'electrolysis' 	 42.671295
'3' 	 '16' 	 '18' 	 'electrolysis' 	 42.671295
'3' 	 '16' 	 '19' 	 'electrolysis' 	 42.671295
'3' 	 '16' 	 '20' 	 'electrolysis' 	 42.671295
'3' 	 '16' 	 '21' 	 'electrolysis' 	 42.671295
'3' 	 '16' 	 '22' 	 'electrolysis' 	 42.671295
'3' 	 '16' 	 '23' 	 'electrolysis' 	 42.671295
'3' 	 '16' 	 '24' 	 'electrolysis' 	 42.671295
'4' 	 '16' 	 '1' 	 'electrolysis' 	 38.181560
'4' 	 '16' 	 '2' 	 'electrolysis' 	 38.181560
'4' 	 '16' 	 '3' 	 'electrolysis' 	 38.181560
'4' 	 '16' 	 '4' 	 'electrolysis' 	 38.181560
'4' 	 '16' 	 '5' 	 'electrolysis' 	 38.181560
'4' 	 '16' 	 '6' 	 'electrolysis' 	 38.181560
'4' 	 '16' 	 '7' 	 'electrolysis' 	 38.181560
'4' 	 '16' 	 '8' 	 'electrolysis' 	 38.181560
'4' 	 '16' 	 '9' 	 'electrolysis' 	 10.911896
'4' 	 '16' 	 '10' 	 'electrolysis' 	 10.911896
'4' 	 '16' 	 '11' 	 'electrolysis' 	 10.911896
'4' 	 '16' 	 '12' 	 'electrolysis' 	 10.911896
'4' 	 '16' 	 '13' 	 'electrolysis' 	 10.911896
'4' 	 '16' 	 '14' 	 'electrolysis' 	 10.911896
'4' 	 '16' 	 '15' 	 'electrolysis' 	 10.911896
'4' 	 '16' 	 '16' 	 'electrolysis' 	 10.911896
'4' 	 '16' 	 '17' 	 'electrolysis' 	 26.730436
'4' 	 '16' 	 '18' 	 'electrolysis' 	 38.181559
'4' 	 '16' 	 '19' 	 'electrolysis' 	 38.181559
'4' 	 '16' 	 '20' 	 'electrolysis' 	 38.181559
'4' 	 '16' 	 '21' 	 'electrolysis' 	 38.181560
'4' 	 '16' 	 '22' 	 'electrolysis' 	 38.181560
'4' 	 '16' 	 '23' 	 'electrolysis' 	 38.181560
'4' 	 '16' 	 '24' 	 'electrolysis' 	 38.181560
'1' 	 '17' 	 '1' 	 'electrolysis' 	 21.066578
'1' 	 '17' 	 '2' 	 'electrolysis' 	 21.138610
'1' 	 '17' 	 '3' 	 'electrolysis' 	 21.060933
'1' 	 '17' 	 '4' 	 'electrolysis' 	 21.068030
'1' 	 '17' 	 '5' 	 'electrolysis' 	 19.791432
'1' 	 '17' 	 '6' 	 'electrolysis' 	 21.138610
'1' 	 '17' 	 '7' 	 'electrolysis' 	 21.145707
'1' 	 '17' 	 '8' 	 'electrolysis' 	 21.141513
'1' 	 '17' 	 '9' 	 'electrolysis' 	 12.158926
'1' 	 '17' 	 '10' 	 'electrolysis' 	 11.631457
'1' 	 '17' 	 '11' 	 'electrolysis' 	 11.631457
'1' 	 '17' 	 '12' 	 'electrolysis' 	 12.158425
'1' 	 '17' 	 '13' 	 'electrolysis' 	 11.631457
'1' 	 '17' 	 '14' 	 'electrolysis' 	 11.631457
'1' 	 '17' 	 '15' 	 'electrolysis' 	 10.343312
'1' 	 '17' 	 '16' 	 'electrolysis' 	 12.158425
'1' 	 '17' 	 '17' 	 'electrolysis' 	 12.158425
'1' 	 '17' 	 '18' 	 'electrolysis' 	 21.138158
'1' 	 '17' 	 '19' 	 'electrolysis' 	 24.329819
'1' 	 '17' 	 '20' 	 'electrolysis' 	 24.318399
'1' 	 '17' 	 '21' 	 'electrolysis' 	 24.315496
'1' 	 '17' 	 '22' 	 'electrolysis' 	 24.315496
'1' 	 '17' 	 '23' 	 'electrolysis' 	 24.311093
'1' 	 '17' 	 '24' 	 'electrolysis' 	 24.314045
'2' 	 '17' 	 '1' 	 'electrolysis' 	 39.515930
'2' 	 '17' 	 '2' 	 'electrolysis' 	 39.506331
'2' 	 '17' 	 '3' 	 'electrolysis' 	 39.520525
'2' 	 '17' 	 '4' 	 'electrolysis' 	 38.744434
'2' 	 '17' 	 '5' 	 'electrolysis' 	 38.734434
'2' 	 '17' 	 '6' 	 'electrolysis' 	 38.744434
'2' 	 '17' 	 '7' 	 'electrolysis' 	 42.412454
'2' 	 '17' 	 '8' 	 'electrolysis' 	 42.896287
'2' 	 '17' 	 '9' 	 'electrolysis' 	 39.429075
'2' 	 '17' 	 '10' 	 'electrolysis' 	 37.038148
'2' 	 '17' 	 '11' 	 'electrolysis' 	 37.228037
'2' 	 '17' 	 '12' 	 'electrolysis' 	 37.418455
'2' 	 '17' 	 '13' 	 'electrolysis' 	 38.641902
'2' 	 '17' 	 '14' 	 'electrolysis' 	 39.155911
'2' 	 '17' 	 '15' 	 'electrolysis' 	 35.357388
'2' 	 '17' 	 '16' 	 'electrolysis' 	 38.788091
'2' 	 '17' 	 '17' 	 'electrolysis' 	 39.858071
'2' 	 '17' 	 '18' 	 'electrolysis' 	 43.593550
'2' 	 '17' 	 '19' 	 'electrolysis' 	 45.536839
'2' 	 '17' 	 '20' 	 'electrolysis' 	 44.463505
'2' 	 '17' 	 '21' 	 'electrolysis' 	 43.156563
'2' 	 '17' 	 '22' 	 'electrolysis' 	 42.285419
'2' 	 '17' 	 '23' 	 'electrolysis' 	 40.331212
'2' 	 '17' 	 '24' 	 'electrolysis' 	 41.102977
'3' 	 '17' 	 '1' 	 'electrolysis' 	 24.315899
'3' 	 '17' 	 '2' 	 'electrolysis' 	 24.315268
'3' 	 '17' 	 '3' 	 'electrolysis' 	 24.317351
'3' 	 '17' 	 '4' 	 'electrolysis' 	 24.317351
'3' 	 '17' 	 '5' 	 'electrolysis' 	 24.312351
'3' 	 '17' 	 '6' 	 'electrolysis' 	 24.317351
'3' 	 '17' 	 '7' 	 'electrolysis' 	 24.317351
'3' 	 '17' 	 '8' 	 'electrolysis' 	 24.317351
'3' 	 '17' 	 '9' 	 'electrolysis' 	 22.492299
'3' 	 '17' 	 '10' 	 'electrolysis' 	 20.497173
'3' 	 '17' 	 '11' 	 'electrolysis' 	 21.105107
'3' 	 '17' 	 '12' 	 'electrolysis' 	 17.335046
'3' 	 '17' 	 '13' 	 'electrolysis' 	 10.607767
'3' 	 '17' 	 '14' 	 'electrolysis' 	 11.448257
'3' 	 '17' 	 '15' 	 'electrolysis' 	 20.426574
'3' 	 '17' 	 '16' 	 'electrolysis' 	 22.319725
'3' 	 '17' 	 '17' 	 'electrolysis' 	 24.314851
'3' 	 '17' 	 '18' 	 'electrolysis' 	 24.327203
'3' 	 '17' 	 '19' 	 'electrolysis' 	 24.318803
'3' 	 '17' 	 '20' 	 'electrolysis' 	 24.317351
'3' 	 '17' 	 '21' 	 'electrolysis' 	 24.309004
'3' 	 '17' 	 '22' 	 'electrolysis' 	 24.311155
'3' 	 '17' 	 '23' 	 'electrolysis' 	 24.316988
'3' 	 '17' 	 '24' 	 'electrolysis' 	 24.311988
'4' 	 '17' 	 '1' 	 'electrolysis' 	 23.907480
'4' 	 '17' 	 '2' 	 'electrolysis' 	 23.902155
'4' 	 '17' 	 '3' 	 'electrolysis' 	 23.898606
'4' 	 '17' 	 '4' 	 'electrolysis' 	 23.906428
'4' 	 '17' 	 '5' 	 'electrolysis' 	 23.903450
'4' 	 '17' 	 '6' 	 'electrolysis' 	 24.170000
'4' 	 '17' 	 '7' 	 'electrolysis' 	 24.170484
'4' 	 '17' 	 '8' 	 'electrolysis' 	 25.688137
'4' 	 '17' 	 '9' 	 'electrolysis' 	 22.327088
'4' 	 '17' 	 '10' 	 'electrolysis' 	 17.101774
'4' 	 '17' 	 '11' 	 'electrolysis' 	 14.359024
'4' 	 '17' 	 '12' 	 'electrolysis' 	 9.583505
'4' 	 '17' 	 '13' 	 'electrolysis' 	 4.428611
'4' 	 '17' 	 '14' 	 'electrolysis' 	 3.798130
'4' 	 '17' 	 '15' 	 'electrolysis' 	 13.490448
'4' 	 '17' 	 '16' 	 'electrolysis' 	 16.522949
'4' 	 '17' 	 '17' 	 'electrolysis' 	 17.395519
'4' 	 '17' 	 '18' 	 'electrolysis' 	 24.898686
'4' 	 '17' 	 '19' 	 'electrolysis' 	 24.172016
'4' 	 '17' 	 '20' 	 'electrolysis' 	 24.170484
'4' 	 '17' 	 '21' 	 'electrolysis' 	 24.169015
'4' 	 '17' 	 '22' 	 'electrolysis' 	 24.167340
'4' 	 '17' 	 '23' 	 'electrolysis' 	 24.164426
'4' 	 '17' 	 '24' 	 'electrolysis' 	 24.165174
'1' 	 '18' 	 '1' 	 'electrolysis' 	 13.985077
'1' 	 '18' 	 '2' 	 'electrolysis' 	 13.992174
'1' 	 '18' 	 '3' 	 'electrolysis' 	 13.808199
'1' 	 '18' 	 '4' 	 'electrolysis' 	 13.808199
'1' 	 '18' 	 '5' 	 'electrolysis' 	 13.801103
'1' 	 '18' 	 '6' 	 'electrolysis' 	 13.985077
'1' 	 '18' 	 '7' 	 'electrolysis' 	 14.553911
'1' 	 '18' 	 '8' 	 'electrolysis' 	 14.441547
'1' 	 '18' 	 '9' 	 'electrolysis' 	 14.632618
'1' 	 '18' 	 '10' 	 'electrolysis' 	 13.854424
'1' 	 '18' 	 '11' 	 'electrolysis' 	 13.752351
'1' 	 '18' 	 '12' 	 'electrolysis' 	 13.752351
'1' 	 '18' 	 '13' 	 'electrolysis' 	 13.752351
'1' 	 '18' 	 '14' 	 'electrolysis' 	 13.745255
'1' 	 '18' 	 '15' 	 'electrolysis' 	 13.752351
'1' 	 '18' 	 '16' 	 'electrolysis' 	 13.752351
'1' 	 '18' 	 '17' 	 'electrolysis' 	 13.776286
'1' 	 '18' 	 '18' 	 'electrolysis' 	 14.629715
'1' 	 '18' 	 '19' 	 'electrolysis' 	 14.622618
'1' 	 '18' 	 '20' 	 'electrolysis' 	 14.625521
'1' 	 '18' 	 '21' 	 'electrolysis' 	 13.903272
'1' 	 '18' 	 '22' 	 'electrolysis' 	 14.549717
'1' 	 '18' 	 '23' 	 'electrolysis' 	 13.208252
'1' 	 '18' 	 '24' 	 'electrolysis' 	 13.988625
'2' 	 '18' 	 '1' 	 'electrolysis' 	 52.326899
'2' 	 '18' 	 '2' 	 'electrolysis' 	 53.505519
'2' 	 '18' 	 '3' 	 'electrolysis' 	 52.324320
'2' 	 '18' 	 '4' 	 'electrolysis' 	 52.322465
'2' 	 '18' 	 '5' 	 'electrolysis' 	 52.320932
'2' 	 '18' 	 '6' 	 'electrolysis' 	 53.502898
'2' 	 '18' 	 '7' 	 'electrolysis' 	 56.502800
'2' 	 '18' 	 '8' 	 'electrolysis' 	 62.210264
'2' 	 '18' 	 '9' 	 'electrolysis' 	 64.151525
'2' 	 '18' 	 '10' 	 'electrolysis' 	 55.522338
'2' 	 '18' 	 '11' 	 'electrolysis' 	 54.343437
'2' 	 '18' 	 '12' 	 'electrolysis' 	 53.920032
'2' 	 '18' 	 '13' 	 'electrolysis' 	 54.796545
'2' 	 '18' 	 '14' 	 'electrolysis' 	 54.796545
'2' 	 '18' 	 '15' 	 'electrolysis' 	 54.796545
'2' 	 '18' 	 '16' 	 'electrolysis' 	 55.501942
'2' 	 '18' 	 '17' 	 'electrolysis' 	 57.669845
'2' 	 '18' 	 '18' 	 'electrolysis' 	 57.674038
'2' 	 '18' 	 '19' 	 'electrolysis' 	 57.674038
'2' 	 '18' 	 '20' 	 'electrolysis' 	 55.228969
'2' 	 '18' 	 '21' 	 'electrolysis' 	 51.672312
'2' 	 '18' 	 '22' 	 'electrolysis' 	 48.500152
'2' 	 '18' 	 '23' 	 'electrolysis' 	 46.984822
'2' 	 '18' 	 '24' 	 'electrolysis' 	 54.448005
'3' 	 '18' 	 '1' 	 'electrolysis' 	 21.166052
'3' 	 '18' 	 '2' 	 'electrolysis' 	 21.166052
'3' 	 '18' 	 '3' 	 'electrolysis' 	 21.166052
'3' 	 '18' 	 '4' 	 'electrolysis' 	 19.842906
'3' 	 '18' 	 '5' 	 'electrolysis' 	 19.838461
'3' 	 '18' 	 '6' 	 'electrolysis' 	 21.166052
'3' 	 '18' 	 '7' 	 'electrolysis' 	 21.886155
'3' 	 '18' 	 '8' 	 'electrolysis' 	 19.325390
'3' 	 '18' 	 '9' 	 'electrolysis' 	 20.644092
