facility_id,facility_name,facility_type,state,co2_volume,co2_cost_inv_2018$,co2_cost_om_2018$,supply_latitude,supply_longitude,year_operational,years_operating,facility_new,source,plant_id,unit_id,summer_cap,cap_factor,emm_region,emm_census_region,ccs_overnight_cost,ccs_fixed_om_cost,ccs_var_om_cost,rrc,crosswalk_notes,supply_hsm_region,supply_census_region,supply_census_division,co2_ratio,eligibility_45q,cluster_type,operational_status
fc1913_cluster,facility_ethanol_1913,ethanol,UT,143042.0,0.0,,40.45336956800321,-110.295264112077,,0.0,Y,,,,,,,,,,,0,,,2,8,1.0,1,cluster,N
fc1914_cluster,facility_ethanol_1914,ethanol,TX,143042.0,0.0,,34.617489666666664,-102.09484633333334,,0.0,Y,,,,,,,,,,,0,,,3,7,1.0,1,cluster,N
fc1915_cluster,facility_ethanol_1915,ethanol,CA,143042.0,0.0,,41.66028757670879,-120.09754257811856,,0.0,Y,,,,,,,,,,,0,,,2,9,1.0,1,cluster,N
fc1916_cluster,facility_ethanol_1916,ethanol,SC,143042.0,0.0,,34.123712911457346,-80.91408666289658,,0.0,Y,,,,,,,,,,,0,,,2,5,1.0,1,cluster,N
fc1917_cluster,facility_ethanol_1917,ethanol,ME,143042.0,0.0,,44.24019715798952,-70.6453469306403,,0.0,Y,,,,,,,,,,,0,,,2,1,1.0,1,cluster,N
fc1918_cluster,facility_ethanol_1918,ethanol,IL,143042.0,0.0,,40.2173578,-88.0167788,,0.0,Y,,,,,,,,,,,0,,,2,3,1.0,1,cluster,N
fc1919_cluster,facility_ethanol_1919,ethanol,TN,143042.0,0.0,,36.28305,-89.147607,,0.0,Y,,,,,,,,,,,0,,,3,6,1.0,1,cluster,N
fc1920_cluster,facility_ethanol_1920,ethanol,IA,143042.0,0.0,,42.44658829032258,-95.05542858064516,,0.0,Y,,,,,,,,,,,0,,,2,4,1.0,1,cluster,N
fc1921_cluster,facility_pp_coal_1921,pp_coal,PA,1000000.0,0.0,,40.765,-76.10533333333333,,0.0,Y,,,,,,,,,,,0,,,1,2,0.1524448912882788,1,cluster,N
fc1922_cluster,facility_pp_coal_1922,pp_coal,PA,1000000.0,0.0,,40.596125,-79.1495,,0.0,Y,,,,,,,,,,,0,,,1,2,0.8475551087117211,1,cluster,N
fc1923_cluster,facility_pp_coal_1923,pp_coal,WY,1000000.0,0.0,,40.88369696969697,-108.34354545454543,,0.0,Y,,,,,,,,,,,0,,,4,8,1.0,1,cluster,N
fc1924_cluster,facility_pp_coal_1924,pp_coal,TX,1000000.0,0.0,,32.54028571428572,-95.87065714285714,,0.0,Y,,,,,,,,,,,0,,,3,7,1.0,1,cluster,N
fc1925_cluster,facility_pp_coal_1925,pp_coal,CA,1000000.0,0.0,,41.66028757670879,-120.09754257811856,,0.0,Y,,,,,,,,,,,0,,,1,9,1.0,1,cluster,N
fc1926_cluster,facility_pp_coal_1926,pp_coal,WV,1000000.0,0.0,,39.30942105263158,-80.5447894736842,,0.0,Y,,,,,,,,,,,0,,,3,5,0.6341241293250311,1,cluster,N
fc1927_cluster,facility_pp_coal_1927,pp_coal,VA,1000000.0,0.0,,36.599714285714285,-78.94171428571428,,0.0,Y,,,,,,,,,,,0,,,3,5,0.1958669832005606,1,cluster,N
fc1928_cluster,facility_pp_coal_1928,pp_coal,SC,1000000.0,0.0,,33.450857142857146,-80.23257142857143,,0.0,Y,,,,,,,,,,,0,,,3,5,0.1700088874744082,1,cluster,N
fc1929_cluster,facility_pp_coal_1929,pp_coal,NH,1000000.0,0.0,,43.1195,-71.1265,,0.0,Y,,,,,,,,,,,0,,,1,1,1.0,1,cluster,N
fc1930_cluster,facility_pp_coal_1930,pp_coal,IN,1000000.0,0.0,,38.5295625,-87.491625,,0.0,Y,,,,,,,,,,,0,,,2,3,0.4389438419107004,1,cluster,N
fc1931_cluster,facility_pp_coal_1931,pp_coal,OH,1000000.0,0.0,,38.92,-82.12528571428572,,0.0,Y,,,,,,,,,,,0,,,2,3,0.2326789336858833,1,cluster,N
fc1932_cluster,facility_pp_coal_1932,pp_coal,IL,1000000.0,0.0,,37.8836,-89.23859999999999,,0.0,Y,,,,,,,,,,,0,,,2,3,0.1526146304321428,1,cluster,N
fc1933_cluster,facility_pp_coal_1933,pp_coal,OH,1000000.0,0.0,,40.988,-81.35950000000001,,0.0,Y,,,,,,,,,,,0,,,2,3,0.094098464936424,1,cluster,N
fc1934_cluster,facility_pp_coal_1934,pp_coal,IN,1000000.0,0.0,,39.00425,-85.2895,,0.0,Y,,,,,,,,,,,0,,,2,3,0.0816641290348493,1,cluster,N
fc1935_cluster,facility_pp_coal_1935,pp_coal,AL,1000000.0,0.0,,33.5544,-86.9396,,0.0,Y,,,,,,,,,,,0,,,3,6,0.3740133696476299,1,cluster,N
fc1936_cluster,facility_pp_coal_1936,pp_coal,KY,1000000.0,0.0,,38.36025,-84.80025,,0.0,Y,,,,,,,,,,,0,,,3,6,0.62598663035237,1,cluster,N
fc1937_cluster,facility_pp_coal_1937,pp_coal,NE,1000000.0,0.0,,41.25292307692308,-96.21707692307692,,0.0,Y,,,,,,,,,,,0,,,2,4,0.2593466385595842,1,cluster,N
fc1938_cluster,facility_pp_coal_1938,pp_coal,IA,1000000.0,0.0,,41.496857142857145,-91.44257142857144,,0.0,Y,,,,,,,,,,,0,,,2,4,0.0938698227885281,1,cluster,N
fc1939_cluster,facility_pp_coal_1939,pp_coal,ND,1000000.0,0.0,,47.26811111111111,-101.43,,0.0,Y,,,,,,,,,,,0,,,2,4,0.2899709718061287,1,cluster,N
fc1940_cluster,facility_pp_coal_1940,pp_coal,KS,1000000.0,0.0,,39.06918181818182,-95.21063636363635,,0.0,Y,,,,,,,,,,,0,,,2,4,0.3568125668457589,1,cluster,N
fc1941_cluster,facility_pp_natgas_1941,pp_natgas,NJ,1290000.0,0.0,,40.8489595959596,-74.87376767676767,,0.0,Y,,,,,,,,,,,0,,,1,2,0.7459723278354001,1,cluster,N
fc1942_cluster,facility_pp_natgas_1942,pp_natgas,NY,1290000.0,0.0,,43.433,-76.39828571428572,,0.0,Y,,,,,,,,,,,0,,,1,2,0.0260795416869693,1,cluster,N
fc1943_cluster,facility_pp_natgas_1943,pp_natgas,PA,1290000.0,0.0,,40.385450000000006,-79.80605,,0.0,Y,,,,,,,,,,,0,,,1,2,0.2279481304776305,1,cluster,N
fc1944_cluster,facility_pp_natgas_1944,pp_natgas,CO,1290000.0,0.0,,39.775743589743584,-104.55010256410256,,0.0,Y,,,,,,,,,,,0,,,4,8,0.1537962301688158,1,cluster,N
fc1945_cluster,facility_pp_natgas_1945,pp_natgas,NV,1290000.0,0.0,,36.0224054054054,-114.92505405405404,,0.0,Y,,,,,,,,,,,0,,,4,8,0.2426260830360023,1,cluster,N
fc1946_cluster,facility_pp_natgas_1946,pp_natgas,AZ,1290000.0,0.0,,33.2658,-112.47558181818182,,0.0,Y,,,,,,,,,,,0,,,4,8,0.4182987543841947,1,cluster,N
fc1947_cluster,facility_pp_natgas_1947,pp_natgas,NM,1290000.0,0.0,,32.225,-107.4082,,0.0,Y,,,,,,,,,,,0,,,4,8,0.0434650357659024,1,cluster,N
fc1948_cluster,facility_pp_natgas_1948,pp_natgas,UT,1290000.0,0.0,,40.14336363636364,-111.78736363636364,,0.0,Y,,,,,,,,,,,0,,,4,8,0.0981056640045942,1,cluster,N
fc1949_cluster,facility_pp_natgas_1949,pp_natgas,NV,1290000.0,0.0,,39.563,-119.525,,0.0,Y,,,,,,,,,,,0,,,4,8,0.0437082326404905,1,cluster,N
fc1950_cluster,facility_pp_natgas_1950,pp_natgas,OK,1290000.0,0.0,,35.32368421052632,-97.6597894736842,,0.0,Y,,,,,,,,,,,0,,,3,7,0.028825397054603,1,cluster,N
fc1951_cluster,facility_pp_natgas_1951,pp_natgas,TX,1290000.0,0.0,,30.688251396648045,-96.4717150837989,,0.0,Y,,,,,,,,,,,0,,,3,7,0.5921047895445932,1,cluster,N
fc1952_cluster,facility_pp_natgas_1952,pp_natgas,TX,1290000.0,0.0,,32.315999999999995,-102.18385714285714,,0.0,Y,,,,,,,,,,,0,,,3,7,0.0352868761211516,1,cluster,N
fc1953_cluster,facility_pp_natgas_1953,pp_natgas,AR,1290000.0,0.0,,33.67918421052632,-92.37865789473685,,0.0,Y,,,,,,,,,,,0,,,3,7,0.0871510164758434,1,cluster,N
fc1954_cluster,facility_pp_natgas_1954,pp_natgas,OK,1290000.0,0.0,,36.12947826086956,-95.61456521739132,,0.0,Y,,,,,,,,,,,0,,,3,7,0.0662054592324856,1,cluster,N
fc1955_cluster,facility_pp_natgas_1955,pp_natgas,LA,1290000.0,0.0,,30.439954545454544,-92.97863636363635,,0.0,Y,,,,,,,,,,,0,,,3,7,0.0905617013764334,1,cluster,N
fc1956_cluster,facility_pp_natgas_1956,pp_natgas,LA,1290000.0,0.0,,30.00511111111111,-90.79,,0.0,Y,,,,,,,,,,,0,,,3,7,0.0414100435520604,1,cluster,N
fc1957_cluster,facility_pp_natgas_1957,pp_natgas,TX,1290000.0,0.0,,32.4107,-94.3281,,0.0,Y,,,,,,,,,,,0,,,3,7,0.0388350832177286,1,cluster,N
fc1958_cluster,facility_pp_natgas_1958,pp_natgas,TX,1290000.0,0.0,,26.234,-98.0175,,0.0,Y,,,,,,,,,,,0,,,3,7,0.0196196334251004,1,cluster,N
fc1959_cluster,facility_pp_natgas_1959,pp_natgas,CA,1290000.0,0.0,,34.33247368421053,-118.2968947368421,,0.0,Y,,,,,,,,,,,0,,,4,9,0.3352556476451916,1,cluster,N
fc1960_cluster,facility_pp_natgas_1960,pp_natgas,CA,1290000.0,0.0,,37.96630985915493,-121.69715492957748,,0.0,Y,,,,,,,,,,,0,,,4,9,0.3593827224612451,1,cluster,N
fc1961_cluster,facility_pp_natgas_1961,pp_natgas,OR,1290000.0,0.0,,45.800666666666665,-119.6938,,0.0,Y,,,,,,,,,,,0,,,4,9,0.1509232173791546,1,cluster,N
fc1962_cluster,facility_pp_natgas_1962,pp_natgas,WA,1290000.0,0.0,,46.529,-123.00907142857145,,0.0,Y,,,,,,,,,,,0,,,4,9,0.1308481966818155,1,cluster,N
fc1963_cluster,facility_pp_natgas_1963,pp_natgas,CA,1290000.0,0.0,,33.15085714285714,-115.17442857142858,,0.0,Y,,,,,,,,,,,0,,,4,9,0.0235902158325931,1,cluster,N
fc1964_cluster,facility_pp_natgas_1964,pp_natgas,VA,1290000.0,0.0,,38.151153846153846,-77.43528205128206,,0.0,Y,,,,,,,,,,,0,,,3,5,0.2653048789756494,1,cluster,N
fc1965_cluster,facility_pp_natgas_1965,pp_natgas,FL,1290000.0,0.0,,28.211767123287668,-81.95497260273972,,0.0,Y,,,,,,,,,,,0,,,3,5,0.3791729544315605,1,cluster,N
fc1966_cluster,facility_pp_natgas_1966,pp_natgas,NC,1290000.0,0.0,,35.4228125,-81.0955625,,0.0,Y,,,,,,,,,,,0,,,3,5,0.1027793315889889,1,cluster,N
fc1967_cluster,facility_pp_natgas_1967,pp_natgas,GA,1290000.0,0.0,,33.83612,-84.85196,,0.0,Y,,,,,,,,,,,0,,,3,5,0.1827638628699642,1,cluster,N
fc1968_cluster,facility_pp_natgas_1968,pp_natgas,GA,1290000.0,0.0,,32.31433333333333,-81.22333333333334,,0.0,Y,,,,,,,,,,,0,,,3,5,0.0433384222383872,1,cluster,N
fc1969_cluster,facility_pp_natgas_1969,pp_natgas,FL,1290000.0,0.0,,27.101142857142857,-80.53657142857142,,0.0,Y,,,,,,,,,,,0,,,3,5,0.0266405498954496,1,cluster,N
fc1970_cluster,facility_pp_natgas_1970,pp_natgas,MA,1290000.0,0.0,,42.24486956521739,-71.67793478260869,,0.0,Y,,,,,,,,,,,0,,,1,1,1.0,1,cluster,N
fc1971_cluster,facility_pp_natgas_1971,pp_natgas,MI,1290000.0,0.0,,42.38557831325301,-85.51714457831325,,0.0,Y,,,,,,,,,,,0,,,2,3,0.4628027219381236,1,cluster,N
fc1972_cluster,facility_pp_natgas_1972,pp_natgas,WI,1290000.0,0.0,,42.77591304347826,-88.87260869565218,,0.0,Y,,,,,,,,,,,0,,,2,3,0.1184231931413304,1,cluster,N
fc1973_cluster,facility_pp_natgas_1973,pp_natgas,OH,1290000.0,0.0,,39.1845,-84.73725,,0.0,Y,,,,,,,,,,,0,,,2,3,0.059690344764584,1,cluster,N
fc1974_cluster,facility_pp_natgas_1974,pp_natgas,OH,1290000.0,0.0,,40.4935,-81.19989285714287,,0.0,Y,,,,,,,,,,,0,,,2,3,0.2580317034665403,1,cluster,N
fc1975_cluster,facility_pp_natgas_1975,pp_natgas,IN,1290000.0,0.0,,39.738090909090914,-86.51290909090909,,0.0,Y,,,,,,,,,,,0,,,2,3,0.0489597504215672,1,cluster,N
fc1976_cluster,facility_pp_natgas_1976,pp_natgas,OH,1290000.0,0.0,,38.573,-82.783,,0.0,Y,,,,,,,,,,,0,,,2,3,0.0520922862678541,1,cluster,N
fc1977_cluster,facility_pp_natgas_1977,pp_natgas,MS,1290000.0,0.0,,32.896567567567566,-89.05617567567568,,0.0,Y,,,,,,,,,,,0,,,3,6,0.6715761342997087,1,cluster,N
fc1978_cluster,facility_pp_natgas_1978,pp_natgas,AL,1290000.0,0.0,,32.324357142857146,-86.015,,0.0,Y,,,,,,,,,,,0,,,3,6,0.2558604261833588,1,cluster,N
fc1979_cluster,facility_pp_natgas_1979,pp_natgas,AL,1290000.0,0.0,,34.6345,-87.04249999999999,,0.0,Y,,,,,,,,,,,0,,,3,6,0.0725634395169324,1,cluster,N
fc1980_cluster,facility_pp_natgas_1980,pp_natgas,MN,1290000.0,0.0,,44.7936,-93.4428,,0.0,Y,,,,,,,,,,,0,,,2,4,0.352822258354738,1,cluster,N
fc1981_cluster,facility_pp_natgas_1981,pp_natgas,KS,1290000.0,0.0,,37.0688,-94.648,,0.0,Y,,,,,,,,,,,0,,,2,4,0.1853227225677365,1,cluster,N
fc1982_cluster,facility_pp_natgas_1982,pp_natgas,IA,1290000.0,0.0,,42.231,-93.231,,0.0,Y,,,,,,,,,,,0,,,2,4,0.3205608533970426,1,cluster,N
fc1983_cluster,facility_pp_natgas_1983,pp_natgas,MO,1290000.0,0.0,,38.9282,-94.3718,,0.0,Y,,,,,,,,,,,0,,,2,4,0.1412941656804826,1,cluster,N
fc1984_cluster,facility_ng_processing_1984,ng_processing,PA,649255.0,0.0,,41.8328227762774,-76.44344700542716,,0.0,Y,,,,,,,,,,,0,,,4,2,1.0,1,cluster,N
fc1985_cluster,facility_ng_processing_1985,ng_processing,CO,649255.0,0.0,,38.12948750421128,-104.80682187178066,,0.0,Y,,,,,,,,,,,0,,,4,8,1.0,1,cluster,N
fc1986_cluster,facility_ng_processing_1986,ng_processing,TX,649255.0,0.0,,31.64329535882353,-102.74215591176473,,0.0,Y,,,,,,,,,,,0,,,3,7,0.2430493648605484,1,cluster,N
fc1987_cluster,facility_ng_processing_1987,ng_processing,TX,649255.0,0.0,,30.75594596842105,-95.40857489473684,,0.0,Y,,,,,,,,,,,0,,,3,7,0.7569506351394515,1,cluster,N
fc1988_cluster,facility_ng_processing_1988,ng_processing,CA,649255.0,0.0,,41.66028757670879,-120.09754257811856,,0.0,Y,,,,,,,,,,,0,,,4,9,1.0,1,cluster,N
fc1989_cluster,facility_ng_processing_1989,ng_processing,SC,649255.0,0.0,,34.123712911457346,-80.91408666289658,,0.0,Y,,,,,,,,,,,0,,,4,5,1.0,1,cluster,N
fc1990_cluster,facility_ng_processing_1990,ng_processing,ME,649255.0,0.0,,44.24019715798952,-70.6453469306403,,0.0,Y,,,,,,,,,,,0,,,4,1,1.0,1,cluster,N
fc1991_cluster,facility_ng_processing_1991,ng_processing,MT,649255.0,0.0,,46.9315475,-103.766193,,0.0,Y,,,,,,,,,,,0,,,2,3,1.0,1,cluster,N
fc1992_cluster,facility_ng_processing_1992,ng_processing,AL,649255.0,0.0,,34.58663976772085,-87.08829874471202,,0.0,Y,,,,,,,,,,,0,,,4,6,1.0,1,cluster,N
fc1993_cluster,facility_ng_processing_1993,ng_processing,KS,649255.0,0.0,,37.1592,-100.7625,,0.0,Y,,,,,,,,,,,0,,,2,4,1.0,1,cluster,N
fc1994_cluster,facility_cement_1994,cement,PA,631737.0,0.0,,40.55054766666667,-75.69058483333333,,0.0,Y,,,,,,,,,,,0,,,1,2,1.0,1,cluster,N
fc1995_cluster,facility_cement_1995,cement,UT,631737.0,0.0,,39.06544230769231,-109.91584938461538,,0.0,Y,,,,,,,,,,,0,,,4,8,1.0,1,cluster,N
fc1996_cluster,facility_cement_1996,cement,TX,631737.0,0.0,,32.17240626666667,-97.61486953333332,,0.0,Y,,,,,,,,,,,0,,,3,7,1.0,1,cluster,N
fc1997_cluster,facility_cement_1997,cement,CA,631737.0,0.0,,34.7177214,-117.6125426,,0.0,Y,,,,,,,,,,,0,,,4,9,1.0,1,cluster,N
fc1998_cluster,facility_cement_1998,cement,SC,631737.0,0.0,,32.637210714285715,-80.60525514285715,,0.0,Y,,,,,,,,,,,0,,,3,5,1.0,1,cluster,N
fc1999_cluster,facility_cement_1999,cement,ME,631737.0,0.0,,44.08401,-69.157238,,0.0,Y,,,,,,,,,,,0,,,1,1,1.0,1,cluster,N
fc2000_cluster,facility_cement_2000,cement,MI,631737.0,0.0,,40.7400171,-86.0744974,,0.0,Y,,,,,,,,,,,0,,,2,3,1.0,1,cluster,N
fc2001_cluster,facility_cement_2001,cement,AL,631737.0,0.0,,34.07299775,-86.3138385,,0.0,Y,,,,,,,,,,,0,,,3,6,1.0,1,cluster,N
fc2002_cluster,facility_cement_2002,cement,MO,631737.0,0.0,,39.7826940909091,-93.64207,,0.0,Y,,,,,,,,,,,0,,,2,4,1.0,1,cluster,N
fc2003_cluster,facility_ammonia_2003,ammonia,PA,486227.0,0.0,,41.8328227762774,-76.44344700542716,,0.0,Y,,,,,,,,,,,0,,,3,2,1.0,1,cluster,N
fc2004_cluster,facility_ammonia_2004,ammonia,WY,486227.0,0.0,,41.5414,-109.131,,0.0,Y,,,,,,,,,,,0,,,4,8,1.0,1,cluster,N
fc2005_cluster,facility_ammonia_2005,ammonia,LA,486227.0,0.0,,30.00583,-90.877047,,0.0,Y,,,,,,,,,,,0,,,3,7,1.0,1,cluster,N
fc2006_cluster,facility_ammonia_2006,ammonia,CA,486227.0,0.0,,41.66028757670879,-120.09754257811856,,0.0,Y,,,,,,,,,,,0,,,3,9,1.0,1,cluster,N
fc2007_cluster,facility_ammonia_2007,ammonia,SC,486227.0,0.0,,34.123712911457346,-80.91408666289658,,0.0,Y,,,,,,,,,,,0,,,3,5,1.0,1,cluster,N
fc2008_cluster,facility_ammonia_2008,ammonia,ME,486227.0,0.0,,44.24019715798952,-70.6453469306403,,0.0,Y,,,,,,,,,,,0,,,3,1,1.0,1,cluster,N
fc2009_cluster,facility_ammonia_2009,ammonia,MI,486227.0,0.0,,42.037246027577105,-86.5321611984015,,0.0,Y,,,,,,,,,,,0,,,3,3,1.0,1,cluster,N
fc2010_cluster,facility_ammonia_2010,ammonia,MS,486227.0,0.0,,32.928056,-90.407222,,0.0,Y,,,,,,,,,,,0,,,3,6,1.0,1,cluster,N
fc2011_cluster,facility_ammonia_2011,ammonia,IA,486227.0,0.0,,40.76659566666667,-94.388921,,0.0,Y,,,,,,,,,,,0,,,2,4,1.0,1,cluster,N
fc2012_cluster,facility_beccs_2012,beccs,PA,1000000.0,0.0,,41.8328227762774,-76.44344700542716,,0.0,Y,,,,,,,,,,,0,,,1,2,1.0,1,cluster,N
fc2013_cluster,facility_beccs_2013,beccs,UT,1000000.0,0.0,,40.45336956800321,-110.295264112077,,0.0,Y,,,,,,,,,,,0,,,4,8,1.0,1,cluster,N
fc2014_cluster,facility_beccs_2014,beccs,TX,1000000.0,0.0,,32.54379359306157,-97.39017349710996,,0.0,Y,,,,,,,,,,,0,,,3,7,1.0,1,cluster,N
fc2015_cluster,facility_beccs_2015,beccs,CA,1000000.0,0.0,,41.66028757670879,-120.09754257811856,,0.0,Y,,,,,,,,,,,0,,,4,9,1.0,1,cluster,N
fc2016_cluster,facility_beccs_2016,beccs,SC,1000000.0,0.0,,34.123712911457346,-80.91408666289658,,0.0,Y,,,,,,,,,,,0,,,3,5,1.0,1,cluster,N
fc2017_cluster,facility_beccs_2017,beccs,ME,1000000.0,0.0,,44.24019715798952,-70.6453469306403,,0.0,Y,,,,,,,,,,,0,,,1,1,1.0,1,cluster,N
fc2018_cluster,facility_beccs_2018,beccs,MI,1000000.0,0.0,,42.037246027577105,-86.5321611984015,,0.0,Y,,,,,,,,,,,0,,,2,3,1.0,1,cluster,N
fc2019_cluster,facility_beccs_2019,beccs,AL,1000000.0,0.0,,34.58663976772085,-87.08829874471202,,0.0,Y,,,,,,,,,,,0,,,3,6,1.0,1,cluster,N
fc2020_cluster,facility_beccs_2020,beccs,SD,1000000.0,0.0,,42.879373615733584,-97.21212634610823,,0.0,Y,,,,,,,,,,,0,,,2,4,1.0,1,cluster,N
