COMPOSITE TABLE:
SReg   Sulf    Mtyp    Rank    DReg    SubSec  Trate1
2APR   1A      2D      1B      10C1    X6        999.99
2APR   1A      2D      1B      11C2    X6        999.99
2APR   1A      2D      1B      12WS    X6          19.9
2APR   1A      2D      1B      13MT    X6          19.9
2APR   1A      2D      1B      14CU    X6          19.9
2APR   1A      2D      1B      15ZN    X6        999.99
2APR   1A      2D      1B      16PC    X6        999.99
3INR   1A      2D      1B      01NE    X6        999.99
3INR   1A      2D      1B      02YP    X6        999.99
3INR   1A      2D      1B      03S1    X6        999.99
3INR   1A      2D      1B      04S2    X6        999.99
3INR   1A      2D      1B      05GF    X6        999.99
3INR   1A      2D      1B      06OH    X6        999.99
3INR   1A      2D      1B      07EN    X6        999.99
3INR   1A      2D      1B      08KT    X6        999.99
3INR   1A      2D      1B      09AM    X6        999.99
3INR   1A      2D      1B      10C1    X6        999.99
3INR   1A      2D      1B      11C2    X6        999.99
3INR   1A      2D      1B      12WS    X6          19.9
3INR   1A      2D      1B      13MT    X6        999.99
3INR   1A      2D      1B      14CU    X6        999.99
3INR   1A      2D      1B      15ZN    X6        999.99
3INR   1A      2D      1B      16PC    X6        999.99
1APN   1A      2D      4P      01NE    X6        999.99
1APN   1A      2D      4P      02YP    X6        999.99
1APN   1A      2D      4P      03S1    X6        999.99
1APN   1A      2D      4P      04S2    X6        999.99
1APN   1A      2D      4P      05GF    X6        999.99
1APN   1A      2D      4P      06OH    X6        999.99
1APN   1A      2D      4P      07EN    X6        999.99
1APN   1A      2D      4P      08KT    X6        999.99
1APN   1A      2D      4P      09AM    X6        999.99
1APN   1A      2D      4P      10C1    X6        999.99
1APN   1A      2D      4P      11C2    X6        999.99
1APN   1A      2D      4P      12WS    X6        999.99
1APN   1A      2D      4P      13MT    X6        999.99
1APN   1A      2D      4P      14CU    X6        999.99
1APN   1A      2D      4P      15ZN    X6        999.99
1APN   1A      2D      4P      16PC    X6        999.99
2APR   1A      2D      4P      01NE    X6        999.99
2APR   1A      2D      4P      02YP    X6        999.99
2APR   1A      2D      4P      03S1    X6        999.99
2APR   1A      2D      4P      04S2    X6        999.99
2APR   1A      2D      4P      05GF    X6        999.99
2APR   1A      2D      4P      06OH    X6        999.99
2APR   1A      2D      4P      07EN    X6        999.99
2APR   1A      2D      4P      08KT    X6        999.99
2APR   1A      2D      4P      09AM    X6        999.99
2APR   1A      2D      4P      10C1    X6        999.99
2APR   1A      2D      4P      11C2    X6        999.99
2APR   1A      2D      4P      12WS    X6        999.99
2APR   1A      2D      4P      13MT    X6        999.99
2APR   1A      2D      4P      14CU    X6        999.99
2APR   1A      2D      4P      15ZN    X6        999.99
2APR   1A      2D      4P      16PC    X6        999.99
3INR   1A      2D      1B      06OH    X2        999.99
6WSR   1A      2D      1B      15ZN    R2            13
1APN   1A      2D      4P      06OH    X1         24.94
3INR   1A      2D      1B      06OH    X3        999.99
6WSR   1A      2D      1B      15ZN    I1            13
6WSR   1A      2D      1B      12WS    R1         61.42
6WSR   1A      2D      1B      15ZN    I2            13
6WSR   1A      2D      1B      15ZN    I3            13
6WSR   1A      1S      1B      16PC    R1            15
6WSR   1A      1S      1B      16PC    R2            15
6WSR   1A      2D      1B      12WS    R2         61.42
6WSR   1A      1S      1B      16PC    I1            15
6WSR   1A      1S      1B      16PC    I2            15
6WSR   1A      1S      1B      16PC    I3            15
6WSR   1A      2D      1B      16PC    R1            15
6WSR   1A      2D      1B      16PC    R2            15
6WSR   1A      2D      1B      01NE    R1        999.99
6WSR   1A      2D      1B      02YP    R1        999.99
6WSR   1A      2D      1B      03S1    R1        999.99
6WSR   1A      2D      1B      04S2    R1        999.99
6WSR   1A      2D      1B      05GF    R1        999.99
6WSR   1A      2D      1B      06OH    R1        999.99
6WSR   1A      2D      1B      07EN    R1        999.99
6WSR   1A      2D      1B      08KT    R1        999.99
6WSR   1A      2D      1B      09AM    R1        999.99
6WSR   1A      2D      1B      10C1    R1        999.99
6WSR   1A      2D      1B      11C2    R1        999.99
6WSR   1A      2D      1B      12WS    R1         61.42
6WSR   1A      2D      1B      13MT    R1            20
6WSR   1A      2D      1B      13MT    R2            20
6WSR   1A      2D      1B      15ZN    R1            13
6WSR   1A      2D      1B      13MT    I1            20
6WSR   1A      2D      1B      01NE    R2        999.99
6WSR   1A      2D      1B      02YP    R2        999.99
6WSR   1A      2D      1B      03S1    R2        999.99
6WSR   1A      2D      1B      04S2    R2        999.99
6WSR   1A      2D      1B      05GF    R2        999.99
6WSR   1A      2D      1B      06OH    R2        999.99
6WSR   1A      2D      1B      07EN    R2        999.99
6WSR   1A      2D      1B      08KT    R2        999.99
6WSR   1A      2D      1B      09AM    R2        999.99
6WSR   1A      2D      1B      10C1    R2        999.99
6WSR   1A      2D      1B      11C2    R2        999.99
6WSR   1A      2D      1B      12WS    R2         61.42
6WSR   1A      2D      1B      13MT    I2            20
6WSR   1A      2D      1B      13MT    I3            20
6WSR   1A      2D      1B      15ZN    R2            13
6WSR   1A      2D      1B      01NE    I1        999.99
6WSR   1A      2D      1B      02YP    I1        999.99
6WSR   1A      2D      1B      03S1    I1        999.99
6WSR   1A      2D      1B      04S2    I1        999.99
6WSR   1A      2D      1B      05GF    I1        999.99
6WSR   1A      2D      1B      06OH    I1        999.99
6WSR   1A      2D      1B      07EN    I1        999.99
6WSR   1A      2D      1B      08KT    I1        999.99
6WSR   1A      2D      1B      09AM    I1        999.99
6WSR   1A      2D      1B      10C1    I1        999.99
6WSR   1A      2D      1B      11C2    I1        999.99
6WSR   1A      2D      1B      12WS    I1        999.99
6WSR   1A      2D      1B      14CU    R1            15
6WSR   1A      2D      1B      15ZN    I1            13
6WSR   1A      2D      1B      14CU    R2            15
6WSR   1A      2D      1B      01NE    I2        999.99
6WSR   1A      2D      1B      02YP    I2        999.99
6WSR   1A      2D      1B      03S1    I2        999.99
6WSR   1A      2D      1B      04S2    I2        999.99
6WSR   1A      2D      1B      05GF    I2        999.99
6WSR   1A      2D      1B      06OH    I2        999.99
6WSR   1A      2D      1B      07EN    I2        999.99
6WSR   1A      2D      1B      08KT    I2        999.99
6WSR   1A      2D      1B      09AM    I2        999.99
6WSR   1A      2D      1B      10C1    I2        999.99
6WSR   1A      2D      1B      11C2    I2        999.99
6WSR   1A      2D      1B      12WS    I2        999.99
6WSR   1A      2D      1B      14CU    I1            15
6WSR   1A      2D      1B      14CU    I2        999.99
6WSR   1A      2D      1B      15ZN    I2            13
6WSR   1A      2D      1B      01NE    I3        999.99
6WSR   1A      2D      1B      02YP    I3        999.99
6WSR   1A      2D      1B      03S1    I3        999.99
6WSR   1A      2D      1B      04S2    I3        999.99
6WSR   1A      2D      1B      05GF    I3        999.99
6WSR   1A      2D      1B      06OH    I3        999.99
6WSR   1A      2D      1B      07EN    I3        999.99
6WSR   1A      2D      1B      08KT    I3        999.99
6WSR   1A      2D      1B      09AM    I3        999.99
6WSR   1A      2D      1B      10C1    I3        999.99
6WSR   1A      2D      1B      11C2    I3        999.99
6WSR   1A      2D      1B      12WS    I3        999.99
6WSR   1A      2D      1B      14CU    I3        999.99
6WSR   1A      2D      1B      15ZN    I3            13
6WSR   1A      2D      1B      01NE    C1        999.99
6WSR   1A      2D      1B      02YP    C1        999.99
6WSR   1A      2D      1B      03S1    C1        999.99
6WSR   1A      2D      1B      04S2    C1        999.99
6WSR   1A      2D      1B      05GF    C1        999.99
6WSR   1A      2D      1B      06OH    C1        999.99
6WSR   1A      2D      1B      07EN    C1        999.99
6WSR   1A      2D      1B      08KT    C1        999.99
6WSR   1A      2D      1B      09AM    C1        999.99
6WSR   1A      2D      1B      10C1    C1        999.99
6WSR   1A      2D      1B      11C2    C1        999.99
6WSR   1A      2D      1B      12WS    C1        999.99
6WSR   1A      2D      1B      13MT    C1        999.99
6WSR   1A      2D      1B      14CU    C1        999.99
6WSR   1A      2D      1B      15ZN    C1        999.99
6WSR   1A      2D      1B      16PC    C1        999.99
6WSR   1A      2D      1B      01NE    C2        999.99
6WSR   1A      2D      1B      02YP    C2        999.99
6WSR   1A      2D      1B      03S1    C2        999.99
6WSR   1A      2D      1B      04S2    C2        999.99
6WSR   1A      2D      1B      05GF    C2        999.99
6WSR   1A      2D      1B      06OH    C2        999.99
6WSR   1A      2D      1B      07EN    C2        999.99
6WSR   1A      2D      1B      08KT    C2        999.99
6WSR   1A      2D      1B      09AM    C2        999.99
6WSR   1A      2D      1B      10C1    C2        999.99
6WSR   1A      2D      1B      11C2    C2        999.99
6WSR   1A      2D      1B      12WS    C2        999.99
6WSR   1A      2D      1B      13MT    C2        999.99
6WSR   1A      2D      1B      14CU    C2        999.99
6WSR   1A      2D      1B      15ZN    C2        999.99
6WSR   1A      2D      1B      16PC    C2        999.99
6WSR   1A      2D      1B      01NE    L1        999.99
6WSR   1A      2D      1B      02YP    L1        999.99
6WSR   1A      2D      1B      03S1    L1        999.99
6WSR   1A      2D      1B      04S2    L1        999.99
6WSR   1A      2D      1B      05GF    L1        999.99
6WSR   1A      2D      1B      06OH    L1        999.99
6WSR   1A      2D      1B      07EN    L1        999.99
6WSR   1A      2D      1B      08KT    L1        999.99
6WSR   1A      2D      1B      09AM    L1        999.99
6WSR   1A      2D      1B      10C1    L1        999.99
6WSR   1A      2D      1B      11C2    L1        999.99
6WSR   1A      2D      1B      12WS    L1        999.99
6WSR   1A      2D      1B      13MT    L1        999.99
6WSR   1A      2D      1B      14CU    L1        999.99
6WSR   1A      2D      1B      15ZN    L1        999.99
6WSR   1A      2D      1B      16PC    L1        999.99
6WSR   1A      2D      1B      01NE    X1        999.99
6WSR   1A      2D      1B      02YP    X1        999.99
6WSR   1A      2D      1B      03S1    X1        999.99
6WSR   1A      2D      1B      04S2    X1        999.99
6WSR   1A      2D      1B      05GF    X1        999.99
6WSR   1A      2D      1B      06OH    X1        999.99
6WSR   1A      2D      1B      07EN    X1        999.99
6WSR   1A      2D      1B      08KT    X1        999.99
6WSR   1A      2D      1B      09AM    X1        999.99
6WSR   1A      2D      1B      10C1    X1        999.99
6WSR   1A      2D      1B      11C2    X1        999.99
6WSR   1A      2D      1B      12WS    X1        999.99
6WSR   1A      2D      1B      13MT    X1        999.99
6WSR   1A      2D      1B      14CU    X1        999.99
6WSR   1A      2D      1B      15ZN    X1        999.99
6WSR   1A      2D      1B      16PC    X1        999.99
6WSR   1A      2D      1B      01NE    X2        999.99
6WSR   1A      2D      1B      02YP    X2        999.99
6WSR   1A      2D      1B      03S1    X2        999.99
6WSR   1A      2D      1B      04S2    X2        999.99
6WSR   1A      2D      1B      05GF    X2        999.99
6WSR   1A      2D      1B      06OH    X2        999.99
6WSR   1A      2D      1B      07EN    X2        999.99
6WSR   1A      2D      1B      08KT    X2        999.99
6WSR   1A      2D      1B      09AM    X2        999.99
6WSR   1A      2D      1B      10C1    X2        999.99
6WSR   1A      2D      1B      11C2    X2        999.99
6WSR   1A      2D      1B      12WS    X2        999.99
6WSR   1A      2D      1B      13MT    X2        999.99
6WSR   1A      2D      1B      14CU    X2        999.99
6WSR   1A      2D      1B      15ZN    X2        999.99
6WSR   1A      2D      1B      16PC    X2        999.99
6WSR   1A      2D      1B      01NE    X3        999.99
6WSR   1A      2D      1B      02YP    X3        999.99
6WSR   1A      2D      1B      03S1    X3        999.99
6WSR   1A      2D      1B      04S2    X3        999.99
6WSR   1A      2D      1B      05GF    X3        999.99
6WSR   1A      2D      1B      06OH    X3        999.99
6WSR   1A      2D      1B      07EN    X3        999.99
6WSR   1A      2D      1B      08KT    X3        999.99
6WSR   1A      2D      1B      09AM    X3        999.99
6WSR   1A      2D      1B      10C1    X3        999.99
6WSR   1A      2D      1B      11C2    X3        999.99
6WSR   1A      2D      1B      12WS    X3        999.99
6WSR   1A      2D      1B      13MT    X3        999.99
6WSR   1A      2D      1B      14CU    X3        999.99
6WSR   1A      2D      1B      15ZN    X3        999.99
6WSR   1A      2D      1B      16PC    X3        999.99
6WSR   1A      2D      1B      01NE    X4        999.99
6WSR   1A      2D      1B      02YP    X4        999.99
6WSR   1A      2D      1B      03S1    X4        999.99
6WSR   1A      2D      1B      04S2    X4         59.33
6WSR   1A      2D      1B      05GF    X4        999.99
6WSR   1A      2D      1B      06OH    X4        999.99
6WSR   1A      2D      1B      07EN    X4         29.81
6WSR   1A      2D      1B      08KT    X4        999.99
6WSR   1A      2D      1B      09AM    X4        999.99
6WSR   1A      2D      1B      10C1    X4        999.99
6WSR   1A      2D      1B      11C2    X4        999.99
6WSR   1A      2D      1B      12WS    X4        999.99
6WSR   1A      2D      1B      13MT    X4        999.99
6WSR   1A      2D      1B      14CU    X4        999.99
6WSR   1A      2D      1B      15ZN    X4        999.99
6WSR   1A      2D      1B      16PC    X4            15
6WSR   1A      2D      1B      01NE    X5        999.99
6WSR   1A      2D      1B      02YP    X5        999.99
6WSR   1A      2D      1B      03S1    X5        999.99
6WSR   1A      2D      1B      04S2    X5         59.33
6WSR   1A      2D      1B      05GF    X5        999.99
6WSR   1A      2D      1B      06OH    X5        999.99
6WSR   1A      2D      1B      07EN    X5        999.99
6WSR   1A      2D      1B      08KT    X5        999.99
6WSR   1A      2D      1B      09AM    X5         48.88
6WSR   1A      2D      1B      10C1    X5        999.99
6WSR   1A      2D      1B      11C2    X5        999.99
6WSR   1A      2D      1B      12WS    X5         61.42
6WSR   1A      2D      1B      13MT    X5        999.99
6WSR   1A      2D      1B      14CU    X5        999.99
6WSR   1A      2D      1B      15ZN    X5        999.99
6WSR   1A      2D      1B      16PC    X5        999.99
6WSR   1A      2D      1B      01NE    X6        999.99
6WSR   1A      2D      1B      02YP    X6        999.99
6WSR   1A      2D      1B      03S1    X6        999.99
6WSR   1A      2D      1B      04S2    X6        999.99
6WSR   1A      2D      1B      05GF    X6        999.99
6WSR   1A      2D      1B      06OH    X6        999.99
6WSR   1A      2D      1B      07EN    X6        999.99
6WSR   1A      2D      1B      08KT    X6        999.99
6WSR   1A      2D      1B      09AM    X6        999.99
6WSR   1A      2D      1B      10C1    X6        999.99
6WSR   1A      2D      1B      11C2    X6        999.99
6WSR   1A      2D      1B      12WS    X6         61.42
6WSR   1A      2D      1B      13MT    X6        999.99
6WSR   1A      2D      1B      14CU    X6        999.99
6WSR   1A      2D      1B      15ZN    X6        999.99
6WSR   1A      2D      1B      16PC    X6            15
6WSR   1A      2D      1B      16PC    R1            15
6WSR   1A      2D      1B      16PC    R2            15
6WSR   1A      2D      1B      16PC    I1            15
6WSR   1A      2D      1B      16PC    I2            15
6WSR   1A      2D      1B      16PC    I3            15
;
