     COMPOSITE TABLE:
cl:: commodity         cl:: yr         cl:: USe         cl:: arcdestnode         cl:: ICMM_USA_export_MMst         cl:: ICMM_USA_export_Mmt         cl:: ICMM_USA_export_trills
     'Metallurgical'        2032            'UG'             'CHI_demand'             9.685789087                       8.786810505                      246.5091296
     'Metallurgical'        2032            'UG'             'JPN_demand'             0.3521603113                      0.3194748404                     8.962690704
     'Metallurgical'        2032            'UG'             'WEU_demand'             2.82694823                        2.564567345                      71.9475245
     'Metallurgical'        2032            'UG'             'EEAE_demand'            3.324580505                       3.016012288                      84.61256375
     'Metallurgical'        2032            'UI'             'CAN_demand'             2.788064548                       2.52929262                       70.95791152
     'Metallurgical'        2033            'UE'             'BRZ_demand'             5.460203712                       4.953419376                      138.9654526
     'Metallurgical'        2033            'UE'             'CHI_demand'             35.09217945                       31.83512755                      893.1169709
     'Metallurgical'        2033            'UE'             'JPN_demand'             1.187818621                       1.077572208                      30.23069485
     'Metallurgical'        2033            'UE'             'WEU_demand'             11.30456659                       10.2553425                       287.707986
     'Metallurgical'        2033            'UE'             'EEAE_demand'            8.576688605                       7.780650275                      218.2818585
     'Metallurgical'        2033            'UG'             'BRZ_demand'             1.190266909                       1.07979326                       30.29300524
     'Metallurgical'        2033            'UG'             'CHI_demand'             9.651202183                       8.755433756                      245.6288722
     'Metallurgical'        2033            'UG'             'JPN_demand'             0.3444432723                      0.312474052                      8.766287442
     'Metallurgical'        2033            'UG'             'WEU_demand'             2.748162876                       2.493094389                      69.94239008
     'Metallurgical'        2033            'UG'             'EEAE_demand'            3.411863785                       3.095194442                      86.83397546
     'Metallurgical'        2033            'UI'             'CAN_demand'             2.792428996                       2.533251986                      71.06898933
     'Metallurgical'        2034            'UE'             'BRZ_demand'             5.634127283                       5.111200373                      143.3919116
     'Metallurgical'        2034            'UE'             'CHI_demand'             34.79789309                       31.56815514                      885.6272071
     'Metallurgical'        2034            'UE'             'JPN_demand'             1.160681543                       1.052953836                      29.54003998
     'Metallurgical'        2034            'UE'             'WEU_demand'             11.18550002                       10.147327                        284.6776706
     'Metallurgical'        2034            'UE'             'EEAE_demand'            8.868849026                       8.045694067                      225.7175161
     'Metallurgical'        2034            'UG'             'BRZ_demand'             1.228180416                       1.114187856                      31.25792669
     'Metallurgical'        2034            'UG'             'CHI_demand'             9.570266284                       8.682009856                      243.5690051
     'Metallurgical'        2034            'UG'             'JPN_demand'             0.336574071                       0.3053352242                     8.566011559
     'Metallurgical'        2034            'UG'             'WEU_demand'             2.719217554                       2.466835604                      69.20571432
     'Metallurgical'        2034            'UG'             'EEAE_demand'            3.528087144                       3.200630625                      89.79192952
     'Metallurgical'        2034            'UI'             'CAN_demand'             2.795286483                       2.535844257                      71.14171409
     'Metallurgical'        2035            'UE'             'BRZ_demand'             5.671697136                       5.145283211                      144.3480868
     'Metallurgical'        2035            'UE'             'CHI_demand'             34.68939754                       31.46972951                      882.8659303
     'Metallurgical'        2035            'UE'             'JPN_demand'             1.132530601                       1.0274157                        28.82358165
     'Metallurgical'        2035            'UE'             'WEU_demand'             10.83339352                       9.827900975                      275.7163494
     'Metallurgical'        2035            'UE'             'EEAE_demand'            9.170601331                       8.319439478                      233.3972928
     'Metallurgical'        2035            'UG'             'BRZ_demand'             1.236370248                       1.121617556                      31.46636282
     'Metallurgical'        2035            'UG'             'CHI_demand'             9.54042737                        8.654940416                      242.8095869
     'Metallurgical'        2035            'UG'             'JPN_demand'             0.3284108696                      0.2979296836                     8.358253198
     'Metallurgical'        2035            'UG'             'WEU_demand'             2.633619756                       2.389182495                      67.02719911
     'Metallurgical'        2035            'UG'             'EEAE_demand'            3.648126218                       3.309528371                      92.8469958
     'Metallurgical'        2035            'UI'             'CAN_demand'             2.796203044                       2.536675748                      71.16504111
     'Metallurgical'        2036            'UE'             'BRZ_demand'             5.701535421                       5.17235208                       145.1074891
     'Metallurgical'        2036            'UE'             'CHI_demand'             33.28126061                       30.19228766                      847.0280028
     'Metallurgical'        2036            'UE'             'JPN_demand'             1.105283923                       1.0026979                        28.13013738
     'Metallurgical'        2036            'UE'             'WEU_demand'             10.65962048                       9.670256538                      271.2937215
     'Metallurgical'        2036            'UE'             'EEAE_demand'            9.484764733                       8.604444062                      241.3929395
     'Metallurgical'        2036            'UG'             'BRZ_demand'             1.24287468                        1.127518284                      31.63190451
     'Metallurgical'        2036            'UG'             'CHI_demand'             9.153155494                       8.303612863                      232.9532859
     'Metallurgical'        2036            'UG'             'JPN_demand'             0.3205098863                      0.2907620237                     8.157168445
     'Metallurgical'        2036            'UG'             'WEU_demand'             2.59137518                        2.350858815                      65.95204938
     'Metallurgical'        2036            'UG'             'EEAE_demand'            3.77310251                        3.42290509                       96.02771723
     'Metallurgical'        2036            'UI'             'CAN_demand'             2.797122962                       2.537510285                      71.18845357
     'Metallurgical'        2037            'UE'             'BRZ_demand'             5.727463559                       5.195873719                      145.7673757
     'Metallurgical'        2037            'UE'             'CHI_demand'             31.45380261                       28.53444368                      800.5181027
     'Metallurgical'        2037            'UE'             'IND_demand'             1.614532141                       1.464680662                      41.09080934
     'Metallurgical'        2037            'UE'             'JPN_demand'             1.078031727                       0.977975095                      27.4365527
     'Metallurgical'        2037            'UE'             'WEU_demand'             10.47097298                       9.499118202                      266.4925297
     'Metallurgical'        2037            'UE'             'EEAE_demand'            9.809574529                       8.899106902                      249.6595432
     'Metallurgical'        2037            'UG'             'BRZ_demand'             1.248526741                       1.132645754                      31.77575284
     'Metallurgical'        2037            'UG'             'CHI_demand'             8.65056013                        7.847665476                      220.161933
     'Metallurgical'        2037            'UG'             'IND_demand'             0.1882912202                      0.1708151248                     4.792124254
     'Metallurgical'        2037            'UG'             'JPN_demand'             0.3126073032                      0.2835929123                     7.956042974
     'Metallurgical'        2037            'UG'             'WEU_demand'             2.545514594                       2.309254741                      64.78487
     'Metallurgical'        2037            'UG'             'EEAE_demand'            3.902314007                       3.540123928                      99.31622717
     'Metallurgical'        2037            'UI'             'CAN_demand'             2.796698768                       2.537125462                      71.17765759
     'Metallurgical'        2038            'UE'             'BRZ_demand'             5.752810374                       5.21886799                       146.4124673
     'Metallurgical'        2038            'UE'             'CHI_demand'             29.7172463                        26.95906442                      756.3217052
     'Metallurgical'        2038            'UE'             'IND_demand'             3.407568408                       3.091297736                      86.72465554
     'Metallurgical'        2038            'UE'             'JPN_demand'             1.050789309                       0.9532611595                     26.74321685
     'Metallurgical'        2038            'UE'             'WEU_demand'             10.27121847                       9.317903737                      261.4086578
     'Metallurgical'        2038            'UE'             'EEAE_demand'            10.1404484                        9.199270982                      258.0804811
     'Metallurgical'        2038            'UG'             'BRZ_demand'             1.254052079                       1.137658263                      31.91637602
     'Metallurgical'        2038            'UG'             'CHI_demand'             8.172964942                       7.414397893                      208.0068496
     'Metallurgical'        2038            'UG'             'IND_demand'             0.3974000872                      0.3605157235                     10.11407008
     'Metallurgical'        2038            'UG'             'JPN_demand'             0.3047075553                      0.276426373                      7.754989661
     'Metallurgical'        2038            'UG'             'WEU_demand'             2.496953869                       2.265201141                      63.5489705
     'Metallurgical'        2038            'UG'             'EEAE_demand'            4.033937833                       3.659531196                      102.6661323
     'Metallurgical'        2038            'UI'             'CAN_demand'             2.794022975                       2.534698021                      71.10955705
     'Metallurgical'        2039            'UE'             'BRZ_demand'             5.775575919                       5.239520569                      146.991864
     'Metallurgical'        2039            'UE'             'CHI_demand'             25.88740557                       23.48468722                      658.8499664
     'Metallurgical'        2039            'UE'             'IND_demand'             5.260532931                       4.772280875                      133.8837117
     'Metallurgical'        2039            'UE'             'JPN_demand'             1.023885166                       0.9288541025                     26.0584903
     'Metallurgical'        2039            'UE'             'WEU_demand'             10.03582566                       9.104358724                      255.41777
     'Metallurgical'        2039            'UE'             'EEAE_demand'            10.48661979                       9.513312759                      266.8907502
     'Metallurgical'        2039            'UG'             'BRZ_demand'             1.259014729                       1.142160307                      32.04267841
     'Metallurgical'        2039            'UG'             'CHI_demand'             7.119665666                       6.458859727                      181.1997526
     'Metallurgical'        2039            'UG'             'IND_demand'             0.6134979538                      0.5565566436                     15.61389013
     'Metallurgical'        2039            'UG'             'JPN_demand'             0.2969059003                      0.2693488223                     7.556432872
     'Metallurgical'        2039            'UG'             'WEU_demand'             2.439729405                       2.213287918                      62.09257364
     'Metallurgical'        2039            'UG'             'EEAE_demand'            4.171647115                       3.784459105                      106.170916
     'Metallurgical'        2039            'UI'             'CAN_demand'             2.791028083                       2.531981097                      71.03333526
     'Metallurgical'        2040            'UE'             'BRZ_demand'             5.79547949                        5.257576807                      147.4984219
     'Metallurgical'        2040            'UE'             'CHI_demand'             24.51452288                       22.23922752                      623.9092803
     'Metallurgical'        2040            'UE'             'IND_demand'             7.147049712                       6.483702145                      181.896693
     'Metallurgical'        2040            'UE'             'JPN_demand'             0.9972026362                      0.9046480901                     25.37940396
     'Metallurgical'        2040            'UE'             'WEU_demand'             9.801300209                       8.891600556                      249.4489568
     'Metallurgical'        2040            'UE'             'EEAE_demand'            10.83835936                       9.832405914                      275.842733
     'Metallurgical'        2040            'UG'             'BRZ_demand'             1.263353498                       1.146096377                      32.15310268
     'Metallurgical'        2040            'UG'             'CHI_demand'             6.742089563                       6.116328041                      171.5902148
     'Metallurgical'        2040            'UG'             'IND_demand'             0.8335087777                      0.7561473431                     21.21329728
     'Metallurgical'        2040            'UG'             'JPN_demand'             0.2891685087                      0.2623295704                     7.359511626
     'Metallurgical'        2040            'UG'             'WEU_demand'             2.382715795                       2.16156598                       60.64154313
     'Metallurgical'        2040            'UG'             'EEAE_demand'            4.311571459                       3.911396484                      109.7320743
     'Metallurgical'        2040            'UI'             'CAN_demand'             2.785281175                       2.526767583                      70.88707299
     'Metallurgical'        2041            'UE'             'BRZ_demand'             5.817566365                       5.277613707                      148.060546
     'Metallurgical'        2041            'UE'             'CHI_demand'             22.00938038                       19.96659776                      560.1519041
     'Metallurgical'        2041            'UE'             'IND_demand'             9.094661032                       8.250547516                      231.4645668
     'Metallurgical'        2041            'UE'             'JPN_demand'             0.9709527328                      0.88083455                       24.7113282
     'Metallurgical'        2041            'UE'             'WEU_demand'             9.667909203                       8.770590127                      246.0540758
     'Metallurgical'        2041            'UE'             'EEAE_demand'            11.20430193                       10.16438382                      285.1561904
     'Metallurgical'        2041            'UG'             'BRZ_demand'             1.268168204                       1.15046421                       32.27563983
     'Metallurgical'        2041            'UG'             'CHI_demand'             6.053114492                       5.491299628                      154.0553869
     'Metallurgical'        2041            'UG'             'IND_demand'             1.060644616                       0.962201755                      26.99404033
     'Metallurgical'        2041            'UG'             'JPN_demand'             0.2815565699                      0.2554241275                     7.165783228
     'Metallurgical'        2041            'UG'             'WEU_demand'             2.350288173                       2.132148101                      59.81624075
     'Metallurgical'        2041            'UG'             'EEAE_demand'            4.457145846                       4.043459505                      113.4370296
     'Metallurgical'        2041            'UI'             'CAN_demand'             2.77797668                        2.520141049                      70.70116922
     'Metallurgical'        2042            'UE'             'BRZ_demand'             5.836892301                       5.295145922                      148.5524027
     'Metallurgical'        2042            'UE'             'CHI_demand'             18.11939295                       16.43765633                      461.1493958
     'Metallurgical'        2042            'UE'             'IND_demand'             11.08705388                       10.05801806                      282.1721574
     'Metallurgical'        2042            'UE'             'JPN_demand'             0.9444017711                      0.856747894                      24.03559034
     'Metallurgical'        2042            'UE'             'WEU_demand'             11.21519495                       10.17426581                      285.4334242
     'Metallurgical'        2042            'UE'             'EEAE_demand'            11.57526188                       10.50091343                      294.5973432
     'Metallurgical'        2042            'UG'             'BRZ_demand'             1.272381054                       1.154286049                      32.3828594
     'Metallurgical'        2042            'UG'             'CHI_demand'             4.983273413                       4.520754972                      126.827291
     'Metallurgical'        2042            'UG'             'IND_demand'             1.293003002                       1.172993987                      32.90770031
     'Metallurgical'        2042            'UG'             'JPN_demand'             0.2738573303                      0.2484394865                     6.969832972
     'Metallurgical'        2042            'UG'             'WEU_demand'             2.72643645                        2.473384484                      69.38943954
     'Metallurgical'        2042            'UG'             'EEAE_demand'            4.604716183                       4.177333222                      117.192783
     'Metallurgical'        2042            'UI'             'CAN_demand'             2.76961559                        2.512555987                      70.48837449
     'Metallurgical'        2043            'UE'             'BRZ_demand'             5.853621802                       5.310322688                      148.9781785
     'Metallurgical'        2043            'UE'             'CHI_demand'             16.82334935                       15.26190396                      428.1643105
     'Metallurgical'        2043            'UE'             'IND_demand'             10.29137121                       9.336186018                      261.9215571
     'Metallurgical'        2043            'UE'             'JPN_demand'             0.917830547                       0.8326428564                     23.35933678
     'Metallurgical'        2043            'UE'             'WEU_demand'             12.82303962                       11.6328797                       326.3540335
     'Metallurgical'        2043            'UE'             'EEAE_demand'            11.9558882                        10.84621223                      304.2845108
     'Metallurgical'        2043            'UG'             'BRZ_demand'             1.276027909                       1.157594424                      32.47567404
     'Metallurgical'        2043            'UG'             'CHI_demand'             4.626829925                       4.197394495                      117.7555909
     'Metallurgical'        2043            'UG'             'IND_demand'             1.200208279                       1.088811931                      30.54601908
     'Metallurgical'        2043            'UG'             'JPN_demand'             0.2661522151                      0.2414495152                     6.773733177
     'Metallurgical'        2043            'UG'             'WEU_demand'             3.117306725                       2.827976454                      79.33732198
     'Metallurgical'        2043            'UG'             'EEAE_demand'            4.756131864                       4.31469538                       121.0464027
     'Metallurgical'        2043            'UI'             'CAN_demand'             2.759931996                       2.503771168                      70.24192122
     'Metallurgical'        2044            'UE'             'BRZ_demand'             5.868289485                       5.323629002                      149.3514798
     'Metallurgical'        2044            'UE'             'CHI_demand'             14.63389438                       13.27566146                      372.441371
     'Metallurgical'        2044            'UE'             'IND_demand'             12.5361657                        11.37263175                      319.0529205
     'Metallurgical'        2044            'UE'             'JPN_demand'             0.891279164                       0.8085558182                     22.68358819
     'Metallurgical'        2044            'UE'             'WEU_demand'             12.64007089                       11.46689306                      321.6973697
     'Metallurgical'        2044            'UE'             'EEAE_demand'            12.34207569                       11.19655605                      314.1132136
     'Metallurgical'        2044            'UG'             'BRZ_demand'             1.27922531                        1.16049506                       32.5570498
     'Metallurgical'        2044            'UG'             'CHI_demand'             4.024676599                       3.651129536                      102.4304284
     'Metallurgical'        2044            'UG'             'IND_demand'             1.462002445                       1.326307885                      37.20883729
     'Metallurgical'        2044            'UG'             'JPN_demand'             0.2584528533                      0.2344647634                     6.577779812
     'Metallurgical'        2044            'UG'             'WEU_demand'             3.072826658                       2.787624768                      78.20527764
     'Metallurgical'        2044            'UG'             'EEAE_demand'            4.909759819                       4.454064482                      124.9563261
     'Metallurgical'        2044            'UI'             'CAN_demand'             2.748664133                       2.493549123                      69.95514738
     'Metallurgical'        2045            'UE'             'BRZ_demand'             5.879678313                       5.333960785                      149.6413323
     'Metallurgical'        2045            'UE'             'CHI_demand'             12.79782944                       11.61000938                      325.7124193
     'Metallurgical'        2045            'UE'             'IND_demand'             14.38798183                       13.05257308                      366.1827493
     'Metallurgical'        2045            'UE'             'JPN_demand'             0.8648667664                      0.7845948657                     22.01137686
     'Metallurgical'        2045            'UE'             'WEU_demand'             12.3337194                        11.18897533                      313.9005409
     'Metallurgical'        2045            'UE'             'EEAE_demand'            12.75248922                       11.56887738                      324.5584836
     'Metallurgical'        2045            'UG'             'BRZ_demand'             1.281707954                       1.16274728                       32.62023459
     'Metallurgical'        2045            'UG'             'CHI_demand'             3.519714118                       3.193034735                      89.578831
     'Metallurgical'        2045            'UG'             'IND_demand'             1.677966382                       1.522227306                      42.70524875
     'Metallurgical'        2045            'UG'             'JPN_demand'             0.2507937946                      0.2275165739                     6.382852182
     'Metallurgical'        2045            'UG'             'WEU_demand'             2.998351994                       2.720062409                      76.30985288
     'Metallurgical'        2045            'UG'             'EEAE_demand'            5.073025052                       4.602176386                      129.111524
     'Metallurgical'        2045            'UI'             'CAN_demand'             2.735312798                       2.481436981                      69.61534791
     'Metallurgical'        2046            'UE'             'BRZ_demand'             5.890331421                       5.343625134                      149.9124603
     'Metallurgical'        2046            'UE'             'CHI_demand'             9.570609137                       8.682320887                      243.5777309
     'Metallurgical'        2046            'UE'             'IND_demand'             18.18234114                       16.49476204                      462.7514649
     'Metallurgical'        2046            'UE'             'JPN_demand'             0.5622942511                      0.5101053706                     14.31072524
     'Metallurgical'        2046            'UE'             'WEU_demand'             12.0376011                        10.92034101                      306.364153
     'Metallurgical'        2046            'UE'             'EEAE_demand'            13.16908605                       11.94680811                      335.1611222
     'Metallurgical'        2046            'UG'             'BRZ_demand'             1.28403022                        1.164854006                      32.67933763
     'Metallurgical'        2046            'UG'             'CHI_demand'             2.632150105                       2.387849248                      66.98979561
     'Metallurgical'        2046            'UG'             'IND_demand'             2.120475099                       1.923664939                      53.96736045
     'Metallurgical'        2046            'UG'             'JPN_demand'             0.1630539111                      0.1479201959                     4.149819633
     'Metallurgical'        2046            'UG'             'WEU_demand'             2.92636504                        2.654756865                      74.47774181
     'Metallurgical'        2046            'UG'             'EEAE_demand'            5.238750041                       4.752519746                      133.3293241
     'Metallurgical'        2046            'UI'             'CAN_demand'             2.720069513                       2.467608488                      69.22739717
     'Metallurgical'        2047            'UE'             'BRZ_demand'             5.900389125                       5.35274934                       150.1684348
     'Metallurgical'        2047            'UE'             'CHI_demand'             7.884311698                       7.152535764                      200.6604518
     'Metallurgical'        2047            'UE'             'IND_demand'             20.46158837                       18.5624628                       520.7596711
     'Metallurgical'        2047            'UE'             'JPN_demand'             0.3807978936                      0.3454544489                     9.691534314
     'Metallurgical'        2047            'UE'             'WEU_demand'             11.76311986                       10.67133552                      299.3784411
     'Metallurgical'        2047            'UE'             'EEAE_demand'            13.57891382                       12.31859805                      345.5914842
     'Metallurgical'        2047            'UG'             'BRZ_demand'             1.286222693                       1.166842987                      32.73513739
     'Metallurgical'        2047            'UG'             'CHI_demand'             2.168377327                       1.967121161                      55.18650084
     'Metallurgical'        2047            'UG'             'IND_demand'             2.386287238                       2.164805942                      60.73243849
     'Metallurgical'        2047            'UG'             'JPN_demand'             0.1104236541                      0.1001747731                     2.810348091
     'Metallurgical'        2047            'UG'             'WEU_demand'             2.859638098                       2.59422313                       72.7795012
     'Metallurgical'        2047            'UG'             'EEAE_demand'            5.401782253                       4.900420256                      137.4785915
     'Metallurgical'        2047            'UI'             'CAN_demand'             2.703752104                       2.452805567                      68.81210936
     'Metallurgical'        2048            'UE'             'BRZ_demand'             5.909618699                       5.361122279                      150.403333
     'Metallurgical'        2048            'UE'             'CHI_demand'             6.966636907                       6.320034208                      177.3050791
     'Metallurgical'        2048            'UE'             'IND_demand'             21.47904619                       19.4854861                       546.6545815
     'Metallurgical'        2048            'UE'             'JPN_demand'             0.3393464162                      0.3078502565                     8.636569405
     'Metallurgical'        2048            'UE'             'WEU_demand'             11.51045091                       10.44211784                      292.9478651
     'Metallurgical'        2048            'UE'             'EEAE_demand'            14.00267831                       12.70303119                      356.3765441
     'Metallurgical'        2048            'UG'             'BRZ_demand'             1.288234643                       1.1686682                        32.78634273
     'Metallurgical'        2048            'UG'             'CHI_demand'             1.915994458                       1.738163001                      48.76320575
     'Metallurgical'        2048            'UG'             'IND_demand'             2.504945992                       2.272451481                      63.75237482
     'Metallurgical'        2048            'UG'             'JPN_demand'             0.0984035677                      0.08927032115                    2.504429696
     'Metallurgical'        2048            'UG'             'WEU_demand'             2.798213768                       2.538499849                      71.21621525
     'Metallurgical'        2048            'UG'             'EEAE_demand'            5.570358586                       5.053350316                      141.7689601
     'Metallurgical'        2048            'UI'             'CAN_demand'             2.685461257                       2.436212369                      68.34659634
     'Metallurgical'        2049            'UE'             'BRZ_demand'             5.917329314                       5.36811724                       150.5995728
     'Metallurgical'        2049            'UE'             'CHI_demand'             5.963959497                       5.41041948                       151.7863389
     'Metallurgical'        2049            'UE'             'IND_demand'             22.29042666                       20.22155896                      567.3047001
     'Metallurgical'        2049            'UE'             'JPN_demand'             0.551979852                       0.5007482941                     14.04821762
     'Metallurgical'        2049            'UE'             'WEU_demand'             11.24094383                       10.19762484                      286.0887487
     'Metallurgical'        2049            'UE'             'EEAE_demand'            14.44732938                       13.10641233                      367.6931799
     'Metallurgical'        2049            'UG'             'BRZ_demand'             1.289915476                       1.170193027                      32.82912093
     'Metallurgical'        2049            'UG'             'CHI_demand'             1.640233802                       1.487996845                      41.74493201
     'Metallurgical'        2049            'UG'             'IND_demand'             2.599571435                       2.358294341                      66.16064897
     'Metallurgical'        2049            'UG'             'JPN_demand'             0.1600629449                      0.1452068338                     4.073697753
     'Metallurgical'        2049            'UG'             'WEU_demand'             2.732696056                       2.479063109                      69.54875025
     'Metallurgical'        2049            'UG'             'EEAE_demand'            5.747243739                       5.213818018                      146.2707931
     'Metallurgical'        2049            'UI'             'CAN_demand'             2.665754841                       2.418334988                      67.84505625
     'Metallurgical'        2050            'UE'             'BRZ_demand'             5.923147736                       5.37339563                       150.7476551
     'Metallurgical'        2050            'UE'             'CHI_demand'             3.519356106                       3.192709951                      89.56971936
     'Metallurgical'        2050            'UE'             'IND_demand'             24.8101151                        22.50738459                      631.4322792
     'Metallurgical'        2050            'UE'             'JPN_demand'             0.5187786699                      0.4706286524                     13.20322766
     'Metallurgical'        2050            'UE'             'WEU_demand'             10.97781791                       9.958920727                      279.3920364
     'Metallurgical'        2050            'UE'             'EEAE_demand'            14.89710861                       13.51444567                      379.1403306
     'Metallurgical'        2050            'UG'             'BRZ_demand'             1.291183831                       1.171343661                      32.86140132
     'Metallurgical'        2050            'UG'             'CHI_demand'             0.967908459                       0.878072828                      24.63384961
     'Metallurgical'        2050            'UG'             'IND_demand'             2.893424497                       2.624873671                      73.63938527
     'Metallurgical'        2050            'UG'             'JPN_demand'             0.1504352765                      0.1364727495                     3.828667829
     'Metallurgical'        2050            'UG'             'WEU_demand'             2.668729614                       2.42103366                       67.92076601
     'Metallurgical'        2050            'UG'             'EEAE_demand'            5.92616891                        5.376136396                      150.8245458
     'Metallurgical'        2050            'UI'             'CAN_demand'             2.644414016                       2.398974895                      67.30191949
     'Bituminous'           2010            'UE'             'AFRN_demand'            2.726601336                       2.473534066                      65.81633557
     'Bituminous'           2010            'UE'             'BRZ_demand'             2.541563398                       2.305670272                      61.34977903
     'Bituminous'           2010            'UE'             'IND_demand'             0.4528854115                      0.4108512229                     10.93201922
     'Bituminous'           2010            'UE'             'JPN_demand'             1.590908956                       1.443250044                      38.40231291
     'Bituminous'           2010            'UE'             'WEU_demand'             5.825897075                       5.285171209                      140.6289918
     'Bituminous'           2010            'UE'             'CAN_demand'             1.866624211                       1.693375013                      45.05769282
     'Bituminous'           2010            'UG'             'AFRN_demand'            5.398554175                       4.897491791                      130.313533
     'Bituminous'           2010            'UG'             'BRZ_demand'             3.014143602                       2.734388332                      72.75720295
     'Bituminous'           2010            'UG'             'IND_demand'             0.1131670196                      0.1026635154                     2.731693277
     'Bituminous'           2010            'UG'             'WEU_demand'             5.728524154                       5.196835876                      138.2785459
     'Bituminous'           2010            'UG'             'MEX_demand'             0.319458703                       0.2898084051                     7.711285446
     'Bituminous'           2010            'UI'             'CAN_demand'             1.902060791                       1.725522576                      45.91308221
     'Bituminous'           2010            'UW'             'JPN_demand'             2.280149967                       2.068519715                      55.03962512
     'Bituminous'           2010            'UW'             'SKO_demand'             2.126120817                       1.928786654                      51.32157726
     'Bituminous'           2010            'UW'             'CAN_demand'             0.3462063469                      0.3140734884                     8.35693609
     'Bituminous'           2011            'UE'             'AFRN_demand'            2.608626922                       2.36650935                       62.2176623
     'Bituminous'           2011            'UE'             'BRZ_demand'             2.632008927                       2.387721174                      62.77534024
     'Bituminous'           2011            'UE'             'IND_demand'             0.3864680078                      0.3505982961                     9.217544985
     'Bituminous'           2011            'UE'             'JPN_demand'             1.708695723                       1.550104529                      40.75364422
     'Bituminous'           2011            'UE'             'ODAS_demand'            13.96498186                       12.66883351                      333.0750436
     'Bituminous'           2011            'UE'             'WEU_demand'             11.79535084                       10.70057501                      281.3277549
     'Bituminous'           2011            'UE'             'CAN_demand'             1.452225118                       1.317438033                      34.63663249
     'Bituminous'           2011            'UG'             'AFRN_demand'            5.164969875                       4.685587426                      123.1883137
     'Bituminous'           2011            'UG'             'BRZ_demand'             3.121406641                       2.831695839                      74.44783409
     'Bituminous'           2011            'UG'             'IND_demand'             0.09657063688                     0.0876075123                     2.303280405
     'Bituminous'           2011            'UG'             'ODAS_demand'            27.29392703                       24.76066355                      650.9801462
     'Bituminous'           2011            'UG'             'WEU_demand'             11.59820562                       10.52172766                      276.625697
     'Bituminous'           2011            'UG'             'MEX_demand'             0.2763027562                      0.2506579421                     6.590023063
     'Bituminous'           2011            'UI'             'CAN_demand'             1.479794616                       1.34244869                       35.2941852
     'Bituminous'           2011            'UW'             'JPN_demand'             2.448966349                       2.221667543                      58.40964073
     'Bituminous'           2011            'UW'             'SKO_demand'             4.811343917                       4.364782971                      114.7540756
     'Bituminous'           2011            'UW'             'CAN_demand'             0.2693469581                      0.2443477407                     6.424122185
     'Bituminous'           2012            'UE'             'AFRN_demand'            2.701991075                       2.451207986                      64.7102597
     'Bituminous'           2012            'UE'             'BRZ_demand'             2.920633546                       2.649557335                      69.94655052
     'Bituminous'           2012            'UE'             'IND_demand'             0.4491013451                      0.4074183715                     10.75557389
     'Bituminous'           2012            'UE'             'JPN_demand'             1.676717693                       1.521094514                      40.15588296
     'Bituminous'           2012            'UE'             'ODAS_demand'            5.371321568                       4.872786755                      128.6383278
     'Bituminous'           2012            'UE'             'WEU_demand'             26.22635395                       23.79217638                      628.0976242
     'Bituminous'           2012            'UE'             'CAN_demand'             1.247507523                       1.131721134                      29.87668485
     'Bituminous'           2012            'UG'             'AFRN_demand'            5.349826911                       4.853287107                      128.1235501
     'Bituminous'           2012            'UG'             'BRZ_demand'             3.463698338                       3.142218013                      82.95246458
     'Bituminous'           2012            'UG'             'IND_demand'             0.112221457                       0.1018057144                     2.687603114
