COMPOSITE TABLE:
ImpSec              nUS                 DReg                USi                 Pinlandtr
C                   HI                  11C2                UI                  999.99
C                   HI                  12WS                UI                  999.99
C                   HI                  13MT                UI                  999.99
C                   HI                  14CU                UI                  999.99
C                   HI                  15ZN                UI                  999.99
C                   HI                  16PC                UI                  999.99
C                   AU                  01NE                UI                  999.99
C                   AU                  02YP                UI                  999.99
C                   AU                  03S1                UI                  999.99
C                   AU                  04S2                UI                  999.99
C                   AU                  05GF                UI                  999.99
C                   AU                  06OH                UI                  999.99
C                   AU                  07EN                UI                  999.99
C                   AU                  08KT                UI                  999.99
C                   AU                  09AM                UI                  999.99
C                   AU                  10C1                UI                  999.99
C                   AU                  11C2                UI                  999.99
C                   AU                  12WS                UI                  999.99
C                   AU                  13MT                UI                  999.99
C                   AU                  14CU                UI                  999.99
C                   AU                  15ZN                UI                  999.99
C                   AU                  16PC                UI                  999.99
C                   VT                  01NE                UI                  999.99
C                   VT                  02YP                UI                  999.99
C                   VT                  03S1                UI                  999.99
C                   VT                  04S2                UI                  999.99
C                   VT                  05GF                UI                  999.99
C                   VT                  06OH                UI                  999.99
C                   VT                  07EN                UI                  999.99
C                   VT                  08KT                UI                  999.99
C                   VT                  09AM                UI                  999.99
C                   VT                  10C1                UI                  999.99
C                   VT                  11C2                UI                  999.99
C                   VT                  12WS                UI                  999.99
C                   VT                  13MT                UI                  999.99
C                   VT                  14CU                UI                  999.99
C                   VT                  15ZN                UI                  999.99
C                   VT                  16PC                UI                  999.99
E                   NI                  01NE                UE                  999.99
E                   NI                  02YP                UE                  999.99
E                   NI                  03S1                UE                  999.99
E                   NI                  04S2                UE                  999.99
E                   NI                  05GF                UE                  999.99
E                   NI                  06OH                UE                  999.99
E                   NI                  07EN                UE                  999.99
E                   NI                  08KT                UE                  999.99
E                   NI                  09AM                UE                  999.99
E                   NI                  10C1                UE                  999.99
E                   NI                  11C2                UE                  999.99
E                   NI                  12WS                UE                  999.99
E                   NI                  13MT                UE                  999.99
E                   NI                  14CU                UE                  999.99
E                   NI                  15ZN                UE                  999.99
E                   NI                  16PC                UE                  999.99
E                   NW                  01NE                UE                  999.99
E                   NW                  02YP                UE                  999.99
E                   NW                  03S1                UE                  999.99
E                   NW                  04S2                UE                  999.99
E                   NW                  05GF                UE                  999.99
E                   NW                  06OH                UE                  999.99
E                   NW                  07EN                UE                  999.99
E                   NW                  08KT                UE                  999.99
E                   NW                  09AM                UE                  999.99
E                   NW                  10C1                UE                  999.99
E                   NW                  11C2                UE                  999.99
E                   NW                  12WS                UE                  999.99
E                   NW                  13MT                UE                  999.99
E                   NW                  14CU                UE                  999.99
E                   NW                  15ZN                UE                  999.99
E                   NW                  16PC                UE                  999.99
E                   CL                  01NE                UE                  7.259067358
E                   CL                  02YP                UE                  999.99
E                   CL                  03S1                UE                  999.99
E                   CL                  04S2                UE                  999.99
E                   CL                  05GF                UE                  5.797927461
E                   CL                  06OH                UE                  999.99
E                   CL                  07EN                UE                  999.99
E                   CL                  08KT                UE                  999.99
E                   CL                  09AM                UE                  999.99
E                   CL                  10C1                UE                  999.99
E                   CL                  11C2                UE                  999.99
E                   CL                  12WS                UE                  999.99
E                   CL                  13MT                UE                  999.99
E                   CL                  14CU                UE                  999.99
E                   CL                  15ZN                UE                  999.99
E                   CL                  16PC                UE                  999.99
E                   VZ                  01NE                UE                  7.259067358
E                   VZ                  02YP                UE                  999.99
E                   VZ                  03S1                UE                  999.99
E                   VZ                  04S2                UE                  999.99
E                   VZ                  05GF                UE                  5.797927461
E                   VZ                  06OH                UE                  999.99
E                   VZ                  07EN                UE                  999.99
E                   VZ                  08KT                UE                  999.99
E                   VZ                  09AM                UE                  999.99
E                   VZ                  10C1                UE                  999.99
E                   VZ                  11C2                UE                  999.99
E                   VZ                  12WS                UE                  999.99
E                   VZ                  13MT                UE                  999.99
E                   VZ                  14CU                UE                  999.99
E                   VZ                  15ZN                UE                  999.99
E                   VZ                  16PC                UE                  999.99
E                   PO                  01NE                UE                  7.259067358
E                   PO                  02YP                UE                  999.99
E                   PO                  03S1                UE                  999.99
E                   PO                  04S2                UE                  999.99
E                   PO                  05GF                UE                  5.797927461
E                   PO                  06OH                UE                  999.99
E                   PO                  07EN                UE                  999.99
E                   PO                  08KT                UE                  999.99
E                   PO                  09AM                UE                  999.99
E                   PO                  10C1                UE                  999.99
E                   PO                  11C2                UE                  999.99
E                   PO                  12WS                UE                  999.99
E                   PO                  13MT                UE                  999.99
E                   PO                  14CU                UE                  999.99
E                   PO                  15ZN                UE                  999.99
E                   PO                  16PC                UE                  999.99
E                   RE                  01NE                UE                  7.259067358
E                   RE                  02YP                UE                  999.99
E                   RE                  03S1                UE                  999.99
E                   RE                  04S2                UE                  999.99
E                   RE                  05GF                UE                  5.797927461
E                   RE                  06OH                UE                  999.99
E                   RE                  07EN                UE                  999.99
E                   RE                  08KT                UE                  999.99
E                   RE                  09AM                UE                  999.99
E                   RE                  10C1                UE                  999.99
E                   RE                  11C2                UE                  999.99
E                   RE                  12WS                UE                  999.99
E                   RE                  13MT                UE                  999.99
E                   RE                  14CU                UE                  999.99
E                   RE                  15ZN                UE                  999.99
E                   RE                  16PC                UE                  999.99
E                   RA                  01NE                UE                  7.259067358
E                   RA                  02YP                UE                  999.99
E                   RA                  03S1                UE                  999.99
E                   RA                  04S2                UE                  999.99
E                   RA                  05GF                UE                  5.797927461
E                   RA                  06OH                UE                  999.99
E                   RA                  07EN                UE                  999.99
E                   RA                  08KT                UE                  999.99
E                   RA                  09AM                UE                  999.99
E                   RA                  10C1                UE                  999.99
E                   RA                  11C2                UE                  999.99
E                   RA                  12WS                UE                  999.99
E                   RA                  13MT                UE                  999.99
E                   RA                  14CU                UE                  999.99
E                   RA                  15ZN                UE                  999.99
E                   RA                  16PC                UE                  999.99
E                   SF                  01NE                UE                  7.259067358
E                   SF                  02YP                UE                  999.99
E                   SF                  03S1                UE                  999.99
E                   SF                  04S2                UE                  999.99
E                   SF                  05GF                UE                  5.797927461
E                   SF                  06OH                UE                  999.99
E                   SF                  07EN                UE                  999.99
E                   SF                  08KT                UE                  999.99
E                   SF                  09AM                UE                  999.99
E                   SF                  10C1                UE                  999.99
E                   SF                  11C2                UE                  999.99
E                   SF                  12WS                UE                  999.99
E                   SF                  13MT                UE                  999.99
E                   SF                  14CU                UE                  999.99
E                   SF                  15ZN                UE                  999.99
E                   SF                  16PC                UE                  999.99
E                   IN                  01NE                UE                  7.259067358
E                   IN                  02YP                UE                  999.99
E                   IN                  03S1                UE                  999.99
E                   IN                  04S2                UE                  999.99
E                   IN                  05GF                UE                  5.797927461
E                   IN                  06OH                UE                  999.99
E                   IN                  07EN                UE                  999.99
E                   IN                  08KT                UE                  999.99
E                   IN                  09AM                UE                  999.99
E                   IN                  10C1                UE                  999.99
E                   IN                  11C2                UE                  999.99
E                   IN                  12WS                UE                  999.99
E                   IN                  13MT                UE                  999.99
E                   IN                  14CU                UE                  999.99
E                   IN                  15ZN                UE                  999.99
E                   IN                  16PC                UE                  999.99
E                   HI                  01NE                UE                  7.259067358
E                   HI                  02YP                UE                  999.99
E                   HI                  03S1                UE                  999.99
E                   HI                  04S2                UE                  999.99
E                   HI                  05GF                UE                  5.797927461
E                   HI                  06OH                UE                  999.99
E                   HI                  07EN                UE                  999.99
E                   HI                  08KT                UE                  999.99
E                   HI                  09AM                UE                  999.99
E                   HI                  10C1                UE                  999.99
E                   HI                  11C2                UE                  999.99
E                   HI                  12WS                UE                  999.99
E                   HI                  13MT                UE                  999.99
E                   HI                  14CU                UE                  999.99
E                   HI                  15ZN                UE                  999.99
E                   HI                  16PC                UE                  999.99
E                   AU                  01NE                UE                  7.259067358
E                   AU                  02YP                UE                  999.99
E                   AU                  03S1                UE                  999.99
E                   AU                  04S2                UE                  999.99
E                   AU                  05GF                UE                  5.797927461
E                   AU                  06OH                UE                  999.99
E                   AU                  07EN                UE                  999.99
E                   AU                  08KT                UE                  999.99
E                   AU                  09AM                UE                  999.99
E                   AU                  10C1                UE                  999.99
E                   AU                  11C2                UE                  999.99
E                   AU                  12WS                UE                  999.99
E                   AU                  13MT                UE                  999.99
E                   AU                  14CU                UE                  999.99
E                   AU                  15ZN                UE                  999.99
E                   AU                  16PC                UE                  999.99
E                   VT                  01NE                UE                  7.259067358
E                   VT                  02YP                UE                  999.99
E                   VT                  03S1                UE                  999.99
E                   VT                  04S2                UE                  999.99
E                   VT                  05GF                UE                  5.797927461
E                   VT                  06OH                UE                  999.99
E                   VT                  07EN                UE                  999.99
E                   VT                  08KT                UE                  999.99
E                   VT                  09AM                UE                  999.99
E                   VT                  10C1                UE                  999.99
E                   VT                  11C2                UE                  999.99
E                   VT                  12WS                UE                  999.99
E                   VT                  13MT                UE                  999.99
E                   VT                  14CU                UE                  999.99
E                   VT                  15ZN                UE                  999.99
E                   VT                  16PC                UE                  999.99
I                   NI                  01NE                UE                  999.99
I                   NI                  02YP                UE                  999.99
I                   NI                  03S1                UE                  999.99
I                   NI                  04S2                UE                  999.99
I                   NI                  05GF                UE                  999.99
I                   NI                  06OH                UE                  999.99
I                   NI                  07EN                UE                  999.99
I                   NI                  08KT                UE                  999.99
I                   NI                  09AM                UE                  999.99
I                   NI                  10C1                UE                  999.99
I                   NI                  11C2                UE                  999.99
I                   NI                  12WS                UE                  999.99
I                   NI                  13MT                UE                  999.99
I                   NI                  14CU                UE                  999.99
I                   NI                  15ZN                UE                  999.99
I                   NI                  16PC                UE                  999.99
I                   NW                  01NE                UE                  999.99
I                   NW                  02YP                UE                  999.99
I                   NW                  03S1                UE                  999.99
I                   NW                  04S2                UE                  999.99
I                   NW                  05GF                UE                  999.99
I                   NW                  06OH                UE                  999.99
I                   NW                  07EN                UE                  999.99
I                   NW                  08KT                UE                  999.99
I                   NW                  09AM                UE                  999.99
I                   NW                  10C1                UE                  999.99
I                   NW                  11C2                UE                  999.99
I                   NW                  12WS                UE                  999.99
I                   NW                  13MT                UE                  999.99
I                   NW                  14CU                UE                  999.99
I                   NW                  15ZN                UE                  999.99
I                   NW                  16PC                UE                  999.99
I                   CL                  01NE                UE                  17.0984456
I                   CL                  02YP                UE                  999.99
I                   CL                  03S1                UE                  999.99
I                   CL                  04S2                UE                  999.99
I                   CL                  05GF                UE                  11.55440415
I                   CL                  06OH                UE                  11.1865285
I                   CL                  07EN                UE                  999.99
I                   CL                  08KT                UE                  999.99
I                   CL                  09AM                UE                  999.99
I                   CL                  10C1                UE                  999.99
I                   CL                  11C2                UE                  999.99
I                   CL                  12WS                UE                  999.99
I                   CL                  13MT                UE                  999.99
I                   CL                  14CU                UE                  999.99
I                   CL                  15ZN                UE                  999.99
I                   CL                  16PC                UE                  999.99
I                   VZ                  01NE                UE                  999.99
I                   VZ                  02YP                UE                  999.99
I                   VZ                  03S1                UE                  999.99
I                   VZ                  04S2                UE                  999.99
I                   VZ                  05GF                UE                  999.99
I                   VZ                  06OH                UE                  999.99
I                   VZ                  07EN                UE                  999.99
I                   VZ                  08KT                UE                  999.99
I                   VZ                  09AM                UE                  999.99
I                   VZ                  10C1                UE                  999.99
I                   VZ                  11C2                UE                  999.99
I                   VZ                  12WS                UE                  999.99
I                   VZ                  13MT                UE                  999.99
I                   VZ                  14CU                UE                  999.99
I                   VZ                  15ZN                UE                  999.99
I                   VZ                  16PC                UE                  999.99
I                   PO                  01NE                UE                  999.99
I                   PO                  02YP                UE                  999.99
I                   PO                  03S1                UE                  999.99
I                   PO                  04S2                UE                  999.99
I                   PO                  05GF                UE                  999.99
I                   PO                  06OH                UE                  999.99
I                   PO                  07EN                UE                  999.99
I                   PO                  08KT                UE                  999.99
I                   PO                  09AM                UE                  999.99
I                   PO                  10C1                UE                  999.99
I                   PO                  11C2                UE                  999.99
I                   PO                  12WS                UE                  999.99
I                   PO                  13MT                UE                  999.99
I                   PO                  14CU                UE                  999.99
I                   PO                  15ZN                UE                  999.99
I                   PO                  16PC                UE                  999.99
I                   RE                  01NE                UE                  999.99
I                   RE                  02YP                UE                  999.99
I                   RE                  03S1                UE                  999.99
I                   RE                  04S2                UE                  999.99
I                   RE                  05GF                UE                  999.99
I                   RE                  06OH                UE                  999.99
I                   RE                  07EN                UE                  999.99
I                   RE                  08KT                UE                  999.99
I                   RE                  09AM                UE                  999.99
I                   RE                  10C1                UE                  999.99
I                   RE                  11C2                UE                  999.99
I                   RE                  12WS                UE                  999.99
I                   RE                  13MT                UE                  999.99
I                   RE                  14CU                UE                  999.99
I                   RE                  15ZN                UE                  999.99
I                   RE                  16PC                UE                  999.99
I                   RA                  01NE                UE                  999.99
I                   RA                  02YP                UE                  999.99
I                   RA                  03S1                UE                  999.99
I                   RA                  04S2                UE                  999.99
I                   RA                  05GF                UE                  999.99
I                   RA                  06OH                UE                  999.99
I                   RA                  07EN                UE                  999.99
I                   RA                  08KT                UE                  999.99
I                   RA                  09AM                UE                  999.99
I                   RA                  10C1                UE                  999.99
I                   RA                  11C2                UE                  999.99
I                   RA                  12WS                UE                  999.99
I                   RA                  13MT                UE                  999.99
I                   RA                  14CU                UE                  999.99
I                   RA                  15ZN                UE                  999.99
I                   RA                  16PC                UE                  999.99
I                   SF                  01NE                UE                  999.99
I                   SF                  02YP                UE                  999.99
I                   SF                  03S1                UE                  999.99
I                   SF                  04S2                UE                  999.99
I                   SF                  05GF                UE                  999.99
I                   SF                  06OH                UE                  999.99
I                   SF                  07EN                UE                  999.99
I                   SF                  08KT                UE                  999.99
I                   SF                  09AM                UE                  999.99
I                   SF                  10C1                UE                  999.99
I                   SF                  11C2                UE                  999.99
I                   SF                  12WS                UE                  999.99
I                   SF                  13MT                UE                  999.99
I                   SF                  14CU                UE                  999.99
I                   SF                  15ZN                UE                  999.99
I                   SF                  16PC                UE                  999.99
I                   IN                  01NE                UE                  999.99
I                   IN                  02YP                UE                  999.99
I                   IN                  03S1                UE                  999.99
I                   IN                  04S2                UE                  999.99
I                   IN                  05GF                UE                  999.99
I                   IN                  06OH                UE                  999.99
I                   IN                  07EN                UE                  999.99
I                   IN                  08KT                UE                  999.99
I                   IN                  09AM                UE                  999.99
I                   IN                  10C1                UE                  999.99
I                   IN                  11C2                UE                  999.99
I                   IN                  12WS                UE                  999.99
I                   IN                  13MT                UE                  999.99
I                   IN                  14CU                UE                  999.99
I                   IN                  15ZN                UE                  999.99
I                   IN                  16PC                UE                  999.99
I                   HI                  01NE                UE                  999.99
I                   HI                  02YP                UE                  999.99
I                   HI                  03S1                UE                  999.99
I                   HI                  04S2                UE                  999.99
I                   HI                  05GF                UE                  999.99
I                   HI                  06OH                UE                  999.99
I                   HI                  07EN                UE                  999.99
I                   HI                  08KT                UE                  999.99
I                   HI                  09AM                UE                  999.99
I                   HI                  10C1                UE                  999.99
I                   HI                  11C2                UE                  999.99
I                   HI                  12WS                UE                  999.99
I                   HI                  13MT                UE                  999.99
I                   HI                  14CU                UE                  999.99
I                   HI                  15ZN                UE                  999.99
I                   HI                  16PC                UE                  999.99
I                   AU                  01NE                UE                  999.99
I                   AU                  02YP                UE                  999.99
I                   AU                  03S1                UE                  999.99
I                   AU                  04S2                UE                  999.99
I                   AU                  05GF                UE                  999.99
I                   AU                  06OH                UE                  999.99
I                   AU                  07EN                UE                  999.99
I                   AU                  08KT                UE                  999.99
I                   AU                  09AM                UE                  999.99
I                   AU                  10C1                UE                  999.99
I                   AU                  11C2                UE                  999.99
I                   AU                  12WS                UE                  999.99
I                   AU                  13MT                UE                  999.99
I                   AU                  14CU                UE                  999.99
I                   AU                  15ZN                UE                  999.99
I                   AU                  16PC                UE                  999.99
I                   VT                  01NE                UE                  999.99
I                   VT                  02YP                UE                  999.99
I                   VT                  03S1                UE                  999.99
I                   VT                  04S2                UE                  999.99
I                   VT                  05GF                UE                  999.99
I                   VT                  06OH                UE                  999.99
I                   VT                  07EN                UE                  999.99
I                   VT                  08KT                UE                  999.99
I                   VT                  09AM                UE                  999.99
I                   VT                  10C1                UE                  999.99
I                   VT                  11C2                UE                  999.99
I                   VT                  12WS                UE                  999.99
I                   VT                  13MT                UE                  999.99
I                   VT                  14CU                UE                  999.99
I                   VT                  15ZN                UE                  999.99
I                   VT                  16PC                UE                  999.99
C                   NW                  01NE                UE                  999.99
C                   NW                  02YP                UE                  999.99
C                   NW                  03S1                UE                  999.99
C                   NW                  04S2                UE                  999.99
C                   NW                  05GF                UE                  999.99
C                   NW                  06OH                UE                  999.99
C                   NW                  07EN                UE                  12.55958549
C                   NW                  08KT                UE                  999.99
C                   NW                  09AM                UE                  999.99
C                   NW                  10C1                UE                  999.99
C                   NW                  11C2                UE                  999.99
C                   NW                  12WS                UE                  999.99
C                   NW                  13MT                UE                  999.99
C                   NW                  14CU                UE                  999.99
C                   NW                  15ZN                UE                  999.99
C                   NW                  16PC                UE                  999.99
C                   CL                  01NE                UE                  999.99
C                   CL                  02YP                UE                  999.99
C                   CL                  03S1                UE                  999.99
C                   CL                  04S2                UE                  999.99
C                   CL                  05GF                UE                  999.99
C                   CL                  06OH                UE                  999.99
C                   CL                  07EN                UE                  999.99
C                   CL                  08KT                UE                  999.99
C                   CL                  09AM                UE                  999.99
C                   CL                  10C1                UE                  999.99
C                   CL                  11C2                UE                  999.99
C                   CL                  12WS                UE                  999.99
C                   CL                  13MT                UE                  999.99
C                   CL                  14CU                UE                  999.99
C                   CL                  15ZN                UE                  999.99
C                   CL                  16PC                UE                  999.99
C                   VZ                  01NE                UE                  999.99
C                   VZ                  02YP                UE                  999.99
C                   VZ                  03S1                UE                  999.99
C                   VZ                  04S2                UE                  999.99
C                   VZ                  05GF                UE                  999.99
C                   VZ                  06OH                UE                  999.99
C                   VZ                  07EN                UE                  999.99
C                   VZ                  08KT                UE                  999.99
C                   VZ                  09AM                UE                  999.99
C                   VZ                  10C1                UE                  999.99
C                   VZ                  11C2                UE                  999.99
C                   VZ                  12WS                UE                  999.99
C                   VZ                  13MT                UE                  999.99
C                   VZ                  14CU                UE                  999.99
C                   VZ                  15ZN                UE                  999.99
C                   VZ                  16PC                UE                  999.99
C                   PO                  01NE                UE                  999.99
C                   PO                  02YP                UE                  999.99
C                   PO                  03S1                UE                  999.99
C                   PO                  04S2                UE                  999.99
C                   PO                  05GF                UE                  999.99
C                   PO                  06OH                UE                  999.99
C                   PO                  07EN                UE                  999.99
C                   PO                  08KT                UE                  999.99
C                   PO                  09AM                UE                  999.99
C                   PO                  10C1                UE                  999.99
C                   PO                  11C2                UE                  999.99
C                   PO                  12WS                UE                  999.99
C                   PO                  13MT                UE                  999.99
C                   PO                  14CU                UE                  999.99
C                   PO                  15ZN                UE                  999.99
C                   PO                  16PC                UE                  999.99
C                   RE                  01NE                UE                  999.99
C                   RE                  02YP                UE                  999.99
C                   RE                  03S1                UE                  999.99
C                   RE                  04S2                UE                  999.99
C                   RE                  05GF                UE                  999.99
C                   RE                  06OH                UE                  999.99
C                   RE                  07EN                UE                  999.99
C                   RE                  08KT                UE                  999.99
C                   RE                  09AM                UE                  999.99
C                   RE                  10C1                UE                  999.99
C                   RE                  11C2                UE                  999.99
C                   RE                  12WS                UE                  999.99
C                   RE                  13MT                UE                  999.99
C                   RE                  14CU                UE                  999.99
C                   RE                  15ZN                UE                  999.99
C                   RE                  16PC                UE                  999.99
C                   RA                  01NE                UE                  999.99
C                   RA                  02YP                UE                  999.99
C                   RA                  03S1                UE                  999.99
C                   RA                  04S2                UE                  999.99
C                   RA                  05GF                UE                  999.99
C                   RA                  06OH                UE                  999.99
C                   RA                  07EN                UE                  999.99
C                   RA                  08KT                UE                  999.99
C                   RA                  09AM                UE                  999.99
C                   RA                  10C1                UE                  999.99
C                   RA                  11C2                UE                  999.99
C                   RA                  12WS                UE                  999.99
C                   RA                  13MT                UE                  999.99
C                   RA                  14CU                UE                  999.99
