COMPOSITE TABLE:
pu_id               mx_unt_echo         Plantid             Unitid              PlantName                     PlantState          NDReg_plant         Bit_share      GOB_share      Lig_share      SubBit_share   Plant_L_Prof   Plant_S_Prof
1357_3              264                 1357                "3"                 "Green River"                 "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1357_4              265                 1357                "4"                 "Green River"                 "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1361_3              266                 1361                "3"                 "Tyrone"                      "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1363_4              267                 1363                "4"                 "Cane Run"                    "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1363_5              268                 1363                "5"                 "Cane Run"                    "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1363_6              269                 1363                "6"                 "Cane Run"                    "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1364_1              270                 1364                "1"                 "Mill Creek (KY)"             "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1364_2              271                 1364                "2"                 "Mill Creek (KY)"             "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1364_3              272                 1364                "3"                 "Mill Creek (KY)"             "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1364_4              273                 1364                "4"                 "Mill Creek (KY)"             "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1374_1              274                 1374                "1"                 "Elmer Smith"                 "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1374_2              275                 1374                "2"                 "Elmer Smith"                 "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1378_1              276                 1378                "1"                 "Paradise"                    "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1378_2              277                 1378                "2"                 "Paradise"                    "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1378_3              278                 1378                "3"                 "Paradise"                    "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1379_1              279                 1379                "1"                 "Shawnee"                     "KY"                8                   0.0000         0.0000         0.0000         1.0000         1              11
1379_10             280                 1379                "10"                "Shawnee"                     "KY"                8                   0.0000         0.0000         0.0000         1.0000         1              11
1379_2              281                 1379                "2"                 "Shawnee"                     "KY"                8                   0.0000         0.0000         0.0000         1.0000         1              11
1379_3              282                 1379                "3"                 "Shawnee"                     "KY"                8                   0.0000         0.0000         0.0000         1.0000         1              11
1379_4              283                 1379                "4"                 "Shawnee"                     "KY"                8                   0.0000         0.0000         0.0000         1.0000         1              11
1379_5              284                 1379                "5"                 "Shawnee"                     "KY"                8                   0.0000         0.0000         0.0000         1.0000         1              11
1379_6              285                 1379                "6"                 "Shawnee"                     "KY"                8                   0.0000         0.0000         0.0000         1.0000         1              11
1379_7              286                 1379                "7"                 "Shawnee"                     "KY"                8                   0.0000         0.0000         0.0000         1.0000         1              11
1379_8              287                 1379                "8"                 "Shawnee"                     "KY"                8                   0.0000         0.0000         0.0000         1.0000         1              11
1379_9              288                 1379                "9"                 "Shawnee"                     "KY"                8                   0.0000         0.0000         0.0000         1.0000         1              11
1381_1              289                 1381                "1"                 "Kenneth C Coleman"           "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1381_2              290                 1381                "2"                 "Kenneth C Coleman"           "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1381_3              291                 1381                "3"                 "Kenneth C Coleman"           "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1382_1              292                 1382                "1"                 "HMP&L Station Two He"        "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1382_2              293                 1382                "2"                 "HMP&L Station Two He"        "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1383_1              294                 1383                "1"                 "Robert A Reid"               "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1384_1              295                 1384                "1"                 "Cooper"                      "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1384_2              296                 1384                "2"                 "Cooper"                      "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1385_1              297                 1385                "1"                 "Dale"                        "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1385_2              298                 1385                "2"                 "Dale"                        "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1385_3              299                 1385                "3"                 "Dale"                        "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1385_4              300                 1385                "4"                 "Dale"                        "KY"                8                   1.0000         0.0000         0.0000         0.0000         1              1
1393_6              301                 1393                "6"                 "R S Nelson"                  "LA"                12                  0.0000         0.0000         0.0000         1.0000         1              11
1552_1              302                 1552                "1"                 "CP Crane Power, LLC"         "MD"                3                   0.0000         0.0000         0.0000         1.0000         1              11
1552_2              303                 1552                "2"                 "CP Crane Power, LLC"         "MD"                3                   0.0000         0.0000         0.0000         1.0000         1              11
1554_2              304                 1554                "2"                 "Herbert A Wagner"            "MD"                3                   1.0000         0.0000         0.0000         0.0000         1              1
1554_3              305                 1554                "3"                 "Herbert A Wagner"            "MD"                3                   1.0000         0.0000         0.0000         0.0000         1              1
1570_11             306                 1570                "11"                "FirstEnergy R Paul S"        "MD"                3                   1.0000         0.0000         0.0000         0.0000         1              1
1570_9              307                 1570                "9"                 "FirstEnergy R Paul S"        "MD"                3                   1.0000         0.0000         0.0000         0.0000         1              1
1573_ST1            308                 1573                "ST1"               "Morgantown Generatin"        "MD"                3                   1.0000         0.0000         0.0000         0.0000         1              1
1573_ST2            309                 1573                "ST2"               "Morgantown Generatin"        "MD"                3                   1.0000         0.0000         0.0000         0.0000         1              1
1606_1              310                 1606                "1"                 "Mount Tom"                   "MA"                1                   1.0000         0.0000         0.0000         0.0000         1              1
1613_6              311                 1613                "6"                 "Somerset Station"            "MA"                1                   1.0000         0.0000         0.0000         0.0000         1              1
1619_1              312                 1619                "1"                 "Brayton Point"               "MA"                1                   1.0000         0.0000         0.0000         0.0000         1              1
1619_2              313                 1619                "2"                 "Brayton Point"               "MA"                1                   1.0000         0.0000         0.0000         0.0000         1              1
1619_3              314                 1619                "3"                 "Brayton Point"               "MA"                1                   1.0000         0.0000         0.0000         0.0000         1              1
1626_1              315                 1626                "1"                 "Salem Harbor"                "MA"                1                   1.0000         0.0000         0.0000         0.0000         1              1
1626_2              316                 1626                "2"                 "Salem Harbor"                "MA"                1                   1.0000         0.0000         0.0000         0.0000         1              1
1626_3              317                 1626                "3"                 "Salem Harbor"                "MA"                1                   1.0000         0.0000         0.0000         0.0000         1              1
1695_4              318                 1695                "4"                 "B C Cobb"                    "MI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
1695_5              319                 1695                "5"                 "B C Cobb"                    "MI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
1702_1A             320                 1702                "1A"                "Dan E Karn"                  "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1702_1B             321                 1702                "1B"                "Dan E Karn"                  "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1702_2A             322                 1702                "2A"                "Dan E Karn"                  "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1702_2B             323                 1702                "2B"                "Dan E Karn"                  "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1710_1              324                 1710                "1"                 "J H Campbell"                "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1710_2              325                 1710                "2"                 "J H Campbell"                "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1710_3              326                 1710                "3"                 "J H Campbell"                "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1720_7              327                 1720                "7"                 "J C Weadock"                 "MI"                7                   0.0086         0.0000         0.0000         0.9914         1              11
1720_8              328                 1720                "8"                 "J C Weadock"                 "MI"                7                   0.0086         0.0000         0.0000         0.9914         1              11
1723_1              329                 1723                "1"                 "J R Whiting"                 "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1723_2              330                 1723                "2"                 "J R Whiting"                 "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1723_3              331                 1723                "3"                 "J R Whiting"                 "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1731_1              332                 1731                "1"                 "Harbor Beach"                "MI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
1732_7              333                 1732                "7"                 "Marysville"                  "MI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
1732_8              334                 1732                "8"                 "Marysville"                  "MI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
1733_1              335                 1733                "1"                 "Monroe (MI)"                 "MI"                7                   0.2127         0.0000         0.0000         0.7873         1              9
1733_2              336                 1733                "2"                 "Monroe (MI)"                 "MI"                7                   0.2127         0.0000         0.0000         0.7873         1              9
1733_3              337                 1733                "3"                 "Monroe (MI)"                 "MI"                7                   0.2127         0.0000         0.0000         0.7873         1              9
1733_4              338                 1733                "4"                 "Monroe (MI)"                 "MI"                7                   0.2127         0.0000         0.0000         0.7873         1              9
1740_2              339                 1740                "2"                 "River Rouge"                 "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1740_3              340                 1740                "3"                 "River Rouge"                 "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1743_1              341                 1743                "1"                 "St Clair"                    "MI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
1743_2              342                 1743                "2"                 "St Clair"                    "MI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
1743_3              343                 1743                "3"                 "St Clair"                    "MI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
1743_4              344                 1743                "4"                 "St Clair"                    "MI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
1743_6              345                 1743                "6"                 "St Clair"                    "MI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
1743_7              346                 1743                "7"                 "St Clair"                    "MI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
1745_7              347                 1745                "7"                 "Trenton Channel"             "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1745_8              348                 1745                "8"                 "Trenton Channel"             "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1745_9              349                 1745                "9"                 "Trenton Channel"             "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1769_3              350                 1769                "3"                 "Presque Isle"                "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1769_4              351                 1769                "4"                 "Presque Isle"                "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1769_5              352                 1769                "5"                 "Presque Isle"                "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1769_6              353                 1769                "6"                 "Presque Isle"                "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1769_7              354                 1769                "7"                 "Presque Isle"                "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1769_8              355                 1769                "8"                 "Presque Isle"                "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1769_9              356                 1769                "9"                 "Presque Isle"                "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1771_1              357                 1771                "1"                 "Escanaba"                    "MI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
1771_2              358                 1771                "2"                 "Escanaba"                    "MI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
1825_3              359                 1825                "3"                 "J B Sims"                    "MI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
1830_3              360                 1830                "3"                 "James De Young"              "MI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
1830_4              361                 1830                "4"                 "James De Young"              "MI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
1830_5              362                 1830                "5"                 "James De Young"              "MI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
1831_1              363                 1831                "1"                 "Eckert Station"              "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1831_2              364                 1831                "2"                 "Eckert Station"              "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1831_3              365                 1831                "3"                 "Eckert Station"              "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1831_4              366                 1831                "4"                 "Eckert Station"              "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1831_5              367                 1831                "5"                 "Eckert Station"              "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1831_6              368                 1831                "6"                 "Eckert Station"              "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1832_1              369                 1832                "1"                 "Erickson Station"            "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1843_1              370                 1843                "1"                 "Shiras"                      "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1843_2              371                 1843                "2"                 "Shiras"                      "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1843_3              372                 1843                "3"                 "Shiras"                      "MI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
1893_1              373                 1893                "1"                 "Clay Boswell"                "MN"                10                  0.0000         0.0000         0.0000         1.0000         1              11
1893_2              374                 1893                "2"                 "Clay Boswell"                "MN"                10                  0.0000         0.0000         0.0000         1.0000         1              11
1893_3              375                 1893                "3"                 "Clay Boswell"                "MN"                10                  0.0000         0.0000         0.0000         1.0000         1              11
1893_4              376                 1893                "4"                 "Clay Boswell"                "MN"                10                  0.0000         0.0000         0.0000         1.0000         1              11
1904_3              377                 1904                "3"                 "Black Dog"                   "MN"                10                  1.0000         0.0000         0.0000         0.0000         1              1
1904_4              378                 1904                "4"                 "Black Dog"                   "MN"                10                  1.0000         0.0000         0.0000         0.0000         1              1
1915_1              379                 1915                "1"                 "Allen S King"                "MN"                10                  0.0000         0.0000         0.0000         1.0000         1              11
1927_8              380                 1927                "8"                 "Riverside"                   "MN"                10                  1.0000         0.0000         0.0000         0.0000         1              1
1943_2              381                 1943                "2"                 "Hoot Lake"                   "MN"                10                  0.0000         0.0000         0.0000         1.0000         1              11
1943_3              382                 1943                "3"                 "Hoot Lake"                   "MN"                10                  0.0000         0.0000         0.0000         1.0000         1              11
1979_3              383                 1979                "3"                 "Hibbing"                     "MN"                10                  1.0000         0.0000         0.0000         0.0000         1              1
1979_5              384                 1979                "5"                 "Hibbing"                     "MN"                10                  1.0000         0.0000         0.0000         0.0000         1              1
1979_6              385                 1979                "6"                 "Hibbing"                     "MN"                10                  1.0000         0.0000         0.0000         0.0000         1              1
2008_1              386                 2008                "1"                 "Silver Lake"                 "MN"                10                  1.0000         0.0000         0.0000         0.0000         1              1
2008_2              387                 2008                "2"                 "Silver Lake"                 "MN"                10                  1.0000         0.0000         0.0000         0.0000         1              1
2008_3              388                 2008                "3"                 "Silver Lake"                 "MN"                10                  1.0000         0.0000         0.0000         0.0000         1              1
2008_4              389                 2008                "4"                 "Silver Lake"                 "MN"                10                  1.0000         0.0000         0.0000         0.0000         1              1
2076_1              390                 2076                "1"                 "Asbury"                      "MO"                11                  0.0028         0.0000         0.0000         0.9972         1              11
2076_2              391                 2076                "2"                 "Asbury"                      "MO"                11                  0.0028         0.0000         0.0000         0.9972         1              11
2079_5              392                 2079                "5"                 "Hawthorn"                    "MO"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2080_1              393                 2080                "1"                 "Montrose"                    "MO"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2080_2              394                 2080                "2"                 "Montrose"                    "MO"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2080_3              395                 2080                "3"                 "Montrose"                    "MO"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2094_1              396                 2094                "1"                 "Sibley"                      "MO"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2094_2              397                 2094                "2"                 "Sibley"                      "MO"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2094_3              398                 2094                "3"                 "Sibley"                      "MO"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2103_1              399                 2103                "1"                 "Labadie"                     "MO"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2103_2              400                 2103                "2"                 "Labadie"                     "MO"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2103_3              401                 2103                "3"                 "Labadie"                     "MO"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2103_4              402                 2103                "4"                 "Labadie"                     "MO"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2104_3              403                 2104                "3"                 "Meramec"                     "MO"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2104_4              404                 2104                "4"                 "Meramec"                     "MO"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2107_1              405                 2107                "1"                 "Sioux"                       "MO"                11                  0.1655         0.0000         0.0000         0.8345         1              10
2107_2              406                 2107                "2"                 "Sioux"                       "MO"                11                  0.1655         0.0000         0.0000         0.8345         1              10
2123_5              407                 2123                "5"                 "Columbia (MO)"               "MO"                11                  1.0000         0.0000         0.0000         0.0000         1              1
2123_7              408                 2123                "7"                 "Columbia (MO)"               "MO"                11                  1.0000         0.0000         0.0000         0.0000         1              1
2144_4              409                 2144                "4"                 "Marshall (MO)"               "MO"                11                  1.0000         0.0000         0.0000         0.0000         1              1
2144_5              410                 2144                "5"                 "Marshall (MO)"               "MO"                11                  1.0000         0.0000         0.0000         0.0000         1              1
2161_1              411                 2161                "1"                 "James River Power St"        "MO"                11                  1.0000         0.0000         0.0000         0.0000         1              1
2161_2              412                 2161                "2"                 "James River Power St"        "MO"                11                  1.0000         0.0000         0.0000         0.0000         1              1
2161_3              413                 2161                "3"                 "James River Power St"        "MO"                11                  1.0000         0.0000         0.0000         0.0000         1              1
2167_1              414                 2167                "1"                 "New Madrid"                  "MO"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2167_2              415                 2167                "2"                 "New Madrid"                  "MO"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2168_1              416                 2168                "1"                 "Thomas Hill"                 "MO"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2168_2              417                 2168                "2"                 "Thomas Hill"                 "MO"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2168_3              418                 2168                "3"                 "Thomas Hill"                 "MO"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2169_1              419                 2169                "1"                 "Chamois"                     "MO"                11                  1.0000         0.0000         0.0000         0.0000         1              1
2169_2              420                 2169                "2"                 "Chamois"                     "MO"                11                  1.0000         0.0000         0.0000         0.0000         1              1
2171_1              421                 2171                "1"                 "Missouri City"               "MO"                11                  1.0000         0.0000         0.0000         0.0000         1              1
2171_2              422                 2171                "2"                 "Missouri City"               "MO"                11                  1.0000         0.0000         0.0000         0.0000         1              1
2187_1              423                 2187                "1"                 "J E Corette Plant"           "MT"                11                  1.0000         0.0000         0.0000         0.0000         1              1
2240_6              424                 2240                "6"                 "Lon Wright"                  "NE"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2240_7              425                 2240                "7"                 "Lon Wright"                  "NE"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2240_8              426                 2240                "8"                 "Lon Wright"                  "NE"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2277_1              427                 2277                "1"                 "Sheldon"                     "NE"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2277_2              428                 2277                "2"                 "Sheldon"                     "NE"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2291_4              429                 2291                "4"                 "North Omaha"                 "NE"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2291_5              430                 2291                "5"                 "North Omaha"                 "NE"                11                  0.0000         0.0000         0.0000         1.0000         1              11
2324_1              431                 2324                "1"                 "Reid Gardner"                "NV"                14                  1.0000         0.0000         0.0000         0.0000         1              1
2324_2              432                 2324                "2"                 "Reid Gardner"                "NV"                14                  1.0000         0.0000         0.0000         0.0000         1              1
2324_3              433                 2324                "3"                 "Reid Gardner"                "NV"                14                  1.0000         0.0000         0.0000         0.0000         1              1
2324_4              434                 2324                "4"                 "Reid Gardner"                "NV"                14                  1.0000         0.0000         0.0000         0.0000         1              1
2341_1              435                 2341                "1"                 "Mohave"                      "NV"                14                  1.0000         0.0000         0.0000         0.0000         1              1
2341_2              436                 2341                "2"                 "Mohave"                      "NV"                14                  1.0000         0.0000         0.0000         0.0000         1              1
2364_1              437                 2364                "1"                 "Merrimack"                   "NH"                1                   1.0000         0.0000         0.0000         0.0000         1              1
2364_2              438                 2364                "2"                 "Merrimack"                   "NH"                1                   1.0000         0.0000         0.0000         0.0000         1              1
2367_4              439                 2367                "4"                 "Schiller"                    "NH"                1                   1.0000         0.0000         0.0000         0.0000         1              1
2367_6              440                 2367                "6"                 "Schiller"                    "NH"                1                   1.0000         0.0000         0.0000         0.0000         1              1
2378_1              441                 2378                "1"                 "B L England"                 "NJ"                2                   1.0000         0.0000         0.0000         0.0000         1              1
2378_2              442                 2378                "2"                 "B L England"                 "NJ"                2                   1.0000         0.0000         0.0000         0.0000         1              1
2408_1              443                 2408                "1"                 "PSEG Mercer Generati"        "NJ"                2                   1.0000         0.0000         0.0000         0.0000         1              1
2408_2              444                 2408                "2"                 "PSEG Mercer Generati"        "NJ"                2                   1.0000         0.0000         0.0000         0.0000         1              1
2442_1              445                 2442                "1"                 "Four Corners"                "NM"                15                  0.0000         0.0000         0.0000         1.0000         1              11
2442_2              446                 2442                "2"                 "Four Corners"                "NM"                15                  0.0000         0.0000         0.0000         1.0000         1              11
2442_3              447                 2442                "3"                 "Four Corners"                "NM"                15                  0.0000         0.0000         0.0000         1.0000         1              11
2442_4              448                 2442                "4"                 "Four Corners"                "NM"                15                  0.0000         0.0000         0.0000         1.0000         1              11
2442_5              449                 2442                "5"                 "Four Corners"                "NM"                15                  0.0000         0.0000         0.0000         1.0000         1              11
2451_1              450                 2451                "1"                 "San Juan"                    "NM"                15                  1.0000         0.0000         0.0000         0.0000         1              1
2451_2              451                 2451                "2"                 "San Juan"                    "NM"                15                  1.0000         0.0000         0.0000         0.0000         1              1
2451_3              452                 2451                "3"                 "San Juan"                    "NM"                15                  1.0000         0.0000         0.0000         0.0000         1              1
2451_4              453                 2451                "4"                 "San Juan"                    "NM"                15                  1.0000         0.0000         0.0000         0.0000         1              1
2468_5              454                 2468                "5"                 "Raton"                       "NM"                15                  1.0000         0.0000         0.0000         0.0000         1              1
2526_7              455                 2526                "7"                 "AES Westover"                "NY"                2                   1.0000         0.0000         0.0000         0.0000         1              1
2526_8              456                 2526                "8"                 "AES Westover"                "NY"                2                   1.0000         0.0000         0.0000         0.0000         1              1
2527_3              457                 2527                "3"                 "AES Greenidge LLC"           "NY"                2                   1.0000         0.0000         0.0000         0.0000         1              1
2535_1              458                 2535                "1"                 "Cayuga Operating Com"        "NY"                2                   1.0000         0.0000         0.0000         0.0000         1              1
2535_2              459                 2535                "2"                 "Cayuga Operating Com"        "NY"                2                   1.0000         0.0000         0.0000         0.0000         1              1
2549_67             460                 2549                "67"                "C R Huntley Generati"        "NY"                2                   1.0000         0.0000         0.0000         0.0000         1              1
2549_S68            461                 2549                "S68"               "C R Huntley Generati"        "NY"                2                   1.0000         0.0000         0.0000         0.0000         1              1
