COMPOSITE TABLE:
pu_id               mx_unt_echo         Plantid             Unitid              PlantName                     PlantState          NDReg_plant         Bit_share      GOB_share      Lig_share      SubBit_share   Plant_L_Prof   Plant_S_Prof
2866_5              561                 2866                "5"                 "W H Sammis"                  "OH"                6                   0.9462         0.0000         0.0000         0.0538         1              2
2866_6              562                 2866                "6"                 "W H Sammis"                  "OH"                6                   0.9462         0.0000         0.0000         0.0538         1              2
2866_7              563                 2866                "7"                 "W H Sammis"                  "OH"                6                   0.9462         0.0000         0.0000         0.0538         1              2
2872_1              564                 2872                "1"                 "Muskingum River"             "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2872_2              565                 2872                "2"                 "Muskingum River"             "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2872_3              566                 2872                "3"                 "Muskingum River"             "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2872_4              567                 2872                "4"                 "Muskingum River"             "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2872_5              568                 2872                "5"                 "Muskingum River"             "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2876_1              569                 2876                "1"                 "Kyger Creek"                 "OH"                6                   0.9462         0.0000         0.0000         0.0538         1              2
2876_2              570                 2876                "2"                 "Kyger Creek"                 "OH"                6                   0.9462         0.0000         0.0000         0.0538         1              2
2876_3              571                 2876                "3"                 "Kyger Creek"                 "OH"                6                   0.9462         0.0000         0.0000         0.0538         1              2
2876_4              572                 2876                "4"                 "Kyger Creek"                 "OH"                6                   0.9462         0.0000         0.0000         0.0538         1              2
2876_5              573                 2876                "5"                 "Kyger Creek"                 "OH"                6                   0.9462         0.0000         0.0000         0.0538         1              2
2878_2              574                 2878                "2"                 "FirstEnergy Bay Shor"        "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2878_3              575                 2878                "3"                 "FirstEnergy Bay Shor"        "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2878_4              576                 2878                "4"                 "FirstEnergy Bay Shor"        "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2914_3              577                 2914                "3"                 "Dover"                       "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2914_4              578                 2914                "4"                 "Dover"                       "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2935_10             579                 2935                "10"                "Orrville"                    "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2935_7              580                 2935                "7"                 "Orrville"                    "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2935_8              581                 2935                "8"                 "Orrville"                    "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2935_9              582                 2935                "9"                 "Orrville"                    "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2936_3              583                 2936                "3"                 "Painesville"                 "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2936_5              584                 2936                "5"                 "Painesville"                 "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2936_7              585                 2936                "7"                 "Painesville"                 "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2936_ST2            586                 2936                "ST2"               "Painesville"                 "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2943_1              587                 2943                "1"                 "Shelby Municipal Lig"        "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2943_2              588                 2943                "2"                 "Shelby Municipal Lig"        "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2943_3              589                 2943                "3"                 "Shelby Municipal Lig"        "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2943_4              590                 2943                "4"                 "Shelby Municipal Lig"        "OH"                6                   1.0000         0.0000         0.0000         0.0000         1              1
2952_6              591                 2952                "6"                 "Muskogee"                    "OK"                12                  0.0000         0.0000         0.0000         1.0000         1              11
2963_3              592                 2963                "3"                 "Northeastern"                "OK"                12                  0.0000         0.0000         0.0000         1.0000         1              11
2963_4              593                 2963                "4"                 "Northeastern"                "OK"                12                  0.0000         0.0000         0.0000         1.0000         1              11
3098_1              594                 3098                "1"                 "Elrama Power Plant"          "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3098_2              595                 3098                "2"                 "Elrama Power Plant"          "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3098_3              596                 3098                "3"                 "Elrama Power Plant"          "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3098_4              597                 3098                "4"                 "Elrama Power Plant"          "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3113_2              598                 3113                "2"                 "Portland"                    "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3115_1              599                 3115                "1"                 "Titus"                       "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3115_2              600                 3115                "2"                 "Titus"                       "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3115_3              601                 3115                "3"                 "Titus"                       "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3118_1              602                 3118                "1"                 "Conemaugh"                   "PA"                2                   0.9865         0.0135         0.0000         0.0000         2              1
3118_2              603                 3118                "2"                 "Conemaugh"                   "PA"                2                   0.9865         0.0135         0.0000         0.0000         2              1
3122_1              604                 3122                "1"                 "Homer City Generatin"        "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3122_2              605                 3122                "2"                 "Homer City Generatin"        "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3122_3              606                 3122                "3"                 "Homer City Generatin"        "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3130_FB1            607                 3130                "FB1"               "Seward (PA)"                 "PA"                2                   0.0000         1.0000         0.0000         0.0000         11             1
3136_1              608                 3136                "1"                 "Keystone"                    "PA"                2                   0.9783         0.0217         0.0000         0.0000         2              1
3136_2              609                 3136                "2"                 "Keystone"                    "PA"                2                   0.9783         0.0217         0.0000         0.0000         2              1
3140_1              610                 3140                "1"                 "Brunner Island"              "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3140_2              611                 3140                "2"                 "Brunner Island"              "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3140_3              612                 3140                "3"                 "Brunner Island"              "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3149_1              613                 3149                "1"                 "TalenEnergy Montour"         "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3149_11             614                 3149                "11"                "TalenEnergy Montour"         "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3149_2              615                 3149                "2"                 "TalenEnergy Montour"         "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3152_1              616                 3152                "1"                 "Sunbury Generation L"        "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3152_2              617                 3152                "2"                 "Sunbury Generation L"        "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3152_3              618                 3152                "3"                 "Sunbury Generation L"        "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3152_4              619                 3152                "4"                 "Sunbury Generation L"        "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3159_1              620                 3159                "1"                 "Cromby Generating St"        "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3161_1              621                 3161                "1"                 "Eddystone Generating"        "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3161_2              622                 3161                "2"                 "Eddystone Generating"        "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3178_1              623                 3178                "1"                 "FirstEnergy Armstron"        "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3178_2              624                 3178                "2"                 "FirstEnergy Armstron"        "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3179_1              625                 3179                "1"                 "Hatfields Ferry Powe"        "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3179_2              626                 3179                "2"                 "Hatfields Ferry Powe"        "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3179_3              627                 3179                "3"                 "Hatfields Ferry Powe"        "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3181_3              628                 3181                "3"                 "FirstEnergy Mitchell"        "PA"                2                   1.0000         0.0000         0.0000         0.0000         1              1
3251_1              629                 3251                "1"                 "H B Robinson"                "SC"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3264_1              630                 3264                "1"                 "W S Lee"                     "SC"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3264_2              631                 3264                "2"                 "W S Lee"                     "SC"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3280_1              632                 3280                "1"                 "Canadys Steam"               "SC"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3280_2              633                 3280                "2"                 "Canadys Steam"               "SC"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3280_3              634                 3280                "3"                 "Canadys Steam"               "SC"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3297_1              635                 3297                "1"                 "Wateree"                     "SC"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3297_2              636                 3297                "2"                 "Wateree"                     "SC"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3298_ST1            637                 3298                "ST1"               "Williams"                    "SC"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3317_1              638                 3317                "1"                 "Dolphus M Grainger"          "SC"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3317_2              639                 3317                "2"                 "Dolphus M Grainger"          "SC"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3319_3              640                 3319                "3"                 "Jefferies"                   "SC"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3319_4              641                 3319                "4"                 "Jefferies"                   "SC"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3325_ST1            642                 3325                "ST1"               "Ben French"                  "SD"                10                  1.0000         0.0000         0.0000         0.0000         1              1
3393_1              643                 3393                "1"                 "Allen"                       "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3393_2              644                 3393                "2"                 "Allen"                       "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3393_3              645                 3393                "3"                 "Allen"                       "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3396_1              646                 3396                "1"                 "Bull Run"                    "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3399_1              647                 3399                "1"                 "Cumberland (TN)"             "TN"                8                   0.5984         0.0000         0.0000         0.4016         1              6
3399_2              648                 3399                "2"                 "Cumberland (TN)"             "TN"                8                   0.5984         0.0000         0.0000         0.4016         1              6
3403_1              649                 3403                "1"                 "Gallatin (TN)"               "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3403_2              650                 3403                "2"                 "Gallatin (TN)"               "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3403_3              651                 3403                "3"                 "Gallatin (TN)"               "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3403_4              652                 3403                "4"                 "Gallatin (TN)"               "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3405_1              653                 3405                "1"                 "John Sevier"                 "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3405_2              654                 3405                "2"                 "John Sevier"                 "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3405_3              655                 3405                "3"                 "John Sevier"                 "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3405_4              656                 3405                "4"                 "John Sevier"                 "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3406_1              657                 3406                "1"                 "Johnsonville"                "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3406_10             658                 3406                "10"                "Johnsonville"                "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3406_2              659                 3406                "2"                 "Johnsonville"                "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3406_3              660                 3406                "3"                 "Johnsonville"                "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3406_4              661                 3406                "4"                 "Johnsonville"                "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3406_5              662                 3406                "5"                 "Johnsonville"                "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3406_6              663                 3406                "6"                 "Johnsonville"                "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3406_7              664                 3406                "7"                 "Johnsonville"                "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3406_8              665                 3406                "8"                 "Johnsonville"                "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3406_9              666                 3406                "9"                 "Johnsonville"                "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3407_1              667                 3407                "1"                 "Kingston"                    "TN"                8                   0.2614         0.0000         0.0000         0.7386         1              9
3407_2              668                 3407                "2"                 "Kingston"                    "TN"                8                   0.2614         0.0000         0.0000         0.7386         1              9
3407_3              669                 3407                "3"                 "Kingston"                    "TN"                8                   0.2614         0.0000         0.0000         0.7386         1              9
3407_4              670                 3407                "4"                 "Kingston"                    "TN"                8                   0.2614         0.0000         0.0000         0.7386         1              9
3407_5              671                 3407                "5"                 "Kingston"                    "TN"                8                   0.2614         0.0000         0.0000         0.7386         1              9
3407_6              672                 3407                "6"                 "Kingston"                    "TN"                8                   0.2614         0.0000         0.0000         0.7386         1              9
3407_7              673                 3407                "7"                 "Kingston"                    "TN"                8                   0.2614         0.0000         0.0000         0.7386         1              9
3407_8              674                 3407                "8"                 "Kingston"                    "TN"                8                   0.2614         0.0000         0.0000         0.7386         1              9
3407_9              675                 3407                "9"                 "Kingston"                    "TN"                8                   0.2614         0.0000         0.0000         0.7386         1              9
3419_ST1            676                 3419                "ST1"               "Watts Bar Fossil"            "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3419_ST2            677                 3419                "ST2"               "Watts Bar Fossil"            "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3419_ST3            678                 3419                "ST3"               "Watts Bar Fossil"            "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3419_ST4            679                 3419                "ST4"               "Watts Bar Fossil"            "TN"                8                   1.0000         0.0000         0.0000         0.0000         1              1
3470_5              680                 3470                "5"                 "W A Parish"                  "TX"                12                  0.0000         0.0000         0.0000         1.0000         1              11
3470_6              681                 3470                "6"                 "W A Parish"                  "TX"                12                  0.0000         0.0000         0.0000         1.0000         1              11
3470_7              682                 3470                "7"                 "W A Parish"                  "TX"                12                  0.0000         0.0000         0.0000         1.0000         1              11
3470_8              683                 3470                "8"                 "W A Parish"                  "TX"                12                  0.0000         0.0000         0.0000         1.0000         1              11
3497_1              684                 3497                "1"                 "Big Brown"                   "TX"                12                  0.2012         0.0000         0.5554         0.7988         7              9
3497_2              685                 3497                "2"                 "Big Brown"                   "TX"                12                  0.2012         0.0000         0.5554         0.7988         7              9
3644_1              686                 3644                "1"                 "Carbon"                      "UT"                14                  1.0000         0.0000         0.0000         0.0000         1              1
3644_2              687                 3644                "2"                 "Carbon"                      "UT"                14                  1.0000         0.0000         0.0000         0.0000         1              1
3775_3              688                 3775                "3"                 "Clinch River"                "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3776_5              689                 3776                "5"                 "Glen Lyn"                    "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3776_6              690                 3776                "6"                 "Glen Lyn"                    "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3788_1              691                 3788                "1"                 "Potomac River"               "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3788_2              692                 3788                "2"                 "Potomac River"               "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3788_3              693                 3788                "3"                 "Potomac River"               "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3788_4              694                 3788                "4"                 "Potomac River"               "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3788_5              695                 3788                "5"                 "Potomac River"               "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3797_3              696                 3797                "3"                 "Chesterfield"                "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3797_4              697                 3797                "4"                 "Chesterfield"                "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3797_5              698                 3797                "5"                 "Chesterfield"                "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3797_6              699                 3797                "6"                 "Chesterfield"                "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3803_3              700                 3803                "3"                 "Chesapeake"                  "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3803_ST1            701                 3803                "ST1"               "Chesapeake"                  "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3803_ST2            702                 3803                "ST2"               "Chesapeake"                  "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3803_ST4            703                 3803                "ST4"               "Chesapeake"                  "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3809_1              704                 3809                "1"                 "Yorktown"                    "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3809_2              705                 3809                "2"                 "Yorktown"                    "VA"                4                   1.0000         0.0000         0.0000         0.0000         1              1
3845_1              706                 3845                "1"                 "Transalta Centralia"         "WA"                16                  0.0000         0.0152         0.0000         1.0000         2              11
3845_2              707                 3845                "2"                 "Transalta Centralia"         "WA"                16                  0.0000         0.0152         0.0000         1.0000         2              11
3935_1              708                 3935                "1"                 "John E Amos"                 "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3935_2              709                 3935                "2"                 "John E Amos"                 "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3935_3              710                 3935                "3"                 "John E Amos"                 "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3936_1              711                 3936                "1"                 "Kanawha River"               "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3936_2              712                 3936                "2"                 "Kanawha River"               "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3938_1              713                 3938                "1"                 "Philip Sporn"                "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3938_2              714                 3938                "2"                 "Philip Sporn"                "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3938_3              715                 3938                "3"                 "Philip Sporn"                "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3938_4              716                 3938                "4"                 "Philip Sporn"                "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3938_5              717                 3938                "5"                 "Philip Sporn"                "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3942_1              718                 3942                "1"                 "FirstEnergy Albright"        "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3942_2              719                 3942                "2"                 "FirstEnergy Albright"        "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3942_3              720                 3942                "3"                 "FirstEnergy Albright"        "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3943_1              721                 3943                "1"                 "FirstEnergy Fort Mar"        "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3943_2              722                 3943                "2"                 "FirstEnergy Fort Mar"        "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3944_1              723                 3944                "1"                 "FirstEnergy Harrison"        "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3944_2              724                 3944                "2"                 "FirstEnergy Harrison"        "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3944_3              725                 3944                "3"                 "FirstEnergy Harrison"        "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3945_5              726                 3945                "5"                 "FirstEnergy Rivesvil"        "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3945_6              727                 3945                "6"                 "FirstEnergy Rivesvil"        "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3946_1              728                 3946                "1"                 "FirstEnergy Willow I"        "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3946_2              729                 3946                "2"                 "FirstEnergy Willow I"        "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3947_1              730                 3947                "1"                 "Kammer"                      "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3947_2              731                 3947                "2"                 "Kammer"                      "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3947_3              732                 3947                "3"                 "Kammer"                      "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3948_1              733                 3948                "1"                 "Mitchell (WV)"               "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3948_2              734                 3948                "2"                 "Mitchell (WV)"               "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3954_1              735                 3954                "1"                 "Mt Storm"                    "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3954_2              736                 3954                "2"                 "Mt Storm"                    "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3954_3              737                 3954                "3"                 "Mt Storm"                    "WV"                3                   1.0000         0.0000         0.0000         0.0000         1              1
3992_3              738                 3992                "3"                 "Blount Street"               "WI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
3992_4              739                 3992                "4"                 "Blount Street"               "WI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
3992_5              740                 3992                "5"                 "Blount Street"               "WI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
4041_5              741                 4041                "5"                 "South Oak Creek"             "WI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
4041_6              742                 4041                "6"                 "South Oak Creek"             "WI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
4041_7              743                 4041                "7"                 "South Oak Creek"             "WI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
4041_8              744                 4041                "8"                 "South Oak Creek"             "WI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
4050_3              745                 4050                "3"                 "Edgewater"                   "WI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
4050_4              746                 4050                "4"                 "Edgewater"                   "WI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
4050_5              747                 4050                "5"                 "Edgewater"                   "WI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
4054_1              748                 4054                "1"                 "Nelson Dewey Coal Re"        "WI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
4054_2              749                 4054                "2"                 "Nelson Dewey Coal Re"        "WI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
4072_5              750                 4072                "5"                 "Pulliam"                     "WI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
4072_6              751                 4072                "6"                 "Pulliam"                     "WI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
4072_7              752                 4072                "7"                 "Pulliam"                     "WI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
4072_8              753                 4072                "8"                 "Pulliam"                     "WI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
4078_1              754                 4078                "1"                 "Weston"                      "WI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
4078_3              755                 4078                "3"                 "Weston"                      "WI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
4078_4              756                 4078                "4"                 "Weston"                      "WI"                7                   0.0000         0.0000         0.0000         1.0000         1              11
4127_3              757                 4127                "3"                 "Menasha"                     "WI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
4127_4              758                 4127                "4"                 "Menasha"                     "WI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
4127_5              759                 4127                "5"                 "Menasha"                     "WI"                7                   1.0000         0.0000         0.0000         0.0000         1              1
