COMPOSITE TABLE:
nUS     s       tc      yr      InternationalFOB        InternationalSupply
!-------------------------------------------------------------------------------------------------------------------------------------------------------------
AU      1       1       2015    54.44                   136.00
AU      2       1       2015    60.84                   7.56
AU      3       1       2015    67.60                   7.56
AU      4       1       2015    74.71                   7.56
AU      5       1       2015    82.18                   7.56
AU      6       1       2015    90.00                   7.56
AU      7       1       2015    98.18                   7.56
AU      8       1       2015    106.71                  7.56
AU      9       1       2015    115.60                  7.56
AU      10      1       2015    124.84                  7.56
AU      1       2       2015    19.96                   112.50
AU      2       2       2015    26.38                   25.00
AU      3       2       2015    33.13                   25.00
AU      4       2       2015    40.17                   25.00
AU      5       2       2015    47.47                   25.00
AU      6       2       2015    55.00                   25.00
AU      7       2       2015    62.74                   25.00
AU      8       2       2015    70.68                   25.00
AU      9       2       2015    78.80                   25.00
AU      10      2       2015    87.09                   25.00
AU      1       1       2016    54.44                   138.72
AU      2       1       2016    60.84                   7.71
AU      3       1       2016    67.60                   7.71
AU      4       1       2016    74.71                   7.71
AU      5       1       2016    82.18                   7.71
AU      6       1       2016    90.00                   7.71
AU      7       1       2016    98.18                   7.71
AU      8       1       2016    106.71                  7.71
AU      9       1       2016    115.60                  7.71
AU      10      1       2016    124.84                  7.71
AU      1       2       2016    19.96                   114.75
AU      2       2       2016    26.38                   25.50
AU      3       2       2016    33.13                   25.50
AU      4       2       2016    40.17                   25.50
AU      5       2       2016    47.47                   25.50
AU      6       2       2016    55.00                   25.50
AU      7       2       2016    62.74                   25.50
AU      8       2       2016    70.68                   25.50
AU      9       2       2016    78.80                   25.50
AU      10      2       2016    87.09                   25.50
AU      1       1       2017    54.44                   141.49
AU      2       1       2017    60.84                   7.86
AU      3       1       2017    67.60                   7.86
AU      4       1       2017    74.71                   7.86
AU      5       1       2017    82.18                   7.86
AU      6       1       2017    90.00                   7.86
AU      7       1       2017    98.18                   7.86
AU      8       1       2017    106.71                  7.86
AU      9       1       2017    115.60                  7.86
AU      10      1       2017    124.84                  7.86
AU      1       2       2017    19.96                   117.05
AU      2       2       2017    26.38                   26.01
AU      3       2       2017    33.13                   26.01
AU      4       2       2017    40.17                   26.01
AU      5       2       2017    47.47                   26.01
AU      6       2       2017    55.00                   26.01
AU      7       2       2017    62.74                   26.01
AU      8       2       2017    70.68                   26.01
AU      9       2       2017    78.80                   26.01
AU      10      2       2017    87.09                   26.01
AU      1       1       2018    54.44                   144.32
AU      2       1       2018    60.84                   8.02
AU      3       1       2018    67.60                   8.02
AU      4       1       2018    74.71                   8.02
AU      5       1       2018    82.18                   8.02
AU      6       1       2018    90.00                   8.02
AU      7       1       2018    98.18                   8.02
AU      8       1       2018    106.71                  8.02
AU      9       1       2018    115.60                  8.02
AU      10      1       2018    124.84                  8.02
AU      1       2       2018    19.96                   119.39
AU      2       2       2018    26.38                   26.53
AU      3       2       2018    33.13                   26.53
AU      4       2       2018    40.17                   26.53
AU      5       2       2018    47.47                   26.53
AU      6       2       2018    55.00                   26.53
AU      7       2       2018    62.74                   26.53
AU      8       2       2018    70.68                   26.53
AU      9       2       2018    78.80                   26.53
AU      10      2       2018    87.09                   26.53
AU      1       1       2019    54.44                   147.21
AU      2       1       2019    60.84                   8.18
AU      3       1       2019    67.60                   8.18
AU      4       1       2019    74.71                   8.18
AU      5       1       2019    82.18                   8.18
AU      6       1       2019    90.00                   8.18
AU      7       1       2019    98.18                   8.18
AU      8       1       2019    106.71                  8.18
AU      9       1       2019    115.60                  8.18
AU      10      1       2019    124.84                  8.18
AU      1       2       2019    19.96                   121.77
AU      2       2       2019    26.38                   27.06
AU      3       2       2019    33.13                   27.06
AU      4       2       2019    40.17                   27.06
AU      5       2       2019    47.47                   27.06
AU      6       2       2019    55.00                   27.06
AU      7       2       2019    62.74                   27.06
AU      8       2       2019    70.68                   27.06
AU      9       2       2019    78.80                   27.06
AU      10      2       2019    87.09                   27.06
AU      1       1       2020    54.44                   150.15
AU      2       1       2020    60.84                   8.34
AU      3       1       2020    67.60                   8.34
AU      4       1       2020    74.71                   8.34
AU      5       1       2020    82.18                   8.34
AU      6       1       2020    90.00                   8.34
AU      7       1       2020    98.18                   8.34
AU      8       1       2020    106.71                  8.34
AU      9       1       2020    115.60                  8.34
AU      10      1       2020    124.84                  8.34
AU      1       2       2020    19.96                   124.21
AU      2       2       2020    26.38                   27.60
AU      3       2       2020    33.13                   27.60
AU      4       2       2020    40.17                   27.60
AU      5       2       2020    47.47                   27.60
AU      6       2       2020    55.00                   27.60
AU      7       2       2020    62.74                   27.60
AU      8       2       2020    70.68                   27.60
AU      9       2       2020    78.80                   27.60
AU      10      2       2020    87.09                   27.60
AU      1       1       2021    54.44                   153.16
AU      2       1       2021    60.84                   8.51
AU      3       1       2021    67.60                   8.51
AU      4       1       2021    74.71                   8.51
AU      5       1       2021    82.18                   8.51
AU      6       1       2021    90.00                   8.51
AU      7       1       2021    98.18                   8.51
AU      8       1       2021    106.71                  8.51
AU      9       1       2021    115.60                  8.51
AU      10      1       2021    124.84                  8.51
AU      1       2       2021    19.96                   126.69
AU      2       2       2021    26.38                   28.15
AU      3       2       2021    33.13                   28.15
AU      4       2       2021    40.17                   28.15
AU      5       2       2021    47.47                   28.15
AU      6       2       2021    55.00                   28.15
AU      7       2       2021    62.74                   28.15
AU      8       2       2021    70.68                   28.15
AU      9       2       2021    78.80                   28.15
AU      10      2       2021    87.09                   28.15
AU      1       1       2022    54.44                   156.22
AU      2       1       2022    60.84                   8.68
AU      3       1       2022    67.60                   8.68
AU      4       1       2022    74.71                   8.68
AU      5       1       2022    82.18                   8.68
AU      6       1       2022    90.00                   8.68
AU      7       1       2022    98.18                   8.68
AU      8       1       2022    106.71                  8.68
AU      9       1       2022    115.60                  8.68
AU      10      1       2022    124.84                  8.68
AU      1       2       2022    19.96                   129.23
AU      2       2       2022    26.38                   28.72
AU      3       2       2022    33.13                   28.72
AU      4       2       2022    40.17                   28.72
AU      5       2       2022    47.47                   28.72
AU      6       2       2022    55.00                   28.72
AU      7       2       2022    62.74                   28.72
AU      8       2       2022    70.68                   28.72
AU      9       2       2022    78.80                   28.72
AU      10      2       2022    87.09                   28.72
AU      1       1       2023    54.44                   159.35
AU      2       1       2023    60.84                   8.85
AU      3       1       2023    67.60                   8.85
AU      4       1       2023    74.71                   8.85
AU      5       1       2023    82.18                   8.85
AU      6       1       2023    90.00                   8.85
AU      7       1       2023    98.18                   8.85
AU      8       1       2023    106.71                  8.85
AU      9       1       2023    115.60                  8.85
AU      10      1       2023    124.84                  8.85
AU      1       2       2023    19.96                   131.81
AU      2       2       2023    26.38                   29.29
AU      3       2       2023    33.13                   29.29
AU      4       2       2023    40.17                   29.29
AU      5       2       2023    47.47                   29.29
AU      6       2       2023    55.00                   29.29
AU      7       2       2023    62.74                   29.29
AU      8       2       2023    70.68                   29.29
AU      9       2       2023    78.80                   29.29
AU      10      2       2023    87.09                   29.29
AU      1       1       2024    54.44                   162.53
AU      2       1       2024    60.84                   9.03
AU      3       1       2024    67.60                   9.03
AU      4       1       2024    74.71                   9.03
AU      5       1       2024    82.18                   9.03
AU      6       1       2024    90.00                   9.03
AU      7       1       2024    98.18                   9.03
AU      8       1       2024    106.71                  9.03
AU      9       1       2024    115.60                  9.03
AU      10      1       2024    124.84                  9.03
AU      1       2       2024    19.96                   134.45
AU      2       2       2024    26.38                   29.88
AU      3       2       2024    33.13                   29.88
AU      4       2       2024    40.17                   29.88
AU      5       2       2024    47.47                   29.88
AU      6       2       2024    55.00                   29.88
AU      7       2       2024    62.74                   29.88
AU      8       2       2024    70.68                   29.88
AU      9       2       2024    78.80                   29.88
AU      10      2       2024    87.09                   29.88
AU      1       1       2025    54.44                   165.78
AU      2       1       2025    60.84                   9.21
AU      3       1       2025    67.60                   9.21
AU      4       1       2025    74.71                   9.21
AU      5       1       2025    82.18                   9.21
AU      6       1       2025    90.00                   9.21
AU      7       1       2025    98.18                   9.21
AU      8       1       2025    106.71                  9.21
AU      9       1       2025    115.60                  9.21
AU      10      1       2025    124.84                  9.21
AU      1       2       2025    19.96                   137.14
AU      2       2       2025    26.38                   30.47
AU      3       2       2025    33.13                   30.47
AU      4       2       2025    40.17                   30.47
AU      5       2       2025    47.47                   30.47
AU      6       2       2025    55.00                   30.47
AU      7       2       2025    62.74                   30.47
AU      8       2       2025    70.68                   30.47
AU      9       2       2025    78.80                   30.47
AU      10      2       2025    87.09                   30.47
AU      1       1       2026    54.44                   169.10
AU      2       1       2026    60.84                   9.39
AU      3       1       2026    67.60                   9.39
AU      4       1       2026    74.71                   9.39
AU      5       1       2026    82.18                   9.39
AU      6       1       2026    90.00                   9.39
AU      7       1       2026    98.18                   9.39
AU      8       1       2026    106.71                  9.39
AU      9       1       2026    115.60                  9.39
AU      10      1       2026    124.84                  9.39
AU      1       2       2026    19.96                   139.88
AU      2       2       2026    26.38                   31.08
AU      3       2       2026    33.13                   31.08
AU      4       2       2026    40.17                   31.08
AU      5       2       2026    47.47                   31.08
AU      6       2       2026    55.00                   31.08
AU      7       2       2026    62.74                   31.08
AU      8       2       2026    70.68                   31.08
AU      9       2       2026    78.80                   31.08
AU      10      2       2026    87.09                   31.08
AU      1       1       2027    54.44                   172.48
AU      2       1       2027    60.84                   9.58
AU      3       1       2027    67.60                   9.58
AU      4       1       2027    74.71                   9.58
AU      5       1       2027    82.18                   9.58
AU      6       1       2027    90.00                   9.58
AU      7       1       2027    98.18                   9.58
AU      8       1       2027    106.71                  9.58
AU      9       1       2027    115.60                  9.58
AU      10      1       2027    124.84                  9.58
AU      1       2       2027    19.96                   142.68
AU      2       2       2027    26.38                   31.71
AU      3       2       2027    33.13                   31.71
AU      4       2       2027    40.17                   31.71
AU      5       2       2027    47.47                   31.71
AU      6       2       2027    55.00                   31.71
AU      7       2       2027    62.74                   31.71
AU      8       2       2027    70.68                   31.71
AU      9       2       2027    78.80                   31.71
AU      10      2       2027    87.09                   31.71
AU      1       1       2028    54.44                   175.93
AU      2       1       2028    60.84                   9.77
AU      3       1       2028    67.60                   9.77
AU      4       1       2028    74.71                   9.77
AU      5       1       2028    82.18                   9.77
AU      6       1       2028    90.00                   9.77
AU      7       1       2028    98.18                   9.77
AU      8       1       2028    106.71                  9.77
AU      9       1       2028    115.60                  9.77
AU      10      1       2028    124.84                  9.77
AU      1       2       2028    19.96                   145.53
AU      2       2       2028    26.38                   32.34
AU      3       2       2028    33.13                   32.34
AU      4       2       2028    40.17                   32.34
AU      5       2       2028    47.47                   32.34
AU      6       2       2028    55.00                   32.34
AU      7       2       2028    62.74                   32.34
AU      8       2       2028    70.68                   32.34
AU      9       2       2028    78.80                   32.34
AU      10      2       2028    87.09                   32.34
AU      1       1       2029    54.44                   179.45
AU      2       1       2029    60.84                   9.97
AU      3       1       2029    67.60                   9.97
AU      4       1       2029    74.71                   9.97
AU      5       1       2029    82.18                   9.97
AU      6       1       2029    90.00                   9.97
AU      7       1       2029    98.18                   9.97
AU      8       1       2029    106.71                  9.97
AU      9       1       2029    115.60                  9.97
AU      10      1       2029    124.84                  9.97
AU      1       2       2029    19.96                   148.44
AU      2       2       2029    26.38                   32.99
AU      3       2       2029    33.13                   32.99
AU      4       2       2029    40.17                   32.99
AU      5       2       2029    47.47                   32.99
AU      6       2       2029    55.00                   32.99
AU      7       2       2029    62.74                   32.99
AU      8       2       2029    70.68                   32.99
AU      9       2       2029    78.80                   32.99
AU      10      2       2029    87.09                   32.99
AU      1       1       2030    54.44                   183.04
AU      2       1       2030    60.84                   10.17
AU      3       1       2030    67.60                   10.17
AU      4       1       2030    74.71                   10.17
AU      5       1       2030    82.18                   10.17
AU      6       1       2030    90.00                   10.17
AU      7       1       2030    98.18                   10.17
AU      8       1       2030    106.71                  10.17
AU      9       1       2030    115.60                  10.17
AU      10      1       2030    124.84                  10.17
AU      1       2       2030    19.96                   151.41
AU      2       2       2030    26.38                   33.65
AU      3       2       2030    33.13                   33.65
AU      4       2       2030    40.17                   33.65
AU      5       2       2030    47.47                   33.65
AU      6       2       2030    55.00                   33.65
AU      7       2       2030    62.74                   33.65
AU      8       2       2030    70.68                   33.65
AU      9       2       2030    78.80                   33.65
AU      10      2       2030    87.09                   33.65
AU      1       1       2031    54.44                   186.70
AU      2       1       2031    60.84                   10.37
AU      3       1       2031    67.60                   10.37
AU      4       1       2031    74.71                   10.37
AU      5       1       2031    82.18                   10.37
AU      6       1       2031    90.00                   10.37
AU      7       1       2031    98.18                   10.37
AU      8       1       2031    106.71                  10.37
AU      9       1       2031    115.60                  10.37
AU      10      1       2031    124.84                  10.37
AU      1       2       2031    19.96                   154.44
AU      2       2       2031    26.38                   34.32
AU      3       2       2031    33.13                   34.32
AU      4       2       2031    40.17                   34.32
AU      5       2       2031    47.47                   34.32
AU      6       2       2031    55.00                   34.32
AU      7       2       2031    62.74                   34.32
AU      8       2       2031    70.68                   34.32
AU      9       2       2031    78.80                   34.32
AU      10      2       2031    87.09                   34.32
AU      1       1       2032    54.44                   190.43
AU      2       1       2032    60.84                   10.58
AU      3       1       2032    67.60                   10.58
AU      4       1       2032    74.71                   10.58
AU      5       1       2032    82.18                   10.58
AU      6       1       2032    90.00                   10.58
AU      7       1       2032    98.18                   10.58
AU      8       1       2032    106.71                  10.58
AU      9       1       2032    115.60                  10.58
AU      10      1       2032    124.84                  10.58
AU      1       2       2032    19.96                   157.53
AU      2       2       2032    26.38                   35.01
AU      3       2       2032    33.13                   35.01
AU      4       2       2032    40.17                   35.01
AU      5       2       2032    47.47                   35.01
AU      6       2       2032    55.00                   35.01
AU      7       2       2032    62.74                   35.01
AU      8       2       2032    70.68                   35.01
AU      9       2       2032    78.80                   35.01
AU      10      2       2032    87.09                   35.01
AU      1       1       2033    54.44                   194.24
AU      2       1       2033    60.84                   10.79
AU      3       1       2033    67.60                   10.79
AU      4       1       2033    74.71                   10.79
AU      5       1       2033    82.18                   10.79
AU      6       1       2033    90.00                   10.79
AU      7       1       2033    98.18                   10.79
AU      8       1       2033    106.71                  10.79
AU      9       1       2033    115.60                  10.79
AU      10      1       2033    124.84                  10.79
AU      1       2       2033    19.96                   160.68
AU      2       2       2033    26.38                   35.71
AU      3       2       2033    33.13                   35.71
AU      4       2       2033    40.17                   35.71
AU      5       2       2033    47.47                   35.71
AU      6       2       2033    55.00                   35.71
AU      7       2       2033    62.74                   35.71
AU      8       2       2033    70.68                   35.71
AU      9       2       2033    78.80                   35.71
AU      10      2       2033    87.09                   35.71
AU      1       1       2034    54.44                   198.13
AU      2       1       2034    60.84                   11.01
AU      3       1       2034    67.60                   11.01
AU      4       1       2034    74.71                   11.01
AU      5       1       2034    82.18                   11.01
AU      6       1       2034    90.00                   11.01
AU      7       1       2034    98.18                   11.01
AU      8       1       2034    106.71                  11.01
AU      9       1       2034    115.60                  11.01
AU      10      1       2034    124.84                  11.01
AU      1       2       2034    19.96                   163.89
AU      2       2       2034    26.38                   36.42
AU      3       2       2034    33.13                   36.42
AU      4       2       2034    40.17                   36.42
AU      5       2       2034    47.47                   36.42
AU      6       2       2034    55.00                   36.42
AU      7       2       2034    62.74                   36.42
AU      8       2       2034    70.68                   36.42
AU      9       2       2034    78.80                   36.42
AU      10      2       2034    87.09                   36.42
AU      1       1       2035    54.44                   202.09
AU      2       1       2035    60.84                   11.23
AU      3       1       2035    67.60                   11.23
AU      4       1       2035    74.71                   11.23
AU      5       1       2035    82.18                   11.23
AU      6       1       2035    90.00                   11.23
AU      7       1       2035    98.18                   11.23
AU      8       1       2035    106.71                  11.23
AU      9       1       2035    115.60                  11.23
AU      10      1       2035    124.84                  11.23
AU      1       2       2035    19.96                   167.17
AU      2       2       2035    26.38                   37.15
AU      3       2       2035    33.13                   37.15
AU      4       2       2035    40.17                   37.15
AU      5       2       2035    47.47                   37.15
AU      6       2       2035    55.00                   37.15
AU      7       2       2035    62.74                   37.15
AU      8       2       2035    70.68                   37.15
AU      9       2       2035    78.80                   37.15
AU      10      2       2035    87.09                   37.15
AU      1       1       2036    54.44                   206.13
AU      2       1       2036    60.84                   11.45
AU      3       1       2036    67.60                   11.45
AU      4       1       2036    74.71                   11.45
AU      5       1       2036    82.18                   11.45
AU      6       1       2036    90.00                   11.45
AU      7       1       2036    98.18                   11.45
AU      8       1       2036    106.71                  11.45
AU      9       1       2036    115.60                  11.45
AU      10      1       2036    124.84                  11.45
AU      1       2       2036    19.96                   170.51
AU      2       2       2036    26.38                   37.89
AU      3       2       2036    33.13                   37.89
AU      4       2       2036    40.17                   37.89
AU      5       2       2036    47.47                   37.89
AU      6       2       2036    55.00                   37.89
AU      7       2       2036    62.74                   37.89
AU      8       2       2036    70.68                   37.89
AU      9       2       2036    78.80                   37.89
AU      10      2       2036    87.09                   37.89
AU      1       1       2037    54.44                   210.25
AU      2       1       2037    60.84                   11.68
AU      3       1       2037    67.60                   11.68
AU      4       1       2037    74.71                   11.68
AU      5       1       2037    82.18                   11.68
AU      6       1       2037    90.00                   11.68
AU      7       1       2037    98.18                   11.68
AU      8       1       2037    106.71                  11.68
AU      9       1       2037    115.60                  11.68
AU      10      1       2037    124.84                  11.68
AU      1       2       2037    19.96                   173.92
AU      2       2       2037    26.38                   38.65
AU      3       2       2037    33.13                   38.65
AU      4       2       2037    40.17                   38.65
AU      5       2       2037    47.47                   38.65
AU      6       2       2037    55.00                   38.65
AU      7       2       2037    62.74                   38.65
AU      8       2       2037    70.68                   38.65
AU      9       2       2037    78.80                   38.65
AU      10      2       2037    87.09                   38.65
AU      1       1       2038    54.44                   214.46
AU      2       1       2038    60.84                   11.91
AU      3       1       2038    67.60                   11.91
AU      4       1       2038    74.71                   11.91
AU      5       1       2038    82.18                   11.91
AU      6       1       2038    90.00                   11.91
AU      7       1       2038    98.18                   11.91
AU      8       1       2038    106.71                  11.91
AU      9       1       2038    115.60                  11.91
AU      10      1       2038    124.84                  11.91
AU      1       2       2038    19.96                   177.40
AU      2       2       2038    26.38                   39.42
AU      3       2       2038    33.13                   39.42
AU      4       2       2038    40.17                   39.42
AU      5       2       2038    47.47                   39.42
AU      6       2       2038    55.00                   39.42
AU      7       2       2038    62.74                   39.42
AU      8       2       2038    70.68                   39.42
AU      9       2       2038    78.80                   39.42
AU      10      2       2038    87.09                   39.42
AU      1       1       2039    54.44                   218.75
AU      2       1       2039    60.84                   12.15
AU      3       1       2039    67.60                   12.15
AU      4       1       2039    74.71                   12.15
AU      5       1       2039    82.18                   12.15
AU      6       1       2039    90.00                   12.15
AU      7       1       2039    98.18                   12.15
AU      8       1       2039    106.71                  12.15
AU      9       1       2039    115.60                  12.15
AU      10      1       2039    124.84                  12.15
AU      1       2       2039    19.96                   180.95
AU      2       2       2039    26.38                   40.21
AU      3       2       2039    33.13                   40.21
AU      4       2       2039    40.17                   40.21
AU      5       2       2039    47.47                   40.21
AU      6       2       2039    55.00                   40.21
AU      7       2       2039    62.74                   40.21
AU      8       2       2039    70.68                   40.21
AU      9       2       2039    78.80                   40.21
AU      10      2       2039    87.09                   40.21
AU      1       1       2040    54.44                   223.12
AU      2       1       2040    60.84                   12.40
AU      3       1       2040    67.60                   12.40
AU      4       1       2040    74.71                   12.40
AU      5       1       2040    82.18                   12.40
AU      6       1       2040    90.00                   12.40
AU      7       1       2040    98.18                   12.40
AU      8       1       2040    106.71                  12.40
AU      9       1       2040    115.60                  12.40
AU      10      1       2040    124.84                  12.40
AU      1       2       2040    19.96                   184.57
AU      2       2       2040    26.38                   41.02
AU      3       2       2040    33.13                   41.02
AU      4       2       2040    40.17                   41.02
AU      5       2       2040    47.47                   41.02
AU      6       2       2040    55.00                   41.02
AU      7       2       2040    62.74                   41.02
AU      8       2       2040    70.68                   41.02
AU      9       2       2040    78.80                   41.02
AU      10      2       2040    87.09                   41.02
AU      1       1       2041    54.44                   227.58
AU      2       1       2041    60.84                   12.64
AU      3       1       2041    67.60                   12.64
AU      4       1       2041    74.71                   12.64
AU      5       1       2041    82.18                   12.64
AU      6       1       2041    90.00                   12.64
AU      7       1       2041    98.18                   12.64
AU      8       1       2041    106.71                  12.64
AU      9       1       2041    115.60                  12.64
AU      10      1       2041    124.84                  12.64
AU      1       2       2041    19.96                   188.26
AU      2       2       2041    26.38                   41.84
AU      3       2       2041    33.13                   41.84
AU      4       2       2041    40.17                   41.84
AU      5       2       2041    47.47                   41.84
AU      6       2       2041    55.00                   41.84
AU      7       2       2041    62.74                   41.84
AU      8       2       2041    70.68                   41.84
AU      9       2       2041    78.80                   41.84
AU      10      2       2041    87.09                   41.84
AU      1       1       2042    54.44                   232.14
AU      2       1       2042    60.84                   12.90
AU      3       1       2042    67.60                   12.90
AU      4       1       2042    74.71                   12.90
AU      5       1       2042    82.18                   12.90
AU      6       1       2042    90.00                   12.90
AU      7       1       2042    98.18                   12.90
AU      8       1       2042    106.71                  12.90
AU      9       1       2042    115.60                  12.90
AU      10      1       2042    124.84                  12.90
AU      1       2       2042    19.96                   192.02
AU      2       2       2042    26.38                   42.67
AU      3       2       2042    33.13                   42.67
AU      4       2       2042    40.17                   42.67
AU      5       2       2042    47.47                   42.67
AU      6       2       2042    55.00                   42.67
AU      7       2       2042    62.74                   42.67
AU      8       2       2042    70.68                   42.67
AU      9       2       2042    78.80                   42.67
AU      10      2       2042    87.09                   42.67
AU      1       1       2043    54.44                   236.78
AU      2       1       2043    60.84                   13.15
AU      3       1       2043    67.60                   13.15
AU      4       1       2043    74.71                   13.15
AU      5       1       2043    82.18                   13.15
AU      6       1       2043    90.00                   13.15
AU      7       1       2043    98.18                   13.15
AU      8       1       2043    106.71                  13.15
AU      9       1       2043    115.60                  13.15
AU      10      1       2043    124.84                  13.15
AU      1       2       2043    19.96                   195.87
AU      2       2       2043    26.38                   43.53
AU      3       2       2043    33.13                   43.53
AU      4       2       2043    40.17                   43.53
AU      5       2       2043    47.47                   43.53
AU      6       2       2043    55.00                   43.53
AU      7       2       2043    62.74                   43.53
AU      8       2       2043    70.68                   43.53
AU      9       2       2043    78.80                   43.53
AU      10      2       2043    87.09                   43.53
AU      1       1       2044    54.44                   241.51
AU      2       1       2044    60.84                   13.42
AU      3       1       2044    67.60                   13.42
AU      4       1       2044    74.71                   13.42
AU      5       1       2044    82.18                   13.42
AU      6       1       2044    90.00                   13.42
AU      7       1       2044    98.18                   13.42
AU      8       1       2044    106.71                  13.42
AU      9       1       2044    115.60                  13.42
AU      10      1       2044    124.84                  13.42
AU      1       2       2044    19.96                   199.78
AU      2       2       2044    26.38                   44.40
AU      3       2       2044    33.13                   44.40
AU      4       2       2044    40.17                   44.40
AU      5       2       2044    47.47                   44.40
AU      6       2       2044    55.00                   44.40
AU      7       2       2044    62.74                   44.40
AU      8       2       2044    70.68                   44.40
AU      9       2       2044    78.80                   44.40
AU      10      2       2044    87.09                   44.40
AU      1       1       2045    54.44                   246.35
AU      2       1       2045    60.84                   13.69
AU      3       1       2045    67.60                   13.69
AU      4       1       2045    74.71                   13.69
AU      5       1       2045    82.18                   13.69
AU      6       1       2045    90.00                   13.69
AU      7       1       2045    98.18                   13.69
AU      8       1       2045    106.71                  13.69
AU      9       1       2045    115.60                  13.69
AU      10      1       2045    124.84                  13.69
AU      1       2       2045    19.96                   203.78
AU      2       2       2045    26.38                   45.28
AU      3       2       2045    33.13                   45.28
AU      4       2       2045    40.17                   45.28
AU      5       2       2045    47.47                   45.28
AU      6       2       2045    55.00                   45.28
AU      7       2       2045    62.74                   45.28
AU      8       2       2045    70.68                   45.28
AU      9       2       2045    78.80                   45.28
AU      10      2       2045    87.09                   45.28
AU      1       1       2046    54.44                   251.27
AU      2       1       2046    60.84                   13.96
AU      3       1       2046    67.60                   13.96
AU      4       1       2046    74.71                   13.96
AU      5       1       2046    82.18                   13.96
AU      6       1       2046    90.00                   13.96
AU      7       1       2046    98.18                   13.96
AU      8       1       2046    106.71                  13.96
AU      9       1       2046    115.60                  13.96
AU      10      1       2046    124.84                  13.96
AU      1       2       2046    19.96                   207.85
AU      2       2       2046    26.38                   46.19
AU      3       2       2046    33.13                   46.19
AU      4       2       2046    40.17                   46.19
AU      5       2       2046    47.47                   46.19
AU      6       2       2046    55.00                   46.19
AU      7       2       2046    62.74                   46.19
AU      8       2       2046    70.68                   46.19
AU      9       2       2046    78.80                   46.19
AU      10      2       2046    87.09                   46.19
AU      1       1       2047    54.44                   256.30
AU      2       1       2047    60.84                   14.24
AU      3       1       2047    67.60                   14.24
AU      4       1       2047    74.71                   14.24
AU      5       1       2047    82.18                   14.24
AU      6       1       2047    90.00                   14.24
AU      7       1       2047    98.18                   14.24
AU      8       1       2047    106.71                  14.24
AU      9       1       2047    115.60                  14.24
AU      10      1       2047    124.84                  14.24
AU      1       2       2047    19.96                   212.01
AU      2       2       2047    26.38                   47.11
AU      3       2       2047    33.13                   47.11
AU      4       2       2047    40.17                   47.11
AU      5       2       2047    47.47                   47.11
AU      6       2       2047    55.00                   47.11
AU      7       2       2047    62.74                   47.11
AU      8       2       2047    70.68                   47.11
AU      9       2       2047    78.80                   47.11
AU      10      2       2047    87.09                   47.11
AU      1       1       2048    54.44                   261.42
AU      2       1       2048    60.84                   14.52
AU      3       1       2048    67.60                   14.52
AU      4       1       2048    74.71                   14.52
AU      5       1       2048    82.18                   14.52
AU      6       1       2048    90.00                   14.52
AU      7       1       2048    98.18                   14.52
AU      8       1       2048    106.71                  14.52
AU      9       1       2048    115.60                  14.52
AU      10      1       2048    124.84                  14.52
AU      1       2       2048    19.96                   216.25
AU      2       2       2048    26.38                   48.06
AU      3       2       2048    33.13                   48.06
AU      4       2       2048    40.17                   48.06
AU      5       2       2048    47.47                   48.06
AU      6       2       2048    55.00                   48.06
AU      7       2       2048    62.74                   48.06
AU      8       2       2048    70.68                   48.06
AU      9       2       2048    78.80                   48.06
AU      10      2       2048    87.09                   48.06
AU      1       1       2049    54.44                   266.65
AU      2       1       2049    60.84                   14.81
AU      3       1       2049    67.60                   14.81
AU      4       1       2049    74.71                   14.81
AU      5       1       2049    82.18                   14.81
AU      6       1       2049    90.00                   14.81
AU      7       1       2049    98.18                   14.81
AU      8       1       2049    106.71                  14.81
AU      9       1       2049    115.60                  14.81
AU      10      1       2049    124.84                  14.81
AU      1       2       2049    19.96                   220.58
AU      2       2       2049    26.38                   49.02
AU      3       2       2049    33.13                   49.02
AU      4       2       2049    40.17                   49.02
AU      5       2       2049    47.47                   49.02
AU      6       2       2049    55.00                   49.02
AU      7       2       2049    62.74                   49.02
AU      8       2       2049    70.68                   49.02
AU      9       2       2049    78.80                   49.02
AU      10      2       2049    87.09                   49.02
AU      1       1       2050    54.44                   271.98
AU      2       1       2050    60.84                   15.11
AU      3       1       2050    67.60                   15.11
AU      4       1       2050    74.71                   15.11
AU      5       1       2050    82.18                   15.11
AU      6       1       2050    90.00                   15.11
AU      7       1       2050    98.18                   15.11
AU      8       1       2050    106.71                  15.11
AU      9       1       2050    115.60                  15.11
AU      10      1       2050    124.84                  15.11
AU      1       2       2050    19.96                   224.99
AU      2       2       2050    26.38                   50.00
AU      3       2       2050    33.13                   50.00
AU      4       2       2050    40.17                   50.00
AU      5       2       2050    47.47                   50.00
AU      6       2       2050    55.00                   50.00
AU      7       2       2050    62.74                   50.00
AU      8       2       2050    70.68                   50.00
AU      9       2       2050    78.80                   50.00
AU      10      2       2050    87.09                   50.00
CL      1       1       2015    0.00                    0.00
CL      2       1       2015    0.00                    0.00
CL      3       1       2015    0.00                    0.00
CL      4       1       2015    0.00                    0.00
