COMPOSITE TABLE:
nUS     s       tc      yr      InternationalFOB        InternationalSupply
SF      2       1       2018    62.33                   0.12
SF      3       1       2018    68.00                   0.12
SF      4       1       2018    73.67                   0.12
SF      5       1       2018    79.33                   0.12
SF      6       1       2018    85.00                   0.12
SF      7       1       2018    90.67                   0.12
SF      8       1       2018    96.33                   0.12
SF      9       1       2018    102.00                  0.12
SF      10      1       2018    107.67                  0.12
SF      1       2       2018    36.67                   63.14
SF      2       2       2018    40.33                   6.01
SF      3       2       2018    44.00                   6.01
SF      4       2       2018    47.67                   6.01
SF      5       2       2018    51.33                   6.01
SF      6       2       2018    55.00                   6.01
SF      7       2       2018    58.67                   6.01
SF      8       2       2018    62.33                   6.01
SF      9       2       2018    66.00                   6.01
SF      10      2       2018    69.67                   6.01
SF      1       1       2019    56.67                   1.28
SF      2       1       2019    62.33                   0.12
SF      3       1       2019    68.00                   0.12
SF      4       1       2019    73.67                   0.12
SF      5       1       2019    79.33                   0.12
SF      6       1       2019    85.00                   0.12
SF      7       1       2019    90.67                   0.12
SF      8       1       2019    96.33                   0.12
SF      9       1       2019    102.00                  0.12
SF      10      1       2019    107.67                  0.12
SF      1       2       2019    36.67                   64.40
SF      2       2       2019    40.33                   6.13
SF      3       2       2019    44.00                   6.13
SF      4       2       2019    47.67                   6.13
SF      5       2       2019    51.33                   6.13
SF      6       2       2019    55.00                   6.13
SF      7       2       2019    58.67                   6.13
SF      8       2       2019    62.33                   6.13
SF      9       2       2019    66.00                   6.13
SF      10      2       2019    69.67                   6.13
SF      1       1       2020    56.67                   1.34
SF      2       1       2020    62.33                   0.13
SF      3       1       2020    68.00                   0.13
SF      4       1       2020    73.67                   0.13
SF      5       1       2020    79.33                   0.13
SF      6       1       2020    85.00                   0.13
SF      7       1       2020    90.67                   0.13
SF      8       1       2020    96.33                   0.13
SF      9       1       2020    102.00                  0.13
SF      10      1       2020    107.67                  0.13
SF      1       2       2020    36.67                   65.69
SF      2       2       2020    40.33                   6.26
SF      3       2       2020    44.00                   6.26
SF      4       2       2020    47.67                   6.26
SF      5       2       2020    51.33                   6.26
SF      6       2       2020    55.00                   6.26
SF      7       2       2020    58.67                   6.26
SF      8       2       2020    62.33                   6.26
SF      9       2       2020    66.00                   6.26
SF      10      2       2020    69.67                   6.26
SF      1       1       2021    56.67                   1.41
SF      2       1       2021    62.33                   0.13
SF      3       1       2021    68.00                   0.13
SF      4       1       2021    73.67                   0.13
SF      5       1       2021    79.33                   0.13
SF      6       1       2021    85.00                   0.13
SF      7       1       2021    90.67                   0.13
SF      8       1       2021    96.33                   0.13
SF      9       1       2021    102.00                  0.13
SF      10      1       2021    107.67                  0.13
SF      1       2       2021    36.67                   67.01
SF      2       2       2021    40.33                   6.38
SF      3       2       2021    44.00                   6.38
SF      4       2       2021    47.67                   6.38
SF      5       2       2021    51.33                   6.38
SF      6       2       2021    55.00                   6.38
SF      7       2       2021    58.67                   6.38
SF      8       2       2021    62.33                   6.38
SF      9       2       2021    66.00                   6.38
SF      10      2       2021    69.67                   6.38
SF      1       1       2022    56.67                   1.48
SF      2       1       2022    62.33                   0.14
SF      3       1       2022    68.00                   0.14
SF      4       1       2022    73.67                   0.14
SF      5       1       2022    79.33                   0.14
SF      6       1       2022    85.00                   0.14
SF      7       1       2022    90.67                   0.14
SF      8       1       2022    96.33                   0.14
SF      9       1       2022    102.00                  0.14
SF      10      1       2022    107.67                  0.14
SF      1       2       2022    36.67                   68.35
SF      2       2       2022    40.33                   6.51
SF      3       2       2022    44.00                   6.51
SF      4       2       2022    47.67                   6.51
SF      5       2       2022    51.33                   6.51
SF      6       2       2022    55.00                   6.51
SF      7       2       2022    58.67                   6.51
SF      8       2       2022    62.33                   6.51
SF      9       2       2022    66.00                   6.51
SF      10      2       2022    69.67                   6.51
SF      1       1       2023    56.67                   1.55
SF      2       1       2023    62.33                   0.15
SF      3       1       2023    68.00                   0.15
SF      4       1       2023    73.67                   0.15
SF      5       1       2023    79.33                   0.15
SF      6       1       2023    85.00                   0.15
SF      7       1       2023    90.67                   0.15
SF      8       1       2023    96.33                   0.15
SF      9       1       2023    102.00                  0.15
SF      10      1       2023    107.67                  0.15
SF      1       2       2023    36.67                   69.71
SF      2       2       2023    40.33                   6.64
SF      3       2       2023    44.00                   6.64
SF      4       2       2023    47.67                   6.64
SF      5       2       2023    51.33                   6.64
SF      6       2       2023    55.00                   6.64
SF      7       2       2023    58.67                   6.64
SF      8       2       2023    62.33                   6.64
SF      9       2       2023    66.00                   6.64
SF      10      2       2023    69.67                   6.64
SF      1       1       2024    56.67                   1.63
SF      2       1       2024    62.33                   0.16
SF      3       1       2024    68.00                   0.16
SF      4       1       2024    73.67                   0.16
SF      5       1       2024    79.33                   0.16
SF      6       1       2024    85.00                   0.16
SF      7       1       2024    90.67                   0.16
SF      8       1       2024    96.33                   0.16
SF      9       1       2024    102.00                  0.16
SF      10      1       2024    107.67                  0.16
SF      1       2       2024    36.67                   71.11
SF      2       2       2024    40.33                   6.77
SF      3       2       2024    44.00                   6.77
SF      4       2       2024    47.67                   6.77
SF      5       2       2024    51.33                   6.77
SF      6       2       2024    55.00                   6.77
SF      7       2       2024    58.67                   6.77
SF      8       2       2024    62.33                   6.77
SF      9       2       2024    66.00                   6.77
SF      10      2       2024    69.67                   6.77
SF      1       1       2025    56.67                   1.71
SF      2       1       2025    62.33                   0.16
SF      3       1       2025    68.00                   0.16
SF      4       1       2025    73.67                   0.16
SF      5       1       2025    79.33                   0.16
SF      6       1       2025    85.00                   0.16
SF      7       1       2025    90.67                   0.16
SF      8       1       2025    96.33                   0.16
SF      9       1       2025    102.00                  0.16
SF      10      1       2025    107.67                  0.16
SF      1       2       2025    36.67                   72.53
SF      2       2       2025    40.33                   6.91
SF      3       2       2025    44.00                   6.91
SF      4       2       2025    47.67                   6.91
SF      5       2       2025    51.33                   6.91
SF      6       2       2025    55.00                   6.91
SF      7       2       2025    58.67                   6.91
SF      8       2       2025    62.33                   6.91
SF      9       2       2025    66.00                   6.91
SF      10      2       2025    69.67                   6.91
SF      1       1       2026    56.67                   1.80
SF      2       1       2026    62.33                   0.17
SF      3       1       2026    68.00                   0.17
SF      4       1       2026    73.67                   0.17
SF      5       1       2026    79.33                   0.17
SF      6       1       2026    85.00                   0.17
SF      7       1       2026    90.67                   0.17
SF      8       1       2026    96.33                   0.17
SF      9       1       2026    102.00                  0.17
SF      10      1       2026    107.67                  0.17
SF      1       2       2026    36.67                   73.98
SF      2       2       2026    40.33                   7.05
SF      3       2       2026    44.00                   7.05
SF      4       2       2026    47.67                   7.05
SF      5       2       2026    51.33                   7.05
SF      6       2       2026    55.00                   7.05
SF      7       2       2026    58.67                   7.05
SF      8       2       2026    62.33                   7.05
SF      9       2       2026    66.00                   7.05
SF      10      2       2026    69.67                   7.05
SF      1       1       2027    56.67                   1.89
SF      2       1       2027    62.33                   0.18
SF      3       1       2027    68.00                   0.18
SF      4       1       2027    73.67                   0.18
SF      5       1       2027    79.33                   0.18
SF      6       1       2027    85.00                   0.18
SF      7       1       2027    90.67                   0.18
SF      8       1       2027    96.33                   0.18
SF      9       1       2027    102.00                  0.18
SF      10      1       2027    107.67                  0.18
SF      1       2       2027    36.67                   75.46
SF      2       2       2027    40.33                   7.19
SF      3       2       2027    44.00                   7.19
SF      4       2       2027    47.67                   7.19
SF      5       2       2027    51.33                   7.19
SF      6       2       2027    55.00                   7.19
SF      7       2       2027    58.67                   7.19
SF      8       2       2027    62.33                   7.19
SF      9       2       2027    66.00                   7.19
SF      10      2       2027    69.67                   7.19
SF      1       1       2028    56.67                   1.98
SF      2       1       2028    62.33                   0.19
SF      3       1       2028    68.00                   0.19
SF      4       1       2028    73.67                   0.19
SF      5       1       2028    79.33                   0.19
SF      6       1       2028    85.00                   0.19
SF      7       1       2028    90.67                   0.19
SF      8       1       2028    96.33                   0.19
SF      9       1       2028    102.00                  0.19
SF      10      1       2028    107.67                  0.19
SF      1       2       2028    36.67                   76.97
SF      2       2       2028    40.33                   7.33
SF      3       2       2028    44.00                   7.33
SF      4       2       2028    47.67                   7.33
SF      5       2       2028    51.33                   7.33
SF      6       2       2028    55.00                   7.33
SF      7       2       2028    58.67                   7.33
SF      8       2       2028    62.33                   7.33
SF      9       2       2028    66.00                   7.33
SF      10      2       2028    69.67                   7.33
SF      1       1       2029    56.67                   2.08
SF      2       1       2029    62.33                   0.20
SF      3       1       2029    68.00                   0.20
SF      4       1       2029    73.67                   0.20
SF      5       1       2029    79.33                   0.20
SF      6       1       2029    85.00                   0.20
SF      7       1       2029    90.67                   0.20
SF      8       1       2029    96.33                   0.20
SF      9       1       2029    102.00                  0.20
SF      10      1       2029    107.67                  0.20
SF      1       2       2029    36.67                   78.51
SF      2       2       2029    40.33                   7.48
SF      3       2       2029    44.00                   7.48
SF      4       2       2029    47.67                   7.48
SF      5       2       2029    51.33                   7.48
SF      6       2       2029    55.00                   7.48
SF      7       2       2029    58.67                   7.48
SF      8       2       2029    62.33                   7.48
SF      9       2       2029    66.00                   7.48
SF      10      2       2029    69.67                   7.48
SF      1       1       2030    56.67                   2.18
SF      2       1       2030    62.33                   0.21
SF      3       1       2030    68.00                   0.21
SF      4       1       2030    73.67                   0.21
SF      5       1       2030    79.33                   0.21
SF      6       1       2030    85.00                   0.21
SF      7       1       2030    90.67                   0.21
SF      8       1       2030    96.33                   0.21
SF      9       1       2030    102.00                  0.21
SF      10      1       2030    107.67                  0.21
SF      1       2       2030    36.67                   80.08
SF      2       2       2030    40.33                   7.63
SF      3       2       2030    44.00                   7.63
SF      4       2       2030    47.67                   7.63
SF      5       2       2030    51.33                   7.63
SF      6       2       2030    55.00                   7.63
SF      7       2       2030    58.67                   7.63
SF      8       2       2030    62.33                   7.63
SF      9       2       2030    66.00                   7.63
SF      10      2       2030    69.67                   7.63
SF      1       1       2031    56.67                   2.29
SF      2       1       2031    62.33                   0.22
SF      3       1       2031    68.00                   0.22
SF      4       1       2031    73.67                   0.22
SF      5       1       2031    79.33                   0.22
SF      6       1       2031    85.00                   0.22
SF      7       1       2031    90.67                   0.22
SF      8       1       2031    96.33                   0.22
SF      9       1       2031    102.00                  0.22
SF      10      1       2031    107.67                  0.22
SF      1       2       2031    36.67                   81.68
SF      2       2       2031    40.33                   7.78
SF      3       2       2031    44.00                   7.78
SF      4       2       2031    47.67                   7.78
SF      5       2       2031    51.33                   7.78
SF      6       2       2031    55.00                   7.78
SF      7       2       2031    58.67                   7.78
SF      8       2       2031    62.33                   7.78
SF      9       2       2031    66.00                   7.78
SF      10      2       2031    69.67                   7.78
SF      1       1       2032    56.67                   2.41
SF      2       1       2032    62.33                   0.23
SF      3       1       2032    68.00                   0.23
SF      4       1       2032    73.67                   0.23
SF      5       1       2032    79.33                   0.23
SF      6       1       2032    85.00                   0.23
SF      7       1       2032    90.67                   0.23
SF      8       1       2032    96.33                   0.23
SF      9       1       2032    102.00                  0.23
SF      10      1       2032    107.67                  0.23
SF      1       2       2032    36.67                   83.31
SF      2       2       2032    40.33                   7.93
SF      3       2       2032    44.00                   7.93
SF      4       2       2032    47.67                   7.93
SF      5       2       2032    51.33                   7.93
SF      6       2       2032    55.00                   7.93
SF      7       2       2032    58.67                   7.93
SF      8       2       2032    62.33                   7.93
SF      9       2       2032    66.00                   7.93
SF      10      2       2032    69.67                   7.93
SF      1       1       2033    56.67                   2.53
SF      2       1       2033    62.33                   0.24
SF      3       1       2033    68.00                   0.24
SF      4       1       2033    73.67                   0.24
SF      5       1       2033    79.33                   0.24
SF      6       1       2033    85.00                   0.24
SF      7       1       2033    90.67                   0.24
SF      8       1       2033    96.33                   0.24
SF      9       1       2033    102.00                  0.24
SF      10      1       2033    107.67                  0.24
SF      1       2       2033    36.67                   84.98
SF      2       2       2033    40.33                   8.09
SF      3       2       2033    44.00                   8.09
SF      4       2       2033    47.67                   8.09
SF      5       2       2033    51.33                   8.09
SF      6       2       2033    55.00                   8.09
SF      7       2       2033    58.67                   8.09
SF      8       2       2033    62.33                   8.09
SF      9       2       2033    66.00                   8.09
SF      10      2       2033    69.67                   8.09
SF      1       1       2034    56.67                   2.65
SF      2       1       2034    62.33                   0.25
SF      3       1       2034    68.00                   0.25
SF      4       1       2034    73.67                   0.25
SF      5       1       2034    79.33                   0.25
SF      6       1       2034    85.00                   0.25
SF      7       1       2034    90.67                   0.25
SF      8       1       2034    96.33                   0.25
SF      9       1       2034    102.00                  0.25
SF      10      1       2034    107.67                  0.25
SF      1       2       2034    36.67                   86.68
SF      2       2       2034    40.33                   8.26
SF      3       2       2034    44.00                   8.26
SF      4       2       2034    47.67                   8.26
SF      5       2       2034    51.33                   8.26
SF      6       2       2034    55.00                   8.26
SF      7       2       2034    58.67                   8.26
SF      8       2       2034    62.33                   8.26
SF      9       2       2034    66.00                   8.26
SF      10      2       2034    69.67                   8.26
SF      1       1       2035    56.67                   2.79
SF      2       1       2035    62.33                   0.27
SF      3       1       2035    68.00                   0.27
SF      4       1       2035    73.67                   0.27
SF      5       1       2035    79.33                   0.27
SF      6       1       2035    85.00                   0.27
SF      7       1       2035    90.67                   0.27
SF      8       1       2035    96.33                   0.27
SF      9       1       2035    102.00                  0.27
SF      10      1       2035    107.67                  0.27
SF      1       2       2035    36.67                   88.41
SF      2       2       2035    40.33                   8.42
SF      3       2       2035    44.00                   8.42
SF      4       2       2035    47.67                   8.42
SF      5       2       2035    51.33                   8.42
SF      6       2       2035    55.00                   8.42
SF      7       2       2035    58.67                   8.42
SF      8       2       2035    62.33                   8.42
SF      9       2       2035    66.00                   8.42
SF      10      2       2035    69.67                   8.42
SF      1       1       2036    56.67                   2.93
SF      2       1       2036    62.33                   0.28
SF      3       1       2036    68.00                   0.28
SF      4       1       2036    73.67                   0.28
SF      5       1       2036    79.33                   0.28
SF      6       1       2036    85.00                   0.28
SF      7       1       2036    90.67                   0.28
SF      8       1       2036    96.33                   0.28
SF      9       1       2036    102.00                  0.28
SF      10      1       2036    107.67                  0.28
SF      1       2       2036    36.67                   90.18
SF      2       2       2036    40.33                   8.59
SF      3       2       2036    44.00                   8.59
SF      4       2       2036    47.67                   8.59
SF      5       2       2036    51.33                   8.59
SF      6       2       2036    55.00                   8.59
SF      7       2       2036    58.67                   8.59
SF      8       2       2036    62.33                   8.59
SF      9       2       2036    66.00                   8.59
SF      10      2       2036    69.67                   8.59
SF      1       1       2037    56.67                   3.07
SF      2       1       2037    62.33                   0.29
SF      3       1       2037    68.00                   0.29
SF      4       1       2037    73.67                   0.29
SF      5       1       2037    79.33                   0.29
SF      6       1       2037    85.00                   0.29
SF      7       1       2037    90.67                   0.29
SF      8       1       2037    96.33                   0.29
SF      9       1       2037    102.00                  0.29
SF      10      1       2037    107.67                  0.29
SF      1       2       2037    36.67                   91.99
SF      2       2       2037    40.33                   8.76
SF      3       2       2037    44.00                   8.76
SF      4       2       2037    47.67                   8.76
SF      5       2       2037    51.33                   8.76
SF      6       2       2037    55.00                   8.76
SF      7       2       2037    58.67                   8.76
SF      8       2       2037    62.33                   8.76
SF      9       2       2037    66.00                   8.76
SF      10      2       2037    69.67                   8.76
SF      1       1       2038    56.67                   3.23
SF      2       1       2038    62.33                   0.31
SF      3       1       2038    68.00                   0.31
SF      4       1       2038    73.67                   0.31
SF      5       1       2038    79.33                   0.31
SF      6       1       2038    85.00                   0.31
SF      7       1       2038    90.67                   0.31
SF      8       1       2038    96.33                   0.31
SF      9       1       2038    102.00                  0.31
SF      10      1       2038    107.67                  0.31
SF      1       2       2038    36.67                   93.83
SF      2       2       2038    40.33                   8.94
SF      3       2       2038    44.00                   8.94
SF      4       2       2038    47.67                   8.94
SF      5       2       2038    51.33                   8.94
SF      6       2       2038    55.00                   8.94
SF      7       2       2038    58.67                   8.94
SF      8       2       2038    62.33                   8.94
SF      9       2       2038    66.00                   8.94
SF      10      2       2038    69.67                   8.94
SF      1       1       2039    56.67                   3.39
SF      2       1       2039    62.33                   0.32
SF      3       1       2039    68.00                   0.32
SF      4       1       2039    73.67                   0.32
SF      5       1       2039    79.33                   0.32
SF      6       1       2039    85.00                   0.32
SF      7       1       2039    90.67                   0.32
SF      8       1       2039    96.33                   0.32
SF      9       1       2039    102.00                  0.32
SF      10      1       2039    107.67                  0.32
SF      1       2       2039    36.67                   95.70
SF      2       2       2039    40.33                   9.11
SF      3       2       2039    44.00                   9.11
SF      4       2       2039    47.67                   9.11
SF      5       2       2039    51.33                   9.11
SF      6       2       2039    55.00                   9.11
SF      7       2       2039    58.67                   9.11
SF      8       2       2039    62.33                   9.11
SF      9       2       2039    66.00                   9.11
SF      10      2       2039    69.67                   9.11
SF      1       1       2040    56.67                   3.56
SF      2       1       2040    62.33                   0.34
SF      3       1       2040    68.00                   0.34
SF      4       1       2040    73.67                   0.34
SF      5       1       2040    79.33                   0.34
SF      6       1       2040    85.00                   0.34
SF      7       1       2040    90.67                   0.34
SF      8       1       2040    96.33                   0.34
SF      9       1       2040    102.00                  0.34
SF      10      1       2040    107.67                  0.34
SF      1       2       2040    36.67                   97.62
SF      2       2       2040    40.33                   9.30
SF      3       2       2040    44.00                   9.30
SF      4       2       2040    47.67                   9.30
SF      5       2       2040    51.33                   9.30
SF      6       2       2040    55.00                   9.30
SF      7       2       2040    58.67                   9.30
SF      8       2       2040    62.33                   9.30
SF      9       2       2040    66.00                   9.30
SF      10      2       2040    69.67                   9.30
SF      1       1       2041    56.67                   3.73
SF      2       1       2041    62.33                   0.36
SF      3       1       2041    68.00                   0.36
SF      4       1       2041    73.67                   0.36
SF      5       1       2041    79.33                   0.36
SF      6       1       2041    85.00                   0.36
SF      7       1       2041    90.67                   0.36
SF      8       1       2041    96.33                   0.36
SF      9       1       2041    102.00                  0.36
SF      10      1       2041    107.67                  0.36
SF      1       2       2041    36.67                   99.57
SF      2       2       2041    40.33                   9.48
SF      3       2       2041    44.00                   9.48
SF      4       2       2041    47.67                   9.48
SF      5       2       2041    51.33                   9.48
SF      6       2       2041    55.00                   9.48
SF      7       2       2041    58.67                   9.48
SF      8       2       2041    62.33                   9.48
SF      9       2       2041    66.00                   9.48
SF      10      2       2041    69.67                   9.48
SF      1       1       2042    56.67                   3.92
SF      2       1       2042    62.33                   0.37
SF      3       1       2042    68.00                   0.37
SF      4       1       2042    73.67                   0.37
SF      5       1       2042    79.33                   0.37
SF      6       1       2042    85.00                   0.37
SF      7       1       2042    90.67                   0.37
SF      8       1       2042    96.33                   0.37
SF      9       1       2042    102.00                  0.37
SF      10      1       2042    107.67                  0.37
SF      1       2       2042    36.67                   101.56
SF      2       2       2042    40.33                   9.67
SF      3       2       2042    44.00                   9.67
SF      4       2       2042    47.67                   9.67
SF      5       2       2042    51.33                   9.67
SF      6       2       2042    55.00                   9.67
SF      7       2       2042    58.67                   9.67
SF      8       2       2042    62.33                   9.67
SF      9       2       2042    66.00                   9.67
SF      10      2       2042    69.67                   9.67
SF      1       1       2043    56.67                   4.12
SF      2       1       2043    62.33                   0.39
SF      3       1       2043    68.00                   0.39
SF      4       1       2043    73.67                   0.39
SF      5       1       2043    79.33                   0.39
SF      6       1       2043    85.00                   0.39
SF      7       1       2043    90.67                   0.39
SF      8       1       2043    96.33                   0.39
SF      9       1       2043    102.00                  0.39
SF      10      1       2043    107.67                  0.39
SF      1       2       2043    36.67                   103.59
SF      2       2       2043    40.33                   9.87
SF      3       2       2043    44.00                   9.87
SF      4       2       2043    47.67                   9.87
SF      5       2       2043    51.33                   9.87
SF      6       2       2043    55.00                   9.87
SF      7       2       2043    58.67                   9.87
SF      8       2       2043    62.33                   9.87
SF      9       2       2043    66.00                   9.87
SF      10      2       2043    69.67                   9.87
SF      1       1       2044    56.67                   4.32
SF      2       1       2044    62.33                   0.41
SF      3       1       2044    68.00                   0.41
SF      4       1       2044    73.67                   0.41
SF      5       1       2044    79.33                   0.41
SF      6       1       2044    85.00                   0.41
SF      7       1       2044    90.67                   0.41
SF      8       1       2044    96.33                   0.41
SF      9       1       2044    102.00                  0.41
SF      10      1       2044    107.67                  0.41
SF      1       2       2044    36.67                   105.66
SF      2       2       2044    40.33                   10.06
SF      3       2       2044    44.00                   10.06
SF      4       2       2044    47.67                   10.06
SF      5       2       2044    51.33                   10.06
SF      6       2       2044    55.00                   10.06
SF      7       2       2044    58.67                   10.06
SF      8       2       2044    62.33                   10.06
SF      9       2       2044    66.00                   10.06
SF      10      2       2044    69.67                   10.06
SF      1       1       2045    56.67                   4.54
SF      2       1       2045    62.33                   0.43
SF      3       1       2045    68.00                   0.43
SF      4       1       2045    73.67                   0.43
SF      5       1       2045    79.33                   0.43
SF      6       1       2045    85.00                   0.43
SF      7       1       2045    90.67                   0.43
SF      8       1       2045    96.33                   0.43
SF      9       1       2045    102.00                  0.43
SF      10      1       2045    107.67                  0.43
SF      1       2       2045    36.67                   107.78
SF      2       2       2045    40.33                   10.26
SF      3       2       2045    44.00                   10.26
SF      4       2       2045    47.67                   10.26
SF      5       2       2045    51.33                   10.26
SF      6       2       2045    55.00                   10.26
SF      7       2       2045    58.67                   10.26
SF      8       2       2045    62.33                   10.26
SF      9       2       2045    66.00                   10.26
SF      10      2       2045    69.67                   10.26
SF      1       1       2046    56.67                   4.76
SF      2       1       2046    62.33                   0.45
SF      3       1       2046    68.00                   0.45
SF      4       1       2046    73.67                   0.45
SF      5       1       2046    79.33                   0.45
SF      6       1       2046    85.00                   0.45
SF      7       1       2046    90.67                   0.45
SF      8       1       2046    96.33                   0.45
SF      9       1       2046    102.00                  0.45
SF      10      1       2046    107.67                  0.45
SF      1       2       2046    36.67                   109.93
SF      2       2       2046    40.33                   10.47
SF      3       2       2046    44.00                   10.47
SF      4       2       2046    47.67                   10.47
SF      5       2       2046    51.33                   10.47
SF      6       2       2046    55.00                   10.47
SF      7       2       2046    58.67                   10.47
SF      8       2       2046    62.33                   10.47
SF      9       2       2046    66.00                   10.47
SF      10      2       2046    69.67                   10.47
SF      1       1       2047    56.67                   5.00
SF      2       1       2047    62.33                   0.48
SF      3       1       2047    68.00                   0.48
SF      4       1       2047    73.67                   0.48
SF      5       1       2047    79.33                   0.48
SF      6       1       2047    85.00                   0.48
SF      7       1       2047    90.67                   0.48
SF      8       1       2047    96.33                   0.48
SF      9       1       2047    102.00                  0.48
SF      10      1       2047    107.67                  0.48
SF      1       2       2047    36.67                   112.13
SF      2       2       2047    40.33                   10.68
SF      3       2       2047    44.00                   10.68
SF      4       2       2047    47.67                   10.68
SF      5       2       2047    51.33                   10.68
SF      6       2       2047    55.00                   10.68
SF      7       2       2047    58.67                   10.68
SF      8       2       2047    62.33                   10.68
SF      9       2       2047    66.00                   10.68
SF      10      2       2047    69.67                   10.68
SF      1       1       2048    56.67                   5.25
SF      2       1       2048    62.33                   0.50
SF      3       1       2048    68.00                   0.50
SF      4       1       2048    73.67                   0.50
SF      5       1       2048    79.33                   0.50
SF      6       1       2048    85.00                   0.50
SF      7       1       2048    90.67                   0.50
SF      8       1       2048    96.33                   0.50
SF      9       1       2048    102.00                  0.50
SF      10      1       2048    107.67                  0.50
SF      1       2       2048    36.67                   114.37
SF      2       2       2048    40.33                   10.89
SF      3       2       2048    44.00                   10.89
SF      4       2       2048    47.67                   10.89
SF      5       2       2048    51.33                   10.89
SF      6       2       2048    55.00                   10.89
SF      7       2       2048    58.67                   10.89
SF      8       2       2048    62.33                   10.89
SF      9       2       2048    66.00                   10.89
SF      10      2       2048    69.67                   10.89
SF      1       1       2049    56.67                   5.52
SF      2       1       2049    62.33                   0.53
SF      3       1       2049    68.00                   0.53
SF      4       1       2049    73.67                   0.53
SF      5       1       2049    79.33                   0.53
SF      6       1       2049    85.00                   0.53
SF      7       1       2049    90.67                   0.53
SF      8       1       2049    96.33                   0.53
SF      9       1       2049    102.00                  0.53
SF      10      1       2049    107.67                  0.53
SF      1       2       2049    36.67                   116.66
SF      2       2       2049    40.33                   11.11
SF      3       2       2049    44.00                   11.11
SF      4       2       2049    47.67                   11.11
SF      5       2       2049    51.33                   11.11
SF      6       2       2049    55.00                   11.11
SF      7       2       2049    58.67                   11.11
SF      8       2       2049    62.33                   11.11
SF      9       2       2049    66.00                   11.11
SF      10      2       2049    69.67                   11.11
SF      1       1       2050    56.67                   5.79
SF      2       1       2050    62.33                   0.55
SF      3       1       2050    68.00                   0.55
SF      4       1       2050    73.67                   0.55
SF      5       1       2050    79.33                   0.55
SF      6       1       2050    85.00                   0.55
SF      7       1       2050    90.67                   0.55
SF      8       1       2050    96.33                   0.55
SF      9       1       2050    102.00                  0.55
SF      10      1       2050    107.67                  0.55
SF      1       2       2050    36.67                   118.99
SF      2       2       2050    40.33                   11.33
SF      3       2       2050    44.00                   11.33
SF      4       2       2050    47.67                   11.33
SF      5       2       2050    51.33                   11.33
SF      6       2       2050    55.00                   11.33
SF      7       2       2050    58.67                   11.33
SF      8       2       2050    62.33                   11.33
SF      9       2       2050    66.00                   11.33
SF      10      2       2050    69.67                   11.33
VT      1       1       2015    0.00                    0.00
VT      2       1       2015    0.00                    0.00
VT      3       1       2015    0.00                    0.00
VT      4       1       2015    0.00                    0.00
VT      5       1       2015    0.00                    0.00
VT      6       1       2015    0.00                    0.00
VT      7       1       2015    0.00                    0.00
VT      8       1       2015    0.00                    0.00
VT      9       1       2015    0.00                    0.00
VT      10      1       2015    0.00                    0.00
VT      1       2       2015    29.47                   6.50
VT      2       2       2015    34.99                   1.44
VT      3       2       2015    40.26                   1.44
VT      4       2       2015    45.33                   1.44
VT      5       2       2015    50.24                   1.44
VT      6       2       2015    55.00                   1.44
VT      7       2       2015    59.64                   1.44
VT      8       2       2015    64.18                   1.44
VT      9       2       2015    68.62                   1.44
VT      10      2       2015    72.98                   1.44
VT      1       1       2016    0.00                    0.00
VT      2       1       2016    0.00                    0.00
VT      3       1       2016    0.00                    0.00
VT      4       1       2016    0.00                    0.00
VT      5       1       2016    0.00                    0.00
VT      6       1       2016    0.00                    0.00
VT      7       1       2016    0.00                    0.00
VT      8       1       2016    0.00                    0.00
VT      9       1       2016    0.00                    0.00
VT      10      1       2016    0.00                    0.00
VT      1       2       2016    29.47                   6.50
VT      2       2       2016    34.99                   1.44
VT      3       2       2016    40.26                   1.44
VT      4       2       2016    45.33                   1.44
VT      5       2       2016    50.24                   1.44
VT      6       2       2016    55.00                   1.44
VT      7       2       2016    59.64                   1.44
VT      8       2       2016    64.18                   1.44
VT      9       2       2016    68.62                   1.44
VT      10      2       2016    72.98                   1.44
VT      1       1       2017    0.00                    0.00
VT      2       1       2017    0.00                    0.00
VT      3       1       2017    0.00                    0.00
VT      4       1       2017    0.00                    0.00
VT      5       1       2017    0.00                    0.00
VT      6       1       2017    0.00                    0.00
VT      7       1       2017    0.00                    0.00
VT      8       1       2017    0.00                    0.00
VT      9       1       2017    0.00                    0.00
VT      10      1       2017    0.00                    0.00
VT      1       2       2017    29.47                   6.50
VT      2       2       2017    34.99                   1.44
VT      3       2       2017    40.26                   1.44
VT      4       2       2017    45.33                   1.44
VT      5       2       2017    50.24                   1.44
VT      6       2       2017    55.00                   1.44
VT      7       2       2017    59.64                   1.44
VT      8       2       2017    64.18                   1.44
VT      9       2       2017    68.62                   1.44
VT      10      2       2017    72.98                   1.44
VT      1       1       2018    0.00                    0.00
VT      2       1       2018    0.00                    0.00
VT      3       1       2018    0.00                    0.00
VT      4       1       2018    0.00                    0.00
VT      5       1       2018    0.00                    0.00
VT      6       1       2018    0.00                    0.00
VT      7       1       2018    0.00                    0.00
VT      8       1       2018    0.00                    0.00
VT      9       1       2018    0.00                    0.00
VT      10      1       2018    0.00                    0.00
VT      1       2       2018    29.47                   6.50
VT      2       2       2018    34.99                   1.44
VT      3       2       2018    40.26                   1.44
VT      4       2       2018    45.33                   1.44
VT      5       2       2018    50.24                   1.44
