COMPOSITE TABLE:
M4     M11    tc     yr     hclworld
2      3      1      2011   43.55
3      3      1      2011   1.76
4      3      1      2011   76.22
1      4      1      2011   47.47
2      4      1      2011   32.64
3      4      1      2011   0.00
4      4      1      2011   80.11
1      5      1      2011   3.97
2      5      1      2011   0.00
3      5      1      2011   0.00
4      5      1      2011   4.15
1      6      1      2011   0.07
2      6      1      2011   5.95
3      6      1      2011   0.29
4      6      1      2011   6.36
1      7      1      2011   0.00
2      7      1      2011   11.95
3      7      1      2011   0.00
4      7      1      2011   12.03
1      8      1      2011   63.18
2      8      1      2011   2.04
3      8      1      2011   22.78
4      8      1      2011   88.11
1      9      1      2011   0.00
2      9      1      2011   27.68
3      9      1      2011   0.00
4      9      1      2011   27.68
1      10     1      2011   15.30
2      10     1      2011   366.35
3      10     1      2011   1.49
4      10     1      2011   384.06
1      11     1      2011   179.22
2      11     1      2011   655.69
3      11     1      2011   37.42
4      11     1      2011   879.98
1      1      1      2012   0.79
2      1      1      2012   182.98
3      1      1      2012   4.19
4      1      1      2012   188.72
1      2      1      2012   37.43
2      2      1      2012   10.66
3      2      1      2012   7.79
4      2      1      2012   55.89
1      3      1      2012   26.60
2      3      1      2012   51.59
3      3      1      2012   1.76
4      3      1      2012   82.01
1      4      1      2012   53.08
2      4      1      2012   42.55
3      4      1      2012   0.00
4      4      1      2012   95.63
1      5      1      2012   4.33
2      5      1      2012   0.00
3      5      1      2012   0.00
4      5      1      2012   4.28
1      6      1      2012   0.00
2      6      1      2012   4.12
3      6      1      2012   0.11
4      6      1      2012   4.30
1      7      1      2012   0.00
2      7      1      2012   8.60
3      7      1      2012   0.00
4      7      1      2012   8.60
1      8      1      2012   65.72
2      8      1      2012   4.56
3      8      1      2012   20.58
4      8      1      2012   90.86
1      9      1      2012   0.00
2      9      1      2012   21.83
3      9      1      2012   0.00
4      9      1      2012   21.83
1      10     1      2012   12.03
2      10     1      2012   404.77
3      10     1      2012   0.40
4      10     1      2012   417.56
1      11     1      2012   199.98
2      11     1      2012   731.66
3      11     1      2012   34.84
4      11     1      2012   969.67
1      1      2      2009   15.50
2      1      2      2009   130.51
3      1      2      2009   5.29
4      1      2      2009   151.46
1      2      2      2009   20.82
2      2      2      2009   5.54
3      2      2      2009   10.90
4      2      2      2009   37.26
1      3      2      2009   0.00
2      3      2      2009   0.00
3      3      2      2009   0.22
4      3      2      2009   0.55
1      4      2      2009   3.36
2      4      2      2009   4.63
3      4      2      2009   0.00
4      4      2      2009   8.10
1      5      2      2009   0.53
2      5      2      2009   0.00
3      5      2      2009   0.00
4      5      2      2009   0.55
1      6      2      2009   3.86
2      6      2      2009   18.02
3      6      2      2009   2.37
4      6      2      2009   24.25
1      7      2      2009   0.00
2      7      2      2009   0.75
3      7      2      2009   0.00
4      7      2      2009   0.71
1      8      2      2009   0.00
2      8      2      2009   0.00
3      8      2      2009   0.00
4      8      2      2009   0.00
1      9      2      2009   3.43
2      9      2      2009   0.00
3      9      2      2009   0.00
4      9      2      2009   0.00
1      10     2      2009   0.00
2      10     2      2009   21.00
3      10     2      2009   0.00
4      10     2      2009   21.00
1      11     2      2009   44.07
2      11     2      2009   180.46
3      11     2      2009   18.79
4      11     2      2009   243.88
1      1      2      2010   23.82
2      1      2      2010   141.76
3      1      2      2010   5.29
4      1      2      2010   175.16
1      2      2      2010   30.78
2      2      2      2010   12.95
3      2      2      2010   12.39
4      2      2      2010   56.11
1      3      2      2010   0.00
2      3      2      2010   0.00
3      3      2      2010   0.33
4      3      2      2010   0.71
1      4      2      2010   3.97
2      4      2      2010   7.83
3      4      2      2010   0.00
4      4      2      2010   11.80
1      5      2      2010   0.09
2      5      2      2010   0.00
3      5      2      2010   0.00
4      5      2      2010   0.11
1      6      2      2010   5.31
2      6      2      2010   20.50
3      6      2      2010   3.95
4      6      2      2010   29.76
1      7      2      2010   0.00
2      7      2      2010   1.19
3      7      2      2010   0.00
4      7      2      2010   1.21
1      8      2      2010   0.00
2      8      2      2010   0.00
3      8      2      2010   0.00
4      8      2      2010   0.00
1      9      2      2010   0.00
2      9      2      2010   0.00
3      9      2      2010   0.00
4      9      2      2010   0.00
1      10     2      2010   0.00
2      10     2      2010   24.36
3      10     2      2010   0.00
4      10     2      2010   24.36
1      11     2      2010   63.97
2      11     2      2010   208.58
3      11     2      2010   21.96
4      11     2      2010   299.23
1      1      2      2011   20.40
2      1      2      2011   118.68
3      1      2      2011   3.97
4      1      2      2011   146.89
1      2      2      2011   35.71
2      2      2      2011   19.69
3      2      2      2011   14.18
4      2      2      2011   69.57
1      3      2      2011   0.04
2      3      2      2011   0.00
3      3      2      2011   0.41
4      3      2      2011   0.96
1      4      2      2011   4.58
2      4      2      2011   7.61
3      4      2      2011   0.00
4      4      2      2011   12.18
1      5      2      2011   -0.03
2      5      2      2011   0.00
3      5      2      2011   0.00
4      5      2      2011   0.04
1      6      2      2011   5.92
2      6      2      2011   20.21
3      6      2      2011   4.39
4      6      2      2011   30.46
1      7      2      2011   0.11
2      7      2      2011   3.86
3      7      2      2011   0.00
4      7      2      2011   3.97
1      8      2      2011   0.00
2      8      2      2011   0.00
3      8      2      2011   0.00
4      8      2      2011   0.00
1      9      2      2011   0.00
2      9      2      2011   0.00
3      9      2      2011   0.00
4      9      2      2011   0.00
1      10     2      2011   0.00
2      10     2      2011   20.84
3      10     2      2011   0.22
4      10     2      2011   21.06
1      11     2      2011   66.73
2      11     2      2011   190.88
3      11     2      2011   23.16
4      11     2      2011   285.14
1      1      2      2012   19.29
2      1      2      2012   132.75
3      1      2      2012   4.19
4      1      2      2012   159.95
1      2      2      2012   33.63
2      2      2      2012   21.94
3      2      2      2012   14.33
4      2      2      2012   69.90
1      3      2      2012   0.33
2      3      2      2012   0.00
3      3      2      2012   0.40
4      3      2      2012   0.88
1      4      2      2012   4.35
2      4      2      2012   8.49
3      4      2      2012   0.00
4      4      2      2012   12.84
1      5      2      2012   0.20
2      5      2      2012   0.00
3      5      2      2012   0.00
4      5      2      2012   0.25
1      6      2      2012   4.08
2      6      2      2012   26.32
3      6      2      2012   3.40
4      6      2      2012   33.76
1      7      2      2012   0.00
2      7      2      2012   1.43
3      7      2      2012   0.00
4      7      2      2012   1.43
1      8      2      2012   0.00
2      8      2      2012   0.00
3      8      2      2012   0.00
4      8      2      2012   0.00
1      9      2      2012   0.00
2      9      2      2012   0.00
3      9      2      2012   0.00
4      9      2      2012   0.00
1      10     2      2012   0.00
2      10     2      2012   26.02
3      10     2      2012   0.99
4      10     2      2012   27.01
1      11     2      2012   61.89
2      11     2      2012   216.95
3      11     2      2012   23.31
4      11     2      2012   306.02
1      1      1      2013   0.55
2      1      1      2013   204.76
3      1      1      2013   2.05
4      1      1      2013   207.36
1      2      1      2013   32.19
2      2      1      2013   8.64
3      2      1      2013   10.43
4      2      1      2013   51.26
1      3      1      2013   26.90
2      3      1      2013   51.48
3      3      1      2013   3.20
4      3      1      2013   81.57
1      4      1      2013   62.83
2      4      1      2013   49.82
3      4      1      2013   1.54
4      4      1      2013   114.20
1      5      1      2013   9.39
2      5      1      2013   0.00
3      5      1      2013   0.09
4      5      1      2013   9.48
1      6      1      2013   0.25
2      6      1      2013   3.20
3      6      1      2013   0.19
4      6      1      2013   3.64
1      7      1      2013   0.00
2      7      1      2013   6.79
3      7      1      2013   0.04
4      7      1      2013   6.83
1      8      1      2013   58.04
2      8      1      2013   1.08
3      8      1      2013   22.12
4      8      1      2013   81.24
1      9      1      2013   5.13
2      9      1      2013   39.02
3      9      1      2013   1.48
4      9      1      2013   45.64
1      10     1      2013   8.84
2      10     1      2013   383.05
3      10     1      2013   1.85
4      10     1      2013   393.74
1      11     1      2013   204.12
2      11     1      2013   747.84
3      11     1      2013   43.00
4      11     1      2013   994.96
1      1      2      2013   19.15
2      1      2      2013   161.16
3      1      2      2013   6.64
4      1      2      2013   186.95
1      2      2      2013   29.97
2      2      2      2013   18.43
3      2      2      2013   17.30
4      2      2      2013   65.70
1      3      2      2013   0.33
2      3      2      2013   0.00
3      3      2      2013   0.33
4      3      2      2013   0.66
1      4      2      2013   9.98
2      4      2      2013   13.78
3      4      2      2013   0.06
4      4      2      2013   23.81
1      5      2      2013   2.47
2      5      2      2013   0.00
3      5      2      2013   0.01
4      5      2      2013   2.48
1      6      2      2013   4.27
2      6      2      2013   31.20
3      6      2      2013   3.45
4      6      2      2013   38.91
1      7      2      2013   0.00
2      7      2      2013   1.17
3      7      2      2013   0.04
4      7      2      2013   1.21
1      8      2      2013   0.00
2      8      2      2013   0.00
3      8      2      2013   0.00
4      8      2      2013   0.00
1      9      2      2013   0.11
2      9      2      2013   5.11
3      9      2      2013   0.18
4      9      2      2013   5.40
1      10     2      2013   0.00
2      10     2      2013   26.44
3      10     2      2013   0.01
4      10     2      2013   26.46
1      11     2      2013   66.28
2      11     2      2013   257.29
3      11     2      2013   28.01
4      11     2      2013   351.58
1      1      1      2016   0.88
2      1      1      2016   211.75
3      1      1      2016   8.60
4      1      1      2016   221.23
1      2      1      2016   9.51
2      2      1      2016   4.81
3      2      1      2016   4.60
4      2      1      2016   18.92
1      3      1      2016   23.38
2      3      1      2016   55.56
3      3      1      2016   2.85
4      3      1      2016   81.79
1      4      1      2016   59.57
2      4      1      2016   75.29
3      4      1      2016   2.38
4      4      1      2016   137.24
1      5      1      2016   7.28
2      5      1      2016   0.00
3      5      1      2016   0.22
4      5      1      2016   7.50
1      6      1      2016   0.00
2      6      1      2016   1.73
3      6      1      2016   0.69
4      6      1      2016   2.43
1      7      1      2016   0.00
2      7      1      2016   8.09
3      7      1      2016   0.18
4      7      1      2016   8.27
1      8      1      2016   61.98
2      8      1      2016   8.20
3      8      1      2016   27.48
4      8      1      2016   97.66
1      9      1      2016   0.00
2      9      1      2016   25.79
3      9      1      2016   0.04
4      9      1      2016   25.84
1      10     1      2016   8.39
2      10     1      2016   310.41
3      10     1      2016   0.98
4      10     1      2016   319.78
1      11     1      2016   170.99
2      11     1      2016   701.62
3      11     1      2016   48.03
4      11     1      2016   920.64
1      1      2      2016   23.90
2      1      2      2016   172.62
3      1      2      2016   11.16
4      1      2      2016   207.67
1      2      2      2016   18.01
2      2      2      2016   10.71
3      2      2      2016   12.17
4      2      2      2016   40.90
1      3      2      2016   0.39
2      3      2      2016   0.33
3      3      2      2016   0.61
4      3      2      2016   1.32
1      4      2      2016   8.72
2      4      2      2016   15.32
3      4      2      2016   0.10
4      4      2      2016   24.14
1      5      2      2016   2.65
2      5      2      2016   0.00
3      5      2      2016   0.00
4      5      2      2016   2.65
1      6      2      2016   5.13
2      6      2      2016   23.47
3      6      2      2016   2.27
4      6      2      2016   30.86
1      7      2      2016   0.00
2      7      2      2016   1.36
3      7      2      2016   0.00
4      7      2      2016   1.36
1      8      2      2016   0.00
2      8      2      2016   0.00
3      8      2      2016   0.11
4      8      2      2016   0.11
1      9      2      2016   0.00
2      9      2      2016   0.00
3      9      2      2016   0.00
4      9      2      2016   0.00
1      10     2      2016   0.00
2      10     2      2016   23.23
3      10     2      2016   0.03
4      10     2      2016   23.26
1      11     2      2016   58.78
2      11     2      2016   247.04
3      11     2      2016   26.45
4      11     2      2016   332.27
1      1      1      2017   0.11
2      1      1      2017   218.10
3      1      1      2017   2.25
4      1      1      2017   220.46
1      2      1      2017   18.14
2      2      1      2017   17.13
3      2      1      2017   6.07
4      2      1      2017   41.34
1      3      1      2017   20.00
2      3      1      2017   66.92
3      3      1      2017   2.59
4      3      1      2017   89.51
1      4      1      2017   69.56
2      4      1      2017   81.90
3      4      1      2017   2.54
4      4      1      2017   153.99
1      5      1      2017   4.55
2      5      1      2017   0.00
3      5      1      2017   0.30
4      5      1      2017   4.85
1      6      1      2017   0.41
2      6      1      2017   1.76
3      6      1      2017   0.04
4      6      1      2017   2.20
1      7      1      2017   0.00
2      7      1      2017   6.28
3      7      1      2017   0.11
4      7      1      2017   6.39
1      8      1      2017   53.79
2      8      1      2017   6.78
3      8      1      2017   30.92
4      8      1      2017   91.49
1      9      1      2017   0.00
2      9      1      2017   6.61
3      9      1      2017   0.00
4      9      1      2017   6.61
1      10     1      2017   5.89
2      10     1      2017   321.98
3      10     1      2017   1.94
4      10     1      2017   329.81
1      11     1      2017   172.44
2      11     1      2017   727.47
3      11     1      2017   46.75
4      11     1      2017   946.66
1      1      2      2017   18.12
2      1      2      2017   161.49
3      1      2      2017   8.11
4      1      2      2017   187.72
1      2      2      2017   24.50
2      2      2      2017   15.43
3      2      2      2017   15.29
4      2      2      2017   55.23
1      3      2      2017   0.91
2      3      2      2017   0.11
3      3      2      2017   0.74
4      3      2      2017   1.76
1      4      2      2017   9.20
2      4      2      2017   17.42
3      4      2      2017   0.06
4      4      2      2017   26.68
1      5      2      2017   3.06
2      5      2      2017   0.00
3      5      2      2017   0.03
4      5      2      2017   3.09
1      6      2      2017   5.33
2      6      2      2017   23.53
3      6      2      2017   2.44
4      6      2      2017   31.31
1      7      2      2017   0.09
2      7      2      2017   2.24
3      7      2      2017   0.21
4      7      2      2017   2.54
1      8      2      2017   0.00
2      8      2      2017   0.00
3      8      2      2017   0.22
4      8      2      2017   0.22
1      9      2      2017   0.00
2      9      2      2017   0.00
3      9      2      2017   0.00
4      9      2      2017   0.00
1      10     2      2017   0.00
2      10     2      2017   21.05
3      10     2      2017   0.00
4      10     2      2017   21.05
1      11     2      2017   61.21
2      11     2      2017   241.27
3      11     2      2017   27.10
4      11     2      2017   329.59
1      1      1      2014   0.53
2      1      1      2014   216.82
3      1      1      2014   4.10
4      1      1      2014   221.45
1      2      1      2014   17.95
2      2      1      2014   7.91
3      2      1      2014   8.09
4      2      1      2014   33.95
1      3      1      2014   33.84
2      3      1      2014   45.13
3      3      1      2014   3.37
4      3      1      2014   82.34
1      4      1      2014   66.91
2      4      1      2014   60.96
3      4      1      2014   1.32
4      4      1      2014   129.19
1      5      1      2014   7.30
2      5      1      2014   0.00
3      5      1      2014   0.09
4      5      1      2014   7.39
1      6      1      2014   0.00
2      6      1      2014   3.28
3      6      1      2014   0.24
4      6      1      2014   3.53
1      7      1      2014   0.00
2      7      1      2014   5.35
3      7      1      2014   -0.06
4      7      1      2014   5.29
1      8      1      2014   58.31
2      8      1      2014   0.00
3      8      1      2014   24.25
4      8      1      2014   82.56
1      9      1      2014   0.00
2      9      1      2014   26.57
3      9      1      2014   0.00
4      9      1      2014   26.57
1      10     1      2014   9.48
2      10     1      2014   357.03
3      10     1      2014   1.65
4      10     1      2014   368.17
1      11     1      2014   194.31
2      11     1      2014   723.06
3      11     1      2014   43.06
4      11     1      2014   960.43
1      1      2      2014   20.35
2      1      2      2014   175.98
3      1      2      2014   9.03
4      1      2      2014   205.36
1      2      2      2014   35.54
2      2      2      2014   11.35
3      2      2      2014   16.16
4      2      2      2014   63.05
1      3      2      2014   0.22
2      3      2      2014   0.22
3      3      2      2014   1.32
4      3      2      2014   1.76
1      4      2      2014   9.92
2      4      2      2014   13.12
3      4      2      2014   0.00
4      4      2      2014   23.04
1      5      2      2014   2.33
2      5      2      2014   0.00
3      5      2      2014   -0.02
4      5      2      2014   2.31
1      6      2      2014   4.65
2      6      2      2014   25.93
3      6      2      2014   3.70
4      6      2      2014   34.28
1      7      2      2014   0.00
2      7      2      2014   0.79
3      7      2      2014   0.09
4      7      2      2014   0.88
1      8      2      2014   0.00
2      8      2      2014   0.00
3      8      2      2014   0.00
4      8      2      2014   0.00
1      9      2      2014   0.00
2      9      2      2014   0.00
3      9      2      2014   0.00
4      9      2      2014   0.00
1      10     2      2014   0.00
2      10     2      2014   24.47
3      10     2      2014   0.00
4      10     2      2014   24.47
1      11     2      2014   73.01
2      11     2      2014   251.86
3      11     2      2014   30.29
4      11     2      2014   355.16
1      1      1      2015   0.69
2      1      1      2015   214.68
3      1      1      2015   7.18
4      1      1      2015   222.55
1      2      1      2015   14.67
2      2      1      2015   6.83
3      2      1      2015   6.06
4      2      1      2015   27.56
1      3      1      2015   31.85
2      3      1      2015   48.12
3      3      1      2015   3.15
4      3      1      2015   83.11
1      4      1      2015   59.28
2      4      1      2015   65.04
3      4      1      2015   2.12
4      4      1      2015   126.43
1      5      1      2015   7.39
2      5      1      2015   0.00
3      5      1      2015   0.21
4      5      1      2015   7.61
1      6      1      2015   0.00
2      6      1      2015   2.20
3      6      1      2015   0.33
4      6      1      2015   2.54
1      7      1      2015   0.00
2      7      1      2015   4.30
3      7      1      2015   0.11
4      7      1      2015   4.41
1      8      1      2015   63.49
2      8      1      2015   0.00
3      8      1      2015   25.24
4      8      1      2015   88.74
1      9      1      2015   0.00
2      9      1      2015   23.30
3      9      1      2015   0.00
4      9      1      2015   23.30
1      10     1      2015   9.27
2      10     1      2015   327.16
3      10     1      2015   0.98
4      10     1      2015   337.41
1      11     1      2015   186.64
2      11     1      2015   691.64
3      11     1      2015   45.38
4      11     1      2015   923.66
1      1      2      2015   25.19
2      1      2      2015   169.25
3      1      2      2015   10.26
4      1      2      2015   204.70
1      2      2      2015   23.30
2      2      2      2015   10.58
3      2      2      2015   12.14
4      2      2      2015   46.02
1      3      2      2015   0.56
2      3      2      2015   0.33
3      3      2      2015   1.09
4      3      2      2015   1.98
1      4      2      2015   9.98
2      4      2      2015   12.46
3      4      2      2015   0.00
4      4      2      2015   22.43
1      5      2      2015   2.51
2      5      2      2015   0.00
3      5      2      2015   0.02
4      5      2      2015   2.54
1      6      2      2015   5.41
2      6      2      2015   22.34
3      6      2      2015   2.78
4      6      2      2015   30.53
1      7      2      2015   0.00
2      7      2      2015   0.88
3      7      2      2015   0.00
4      7      2      2015   0.88
1      8      2      2015   0.00
2      8      2      2015   0.00
3      8      2      2015   0.00
4      8      2      2015   0.00
1      9      2      2015   0.00
2      9      2      2015   0.00
3      9      2      2015   0.00
4      9      2      2015   0.00
1      10     2      2015   0.00
2      10     2      2015   22.49
3      10     2      2015   0.00
4      10     2      2015   22.49
1      11     2      2015   66.95
2      11     2      2015   238.33
3      11     2      2015   26.24
4      11     2      2015   331.52
1      1      1      2018   0.22
2      1      1      2018   225.31
3      1      1      2018   3.09
4      1      1      2018   228.62
1      2      1      2018   21.61
2      2      1      2018   24.14
3      2      1      2018   8.60
4      2      1      2018   54.34
1      3      1      2018   18.06
2      3      1      2018   65.96
3      3      1      2018   3.94
4      3      1      2018   87.96
1      4      1      2018   66.39
2      4      1      2018   89.62
3      4      1      2018   2.83
4      4      1      2018   158.84
1      5      1      2018   2.24
2      5      1      2018   0.00
3      5      1      2018   0.08
4      5      1      2018   2.31
1      6      1      2018   0.55
2      6      1      2018   0.33
3      6      1      2018   0.00
4      6      1      2018   0.88
1      7      1      2018   0.00
2      7      1      2018   4.23
3      7      1      2018   -0.04
4      7      1      2018   4.19
1      8      1      2018   47.56
2      8      1      2018   8.21
3      8      1      2018   32.41
4      8      1      2018   88.18
1      9      1      2018   0.00
2      9      1      2018   2.54
3      9      1      2018   0.11
4      9      1      2018   2.65
1      10     1      2018   4.80
2      10     1      2018   351.63
3      10     1      2018   2.15
4      10     1      2018   358.58
1      11     1      2018   161.42
2      11     1      2018   771.97
3      11     1      2018   53.17
4      11     1      2018   986.56
1      1      2      2018   18.13
2      1      2      2018   170.08
3      1      2      2018   8.32
4      1      2      2018   196.54
1      2      2      2018   27.67
2      2      2      2018   17.31
3      2      2      2018   16.31
4      2      2      2018   61.29
1      3      2      2018   0.29
2      3      2      2018   0.33
3      3      2      2018   0.82
4      3      2      2018   1.43
1      4      2      2018   9.37
2      4      2      2018   18.19
3      4      2      2018   0.33
4      4      2      2018   27.89
1      5      2      2018   3.25
2      5      2      2018   0.00
3      5      2      2018   0.00
4      5      2      2018   3.25
1      6      2      2018   5.29
2      6      2      2018   24.69
3      6      2      2018   2.76
4      6      2      2018   32.74
1      7      2      2018   0.10
2      7      2      2018   1.09
3      7      2      2018   0.02
4      7      2      2018   1.21
1      8      2      2018   0.00
2      8      2      2018   0.00
3      8      2      2018   0.22
4      8      2      2018   0.22
1      9      2      2018   0.00
2      9      2      2018   0.00
3      9      2      2018   0.00
4      9      2      2018   0.00
1      10     2      2018   0.00
2      10     2      2018   17.31
3      10     2      2018   0.00
4      10     2      2018   17.31
1      11     2      2018   64.10
2      11     2      2018   249.00
3      11     2      2018   28.78
4      11     2      2018   341.88
1      1      1      2019   0.00
2      1      1      2019   231.81
3      1      1      2019   1.76
4      1      1      2019   233.58
1      2      1      2019   14.88
2      2      1      2019   17.09
3      2      1      2019   4.74
4      2      1      2019   36.71
1      3      1      2019   11.02
2      3      1      2019   72.42
3      3      1      2019   1.21
4      3      1      2019   84.66
1      4      1      2019   67.68
2      4      1      2019   97.77
3      4      1      2019   2.76
4      4      1      2019   168.21
1      5      1      2019   1.87
2      5      1      2019   0.00
3      5      1      2019   0.22
4      5      1      2019   2.09
1      6      1      2019   0.00
2      6      1      2019   1.98
3      6      1      2019   0.00
4      6      1      2019   1.98
1      7      1      2019   0.00
2      7      1      2019   4.96
3      7      1      2019   0.11
4      7      1      2019   5.07
1      8      1      2019   41.89
2      8      1      2019   9.26
3      8      1      2019   33.11
4      8      1      2019   84.26
1      9      1      2019   0.00
2      9      1      2019   4.85
3      9      1      2019   0.00
4      9      1      2019   4.85
1      10     1      2019   1.43
2      10     1      2019   390.21
3      10     1      2019   1.76
4      10     1      2019   393.41
1      11     1      2019   138.78
2      11     1      2019   830.36
3      11     1      2019   45.68
4      11     1      2019   1014.82
1      1      2      2019   17.86
2      1      2      2019   177.69
3      1      2      2019   7.05
4      1      2      2019   202.60
1      2      2      2019   23.15
2      2      2      2019   15.21
3      2      2      2019   16.75
4      2      2      2019   55.12
1      3      2      2019   0.00
2      3      2      2019   1.21
3      3      2      2019   0.66
4      3      2      2019   1.87
1      4      2      2019   4.30
2      4      2      2019   18.52
3      4      2      2019   0.33
4      4      2      2019   23.15
1      5      2      2019   2.87
2      5      2      2019   0.00
3      5      2      2019   0.00
4      5      2      2019   2.87
1      6      2      2019   3.97
2      6      2      2019   31.75
3      6      2      2019   1.87
4      6      2      2019   37.59
1      7      2      2019   0.00
2      7      2      2019   1.54
3      7      2      2019   0.00
4      7      2      2019   1.54
1      8      2      2019   0.33
2      8      2      2019   0.00
3      8      2      2019   0.33
4      8      2      2019   0.66
1      9      2      2019   0.00
2      9      2      2019   0.00
3      9      2      2019   0.00
4      9      2      2019   0.00
1      10     2      2019   0.00
2      10     2      2019   16.87
3      10     2      2019   0.00
4      10     2      2019   16.87
1      11     2      2019   52.47
2      11     2      2019   262.79
3      11     2      2019   27.01
4      11     2      2019   342.26
1      1      1      2020   0.55
2      1      1      2020   214.51
3      1      1      2020   4.19
4      1      1      2020   219.25
1      2      1      2020   6.06
2      2      1      2020   15.32
3      2      1      2020   5.29
4      2      1      2020   26.68
1      3      1      2020   9.04
2      3      1      2020   66.36
3      3      1      2020   5.29
4      3      1      2020   80.69
1      4      1      2020   56.66
2      4      1      2020   104.83
3      4      1      2020   3.64
4      4      1      2020   165.12
1      5      1      2020   1.98
2      5      1      2020   0.00
3      5      1      2020   0.00
4      5      1      2020   1.98
1      6      1      2020   0.00
2      6      1      2020   3.75
3      6      1      2020   1.21
4      6      1      2020   4.96
1      7      1      2020   0.00
2      7      1      2020   2.54
3      7      1      2020   0.00
4      7      1      2020   2.54
1      8      1      2020   26.34
2      8      1      2020   10.91
3      8      1      2020   20.17
4      8      1      2020   57.43
1      9      1      2020   0.00
2      9      1      2020   1.10
3      9      1      2020   0.00
4      9      1      2020   1.10
1      10     1      2020   0.22
2      10     1      2020   356.37
3      10     1      2020   0.77
4      10     1      2020   357.37
1      11     1      2020   100.86
2      11     1      2020   775.69
3      11     1      2020   40.56
4      11     1      2020   917.11
1      1      2      2020   13.89
2      1      2      2020   168.98
3      1      2      2020   6.39
4      1      2      2020   189.26
1      2      2      2020   18.30
2      2      2      2020   12.13
3      2      2      2020   11.90
4      2      2      2020   42.33
1      3      2      2020   0.00
2      3      2      2020   1.10
3      3      2      2020   0.44
4      3      2      2020   1.54
1      4      2      2020   3.86
2      4      2      2020   19.29
3      4      2      2020   0.88
4      4      2      2020   24.03
1      5      2      2020   2.87
2      5      2      2020   0.00
3      5      2      2020   0.00
4      5      2      2020   2.87
1      6      2      2020   3.53
2      6      2      2020   25.35
3      6      2      2020   0.88
4      6      2      2020   29.76
1      7      2      2020   0.00
2      7      2      2020   0.99
3      7      2      2020   0.00
4      7      2      2020   0.99
1      8      2      2020   0.44
2      8      2      2020   0.00
3      8      2      2020   0.22
4      8      2      2020   0.66
1      9      2      2020   0.00
2      9      2      2020   0.00
3      9      2      2020   0.00
4      9      2      2020   0.00
1      10     2      2020   0.00
2      10     2      2020   16.42
3      10     2      2020   0.00
4      10     2      2020   16.42
1      11     2      2020   42.88
2      11     2      2020   244.27
3      11     2      2020   20.72
4      11     2      2020   307.87
1      1      1      2021   4.30
2      1      1      2021   212.08
3      1      1      2021   2.43
4      1      1      2021   218.81
1      2      1      2021   11.24
2      2      1      2021   23.04
3      2      1      2021   5.18
4      2      1      2021   39.46
1      3      1      2021   11.24
2      3      1      2021   59.08
3      3      1      2021   0.55
4      3      1      2021   70.88
1      4      1      2021   56.00
2      4      1      2021   117.39
3      4      1      2021   6.06
4      4      1      2021   179.45
1      5      1      2021   3.31
2      5      1      2021   0.00
3      5      1      2021   0.11
4      5      1      2021   3.42
1      6      1      2021   0.00
2      6      1      2021   4.52
3      6      1      2021   1.43
4      6      1      2021   5.95
1      7      1      2021   0.00
2      7      1      2021   2.76
3      7      1      2021   0.00
4      7      1      2021   2.76
1      8      1      2021   29.21
2      8      1      2021   8.16
3      8      1      2021   24.36
4      8      1      2021   61.73
1      9      1      2021   0.00
2      9      1      2021   0.11
3      9      1      2021   0.00
4      9      1      2021   0.11
1      10     1      2021   0.44
2      10     1      2021   362.77
3      10     1      2021   0.44
4      10     1      2021   363.65
1      11     1      2021   115.74
2      11     1      2021   789.91
3      11     1      2021   40.56
4      11     1      2021   946.21
1      1      2      2021   18.74
2      1      2      2021   158.29
3      1      2      2021   9.04
4      1      2      2021   186.07
1      2      2      2021   15.76
2      2      2      2021   19.73
3      2      2      2021   9.92
4      2      2      2021   45.41
1      3      2      2021   0.00
2      3      2      2021   1.43
3      3      2      2021   0.44
4      3      2      2021   1.87
1      4      2      2021   3.09
2      4      2      2021   21.83
3      4      2      2021   1.21
4      4      2      2021   26.12
1      5      2      2021   3.75
2      5      2      2021   0.00
3      5      2      2021   0.00
4      5      2      2021   3.75
1      6      2      2021   2.87
2      6      2      2021   25.02
3      6      2      2021   1.10
4      6      2      2021   28.99
1      7      2      2021   0.00
2      7      2      2021   0.11
3      7      2      2021   0.00
4      7      2      2021   0.11
1      8      2      2021   0.33
2      8      2      2021   0.88
3      8      2      2021   0.11
4      8      2      2021   1.32
1      9      2      2021   0.00
2      9      2      2021   0.00
3      9      2      2021   0.00
4      9      2      2021   0.00
1      10     2      2021   0.00
2      10     2      2021   16.64
3      10     2      2021   0.00
4      10     2      2021   16.64
1      11     2      2021   44.53
2      11     2      2021   243.94
3      11     2      2021   21.83
4      11     2      2021   310.30
1      1      1      2022   3.56
2      1      1      2022   194.17
3      1      1      2022   9.31
4      1      1      2022   207.04
1      2      1      2022   14.58
2      2      1      2022   18.97
3      2      1      2022   10.72
4      2      1      2022   44.26
1      3      1      2022   24.09
2      3      1      2022   47.35
3      3      1      2022   4.01
4      3      1      2022   75.45
1      4      1      2022   48.87
2      4      1      2022   117.74
3      4      1      2022   3.47
4      4      1      2022   170.07
1      5      1      2022   2.84
2      5      1      2022   0.00
3      5      1      2022   0.00
4      5      1      2022   2.84
1      6      1      2022   0.34
2      6      1      2022   13.25
3      6      1      2022   0.57
4      6      1      2022   14.16
1      7      1      2022   0.15
2      7      1      2022   3.76
3      7      1      2022   0.40
