,api_well_number,year,oil_bdp,gas_mcfpd,gor,federal_land,region_number
0,177004117601,2022,89.09116809116809,882.2962962962962,7.792726264720137,federal,9
1,177004117601,2023,430.9847222222222,536.5243055555555,7.792726264720137,federal,9
2,177004117601,2024,14.666666666666666,0.0,7.792726264720137,federal,9
3,177004117601,2025,4.058802462198407,31.62913655048428,7.792726264720137,federal,9
4,177004117601,2026,1.4485300291126084,11.287998003101649,7.792726264720137,federal,9
5,177004117601,2027,0.8371330405448805,6.523548632119115,7.792726264720137,federal,9
6,177004117601,2028,0.5720337911416494,4.457702748536963,7.792726264720137,federal,9
7,177004117601,2029,0.4268460533249766,3.326294450737677,7.792726264720137,federal,9
8,177004117601,2030,0.3364013139498074,2.6214833547030283,7.792726264720137,federal,9
9,177004117601,2031,0.2752092679692588,2.144630490798445,7.792726264720137,federal,9
10,177004117601,2032,0.2313491310304894,1.8028404497014752,7.792726264720137,federal,9
11,177004117601,2033,0.19854021317004,1.5471695337733056,7.792726264720137,federal,9
12,177004117601,2034,0.1731766150979971,1.349517956909492,7.792726264720137,federal,9
13,177004117601,2035,0.1530488365198584,1.1926676881331593,7.792726264720137,federal,9
14,177004117601,2036,0.1367319366261153,1.0655145537723785,7.792726264720137,federal,9
15,177004117601,2037,0.1232681665028768,0.9605950787108632,7.792726264720137,federal,9
16,177004117601,2038,0.1119914473017744,0.8727186928125589,7.792726264720137,federal,9
17,177004117601,2039,0.1024250755444231,0.7981705763609704,7.792726264720137,federal,9
18,177004117601,2040,0.0942194436355726,0.7342263330662452,7.792726264720137,federal,9
19,177004117601,2041,0.0871126929179068,0.6788453700918722,7.792726264720137,federal,9
20,177004117601,2042,0.0809050522072145,0.6304709252837151,7.792726264720137,federal,9
21,177004117601,2043,0.0754416332886225,0.5878959971816337,7.792726264720137,federal,9
22,177004117601,2044,0.0706006135999063,0.5501712559053483,7.792726264720137,federal,9
23,177004117601,2045,0.0662849435222139,0.5165404203410473,7.792726264720137,federal,9
24,177004117601,2046,0.0624164149303754,0.4863940359776066,7.792726264720137,federal,9
25,177004117601,2047,0.0589313454375051,0.4592358434061418,7.792726264720137,federal,9
26,177004117601,2048,0.0557773893837819,0.4346579272285198,7.792726264720137,federal,9
27,177004117601,2049,0.0529111481932222,0.4123220942218228,7.792726264720137,federal,9
28,177004117601,2050,0.0502963567522228,0.3919457402827814,7.792726264720137,federal,9
29,177004119500,2022,29.007054673721345,1340.4925925925925,93.1292084776906,federal,9
