delay_years,water_depth_ft,,,,,,,,,,,,,,
total_wells,0,100,400,800,1000,1500,2000,3000,4000,5000,6000,7000,8000,9000,10000
2,1,1,1,1,1,1,1,1,2,2,3,3,4,4,4
8,1,1,2,2,2,2,2,2,2,2,3,3,4,4,4
12,1,1,2,2,2,2,1,2,2,2,3,3,4,4,4
18,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4
24,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4
36,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4
48,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4
60,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4
