,COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,26.211,30.621,32.576,31.758,30.036,31.588,32.096,34.308,36.124,32.058,34.473,35.835,36.363,36.16,34.087,31.341,30.131,30.889,31.978,34.228,39.623,47.296,62.282,79.442,99.1,120.657,121.897,146.741,222.564,309.103,350.337,426.688,550.181,631.63
36,1.86,1.645,2.088,1.971,1.856,1.544,1.471,1.634,1.697,1.605,1.602,1.601,1.604,1.528,1.475,1.424,1.482,1.38,1.382,1.366,1.224,1.251,1.244,1.186,1.107,1.064,0.992,0.972,1.06,1.12,0.953,1.004,1.275,1.089
37,0,0,0,0,0,0,0,0,0,0,0.044,0.03,0.019,0.036,0.049,0.086,0.189,0.232,0.181,0.143,0.148,0.133,0.13,0.156,0.14,0.106,0.077,0.063,0.081,0.124,0.116,0.131,0.129,0.115
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3.673,4.411,3.524,3.362,2.436,4.176,4.378,7.102,7.231,7.846,6.914,5.828,5.222,4.487,3.584,3.16,3.904,8.798,28.457,51.146,87.038,129.756,220.299,291.081,374.304,410.116,359.81,372.512,441.771,499.262,418.966,391.805,373.672,419.807
40,6.667,5.869,5.897,5.171,4.954,4.393,4.414,4.088,2.998,2.773,3.162,3.125,2.834,2.855,2.971,2.984,2.96,2.871,2.978,2.879,2.771,2.784,3.276,6.283,13.328,25.258,20.226,18.397,21.48,25.873,22.493,17.21,19.316,13.988
41,27.181,25.49,24.32,23.476,23.249,21.709,21.214,20.288,18.34,16.446,15.902,15.782,15.881,15.388,15.15,14.322,15.656,16.179,19.282,21.416,22.839,29.323,42.831,63.085,81.872,100.487,100.425,110.636,142.893,161.094,127.228,104.101,104.535,106.646
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2.075,2.018,1.705,1.435,2.006,1.61,1.317,1.057,1.651,1.235,1.291,1.442,2.036,2.213,2.149,2.226,2.226,2.506,2.672,2.571,2.975,3.137,3.885,4.775,6.29,6.691,5.9,6.246,6.174,6.187,5.289,6.016,4.324,4.633
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1.366,1.427,1.345,1.304,1.264,1.209,1.144,1.25,1.141,1.053,1.133,1.213,1.169,1.193,1.308,1.357,1.36,1.637,1.672,1.638,1.58,1.608,1.728,1.825,1.777,1.645,1.388,1.288,1.24,1.132,1.008,0.968,0.907,0.867
47,0.004,0.003,0,0.006,0.002,0.002,0.005,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.004,0.002,0.003,0.007,0.006,0.005,0.004,0.004,0.005,0.005,0.004,0.004,0.002,0.007,0.002,0
48,32.411,39.05,22.573,16.262,11.181,8.769,8.524,8.267,8.148,6.518,6.376,5.82,5.066,5.107,5.313,6.253,6.543,6.549,6.689,6.202,11.443,41.738,109.829,198.625,273.851,279.191,222.939,208.075,227.178,243.418,201.502,178.915,171.026,200.266
49,1.781,2.163,1.764,1.654,1.951,1.769,1.467,1.353,1.328,1.291,1.44,1.307,1.271,1.322,1.495,2.175,2.293,1.895,1.733,1.836,6.523,37.466,95.896,148.894,211.15,248.305,195.578,191.079,211.017,210.901,182.733,176.845,185.398,177.19
