,COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,26,34,24,45,25,35,42,48,35,11,22,37,21,10,4,17,7,14,4,6,8,15,13,14,12,2,0,1,3,7,2,0,6,5
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,23,32,28,22,15,15,26,21,16,16,26,15,20,17,31,28,45,42,16,21,48,42,74,89,78,15,3,16,5,6,8,373,156,46
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,4,13,9,6,16,13,5,5,6,8,9,10,6,5,4,1,0,0,3,0,0,0,3,17,13,10,3,11,3,1,0,1,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,360,363,384,413,460,375,477,480,383,389,477,446,324,280,286,225,232,272,218,194,179,195,186,215,246,195,155,140,165,137,85,80,92,106
81,11,19,9,16,8,33,21,31,16,11,16,28,19,19,12,20,11,10,14,12,12,14,4,12,9,3,1,1,5,4,2,7,9,2
82,12,25,4,24,31,24,25,34,20,8,14,12,16,15,11,21,16,10,3,4,7,2,8,2,13,7,1,0,0,4,0,7,6,8
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
