FILE NAME:     RSUEC
DATE MODIFIED: December 23, 2025
USED BY:       RDUECS subroutine of the National Energy Modeling System (NEMS) Residential Demand Module (RDM)
DEFINITION:    Annual unit energy consumption (UEC) for all residential equipment classes (29 major and the rest minor classes)
UNITS:         Classes 1-29 (major end uses in RSCLASS): MMBtu/unit/yr
               Classes 30-62: MMBtu/household/yr
DIMENSION:     housing type (each column), U.S. census division (each row, 1-9), equipment class (each group of 9 rows)
SPECIAL CONSTRAINTS:  Data starts on row 21 of this file as per RDM convention.
ORGANIZATION OF DATA:
               Variables: EQCUEC (for major end uses in RSCLASS),FANUEC,TVSUEC,STBUEC,HTSUEC,OTTUEC,VGCUEC,DPCUEC,LPCUEC,MONUEC,NETUEC,BATUEC,
                CFNUEC,COFUEC,DEHUEC,MCOUEC,PHPUEC,SECUEC,SPAUEC,WCLUEC,SPKUEC,PHNEC,TABUEC,KITUEC,EAUEC,SHTUEC,APPUEC
SOURCES:       2020 RECS microdata (https://www.eia.gov/consumption/residential/data/2020/index.php?view=microdata)
               "Analysis and Representation of Miscellaneous Electric Loads in NEMS": https://www.eia.gov/analysis/studies/demand/miscelectric/
COMMENT:       Remove kerosene and coal placeholders; move data row labels to end of file for streamlined input reading





SF	MF	MOBILE
Natural Gas Cooking Ranges/Cooktops/Ovens	23	3
Natural Gas Cooking Ranges/Cooktops/Ovens	23	4
Natural Gas Cooking Ranges/Cooktops/Ovens	23	5
Natural Gas Cooking Ranges/Cooktops/Ovens	23	6
Natural Gas Cooking Ranges/Cooktops/Ovens	23	7
Natural Gas Cooking Ranges/Cooktops/Ovens	23	8
Natural Gas Cooking Ranges/Cooktops/Ovens	23	9
Propane Cooking Ranges/Cooktops/Ovens	24	1
Propane Cooking Ranges/Cooktops/Ovens	24	2
Propane Cooking Ranges/Cooktops/Ovens	24	3
Propane Cooking Ranges/Cooktops/Ovens	24	4
Propane Cooking Ranges/Cooktops/Ovens	24	5
Propane Cooking Ranges/Cooktops/Ovens	24	6
Propane Cooking Ranges/Cooktops/Ovens	24	7
Propane Cooking Ranges/Cooktops/Ovens	24	8
Propane Cooking Ranges/Cooktops/Ovens	24	9
Electric Cooking Ranges/Cooktops/Ovens	25	1
Electric Cooking Ranges/Cooktops/Ovens	25	2
Electric Cooking Ranges/Cooktops/Ovens	25	3
Electric Cooking Ranges/Cooktops/Ovens	25	4
Electric Cooking Ranges/Cooktops/Ovens	25	5
Electric Cooking Ranges/Cooktops/Ovens	25	6
Electric Cooking Ranges/Cooktops/Ovens	25	7
Electric Cooking Ranges/Cooktops/Ovens	25	8
Electric Cooking Ranges/Cooktops/Ovens	25	9
Natural Gas Clothes Dryers	26	1
Natural Gas Clothes Dryers	26	2
Natural Gas Clothes Dryers	26	3
Natural Gas Clothes Dryers	26	4
Natural Gas Clothes Dryers	26	5
Natural Gas Clothes Dryers	26	6
Natural Gas Clothes Dryers	26	7
Natural Gas Clothes Dryers	26	8
Natural Gas Clothes Dryers	26	9
Electric Clothes Dryers	27	1
Electric Clothes Dryers	27	2
Electric Clothes Dryers	27	3
Electric Clothes Dryers	27	4
Electric Clothes Dryers	27	5
Electric Clothes Dryers	27	6
Electric Clothes Dryers	27	7
Electric Clothes Dryers	27	8
Electric Clothes Dryers	27	9
Refrigerators	28	1
Refrigerators	28	2
Refrigerators	28	3
Refrigerators	28	4
Refrigerators	28	5
Refrigerators	28	6
Refrigerators	28	7
Refrigerators	28	8
Refrigerators	28	9
Standalone Freezers	29	1
Standalone Freezers	29	2
Standalone Freezers	29	3
Standalone Freezers	29	4
Standalone Freezers	29	5
Standalone Freezers	29	6
Standalone Freezers	29	7
Standalone Freezers	29	8
Standalone Freezers	29	9
Furnace Fans & Boiler Pumps	30	1
Furnace Fans & Boiler Pumps	30	2
Furnace Fans & Boiler Pumps	30	3
Furnace Fans & Boiler Pumps	30	4
Furnace Fans & Boiler Pumps	30	5
Furnace Fans & Boiler Pumps	30	6
Furnace Fans & Boiler Pumps	30	7
Furnace Fans & Boiler Pumps	30	8
Furnace Fans & Boiler Pumps	30	9
Televisions	31	1
Televisions	31	2
Televisions	31	3
Televisions	31	4
Televisions	31	5
Televisions	31	6
Televisions	31	7
Televisions	31	8
Televisions	31	9
Set-top Boxes	32	1
Set-top Boxes	32	2
Set-top Boxes	32	3
Set-top Boxes	32	4
Set-top Boxes	32	5
Set-top Boxes	32	6
Set-top Boxes	32	7
Set-top Boxes	32	8
Set-top Boxes	32	9
Home Audio Equipment	33	1
Home Audio Equipment	33	2
Home Audio Equipment	33	3
Home Audio Equipment	33	4
Home Audio Equipment	33	5
Home Audio Equipment	33	6
Home Audio Equipment	33	7
Home Audio Equipment	33	8
Home Audio Equipment	33	9
OTT Streaming Devices	34	1
OTT Streaming Devices	34	2
OTT Streaming Devices	34	3
OTT Streaming Devices	34	4
OTT Streaming Devices	34	5
OTT Streaming Devices	34	6
OTT Streaming Devices	34	7
OTT Streaming Devices	34	8
OTT Streaming Devices	34	9
Video Game Consoles	35	1
Video Game Consoles	35	2
Video Game Consoles	35	3
Video Game Consoles	35	4
Video Game Consoles	35	5
Video Game Consoles	35	6
Video Game Consoles	35	7
Video Game Consoles	35	8
Video Game Consoles	35	9
Desktop PCs	36	1
Desktop PCs	36	2
Desktop PCs	36	3
Desktop PCs	36	4
Desktop PCs	36	5
Desktop PCs	36	6
Desktop PCs	36	7
Desktop PCs	36	8
Desktop PCs	36	9
Laptop PCs	37	1
Laptop PCs	37	2
Laptop PCs	37	3
Laptop PCs	37	4
Laptop PCs	37	5
Laptop PCs	37	6
Laptop PCs	37	7
Laptop PCs	37	8
Laptop PCs	37	9
Monitors	38	1
Monitors	38	2
Monitors	38	3
Monitors	38	4
Monitors	38	5
Monitors	38	6
Monitors	38	7
Monitors	38	8
Monitors	38	9
Network Equipment	39	1
Network Equipment	39	2
Network Equipment	39	3
Network Equipment	39	4
Network Equipment	39	5
Network Equipment	39	6
Network Equipment	39	7
Network Equipment	39	8
Network Equipment	39	9
Non-PC Rechargables	40	1
Non-PC Rechargables	40	2
Non-PC Rechargables	40	3
Non-PC Rechargables	40	4
Non-PC Rechargables	40	5
Non-PC Rechargables	40	6
Non-PC Rechargables	40	7
Non-PC Rechargables	40	8
Non-PC Rechargables	40	9
Ceiling Fans	41	1
Ceiling Fans	41	2
Ceiling Fans	41	3
Ceiling Fans	41	4
Ceiling Fans	41	5
Ceiling Fans	41	6
Ceiling Fans	41	7
Ceiling Fans	41	8
Ceiling Fans	41	9
Coffee Makers	42	1
Coffee Makers	42	2
Coffee Makers	42	3
Coffee Makers	42	4
Coffee Makers	42	5
Coffee Makers	42	6
Coffee Makers	42	7
Coffee Makers	42	8
Coffee Makers	42	9
Dehumidifiers	43	1
Dehumidifiers	43	2
Dehumidifiers	43	3
Dehumidifiers	43	4
Dehumidifiers	43	5
Dehumidifiers	43	6
Dehumidifiers	43	7
Dehumidifiers	43	8
Dehumidifiers	43	9
Microwave Ovens	44	1
Microwave Ovens	44	2
Microwave Ovens	44	3
Microwave Ovens	44	4
Microwave Ovens	44	5
Microwave Ovens	44	6
Microwave Ovens	44	7
Microwave Ovens	44	8
Microwave Ovens	44	9
Pool Pump	45	1
Pool Pump	45	2
Pool Pump	45	3
Pool Pump	45	4
Pool Pump	45	5
Pool Pump	45	6
Pool Pump	45	7
Pool Pump	45	8
Pool Pump	45	9
Pool Heaters	46	1
Pool Heaters	46	2
Pool Heaters	46	3
Pool Heaters	46	4
Pool Heaters	46	5
Pool Heaters	46	6
Pool Heaters	46	7
Pool Heaters	46	8
Pool Heaters	46	9
Residential Security Systems	47	1
Residential Security Systems	47	2
Residential Security Systems	47	3
Residential Security Systems	47	4
Residential Security Systems	47	5
Residential Security Systems	47	6
Residential Security Systems	47	7
Residential Security Systems	47	8
Residential Security Systems	47	9
Portable Electric Spas	48	1
Portable Electric Spas	48	2
Portable Electric Spas	48	3
Portable Electric Spas	48	4
Portable Electric Spas	48	5
Portable Electric Spas	48	6
Portable Electric Spas	48	7
Portable Electric Spas	48	8
Portable Electric Spas	48	9
Miscellaneous Refrigeration Products	49	1
Miscellaneous Refrigeration Products	49	2
Miscellaneous Refrigeration Products	49	3
Miscellaneous Refrigeration Products	49	4
Miscellaneous Refrigeration Products	49	5
Miscellaneous Refrigeration Products	49	6
Miscellaneous Refrigeration Products	49	7
Miscellaneous Refrigeration Products	49	8
Miscellaneous Refrigeration Products	49	9
Smart Speakers	50	1
Smart Speakers	50	2
Smart Speakers	50	3
Smart Speakers	50	4
Smart Speakers	50	5
Smart Speakers	50	6
Smart Speakers	50	7
Smart Speakers	50	8
Smart Speakers	50	9
Smartphones	51	1
Smartphones	51	2
Smartphones	51	3
Smartphones	51	4
Smartphones	51	5
Smartphones	51	6
Smartphones	51	7
Smartphones	51	8
Smartphones	51	9
Tablets	52	1
Tablets	52	2
Tablets	52	3
Tablets	52	4
Tablets	52	5
Tablets	52	6
Tablets	52	7
Tablets	52	8
Tablets	52	9
Small Kitchen Appliances	53	1
Small Kitchen Appliances	53	2
Small Kitchen Appliances	53	3
Small Kitchen Appliances	53	4
Small Kitchen Appliances	53	5
Small Kitchen Appliances	53	6
Small Kitchen Appliances	53	7
Small Kitchen Appliances	53	8
Small Kitchen Appliances	53	9
Electric Other	54	1
Electric Other	54	2
Electric Other	54	3
Electric Other	54	4
Electric Other	54	5
Electric Other	54	6
Electric Other	54	7
Electric Other	54	8
Electric Other	54	9
Natural Gas Secondary Heating	55	1
Natural Gas Secondary Heating	55	2
Natural Gas Secondary Heating	55	3
Natural Gas Secondary Heating	55	4
Natural Gas Secondary Heating	55	5
Natural Gas Secondary Heating	55	6
Natural Gas Secondary Heating	55	7
Natural Gas Secondary Heating	55	8
Natural Gas Secondary Heating	55	9
Electric Secondary Heating	56	1
Electric Secondary Heating	56	2
Electric Secondary Heating	56	3
Electric Secondary Heating	56	4
Electric Secondary Heating	56	5
Electric Secondary Heating	56	6
Electric Secondary Heating	56	7
Electric Secondary Heating	56	8
Electric Secondary Heating	56	9
Distillate Fuel Oil & Kerosene Secondary Heating	57	1
Distillate Fuel Oil & Kerosene Secondary Heating	57	2
Distillate Fuel Oil & Kerosene Secondary Heating	57	3
Distillate Fuel Oil & Kerosene Secondary Heating	57	4
Distillate Fuel Oil & Kerosene Secondary Heating	57	5
Distillate Fuel Oil & Kerosene Secondary Heating	57	6
Distillate Fuel Oil & Kerosene Secondary Heating	57	7
Distillate Fuel Oil & Kerosene Secondary Heating	57	8
Distillate Fuel Oil & Kerosene Secondary Heating	57	9
Propane Secondary Heating	58	1
Propane Secondary Heating	58	2
Propane Secondary Heating	58	3
Propane Secondary Heating	58	4
Propane Secondary Heating	58	5
Propane Secondary Heating	58	6
Propane Secondary Heating	58	7
Propane Secondary Heating	58	8
Propane Secondary Heating	58	9
Wood Secondary Heating	59	1
Wood Secondary Heating	59	2
Wood Secondary Heating	59	3
Wood Secondary Heating	59	4
Wood Secondary Heating	59	5
Wood Secondary Heating	59	6
Wood Secondary Heating	59	7
Wood Secondary Heating	59	8
Wood Secondary Heating	59	9
Natural Gas Other	60	1
Natural Gas Other	60	2
Natural Gas Other	60	3
Natural Gas Other	60	4
Natural Gas Other	60	5
Natural Gas Other	60	6
Natural Gas Other	60	7
Natural Gas Other	60	8
Natural Gas Other	60	9
Propane Other	61	1
Propane Other	61	2
Propane Other	61	3
Propane Other	61	4
Propane Other	61	5
Propane Other	61	6
Propane Other	61	7
Propane Other	61	8
Propane Other	61	9
Distillate Fuel Oil & Kerosene Other	62	1
Distillate Fuel Oil & Kerosene Other	62	2
Distillate Fuel Oil & Kerosene Other	62	3
Distillate Fuel Oil & Kerosene Other	62	4
Distillate Fuel Oil & Kerosene Other	62	5
Distillate Fuel Oil & Kerosene Other	62	6
Distillate Fuel Oil & Kerosene Other	62	7
Distillate Fuel Oil & Kerosene Other	62	8
Distillate Fuel Oil & Kerosene Other	62	9
