Notes: taken from wlgas.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resid_old,resid,state,play,district_number,rrc,Reg,drill_depth_ft,API,Oilvisc,Gasgrav,GOR,NGPL,NGPLET,NGPLPR,NGPLBU,NGPLIS,NGPLPP,HeatVal,CO2cont,H2Scont,N2cont,Sulfur,std_pattern_size_acres,Noilwell,Ngaswell,Ninjwell,lateral_count,lateral_length_ft,PHI,Pay,PERM,SOI,SOC,SOR,SWI,BOI,VDP,OOIP,flag,total_pattern_size_acres,Resacc,process_code,proc_code,PROV,Totprod,Totinj,Totconv,Totps,past_wells,lyroil,lyrgas,numacc,decline_factor,oil_decline_rate,gas_decline_rate,fed_land,co2_flag,project_royalty_multiplier,OP1,OP2,OP3,OP4,OP5,OP6,OP7,OP8,OP9,OP10,OP11,OP12,OP13,OP14,OP15,OP16,OP17,OP18,OP19,OP20,OP21,OP22,OP23,OP24,OP25,OP26,OP27,OP28,OP29,OP30,OP31,OP32,OP33,OP34,OP35,OP36,OP37,OP38,OP39,OP40,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,GP21,GP22,GP23,GP24,GP25,GP26,GP27,GP28,GP29,GP30,GP31,GP32,GP33,GP34,GP35,GP36,GP37,GP38,GP39,GP40,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,CO21,CO22,CO23,CO24,CO25,CO26,CO27,CO28,CO29,CO30,CO31,CO32,CO33,CO34,CO35,CO36,CO37,CO38,CO39,CO40,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19,WP20,WP21,WP22,WP23,WP24,WP25,WP26,WP27,WP28,WP29,WP30,WP31,WP32,WP33,WP34,WP35,WP36,WP37,WP38,WP39,WP40,WI1,WI2,WI3,WI4,WI5,WI6,WI7,WI8,WI9,WI10,WI11,WI12,WI13,WI14,WI15,WI16,WI17,WI18,WI19,WI20,WI21,WI22,WI23,WI24,WI25,WI26,WI27,WI28,WI29,WI30,WI31,WI32,WI33,WI34,WI35,WI36,WI37,WI38,WI39,WI40,II1,II2,II3,II4,II5,II6,II7,II8,II9,II10,II11,II12,II13,II14,II15,II16,II17,II18,II19,II20,II21,II22,II23,II24,II25,II26,II27,II28,II29,II30,II31,II32,II33,II34,II35,II36,II37,II38,II39,II40,WL1,WL2,WL3,WL4,WL5,WL6,WL7,WL8,WL9,WL10,WL11,WL12,WL13,WL14,WL15,WL16,WL17,WL18,WL19,WL20,WL21,WL22,WL23,WL24,WL25,WL26,WL27,WL28,WL29,WL30,WL31,WL32,WL33,WL34,WL35,WL36,WL37,WL38,WL39,WL40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGAL4001511,DGAL490900100,AL,4909,2,1,2,18420.4,62.0,0.075,0.82,0.066,132.099,0.408,0.266,0.107,0.07,0.15,1228.0,0.0,0.0,0.0,-1.0,480.0,0,6,0,0.0,0.0,12.0,34.0,2.0,0.0,0.0,30.5,19.0,5.413,0.0,0.0,0,34400.0,9,1,1,49,1,0,0,0,55.0,111.703,410.561,0.0,0.917,0.974,0.917,N,0,0,108.798722,105.97,103.21,100.53,97.92,95.37,92.89,90.48,88.12,85.83,83.6,81.43,79.31,77.25,75.24,73.28,71.38,69.52,67.72,65.95,64.24,62.57,60.94,59.36,57.81,56.31,54.85,53.42,52.03,50.68,49.36,48.08,46.83,45.61,44.43,43.27,42.15,41.05,39.98,38.94,376.484437,442.0823442,316.5816217,290.3053471,266.2100033,244.1145731,223.8530635,205.2732592,188.2355787,172.6120257,158.2852275,145.1475537,133.1003067,122.0529812,111.9225838,102.6330093,94.11446957,86.3029686,79.1398222,72.57121696,66.54780595,61.02433806,55.959318,51.31469461,47.05557495,43.14996223,39.56851537,36.28432859,33.27272932,30.51109278,27.97867208,25.6564423,23.52695759,21.57422011,19.78355984,18.14152437,16.63577785,15.25500829,13.9888426,12.82776867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,2.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGAL4405814,DGAL650100107,AL,6501,1,1,2,2352.4,47.477,0.001,0.561,0.0,42.0,0.408,0.266,0.107,0.07,0.15,1000.577,1.494,0.0,0.005,-1.0,84.041,0,12,0,0.0,0.0,11.34,300.87,23.278,1.095,1.095,30.407,27.07,1.055,-0.998,0.0,2,17720.0,9,7,7,65,1,0,0,0,12.0,7.206087667,33779.04503,0.0,0.917,0.974,0.917,N,0,0,7.069,6.935,6.803,6.674,6.547,6.423,6.301,6.181,6.063,5.948,5.835,5.724,5.616,5.509,5.404,5.302,5.201,5.102,5.005,4.91,4.817,4.725,4.635,4.547,4.461,4.376,4.293,4.211,4.131,4.053,3.976,3.9,3.826,3.754,3.682,3.612,3.544,3.476,3.41,3.345,33137.0,41627.1864,31890.0,31284.0,30690.0,30107.0,29535.0,28973.0,28423.0,27883.0,27353.0,26833.0,26324.0,25823.0,25333.0,24851.0,24379.0,23916.0,23462.0,23016.0,22579.0,22150.0,21729.0,21316.0,20911.0,20514.0,20124.0,19741.0,19366.0,18998.0,18637.0,18283.0,17936.0,17595.0,17261.0,16933.0,16611.0,16296.0,15986.0,15682.0,0.0,0.0,17813.781,8430.389,0.0,0.0,192.157,192.157,0.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGAR4833213,DGAR497100311,AR,4971,5,-1,3,10625.8,42.364,0.001,0.68,0.0,17.281,0.07,0.271,0.192,0.116,0.352,1157.0,1.9,0.0,0.6,-1.0,160.0,281,0,0,0.0,0.0,10.0,33.0,112.714,0.0,0.0,25.0,20.0,2.261,-1.0,0.0,0,14720.0,9,6,6,49,1,0,0,0,623.0,453.586,2015.49,0.0,0.823,0.828,0.823,N,0,0,375.569208,310.97,257.48,213.2,176.53,146.16,121.02,100.21,82.97,68.7,56.88,47.1,39.0,32.29,26.74,22.14,18.33,15.18,12.57,10.41,8.62,7.13,5.91,4.89,4.05,3.35,2.78,2.3,1.9,1.58,1.3,1.08,0.89,0.74,0.61,0.51,0.42,0.35,0.29,0.24,1658.74827,1365.149826,1123.518307,924.6555666,760.9915313,626.2960303,515.4416329,424.2084639,349.1235658,287.3286946,236.4715157,194.6160574,160.1690153,131.8190996,108.4871189,89.28489888,73.48147178,60.47525127,49.7711318,40.96164147,33.71143093,27.74450766,22.8337298,18.79215963,15.46594737,12.72847469,10.47553467,8.621365031,7.095383421,5.839500555,4.805908957,3.955263072,3.255181508,2.679014381,2.204828836,1.814574132,1.49339451,1.229063682,1.01151941,0.832480475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,3.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGAR6202101,DGAR620200101,AR,6202,5,-1,3,14528.4,55.684,26.415,0.752,99999.0,0.0,0.428,0.377,0.192,0.117,0.352,1163.583,1.9,0.0,3.574,-1.0,332.306,0,253,0,0.0,0.0,25.179,471.441,1233.079,7.545,7.545,31.467,64.0,2.44,0.516,0.0,99,164779.375,9,1,1,62,1,0,0,0,891.0,0,3092.835,1.0,0.823,0.828,0.823,N,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2545.403205,2094.866838,1724.075407,1418.91406,1167.766272,961.0716416,790.961961,650.9616939,535.7414741,440.9152332,362.8732369,298.644674,245.7845667,202.2806984,166.4770148,137.0105832,112.7597099,92.80124127,76.37542157,62.85697195,51.73128792,42.57484995,35.03910151,28.83718054,23.73299959,19.53225866,16.07504888,13.22976523,10.88809678,8.960903651,7.374823705,6.069479909,4.995181965,4.111034757,3.383381605,2.784523061,2.291662479,1.886038221,1.552209456,1.277468382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGAR6202201,DGAR620200201,AR,6202,5,-1,3,14528.4,55.684,26.415,0.752,99999.0,0.0,0.428,0.377,0.192,0.117,0.352,1163.583,1.9,0.0,3.574,-1.0,332.306,0,8,0,0.0,0.0,25.179,471.441,1233.079,7.545,7.545,31.467,64.0,2.44,0.516,0.0,99,164779.375,9,1,1,62,1,0,0,0,53.0,0,47.461,1.0,0.823,0.828,0.823,Y,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.060403,32.14671167,26.4567437,21.77390007,17.91991976,14.74809396,12.13768133,9.989311733,8.221203556,6.766050527,5.568459584,4.582842237,3.771679161,3.10409195,2.554667675,2.102491496,1.730350501,1.424078463,1.172016575,0.964569641,0.793840815,0.65333099,0.537691405,0.442520026,0.364193982,0.299731647,0.246679145,0.203016937,0.167082939,0.137509259,0.11317012,0.093139009,0.076653404,0.063085752,0.051919574,0.042729809,0.035166633,0.028942139,0.02381938,0.01960335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGAR6203101,DGAR620300101,AR,6203,5,-1,3,14528.4,58.0,26.415,0.752,99999.0,0.0,0.428,0.377,0.192,0.117,0.352,1163.583,1.9,0.0,3.574,-1.0,332.306,0,1,0,0.0,0.0,25.179,471.441,1233.079,7.545,7.545,31.467,64.0,2.44,0.516,0.0,99,164779.375,9,1,1,62,1,0,0,0,1.0,0,3.132,1.0,0.823,0.828,0.823,Y,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.577636,2.121394428,1.745907614,1.436881967,1.182553858,0.973241826,0.800978022,0.659204912,0.542525643,0.446498604,0.367468351,0.302426453,0.248896971,0.204842207,0.168585136,0.138745567,0.114187602,0.093976396,0.077342574,0.063652939,0.052386368,0.043113981,0.035482807,0.02920235,0.024033534,0.019779598,0.016278609,0.013397296,0.011025974,0.009074377,0.007468212,0.006146339,0.005058437,0.004163093,0.003426226,0.002819784,0.002320682,0.001909921,0.001571865,0.001293645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGAR6204101,DGAR620400101,AR,6204,5,-1,3,14528.4,43.0,26.415,0.752,99999.0,0.0,0.428,0.377,0.192,0.117,0.352,1163.583,1.9,0.0,3.574,-1.0,332.306,0,249,0,0.0,0.0,25.179,471.441,1233.079,7.545,7.545,31.467,64.0,2.44,0.516,0.0,99,164779.375,9,1,1,62,1,0,0,0,1142.0,0,3418.506,1.0,0.823,0.828,0.823,N,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2813.430438,2315.45325,1905.618025,1568.323635,1290.730351,1062.271079,874.2490981,719.5070078,592.1542674,487.3429621,401.0832578,330.0915212,271.6653219,223.5805599,184.0068008,151.4375971,124.6331424,102.5730762,84.41764171,69.47571912,57.17851684,47.05791936,38.72866763,31.87369346,26.23204972,21.58897692,17.767728,14.62284015,12.03459744,9.904473694,8.15138185,6.708587263,5.521167317,4.543920702,3.739646738,3.077729265,2.532971185,2.084635285,1.71565484,1.411983933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGAR6204201,DGAR620400201,AR,6204,5,-1,3,14528.4,43.0,26.415,0.752,99999.0,0.0,0.428,0.377,0.192,0.117,0.352,1163.583,1.9,0.0,3.574,-1.0,332.306,0,11,0,0.0,0.0,25.179,471.441,1233.079,7.545,7.545,31.467,64.0,2.44,0.516,0.0,99,164779.375,9,1,1,62,1,0,0,0,28.0,0,230.89,1.0,0.823,0.828,0.823,Y,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.02247,156.3884928,128.7077296,105.9264614,87.17747777,71.74706421,59.04783384,48.59636725,39.99481025,32.91572883,27.08964483,22.2947777,18.34860204,15.10089948,12.42804027,10.22827714,8.41787209,6.92790873,5.701668885,4.692473492,3.861905684,3.178348378,2.615780715,2.152787529,1.771744136,1.458145424,1.200053684,0.987644182,0.812831162,0.668960046,0.550554118,0.453106039,0.37290627,0.30690186,0.252580231,0.20787353,0.171079915,0.14079877,0.115877388,0.09536709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGAR6205101,DGAR620500101,AR,6205,5,-1,3,14528.4,46.25,26.415,0.752,99999.0,0.0,0.428,0.377,0.192,0.117,0.352,1163.583,1.9,0.0,3.574,-1.0,332.306,0,170,0,0.0,0.0,25.179,471.441,1233.079,7.545,7.545,31.467,64.0,2.44,0.516,0.0,99,164779.375,9,1,1,62,1,0,0,0,478.0,0,3270.048,1.0,0.823,0.828,0.823,N,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2691.249504,2214.898342,1822.861335,1500.214879,1234.676845,1016.139044,836.282433,688.2604424,566.4383441,466.1787572,383.6651171,315.7563914,259.8675101,213.8709608,176.0158008,144.861004,119.2206063,98.118559,80.75157406,66.45854545,54.6953829,45.01430013,37.04676901,30.48949089,25.09285101,20.65141638,16.99611568,13.9878032,11.51196204,9.474344756,7.797385734,6.417248459,5.281395482,4.346588482,3.57724232,2.94407043,2.422969964,1.99410428,1.641147822,1.350664658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
