Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wells left to drill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resid_old,resid,state,play,district_number,rrc,Reg,lookup_wls,drill_depth_ft,API,Oilvisc,Gasgrav,GOR,NGPL,NGPLET,NGPLPR,NGPLBU,NGPLIS,NGPLPP,HeatVal,CO2cont,H2Scont,N2cont,Sulfur,std_pattern_size_acres,Noilwell,Ngaswell,Ninjwell,Latnum,Latlen,PHI,Pay,PERM,SOI,SOC,SOR,SWI,BOI,VDP,OOIP,process_code,total_pattern_size_acres,resacc,PROV,Totprod,Totinj,Totconv,Totps,totpat,past_wells,lyroil,lyrgas,numacc,federal_land,project_royalty_multiplier,OP1,OP2,OP3,OP4,OP5,OP6,OP7,OP8,OP9,OP10,OP11,OP12,OP13,OP14,OP15,OP16,OP17,OP18,OP19,OP20,OP21,OP22,OP23,OP24,OP25,OP26,OP27,OP28,OP29,OP30,OP31,OP32,OP33,OP34,OP35,OP36,OP37,OP38,OP39,OP40,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,GP21,GP22,GP23,GP24,GP25,GP26,GP27,GP28,GP29,GP30,GP31,GP32,GP33,GP34,GP35,GP36,GP37,GP38,GP39,GP40,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,CO21,CO22,CO23,CO24,CO25,CO26,CO27,CO28,CO29,CO30,CO31,CO32,CO33,CO34,CO35,CO36,CO37,CO38,CO39,CO40,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19,WP20,WP21,WP22,WP23,WP24,WP25,WP26,WP27,WP28,WP29,WP30,WP31,WP32,WP33,WP34,WP35,WP36,WP37,WP38,WP39,WP40,WI1,WI2,WI3,WI4,WI5,WI6,WI7,WI8,WI9,WI10,WI11,WI12,WI13,WI14,WI15,WI16,WI17,WI18,WI19,WI20,WI21,WI22,WI23,WI24,WI25,WI26,WI27,WI28,WI29,WI30,WI31,WI32,WI33,WI34,WI35,WI36,WI37,WI38,WI39,WI40,II1,II2,II3,II4,II5,II6,II7,II8,II9,II10,II11,II12,II13,II14,II15,II16,II17,II18,II19,II20,II21,II22,II23,II24,II25,II26,II27,II28,II29,II30,II31,II32,II33,II34,II35,II36,II37,II38,II39,II40
EGWY3702423,EGWY208600415,WY,2086,66,-1,5,SHALLOW_WY_B,1500,35,0,0,0,0,0.326,0.334,0.155,0.03,0.155,0,0,0,0,0,80,0,0,0,0,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,165335.04,10,20,1,0,0,0,2067,0,0,0,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.691,21.337,8.916,4.248,2.23,1.26,0.755,0.475,0.311,0.21,0.146,0.104,0.076,0.056,0.043,0.033,0.025,0.02,0.016,0.013,0.01,0.008,0.007,0.006,0.005,0.004,0.003,0.003,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGWY3702523,EGWY208600515,WY,2086,66,-1,5,SHALLOW_WY_M,1500,35,0,0,0,0,0.326,0.334,0.155,0.03,0.155,0,0,0,0,0,80,0,0,0,0,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,124001.28,10,20,1,0,0,0,1550,0,0,0,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.364,42.669,17.83,8.496,4.459,2.52,1.511,0.95,0.621,0.42,0.292,0.209,0.152,0.113,0.085,0.065,0.051,0.04,0.032,0.025,0.021,0.017,0.014,0.012,0.01,0.008,0.007,0.006,0.005,0.004,0.004,0.003,0.003,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGWY3702623,EGWY208600615,WY,2086,66,-1,5,SHALLOW_WY_T,1500,35,0,0,0,0,0.326,0.334,0.155,0.03,0.155,0,0,0,0,0,80,0,0,0,0,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,124001.28,10,20,1,0,0,0,1550,0,0,0,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.178,71.312,29.799,14.199,7.452,4.212,2.525,1.588,1.038,0.702,0.489,0.349,0.254,0.189,0.142,0.109,0.085,0.067,0.053,0.043,0.035,0.028,0.023,0.019,0.016,0.014,0.011,0.01,0.008,0.007,0.006,0.005,0.005,0.004,0.004,0.003,0.003,0.002,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGCO2002223,EGCO208700115,CO,2087,7,-1,5,DIVIDE CREEK_CO_B,3800,35,0,0,0,0,0.394,0.29,0.109,0.061,0.146,0,0,0,0,0,80,0,0,0,0,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,35020.8,10,20,1,0,0,0,438,0,0,0,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.418,18.822,7.865,3.748,1.967,1.112,0.666,0.419,0.274,0.185,0.129,0.092,0.067,0.05,0.038,0.029,0.022,0.018,0.014,0.011,0.009,0.007,0.006,0.005,0.004,0.004,0.003,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGCO2002323,EGCO208700215,CO,2087,7,-1,5,DIVIDE CREEK_CO_M,3800,35,0,0,0,0,0.394,0.29,0.109,0.061,0.146,0,0,0,0,0,80,0,0,0,0,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,26265.6,10,20,1,0,0,0,328,0,0,0,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.254,37.443,15.646,7.455,3.913,2.212,1.326,0.834,0.545,0.369,0.257,0.183,0.133,0.099,0.075,0.057,0.045,0.035,0.028,0.022,0.018,0.015,0.012,0.01,0.008,0.007,0.006,0.005,0.004,0.004,0.003,0.003,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGCO2002423,EGCO208700315,CO,2087,7,-1,5,DIVIDE CREEK_CO_T,3800,35,0,0,0,0,0.394,0.29,0.109,0.061,0.146,0,0,0,0,0,80,0,0,0,0,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,26265.6,10,20,1,0,0,0,328,0,0,0,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.798,62.534,26.131,12.451,6.534,3.693,2.214,1.392,0.911,0.616,0.429,0.306,0.223,0.165,0.125,0.096,0.074,0.058,0.046,0.037,0.03,0.025,0.02,0.017,0.014,0.012,0.01,0.009,0.007,0.006,0.005,0.005,0.004,0.004,0.003,0.003,0.002,0.002,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGUT2100821,CGUT211000113,UT,2110,60,-1,5,HERMOSA_UT_SAN JUAN,14750,51,0,0,0,100,0.209,0.35,0.126,0.088,0.226,0,0,0,0,0,80,0,0,0,1,5000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,84160,10,21,1,0,0,0,1060,1,0,0,1,N,0,5.677,3.395,2.652,2.245,1.979,1.787,1.641,1.525,1.43,1.35,1.282,1.223,1.171,1.125,1.084,1.047,1.013,0.982,0.954,0.928,0.904,0.882,0.861,0.842,0.824,0.807,0.791,0.775,0.761,0.747,0.734,0.722,0.71,0.699,0.688,0.678,0.668,0.659,0.65,0.641,1.883,1.126,0.88,0.745,0.656,0.593,0.544,0.506,0.474,0.448,0.425,0.406,0.388,0.373,0.359,0.347,0.336,0.326,0.317,0.308,0.3,0.293,0.286,0.279,0.273,0.268,0.262,0.257,0.252,0.248,0.244,0.239,0.236,0.232,0.228,0.225,0.222,0.218,0.215,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGUT2100121,EGUT211000213,UT,2110,60,-1,5,HERMOSA_UT_DOLORES,14750,51,0,0,0,100,0.209,0.35,0.126,0.088,0.226,0,0,0,0,0,80,0,0,0,1,5000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1600,10,21,1,0,0,0,20,0,0,0,1,N,0,30.188,10.441,4.363,2.079,1.091,0.617,0.37,0.232,0.152,0.103,0.072,0.051,0.037,0.028,0.021,0.016,0.012,0.01,0.008,0.006,0.005,0.004,0.003,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,7.745,2.679,1.119,0.533,0.28,0.158,0.095,0.06,0.039,0.026,0.018,0.013,0.01,0.007,0.005,0.004,0.003,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGUT2100221,EGUT211000313,UT,2110,60,-1,5,HERMOSA_UT_DOLORES_FL,14750,51,0,0,0,100,0.209,0.35,0.126,0.088,0.226,0,0,0,0,0,80,0,0,0,1,5000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,160,2,21,1,0,0,0,2,0,0,0,1,Y,1,30.188,10.441,4.363,2.079,1.091,0.617,0.37,0.232,0.152,0.103,0.072,0.051,0.037,0.028,0.021,0.016,0.012,0.01,0.008,0.006,0.005,0.004,0.003,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,7.745,2.679,1.119,0.533,0.28,0.158,0.095,0.06,0.039,0.026,0.018,0.013,0.01,0.007,0.005,0.004,0.003,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGUT2100321,EGUT211000413,UT,2110,60,-1,5,HERMOSA_UT_EMERY,14750,51,0,0,0,100,0.209,0.35,0.126,0.088,0.226,0,0,0,0,0,80,0,0,0,1,5000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,18720,10,21,1,0,0,0,234,0,0,0,1,N,0,30.188,10.441,4.363,2.079,1.091,0.617,0.37,0.232,0.152,0.103,0.072,0.051,0.037,0.028,0.021,0.016,0.012,0.01,0.008,0.006,0.005,0.004,0.003,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,7.745,2.679,1.119,0.533,0.28,0.158,0.095,0.06,0.039,0.026,0.018,0.013,0.01,0.007,0.005,0.004,0.003,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGUT2100421,EGUT211000513,UT,2110,60,-1,5,HERMOSA_UT_EMERY_FL,14750,51,0,0,0,100,0.209,0.35,0.126,0.088,0.226,0,0,0,0,0,80,0,0,0,1,5000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,89920,2,21,1,0,0,0,1124,0,0,0,1,Y,1,30.188,10.441,4.363,2.079,1.091,0.617,0.37,0.232,0.152,0.103,0.072,0.051,0.037,0.028,0.021,0.016,0.012,0.01,0.008,0.006,0.005,0.004,0.003,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,7.745,2.679,1.119,0.533,0.28,0.158,0.095,0.06,0.039,0.026,0.018,0.013,0.01,0.007,0.005,0.004,0.003,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGUT2100521,EGUT211000613,UT,2110,60,-1,5,HERMOSA_UT_GRAND,14750,51,0,0,0,100,0.209,0.35,0.126,0.088,0.226,0,0,0,0,0,80,0,0,0,1,5000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,30400,10,21,1,0,0,0,380,0,0,0,1,N,0,30.188,10.441,4.363,2.079,1.091,0.617,0.37,0.232,0.152,0.103,0.072,0.051,0.037,0.028,0.021,0.016,0.012,0.01,0.008,0.006,0.005,0.004,0.003,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,7.745,2.679,1.119,0.533,0.28,0.158,0.095,0.06,0.039,0.026,0.018,0.013,0.01,0.007,0.005,0.004,0.003,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGUT2100621,EGUT211000713,UT,2110,60,-1,5,HERMOSA_UT_GRAND_FL,14750,51,0,0,0,100,0.209,0.35,0.126,0.088,0.226,0,0,0,0,0,80,0,0,0,1,5000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,113440,2,21,1,0,0,0,1418,0,0,0,1,Y,1,30.188,10.441,4.363,2.079,1.091,0.617,0.37,0.232,0.152,0.103,0.072,0.051,0.037,0.028,0.021,0.016,0.012,0.01,0.008,0.006,0.005,0.004,0.003,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,7.745,2.679,1.119,0.533,0.28,0.158,0.095,0.06,0.039,0.026,0.018,0.013,0.01,0.007,0.005,0.004,0.003,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGUT2100721,EGUT211000813,UT,2110,60,-1,5,HERMOSA_UT_GRAND_FL_NLS,14750,51,0,0,0,100,0.209,0.35,0.126,0.088,0.226,0,0,0,0,0,80,0,0,0,1,5000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1760,1,21,1,0,0,0,22,0,0,0,1,Y,1,30.188,10.441,4.363,2.079,1.091,0.617,0.37,0.232,0.152,0.103,0.072,0.051,0.037,0.028,0.021,0.016,0.012,0.01,0.008,0.006,0.005,0.004,0.003,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,7.745,2.679,1.119,0.533,0.28,0.158,0.095,0.06,0.039,0.026,0.018,0.013,0.01,0.007,0.005,0.004,0.003,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGUT2100921,EGUT211000913,UT,2110,60,-1,5,HERMOSA_UT_SAN JUAN_FL,14750,51,0,0,0,100,0.209,0.35,0.126,0.088,0.226,0,0,0,0,0,80,0,0,0,1,5000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2720,9,21,1,0,0,0,36,6,0,0,1,Y,0.625,5.677,3.395,2.652,2.245,1.979,1.787,1.641,1.525,1.43,1.35,1.282,1.223,1.171,1.125,1.084,1.047,1.013,0.982,0.954,0.928,0.904,0.882,0.861,0.842,0.824,0.807,0.791,0.775,0.761,0.747,0.734,0.722,0.71,0.699,0.688,0.678,0.668,0.659,0.65,0.641,1.883,1.126,0.88,0.745,0.656,0.593,0.544,0.506,0.474,0.448,0.425,0.406,0.388,0.373,0.359,0.347,0.336,0.326,0.317,0.308,0.3,0.293,0.286,0.279,0.273,0.268,0.262,0.257,0.252,0.248,0.244,0.239,0.236,0.232,0.228,0.225,0.222,0.218,0.215,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGUT2101021,EGUT211001013,UT,2110,60,-1,5,HERMOSA_UT_SAN JUAN_FL_NLA,14750,51,0,0,0,100,0.209,0.35,0.126,0.088,0.226,0,0,0,0,0,80,0,0,0,1,5000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,116800,2,21,1,0,0,0,1460,0,0,0,1,Y,1,5.677,3.395,2.652,2.245,1.979,1.787,1.641,1.525,1.43,1.35,1.282,1.223,1.171,1.125,1.084,1.047,1.013,0.982,0.954,0.928,0.904,0.882,0.861,0.842,0.824,0.807,0.791,0.775,0.761,0.747,0.734,0.722,0.71,0.699,0.688,0.678,0.668,0.659,0.65,0.641,1.883,1.126,0.88,0.745,0.656,0.593,0.544,0.506,0.474,0.448,0.425,0.406,0.388,0.373,0.359,0.347,0.336,0.326,0.317,0.308,0.3,0.293,0.286,0.279,0.273,0.268,0.262,0.257,0.252,0.248,0.244,0.239,0.236,0.232,0.228,0.225,0.222,0.218,0.215,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
