Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wells left to drill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resid_old,resid,state,play,district_number,rrc,Reg,lookup_wls,drill_depth_ft,API,Oilvisc,Gasgrav,GOR,NGPL,NGPLET,NGPLPR,NGPLBU,NGPLIS,NGPLPP,HeatVal,CO2cont,H2Scont,N2cont,Sulfur,std_pattern_size_acres,Noilwell,Ngaswell,Ninjwell,Latnum,Latlen,PHI,Pay,PERM,SOI,SOC,SOR,SWI,BOI,VDP,OOIP,process_code,total_pattern_size_acres,resacc,PROV,Totprod,Totinj,Totconv,Totps,totpat,past_wells,lyroil,lyrgas,numacc,federal_land,project_royalty_multiplier,OP1,OP2,OP3,OP4,OP5,OP6,OP7,OP8,OP9,OP10,OP11,OP12,OP13,OP14,OP15,OP16,OP17,OP18,OP19,OP20,OP21,OP22,OP23,OP24,OP25,OP26,OP27,OP28,OP29,OP30,OP31,OP32,OP33,OP34,OP35,OP36,OP37,OP38,OP39,OP40,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,GP21,GP22,GP23,GP24,GP25,GP26,GP27,GP28,GP29,GP30,GP31,GP32,GP33,GP34,GP35,GP36,GP37,GP38,GP39,GP40,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,CO21,CO22,CO23,CO24,CO25,CO26,CO27,CO28,CO29,CO30,CO31,CO32,CO33,CO34,CO35,CO36,CO37,CO38,CO39,CO40,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19,WP20,WP21,WP22,WP23,WP24,WP25,WP26,WP27,WP28,WP29,WP30,WP31,WP32,WP33,WP34,WP35,WP36,WP37,WP38,WP39,WP40,WI1,WI2,WI3,WI4,WI5,WI6,WI7,WI8,WI9,WI10,WI11,WI12,WI13,WI14,WI15,WI16,WI17,WI18,WI19,WI20,WI21,WI22,WI23,WI24,WI25,WI26,WI27,WI28,WI29,WI30,WI31,WI32,WI33,WI34,WI35,WI36,WI37,WI38,WI39,WI40,II1,II2,II3,II4,II5,II6,II7,II8,II9,II10,II11,II12,II13,II14,II15,II16,II17,II18,II19,II20,II21,II22,II23,II24,II25,II26,II27,II28,II29,II30,II31,II32,II33,II34,II35,II36,II37,II38,II39,II40
EGPA6704621,EGPA676113213,PA,6761,43,-1,1,MARCELLUS INTERIOR_PA_CENTRE_0,6750,52,0,0,0,20,0.428,0.32,0.098,0.052,0.101,0,0,0,0,0,149,0,0,0,1,5142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,164160,10,67,1,0,0,0,1102,0,0,0,1,N,0,7.175,3.414,2.045,1.381,1.004,0.767,0.608,0.496,0.413,0.35,0.301,0.263,0.231,0.205,0.183,0.165,0.15,0.136,0.125,0.115,0.106,0.098,0.091,0.085,0.079,0.074,0.07,0.066,0.062,0.059,0.056,0.053,0.05,0.048,0.045,0.043,0.041,0.04,0.038,0.036,527.569,251.003,150.377,101.537,73.814,56.428,44.741,36.472,30.387,25.766,22.166,19.303,16.983,15.076,13.487,12.147,11.007,10.027,9.178,8.438,7.788,7.214,6.704,6.248,5.84,5.473,5.14,4.839,4.565,4.314,4.085,3.874,3.68,3.501,3.335,3.181,3.039,2.906,2.782,2.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.079,5.271,3.158,2.132,1.55,1.185,0.94,0.766,0.638,0.541,0.465,0.405,0.357,0.317,0.283,0.255,0.231,0.211,0.193,0.177,0.164,0.151,0.141,0.131,0.123,0.115,0.108,0.102,0.096,0.091,0.086,0.081,0.077,0.074,0.07,0.067,0.064,0.061,0.058,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGPA6704721,EGPA676113313,PA,6761,43,-1,1,MARCELLUS INTERIOR_PA_CENTRE_100,6750,52,0,0,0,20,0.428,0.32,0.098,0.052,0.101,0,0,0,0,0,149,0,0,0,1,5142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,24640,10,67,1,0,0,0,163,2,0,0,1,N,0,5.349,3.082,2.075,1.523,1.181,0.952,0.789,0.669,0.576,0.504,0.445,0.397,0.358,0.324,0.296,0.271,0.25,0.232,0.215,0.201,0.188,0.176,0.166,0.157,0.148,0.14,0.133,0.127,0.121,0.115,0.11,0.105,0.101,0.097,0.093,0.089,0.086,0.083,0.08,0.077,2202.416,1268.796,854.321,627.085,486.367,391.965,324.932,275.266,237.229,207.319,183.284,163.618,147.279,133.525,121.815,111.745,103.008,95.369,88.642,82.682,77.37,72.612,68.329,64.457,60.943,57.741,54.814,52.13,49.662,47.385,45.279,43.327,41.514,39.825,38.25,36.777,35.398,34.104,32.889,31.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.95,30.853,20.478,14.889,11.467,9.192,7.586,6.403,5.501,4.794,4.228,3.766,3.383,3.058,2.767,2.504,2.266,2.05,1.855,1.678,1.519,1.374,1.243,1.125,1.018,0.921,0.833,0.754,0.682,0.617,0.559,0.506,0.457,0.414,0.374,0.339,0.307,0.277,0.251,0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGPA6704821,EGPA676113413,PA,6761,43,-1,1,MARCELLUS INTERIOR_PA_CENTRE_25,6750,52,0,0,0,20,0.428,0.32,0.098,0.052,0.101,0,0,0,0,0,149,0,0,0,1,5142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13440,10,67,1,0,0,0,90,0,0,0,1,N,0,8.843,2.909,1.136,0.502,0.245,0.128,0.072,0.042,0.026,0.016,0.011,0.007,0.005,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033.784,340.059,132.763,58.739,28.592,15.006,8.371,4.911,3.006,1.907,1.248,0.84,0.578,0.407,0.292,0.213,0.158,0.118,0.09,0.069,0.054,0.042,0.033,0.027,0.022,0.017,0.014,0.012,0.01,0.008,0.007,0.006,0.005,0.004,0.003,0.003,0.003,0.002,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.709,7.141,2.788,1.234,0.6,0.315,0.176,0.103,0.063,0.04,0.026,0.018,0.012,0.009,0.006,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGPA6704921,EGPA676113513,PA,6761,43,-1,1,MARCELLUS INTERIOR_PA_CENTRE_50,6750,52,0,0,0,20,0.428,0.32,0.098,0.052,0.101,0,0,0,0,0,149,0,0,0,1,5142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,27200,10,67,1,0,0,0,183,0,0,0,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2092.481,983.502,532.517,317.5,203.028,136.923,96.287,70.036,52.381,40.102,31.317,24.879,20.06,16.388,13.544,11.31,9.532,8.101,6.937,5.982,5.191,4.53,3.975,3.505,3.105,2.762,2.467,2.212,1.99,1.796,1.626,1.476,1.344,1.226,1.122,1.029,0.946,0.871,0.804,0.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.78,9.727,7.045,5.59,4.665,4.02,3.544,3.176,2.882,2.643,2.443,2.273,2.127,2,1.889,1.791,1.703,1.624,1.552,1.487,1.428,1.374,1.324,1.278,1.235,1.195,1.158,1.124,1.091,1.061,1.032,1.005,0.979,0.955,0.932,0.911,0.89,0.871,0.852,0.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGPA6705221,EGPA676113613,PA,6761,43,-1,1,MARCELLUS INTERIOR_PA_CLEARFIELD_100,6750,52,0,0,0,52,0.814,0.122,0.022,0.019,0.023,0,0,0,0,0,149,0,0,0,1,5600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,16960,10,67,1,0,0,0,114,0,0,0,1,N,0,5.349,3.082,2.075,1.523,1.181,0.952,0.789,0.669,0.576,0.504,0.445,0.397,0.358,0.324,0.296,0.271,0.25,0.232,0.215,0.201,0.188,0.176,0.166,0.157,0.148,0.14,0.133,0.127,0.121,0.115,0.11,0.105,0.101,0.097,0.093,0.089,0.086,0.083,0.08,0.077,1896.752,1092.705,735.754,540.055,418.866,337.566,279.836,237.063,204.305,178.546,157.847,140.91,126.839,114.994,104.909,96.236,88.712,82.133,76.34,71.207,66.632,62.534,58.846,55.511,52.485,49.728,47.207,44.896,42.769,40.808,38.995,37.314,35.752,34.298,32.941,31.673,30.485,29.371,28.324,27.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.999,89.834,59.627,43.352,33.39,26.763,22.088,18.643,16.016,13.958,12.31,10.965,9.851,8.904,8.057,7.29,6.596,5.969,5.401,4.887,4.422,4.001,3.62,3.276,2.964,2.682,2.427,2.196,1.987,1.798,1.627,1.472,1.332,1.205,1.09,0.987,0.893,0.808,0.731,0.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGPA6705321,EGPA676113713,PA,6761,43,-1,1,MARCELLUS INTERIOR_PA_CLEARFIELD_50,6750,52,0,0,0,52,0.814,0.122,0.022,0.019,0.023,0,0,0,0,0,149,0,0,0,1,5600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,4800,10,67,1,0,0,0,32,0,0,0,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802.075,847.006,458.611,273.435,174.85,117.92,82.924,60.316,45.111,34.536,26.971,21.426,17.276,14.114,11.665,9.74,8.209,6.977,5.975,5.152,4.47,3.902,3.423,3.019,2.674,2.379,2.125,1.905,1.714,1.546,1.4,1.271,1.157,1.056,0.966,0.886,0.814,0.75,0.692,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.859,28.322,20.513,16.275,13.582,11.706,10.319,9.247,8.393,7.694,7.112,6.618,6.194,5.825,5.501,5.214,4.957,4.727,4.519,4.331,4.158,4,3.855,3.72,3.596,3.48,3.372,3.271,3.177,3.088,3.005,2.926,2.852,2.782,2.715,2.652,2.592,2.535,2.48,2.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGPA6705521,EGPA676113813,PA,6761,43,-1,1,MARCELLUS INTERIOR_PA_CLINTON_0,6750,52,0,0,0,52,0.814,0.122,0.022,0.019,0.023,0,0,0,0,0,149,0,0,0,1,6594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,56640,10,67,1,0,0,0,380,0,0,0,1,N,0,7.175,3.414,2.045,1.381,1.004,0.767,0.608,0.496,0.413,0.35,0.301,0.263,0.231,0.205,0.183,0.165,0.15,0.136,0.125,0.115,0.106,0.098,0.091,0.085,0.079,0.074,0.07,0.066,0.062,0.059,0.056,0.053,0.05,0.048,0.045,0.043,0.041,0.04,0.038,0.036,454.332,216.159,129.502,87.442,63.567,48.594,38.53,31.409,26.169,22.189,19.089,16.623,14.626,12.983,11.615,10.461,9.479,8.635,7.904,7.267,6.707,6.212,5.773,5.381,5.03,4.713,4.427,4.167,3.931,3.715,3.518,3.336,3.169,3.015,2.872,2.74,2.617,2.502,2.396,2.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,1.513,0.907,0.612,0.445,0.34,0.27,0.22,0.183,0.155,0.134,0.116,0.102,0.091,0.081,0.073,0.066,0.06,0.055,0.051,0.047,0.043,0.04,0.038,0.035,0.033,0.031,0.029,0.028,0.026,0.025,0.023,0.022,0.021,0.02,0.019,0.018,0.018,0.017,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGPA6705721,EGPA676113913,PA,6761,43,-1,1,MARCELLUS INTERIOR_PA_CLINTON_25,6750,52,0,0,0,52,0.814,0.122,0.022,0.019,0.023,0,0,0,0,0,149,0,0,0,1,6594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,6080,10,67,1,0,0,0,41,0,0,0,1,N,0,8.843,2.909,1.136,0.502,0.245,0.128,0.072,0.042,0.026,0.016,0.011,0.007,0.005,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890.314,292.865,114.338,50.587,24.624,12.924,7.209,4.229,2.589,1.643,1.075,0.723,0.498,0.351,0.251,0.183,0.136,0.102,0.077,0.06,0.046,0.036,0.029,0.023,0.019,0.015,0.012,0.01,0.008,0.007,0.006,0.005,0.004,0.003,0.003,0.003,0.002,0.002,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.232,2.05,0.8,0.354,0.172,0.09,0.05,0.03,0.018,0.012,0.008,0.005,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGPA6705821,EGPA676114013,PA,6761,43,-1,1,MARCELLUS INTERIOR_PA_CLINTON_50,6750,52,0,0,0,52,0.814,0.122,0.022,0.019,0.023,0,0,0,0,0,149,0,0,0,1,6594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11520,10,67,1,0,0,0,77,0,0,0,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802.075,847.006,458.611,273.435,174.85,117.92,82.924,60.316,45.111,34.536,26.971,21.426,17.276,14.114,11.665,9.74,8.209,6.977,5.975,5.152,4.47,3.902,3.423,3.019,2.674,2.379,2.125,1.905,1.714,1.546,1.4,1.271,1.157,1.056,0.966,0.886,0.814,0.75,0.692,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.817,2.792,2.022,1.605,1.339,1.154,1.017,0.912,0.827,0.759,0.701,0.652,0.611,0.574,0.542,0.514,0.489,0.466,0.446,0.427,0.41,0.394,0.38,0.367,0.355,0.343,0.332,0.323,0.313,0.304,0.296,0.288,0.281,0.274,0.268,0.261,0.256,0.25,0.245,0.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGPA6706021,EGPA676114113,PA,6761,43,-1,1,MARCELLUS INTERIOR_PA_COLUMBIA_0,6750,52,0,0,0,20,0.428,0.32,0.098,0.052,0.101,0,0,0,0,0,149,0,0,0,1,5600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,64000,10,67,1,0,0,0,430,0,0,0,1,N,0,7.175,3.414,2.045,1.381,1.004,0.767,0.608,0.496,0.413,0.35,0.301,0.263,0.231,0.205,0.183,0.165,0.15,0.136,0.125,0.115,0.106,0.098,0.091,0.085,0.079,0.074,0.07,0.066,0.062,0.059,0.056,0.053,0.05,0.048,0.045,0.043,0.041,0.04,0.038,0.036,527.569,251.003,150.377,101.537,73.814,56.428,44.741,36.472,30.387,25.766,22.166,19.303,16.983,15.076,13.487,12.147,11.007,10.027,9.178,8.438,7.788,7.214,6.704,6.248,5.84,5.473,5.14,4.839,4.565,4.314,4.085,3.874,3.68,3.501,3.335,3.181,3.039,2.906,2.782,2.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.914,3.765,2.256,1.523,1.107,0.846,0.671,0.547,0.456,0.386,0.332,0.29,0.255,0.226,0.202,0.182,0.165,0.15,0.138,0.127,0.117,0.108,0.101,0.094,0.088,0.082,0.077,0.073,0.068,0.065,0.061,0.058,0.055,0.053,0.05,0.048,0.046,0.044,0.042,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGPA6706121,EGPA676114213,PA,6761,43,-1,1,MARCELLUS INTERIOR_PA_COLUMBIA_100,6750,52,0,0,0,20,0.428,0.32,0.098,0.052,0.101,0,0,0,0,0,149,0,0,0,1,5600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,15360,10,67,1,0,0,0,103,0,0,0,1,N,0,5.349,3.082,2.075,1.523,1.181,0.952,0.789,0.669,0.576,0.504,0.445,0.397,0.358,0.324,0.296,0.271,0.25,0.232,0.215,0.201,0.188,0.176,0.166,0.157,0.148,0.14,0.133,0.127,0.121,0.115,0.11,0.105,0.101,0.097,0.093,0.089,0.086,0.083,0.08,0.077,2202.416,1268.796,854.321,627.085,486.367,391.965,324.932,275.266,237.229,207.319,183.284,163.618,147.279,133.525,121.815,111.745,103.008,95.369,88.642,82.682,77.37,72.612,68.329,64.457,60.943,57.741,54.814,52.13,49.662,47.385,45.279,43.327,41.514,39.825,38.25,36.777,35.398,34.104,32.889,31.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.25,22.038,14.627,10.635,8.191,6.565,5.419,4.573,3.929,3.424,3.02,2.69,2.417,2.184,1.977,1.788,1.618,1.464,1.325,1.199,1.085,0.982,0.888,0.804,0.727,0.658,0.595,0.539,0.487,0.441,0.399,0.361,0.327,0.296,0.267,0.242,0.219,0.198,0.179,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGPA6706221,EGPA676114313,PA,6761,43,-1,1,MARCELLUS INTERIOR_PA_COLUMBIA_125,6750,52,0,0,0,20,0.428,0.32,0.098,0.052,0.101,0,0,0,0,0,149,0,0,0,1,5600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,3200,10,67,1,0,0,0,21,0,0,0,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3033.112,1620.849,1052.954,756.794,578.911,462.017,380.241,320.33,274.851,239.34,210.969,187.868,168.754,152.72,139.109,127.436,117.332,108.516,100.767,93.912,87.813,82.356,77.45,73.02,69.004,65.348,62.009,58.949,56.137,53.545,51.15,48.931,46.87,44.952,43.164,41.493,39.929,38.462,37.085,35.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.914,26.385,17.1,12.4,9.601,7.762,6.471,5.519,4.792,4.22,3.759,3.382,3.058,2.767,2.504,2.266,2.05,1.855,1.679,1.519,1.374,1.243,1.125,1.018,0.921,0.834,0.754,0.682,0.617,0.559,0.506,0.457,0.414,0.375,0.339,0.307,0.277,0.251,0.227,0.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGPA6706321,EGPA676114413,PA,6761,43,-1,1,MARCELLUS INTERIOR_PA_COLUMBIA_25,6750,52,0,0,0,20,0.428,0.32,0.098,0.052,0.101,0,0,0,0,0,149,0,0,0,1,5600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,32320,10,67,1,0,0,0,217,0,0,0,1,N,0,8.843,2.909,1.136,0.502,0.245,0.128,0.072,0.042,0.026,0.016,0.011,0.007,0.005,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033.784,340.059,132.763,58.739,28.592,15.006,8.371,4.911,3.006,1.907,1.248,0.84,0.578,0.407,0.292,0.213,0.158,0.118,0.09,0.069,0.054,0.042,0.033,0.027,0.022,0.017,0.014,0.012,0.01,0.008,0.007,0.006,0.005,0.004,0.003,0.003,0.003,0.002,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.507,5.101,1.991,0.881,0.429,0.225,0.126,0.074,0.045,0.029,0.019,0.013,0.009,0.006,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGPA6706421,EGPA676114513,PA,6761,43,-1,1,MARCELLUS INTERIOR_PA_COLUMBIA_50,6750,52,0,0,0,20,0.428,0.32,0.098,0.052,0.101,0,0,0,0,0,149,0,0,0,1,5600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,27200,10,67,1,0,0,0,183,0,0,0,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2092.481,983.502,532.517,317.5,203.028,136.923,96.287,70.036,52.381,40.102,31.317,24.879,20.06,16.388,13.544,11.31,9.532,8.101,6.937,5.982,5.191,4.53,3.975,3.505,3.105,2.762,2.467,2.212,1.99,1.796,1.626,1.476,1.344,1.226,1.122,1.029,0.946,0.871,0.804,0.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.986,6.948,5.032,3.993,3.332,2.872,2.531,2.268,2.059,1.888,1.745,1.624,1.519,1.429,1.349,1.279,1.216,1.16,1.109,1.062,1.02,0.981,0.946,0.913,0.882,0.854,0.827,0.803,0.779,0.758,0.737,0.718,0.7,0.682,0.666,0.651,0.636,0.622,0.608,0.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
