!rng_produced in MMcf/yr
!lcoe in MMBtu/yr
COMPOSITE TABLE:
proj_id	reg	rng_type	rng_produced	lcoe	
761	TX	farm		145.672		39.146	
762	CA	farm		145.015		39.222	
763	MI	farm		144.985		39.226	
764	IN	farm		144.776		39.250	
765	CO	farm		144.567		39.275	
766	FL	farm		144.507		39.282	
767	KS	farm		144.298		39.306	
768	NY	farm		144.268		39.310	
769	CA	farm		144.238		39.313	
770	WI	farm		144.208		39.317	
771	NM	farm		143.610		39.388	
772	CA	farm		143.461		39.406	
773	ID	farm		143.371		39.416	
774	TX	farm		143.013		39.459	
775	CA	farm		142.684		39.499	
776	SD	farm		142.505		39.520	
777	CA	farm		141.967		39.585	
778	WA	farm		141.728		39.615	
779	NM	farm		141.519		39.640	
780	CA	farm		141.220		39.677	
781	MI	farm		141.071		39.695	
782	MN	farm		141.071		39.695	
783	UT	farm		140.802		39.728	
784	CA	farm		140.503		39.766	
785	TX	farm		140.473		39.769	
786	WI	farm		140.234		39.799	
787	CA	farm		139.786		39.855	
788	NM	farm		139.457		39.896	
789	CA	farm		139.098		39.942	
790	ID	farm		139.069		39.946	
791	NY	farm		138.979		39.957	
792	AZ	farm		138.859		39.972	
793	OR	farm		138.740		39.987	
794	CA	farm		138.411		40.029	
795	TX	farm		138.082		40.071	
796	IA	farm		137.873		40.098	
797	CA	farm		137.724		40.118	
798	NM	farm		137.515		40.145	
799	MI	farm		137.455		40.153	
800	CA	farm		137.037		40.207	
801	GA	farm		136.648		40.258	
802	WI	farm		136.529		40.274	
803	WA	farm		136.409		40.289	
804	CA	farm		136.379		40.293	
805	TX	farm		135.782		40.372	
806	CA	farm		135.722		40.380	
807	NM	farm		135.632		40.392	
808	NE	farm		135.542		40.404	
809	CA	farm		135.064		40.468	
810	ID	farm		135.064		40.468	
811	KS	farm		135.034		40.472	
812	IN	farm		134.646		40.525	
813	CO	farm		134.527		40.541	
814	CA	farm		134.437		40.553	
815	NY	farm		134.108		40.598	
816	MI	farm		134.048		40.606	
817	CA	farm		133.779		40.643	
818	NM	farm		133.779		40.643	
819	FL	farm		133.570		40.671	
820	TX	farm		133.570		40.671	
821	NV	farm		133.361		40.700	
822	CA	farm		133.152		40.729	
823	OH	farm		133.092		40.737	
824	WI	farm		133.092		40.737	
825	AZ	farm		132.704		40.791	
826	CA	farm		132.524		40.816	
827	NM	farm		132.016		40.888	
828	CA	farm		131.927		40.900	
829	WA	farm		131.568		40.951	
830	TX	farm		131.419		40.972	
831	CA	farm		131.329		40.985	
832	ID	farm		131.329		40.985	
833	MI	farm		130.821		41.057	
834	CA	farm		130.732		41.070	
835	IA	farm		130.612		41.087	
836	NM	farm		130.283		41.135	
837	CA	farm		130.134		41.156	
838	WI	farm		129.805		41.204	
839	NY	farm		129.626		41.230	
840	SD	farm		129.626		41.230	
841	CA	farm		129.536		41.243	
842	TX	farm		129.387		41.265	
843	CA	farm		128.939		41.331	
844	NM	farm		128.610		41.380	
845	CA	farm		128.371		41.415	
846	ID	farm		127.803		41.500	
847	CA	farm		127.773		41.504	
848	MI	farm		127.743		41.509	
849	TX	farm		127.385		41.563	
850	CA	farm		127.206		41.590	
851	AZ	farm		127.116		41.604	
852	WA	farm		127.056		41.613	
853	KS	farm		126.996		41.622	
854	NM	farm		126.996		41.622	
855	WI	farm		126.698		41.667	
856	CA	farm		126.638		41.677	
857	CA	farm		126.100		41.759	
858	IN	farm		126.010		41.773	
859	CO	farm		125.861		41.796	
860	CA	farm		125.532		41.847	
861	NY	farm		125.443		41.861	
862	TX	farm		125.443		41.861	
863	NM	farm		125.383		41.870	
864	CA	farm		124.994		41.931	
865	MI	farm		124.815		41.959	
866	ID	farm		124.456		42.016	
867	CA	farm		124.427		42.021	
868	FL	farm		124.277		42.044	
869	IA	farm		124.068		42.078	
870	CA	farm		123.889		42.106	
871	NM	farm		123.829		42.116	
872	WI	farm		123.709		42.135	
873	TX	farm		123.560		42.159	
874	CA	farm		123.351		42.193	
875	OH	farm		122.903		42.265	
876	CA	farm		122.843		42.275	
877	WA	farm		122.813		42.280	
878	CA	farm		122.305		42.363	
879	NM	farm		122.305		42.363	
880	UT	farm		122.215		42.377	
881	MI	farm		122.006		42.412	
882	AZ	farm		121.946		42.421	
883	CA	farm		121.767		42.451	
884	TX	farm		121.707		42.461	
885	NY	farm		121.498		42.496	
886	CA	farm		121.259		42.535	
887	ID	farm		121.259		42.535	
888	WI	farm		120.871		42.600	
889	NM	farm		120.811		42.610	
890	CA	farm		120.721		42.626	
891	CA	farm		120.213		42.711	
892	PA	farm		120.183		42.716	
893	TX	farm		119.944		42.757	
894	KS	farm		119.795		42.783	
895	CA	farm		119.705		42.798	
896	NM	farm		119.377		42.854	
897	MI	farm		119.317		42.865	
898	CA	farm		119.197		42.885	
899	WA	farm		118.839		42.947	
900	SD	farm		118.779		42.958	
901	CA	farm		118.689		42.973	
902	IN	farm		118.301		43.041	
903	CA	farm		118.211		43.057	
904	ID	farm		118.211		43.057	
905	TX	farm		118.211		43.057	
906	CO	farm		118.151		43.067	
907	WI	farm		118.122		43.073	
908	IA	farm		118.092		43.078	
909	NM	farm		117.942		43.104	
910	NY	farm		117.763		43.136	
911	CA	farm		117.703		43.146	
912	CA	farm		117.225		43.231	
913	AZ	farm		117.106		43.253	
914	CA	farm		116.717		43.322	
915	MI	farm		116.717		43.322	
916	NM	farm		116.538		43.355	
917	OR	farm		116.538		43.355	
918	TX	farm		116.478		43.366	
919	CA	farm		116.239		43.409	
920	FL	farm		116.000		43.452	
921	CA	farm		115.761		43.496	
922	WI	farm		115.462		43.551	
923	CA	farm		115.283		43.584	
924	ID	farm		115.253		43.589	
925	NM	farm		115.163		43.606	
926	WA	farm		115.044		43.628	
927	TX	farm		114.835		43.667	
928	CA	farm		114.805		43.672	
929	CA	farm		114.327		43.762	
930	MI	farm		114.207		43.784	
931	NY	farm		114.177		43.790	
932	OH	farm		113.938		43.835	
933	CA	farm		113.849		43.852	
934	NM	farm		113.789		43.863	
935	CA	farm		113.400		43.937	
936	KS	farm		113.221		43.971	
937	TX	farm		113.191		43.977	
938	CA	farm		112.922		44.028	
939	WI	farm		112.892		44.034	
940	MN	farm		112.833		44.046	
941	OK	farm		112.743		44.063	
942	AZ	farm		112.564		44.098	
943	IA	farm		112.534		44.103	
944	CA	farm		112.474		44.115	
945	NM	farm		112.474		44.115	
946	ID	farm		112.444		44.121	
947	CA	farm		111.996		44.208	
948	MI	farm		111.757		44.255	
949	TX	farm		111.578		44.290	
950	CA	farm		111.548		44.296	
951	WA	farm		111.428		44.320	
952	WY	farm		111.368		44.331	
953	IN	farm		111.279		44.349	
954	CO	farm		111.159		44.373	
955	NM	farm		111.159		44.373	
956	CA	farm		111.099		44.385	
957	CT	farm		110.771		44.450	
958	NY	farm		110.771		44.450	
959	CA	farm		110.621		44.480	
960	WI	farm		110.442		44.516	
961	CA	farm		110.173		44.570	
962	TX	farm		110.024		44.600	
963	NM	farm		109.874		44.631	
964	CA	farm		109.725		44.661	
965	ID	farm		109.695		44.667	
966	MI	farm		109.396		44.728	
967	CA	farm		109.307		44.747	
968	SD	farm		109.217		44.765	
969	GA	farm		108.978		44.814	
970	CA	farm		108.858		44.839	
971	NM	farm		108.619		44.889	
972	FL	farm		108.530		44.907	
973	TX	farm		108.500		44.914	
974	CA	farm		108.410		44.932	
975	AZ	farm		108.261		44.963	
976	NE	farm		108.052		45.007	
977	WI	farm		108.022		45.014	
978	WA	farm		107.992		45.020	
979	CA	farm		107.962		45.026	
980	CA	farm		107.544		45.114	
981	NY	farm		107.484		45.127	
982	NM	farm		107.364		45.153	
983	IA	farm		107.304		45.165	
984	CA	farm		107.125		45.203	
985	KS	farm		107.125		45.203	
986	MI	farm		107.095		45.210	
987	ID	farm		107.065		45.216	
988	TX	farm		106.976		45.235	
989	MO	farm		106.916		45.248	
990	UT	farm		106.856		45.261	
991	CA	farm		106.677		45.300	
992	NV	farm		106.438		45.351	
993	CA	farm		106.259		45.390	
994	NM	farm		106.139		45.416	
995	CA	farm		105.840		45.481	
996	OH	farm		105.840		45.481	
997	WI	farm		105.691		45.514	
998	TX	farm		105.512		45.553	
999	CA	farm		105.392		45.580	
1000	CA	farm		104.974		45.673	
1001	NM	farm		104.914		45.686	
1002	MI	farm		104.854		45.699	
1003	IN	farm		104.794		45.713	
1004	CO	farm		104.675		45.739	
1005	WA	farm		104.645		45.746	
1006	CA	farm		104.555		45.766	
1007	ID	farm		104.466		45.786	
1008	NY	farm		104.316		45.820	
1009	AZ	farm		104.137		45.860	
1010	CA	farm		104.137		45.860	
1011	TX	farm		104.047		45.881	
1012	CA	farm		103.719		45.955	
1013	NM	farm		103.719		45.955	
1014	WI	farm		103.390		46.030	
1015	CA	farm		103.330		46.044	
1016	CA	farm		102.912		46.141	
1017	MI	farm		102.643		46.203	
1018	TX	farm		102.613		46.210	
1019	NM	farm		102.553		46.224	
1020	CA	farm		102.494		46.238	
1021	IA	farm		102.404		46.259	
1022	CA	farm		102.075		46.336	
1023	ID	farm		101.986		46.357	
1024	CA	farm		101.687		46.428	
1025	PA	farm		101.657		46.435	
1026	FL	farm		101.597		46.449	
1027	WA	farm		101.448		46.484	
1028	KS	farm		101.418		46.491	
1029	NM	farm		101.388		46.499	
1030	CA	farm		101.268		46.527	
1031	NY	farm		101.268		46.527	
1032	TX	farm		101.179		46.549	
1033	WI	farm		101.179		46.549	
1034	CA	farm		100.880		46.620	
1035	SD	farm		100.551		46.700	
1036	MI	farm		100.521		46.707	
1037	CA	farm		100.462		46.722	
1038	NM	farm		100.223		46.780	
1039	AZ	farm		100.193		46.787	
1040	CA	farm		100.073		46.816	
1041	TX	farm		99.804		46.882	
1042	CA	farm		99.655		46.919	
1043	ID	farm		99.535		46.949	
1044	CA	farm		99.266		47.015	
1045	NM	farm		99.087		47.060	
1046	WI	farm		98.997		47.083	
1047	CA	farm		98.878		47.112	
1048	IN	farm		98.699		47.157	
1049	CO	farm		98.609		47.180	
1050	OR	farm		98.579		47.188	
1051	CA	farm		98.489		47.210	
1052	MI	farm		98.430		47.225	
1053	TX	farm		98.430		47.225	
1054	OH	farm		98.370		47.240	
1055	WA	farm		98.340		47.248	
1056	NY	farm		98.310		47.256	
1057	CA	farm		98.101		47.309	
1058	NM	farm		97.981		47.339	
1059	IA	farm		97.742		47.400	
1060	CA	farm		97.713		47.408	
1061	CA	farm		97.324		47.508	
1062	ID	farm		97.175		47.547	
1063	TX	farm		97.085		47.570	
1064	CA	farm		96.936		47.609	
1065	WI	farm		96.876		47.625	
1066	NM	farm		96.846		47.633	
1067	CA	farm		96.547		47.711	
1068	AZ	farm		96.428		47.742	
1069	MI	farm		96.398		47.750	
1070	CA	farm		96.159		47.814	
1071	KS	farm		96.009		47.853	
1072	CA	farm		95.770		47.917	
1073	NM	farm		95.770		47.917	
1074	TX	farm		95.740		47.925	
1075	NY	farm		95.442		48.005	
1076	CA	farm		95.412		48.013	
1077	WA	farm		95.322		48.037	
1078	FL	farm		95.143		48.086	
1079	CA	farm		95.023		48.118	
1080	ID	farm		94.874		48.159	
1081	WI	farm		94.784		48.183	
1082	NM	farm		94.694		48.208	
1083	CA	farm		94.635		48.224	
1084	TX	farm		94.455		48.273	
1085	MI	farm		94.396		48.290	
1086	CA	farm		94.276		48.323	
1087	CA	farm		93.888		48.430	
1088	NM	farm		93.619		48.505	
1089	CA	farm		93.529		48.530	
1090	UT	farm		93.469		48.547	
1091	IA	farm		93.260		48.606	
1092	CA	farm		93.171		48.631	
1093	TX	farm		93.141		48.640	
1094	IN	farm		92.991		48.682	
1095	CO	farm		92.902		48.707	
1096	AZ	farm		92.782		48.741	
1097	CA	farm		92.782		48.741	
1098	WI	farm		92.782		48.741	
1099	VA	farm		92.722		48.758	
1100	NY	farm		92.663		48.775	
1101	ID	farm		92.603		48.793	
1102	SD	farm		92.603		48.793	
1103	NM	farm		92.543		48.810	
1104	CA	farm		92.423		48.844	
1105	MI	farm		92.423		48.844	
1106	WA	farm		92.423		48.844	
1107	CA	farm		92.065		48.947	
1108	TX	farm		91.856		49.008	
1109	CA	farm		91.676		49.060	
1110	NM	farm		91.497		49.112	
1111	OH	farm		91.408		49.139	
1112	CA	farm		91.318		49.165	
1113	CA	farm		90.959		49.271	
1114	KS	farm		90.929		49.280	
1115	WI	farm		90.780		49.324	
1116	CA	farm		90.601		49.378	
1117	TX	farm		90.601		49.378	
1118	MI	farm		90.511		49.404	
1119	NM	farm		90.451		49.422	
1120	ID	farm		90.392		49.440	
1121	CA	farm		90.242		49.485	
1122	MN	farm		90.152		49.512	
1123	NY	farm		89.943		49.575	
1124	CA	farm		89.884		49.593	
1125	WA	farm		89.585		49.684	
1126	CA	farm		89.525		49.703	
1127	NM	farm		89.435		49.730	
1128	TX	farm		89.346		49.758	
1129	AZ	farm		89.286		49.776	
1130	CA	farm		89.166		49.813	
1131	FL	farm		89.077		49.840	
1132	IA	farm		88.987		49.868	
1133	CA	farm		88.808		49.924	
1134	WI	farm		88.808		49.924	
1135	MI	farm		88.599		49.989	
1136	CA	farm		88.449		50.036	
1137	NM	farm		88.419		50.045	
1138	ID	farm		88.240		50.101	
1139	CA	farm		88.121		50.139	
1140	TX	farm		88.121		50.139	
1141	CA	farm		87.762		50.253	
1142	IN	farm		87.583		50.310	
1143	CO	farm		87.493		50.339	
1144	CA	farm		87.403		50.367	
1145	NM	farm		87.403		50.367	
1146	NY	farm		87.314		50.396	
1147	CA	farm		87.045		50.483	
1148	TX	farm		86.895		50.531	
1149	WI	farm		86.895		50.531	
1150	WA	farm		86.836		50.551	
1151	GA	farm		86.776		50.570	
1152	MI	farm		86.776		50.570	
1153	CA	farm		86.716		50.590	
1154	NM	farm		86.417		50.687	
1155	CA	farm		86.358		50.707	
1156	ID	farm		86.118		50.786	
1157	KS	farm		86.029		50.815	
1158	CA	farm		85.999		50.825	
1159	NE	farm		85.999		50.825	
1160	PA	farm		85.909		50.855	
1161	AZ	farm		85.879		50.865	
1162	TX	farm		85.700		50.925	
1163	CA	farm		85.670		50.935	
1164	NM	farm		85.431		51.015	
1165	CA	farm		85.312		51.055	
1166	SD	farm		85.192		51.095	
1167	MO	farm		85.013		51.156	
1168	WI	farm		85.013		51.156	
1169	CA	farm		84.983		51.166	
1170	MI	farm		84.923		51.186	
1171	IA	farm		84.893		51.197	
1172	OH	farm		84.893		51.197	
1173	NY	farm		84.714		51.258	
1174	NV	farm		84.654		51.278	
1175	CA	farm		84.624		51.288	
1176	TX	farm		84.505		51.329	
1177	NM	farm		84.445		51.350	
1178	CA	farm		84.296		51.401	
1179	WA	farm		84.116		51.463	
1180	ID	farm		84.027		51.494	
1181	CA	farm		83.967		51.515	
1182	CA	farm		83.608		51.640	
1183	NM	farm		83.489		51.682	
1184	FL	farm		83.310		51.745	
1185	TX	farm		83.310		51.745	
1186	CA	farm		83.280		51.756	
1187	MI	farm		83.160		51.798	
1188	WI	farm		83.160		51.798	
1189	OR	farm		83.100		51.819	
1190	CA	farm		82.951		51.873	
1191	CA	farm		82.622		51.990	
1192	AZ	farm		82.563		52.012	
1193	NM	farm		82.533		52.022	
1194	IN	farm		82.413		52.065	
1195	CO	farm		82.353		52.087	
1196	CA	farm		82.264		52.119	
1197	NY	farm		82.204		52.141	
1198	TX	farm		82.144		52.163	
1199	ID	farm		81.995		52.217	
1200	CA	farm		81.935		52.239	
1201	CA	farm		81.606		52.359	
1202	NM	farm		81.576		52.370	
1203	WA	farm		81.517		52.392	
1204	UT	farm		81.487		52.404	
1205	KS	farm		81.367		52.448	
1206	MI	farm		81.367		52.448	
1207	WI	farm		81.337		52.459	
1208	CA	farm		81.278		52.481	
1209	TX	farm		81.009		52.581	
1210	CA	farm		80.949		52.603	
1211	IA	farm		80.919		52.615	
1212	CA	farm		80.620		52.727	
1213	NM	farm		80.620		52.727	
1214	CA	farm		80.292		52.851	
1215	CA	farm		79.963		52.977	
1216	ID	farm		79.963		52.977	
1217	TX	farm		79.873		53.011	
1218	NY	farm		79.754		53.057	
1219	MI	farm		79.664		53.092	
1220	NM	farm		79.664		53.092	
1221	CA	farm		79.634		53.103	
1222	WI	farm		79.545		53.138	
1223	AZ	farm		79.365		53.208	
1224	CA	farm		79.306		53.231	
1225	CA	farm		79.007		53.348	
1226	WA	farm		78.947		53.371	
1227	NM	farm		78.738		53.454	
1228	TX	farm		78.738		53.454	
1229	OH	farm		78.708		53.465	
1230	CA	farm		78.678		53.477	
1231	CA	farm		78.349		53.608	
1232	SD	farm		78.230		53.656	
1233	CA	farm		78.021		53.740	
1234	ID	farm		78.021		53.740	
1235	MI	farm		77.931		53.776	
1236	FL	farm		77.841		53.812	
1237	NM	farm		77.811		53.824	
1238	WI	farm		77.782		53.836	
1239	CA	farm		77.722		53.861	
1240	TX	farm		77.602		53.909	
1241	IN	farm		77.453		53.970	
1242	CA	farm		77.393		53.994	
1243	CO	farm		77.393		53.994	
1244	NY	farm		77.333		54.019	
1245	CA	farm		77.064		54.130	
1246	IA	farm		77.064		54.130	
1247	NM	farm		76.915		54.191	
1248	KS	farm		76.885		54.204	
1249	CA	farm		76.766		54.253	
1250	TX	farm		76.497		54.366	
1251	CA	farm		76.437		54.391	
1252	WA	farm		76.437		54.391	
1253	AZ	farm		76.258		54.466	
1254	MI	farm		76.258		54.466	
1255	CA	farm		76.108		54.529	
1256	ID	farm		76.078		54.542	
1257	WI	farm		76.048		54.554	
1258	NM	farm		76.019		54.567	
1259	CA	farm		75.809		54.656	
1260	CA	farm		75.481		54.797	
1261	TX	farm		75.421		54.823	
1262	CA	farm		75.182		54.926	
1263	NM	farm		75.122		54.952	
1264	NY	farm		75.032		54.991	
1265	CA	farm		74.853		55.069	
1266	MN	farm		74.644		55.161	
1267	CA	farm		74.524		55.213	
1268	WI	farm		74.495		55.227	
1269	MI	farm		74.465		55.240	
1270	CA	farm		74.196		55.359	
1271	ID	farm		74.106		55.399	
1272	TX	farm		74.016		55.439	
1273	WA	farm		73.957		55.466	
1274	CA	farm		73.867		55.506	
1275	PA	farm		73.807		55.533	
1276	NY	farm		73.688		55.587	
1277	CA	farm		73.538		55.654	
1278	WI	farm		73.479		55.681	
1279	CA	farm		73.210		55.804	
1280	OH	farm		73.150		55.831	
1281	CA	farm		72.911		55.941	
1282	FL	farm		72.911		55.941	
1283	NM	farm		72.881		55.955	
1284	CO	farm		72.732		56.024	
1285	NY	farm		72.642		56.066	
1286	OR	farm		72.642		56.066	
1287	CA	farm		72.612		56.079	
1288	WI	farm		72.582		56.093	
1289	AZ	farm		72.343		56.205	
1290	SD	farm		72.343		56.205	
1291	CA	farm		72.313		56.219	
1292	MI	farm		72.224		56.261	
1293	ID	farm		72.164		56.289	
1294	IA	farm		72.104		56.317	
1295	TX	farm		72.104		56.317	
1296	CA	farm		72.014		56.360	
1297	IN	farm		71.865		56.430	
1298	CA	farm		71.745		56.487	
1299	WI	farm		71.745		56.487	
1300	NY	farm		71.716		56.501	
1301	WA	farm		71.626		56.544	
1302	CA	farm		71.447		56.630	
1303	GA	farm		71.208		56.745	
1304	MN	farm		71.208		56.745	
1305	CA	farm		71.178		56.760	
1306	UT	farm		71.118		56.788	
1307	WI	farm		70.939		56.876	
1308	CA	farm		70.909		56.890	
1309	NY	farm		70.819		56.934	
1310	CA	farm		70.670		57.007	
1311	ID	farm		70.461		57.110	
1312	CA	farm		70.401		57.139	
1313	TX	farm		70.401		57.139	
1314	NE	farm		70.281		57.199	
1315	MI	farm		70.192		57.243	
1316	WI	farm		70.192		57.243	
1317	CA	farm		70.162		57.258	
1318	NY	farm		70.012		57.333	
1319	IL	farm		69.982		57.348	
1320	CA	farm		69.893		57.392	
1321	CA	farm		69.654		57.513	
1322	WA	farm		69.654		57.513	
1323	NM	farm		69.564		57.558	
1324	WI	farm		69.474		57.604	
1325	CA	farm		69.415		57.634	
1326	NC	farm		69.265		57.710	
1327	NY	farm		69.235		57.725	
1328	FL	farm		69.206		57.741	
1329	CA	farm		69.176		57.756	
1330	OH	farm		68.967		57.863	
1331	CA	farm		68.937		57.879	
1332	CO	farm		68.937		57.879	
1333	ID	farm		68.937		57.879	
1334	MN	farm		68.907		57.894	
1335	TX	farm		68.877		57.910	
1336	WI	farm		68.787		57.956	
1337	CA	farm		68.727		57.987	
1338	PA	farm		68.518		58.096	
1339	CA	farm		68.488		58.111	
1340	NY	farm		68.459		58.127	
1341	MI	farm		68.399		58.158	
1342	OR	farm		68.399		58.158	
1343	VT	farm		68.309		58.205	
1344	CA	farm		68.249		58.237	
1345	AZ	farm		68.219		58.252	
1346	SD	farm		68.219		58.252	
1347	WI	farm		68.130		58.300	
1348	CA	farm		68.040		58.347	
1349	WA	farm		67.891		58.426	
1350	CA	farm		67.831		58.458	
1351	NY	farm		67.741		58.506	
1352	CA	farm		67.592		58.586	
1353	ID	farm		67.532		58.618	
1354	TX	farm		67.472		58.650	
1355	WI	farm		67.472		58.650	
1356	CA	farm		67.383		58.698	
1357	CA	farm		67.174		58.812	
1358	NY	farm		67.054		58.877	
1359	CA	farm		66.964		58.926	
1360	WI	farm		66.875		58.975	
1361	MN	farm		66.845		58.991	
1362	NM	farm		66.845		58.991	
1363	MI	farm		66.785		59.024	
1364	CA	farm		66.755		59.040	
1365	CA	farm		66.546		59.156	
1366	IN	farm		66.427		59.222	
1367	NY	farm		66.397		59.238	
1368	CA	farm		66.367		59.255	
1369	IA	farm		66.307		59.288	
1370	WA	farm		66.277		59.305	
1371	WI	farm		66.277		59.305	
1372	ID	farm		66.217		59.338	
1373	FL	farm		66.188		59.355	
1374	CA	farm		66.158		59.372	
1375	TX	farm		66.158		59.372	
1376	CA	farm		65.948		59.489	
1377	KS	farm		65.948		59.489	
1378	CO	farm		65.829		59.557	
1379	CA	farm		65.769		59.591	
1380	NY	farm		65.739		59.607	
1381	WI	farm		65.709		59.624	
1382	NV	farm		65.650		59.658	
1383	OH	farm		65.620		59.675	
1384	CA	farm		65.590		59.692	
1385	CA	farm		65.381		59.812	
1386	MI	farm		65.291		59.863	
1387	CA	farm		65.201		59.915	
1388	WI	farm		65.142		59.949	
1389	NY	farm		65.112		59.967	
1390	CA	farm		65.022		60.019	
1391	MN	farm		65.022		60.019	
1392	OR	farm		65.022		60.019	
1393	VA	farm		65.022		60.019	
1394	ID	farm		64.992		60.036	
1395	TX	farm		64.932		60.071	
1396	AZ	farm		64.873		60.105	
1397	SD	farm		64.873		60.105	
1398	CA	farm		64.813		60.140	
1399	WA	farm		64.783		60.158	
1400	PA	farm		64.664		60.227	
1401	VT	farm		64.664		60.227	
1402	CA	farm		64.634		60.245	
1403	WI	farm		64.604		60.263	
1404	NY	farm		64.514		60.315	
1405	CA	farm		64.454		60.350	
1406	NM	farm		64.454		60.350	
1407	CA	farm		64.275		60.456	
1408	CA	farm		64.096		60.563	
1409	WI	farm		64.066		60.581	
1410	GA	farm		63.946		60.652	
1411	UT	farm		63.946		60.652	
1412	CA	farm		63.917		60.670	
1413	NY	farm		63.917		60.670	
1414	MI	farm		63.887		60.688	
1415	ID	farm		63.827		60.724	
1416	TX	farm		63.797		60.742	
1417	CA	farm		63.737		60.778	
1418	CA	farm		63.558		60.887	
1419	WI	farm		63.558		60.887	
1420	FL	farm		63.528		60.905	
1421	CT	farm		63.409		60.977	
1422	WA	farm		63.409		60.977	
1423	CA	farm		63.379		60.996	
1424	NY	farm		63.349		61.014	
1425	MN	farm		63.319		61.032	
1426	CA	farm		63.229		61.087	
1427	CO	farm		63.140		61.142	
1428	CA	farm		63.050		61.197	
1429	WI	farm		63.050		61.197	
1430	CA	farm		62.871		61.308	
1431	NY	farm		62.781		61.364	
1432	ID	farm		62.751		61.382	
1433	OH	farm		62.751		61.382	
1434	CA	farm		62.691		61.419	
1435	TX	farm		62.691		61.419	
1436	MI	farm		62.572		61.494	
1437	WI	farm		62.572		61.494	
1438	CA	farm		62.542		61.513	
1439	CA	farm		62.363		61.625	
1440	NM	farm		62.303		61.663	
1441	NY	farm		62.243		61.701	
1442	CA	farm		62.213		61.720	
1443	NE	farm		62.183		61.739	
1444	IN	farm		62.154		61.758	
1445	OR	farm		62.094		61.796	
1446	WA	farm		62.094		61.796	
1447	WI	farm		62.094		61.796	
1448	CA	farm		62.034		61.834	
1449	AZ	farm		61.974		61.872	
1450	SD	farm		61.974		61.872	
1451	CA	farm		61.885		61.929	
1452	IA	farm		61.765		62.006	
1453	MN	farm		61.735		62.025	
1454	CA	farm		61.705		62.044	
1455	ID	farm		61.705		62.044	
1456	NY	farm		61.705		62.044	
1457	TX	farm		61.646		62.082	
1458	WI	farm		61.616		62.102	
1459	CA	farm		61.556		62.140	
1460	VT	farm		61.556		62.140	
1461	CA	farm		61.406		62.237	
1462	PA	farm		61.377		62.257	
1463	MI	farm		61.347		62.276	
1464	CA	farm		61.227		62.354	
1465	NY	farm		61.197		62.373	
1466	FL	farm		61.167		62.393	
1467	WI	farm		61.138		62.413	
1468	CA	farm		61.078		62.452	
1469	IL	farm		61.018		62.491	
1470	CA	farm		60.928		62.550	
1471	WA	farm		60.869		62.590	
1472	CA	farm		60.749		62.669	
1473	CO	farm		60.749		62.669	
1474	OK	farm		60.719		62.689	
1475	ID	farm		60.689		62.709	
1476	NY	farm		60.659		62.728	
1477	WI	farm		60.659		62.728	
1478	TX	farm		60.630		62.748	
1479	CA	farm		60.600		62.768	
1480	NC	farm		60.540		62.808	
1481	CA	farm		60.450		62.868	
1482	NM	farm		60.331		62.948	
1483	CA	farm		60.301		62.969	
1484	MN	farm		60.241		63.009	
1485	WI	farm		60.211		63.029	
1486	MI	farm		60.181		63.049	
1487	NY	farm		60.181		63.049	
1488	OH	farm		60.181		63.049	
1489	CA	farm		60.151		63.070	
1490	CA	farm		60.002		63.171	
1491	CA	farm		59.853		63.273	
1492	WI	farm		59.793		63.314	
1493	ID	farm		59.733		63.355	
1494	CA	farm		59.703		63.375	
1495	NY	farm		59.703		63.375	
1496	TX	farm		59.703		63.375	
1497	WA	farm		59.673		63.396	
1498	CA	farm		59.554		63.478	
1499	OR	farm		59.494		63.520	
1500	AZ	farm		59.404		63.582	
1501	CA	farm		59.404		63.582	
1502	SD	farm		59.404		63.582	
1503	WI	farm		59.345		63.623	
1504	CA	farm		59.255		63.686	
1505	NY	farm		59.225		63.706	
1506	CA	farm		59.106		63.790	
1507	MI	farm		59.046		63.832	
1508	FL	farm		59.016		63.853	
1509	CA	farm		58.956		63.895	
1510	WI	farm		58.926		63.916	
1511	MN	farm		58.867		63.958	
1512	CA	farm		58.837		63.980	
1513	ID	farm		58.777		64.022	
1514	VT	farm		58.777		64.022	
1515	NY	farm		58.747		64.043	
1516	TX	farm		58.747		64.043	
1517	CA	farm		58.687		64.086	
1518	CA	farm		58.538		64.192	
1519	CO	farm		58.538		64.192	
1520	WA	farm		58.538		64.192	
1521	IN	farm		58.508		64.213	
1522	NM	farm		58.508		64.213	
1523	UT	farm		58.508		64.213	
1524	WI	farm		58.508		64.213	
1525	GA	farm		58.478		64.235	
1526	PA	farm		58.478		64.235	
1527	CA	farm		58.388		64.299	
1528	CA	farm		58.269		64.385	
1529	NY	farm		58.269		64.385	
1530	CA	farm		58.120		64.493	
1531	WI	farm		58.090		64.515	
1532	CA	farm		57.970		64.602	
1533	MI	farm		57.970		64.602	
1534	IA	farm		57.940		64.624	
1535	ID	farm		57.910		64.646	
1536	OH	farm		57.880		64.667	
1537	CA	farm		57.851		64.689	
1538	TX	farm		57.851		64.689	
1539	NY	farm		57.821		64.711	
1540	CA	farm		57.701		64.799	
1541	WI	farm		57.701		64.799	
1542	CA	farm		57.582		64.887	
1543	MN	farm		57.522		64.931	
1544	WA	farm		57.462		64.975	
1545	CA	farm		57.432		64.998	
1546	NY	farm		57.343		65.064	
