!rng_produced in MMcf/yr
!lcoe in MMBtu/yr
COMPOSITE TABLE:
proj_id	reg	rng_type	rng_produced	lcoe	
1547	CA	farm		57.283		65.109	
1548	WI	farm		57.283		65.109	
1549	CA	farm		57.163		65.198	
1550	OR	farm		57.133		65.221	
1551	AZ	farm		57.044		65.288	
1552	SD	farm		57.044		65.288	
1553	CA	farm		57.014		65.311	
1554	FL	farm		57.014		65.311	
1555	ID	farm		57.014		65.311	
1556	TX	farm		56.984		65.333	
1557	MI	farm		56.924		65.378	
1558	NY	farm		56.924		65.378	
1559	CA	farm		56.894		65.401	
1560	WI	farm		56.894		65.401	
1561	NM	farm		56.775		65.492	
1562	CA	farm		56.745		65.514	
1563	CA	farm		56.625		65.605	
1564	CA	farm		56.506		65.697	
1565	CO	farm		56.506		65.697	
1566	WI	farm		56.506		65.697	
1567	NY	farm		56.476		65.720	
1568	WA	farm		56.416		65.766	
1569	CA	farm		56.357		65.812	
1570	MN	farm		56.267		65.881	
1571	VT	farm		56.267		65.881	
1572	CA	farm		56.237		65.904	
1573	ID	farm		56.177		65.950	
1574	TX	farm		56.147		65.974	
1575	WI	farm		56.117		65.997	
1576	CA	farm		56.088		66.020	
1577	NE	farm		56.058		66.043	
1578	NY	farm		56.058		66.043	
1579	CA	farm		55.968		66.113	
1580	MI	farm		55.908		66.160	
1581	PA	farm		55.878		66.184	
1582	CA	farm		55.849		66.207	
1583	CA	farm		55.729		66.301	
1584	WI	farm		55.729		66.301	
1585	OH	farm		55.699		66.325	
1586	NY	farm		55.639		66.372	
1587	CA	farm		55.580		66.419	
1588	CA	farm		55.460		66.514	
1589	WA	farm		55.430		66.538	
1590	WI	farm		55.370		66.586	
1591	CA	farm		55.341		66.610	
1592	ID	farm		55.341		66.610	
1593	TX	farm		55.311		66.634	
1594	IN	farm		55.281		66.658	
1595	CA	farm		55.221		66.705	
1596	NY	farm		55.221		66.705	
1597	NM	farm		55.161		66.754	
1598	FL	farm		55.131		66.778	
1599	CA	farm		55.072		66.826	
1600	MN	farm		55.042		66.850	
1601	WI	farm		55.012		66.874	
1602	CA	farm		54.952		66.923	
1603	MI	farm		54.952		66.923	
1604	OR	farm		54.952		66.923	
1605	AZ	farm		54.862		66.995	
1606	SD	farm		54.862		66.995	
1607	CA	farm		54.833		67.020	
1608	NY	farm		54.803		67.044	
1609	CA	farm		54.713		67.117	
1610	WI	farm		54.653		67.166	
1611	CA	farm		54.594		67.215	
1612	CO	farm		54.594		67.215	
1613	IA	farm		54.564		67.240	
1614	ID	farm		54.564		67.240	
1615	TX	farm		54.534		67.264	
1616	CA	farm		54.474		67.314	
1617	WA	farm		54.444		67.338	
1618	IL	farm		54.414		67.363	
1619	NY	farm		54.414		67.363	
1620	CA	farm		54.325		67.437	
1621	WI	farm		54.295		67.462	
1622	CA	farm		54.205		67.537	
1623	CA	farm		54.086		67.637	
1624	MI	farm		53.996		67.712	
1625	NC	farm		53.996		67.712	
1626	NY	farm		53.996		67.712	
1627	CA	farm		53.966		67.737	
1628	VT	farm		53.936		67.762	
1629	WI	farm		53.936		67.762	
1630	GA	farm		53.906		67.787	
1631	UT	farm		53.906		67.787	
1632	MN	farm		53.876		67.812	
1633	CA	farm		53.846		67.838	
1634	ID	farm		53.787		67.888	
1635	TX	farm		53.757		67.914	
1636	CA	farm		53.727		67.939	
1637	OH	farm		53.697		67.964	
1638	CA	farm		53.607		68.041	
1639	NM	farm		53.607		68.041	
1640	NY	farm		53.607		68.041	
1641	WI	farm		53.578		68.066	
1642	CA	farm		53.488		68.143	
1643	WA	farm		53.488		68.143	
1644	PA	farm		53.458		68.168	
1645	FL	farm		53.398		68.219	
1646	CA	farm		53.368		68.245	
1647	CA	farm		53.249		68.348	
1648	NY	farm		53.219		68.374	
1649	WI	farm		53.219		68.374	
1650	CA	farm		53.129		68.452	
1651	MI	farm		53.099		68.478	
1652	CA	farm		53.010		68.556	
1653	ID	farm		53.010		68.556	
1654	MO	farm		52.980		68.582	
1655	TX	farm		52.980		68.582	
1656	CA	farm		52.890		68.660	
1657	OR	farm		52.890		68.660	
1658	WI	farm		52.860		68.686	
1659	NY	farm		52.830		68.712	
1660	AZ	farm		52.801		68.739	
1661	SD	farm		52.801		68.739	
1662	CA	farm		52.771		68.765	
1663	CO	farm		52.771		68.765	
1664	MN	farm		52.741		68.791	
1665	CA	farm		52.651		68.870	
1666	WA	farm		52.591		68.923	
1667	CA	farm		52.562		68.950	
1668	WI	farm		52.532		68.976	
1669	KS	farm		52.472		69.029	
1670	CA	farm		52.442		69.056	
1671	NY	farm		52.442		69.056	
1672	CA	farm		52.323		69.162	
1673	IN	farm		52.323		69.162	
1674	ID	farm		52.263		69.216	
1675	MD	farm		52.263		69.216	
1676	TX	farm		52.233		69.243	
1677	CA	farm		52.203		69.270	
1678	MI	farm		52.203		69.270	
1679	NV	farm		52.173		69.296	
1680	WI	farm		52.173		69.296	
1681	KY	farm		52.143		69.323	
1682	NM	farm		52.143		69.323	
1683	CA	farm		52.083		69.377	
1684	NY	farm		52.054		69.404	
1685	CA	farm		51.964		69.485	
1686	CA	farm		51.844		69.594	
1687	WI	farm		51.844		69.594	
1688	OH	farm		51.785		69.649	
1689	CA	farm		51.755		69.676	
1690	VT	farm		51.755		69.676	
1691	FL	farm		51.695		69.731	
1692	NY	farm		51.695		69.731	
1693	WA	farm		51.695		69.731	
1694	MN	farm		51.665		69.758	
1695	NH	farm		51.665		69.758	
1696	CA	farm		51.635		69.785	
1697	HI	farm		51.546		69.868	
1698	ID	farm		51.546		69.868	
1699	CA	farm		51.516		69.895	
1700	IA	farm		51.516		69.895	
1701	TX	farm		51.516		69.895	
1702	WI	farm		51.516		69.895	
1703	CA	farm		51.396		70.006	
1704	MI	farm		51.336		70.061	
1705	NY	farm		51.336		70.061	
1706	CA	farm		51.307		70.089	
1707	PA	farm		51.217		70.173	
1708	CA	farm		51.187		70.201	
1709	WI	farm		51.187		70.201	
1710	CA	farm		51.067		70.313	
1711	CO	farm		51.067		70.313	
1712	NY	farm		50.978		70.397	
1713	CA	farm		50.948		70.425	
1714	OR	farm		50.948		70.425	
1715	AZ	farm		50.888		70.482	
1716	NE	farm		50.888		70.482	
1717	SD	farm		50.888		70.482	
1718	CA	farm		50.858		70.510	
1719	WI	farm		50.858		70.510	
1720	ID	farm		50.828		70.538	
1721	TX	farm		50.799		70.567	
1722	WA	farm		50.799		70.567	
1723	CA	farm		50.739		70.623	
1724	NM	farm		50.709		70.652	
1725	CA	farm		50.619		70.737	
1726	NY	farm		50.619		70.737	
1727	MN	farm		50.589		70.766	
1728	CA	farm		50.530		70.823	
1729	WI	farm		50.530		70.823	
1730	MI	farm		50.500		70.852	
1731	CA	farm		50.410		70.938	
1732	CA	farm		50.291		71.054	
1733	NY	farm		50.261		71.082	
1734	WI	farm		50.231		71.111	
1735	CA	farm		50.201		71.140	
1736	ID	farm		50.141		71.199	
1737	FL	farm		50.111		71.228	
1738	TX	farm		50.111		71.228	
1739	CA	farm		50.081		71.257	
1740	OH	farm		49.992		71.345	
1741	CA	farm		49.962		71.374	
1742	WA	farm		49.962		71.374	
1743	NY	farm		49.902		71.433	
1744	WI	farm		49.902		71.433	
1745	CA	farm		49.872		71.462	
1746	GA	farm		49.872		71.462	
1747	UT	farm		49.872		71.462	
1748	CA	farm		49.753		71.580	
1749	VT	farm		49.693		71.639	
1750	CA	farm		49.663		71.669	
1751	MI	farm		49.663		71.669	
1752	IN	farm		49.633		71.698	
1753	WI	farm		49.603		71.728	
1754	MN	farm		49.573		71.758	
1755	CA	farm		49.544		71.788	
1756	NY	farm		49.544		71.788	
1757	CA	farm		49.454		71.877	
1758	CO	farm		49.454		71.877	
1759	ID	farm		49.454		71.877	
1760	TX	farm		49.424		71.907	
1761	NM	farm		49.364		71.967	
1762	CA	farm		49.334		71.997	
1763	WI	farm		49.275		72.057	
1764	CA	farm		49.215		72.118	
1765	NY	farm		49.185		72.148	
1766	CA	farm		49.125		72.209	
1767	OR	farm		49.125		72.209	
1768	WA	farm		49.125		72.209	
1769	PA	farm		49.095		72.239	
1770	AZ	farm		49.065		72.269	
1771	SD	farm		49.065		72.269	
1772	CA	farm		49.006		72.330	
1773	WI	farm		48.976		72.361	
1774	CA	farm		48.916		72.422	
1775	IL	farm		48.886		72.452	
1776	MI	farm		48.856		72.483	
1777	NY	farm		48.856		72.483	
1778	CA	farm		48.796		72.544	
1779	ID	farm		48.767		72.575	
1780	TX	farm		48.737		72.606	
1781	CA	farm		48.707		72.637	
1782	IA	farm		48.707		72.637	
1783	WI	farm		48.677		72.668	
1784	CA	farm		48.587		72.760	
1785	FL	farm		48.587		72.760	
1786	MN	farm		48.557		72.791	
1787	NC	farm		48.557		72.791	
1788	CA	farm		48.498		72.854	
1789	NY	farm		48.498		72.854	
1790	CA	farm		48.408		72.947	
1791	WI	farm		48.378		72.978	
1792	WA	farm		48.318		73.041	
1793	CA	farm		48.289		73.072	
1794	OH	farm		48.289		73.072	
1795	VA	farm		48.289		73.072	
1796	CA	farm		48.199		73.167	
1797	NY	farm		48.169		73.198	
1798	ID	farm		48.109		73.261	
1799	CA	farm		48.079		73.293	
1800	MI	farm		48.079		73.293	
1801	TX	farm		48.079		73.293	
1802	WI	farm		48.079		73.293	
1803	NM	farm		48.049		73.325	
1804	CA	farm		47.990		73.388	
1805	CA	farm		47.870		73.515	
1806	CO	farm		47.870		73.515	
1807	NY	farm		47.840		73.547	
1808	CA	farm		47.781		73.611	
1809	WI	farm		47.781		73.611	
1810	VT	farm		47.751		73.643	
1811	CA	farm		47.691		73.708	
1812	MN	farm		47.601		73.804	
1813	CA	farm		47.571		73.837	
1814	WA	farm		47.541		73.869	
1815	ND	farm		47.512		73.901	
1816	NY	farm		47.512		73.901	
1817	CA	farm		47.482		73.934	
1818	ID	farm		47.482		73.934	
1819	WI	farm		47.482		73.934	
1820	TX	farm		47.452		73.966	
1821	CA	farm		47.362		74.064	
1822	OR	farm		47.362		74.064	
1823	AZ	farm		47.302		74.129	
1824	MI	farm		47.302		74.129	
1825	SD	farm		47.302		74.129	
1826	CA	farm		47.273		74.162	
1827	CA	farm		47.183		74.260	
1828	NY	farm		47.183		74.260	
1829	WI	farm		47.183		74.260	
1830	CT	farm		47.123		74.326	
1831	FL	farm		47.093		74.359	
1832	IN	farm		47.093		74.359	
1833	PA	farm		47.093		74.359	
1834	CA	farm		47.063		74.392	
1835	SC	farm		47.063		74.392	
1836	CA	farm		46.974		74.491	
1837	CA	farm		46.884		74.591	
1838	WI	farm		46.884		74.591	
1839	NY	farm		46.854		74.624	
1840	ID	farm		46.824		74.658	
1841	NM	farm		46.794		74.691	
1842	TX	farm		46.794		74.691	
1843	CA	farm		46.765		74.725	
1844	WA	farm		46.765		74.725	
1845	CA	farm		46.675		74.825	
1846	MN	farm		46.645		74.859	
1847	OH	farm		46.645		74.859	
1848	WI	farm		46.615		74.892	
1849	CA	farm		46.585		74.926	
1850	MI	farm		46.525		74.994	
1851	NY	farm		46.525		74.994	
1852	CA	farm		46.496		75.027	
1853	CA	farm		46.376		75.163	
1854	CO	farm		46.376		75.163	
1855	NE	farm		46.346		75.197	
1856	WI	farm		46.316		75.231	
1857	CA	farm		46.286		75.265	
1858	CA	farm		46.197		75.368	
1859	GA	farm		46.197		75.368	
1860	ID	farm		46.197		75.368	
1861	NY	farm		46.197		75.368	
1862	UT	farm		46.197		75.368	
1863	TX	farm		46.167		75.402	
1864	CA	farm		46.107		75.471	
1865	IA	farm		46.077		75.506	
1866	WI	farm		46.018		75.575	
1867	CA	farm		45.988		75.609	
1868	WA	farm		45.988		75.609	
1869	CA	farm		45.898		75.713	
1870	NY	farm		45.898		75.713	
1871	VT	farm		45.898		75.713	
1872	CA	farm		45.808		75.817	
1873	MI	farm		45.778		75.852	
1874	WI	farm		45.749		75.887	
1875	CA	farm		45.719		75.922	
1876	MN	farm		45.719		75.922	
1877	FL	farm		45.689		75.957	
1878	OR	farm		45.689		75.957	
1879	AZ	farm		45.629		76.027	
1880	SD	farm		45.629		76.027	
1881	CA	farm		45.599		76.063	
1882	ID	farm		45.569		76.098	
1883	NM	farm		45.569		76.098	
1884	NY	farm		45.569		76.098	
1885	TX	farm		45.569		76.098	
1886	CA	farm		45.510		76.168	
1887	WI	farm		45.450		76.239	
1888	CA	farm		45.420		76.275	
1889	CA	farm		45.330		76.381	
1890	NY	farm		45.270		76.452	
1891	CA	farm		45.241		76.488	
1892	WA	farm		45.241		76.488	
1893	PA	farm		45.181		76.560	
1894	WI	farm		45.181		76.560	
1895	CA	farm		45.121		76.631	
1896	MI	farm		45.061		76.703	
1897	OH	farm		45.061		76.703	
1898	CA	farm		45.031		76.740	
1899	ID	farm		44.972		76.812	
1900	CA	farm		44.942		76.848	
1901	CO	farm		44.942		76.848	
1902	NY	farm		44.942		76.848	
1903	TX	farm		44.942		76.848	
1904	WI	farm		44.912		76.884	
1905	CA	farm		44.852		76.957	
1906	MN	farm		44.822		76.993	
1907	CA	farm		44.762		77.066	
1908	IN	farm		44.733		77.103	
1909	CA	farm		44.673		77.176	
1910	NY	farm		44.643		77.213	
1911	WI	farm		44.613		77.249	
1912	CA	farm		44.583		77.286	
1913	WA	farm		44.494		77.397	
1914	CA	farm		44.464		77.434	
1915	CA	farm		44.374		77.545	
1916	ID	farm		44.374		77.545	
1917	NM	farm		44.374		77.545	
1918	MI	farm		44.344		77.582	
1919	NY	farm		44.344		77.582	
1920	TX	farm		44.344		77.582	
1921	WI	farm		44.344		77.582	
1922	FL	farm		44.314		77.619	
1923	CA	farm		44.284		77.657	
1924	CA	farm		44.195		77.769	
1925	VT	farm		44.165		77.806	
1926	CA	farm		44.105		77.881	
1927	OR	farm		44.105		77.881	
1928	WI	farm		44.075		77.919	
1929	IL	farm		44.045		77.957	
1930	NY	farm		44.045		77.957	
1931	AZ	farm		44.015		77.994	
1932	CA	farm		44.015		77.994	
1933	SD	farm		44.015		77.994	
1934	CA	farm		43.926		78.108	
1935	MN	farm		43.926		78.108	
1936	CA	farm		43.836		78.222	
1937	WI	farm		43.806		78.260	
1938	ID	farm		43.776		78.298	
1939	WA	farm		43.776		78.298	
1940	CA	farm		43.747		78.336	
1941	NY	farm		43.747		78.336	
1942	TX	farm		43.747		78.336	
1943	NC	farm		43.717		78.374	
1944	CA	farm		43.657		78.451	
1945	MI	farm		43.627		78.490	
1946	IA	farm		43.597		78.528	
1947	CA	farm		43.567		78.566	
1948	OH	farm		43.567		78.566	
1949	CO	farm		43.537		78.605	
1950	WI	farm		43.537		78.605	
1951	CA	farm		43.448		78.721	
1952	NY	farm		43.448		78.721	
1953	PA	farm		43.388		78.799	
1954	CA	farm		43.358		78.838	
1955	CA	farm		43.268		78.955	
1956	WI	farm		43.268		78.955	
1957	ID	farm		43.209		79.033	
1958	NM	farm		43.209		79.033	
1959	CA	farm		43.179		79.072	
1960	TX	farm		43.179		79.072	
1961	NY	farm		43.149		79.111	
1962	CA	farm		43.089		79.190	
1963	MN	farm		43.059		79.229	
1964	WA	farm		43.059		79.229	
1965	CA	farm		42.999		79.308	
1966	FL	farm		42.999		79.308	
1967	WI	farm		42.999		79.308	
1968	MI	farm		42.940		79.388	
1969	CA	farm		42.910		79.427	
1970	GA	farm		42.850		79.507	
1971	NY	farm		42.850		79.507	
1972	UT	farm		42.850		79.507	
1973	CA	farm		42.820		79.547	
1974	WI	farm		42.760		79.627	
1975	CA	farm		42.731		79.667	
1976	CA	farm		42.641		79.787	
1977	ID	farm		42.611		79.827	
1978	TX	farm		42.581		79.868	
1979	CA	farm		42.551		79.908	
1980	NY	farm		42.551		79.908	
1981	OR	farm		42.551		79.908	
1982	AZ	farm		42.491		79.989	
1983	IN	farm		42.491		79.989	
1984	SD	farm		42.491		79.989	
1985	WI	farm		42.491		79.989	
1986	CA	farm		42.462		80.029	
1987	VT	farm		42.462		80.029	
1988	CA	farm		42.372		80.151	
1989	WA	farm		42.372		80.151	
1990	KS	farm		42.342		80.192	
1991	CA	farm		42.282		80.274	
1992	MI	farm		42.252		80.315	
1993	NY	farm		42.252		80.315	
1994	CA	farm		42.223		80.356	
1995	MD	farm		42.223		80.356	
1996	NE	farm		42.223		80.356	
1997	WI	farm		42.223		80.356	
1998	CO	farm		42.193		80.397	
1999	MN	farm		42.193		80.397	
2000	CA	farm		42.133		80.479	
2001	NV	farm		42.133		80.479	
2002	KY	farm		42.103		80.520	
2003	NM	farm		42.073		80.562	
2004	OH	farm		42.073		80.562	
2005	CA	farm		42.043		80.603	
2006	ID	farm		42.043		80.603	
2007	TX	farm		42.013		80.644	
2008	NY	farm		41.984		80.686	
2009	WI	farm		41.984		80.686	
2010	CA	farm		41.954		80.727	
2011	CA	farm		41.864		80.852	
2012	CA	farm		41.774		80.978	
2013	WI	farm		41.715		81.062	
2014	CA	farm		41.685		81.104	
2015	FL	farm		41.685		81.104	
2016	NY	farm		41.685		81.104	
2017	WA	farm		41.685		81.104	
2018	PA	farm		41.625		81.188	
2019	CA	farm		41.595		81.230	
2020	MI	farm		41.595		81.230	
2021	CA	farm		41.505		81.357	
2022	ID	farm		41.505		81.357	
2023	TX	farm		41.476		81.400	
2024	WI	farm		41.476		81.400	
2025	CA	farm		41.416		81.485	
2026	NY	farm		41.416		81.485	
2027	MN	farm		41.386		81.528	
2028	CA	farm		41.326		81.613	
2029	IA	farm		41.266		81.699	
2030	CA	farm		41.236		81.742	
2031	WI	farm		41.207		81.785	
2032	CA	farm		41.177		81.828	
2033	NY	farm		41.117		81.915	
2034	CA	farm		41.087		81.958	
2035	OR	farm		41.057		82.001	
2036	AZ	farm		40.997		82.088	
2037	CA	farm		40.997		82.088	
2038	SD	farm		40.997		82.088	
2039	WA	farm		40.997		82.088	
2040	NM	farm		40.968		82.132	
2041	WI	farm		40.968		82.132	
2042	ID	farm		40.938		82.175	
2043	MI	farm		40.938		82.175	
2044	CA	farm		40.908		82.219	
2045	TX	farm		40.908		82.219	
2046	CO	farm		40.878		82.263	
2047	NY	farm		40.848		82.306	
2048	CA	farm		40.818		82.350	
2049	VT	farm		40.818		82.350	
2050	CA	farm		40.728		82.482	
2051	WI	farm		40.699		82.526	
2052	OH	farm		40.669		82.571	
2053	CA	farm		40.639		82.615	
2054	CA	farm		40.579		82.704	
2055	MN	farm		40.549		82.748	
2056	NY	farm		40.549		82.748	
2057	CA	farm		40.489		82.837	
2058	FL	farm		40.460		82.882	
2059	WI	farm		40.460		82.882	
2060	CA	farm		40.400		82.971	
2061	ID	farm		40.400		82.971	
2062	TX	farm		40.370		83.016	
2063	IN	farm		40.340		83.061	
2064	WA	farm		40.340		83.061	
2065	CA	farm		40.310		83.106	
2066	MI	farm		40.280		83.151	
2067	NY	farm		40.280		83.151	
2068	CA	farm		40.220		83.241	
2069	WI	farm		40.220		83.241	
2070	CA	farm		40.131		83.377	
2071	CA	farm		40.071		83.468	
2072	NY	farm		40.011		83.559	
2073	CA	farm		39.981		83.605	
2074	PA	farm		39.952		83.651	
2075	WI	farm		39.952		83.651	
2076	NM	farm		39.922		83.697	
2077	CA	farm		39.892		83.743	
2078	ID	farm		39.862		83.789	
2079	TX	farm		39.832		83.835	
2080	CA	farm		39.802		83.881	
2081	GA	farm		39.742		83.973	
2082	ME	farm		39.742		83.973	
2083	MN	farm		39.742		83.973	
2084	UT	farm		39.742		83.973	
2085	CA	farm		39.713		84.020	
2086	NY	farm		39.713		84.020	
2087	WI	farm		39.713		84.020	
2088	WA	farm		39.683		84.066	
2089	CA	farm		39.653		84.112	
2090	IL	farm		39.653		84.112	
2091	MI	farm		39.623		84.159	
2092	OR	farm		39.623		84.159	
2093	CO	farm		39.593		84.206	
2094	AZ	farm		39.563		84.252	
2095	CA	farm		39.563		84.252	
2096	SD	farm		39.563		84.252	
2097	CA	farm		39.473		84.393	
2098	WI	farm		39.473		84.393	
2099	NY	farm		39.444		84.440	
2100	CA	farm		39.384		84.534	
2101	NC	farm		39.384		84.534	
2102	ID	farm		39.324		84.628	
2103	CA	farm		39.294		84.676	
2104	OH	farm		39.294		84.676	
2105	TN	farm		39.294		84.676	
2106	TX	farm		39.294		84.676	
2107	CA	farm		39.234		84.770	
2108	FL	farm		39.234		84.770	
2109	VT	farm		39.234		84.770	
2110	WI	farm		39.234		84.770	
2111	NY	farm		39.175		84.866	
2112	CA	farm		39.145		84.913	
2113	CA	farm		39.055		85.057	
2114	IA	farm		39.025		85.105	
2115	WA	farm		39.025		85.105	
2116	MI	farm		38.995		85.153	
2117	WI	farm		38.995		85.153	
2118	CA	farm		38.965		85.201	
2119	MN	farm		38.965		85.201	
2120	OK	farm		38.936		85.249	
2121	CA	farm		38.906		85.297	
2122	NY	farm		38.906		85.297	
2123	NM	farm		38.846		85.394	
2124	CA	farm		38.816		85.443	
2125	ID	farm		38.786		85.491	
2126	TX	farm		38.786		85.491	
2127	WI	farm		38.756		85.540	
2128	CA	farm		38.726		85.589	
2129	CA	farm		38.667		85.686	
2130	NY	farm		38.637		85.735	
2131	CA	farm		38.577		85.833	
2132	WI	farm		38.517		85.932	
2133	CA	farm		38.487		85.981	
2134	NE	farm		38.457		86.031	
2135	CA	farm		38.398		86.130	
2136	WA	farm		38.398		86.130	
2137	MI	farm		38.368		86.179	
2138	NY	farm		38.368		86.179	
2139	CA	farm		38.338		86.229	
2140	CO	farm		38.338		86.229	
2141	PA	farm		38.308		86.279	
2142	ID	farm		38.278		86.329	
2143	IN	farm		38.278		86.329	
2144	WI	farm		38.278		86.329	
2145	CA	farm		38.248		86.378	
2146	TX	farm		38.248		86.378	
2147	OR	farm		38.218		86.428	
2148	MN	farm		38.189		86.479	
2149	CA	farm		38.159		86.529	
2150	AZ	farm		38.129		86.579	
2151	SD	farm		38.129		86.579	
2152	CA	farm		38.099		86.629	
2153	NY	farm		38.099		86.629	
2154	FL	farm		38.039		86.730	
2155	WI	farm		38.039		86.730	
2156	CA	farm		38.009		86.781	
2157	OH	farm		37.950		86.882	
2158	CA	farm		37.920		86.933	
2159	CA	farm		37.860		87.035	
2160	NM	farm		37.830		87.086	
2161	NY	farm		37.830		87.086	
2162	WI	farm		37.800		87.137	
2163	CA	farm		37.770		87.188	
2164	ID	farm		37.740		87.240	
2165	MI	farm		37.740		87.240	
2166	TX	farm		37.740		87.240	
2167	WA	farm		37.740		87.240	
2168	VT	farm		37.710		87.291	
2169	CA	farm		37.681		87.342	
2170	CA	farm		37.591		87.497	
2171	NY	farm		37.591		87.497	
2172	WI	farm		37.561		87.549	
2173	CA	farm		37.531		87.601	
2174	CA	farm		37.442		87.757	
2175	MN	farm		37.412		87.809	
2176	CA	farm		37.382		87.861	
2177	NY	farm		37.322		87.966	
2178	WI	farm		37.322		87.966	
2179	CA	farm		37.292		88.019	
2180	ID	farm		37.232		88.124	
2181	TX	farm		37.232		88.124	
2182	CA	farm		37.202		88.177	
2183	CA	farm		37.143		88.283	
2184	CO	farm		37.143		88.283	
2185	MI	farm		37.143		88.283	
2186	WA	farm		37.143		88.283	
2187	WI	farm		37.113		88.336	
2188	CA	farm		37.053		88.442	
2189	NY	farm		37.053		88.442	
2190	CA	farm		36.963		88.602	
2191	IA	farm		36.934		88.656	
2192	CA	farm		36.904		88.709	
2193	FL	farm		36.874		88.763	
2194	WI	farm		36.874		88.763	
2195	OR	farm		36.844		88.817	
2196	CA	farm		36.814		88.871	
2197	GA	farm		36.814		88.871	
2198	NM	farm		36.814		88.871	
2199	NY	farm		36.814		88.871	
2200	AZ	farm		36.784		88.925	
2201	SD	farm		36.784		88.925	
2202	UT	farm		36.784		88.925	
2203	PA	farm		36.754		88.979	
2204	CA	farm		36.724		89.033	
2205	ID	farm		36.724		89.033	
2206	TX	farm		36.724		89.033	
2207	CA	farm		36.665		89.142	
2208	MN	farm		36.665		89.142	
2209	OH	farm		36.635		89.196	
2210	WI	farm		36.635		89.196	
2211	CA	farm		36.575		89.305	
2212	MI	farm		36.545		89.360	
2213	NY	farm		36.545		89.360	
2214	CA	farm		36.515		89.415	
2215	WA	farm		36.515		89.415	
2216	CA	farm		36.426		89.580	
2217	WI	farm		36.396		89.635	
2218	CA	farm		36.336		89.745	
2219	IN	farm		36.306		89.801	
2220	NY	farm		36.306		89.801	
2221	CA	farm		36.276		89.856	
2222	ID	farm		36.246		89.912	
2223	TX	farm		36.216		89.968	
2224	VT	farm		36.216		89.968	
2225	CA	farm		36.186		90.023	
2226	WI	farm		36.186		90.023	
2227	CA	farm		36.127		90.135	
2228	CA	farm		36.037		90.304	
2229	NY	farm		36.037		90.304	
2230	CA	farm		35.947		90.473	
2231	CO	farm		35.947		90.473	
2232	MI	farm		35.947		90.473	
2233	VA	farm		35.947		90.473	
2234	WI	farm		35.947		90.473	
2235	MN	farm		35.918		90.530	
2236	WA	farm		35.918		90.530	
2237	CA	farm		35.888		90.586	
2238	NM	farm		35.828		90.700	
2239	CA	farm		35.798		90.757	
2240	NY	farm		35.798		90.757	
2241	CA	farm		35.738		90.871	
2242	FL	farm		35.738		90.871	
2243	ID	farm		35.738		90.871	
2244	TX	farm		35.738		90.871	
2245	WI	farm		35.738		90.871	
2246	CA	farm		35.649		91.043	
2247	IL	farm		35.619		91.101	
2248	CA	farm		35.589		91.159	
2249	NY	farm		35.529		91.274	
2250	OR	farm		35.529		91.274	
2251	CA	farm		35.499		91.332	
2252	WI	farm		35.499		91.332	
2253	SD	farm		35.469		91.390	
2254	AZ	farm		35.439		91.448	
2255	CA	farm		35.439		91.448	
2256	NC	farm		35.410		91.507	
2257	OH	farm		35.380		91.565	
2258	CA	farm		35.350		91.623	
2259	MI	farm		35.350		91.623	
2260	ND	farm		35.350		91.623	
2261	WA	farm		35.320		91.682	
2262	NY	farm		35.290		91.741	
2263	WI	farm		35.290		91.741	
2264	CA	farm		35.260		91.799	
2265	ID	farm		35.260		91.799	
2266	PA	farm		35.230		91.858	
2267	TX	farm		35.230		91.858	
2268	CA	farm		35.200		91.917	
2269	MN	farm		35.200		91.917	
2270	SC	farm		35.171		91.976	
2271	CT	farm		35.141		92.035	
2272	CA	farm		35.111		92.095	
2273	CA	farm		35.051		92.213	
2274	NY	farm		35.051		92.213	
2275	WI	farm		35.051		92.213	
2276	CA	farm		34.961		92.392	
2277	NE	farm		34.931		92.452	
2278	CA	farm		34.902		92.512	
2279	IA	farm		34.872		92.572	
2280	NM	farm		34.872		92.572	
2281	WI	farm		34.842		92.632	
2282	CA	farm		34.812		92.693	
2283	CO	farm		34.812		92.693	
2284	ID	farm		34.782		92.753	
2285	NY	farm		34.782		92.753	
2286	VT	farm		34.782		92.753	
2287	CA	farm		34.752		92.814	
2288	MI	farm		34.752		92.814	
2289	TX	farm		34.752		92.814	
2290	WA	farm		34.722		92.874	
2291	CA	farm		34.663		92.996	
2292	FL	farm		34.633		93.056	
2293	CA	farm		34.603		93.117	
2294	WI	farm		34.603		93.117	
2295	NY	farm		34.543		93.240	
2296	CA	farm		34.513		93.301	
2297	MN	farm		34.483		93.363	
2298	CA	farm		34.453		93.424	
2299	IN	farm		34.423		93.486	
2300	WI	farm		34.394		93.547	
2301	CA	farm		34.364		93.609	
2302	CA	farm		34.304		93.733	
2303	ID	farm		34.304		93.733	
2304	NY	farm		34.304		93.733	
2305	TX	farm		34.274		93.795	
2306	CA	farm		34.214		93.920	
2307	OR	farm		34.214		93.920	
2308	MI	farm		34.184		93.983	
2309	WI	farm		34.184		93.983	
2310	AZ	farm		34.155		94.045	
2311	CA	farm		34.155		94.045	
2312	OH	farm		34.155		94.045	
2313	SD	farm		34.155		94.045	
2314	WA	farm		34.125		94.108	
2315	CA	farm		34.065		94.234	
2316	NY	farm		34.065		94.234	
2317	CA	farm		34.005		94.360	
2318	GA	farm		34.005		94.360	
2319	UT	farm		34.005		94.360	
