year,         industry,ind,census,    fuel,fuel#,      capacity,    generation, elec fuel use,       thermal,cap fact,incr. heatrt,grid share,
1996,"Cement         ", 11,  9,"oil   ",    2,            0.,     35521972.,       249964.,      1000373., 0.0000,    7037.,0.0000,
1997,"Cement         ", 11,  9,"oil   ",    2,            0.,     53463287.,       370073.,      1431942., 0.0000,    6922.,0.0000,
1998,"Cement         ", 11,  9,"oil   ",    2,            0.,     49607943.,       388594.,      1465552., 0.0000,    7833.,0.0000,
1999,"Cement         ", 11,  9,"oil   ",    2,            0.,     41989601.,       368564.,      1390014., 0.0000,    8778.,0.0000,
2000,"Cement         ", 11,  9,"oil   ",    2,            0.,     36403970.,       325345.,      1227014., 0.0000,    8937.,0.0000,
2001,"Cement         ", 11,  9,"oil   ",    2,            0.,     41581000.,       371613.,      1401508., 0.0000,    8937.,0.0000,
2002,"Cement         ", 11,  9,"oil   ",    2,            0.,     47493695.,       424455.,      1600798., 0.0000,    8937.,0.0000,
2003,"Cement         ", 11,  9,"oil   ",    2,            0.,     39435001.,       352434.,      1329176., 0.0000,    8937.,0.0000,
2004,"Cement         ", 11,  9,"oil   ",    2,            0.,     38276030.,       184431.,      1139724., 0.0000,    4818.,0.0348,
2005,"Cement         ", 11,  9,"oil   ",    2,            0.,     46763125.,       225326.,      1224570., 0.0000,    4818.,0.0298,
2006,"Cement         ", 11,  9,"oil   ",    2,            0.,     47058464.,       226749.,      1500643., 0.0000,    4818.,0.0095,
2007,"Cement         ", 11,  9,"oil   ",    2,            0.,     32390992.,       156097.,       976816., 0.0000,    4819.,0.2924,
2008,"Cement         ", 11,  9,"oil   ",    2,            0.,            0.,            0.,            0., 0.0000,       0.,0.2360,
2009,"Cement         ", 11,  9,"oil   ",    2,            0.,            0.,            0.,            0., 0.0000,       0.,0.2183,
1990,"Cement         ", 11, 11,"all fl",   11,        84280.,    425533193.,      2817293.,     10122294., 0.5764,    6621.,0.0000,
1991,"Cement         ", 11, 11,"all fl",   11,        75080.,    417152012.,      3735610.,     10669607., 0.6343,    8955.,0.0129,
1992,"Cement         ", 11, 11,"all fl",   11,       106780.,    479203947.,      3127174.,     11208571., 0.5123,    6526.,0.0164,
1993,"Cement         ", 11, 11,"all fl",   11,       109080.,    491011466.,      3491610.,     11196449., 0.5139,    7111.,0.0347,
1994,"Cement         ", 11, 11,"all fl",   11,       125220.,    466139611.,      3228178.,     11684505., 0.4250,    6925.,0.0532,
1995,"Cement         ", 11, 11,"all fl",   11,       125220.,    493214241.,      4436768.,     11880692., 0.4496,    8996.,0.0000,
1996,"Cement         ", 11, 11,"all fl",   11,       116220.,    497028391.,      4612558.,     12086855., 0.4882,    9280.,0.0000,
1997,"Cement         ", 11, 11,"all fl",   11,       116220.,    493522937.,      4365873.,     12394277., 0.4848,    8846.,0.0000,
1998,"Cement         ", 11, 11,"all fl",   11,       111350.,    494030933.,      4671989.,     12230969., 0.5065,    9457.,0.0000,
1999,"Cement         ", 11, 11,"all fl",   11,       115720.,    492280474.,      4778108.,     12538307., 0.4856,    9706.,0.0001,
2000,"Cement         ", 11, 11,"all fl",   11,       114700.,    495920693.,      4812921.,     12309661., 0.4936,    9705.,0.0744,
2001,"Cement         ", 11, 11,"all fl",   11,       114700.,    528572200.,      5117574.,     13324691., 0.5261,    9682.,0.0744,
2002,"Cement         ", 11, 11,"all fl",   11,       114510.,    542098857.,      5249629.,     13298800., 0.5404,    9684.,0.0744,
2003,"Cement         ", 11, 11,"all fl",   11,       119660.,    547195381.,      5320230.,     14616507., 0.5220,    9723.,0.0744,
2004,"Cement         ", 11, 11,"all fl",   11,       121060.,    489733896.,      2437094.,     11836547., 0.4655,    4976.,0.0348,
2005,"Cement         ", 11, 11,"all fl",   11,       119660.,    517630675.,      4026073.,      6365758., 0.4938,    7778.,0.0298,
2006,"Cement         ", 11, 11,"all fl",   11,       113660.,    498482677.,      3958959.,      6806404., 0.5007,    7942.,0.0095,
2007,"Cement         ", 11, 11,"all fl",   11,        99400.,    441744056.,      2224218.,     11840388., 0.5149,    5035.,0.2924,
2008,"Cement         ", 11, 11,"all fl",   11,        88700.,    261303320.,      1356400.,      7255681., 0.4139,    5191.,0.2360,
2009,"Cement         ", 11, 11,"all fl",   11,        66300.,    203311020.,      1051338.,      5691503., 0.3501,    5171.,0.2183,
2010,"Cement         ", 11, 11,"all fl",   11,        75000.,    215909980.,      1107498.,      6106456., 0.3286,    5129.,0.0078,
2011,"Cement         ", 11, 11,"all fl",   11,        77000.,    236178270.,      6031363.,      7137382., 0.3516,   25537.,0.0056,
2012,"Cement         ", 11, 11,"all fl",   11,        91000.,    242221840.,      5714723.,      7818295., 0.3146,   23593.,0.2450,
2013,"Cement         ", 11, 11,"all fl",   11,        92067.,    198988780.,      1055523.,      6849598., 0.2809,    5304.,0.2270,
2014,"Cement         ", 11, 11,"all fl",   11,       103367.,    189010580.,       961966.,      5546738., 0.2087,    5089.,0.2398,
2015,"Cement         ", 11, 11,"all fl",   11,       102900.,    206613940.,      1052551.,      6023003., 0.3077,    5094.,0.2411,
2016,"Cement         ", 11, 11,"all fl",   11,        74300.,    194555840.,      2329194.,      2418773., 0.2981,   11972.,0.2565,
2017,"Cement         ", 11, 11,"all fl",   11,        74300.,    195315000.,      2261088.,      2141373., 0.3001,   11577.,0.2434,
2018,"Cement         ", 11, 11,"all fl",   11,        74300.,    187393860.,      2192050.,      1961710., 0.2919,   11698.,0.2487,
2019,"Cement         ", 11, 11,"all fl",   11,        75900.,    226235240.,      2639628.,      2362691., 0.3403,   11668.,0.0801,
2020,"Cement         ", 11, 11,"all fl",   11,        80400.,    230106160.,      2677835.,      2439457., 0.3368,   11637.,0.0692,
2021,"Cement         ", 11, 11,"all fl",   11,        80400.,    221881320.,      2542877.,      2619380., 0.3150,   11461.,0.0784,
2004,"Cement         ", 11, 11,"biomas",    7,            0.,            0.,            0.,            0., 0.0000,       0.,0.0348,
2005,"Cement         ", 11, 11,"biomas",    7,            0.,            0.,            0.,            0., 0.0000,       0.,0.0298,
2006,"Cement         ", 11, 11,"biomas",    7,            0.,            0.,            0.,            0., 0.0000,       0.,0.0095,
2007,"Cement         ", 11, 11,"biomas",    7,            0.,            0.,            0.,            0., 0.0000,       0.,0.2924,
2008,"Cement         ", 11, 11,"biomas",    7,            0.,        27643.,          145.,          739., 0.0000,    5245.,0.2360,
2009,"Cement         ", 11, 11,"biomas",    7,            0.,            0.,            0.,            0., 0.0000,       0.,0.2183,
2012,"Cement         ", 11, 11,"biomas",    7,         6500.,     18039065.,        86769.,       180088., 0.3159,    4810.,0.2450,
2013,"Cement         ", 11, 11,"biomas",    7,        13000.,       297996.,        45473.,        89855., 0.0106,  152596.,0.2270,
2014,"Cement         ", 11, 11,"biomas",    7,            0.,            0.,            0.,            0., 0.0000,       0.,0.2398,
2015,"Cement         ", 11, 11,"biomas",    7,            0.,            0.,            0.,            0., 0.0000,       0.,0.2411,
2016,"Cement         ", 11, 11,"biomas",    7,            0.,            0.,            0.,            0., 0.0000,       0.,0.2565,
2017,"Cement         ", 11, 11,"biomas",    7,            0.,            0.,            0.,            0., 0.0000,       0.,0.2434,
2018,"Cement         ", 11, 11,"biomas",    7,            0.,            0.,            0.,            0., 0.0000,       0.,0.2487,
2019,"Cement         ", 11, 11,"biomas",    7,            0.,            0.,            0.,            0., 0.0000,       0.,0.0801,
2020,"Cement         ", 11, 11,"biomas",    7,            0.,            0.,            0.,            0., 0.0000,       0.,0.0692,
2021,"Cement         ", 11, 11,"biomas",    7,            0.,            0.,            0.,            0., 0.0000,       0.,0.0784,
1990,"Cement         ", 11, 11,"coal  ",    1,        40680.,    320651702.,      2196507.,      7790667., 0.8998,    6850.,0.0000,
1991,"Cement         ", 11, 11,"coal  ",    1,        40680.,    299455309.,      2612498.,      7825435., 0.8403,    8724.,0.0129,
1992,"Cement         ", 11, 11,"coal  ",    1,        40680.,    291981832.,      1866657.,      7245235., 0.8194,    6393.,0.0164,
1993,"Cement         ", 11, 11,"coal  ",    1,        40680.,    271756225.,      1857761.,      6750435., 0.7626,    6836.,0.0347,
1994,"Cement         ", 11, 11,"coal  ",    1,        40680.,    210606985.,      1459578.,      5775690., 0.5910,    6930.,0.0532,
1995,"Cement         ", 11, 11,"coal  ",    1,        40680.,    210153471.,      1835737.,      5596186., 0.5897,    8735.,0.0000,
1996,"Cement         ", 11, 11,"coal  ",    1,        31680.,    234208429.,      1959992.,      6290206., 0.8439,    8369.,0.0000,
1997,"Cement         ", 11, 11,"coal  ",    1,        31680.,    207349390.,      1617283.,      5639686., 0.7472,    7800.,0.0000,
1998,"Cement         ", 11, 11,"coal  ",    1,        28080.,    200576679.,      1788706.,      5591038., 0.8154,    8918.,0.0000,
1999,"Cement         ", 11, 11,"coal  ",    1,        28080.,    201886700.,      1873619.,      5929634., 0.8207,    9281.,0.0001,
2000,"Cement         ", 11, 11,"coal  ",    1,        28080.,    213216434.,      1997323.,      6048242., 0.8668,    9368.,0.0744,
2001,"Cement         ", 11, 11,"coal  ",    1,        28080.,    418638000.,      4027358.,     10989990., 1.7019,    9620.,0.0744,
2002,"Cement         ", 11, 11,"coal  ",    1,        34580.,    400176077.,      3807910.,     10549563., 1.3211,    9516.,0.0744,
2003,"Cement         ", 11, 11,"coal  ",    1,        34580.,    256311000.,      2497292.,      7002154., 0.8461,    9743.,0.0744,
2004,"Cement         ", 11, 11,"coal  ",    1,        75280.,    248920941.,      1236651.,      6419111., 0.3764,    4968.,0.0348,
2005,"Cement         ", 11, 11,"coal  ",    1,        81780.,    138082602.,       662238.,      4180741., 0.1927,    4796.,0.0298,
2006,"Cement         ", 11, 11,"coal  ",    1,        34580.,    120900336.,       579502.,      4183420., 0.3991,    4793.,0.0095,
2007,"Cement         ", 11, 11,"coal  ",    1,        75200.,    232110433.,      1158107.,      6332806., 0.3523,    4989.,0.2924,
2008,"Cement         ", 11, 11,"coal  ",    1,        75200.,    165614323.,       853341.,      4658813., 0.3230,    5153.,0.2360,
2009,"Cement         ", 11, 11,"coal  ",    1,         5600.,     84277847.,       436712.,      2507882., 1.7180,    5182.,0.2183,
2010,"Cement         ", 11, 11,"coal  ",    1,         5600.,     73443041.,       377664.,      2257528., 1.4971,    5142.,0.0078,
2011,"Cement         ", 11, 11,"coal  ",    1,         7600.,     99203393.,      5187522.,      3093771., 1.5563,   52292.,0.0056,
2012,"Cement         ", 11, 11,"coal  ",    1,         4000.,     85714981.,      4605666.,      3107578.,14.8811,   53732.,0.2450,
2013,"Cement         ", 11, 11,"coal  ",    1,            0.,     47371134.,       242504.,      1676493., 0.0000,    5119.,0.2270,
2014,"Cement         ", 11, 11,"coal  ",    1,        28600.,      6044092.,        30884.,       199852., 0.0241,    5110.,0.2398,
2015,"Cement         ", 11, 11,"coal  ",    1,        28600.,     42120422.,       214885.,      1228334., 2.0455,    5102.,0.2411,
2016,"Cement         ", 11, 11,"coal  ",    1,            0.,     34903324.,       424026.,       429351., 0.0000,   12149.,0.2565,
2017,"Cement         ", 11, 11,"coal  ",    1,            0.,      7525617.,        90766.,        84744., 0.0000,   12061.,0.2434,
2018,"Cement         ", 11, 11,"coal  ",    1,            0.,     34711342.,       423644.,       271872., 0.0000,   12205.,0.2487,
2019,"Cement         ", 11, 11,"coal  ",    1,            0.,     15045811.,       183845.,       178028., 0.0000,   12219.,0.0801,
2020,"Cement         ", 11, 11,"coal  ",    1,            0.,            0.,            0.,            0., 0.0000,       0.,0.0692,
2021,"Cement         ", 11, 11,"coal  ",    1,            0.,            0.,            0.,            0., 0.0000,       0.,0.0784,
1995,"Cement         ", 11, 11,"msw   ",    6,            0.,      4952051.,        35005.,       141356., 0.0000,    7069.,0.0000,
1996,"Cement         ", 11, 11,"msw   ",    6,            0.,      7277550.,        51211.,       204951., 0.0000,    7037.,0.0000,
1997,"Cement         ", 11, 11,"msw   ",    6,            0.,      6460147.,        44717.,       173026., 0.0000,    6922.,0.0000,
1998,"Cement         ", 11, 11,"msw   ",    6,            0.,      3692892.,        28928.,       109098., 0.0000,    7833.,0.0000,
