14 MOGAS            ,14,1,0,0,0,0,1.208687,1.218839,1.221985,1.077127,1.145484,1.168276,1.175287,1.182177,1.18883,1.195131,1.200972,1.206254,1.210886,1.21479,1.217897,1.220155,1.221526,1.221985,1.221985,1.221985,1.221985,1.221985,1.221985,1.221985,1.221985,1.221985,1.221985,1.221985,1.221985,1.221985,1.221985,1.221985,1.221985,1.221985
14 MOGAS            ,14,2,0,0,0,0,1.134614,1.135804,1.104141,0.973252,1.035017,1.055611,1.061946,1.068172,1.074183,1.079876,1.085154,1.089927,1.094113,1.097639,1.100447,1.102487,1.103726,1.104141,1.104141,1.104141,1.104141,1.104141,1.104141,1.104141,1.104141,1.104141,1.104141,1.104141,1.104141,1.104141,1.104141,1.104141,1.104141,1.104141
14 MOGAS            ,14,3,0,0,0,0,1.208859,1.219481,1.200856,1.058502,1.125678,1.148076,1.154965,1.161736,1.168274,1.174466,1.180207,1.185397,1.189949,1.193785,1.196839,1.199058,1.200405,1.200856,1.200856,1.200856,1.200856,1.200856,1.200856,1.200856,1.200856,1.200856,1.200856,1.200856,1.200856,1.200856,1.200856,1.200856,1.200856,1.200856
14 MOGAS            ,14,4,0,0,0,0,1.208599,1.216381,1.198975,1.056844,1.123914,1.146277,1.153156,1.159916,1.166444,1.172626,1.178357,1.18354,1.188085,1.191915,1.194963,1.197179,1.198524,1.198975,1.198975,1.198975,1.198975,1.198975,1.198975,1.198975,1.198975,1.198975,1.198975,1.198975,1.198975,1.198975,1.198975,1.198975,1.198975,1.198975
15 STILL GAS        ,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 STILL GAS        ,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 STILL GAS        ,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 STILL GAS        ,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16 PET COKE         ,16,1,0,0,0,0,0.103446,2.618094,19.77364,10.591863,9.636844,17.757931,18.021034,18.279634,18.52931,18.765785,18.985018,19.183252,19.3571,19.503586,19.620203,19.704956,19.756393,19.77364,19.77364,19.77364,19.77364,19.77364,19.77364,19.77364,19.77364,19.77364,19.77364,19.77364,19.77364,19.77364,19.77364,19.77364,19.77364,19.77364
16 PET COKE         ,16,2,0,0,0,0,0.133485,2.406998,39.879131,21.361483,19.435419,35.813885,36.344505,36.866047,37.369587,37.846508,38.288651,38.688446,39.039062,39.334492,39.569683,39.740612,39.844353,39.879131,39.879131,39.879131,39.879131,39.879131,39.879131,39.879131,39.879131,39.879131,39.879131,39.879131,39.879131,39.879131,39.879131,39.879131,39.879131,39.879131
16 PET COKE         ,16,3,0,0,0,0,0.16964,2.730454,41.275227,22.10931,20.115816,37.067661,37.616859,38.156662,38.67783,39.171444,39.629066,40.042858,40.40575,40.711517,40.954945,41.131859,41.239231,41.275227,41.275227,41.275227,41.275227,41.275227,41.275227,41.275227,41.275227,41.275227,41.275227,41.275227,41.275227,41.275227,41.275227,41.275227,41.275227,41.275227
16 PET COKE         ,16,4,0,0,0,0,0.163169,1.654258,17.680613,9.47072,8.61679,15.878265,16.113518,16.344748,16.567993,16.779438,16.975464,17.152718,17.308163,17.439144,17.543417,17.6192,17.665192,17.680613,17.680613,17.680613,17.680613,17.680613,17.680613,17.680613,17.680613,17.680613,17.680613,17.680613,17.680613,17.680613,17.680613,17.680613,17.680613,17.680613
17 ASPHALT          ,17,1,0,0,0,0,1.159358,1.075267,1.100763,1.076566,1.102127,1.102602,1.102362,1.557484,1.890875,2.292848,2.829771,3.463862,4.186099,5.026928,5.99212,7.045599,8.241962,9.520764,10.846807,12.176452,13.46294,14.721042,15.89726,17.044567,18.094606,19.042709,19.895926,20.652246,21.315552,21.906313,22.423893,22.874371,23.282522,23.66312
17 ASPHALT          ,17,2,0,0,0,0,1.108037,1.076587,1.126891,1.102119,1.128287,1.128774,1.128528,1.628896,1.666616,1.696482,1.751547,1.798178,1.827911,1.852709,1.887105,1.909049,1.937813,1.965737,1.991817,2.019123,2.043167,2.064198,2.086914,2.111278,2.134785,2.157556,2.175835,2.193451,2.210897,2.228944,2.25007,2.270557,2.288504,2.30282
17 ASPHALT          ,17,3,0,0,0,0,1.184728,1.078677,1.236291,1.209114,1.237822,1.238356,1.238087,1.062423,1.065031,1.062671,1.076085,1.083382,1.079896,1.073844,1.069029,1.057594,1.05155,1.047595,1.043349,1.038849,1.031812,1.02404,1.016975,1.010457,1.003972,0.998494,0.991136,0.983737,0.976412,0.969585,0.964256,0.958823,0.952141,0.943698
17 ASPHALT          ,17,4,0,0,0,0,1.152436,1.078465,1.110622,1.086208,1.111998,1.112478,1.112235,1.063071,1.068606,1.072633,1.091304,1.102121,1.101803,1.098695,1.098639,1.092432,1.090337,1.089064,1.08725,1.08565,1.083232,1.079004,1.076038,1.07026,1.064099,1.061615,1.057375,1.052948,1.049,1.045397,1.043209,1.041503,1.038363,1.033582
18 LUBES & WAXES    ,18,1,0,0,0,0,0.977702,0.917157,0.859263,0.756619,0.727406,0.739834,0.755423,0.770745,0.785538,0.799549,0.812538,0.824283,0.834584,0.843263,0.850172,0.855194,0.858242,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263
18 LUBES & WAXES    ,18,2,0,0,0,0,0.962053,0.920708,0.859264,0.756619,0.727406,0.739834,0.755423,0.770745,0.785538,0.799549,0.812538,0.824284,0.834584,0.843263,0.850173,0.855194,0.858242,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264
18 LUBES & WAXES    ,18,3,0,0,0,0,0.901412,0.87351,0.859264,0.756619,0.727406,0.739834,0.755423,0.770745,0.785538,0.799549,0.812538,0.824284,0.834584,0.843263,0.850173,0.855194,0.858242,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264,0.859264
18 LUBES & WAXES    ,18,4,0,0,0,0,0.944682,0.904612,0.859263,0.756619,0.727406,0.739834,0.755423,0.770745,0.785538,0.799549,0.812538,0.824283,0.834584,0.843263,0.850172,0.855194,0.858242,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263,0.859263
19 PET CHEM FEED    ,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19 PET CHEM FEED    ,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19 PET CHEM FEED    ,19,3,0,0,0,0,2.486691,2.376316,2.124378,2.003837,2.10511,2.195226,2.195816,1.875202,1.835341,1.793101,1.767184,1.738263,1.707385,1.68422,1.65984,1.635302,1.612202,1.589837,1.572243,1.553199,1.533288,1.515338,1.500207,1.488501,1.468874,1.453436,1.43774,1.426018,1.415926,1.402047,1.392613,1.392014,1.377836,1.349549
19 PET CHEM FEED    ,19,4,0,0,0,0,1,1,1,0.943258,0.99093,1.03335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 KEROSENE         ,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 KEROSENE         ,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 KEROSENE         ,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 KEROSENE         ,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21 OTHER PETRO FEED ,21,1,0,0,0,0,3.0887,5.263155,5.1518,4.245878,2.671615,3.346321,3.581983,3.813613,4.037248,4.24906,4.445427,4.622987,4.778704,4.909912,5.014366,5.090279,5.136354,5.1518,5.1518,5.1518,5.1518,5.1518,5.1518,5.1518,5.1518,5.1518,5.1518,5.1518,5.1518,5.1518,5.1518,5.1518,5.1518,5.1518
21 OTHER PETRO FEED ,21,2,0,0,0,0,2.672411,4.276977,5.105835,4.207997,2.647779,3.316465,3.550025,3.779588,4.001227,4.21115,4.405765,4.581741,4.736068,4.866105,4.969628,5.044864,5.090527,5.105835,5.105835,5.105835,5.105835,5.105835,5.105835,5.105835,5.105835,5.105835,5.105835,5.105835,5.105835,5.105835,5.105835,5.105835,5.105835,5.105835
