MNUMYR,MNUMNR,M24,M4,M3,Gen45VDataByTech
54,13,7,2,3,438.62
54,13,7,3,1,133.22
54,13,7,3,2,105.71
54,13,7,3,3,214.44
54,13,7,4,1,390.26
54,13,7,4,2,3.51
54,13,7,4,3,462.53
54,13,8,1,1,186.58
54,13,8,1,2,612.47
54,13,8,1,3,154.2
54,13,8,2,1,171.8
54,13,8,2,2,1533.74
54,13,8,2,3,376.75
54,13,8,3,1,128.27
54,13,8,3,2,661.59
54,13,8,3,3,154.79
54,13,8,4,1,384.8
54,13,8,4,2,428.93
54,13,8,4,3,435.2
54,13,9,1,1,65.81
54,13,9,1,2,1040.68
54,13,9,1,3,94.88
54,13,9,2,1,108.63
54,13,9,2,2,2590.69
54,13,9,2,3,252.1
54,13,9,3,1,61.36
54,13,9,3,2,1258
54,13,9,3,3,98.82
54,13,9,4,1,370.17
54,13,9,4,2,1784.73
54,13,9,4,3,293.75
54,13,10,1,2,1005.85
54,13,10,1,3,42.73
54,13,10,2,1,60.92
54,13,10,2,2,3140.04
54,13,10,2,3,147.21
54,13,10,3,2,1428.85
54,13,10,3,3,48.03
54,13,10,4,1,148.97
54,13,10,4,2,2773.26
54,13,10,4,3,182.62
54,13,11,1,2,868.13
54,13,11,2,1,61.55
54,13,11,2,2,3615.43
54,13,11,2,3,46.42
54,13,11,3,2,1790.46
54,13,11,4,1,84.97
54,13,11,4,2,3245.61
54,13,11,4,3,80.14
54,13,12,1,2,1172.48
54,13,12,2,1,49.46
54,13,12,2,2,3922.55
54,13,12,2,3,1.43
54,13,12,3,2,1770.36
54,13,12,4,1,41.72
54,13,12,4,2,3535.71
54,13,13,1,2,1253.54
54,13,13,2,1,64.92
54,13,13,2,2,3974.26
54,13,13,2,3,2.63
54,13,13,3,2,1752.16
54,13,13,4,1,2.39
54,13,13,4,2,3431.6
54,13,14,1,2,1298.85
54,13,14,2,1,86.54
54,13,14,2,2,3867.18
54,13,14,2,3,65.46
54,13,14,3,2,1789.65
54,13,14,3,3,7.32
54,13,14,4,1,59.25
54,13,14,4,2,3333.05
54,13,14,4,3,31.98
54,13,15,1,2,1322.58
54,13,15,2,1,114.23
54,13,15,2,2,3562.13
54,13,15,2,3,161.03
54,13,15,3,2,1657.04
54,13,15,3,3,56.18
54,13,15,4,1,140.99
54,13,15,4,2,2959.12
54,13,15,4,3,135.74
54,13,16,1,2,1314.23
54,13,16,1,3,50.1
54,13,16,2,1,164.69
54,13,16,2,2,2858.65
54,13,16,2,3,265.43
54,13,16,3,1,117.79
54,13,16,3,2,1225.07
54,13,16,3,3,108.14
54,13,16,4,1,244.4
54,13,16,4,2,2191.5
54,13,16,4,3,243.31
54,13,17,1,1,152.46
54,13,17,1,2,897.11
54,13,17,1,3,105.19
54,13,17,2,1,259.5
54,13,17,2,2,1847.9
54,13,17,2,3,386.27
54,13,17,3,1,128.07
54,13,17,3,2,659.1
54,13,17,3,3,168.3
54,13,17,4,1,339.42
54,13,17,4,2,964.65
54,13,17,4,3,363.75
54,13,18,1,1,182.75
54,13,18,1,2,303.16
54,13,18,1,3,166.76
54,13,18,2,1,263.66
54,13,18,2,2,824.61
54,13,18,2,3,438.23
54,13,18,3,1,132.16
54,13,18,3,2,125.73
54,13,18,3,3,209.81
54,13,18,4,1,358.5
54,13,18,4,2,86.45
54,13,18,4,3,452.21
54,13,19,1,1,189.83
54,13,19,1,2,23.73
54,13,19,1,3,223.69
54,13,19,2,1,266.6
54,13,19,2,2,212.04
54,13,19,2,3,451.89
54,13,19,3,1,138.3
54,13,19,3,2,7.93
54,13,19,3,3,209.83
54,13,19,4,1,372.78
54,13,19,4,2,19.54
54,13,19,4,3,440.92
54,13,20,1,1,197.68
54,13,20,1,2,2.55
54,13,20,1,3,229.42
54,13,20,2,1,268.51
54,13,20,2,2,23.51
54,13,20,2,3,451
54,13,20,3,1,141.87
54,13,20,3,2,7.93
54,13,20,3,3,209.9
54,13,20,4,1,381.65
54,13,20,4,2,13.88
54,13,20,4,3,446.34
54,13,21,1,1,202.81
54,13,21,1,2,7.5
54,13,21,1,3,229.61
54,13,21,2,1,264.43
54,13,21,2,2,30.02
54,13,21,2,3,450.98
54,13,21,3,1,144.14
54,13,21,3,2,8.5
54,13,21,3,3,209.82
54,13,21,4,1,388.57
54,13,21,4,2,11.61
54,13,21,4,3,450.68
54,13,22,1,1,205.03
54,13,22,1,2,8.78
54,13,22,1,3,229.21
54,13,22,2,1,257.24
54,13,22,2,2,6.51
54,13,22,2,3,460.68
54,13,22,3,1,144.45
54,13,22,3,3,209.31
54,13,22,4,1,394.17
54,13,22,4,2,17.16
54,13,22,4,3,457.71
54,13,23,1,1,206.85
54,13,23,1,2,8.5
54,13,23,1,3,229.14
54,13,23,2,1,248.59
54,13,23,2,2,12.75
54,13,23,2,3,463.12
54,13,23,3,1,144.88
54,13,23,3,2,5.66
54,13,23,3,3,213.5
54,13,23,4,1,397.57
54,13,23,4,3,463.31
54,13,24,1,1,209.18
54,13,24,1,2,8.5
54,13,24,1,3,229
54,13,24,2,1,241.31
54,13,24,2,2,9.85
54,13,24,2,3,462.55
54,13,24,3,1,144.45
54,13,24,3,3,219.63
54,13,24,4,1,399.32
54,13,24,4,2,6.23
54,13,24,4,3,463.21
54,14,1,1,1,184.51
54,14,1,1,2,98.21
54,14,1,1,3,698.56
54,14,1,2,1,214.43
54,14,1,2,2,166.74
54,14,1,2,3,1402.72
54,14,1,3,1,126.23
54,14,1,3,2,75.37
54,14,1,3,3,677.7
54,14,1,4,1,319.03
54,14,1,4,2,66.24
54,14,1,4,3,1407.94
54,14,2,1,1,179.9
54,14,2,1,2,50.25
54,14,2,1,3,698.55
54,14,2,2,1,205.59
54,14,2,2,2,118.77
54,14,2,2,3,1401.67
54,14,2,3,1,123.44
54,14,2,3,2,118.77
54,14,2,3,3,677.48
54,14,2,4,1,315.8
54,14,2,4,2,66.24
54,14,2,4,3,1407.35
54,14,3,1,1,176.09
54,14,3,1,2,50.25
54,14,3,1,3,697.24
54,14,3,2,1,200.78
54,14,3,2,2,91.36
54,14,3,2,3,1398.75
54,14,3,3,1,120.23
54,14,3,3,2,75.37
54,14,3,3,3,676.04
54,14,3,4,1,314.23
54,14,3,4,2,50.25
54,14,3,4,3,1404.96
54,14,4,1,1,174.17
54,14,4,1,3,696.27
54,14,4,2,1,200.23
54,14,4,2,2,123.18
54,14,4,2,3,1396.51
54,14,4,3,1,119.3
54,14,4,3,2,20.56
54,14,4,3,3,675.01
54,14,4,4,1,312.69
54,14,4,4,2,53.21
54,14,4,4,3,1403.31
54,14,5,1,1,171.81
54,14,5,1,2,20.56
54,14,5,1,3,694.82
54,14,5,2,1,195.18
54,14,5,2,2,114.37
54,14,5,2,3,1393.97
54,14,5,3,1,118.84
54,14,5,3,3,673.71
54,14,5,4,1,307.55
54,14,5,4,2,91.36
54,14,5,4,3,1400.73
54,14,6,1,1,166.64
54,14,6,1,3,695.63
54,14,6,2,1,187.38
54,14,6,2,2,178.47
54,14,6,2,3,1394.62
54,14,6,3,1,118.5
54,14,6,3,3,674.36
54,14,6,4,1,305.52
54,14,6,4,2,24.32
54,14,6,4,3,1401.86
54,14,7,1,1,160.24
54,14,7,1,2,201.99
54,14,7,1,3,675.7
54,14,7,2,1,143.46
54,14,7,2,2,767.36
54,14,7,2,3,1353.52
54,14,7,3,1,115.05
54,14,7,3,2,194.39
54,14,7,3,3,675.43
54,14,7,4,1,304.28
54,14,7,4,2,7.64
54,14,7,4,3,1404.77
54,14,8,1,1,134.58
54,14,8,1,2,1001.83
54,14,8,1,3,469.72
54,14,8,2,1,110.06
54,14,8,2,2,2596.27
54,14,8,2,3,1160.93
54,14,8,3,1,100.33
54,14,8,3,2,1159.26
54,14,8,3,3,481.3
54,14,8,4,1,298.36
54,14,8,4,2,860.66
54,14,8,4,3,1316.35
54,14,9,1,2,1562.06
54,14,9,1,3,291.1
54,14,9,2,2,3926.62
54,14,9,2,3,792.87
54,14,9,3,2,1686.09
54,14,9,3,3,305.21
54,14,9,4,1,201.23
54,14,9,4,2,3141.29
54,14,9,4,3,913.33
54,14,10,1,2,1759.42
54,14,10,1,3,133.87
54,14,10,2,2,4280.77
54,14,10,2,3,473
54,14,10,3,2,1775.37
54,14,10,3,3,150.65
54,14,10,4,2,3533.98
54,14,10,4,3,563.22
54,14,11,1,2,1993.25
54,14,11,2,2,5726.78
54,14,11,2,3,156.59
54,14,11,3,2,2654.62
54,14,11,4,2,3965.47
54,14,11,4,3,244.07
54,14,12,1,2,1950.92
54,14,12,2,2,7088.95
54,14,12,3,2,3257.47
54,14,12,4,2,5858.35
54,14,13,1,2,2724.18
54,14,13,2,2,7521.44
54,14,13,3,2,2997.15
54,14,13,4,2,6151.27
54,14,14,1,2,2794.94
54,14,14,2,2,7359.98
54,14,14,2,3,214.08
54,14,14,3,2,3079.18
54,14,14,3,3,50.47
54,14,14,4,2,6048.59
54,14,14,4,3,100.1
54,14,15,1,2,2842.86
54,14,15,1,3,110.56
54,14,15,2,2,6850.01
54,14,15,2,3,533.87
54,14,15,3,2,3177.97
54,14,15,3,3,204.79
54,14,15,4,2,5781.46
54,14,15,4,3,418
54,14,16,1,2,2763.04
54,14,16,1,3,267.79
54,14,16,2,2,5487.42
54,14,16,2,3,853.75
54,14,16,3,2,2475.82
54,14,16,3,3,359.35
54,14,16,4,2,4794.28
54,14,16,4,3,737.15
54,14,17,1,2,1856.39
54,14,17,1,3,425.03
54,14,17,2,1,205.98
54,14,17,2,2,3718.91
54,14,17,2,3,1215.62
54,14,17,3,1,105.11
54,14,17,3,2,1441.29
54,14,17,3,3,536.91
54,14,17,4,1,230.74
54,14,17,4,2,2556.83
54,14,17,4,3,1103.46
54,14,18,1,1,162.06
54,14,18,1,2,732.32
54,14,18,1,3,611.28
54,14,18,2,1,221.27
54,14,18,2,2,1804.99
54,14,18,2,3,1328.71
54,14,18,3,1,115.23
54,14,18,3,2,368.37
54,14,18,3,3,640.52
54,14,18,4,1,302.54
54,14,18,4,2,349.52
54,14,18,4,3,1328.65
54,14,19,1,1,181
54,14,19,1,2,104.06
54,14,19,1,3,657.33
54,14,19,2,1,211.91
54,14,19,2,2,435.13
54,14,19,2,3,1326.38
54,14,19,3,1,134.85
54,14,19,3,2,66.27
54,14,19,3,3,640.4
54,14,19,4,1,331.03
54,14,19,4,2,114.2
54,14,19,4,3,1330.98
54,14,20,1,1,202.41
54,14,20,1,2,41.11
54,14,20,1,3,657.54
54,14,20,2,1,248.22
54,14,20,2,2,91.75
54,14,20,2,3,1323.76
54,14,20,3,1,142.98
54,14,20,3,2,43.4
54,14,20,3,3,640.33
54,14,20,4,1,337.33
54,14,20,4,2,155.32
54,14,20,4,3,1329.61
54,14,21,1,1,202.14
54,14,21,1,2,68.52
54,14,21,1,3,691.6
54,14,21,2,1,264.9
54,14,21,2,2,191.86
54,14,21,2,3,1323.22
54,14,21,3,1,144.95
54,14,21,3,3,639.65
54,14,21,4,1,337.59
54,14,21,4,2,22.84
54,14,21,4,3,1333.6
54,14,22,1,1,198.74
54,14,22,1,2,20.56
54,14,22,1,3,699.02
54,14,22,2,1,258.65
54,14,22,2,3,1342.23
54,14,22,3,1,138.8
54,14,22,3,2,20.56
54,14,22,3,3,637.99
54,14,22,4,1,332.33
54,14,22,4,2,68.52
54,14,22,4,3,1380.62
54,14,23,1,1,193.44
54,14,23,1,2,20.56
54,14,23,1,3,698.93
54,14,23,2,1,243.26
54,14,23,2,2,2.02
54,14,23,2,3,1368.5
54,14,23,3,1,135.18
54,14,23,3,3,646.77
54,14,23,4,1,324.35
54,14,23,4,2,139.33
54,14,23,4,3,1407.31
54,14,24,1,1,188.03
54,14,24,1,2,47.97
54,14,24,1,3,698.74
54,14,24,2,1,226.24
54,14,24,2,3,1404.24
54,14,24,3,1,130.76
54,14,24,3,2,20.56
54,14,24,3,3,659.84
54,14,24,4,1,322.53
54,14,24,4,2,93.65
54,14,24,4,3,1407.31
54,15,1,1,1,2.01
54,15,1,1,2,10.47
54,15,1,1,3,598.39
54,15,1,2,1,2.24
54,15,1,2,2,41.27
54,15,1,2,3,1232.2
54,15,1,3,1,1.37
54,15,1,3,2,38.38
54,15,1,3,3,578.71
54,15,1,4,1,3.47
54,15,1,4,3,1192.03
54,15,2,1,1,1.95
54,15,2,1,3,598.62
54,15,2,2,1,2.19
54,15,2,2,2,51.18
54,15,2,2,3,1231.52
54,15,2,3,1,1.33
54,15,2,3,2,25.59
54,15,2,3,3,578.64
54,15,2,4,1,3.43
54,15,2,4,2,12.79
54,15,2,4,3,1191.98
54,15,3,1,1,1.9
54,15,3,1,2,25.59
54,15,3,1,3,597.9
54,15,3,2,1,2.06
54,15,3,2,2,11.44
54,15,3,2,3,1230
54,15,3,3,1,1.28
54,15,3,3,2,25.59
54,15,3,3,3,577.94
54,15,3,4,1,3.36
54,15,3,4,3,1190.69
54,15,4,1,1,1.8
54,15,4,1,2,24.43
54,15,4,1,3,606.21
54,15,4,2,1,1.97
54,15,4,2,2,0.38
54,15,4,2,3,1229.12
54,15,4,3,1,1.23
54,15,4,3,3,577.6
54,15,4,4,1,3.22
54,15,4,4,2,12.79
54,15,4,4,3,1190.07
54,15,5,1,1,1.65
54,15,5,1,2,7.62
54,15,5,1,3,616.94
54,15,5,2,1,1.91
54,15,5,2,3,1197
54,15,5,3,1,1.18
54,15,5,3,2,6.65
54,15,5,3,3,577.33
54,15,5,4,1,3.07
54,15,5,4,2,25.59
54,15,5,4,3,1189.53
54,15,6,1,1,1.54
54,15,6,1,2,8.73
54,15,6,1,3,635.55
54,15,6,2,1,1.78
54,15,6,2,2,137.65
54,15,6,2,3,1152.74
54,15,6,3,1,1.12
54,15,6,3,2,12.79
54,15,6,3,3,577.99
54,15,6,4,1,2.95
54,15,6,4,2,31.84
54,15,6,4,3,1191.52
54,15,7,1,1,1.44
54,15,7,1,2,307.12
54,15,7,1,3,635.66
54,15,7,2,1,1.38
54,15,7,2,2,938.02
54,15,7,2,3,1187.06
54,15,7,3,1,1.09
54,15,7,3,2,321.72
54,15,7,3,3,578.44
54,15,7,4,1,2.92
54,15,7,4,2,76.81
54,15,7,4,3,1192.17
54,15,8,1,1,0.98
54,15,8,1,2,1135.15
54,15,8,1,3,383.44
54,15,8,2,1,0.72
54,15,8,2,2,2776.24
54,15,8,2,3,919.97
54,15,8,3,1,0.95
54,15,8,3,2,1368.53
54,15,8,3,3,380.64
54,15,8,4,1,2.81
54,15,8,4,2,1323.53
54,15,8,4,3,1099.92
54,15,9,1,2,1495.08
54,15,9,1,3,223.13
54,15,9,2,2,3903.31
54,15,9,2,3,569.6
54,15,9,3,2,1710.49
54,15,9,3,3,221.53
54,15,9,4,1,1.36
54,15,9,4,2,3242.68
54,15,9,4,3,680.88
54,15,10,1,2,1622.36
54,15,10,1,3,110.78
54,15,10,2,2,4688.38
54,15,10,2,3,336.07
54,15,10,3,2,2129.46
54,15,10,3,3,109.43
54,15,10,4,2,3592.6
54,15,10,4,3,399.95
54,15,11,1,2,1869.41
54,15,11,2,2,5755.63
54,15,11,2,3,104.8
54,15,11,3,2,2298.42
54,15,11,4,2,3748.29
54,15,11,4,3,172.49
54,15,12,1,2,2097.25
54,15,12,2,2,6281.04
54,15,12,3,2,2513.99
54,15,12,4,2,4423.96
54,15,13,1,2,2499.95
54,15,13,2,2,6793.97
54,15,13,3,2,2884.42
54,15,13,4,2,4866.23
54,15,14,1,2,2233.79
54,15,14,2,2,6747.06
54,15,14,2,3,162.07
54,15,14,3,2,2713.39
54,15,14,3,3,37.08
54,15,14,4,2,4924.89
54,15,14,4,3,38.31
54,15,15,1,2,2437.32
54,15,15,1,3,94.32
54,15,15,2,2,6302.96
54,15,15,2,3,395.49
54,15,15,3,2,2826.14
54,15,15,3,3,149.06
54,15,15,4,2,4750.9
54,15,15,4,3,265.71
54,15,16,1,2,2366.01
54,15,16,1,3,206.66
54,15,16,2,2,5189.15
54,15,16,2,3,629.02
54,15,16,3,2,2423.64
54,15,16,3,3,261.17
54,15,16,4,2,4133.11
54,15,16,4,3,493.6
54,15,17,1,2,1737.17
54,15,17,1,3,319
54,15,17,2,1,1.74
54,15,17,2,2,3367.88
54,15,17,2,3,973.55
54,15,17,3,1,0.8
54,15,17,3,2,1361.06
54,15,17,3,3,422.66
54,15,17,4,1,1.72
54,15,17,4,2,2328.72
54,15,17,4,3,824.48
54,15,18,1,1,1.14
54,15,18,1,2,639.51
54,15,18,1,3,493.79
54,15,18,2,1,1.82
54,15,18,2,2,1525.16
54,15,18,2,3,1090.51
54,15,18,3,1,0.8
54,15,18,3,2,369.7
54,15,18,3,3,497.15
54,15,18,4,1,2.08
54,15,18,4,2,472.5
54,15,18,4,3,1028.51
54,15,19,1,1,1.25
54,15,19,1,2,73.77
54,15,19,1,3,513.65
54,15,19,2,1,1.82
54,15,19,2,2,410.86
54,15,19,2,3,1161.56
54,15,19,3,1,1.02
54,15,19,3,2,40.92
54,15,19,3,3,497.09
54,15,19,4,1,2.59
54,15,19,4,2,101.19
54,15,19,4,3,1044.93
54,15,20,1,1,1.46
54,15,20,1,2,37.74
54,15,20,1,3,557.3
54,15,20,2,1,1.99
54,15,20,2,2,72.84
54,15,20,2,3,1181.32
54,15,20,3,1,1.14
54,15,20,3,2,32.57
54,15,20,3,3,496.7
54,15,20,4,1,3
54,15,20,4,2,89.56
54,15,20,4,3,1114.35
54,15,21,1,1,1.68
54,15,21,1,2,34.89
54,15,21,1,3,577.82
54,15,21,2,1,2.15
54,15,21,2,2,105.47
54,15,21,2,3,1229.45
54,15,21,3,1,1.26
54,15,21,3,2,58.16
54,15,21,3,3,507.84
54,15,21,4,1,3.27
54,15,21,4,2,84.63
54,15,21,4,3,1171.39
54,15,22,1,1,1.83
54,15,22,1,2,10.47
54,15,22,1,3,599.12
54,15,22,2,1,2.19
54,15,22,2,2,70.39
54,15,22,2,3,1235.5
54,15,22,3,1,1.42
54,15,22,3,3,533.79
54,15,22,4,1,3.44
54,15,22,4,2,21.46
54,15,22,4,3,1192.64
54,15,23,1,1,1.98
54,15,23,1,2,36.06
54,15,23,1,3,598.73
54,15,23,2,1,2.24
54,15,23,2,2,24.24
54,15,23,2,3,1234.05
54,15,23,3,1,1.44
54,15,23,3,2,6.14
54,15,23,3,3,558.77
54,15,23,4,1,3.51
54,15,23,4,2,34.69
54,15,23,4,3,1192.01
54,15,24,1,1,2.01
54,15,24,1,2,25.59
54,15,24,1,3,598.57
54,15,24,2,1,2.24
54,15,24,2,2,50.01
54,15,24,2,3,1232.94
54,15,24,3,1,1.4
54,15,24,3,3,578.84
54,15,24,4,1,3.52
54,15,24,4,3,1191.83
54,16,1,1,1,11.4
54,16,1,1,3,618.69
54,16,1,2,1,12.98
54,16,1,2,2,6.99
54,16,1,2,3,1311.21
54,16,1,3,1,7.34
54,16,1,3,3,592.27
54,16,1,4,1,21.04
54,16,1,4,2,28.78
54,16,1,4,3,1253.26
54,16,2,1,1,11.13
54,16,2,1,3,619.13
54,16,2,2,1,12.54
54,16,2,2,3,1275.14
54,16,2,3,1,7.36
54,16,2,3,3,592.54
54,16,2,4,1,20.87
54,16,2,4,3,1273.34
54,16,3,1,1,10.94
54,16,3,1,2,5.88
54,16,3,1,3,637.89
54,16,3,2,1,12.26
54,16,3,2,2,7.85
54,16,3,2,3,1302.71
54,16,3,3,1,7.13
54,16,3,3,3,591.98
54,16,3,4,1,20.63
54,16,3,4,3,1275.93
54,16,4,1,1,10.64
54,16,4,1,3,646.33
54,16,4,2,1,12.05
54,16,4,2,3,1297.83
54,16,4,3,1,6.97
54,16,4,3,3,591.66
54,16,4,4,1,19.91
54,16,4,4,3,1311.56
54,16,5,1,1,10.31
54,16,5,1,3,639.63
54,16,5,2,1,11.76
54,16,5,2,2,19.2
54,16,5,2,3,1288.75
54,16,5,3,1,6.81
54,16,5,3,3,591.51
54,16,5,4,1,19.46
54,16,5,4,3,1318.2
54,16,6,1,1,10
54,16,6,1,2,12.71
54,16,6,1,3,662.34
54,16,6,2,1,11.03
54,16,6,2,2,219.09
54,16,6,2,3,1289.47
54,16,6,3,1,6.53
54,16,6,3,2,9.96
54,16,6,3,3,592.37
54,16,6,4,1,18.88
54,16,6,4,3,1344.86
54,16,7,1,1,9.91
54,16,7,1,2,294.48
54,16,7,1,3,637.85
54,16,7,2,1,10.06
54,16,7,2,2,1121.74
54,16,7,2,3,1212.59
54,16,7,3,1,6.4
54,16,7,3,2,371.65
54,16,7,3,3,555.09
54,16,7,4,1,18.45
54,16,7,4,2,49.39
54,16,7,4,3,1346.84
54,16,8,1,1,9.29
54,16,8,1,2,1137.72
54,16,8,1,3,399.48
54,16,8,2,1,7.97
54,16,8,2,2,2933.69
54,16,8,2,3,948.34
54,16,8,3,1,6.27
54,16,8,3,2,1371.14
54,16,8,3,3,383.74
54,16,8,4,1,18.56
54,16,8,4,2,1220.56
54,16,8,4,3,1178.6
54,16,9,1,1,2.98
54,16,9,1,2,1935.68
54,16,9,1,3,237.84
54,16,9,2,2,4505.59
54,16,9,2,3,576.09
54,16,9,3,2,2086.56
54,16,9,3,3,218.41
54,16,9,4,1,14.21
54,16,9,4,2,3123.4
54,16,9,4,3,747.39
54,16,10,1,2,1994.86
54,16,10,1,3,100.57
54,16,10,2,2,4851.31
54,16,10,2,3,344.9
54,16,10,3,2,2373.41
54,16,10,3,3,108.2
54,16,10,4,1,2.93
54,16,10,4,2,4300.01
54,16,10,4,3,431.9
54,16,11,1,2,2236.36
54,16,11,1,3,4.16
54,16,11,2,2,5722.16
54,16,11,2,3,115.58
54,16,11,3,2,2628
54,16,11,4,1,2.68
54,16,11,4,2,5372.5
54,16,11,4,3,200.98
54,16,12,1,2,2147.24
54,16,12,2,2,6061.31
54,16,12,3,2,2699.98
54,16,12,4,2,5474.07
54,16,13,1,2,2299.75
54,16,13,2,2,6247.26
54,16,13,3,2,2848.98
54,16,13,4,2,5452.23
54,16,14,1,2,2045.16
54,16,14,2,2,6178.38
54,16,14,2,3,161.74
54,16,14,3,2,2770.32
54,16,14,3,3,89.86
54,16,14,4,2,5359.9
54,16,14,4,3,94.12
54,16,15,1,2,2072.27
54,16,15,1,3,78.72
54,16,15,2,2,6012.01
54,16,15,2,3,392.88
54,16,15,3,2,2685.68
54,16,15,3,3,199.91
54,16,15,4,1,3.74
54,16,15,4,2,4847.51
54,16,15,4,3,346.43
54,16,16,1,2,1965.13
54,16,16,1,3,191.04
54,16,16,2,1,2.93
54,16,16,2,2,4919.51
54,16,16,2,3,656.08
54,16,16,3,2,2114.83
54,16,16,3,3,310.12
54,16,16,4,1,12.61
54,16,16,4,2,3402.42
54,16,16,4,3,639.39
54,16,17,1,1,7.9
54,16,17,1,2,1370.17
54,16,17,1,3,315.46
54,16,17,2,1,9.16
54,16,17,2,2,3128.33
54,16,17,2,3,984.45
54,16,17,3,1,5.24
54,16,17,3,2,1073.66
54,16,17,3,3,476.03
54,16,17,4,1,15.91
54,16,17,4,2,1374.66
54,16,17,4,3,927.91
54,16,18,1,1,9.47
54,16,18,1,2,441.67
54,16,18,1,3,588.51
54,16,18,2,1,10.04
54,16,18,2,2,1387.96
54,16,18,2,3,1262.67
54,16,18,3,1,5.6
54,16,18,3,2,262.83
54,16,18,3,3,543.01
54,16,18,4,1,18.05
54,16,18,4,2,227.38
54,16,18,4,3,1270.65
54,16,19,1,1,10.25
54,16,19,1,2,81.02
54,16,19,1,3,621.45
54,16,19,2,1,10.17
54,16,19,2,2,396.92
54,16,19,2,3,1291.29
54,16,19,3,1,6.87
54,16,19,3,2,15.63
54,16,19,3,3,543.1
54,16,19,4,1,20.08
54,16,19,4,2,75.9
54,16,19,4,3,1257.49
54,16,20,1,1,11.46
54,16,20,1,2,26.18
54,16,20,1,3,621.97
54,16,20,2,1,12.16
54,16,20,2,2,119.35
54,16,20,2,3,1310.56
54,16,20,3,1,7.81
54,16,20,3,2,24.45
54,16,20,3,3,578.75
54,16,20,4,1,21
54,16,20,4,2,68.05
54,16,20,4,3,1256.93
54,16,21,1,1,11.75
54,16,21,1,2,45.37
54,16,21,1,3,622.07
54,16,21,2,1,12.97
54,16,21,2,2,59.16
54,16,21,2,3,1299.97
54,16,21,3,1,8.03
54,16,21,3,2,24.45
54,16,21,3,3,595.83
54,16,21,4,1,21.33
54,16,21,4,2,88.11
54,16,21,4,3,1256.27
54,16,22,1,1,11.84
54,16,22,1,2,34.89
54,16,22,1,3,621.29
54,16,22,2,1,12.91
54,16,22,2,2,32.53
54,16,22,2,3,1275.76
54,16,22,3,1,7.93
54,16,22,3,2,28.81
54,16,22,3,3,594.83
54,16,22,4,1,21.47
54,16,22,4,2,17.45
54,16,22,4,3,1255
54,16,23,1,1,11.73
54,16,23,1,2,45.37
54,16,23,1,3,620.56
54,16,23,2,1,12.95
54,16,23,2,2,8.6
54,16,23,2,3,1286.11
54,16,23,3,1,7.69
54,16,23,3,2,45.4
54,16,23,3,3,594.03
54,16,23,4,1,21.34
54,16,23,4,2,26.17
54,16,23,4,3,1254
54,16,24,1,1,11.56
54,16,24,1,3,619.85
54,16,24,2,1,12.94
54,16,24,2,2,7.85
54,16,24,2,3,1315.93
54,16,24,3,1,7.55
54,16,24,3,2,19.2
54,16,24,3,3,593.34
54,16,24,4,1,21.39
54,16,24,4,3,1253.05
54,17,1,1,1,1108.78
54,17,1,1,3,70
54,17,1,2,1,1982.56
54,17,1,2,3,133.33
54,17,1,3,1,960.1
54,17,1,3,3,30.75
54,17,1,4,1,1854.03
54,17,1,4,3,120.24
54,17,2,1,1,1101.91
54,17,2,1,3,77.2
54,17,2,2,1,1967.33
54,17,2,2,3,142.73
54,17,2,3,1,948.31
54,17,2,3,3,50.15
54,17,2,4,1,1848.3
54,17,2,4,2,1.67
54,17,2,4,3,113.65
54,17,3,1,1,1084.34
54,17,3,1,3,71.75
54,17,3,2,1,1932.97
54,17,3,2,3,127.27
54,17,3,3,1,929
54,17,3,3,3,35.43
54,17,3,4,1,1831.69
54,17,3,4,3,96.72
54,17,4,1,1,1067.59
54,17,4,1,3,70.16
54,17,4,2,1,1876.56
54,17,4,2,3,127.27
54,17,4,3,1,898.86
54,17,4,3,3,32.97
54,17,4,4,1,1809.88
54,17,4,4,3,79.26
54,17,5,1,1,1048.78
54,17,5,1,3,50.9
54,17,5,2,1,1817.99
54,17,5,2,3,96.39
54,17,5,3,1,871.21
54,17,5,3,3,27.67
54,17,5,4,1,1781.96
54,17,5,4,3,68.39
54,17,6,1,1,1025.91
54,17,6,1,2,0.25
54,17,6,1,3,59.2
54,17,6,2,1,1740.3
54,17,6,2,2,8.3
54,17,6,2,3,109.06
54,17,6,3,1,850.81
54,17,6,3,3,50.48
54,17,6,4,1,1756.81
54,17,6,4,3,68.39
54,17,7,1,1,992.02
54,17,7,1,2,23.25
54,17,7,1,3,77.2
54,17,7,2,1,1492.13
54,17,7,2,2,104.52
54,17,7,2,3,162.27
54,17,7,3,1,819.26
54,17,7,3,2,22.1
54,17,7,3,3,53.94
54,17,7,4,1,1729.64
54,17,7,4,2,1.41
54,17,7,4,3,111.57
54,17,8,1,1,860.82
54,17,8,1,2,149.2
54,17,8,1,3,48.32
54,17,8,2,1,1068.05
54,17,8,2,2,387.91
54,17,8,2,3,105.82
54,17,8,3,1,728.23
54,17,8,3,2,175.72
54,17,8,3,3,22.44
54,17,8,4,1,1695.22
54,17,8,4,2,111.47
54,17,8,4,3,121.34
54,17,9,1,1,669.12
54,17,9,1,2,362.12
54,17,9,1,3,12.15
54,17,9,2,1,916.82
54,17,9,2,2,784.99
54,17,9,2,3,75.68
54,17,9,3,1,538.37
54,17,9,3,2,393.44
54,17,9,3,3,17.75
54,17,9,4,1,1474.62
54,17,9,4,2,524.22
