MNUMYR,MNUMNR,M24,M4,M3,Gen45VDataByTech
43,5,24,1,1,477.34
43,5,24,1,3,72.77
43,5,24,2,1,691.92
43,5,24,2,3,160.12
43,5,24,3,1,432.97
43,5,24,3,3,71.66
43,5,24,4,1,941.67
43,5,24,4,3,150.52
43,6,1,1,1,20.26
43,6,1,1,3,239.89
43,6,1,2,1,23.63
43,6,1,2,3,505.21
43,6,1,3,1,14.33
43,6,1,3,3,218.42
43,6,1,4,1,35.91
43,6,1,4,3,463
43,6,2,1,1,19.88
43,6,2,1,3,240.59
43,6,2,2,1,22.5
43,6,2,2,3,502.51
43,6,2,3,1,14.29
43,6,2,3,3,231.56
43,6,2,4,1,35.31
43,6,2,4,3,486.21
43,6,3,1,1,19.12
43,6,3,1,3,240.24
43,6,3,2,1,21.29
43,6,3,2,3,493.79
43,6,3,3,1,14.12
43,6,3,3,3,218.52
43,6,3,4,1,34.15
43,6,3,4,3,469.8
43,6,4,1,1,18.39
43,6,4,1,3,240.15
43,6,4,2,1,20.44
43,6,4,2,3,488.66
43,6,4,3,1,13.81
43,6,4,3,3,218.35
43,6,4,4,1,33.3
43,6,4,4,3,467.32
43,6,5,1,1,18.04
43,6,5,1,2,1.56
43,6,5,1,3,241.01
43,6,5,2,1,19.43
43,6,5,2,3,490.3
43,6,5,3,1,13.55
43,6,5,3,3,218.22
43,6,5,4,1,32.5
43,6,5,4,3,463.53
43,6,6,1,1,17.67
43,6,6,1,2,2.21
43,6,6,1,3,243.06
43,6,6,2,1,17.79
43,6,6,2,2,64.25
43,6,6,2,3,493.19
43,6,6,3,1,13.19
43,6,6,3,3,236.95
43,6,6,4,1,32.44
43,6,6,4,3,477.37
43,6,7,1,1,16.34
43,6,7,1,2,122.3
43,6,7,1,3,243.51
43,6,7,2,1,11.02
43,6,7,2,2,517.6
43,6,7,2,3,495.07
43,6,7,3,1,12.49
43,6,7,3,2,157.2
43,6,7,3,3,225.43
43,6,7,4,1,32.56
43,6,7,4,2,7.82
43,6,7,4,3,495.18
43,6,8,1,1,11.73
43,6,8,1,2,648.05
43,6,8,1,3,218.37
43,6,8,2,1,6.81
43,6,8,2,2,1645.64
43,6,8,2,3,477.1
43,6,8,3,1,8.57
43,6,8,3,2,831.43
43,6,8,3,3,195.7
43,6,8,4,1,30.65
43,6,8,4,2,761.36
43,6,8,4,3,476.77
43,6,9,1,1,8.37
43,6,9,1,2,1302.69
43,6,9,1,3,144.95
43,6,9,2,1,7.2
43,6,9,2,2,2927.97
43,6,9,2,3,430.31
43,6,9,3,1,4.06
43,6,9,3,2,1506.52
43,6,9,3,3,140
43,6,9,4,1,22.9
43,6,9,4,2,2073.91
43,6,9,4,3,362.26
43,6,10,1,2,1457.75
43,6,10,1,3,81.8
43,6,10,2,1,3.57
43,6,10,2,2,3765.35
43,6,10,2,3,320.3
43,6,10,3,2,1725.71
43,6,10,3,3,79.37
43,6,10,4,1,13.94
43,6,10,4,2,2961.72
43,6,10,4,3,244.91
43,6,11,1,2,1453.14
43,6,11,1,3,28.96
43,6,11,2,2,4135.59
43,6,11,2,3,193.06
43,6,11,3,2,1815.6
43,6,11,3,3,27.02
43,6,11,4,2,3419.52
43,6,11,4,3,121.47
43,6,12,1,2,1501.97
43,6,12,2,2,4370.48
43,6,12,2,3,83.92
43,6,12,3,2,1910.74
43,6,12,4,2,3456.3
43,6,12,4,3,20.61
43,6,13,1,2,1616.73
43,6,13,2,2,4396.35
43,6,13,2,3,170.4
43,6,13,3,2,1921.12
43,6,13,3,3,3.09
43,6,13,4,2,3402.26
43,6,14,1,2,1593.55
43,6,14,2,1,6.92
43,6,14,2,2,4382.02
43,6,14,2,3,297.6
43,6,14,3,2,1904.17
43,6,14,3,3,55.31
43,6,14,4,2,3276.69
43,6,14,4,3,72.29
43,6,15,1,2,1566.83
43,6,15,1,3,52.35
43,6,15,2,1,8.95
43,6,15,2,2,3929.2
43,6,15,2,3,393.6
43,6,15,3,1,3.11
43,6,15,3,2,1821.59
43,6,15,3,3,111.74
43,6,15,4,1,3.62
43,6,15,4,2,3146.65
43,6,15,4,3,183.6
43,6,16,1,2,1529.66
43,6,16,1,3,105.2
43,6,16,2,1,15.38
43,6,16,2,2,3093.62
43,6,16,2,3,450.64
43,6,16,3,1,7.71
43,6,16,3,2,1414
43,6,16,3,3,171.65
43,6,16,4,1,19.26
43,6,16,4,2,2442.96
43,6,16,4,3,308.5
43,6,17,1,1,14.53
43,6,17,1,2,946.63
43,6,17,1,3,174.17
43,6,17,2,1,15.9
43,6,17,2,2,1954.42
43,6,17,2,3,486.47
43,6,17,3,1,7.86
43,6,17,3,2,733.09
43,6,17,3,3,226.69
43,6,17,4,1,21.71
43,6,17,4,2,1190.67
43,6,17,4,3,436.54
43,6,18,1,1,14.51
43,6,18,1,2,320.21
43,6,18,1,3,241.76
43,6,18,2,1,16.49
43,6,18,2,2,783.64
43,6,18,2,3,510
43,6,18,3,1,9.54
43,6,18,3,2,128.75
43,6,18,3,3,239.4
43,6,18,4,1,27.5
43,6,18,4,2,113.49
43,6,18,4,3,496.4
43,6,19,1,1,17.74
43,6,19,1,2,15.15
43,6,19,1,3,244.53
43,6,19,2,1,19.34
43,6,19,2,2,172.27
43,6,19,2,3,509.52
43,6,19,3,1,12.35
43,6,19,3,2,10.8
43,6,19,3,3,236.69
43,6,19,4,1,32.42
43,6,19,4,2,18.91
43,6,19,4,3,488.23
43,6,20,1,1,19.66
43,6,20,1,2,5.2
43,6,20,1,3,242.06
43,6,20,2,1,24.42
43,6,20,2,2,21.33
43,6,20,2,3,509.17
43,6,20,3,1,13.48
43,6,20,3,2,5.2
43,6,20,3,3,237.63
43,6,20,4,1,34.68
43,6,20,4,2,13.88
43,6,20,4,3,488.44
43,6,21,1,1,20.42
43,6,21,1,2,3.64
43,6,21,1,3,242.25
43,6,21,2,1,25.61
43,6,21,2,2,20.74
43,6,21,2,3,508.91
43,6,21,3,1,14.05
43,6,21,3,2,9.02
43,6,21,3,3,239.28
43,6,21,4,1,36.13
43,6,21,4,2,11.34
43,6,21,4,3,490.97
43,6,22,1,1,20.75
43,6,22,1,2,3.82
43,6,22,1,3,242.11
43,6,22,2,1,25.64
43,6,22,2,2,3.12
43,6,22,2,3,508.44
43,6,22,3,1,14.46
43,6,22,3,2,1.56
43,6,22,3,3,238.95
43,6,22,4,1,36.99
43,6,22,4,2,3.47
43,6,22,4,3,496.89
43,6,23,1,1,20.77
43,6,23,1,2,5.38
43,6,23,1,3,241.76
43,6,23,2,1,24.92
43,6,23,2,2,4.24
43,6,23,2,3,507.68
43,6,23,3,1,14.64
43,6,23,3,3,238.54
43,6,23,4,1,37.35
43,6,23,4,2,1.56
43,6,23,4,3,493.19
43,6,24,1,1,20.63
43,6,24,1,2,1.09
43,6,24,1,3,241.25
43,6,24,2,1,23.91
43,6,24,2,3,506.62
43,6,24,3,1,14.5
43,6,24,3,2,3.82
43,6,24,3,3,235.31
43,6,24,4,1,36.95
43,6,24,4,3,492.16
43,7,1,1,1,285.51
43,7,1,1,2,2.94
43,7,1,1,3,299.63
43,7,1,2,1,394.79
43,7,1,2,3,519.51
43,7,1,3,1,238.19
43,7,1,3,2,2.95
43,7,1,3,3,239.28
43,7,1,4,1,566.62
43,7,1,4,2,2.54
43,7,1,4,3,566.83
43,7,2,1,1,282.05
43,7,2,1,2,2.82
43,7,2,1,3,297.09
43,7,2,2,1,385.93
43,7,2,2,2,2.95
43,7,2,2,3,540.33
43,7,2,3,1,233.14
43,7,2,3,2,2.56
43,7,2,3,3,256.91
43,7,2,4,1,563.44
43,7,2,4,3,558.86
43,7,3,1,1,278.94
43,7,3,1,2,0.21
43,7,3,1,3,290.68
43,7,3,2,1,380.39
43,7,3,2,3,521.28
43,7,3,3,1,230.66
43,7,3,3,3,240.25
43,7,3,4,1,559.98
43,7,3,4,3,552.87
43,7,4,1,1,276.03
43,7,4,1,3,290.32
43,7,4,2,1,374.25
43,7,4,2,3,484.69
43,7,4,3,1,227.81
43,7,4,3,3,232.83
43,7,4,4,1,558.43
43,7,4,4,3,539.72
43,7,5,1,1,271.86
43,7,5,1,3,289.79
43,7,5,2,1,366.93
43,7,5,2,2,1.47
43,7,5,2,3,483.72
43,7,5,3,1,223.79
43,7,5,3,3,217.88
43,7,5,4,1,557.94
43,7,5,4,3,469.38
43,7,6,1,1,269.19
43,7,6,1,2,1.56
43,7,6,1,3,289.94
43,7,6,2,1,337.37
43,7,6,2,2,15.16
43,7,6,2,3,484.06
43,7,6,3,1,222.97
43,7,6,3,2,0.25
43,7,6,3,3,223.61
43,7,6,4,1,560.3
43,7,6,4,3,478.44
43,7,7,1,1,256.97
43,7,7,1,2,20.79
43,7,7,1,3,298.83
43,7,7,2,1,271.27
43,7,7,2,2,61.62
43,7,7,2,3,490.65
43,7,7,3,1,219.51
43,7,7,3,2,14.86
43,7,7,3,3,225.87
43,7,7,4,1,562.46
43,7,7,4,2,2.5
43,7,7,4,3,553.27
43,7,8,1,1,238.03
43,7,8,1,2,54.72
43,7,8,1,3,299.58
43,7,8,2,1,245.17
43,7,8,2,2,129.42
43,7,8,2,3,491.28
43,7,8,3,1,196.19
43,7,8,3,2,49.31
43,7,8,3,3,223.83
43,7,8,4,1,558.62
43,7,8,4,2,34.88
43,7,8,4,3,581.15
43,7,9,1,1,228.76
43,7,9,1,2,89.39
43,7,9,1,3,290.23
43,7,9,2,1,254.1
43,7,9,2,2,184.54
43,7,9,2,3,496.89
43,7,9,3,1,178.03
43,7,9,3,2,81.24
43,7,9,3,3,220.02
43,7,9,4,1,526.47
43,7,9,4,2,113.23
43,7,9,4,3,535.76
43,7,10,1,1,230.86
43,7,10,1,2,118.75
43,7,10,1,3,243.85
43,7,10,2,1,270.45
43,7,10,2,2,233.32
43,7,10,2,3,467.84
43,7,10,3,1,176.35
43,7,10,3,2,103.54
43,7,10,3,3,220.16
43,7,10,4,1,484.78
43,7,10,4,2,172.1
43,7,10,4,3,498.17
43,7,11,1,1,238.73
43,7,11,1,2,133.53
43,7,11,1,3,243.89
43,7,11,2,1,291.14
43,7,11,2,2,253.37
43,7,11,2,3,488.49
43,7,11,3,1,182.04
43,7,11,3,2,111.49
43,7,11,3,3,220.26
43,7,11,4,1,467.31
43,7,11,4,2,202.04
43,7,11,4,3,473
43,7,12,1,1,246.7
43,7,12,1,2,133.19
43,7,12,1,3,243.86
43,7,12,2,1,315.03
43,7,12,2,2,250.28
43,7,12,2,3,478.42
43,7,12,3,1,188.57
43,7,12,3,2,113.12
43,7,12,3,3,220.33
43,7,12,4,1,467.8
43,7,12,4,2,205.34
43,7,12,4,3,472.96
43,7,13,1,1,256.18
43,7,13,1,2,131.52
43,7,13,1,3,243.75
43,7,13,2,1,340.08
43,7,13,2,2,244.55
43,7,13,2,3,479.73
43,7,13,3,1,196.97
43,7,13,3,2,110.15
43,7,13,3,3,220.29
43,7,13,4,1,473.9
43,7,13,4,2,193.94
43,7,13,4,3,472.76
43,7,14,1,1,264.02
43,7,14,1,2,118.77
43,7,14,1,3,244.13
43,7,14,2,1,362.58
43,7,14,2,2,227.84
43,7,14,2,3,488.97
43,7,14,3,1,204.06
43,7,14,3,2,98.24
43,7,14,3,3,220.29
43,7,14,4,1,482.61
43,7,14,4,2,173.98
43,7,14,4,3,472.64
43,7,15,1,1,270.74
43,7,15,1,2,99.05
43,7,15,1,3,262.86
43,7,15,2,1,380.87
43,7,15,2,2,195.77
43,7,15,2,3,489.06
43,7,15,3,1,210.37
43,7,15,3,2,80.62
43,7,15,3,3,220.24
43,7,15,4,1,493.55
43,7,15,4,2,141.38
43,7,15,4,3,504.08
43,7,16,1,1,273.24
43,7,16,1,2,73.53
43,7,16,1,3,262.8
43,7,16,2,1,392.02
43,7,16,2,2,154.8
43,7,16,2,3,489.07
43,7,16,3,1,212.29
43,7,16,3,2,55.5
43,7,16,3,3,231.17
43,7,16,4,1,515.18
43,7,16,4,2,78.12
43,7,16,4,3,494.41
43,7,17,1,1,273.59
43,7,17,1,2,40.64
43,7,17,1,3,294.12
43,7,17,2,1,389.77
43,7,17,2,2,95.9
43,7,17,2,3,527.61
43,7,17,3,1,217.24
43,7,17,3,2,26.59
43,7,17,3,3,254.75
43,7,17,4,1,559.21
43,7,17,4,2,17.74
43,7,17,4,3,567.07
43,7,18,1,1,282.59
43,7,18,1,2,10.81
43,7,18,1,3,300.54
43,7,18,2,1,375.66
43,7,18,2,2,44.69
43,7,18,2,3,554.25
43,7,18,3,1,244.42
43,7,18,3,2,10.17
43,7,18,3,3,261.34
43,7,18,4,1,592.43
43,7,18,4,2,13.37
43,7,18,4,3,586.42
43,7,19,1,1,303.04
43,7,19,1,2,1.32
43,7,19,1,3,300.64
43,7,19,2,1,403.9
43,7,19,2,2,22.14
43,7,19,2,3,563.54
43,7,19,3,1,264.76
43,7,19,3,2,7.21
43,7,19,3,3,268.32
43,7,19,4,1,605.01
43,7,19,4,2,10.68
43,7,19,4,3,586.2
43,7,20,1,1,313.83
43,7,20,1,2,5.2
43,7,20,1,3,300.55
43,7,20,2,1,446.95
43,7,20,2,2,5.38
43,7,20,2,3,545.15
43,7,20,3,1,269.2
43,7,20,3,2,2.7
43,7,20,3,3,265.17
43,7,20,4,1,603.82
43,7,20,4,2,2.54
43,7,20,4,3,570.89
43,7,21,1,1,312.84
43,7,21,1,2,6.96
43,7,21,1,3,300.44
43,7,21,2,1,452.33
43,7,21,2,2,9.58
43,7,21,2,3,552.18
43,7,21,3,1,267.63
43,7,21,3,3,268.17
43,7,21,4,1,600.17
43,7,21,4,3,584.65
43,7,22,1,1,308.54
43,7,22,1,2,1.21
43,7,22,1,3,299.89
43,7,22,2,1,439.48
43,7,22,2,2,6.97
43,7,22,2,3,560.78
43,7,22,3,1,261.21
43,7,22,3,2,1.21
43,7,22,3,3,250.95
43,7,22,4,1,590.46
43,7,22,4,3,564.38
43,7,23,1,1,300.1
43,7,23,1,3,299.74
43,7,23,2,1,426.01
43,7,23,2,2,1.92
43,7,23,2,3,557.71
43,7,23,3,1,254.29
43,7,23,3,3,242.33
43,7,23,4,1,580.63
43,7,23,4,3,550.84
43,7,24,1,1,291.52
43,7,24,1,2,5.35
43,7,24,1,3,299.61
43,7,24,2,1,408.91
43,7,24,2,2,1.21
43,7,24,2,3,554.17
43,7,24,3,1,246.77
43,7,24,3,3,238.43
43,7,24,4,1,572.19
43,7,24,4,3,539.78
43,8,1,1,1,87.72
43,8,1,1,2,0.02
43,8,1,1,3,3.22
43,8,1,2,1,105.89
43,8,1,2,3,6.34
43,8,1,3,1,66.36
43,8,1,3,3,3.16
43,8,1,4,1,179.06
43,8,1,4,3,6.36
43,8,2,1,1,86.21
43,8,2,1,3,3.22
43,8,2,2,1,102.11
43,8,2,2,3,6.34
43,8,2,3,1,65.3
43,8,2,3,3,3.16
43,8,2,4,1,177.44
43,8,2,4,3,6.36
43,8,3,1,1,84.87
43,8,3,1,3,3.22
43,8,3,2,1,98.1
43,8,3,2,3,6.34
43,8,3,3,1,64.58
43,8,3,3,3,3.16
43,8,3,4,1,176.17
43,8,3,4,3,6.36
43,8,4,1,1,83.37
43,8,4,1,3,3.22
43,8,4,2,1,94.29
43,8,4,2,3,6.34
43,8,4,3,1,63.86
43,8,4,3,3,3.16
43,8,4,4,1,175.07
43,8,4,4,3,6.36
43,8,5,1,1,82.43
43,8,5,1,3,3.22
43,8,5,2,1,90.64
43,8,5,2,3,6.34
43,8,5,3,1,63.03
43,8,5,3,3,3.16
43,8,5,4,1,174.4
43,8,5,4,3,6.36
43,8,6,1,1,81.54
43,8,6,1,2,0.04
43,8,6,1,3,3.22
43,8,6,2,1,87.28
43,8,6,2,2,0.64
43,8,6,2,3,6.34
43,8,6,3,1,62.64
43,8,6,3,3,3.16
43,8,6,4,1,173.56
43,8,6,4,3,6.36
43,8,7,1,1,80.65
43,8,7,1,2,0.61
43,8,7,1,3,3.22
43,8,7,2,1,82.25
43,8,7,2,2,2.55
43,8,7,2,3,6.34
43,8,7,3,1,62.41
43,8,7,3,2,0.56
43,8,7,3,3,3.16
43,8,7,4,1,172.96
43,8,7,4,3,6.36
43,8,8,1,1,77.97
43,8,8,1,2,2.45
43,8,8,1,3,3.22
43,8,8,2,1,75.88
43,8,8,2,2,6.4
43,8,8,2,3,6.34
43,8,8,3,1,61.31
43,8,8,3,2,2.45
43,8,8,3,3,3.16
43,8,8,4,1,172.66
43,8,8,4,2,1.58
43,8,8,4,3,6.36
43,8,9,1,1,74.28
43,8,9,1,2,4.46
43,8,9,1,3,3.22
43,8,9,2,1,71.09
43,8,9,2,2,9.89
43,8,9,2,3,6.34
43,8,9,3,1,58.92
43,8,9,3,2,4.67
43,8,9,3,3,3.16
43,8,9,4,1,169.99
43,8,9,4,2,5.84
43,8,9,4,3,6.36
43,8,10,1,1,71.3
43,8,10,1,2,5.98
43,8,10,1,3,3.22
43,8,10,2,1,69.31
43,8,10,2,2,13.23
43,8,10,2,3,6.34
43,8,10,3,1,56.11
43,8,10,3,2,6.02
43,8,10,3,3,3.16
43,8,10,4,1,162.99
43,8,10,4,2,9.48
43,8,10,4,3,6.36
43,8,11,1,1,69.91
43,8,11,1,2,7.28
43,8,11,1,3,3.22
43,8,11,2,1,71.56
43,8,11,2,2,14.89
43,8,11,2,3,6.34
43,8,11,3,1,54.53
43,8,11,3,2,6.78
43,8,11,3,3,3.16
43,8,11,4,1,156.22
43,8,11,4,2,11.47
43,8,11,4,3,6.36
43,8,12,1,1,69.88
43,8,12,1,2,7.58
43,8,12,1,3,3.22
43,8,12,2,1,77.29
43,8,12,2,2,14.87
43,8,12,2,3,6.34
43,8,12,3,1,54.23
43,8,12,3,2,6.97
43,8,12,3,3,3.16
43,8,12,4,1,151.57
43,8,12,4,2,12.09
43,8,12,4,3,6.36
43,8,13,1,1,71.08
43,8,13,1,2,7.41
43,8,13,1,3,3.22
43,8,13,2,1,86.45
43,8,13,2,2,14.25
43,8,13,2,3,6.34
43,8,13,3,1,55.23
43,8,13,3,2,6.85
43,8,13,3,3,3.16
43,8,13,4,1,150.23
43,8,13,4,2,12.04
43,8,13,4,3,6.36
43,8,14,1,1,73.32
43,8,14,1,2,7.32
43,8,14,1,3,3.22
43,8,14,2,1,97.75
43,8,14,2,2,14.05
43,8,14,2,3,6.34
43,8,14,3,1,57.47
43,8,14,3,2,6.39
43,8,14,3,3,3.16
43,8,14,4,1,150.87
43,8,14,4,2,11.15
43,8,14,4,3,6.36
43,8,15,1,1,76.31
43,8,15,1,2,5.97
43,8,15,1,3,3.22
43,8,15,2,1,109.64
43,8,15,2,2,12.03
43,8,15,2,3,6.34
43,8,15,3,1,59.86
43,8,15,3,2,5.35
43,8,15,3,3,3.16
43,8,15,4,1,153.21
43,8,15,4,2,9.02
43,8,15,4,3,6.36
43,8,16,1,1,78.96
43,8,16,1,2,4.14
43,8,16,1,3,3.22
43,8,16,2,1,118.67
43,8,16,2,2,8.85
43,8,16,2,3,6.34
43,8,16,3,1,62.69
43,8,16,3,2,3.59
43,8,16,3,3,3.16
43,8,16,4,1,157.24
43,8,16,4,2,5.73
43,8,16,4,3,6.36
43,8,17,1,1,81.41
43,8,17,1,2,2.32
43,8,17,1,3,3.22
43,8,17,2,1,123.63
43,8,17,2,2,5.51
43,8,17,2,3,6.34
43,8,17,3,1,65.25
43,8,17,3,2,1.61
43,8,17,3,3,3.16
43,8,17,4,1,163.88
43,8,17,4,2,1.46
43,8,17,4,3,6.36
43,8,18,1,1,83.76
43,8,18,1,2,0.69
43,8,18,1,3,3.22
43,8,18,2,1,125.98
43,8,18,2,2,2.46
43,8,18,2,3,6.34
43,8,18,3,1,67.56
43,8,18,3,2,0.22
43,8,18,3,3,3.16
43,8,18,4,1,171.2
43,8,18,4,2,0.15
43,8,18,4,3,6.36
43,8,19,1,1,85.73
43,8,19,1,2,0.04
43,8,19,1,3,3.22
43,8,19,2,1,125.81
43,8,19,2,2,0.63
43,8,19,2,3,6.34
43,8,19,3,1,69.81
43,8,19,3,2,0.06
43,8,19,3,3,3.16
43,8,19,4,1,176.7
43,8,19,4,2,0.11
43,8,19,4,3,6.36
43,8,20,1,1,87.57
43,8,20,1,2,0.02
43,8,20,1,3,3.22
43,8,20,2,1,125.13
43,8,20,2,2,0.08
43,8,20,2,3,6.34
43,8,20,3,1,70.43
43,8,20,3,2,0.03
43,8,20,3,3,3.16
43,8,20,4,1,179.69
43,8,20,4,2,0.05
43,8,20,4,3,6.36
43,8,21,1,1,88.93
43,8,21,1,2,0.04
43,8,21,1,3,3.22
43,8,21,2,1,122.42
43,8,21,2,2,0.04
43,8,21,2,3,6.34
43,8,21,3,1,70.37
43,8,21,3,2,0.04
43,8,21,3,3,3.16
43,8,21,4,1,181.22
43,8,21,4,2,0.03
43,8,21,4,3,6.36
43,8,22,1,1,89.59
43,8,22,1,2,0.03
43,8,22,1,3,3.22
43,8,22,2,1,118.35
43,8,22,2,2,0.07
43,8,22,2,3,6.34
43,8,22,3,1,70.11
43,8,22,3,2,0.01
43,8,22,3,3,3.16
43,8,22,4,1,181.52
43,8,22,4,2,0.02
43,8,22,4,3,6.36
43,8,23,1,1,89.11
43,8,23,1,2,0.02
43,8,23,1,3,3.22
43,8,23,2,1,114.16
43,8,23,2,2,0.09
43,8,23,2,3,6.34
43,8,23,3,1,68.94
43,8,23,3,3,3.16
43,8,23,4,1,181.57
43,8,23,4,3,6.36
43,8,24,1,1,87.96
43,8,24,1,2,0.02
43,8,24,1,3,3.22
43,8,24,2,1,110.14
43,8,24,2,2,0.03
43,8,24,2,3,6.34
43,8,24,3,1,68
43,8,24,3,3,3.16
43,8,24,4,1,180.65
43,8,24,4,2,0.02
43,8,24,4,3,6.36
43,9,1,1,1,86.29
43,9,1,1,3,427.45
43,9,1,2,1,111.58
43,9,1,2,3,810.59
43,9,1,3,1,70.01
43,9,1,3,3,382.96
43,9,1,4,1,173.68
43,9,1,4,3,852.11
43,9,2,1,1,84.99
43,9,2,1,3,427.42
43,9,2,2,1,112.21
43,9,2,2,3,817.57
43,9,2,3,1,69.55
43,9,2,3,3,396.22
43,9,2,4,1,172.29
43,9,2,4,3,826.84
43,9,3,1,1,82.09
43,9,3,1,3,427.02
43,9,3,2,1,112.99
43,9,3,2,3,802.32
43,9,3,3,1,68.2
43,9,3,3,3,380.94
43,9,3,4,1,171.33
43,9,3,4,3,812.49
43,9,4,1,1,80.26
43,9,4,1,3,426.73
43,9,4,2,1,112.83
43,9,4,2,3,796.6
43,9,4,3,1,68.27
43,9,4,3,3,377.87
43,9,4,4,1,169.94
43,9,4,4,3,801.4
43,9,5,1,1,80.34
43,9,5,1,3,426.14
43,9,5,2,1,111.71
43,9,5,2,2,0.09
43,9,5,2,3,779.83
43,9,5,3,1,69.11
43,9,5,3,3,377.45
43,9,5,4,1,168.35
43,9,5,4,3,782.79
43,9,6,1,1,80.28
43,9,6,1,2,0.61
43,9,6,1,3,426.4
43,9,6,2,1,108.42
43,9,6,2,2,13.72
43,9,6,2,3,802.86
43,9,6,3,1,69.6
43,9,6,3,3,378.29
43,9,6,4,1,166.48
43,9,6,4,3,806.44
43,9,7,1,1,77.62
43,9,7,1,2,14.85
43,9,7,1,3,426.87
43,9,7,2,1,83.75
43,9,7,2,2,58.47
43,9,7,2,3,817.41
43,9,7,3,1,69.17
43,9,7,3,2,10.27
43,9,7,3,3,415.51
43,9,7,4,1,164.89
43,9,7,4,3,846.06
43,9,8,1,1,66.35
43,9,8,1,2,55.93
43,9,8,1,3,427.36
43,9,8,2,1,60.19
43,9,8,2,2,147.61
43,9,8,2,3,806.62
43,9,8,3,1,60.82
43,9,8,3,2,52.96
43,9,8,3,3,413.45
43,9,8,4,1,163
43,9,8,4,2,18.78
43,9,8,4,3,851.94
43,9,9,1,1,57.88
43,9,9,1,2,104.31
43,9,9,1,3,424.29
43,9,9,2,1,61.78
43,9,9,2,2,233.18
43,9,9,2,3,778.71
43,9,9,3,1,47.51
43,9,9,3,2,98.36
43,9,9,3,3,375.37
43,9,9,4,1,153.93
43,9,9,4,2,105.2
43,9,9,4,3,817.22
43,9,10,1,1,56.48
43,9,10,1,2,145.78
43,9,10,1,3,389.23
43,9,10,2,1,68.37
43,9,10,2,2,295.23
43,9,10,2,3,770.49
43,9,10,3,1,42.75
43,9,10,3,2,131.83
43,9,10,3,3,336.48
43,9,10,4,1,133.46
43,9,10,4,2,178.99
43,9,10,4,3,743.01
43,9,11,1,1,57.95
43,9,11,1,2,170.2
43,9,11,1,3,344.07
43,9,11,2,1,74.62
43,9,11,2,2,336.48
43,9,11,2,3,757.65
43,9,11,3,1,43.68
43,9,11,3,2,142.75
43,9,11,3,3,309.4
43,9,11,4,1,122.93
43,9,11,4,2,223.08
43,9,11,4,3,746.51
43,9,12,1,1,59.81
43,9,12,1,2,177.98
43,9,12,1,3,297.51
43,9,12,2,1,81.08
43,9,12,2,2,351.1
43,9,12,2,3,727.39
43,9,12,3,1,45.61
43,9,12,3,2,149.66
43,9,12,3,3,335.79
43,9,12,4,1,121.59
43,9,12,4,2,243.55
43,9,12,4,3,666.94
43,9,13,1,1,61.09
43,9,13,1,2,179.81
43,9,13,1,3,296.8
43,9,13,2,1,87.68
43,9,13,2,2,351.67
43,9,13,2,3,764.49
43,9,13,3,1,47.77
43,9,13,3,2,144.85
43,9,13,3,3,357.17
43,9,13,4,1,123.04
43,9,13,4,2,242.87
43,9,13,4,3,680.77
43,9,14,1,1,63.44
43,9,14,1,2,166.97
43,9,14,1,3,308.72
43,9,14,2,1,91.96
43,9,14,2,2,333.12
43,9,14,2,3,796.83
43,9,14,3,1,49.71
43,9,14,3,2,133.6
43,9,14,3,3,375.73
43,9,14,4,1,125.15
43,9,14,4,2,220.25
43,9,14,4,3,680.69
43,9,15,1,1,65.11
43,9,15,1,2,145.35
43,9,15,1,3,316.73
43,9,15,2,1,95.82
43,9,15,2,2,295.42
43,9,15,2,3,796.71
43,9,15,3,1,52.42
43,9,15,3,2,113.43
43,9,15,3,3,379.59
43,9,15,4,1,126.85
43,9,15,4,2,183.44
43,9,15,4,3,713.49
43,9,16,1,1,66.66
43,9,16,1,2,108.16
43,9,16,1,3,389.02
43,9,16,2,1,92.92
43,9,16,2,2,241.7
43,9,16,2,3,796.53
43,9,16,3,1,51.22
43,9,16,3,2,84.91
43,9,16,3,3,397.18
43,9,16,4,1,130.55
43,9,16,4,2,116.88
43,9,16,4,3,756.47
43,9,17,1,1,66.46
43,9,17,1,2,65.79
43,9,17,1,3,427.78
43,9,17,2,1,90.54
43,9,17,2,2,162.41
43,9,17,2,3,872.83
43,9,17,3,1,50.05
43,9,17,3,2,46.81
43,9,17,3,3,422.61
43,9,17,4,1,144.73
43,9,17,4,2,36.41
43,9,17,4,3,853.19
43,9,18,1,1,68.68
43,9,18,1,2,28.58
43,9,18,1,3,428.2
43,9,18,2,1,80.24
43,9,18,2,2,87.03
43,9,18,2,3,876.89
43,9,18,3,1,56.1
43,9,18,3,2,14.42
43,9,18,3,3,422.87
43,9,18,4,1,163.37
43,9,18,4,2,15.22
43,9,18,4,3,859.03
43,9,19,1,1,79.5
43,9,19,1,2,7.13
43,9,19,1,3,428.29
43,9,19,2,1,79.03
43,9,19,2,2,30.7
43,9,19,2,3,876.18
43,9,19,3,1,66.84
43,9,19,3,2,7.28
43,9,19,3,3,422.94
43,9,19,4,1,175.14
43,9,19,4,2,12.9
43,9,19,4,3,857.71
43,9,20,1,1,87.15
43,9,20,1,2,3.56
43,9,20,1,3,428.29
43,9,20,2,1,102.21
43,9,20,2,2,11.65
43,9,20,2,3,875.44
43,9,20,3,1,73.13
43,9,20,3,2,6.29
43,9,20,3,3,423.06
43,9,20,4,1,179.68
43,9,20,4,2,9.95
43,9,20,4,3,855.7
