MNUMYR,MNUMNR,MNUMYRVIN,M3,GDS_Vintage45V
45,24,37,1,0.0677
45,24,37,3,0.0045
45,24,38,1,0.1338
45,24,38,3,0.0043
45,24,39,1,0.1573
45,24,39,3,0.0044
45,24,40,1,0.1494
45,24,40,2,0.3518
45,24,40,3,0.0046
45,24,41,1,0.0278
45,24,41,3,0.0048
45,24,42,1,0.0185
45,24,42,3,0.0049
45,24,43,1,0.0156
45,24,43,2,0.0288
45,24,43,3,0.0051
45,24,44,3,0.0041
45,24,45,1,0.0301
45,24,45,3,0.0045
45,25,34,2,0.1451
45,25,34,3,0.0078
45,25,35,1,0.0292
45,25,35,2,0.0565
45,25,35,3,0.0054
45,25,36,1,0.0004
45,25,36,2,0.0955
45,25,36,3,0.0004
45,25,37,3,0.0004
45,25,38,1,0.1386
45,25,38,3,0.0003
45,25,39,1,0.2581
45,25,39,3,0.0004
45,25,40,1,0.1501
45,25,40,3,0.0004
45,25,41,3,0.0004
45,25,42,3,0.0004
45,25,43,3,0.0004
45,25,44,1,0.1089
45,25,44,2,0.3136
45,25,44,3,0.0003
45,25,45,1,0.0663
45,25,45,2,0.0152
45,25,45,3,0.012
46,1,34,1,0.0458
46,1,34,2,0.0999
46,1,35,1,0.0213
46,1,35,2,0.2567
46,1,35,3,0.0013
46,1,36,1,0.0084
46,1,36,2,0.1589
46,1,36,3,0.0015
46,1,37,3,0.0013
46,1,38,3,0.0012
46,1,39,3,0.0013
46,1,40,2,0.0148
46,1,40,3,0.0014
46,1,41,1,0.0294
46,1,41,2,0.1145
46,1,41,3,0.0014
46,1,42,1,0.1702
46,1,42,2,0.1004
46,1,42,3,0.0014
46,1,43,1,0.0088
46,1,43,2,0.0121
46,1,43,3,0.0015
46,1,44,1,0.0185
46,1,44,2,0.0252
46,1,44,3,0.0012
46,1,45,1,0.0147
46,1,45,2,0.018
46,1,45,3,0.0013
46,1,46,1,0.0276
46,1,46,2,0.0125
46,1,46,3,0.0014
46,2,34,2,0.0285
46,2,35,2,0.03
46,2,35,3,0.0015
46,2,36,2,0.0164
46,2,36,3,0.0018
46,2,37,2,0.0076
46,2,37,3,0.0015
46,2,38,2,0.1354
46,2,38,3,0.0015
46,2,39,2,0.1698
46,2,39,3,0.0015
46,2,40,2,0.1508
46,2,40,3,0.0016
46,2,41,2,0.038
46,2,41,3,0.0016
46,2,42,3,0.0017
46,2,43,2,0.01
46,2,43,3,0.0017
46,2,44,2,0.0439
46,2,44,3,0.0014
46,2,45,2,0.1742
46,2,45,3,0.0016
46,2,46,2,0.1128
46,2,46,3,0.0016
46,3,34,1,0.013
46,3,34,2,0.2177
46,3,35,1,0.014
46,3,35,2,0.2017
46,3,35,3,0.0022
46,3,36,1,0.0192
46,3,36,3,0.0013
46,3,37,1,0.0363
46,3,37,3,0.0011
46,3,38,1,0.094
46,3,38,3,0.001
46,3,39,3,0.0011
46,3,40,1,0.1252
46,3,40,3,0.0011
46,3,41,1,0.2281
46,3,41,3,0.0011
46,3,42,1,0.0672
46,3,42,3,0.0012
46,3,43,3,0.0012
46,3,44,3,0.001
46,3,45,3,0.0011
46,3,46,3,0.0012
46,4,34,1,0.0156
46,4,34,2,0.0805
46,4,35,1,0.0064
46,4,35,2,0.2642
46,4,35,3,0.0036
46,4,36,1,0.01
46,4,36,2,0.1089
46,4,36,3,0.0103
46,4,37,3,0.0036
46,4,38,3,0.0035
46,4,39,1,0.0601
46,4,39,3,0.0036
46,4,40,1,0.0519
46,4,40,3,0.0038
46,4,41,1,0.1619
46,4,41,3,0.0039
46,4,42,1,0.1874
46,4,42,3,0.004
46,4,43,1,0.1144
46,4,43,2,0.2565
46,4,43,3,0.0041
46,4,44,1,0.093
46,4,44,2,0.1715
46,4,44,3,0.0034
46,4,45,1,0.1675
46,4,45,3,0.0037
46,4,46,1,0.0118
46,4,46,3,0.0039
46,5,34,1,0.0291
46,5,34,2,0.0298
46,5,35,2,0.0259
46,5,35,3,0.0006
46,5,36,2,0.0981
46,5,36,3,0.0008
46,5,37,1,0.0831
46,5,37,3,0.0006
46,5,38,1,0.0748
46,5,38,3,0.0006
46,5,39,2,0.0406
46,5,39,3,0.0006
46,5,40,2,0.7042
46,5,40,3,0.0007
46,5,41,1,0.1829
46,5,41,3,0.0007
46,5,42,1,0.1673
46,5,42,3,0.0007
46,5,43,1,0.2104
46,5,43,3,0.0007
46,5,44,1,0.0795
46,5,44,2,0.0025
46,5,44,3,0.0006
46,5,45,1,0.0026
46,5,45,3,0.0007
46,5,46,1,0.0005
46,5,46,2,0.0039
46,5,46,3,0.0007
46,6,34,2,0.0259
46,6,35,1,0.3137
46,6,35,2,0.0332
46,6,35,3,0.0015
46,6,36,2,0.0194
46,6,36,3,0.0018
46,6,37,1,0.5483
46,6,37,3,0.0015
46,6,38,2,0.1315
46,6,38,3,0.0015
46,6,39,2,0.062
46,6,39,3,0.0015
46,6,40,2,0.1235
46,6,40,3,0.0016
46,6,41,2,0.1521
46,6,41,3,0.0016
46,6,42,2,0.1639
46,6,42,3,0.0017
46,6,43,3,0.0017
46,6,44,2,0.2153
46,6,44,3,0.0014
46,6,45,3,0.0016
46,6,46,1,0.1379
46,6,46,2,0.063
46,6,46,3,0.0017
46,7,34,2,0.0799
46,7,34,3,0.0007
46,7,35,1,0.046
46,7,35,2,0.1164
46,7,35,3,0.0001
46,7,36,1,0.0411
46,7,36,2,0.0688
46,7,36,3,0.0001
46,7,37,1,0.0353
46,7,37,3,0.0001
46,7,38,1,0.0775
46,7,38,3,0.0001
46,7,39,3,0.0001
46,7,40,1,0.0492
46,7,40,3,0.0001
46,7,41,1,0.069
46,7,41,3,0.0001
46,7,42,1,0.1129
46,7,42,3,0.0001
46,7,43,3,0.0001
46,7,44,3,0.0001
46,7,45,1,0.0478
46,7,45,3,0.0001
46,7,46,1,0.432
46,7,46,3,0.0001
46,8,34,1,0.0581
46,8,35,2,0.0038
46,8,35,3,0.0556
46,8,36,2,0.1068
46,8,41,1,0.1752
46,8,46,1,0.7229
46,9,34,1,0.1331
46,9,34,2,0.0967
46,9,35,1,0.0302
46,9,35,2,0.2394
46,9,35,3,0.0024
46,9,36,1,0.1068
46,9,36,2,0.347
46,9,36,3,0
46,9,37,1,0.07
46,9,37,3,0
46,9,38,3,0
46,9,39,3,0
46,9,40,3,0
46,9,41,3,0
46,9,42,1,0.0045
46,9,42,3,0
46,9,43,1,0.0007
46,9,43,3,0
46,9,44,3,0
46,9,45,1,0.0841
46,9,45,3,0
46,9,46,1,0.0645
46,9,46,3,0
46,10,34,1,0.0061
46,10,34,2,0.0258
46,10,35,1,0.0849
46,10,35,2,0.0367
46,10,35,3,0.0002
46,10,36,2,0.781
46,10,36,3,0.0003
46,10,37,3,0.0003
46,10,38,3,0.0002
46,10,39,1,0.0769
46,10,39,3,0.0002
46,10,40,3,0.0003
46,10,41,1,0.2237
46,10,41,3,0.0003
46,10,42,1,0.3215
46,10,42,3,0.0003
46,10,43,3,0.0003
46,10,44,1,0.0309
46,10,44,2,0.0307
46,10,44,3,0.0002
46,10,45,1,0.0842
46,10,45,2,0.0203
46,10,45,3,0.0003
46,10,46,1,0.0854
46,10,46,3,0.0003
46,11,34,1,0.0002
46,11,34,2,0.0603
46,11,35,2,0.1614
46,11,35,3,0.0016
46,11,36,1,0.005
46,11,36,2,0.0965
46,11,36,3,0.0015
46,11,37,1,0.0722
46,11,37,3,0.0013
46,11,38,1,0.0132
46,11,38,3,0.0012
46,11,39,1,0.1387
46,11,39,3,0.0012
46,11,40,3,0.0013
46,11,41,3,0.0013
46,11,42,1,0.3398
46,11,42,3,0.0014
46,11,43,1,0.1924
46,11,43,2,0.153
46,11,43,3,0.0014
46,11,44,1,0.122
46,11,44,2,0.0032
46,11,44,3,0.0012
46,11,45,2,0.1431
46,11,45,3,0.0013
46,11,46,2,0.3326
46,11,46,3,0.0014
46,12,34,1,0.0716
46,12,34,2,0.4201
46,12,35,2,0.0324
46,12,35,3,0.0001
46,12,36,1,0.0691
46,12,36,3,0.0001
46,12,37,3,0.0001
46,12,38,3,0.0001
46,12,39,3,0.0001
46,12,40,3,0.0001
46,12,41,3,0.0001
46,12,42,3,0.0001
46,12,43,3,0.0001
46,12,44,3,0.0001
46,12,45,3,0.0001
46,12,46,1,0.0447
46,12,46,3,0.0001
46,13,34,2,0.0272
46,13,35,2,0.0344
46,13,35,3,0.0007
46,13,36,2,0.0114
46,13,36,3,0.0009
46,13,37,1,0.0763
46,13,37,3,0.0007
46,13,38,3,0.0007
46,13,39,3,0.0007
46,13,40,2,0.1545
46,13,40,3,0.0008
46,13,41,2,0.1988
46,13,41,3,0.0008
46,13,42,3,0.0008
46,13,43,2,0.0481
46,13,43,3,0.0008
46,13,44,2,0.1263
46,13,44,3,0.0007
46,13,45,1,0.83
46,13,45,2,0.1348
46,13,45,3,0.0007
46,13,46,2,0.118
46,13,46,3,0.0008
46,14,34,2,0.018
46,14,35,2,0.0157
46,14,35,3,0.0002
46,14,36,2,0.0069
46,14,36,3,0.0003
46,14,37,1,0.0146
46,14,37,2,0.0013
46,14,37,3,0.0003
46,14,38,1,0.0426
46,14,38,2,0.0802
46,14,38,3,0.0002
46,14,39,1,0.1023
46,14,39,2,0.2324
46,14,39,3,0.0002
46,14,40,1,0.8404
46,14,40,3,0.0003
46,14,41,2,0.1319
46,14,41,3,0.0003
46,14,42,2,0.061
46,14,42,3,0.0003
46,14,43,2,0.0006
46,14,43,3,0.0003
46,14,44,2,0.2574
46,14,44,3,0.0002
46,14,45,2,0.1704
46,14,45,3,0.0003
46,14,46,3,0.0003
46,15,34,2,0.0187
46,15,34,3,0.0864
46,15,35,2,0.0141
46,15,35,3,0.0873
46,15,36,2,0.003
46,15,36,3,0.001
46,15,37,1,0.1429
46,15,37,3,0.0009
46,15,38,1,0.8571
46,15,38,3,0.0008
46,15,39,2,0.1375
46,15,39,3,0.0008
46,15,40,2,0.2185
46,15,40,3,0.0009
46,15,41,2,0.2123
46,15,41,3,0.0009
46,15,42,2,0.1989
46,15,42,3,0.001
46,15,43,2,0.2196
46,15,43,3,0.001
46,15,44,3,0.0008
46,15,45,3,0.0009
46,15,46,3,0.0009
46,16,34,2,0.0184
46,16,35,2,0.0236
46,16,35,3,0.0002
46,16,36,3,0.0002
46,16,37,1,0.1776
46,16,37,3,0.0002
46,16,38,1,0.7404
46,16,38,2,0.0987
46,16,38,3,0.0002
46,16,39,2,0.264
46,16,39,3,0.0002
46,16,40,2,0.0827
46,16,40,3,0.0002
46,16,41,2,0.2114
46,16,41,3,0.0002
46,16,42,2,0.1167
46,16,42,3,0.0002
46,16,43,3,0.0002
46,16,44,3,0.0002
46,16,45,2,0.0866
46,16,45,3,0.0002
46,16,46,2,0.0771
46,16,46,3,0.0002
46,17,34,1,0.0314
46,17,34,2,0.0336
46,17,35,1,0.0157
46,17,35,2,0.0274
46,17,35,3,0.0029
46,17,36,2,0.2222
46,17,36,3,0.0034
46,17,37,1,0.0271
46,17,37,3,0.0029
46,17,38,1,0.1186
46,17,38,3,0.0028
46,17,39,1,0.0772
46,17,39,2,0.2334
46,17,39,3,0.0028
46,17,40,2,0.8785
46,17,40,3,0.003
46,17,41,1,0.1433
46,17,41,3,0.0031
46,17,42,1,0.0409
46,17,42,3,0.0032
46,17,43,3,0.0033
46,17,44,3,0.0027
46,17,45,3,0.003
46,17,46,1,0.0849
46,17,46,3,0.0031
46,18,34,1,0.0548
46,18,34,2,0.0032
46,18,35,3,0.0038
46,18,36,1,0.0137
46,18,36,2,0.9092
46,18,36,3,0.0046
46,18,37,1,0.0484
46,18,37,3,0.0039
46,18,38,1,0.0936
46,18,38,3,0.0038
46,18,39,1,0.0486
46,18,39,3,0.0038
46,18,40,1,0.1668
46,18,40,3,0.0041
46,18,41,3,0.0042
46,18,42,3,0.0043
46,18,43,3,0.0044
46,18,44,3,0.0036
46,18,45,3,0.004
46,18,46,2,0.0672
46,18,46,3,0.0391
46,19,34,2,0.0891
46,19,35,3,0.0002
46,19,36,1,0.0328
46,19,36,2,0.11
46,19,36,3,0.0002
46,19,37,1,0.0921
46,19,37,3,0.0002
46,19,38,1,0.0039
46,19,38,3,0.0002
46,19,39,1,0.1122
46,19,39,3,0.0002
46,19,40,1,0.2099
46,19,40,3,0.0002
46,19,41,1,0.0889
46,19,41,3,0.0002
46,19,42,1,0.0094
46,19,42,3,0.0002
46,19,43,1,0.0009
46,19,43,2,0.1641
46,19,43,3,0.0002
46,19,44,3,0.0002
46,19,45,3,0.0002
46,19,46,1,0.053
46,19,46,2,0.5922
46,19,46,3,0.0002
46,20,34,1,0.0134
46,20,34,2,0.1092
46,20,35,1,0.0091
46,20,35,2,0.1561
46,20,35,3,0.001
46,20,36,1,0.0107
46,20,36,2,0.0273
46,20,36,3,0.0012
46,20,37,1,0.1743
46,20,37,3,0.001
46,20,38,3,0.001
46,20,39,1,0.168
46,20,39,3,0.001
46,20,40,1,0.2464
46,20,40,3,0.0038
46,20,41,2,0.2523
46,20,41,3,0.0039
46,20,42,1,0.1448
46,20,42,2,0.0448
46,20,42,3,0.0039
46,20,43,1,0.0047
46,20,43,2,0.0714
46,20,43,3,0.0039
46,20,44,1,0.0024
46,20,44,2,0.0913
46,20,44,3,0.0075
46,20,45,3,0.0051
46,20,46,1,0.0067
46,20,46,2,0.023
46,21,34,1,0.0157
46,21,34,2,0.025
46,21,34,3,0.0002
46,21,35,1,0.014
46,21,35,2,0.0566
46,21,35,3,0.0004
46,21,36,1,0.0216
46,21,36,2,0.0056
46,21,36,3,0.0003
46,21,37,3,0.0003
46,21,38,2,0.0141
46,21,38,3,0.0002
46,21,39,1,0.0998
46,21,39,2,0.0698
46,21,39,3,0.0002
46,21,40,2,0.1878
46,21,40,3,0.0003
46,21,41,1,0.2542
46,21,41,2,0.0567
46,21,41,3,0.0003
46,21,42,2,0.1012
46,21,42,3,0.0028
46,21,43,1,0.037
46,21,43,2,0.0711
46,21,43,3,0.0029
46,21,44,1,0.0241
46,21,44,2,0.1598
46,21,44,3,0.0028
46,21,45,3,0.0028
46,21,46,1,0.298
46,21,46,2,0.0706
46,21,46,3,0.0028
46,22,34,2,0.0646
46,22,34,3,0.0019
46,22,35,1,0.0041
46,22,35,2,0.0552
46,22,35,3,0.0017
46,22,36,1,0.0024
46,22,36,2,0.0765
46,22,36,3,0.0009
46,22,37,3,0.0008
46,22,38,3,0.0101
46,22,39,3,0.0101
46,22,40,3,0.0102
46,22,41,1,0.2592
46,22,41,3,0.0102
46,22,42,2,0.2027
46,22,42,3,0.0102
46,22,43,1,0.0135
46,22,43,2,0.1161
46,22,43,3,0.0102
46,22,44,3,0.0101
46,22,45,1,0.0128
46,22,45,2,0.0559
46,22,45,3,0.0195
46,22,46,1,0.013
46,22,46,2,0.0394
46,22,46,3,0.0289
46,23,34,1,0.0138
46,23,34,2,0.1843
46,23,34,3,0.0006
46,23,35,1,0.0248
46,23,35,2,0.0665
46,23,35,3,0.0002
46,23,36,1,0.0286
46,23,36,2,0.2025
46,23,36,3,0.0001
46,23,37,3,0.0001
46,23,38,3,0.0001
46,23,39,3,0.0001
46,23,40,3,0.0001
46,23,41,1,0.143
46,23,41,3,0.0001
46,23,42,3,0.0008
46,23,43,1,0.1695
46,23,43,2,0.0616
46,23,43,3,0.0014
46,23,44,3,0.0018
46,23,45,1,0.1407
46,23,45,2,0.5099
46,23,45,3,0.0017
46,23,46,1,0.1082
46,23,46,3,0.002
46,24,34,1,0.0243
46,24,34,2,0.2425
46,24,35,1,0.0122
46,24,35,2,0.1956
46,24,35,3,0.0043
46,24,36,1,0.0307
46,24,36,2,0.0381
46,24,36,3,0.0052
46,24,37,1,0.0687
46,24,37,3,0.0044
46,24,38,1,0.1357
46,24,38,3,0.0043
46,24,39,1,0.1595
46,24,39,3,0.0043
46,24,40,1,0.1516
46,24,40,2,0.3518
46,24,40,3,0.0046
46,24,41,1,0.0282
46,24,41,3,0.0047
46,24,42,1,0.0188
46,24,42,3,0.0049
46,24,43,1,0.0159
46,24,43,2,0.0288
46,24,43,3,0.005
46,24,44,3,0.0041
46,24,45,3,0.0081
46,24,46,1,0.0305
46,24,46,3,0.0048
46,25,34,2,0.1317
46,25,34,3,0.0077
46,25,35,1,0.0289
46,25,35,2,0.0513
46,25,35,3,0.0053
46,25,36,1,0.0004
46,25,36,2,0.0866
46,25,36,3,0.0004
46,25,37,3,0.0004
46,25,38,1,0.1374
46,25,38,3,0.0003
46,25,39,1,0.2558
46,25,39,3,0.0003
46,25,40,1,0.1487
46,25,40,3,0.0004
46,25,41,3,0.0004
46,25,42,3,0.0004
46,25,43,3,0.0004
46,25,44,1,0.1079
46,25,44,2,0.2845
46,25,44,3,0.0003
46,25,45,1,0.0022
46,25,45,2,0.25
46,25,45,3,0.0004
46,25,46,1,0.0746
46,25,46,3,0.0233
47,1,34,1,0.0453
47,1,34,2,0.0991
47,1,35,1,0.0211
47,1,35,2,0.2548
47,1,35,3,0.0013
47,1,36,1,0.0083
47,1,36,2,0.1577
47,1,36,3,0.0015
47,1,37,3,0.0013
47,1,38,3,0.0012
47,1,39,3,0.0013
47,1,40,2,0.0147
47,1,40,3,0.0013
47,1,41,1,0.0291
47,1,41,2,0.1136
47,1,41,3,0.0014
47,1,42,1,0.1682
47,1,42,2,0.0997
47,1,42,3,0.0014
47,1,43,1,0.0087
47,1,43,2,0.0121
47,1,43,3,0.0015
47,1,44,1,0.0183
47,1,44,2,0.025
47,1,44,3,0.0012
47,1,45,1,0.0145
47,1,45,2,0.0179
47,1,45,3,0.0013
47,1,46,1,0.026
47,1,46,2,0.0161
47,1,46,3,0.0014
47,1,47,1,0.013
47,1,47,2,0.0036
47,1,47,3,0.0014
47,2,34,2,0.026
47,2,35,2,0.0274
47,2,35,3,0.0015
47,2,36,2,0.015
47,2,36,3,0.0018
47,2,37,2,0.007
47,2,37,3,0.0015
47,2,38,2,0.1237
47,2,38,3,0.0015
47,2,39,2,0.1551
47,2,39,3,0.0015
47,2,40,2,0.1378
47,2,40,3,0.0016
47,2,41,2,0.0347
47,2,41,3,0.0016
47,2,42,3,0.0017
47,2,43,2,0.0092
47,2,43,3,0.0017
47,2,44,2,0.0401
47,2,44,3,0.0014
47,2,45,2,0.1592
47,2,45,3,0.0016
47,2,46,2,0.1029
47,2,46,3,0.0016
47,2,47,2,0.0866
47,2,47,3,0.0017
47,3,34,1,0.013
47,3,34,2,0.2177
47,3,35,1,0.014
47,3,35,2,0.2017
47,3,35,3,0.0022
47,3,36,1,0.0192
47,3,36,3,0.0013
47,3,37,1,0.0363
47,3,37,3,0.0011
47,3,38,1,0.094
47,3,38,3,0.001
47,3,39,3,0.001
47,3,40,1,0.1252
47,3,40,3,0.0011
47,3,41,1,0.2281
47,3,41,3,0.0011
47,3,42,1,0.0672
47,3,42,3,0.0012
47,3,43,3,0.0012
47,3,44,3,0.001
47,3,45,3,0.0011
47,3,46,3,0.0012
47,3,47,3,0.0012
47,4,34,1,0.0156
47,4,34,2,0.0805
47,4,35,1,0.0064
47,4,35,2,0.2642
47,4,35,3,0.0036
47,4,36,1,0.01
47,4,36,2,0.1089
47,4,36,3,0.0103
47,4,37,3,0.0036
47,4,38,3,0.0035
47,4,39,1,0.0601
47,4,39,3,0.0035
47,4,40,1,0.0519
47,4,40,3,0.0038
47,4,41,1,0.1619
47,4,41,3,0.0039
47,4,42,1,0.1874
47,4,42,3,0.004
47,4,43,1,0.1144
47,4,43,2,0.2565
47,4,43,3,0.0041
47,4,44,1,0.093
47,4,44,2,0.1715
47,4,44,3,0.0033
47,4,45,1,0.1675
47,4,45,3,0.0037
47,4,46,1,0.0179
47,4,46,3,0.0039
47,4,47,3,0.004
47,5,34,1,0.029
47,5,34,2,0.0298
47,5,35,2,0.0259
47,5,35,3,0.0006
47,5,36,2,0.0981
47,5,36,3,0.0008
47,5,37,1,0.0829
47,5,37,3,0.0006
47,5,38,1,0.0746
47,5,38,3,0.0006
47,5,39,2,0.0406
47,5,39,3,0.0006
47,5,40,2,0.7042
47,5,40,3,0.0007
47,5,41,1,0.1825
47,5,41,3,0.0007
47,5,42,1,0.1668
47,5,42,3,0.0007
47,5,43,1,0.2099
47,5,43,3,0.0007
47,5,44,1,0.0793
47,5,44,2,0.0025
47,5,44,3,0.0006
47,5,45,1,0.0026
47,5,45,3,0.0007
47,5,46,3,0.0007
47,5,47,1,0.0031
47,5,47,2,0.0039
47,5,47,3,0.0007
47,6,34,2,0.023
47,6,35,1,0.2699
47,6,35,2,0.0295
47,6,35,3,0.0015
47,6,36,2,0.0172
47,6,36,3,0.0018
47,6,37,1,0.4718
47,6,37,3,0.0015
47,6,38,2,0.1169
47,6,38,3,0.0015
47,6,39,2,0.0551
47,6,39,3,0.0015
47,6,40,2,0.1097
47,6,40,3,0.0016
47,6,41,2,0.1352
47,6,41,3,0.0016
47,6,42,2,0.1457
47,6,42,3,0.0017
47,6,43,3,0.0017
47,6,44,2,0.1914
47,6,44,3,0.0014
47,6,45,3,0.0016
47,6,46,1,0.0449
47,6,46,2,0.0176
47,6,46,3,0.0017
47,6,47,1,0.2133
47,6,47,2,0.1497
47,6,47,3,0.0017
47,7,34,2,0.0799
47,7,34,3,0.0007
47,7,35,1,0.046
47,7,35,2,0.1164
47,7,35,3,0.0001
47,7,36,1,0.0411
47,7,36,2,0.0688
47,7,36,3,0.0001
47,7,37,1,0.0353
47,7,37,3,0.0001
47,7,38,1,0.0775
47,7,38,3,0.0001
47,7,39,3,0.0001
47,7,40,1,0.0492
47,7,40,3,0.0001
47,7,41,1,0.069
47,7,41,3,0.0001
47,7,42,1,0.1129
47,7,42,3,0.0001
47,7,43,3,0.0001
47,7,44,3,0.0001
47,7,45,1,0.0478
47,7,45,3,0.0001
47,7,46,1,0.448
47,7,46,3,0.0001
47,7,47,3,0.0001
47,8,34,1,0.0581
47,8,35,2,0.0038
47,8,35,3,0.0556
47,8,36,2,0.1069
47,8,41,1,0.1752
47,8,46,1,0.7229
47,9,34,1,0.088
47,9,34,2,0.0967
47,9,35,1,0.0199
47,9,35,2,0.2394
47,9,35,3,0.0024
47,9,36,1,0.0706
47,9,36,2,0.347
47,9,36,3,0
47,9,37,1,0.0463
47,9,37,3,0
47,9,38,3,0
47,9,39,3,0
47,9,40,3,0
47,9,41,3,0
47,9,42,1,0.003
47,9,42,3,0
47,9,43,1,0.0005
47,9,43,3,0
47,9,44,3,0
47,9,45,1,0.0556
47,9,45,3,0
47,9,46,3,0
47,9,47,1,0.3814
47,9,47,3,0
47,10,34,1,0.0058
47,10,34,2,0.0239
47,10,35,1,0.0798
47,10,35,2,0.034
47,10,35,3,0.0002
47,10,36,2,0.7233
47,10,36,3,0.0003
47,10,37,3,0.0003
47,10,38,3,0.0002
47,10,39,1,0.0723
47,10,39,3,0.0002
47,10,40,3,0.0003
47,10,41,1,0.2102
47,10,41,3,0.0003
47,10,42,1,0.3022
47,10,42,3,0.0003
47,10,43,3,0.0003
47,10,44,1,0.029
47,10,44,2,0.0284
47,10,44,3,0.0002
47,10,45,1,0.0791
47,10,45,2,0.0188
47,10,45,3,0.0003
47,10,46,1,0.1051
47,10,46,3,0.0003
47,10,47,1,0.0353
47,10,47,2,0.055
47,10,47,3,0.0003
47,11,34,1,0.0002
47,11,34,2,0.0603
47,11,35,2,0.1614
47,11,35,3,0.0018
47,11,36,1,0.005
47,11,36,2,0.0965
47,11,36,3,0.0017
47,11,37,1,0.0722
47,11,37,3,0.0014
47,11,38,1,0.0132
47,11,38,3,0.0014
47,11,39,1,0.1387
47,11,39,3,0.0014
47,11,40,3,0.0015
47,11,41,3,0.0015
47,11,42,1,0.3398
47,11,42,3,0.0016
47,11,43,1,0.1924
47,11,43,2,0.153
47,11,43,3,0.0016
47,11,44,1,0.122
47,11,44,2,0.0032
47,11,44,3,0.0013
47,11,45,2,0.1431
47,11,45,3,0.0014
47,11,46,1,0.0041
47,11,46,2,0.5137
47,11,46,3,0.0015
47,11,47,3,0.0016
47,12,34,1,0.0653
47,12,34,2,0.4201
47,12,35,2,0.0324
47,12,35,3,0.0001
47,12,36,1,0.063
47,12,36,3,0.0001
47,12,37,3,0.0001
47,12,38,3,0.0001
47,12,39,3,0.0001
47,12,40,3,0.0001
47,12,41,3,0.0001
47,12,42,3,0.0001
47,12,43,3,0.0001
47,12,44,3,0.0001
47,12,45,3,0.0001
47,12,46,1,0.1957
47,12,46,3,0.0001
47,12,47,3,0.0001
47,13,34,2,0.023
47,13,35,2,0.0291
47,13,35,3,0.0007
47,13,36,2,0.0096
47,13,36,3,0.0009
47,13,37,1,0.0763
47,13,37,3,0.0007
47,13,38,3,0.0007
47,13,39,3,0.0007
47,13,40,2,0.1309
47,13,40,3,0.0008
47,13,41,2,0.1685
47,13,41,3,0.0008
47,13,42,3,0.0008
47,13,43,2,0.0407
47,13,43,3,0.0008
47,13,44,2,0.107
47,13,44,3,0.0007
47,13,45,1,0.83
47,13,45,2,0.1142
47,13,45,3,0.0007
47,13,46,2,0.1222
47,13,46,3,0.0008
47,13,47,2,0.1306
47,13,47,3,0.0008
47,14,34,2,0.018
47,14,35,2,0.0157
47,14,35,3,0.0002
47,14,36,2,0.0069
47,14,36,3,0.0003
47,14,37,1,0.0146
47,14,37,2,0.0013
47,14,37,3,0.0003
47,14,38,1,0.0426
47,14,38,2,0.0802
47,14,38,3,0.0002
47,14,39,1,0.1023
47,14,39,2,0.2324
47,14,39,3,0.0002
47,14,40,1,0.8404
47,14,40,3,0.0003
47,14,41,2,0.1319
47,14,41,3,0.0003
47,14,42,2,0.061
47,14,42,3,0.0003
47,14,43,2,0.0006
47,14,43,3,0.0003
47,14,44,2,0.2574
47,14,44,3,0.0002
47,14,45,2,0.1704
47,14,45,3,0.0003
47,14,46,2,0.1049
47,14,46,3,0.0003
47,14,47,3,0.0003
47,15,34,2,0.0167
47,15,34,3,0.0863
47,15,35,2,0.0126
47,15,35,3,0.0872
47,15,36,2,0.0027
47,15,36,3,0.001
47,15,37,1,0.0555
47,15,37,3,0.0009
47,15,38,1,0.3328
47,15,38,3,0.0008
47,15,39,2,0.1227
47,15,39,3,0.0008
47,15,40,2,0.1949
47,15,40,3,0.0009
47,15,41,2,0.1894
47,15,41,3,0.0009
47,15,42,2,0.1774
47,15,42,3,0.001
47,15,43,2,0.1959
47,15,43,3,0.001
47,15,44,3,0.0008
47,15,45,3,0.0009
47,15,46,3,0.0009
47,15,47,1,0.6118
47,15,47,2,0.0114
47,15,47,3,0.001
47,16,34,2,0.0161
47,16,35,2,0.0206
47,16,35,3,0.0002
47,16,36,3,0.0002
47,16,37,1,0.1776
47,16,37,3,0.0002
47,16,38,1,0.7404
47,16,38,2,0.0862
47,16,38,3,0.0002
47,16,39,2,0.2305
47,16,39,3,0.0002
47,16,40,2,0.0723
47,16,40,3,0.0002
47,16,41,2,0.1846
47,16,41,3,0.0002
47,16,42,2,0.1019
47,16,42,3,0.0002
47,16,43,3,0.0002
47,16,44,3,0.0002
47,16,45,2,0.0756
47,16,45,3,0.0002
47,16,46,2,0.2429
47,16,46,3,0.0002
47,16,47,3,0.0002
47,17,34,1,0.0315
47,17,34,2,0.0336
47,17,35,1,0.0157
47,17,35,2,0.0274
47,17,35,3,0.0028
47,17,36,2,0.2222
47,17,36,3,0.0034
47,17,37,1,0.0271
47,17,37,3,0.0029
47,17,38,1,0.1187
47,17,38,3,0.0028
47,17,39,1,0.0772
47,17,39,2,0.2334
47,17,39,3,0.0028
47,17,40,2,0.8785
47,17,40,3,0.003
47,17,41,1,0.1433
47,17,41,3,0.0031
47,17,42,1,0.0409
47,17,42,3,0.0032
47,17,43,3,0.0033
47,17,44,3,0.0027
47,17,45,3,0.0029
47,17,46,3,0.0031
47,17,47,1,0.0849
