MNUMYR,MNUMNR,MNUMYRVIN,M3,GDS_Vintage45V
51,18,44,3,0.0034
51,18,45,3,0.0038
51,18,46,3,0.004
51,18,47,3,0.0041
51,18,48,3,0.0044
51,18,49,3,0.003
51,18,50,3,0.003
51,18,51,2,0.0672
51,18,51,3,0.0698
51,19,34,2,0.0891
51,19,35,3,0.0002
51,19,36,1,0.0335
51,19,36,2,0.11
51,19,36,3,0.0002
51,19,37,1,0.094
51,19,37,3,0.0002
51,19,38,1,0.004
51,19,38,3,0.0002
51,19,39,1,0.1145
51,19,39,3,0.0002
51,19,40,1,0.2144
51,19,40,3,0.0002
51,19,41,1,0.0907
51,19,41,3,0.0002
51,19,42,1,0.0096
51,19,42,3,0.0002
51,19,43,1,0.0009
51,19,43,2,0.1641
51,19,43,3,0.0002
51,19,44,3,0.0002
51,19,45,3,0.0002
51,19,46,3,0.0002
51,19,47,3,0.0002
51,19,48,3,0.0002
51,19,49,3,0.0002
51,19,50,3,0.0002
51,19,51,1,0.0541
51,19,51,2,0.5922
51,19,51,3,0.0002
51,20,34,1,0.0134
51,20,34,2,0.085
51,20,35,1,0.0091
51,20,35,2,0.1214
51,20,35,3,0.001
51,20,36,1,0.0107
51,20,36,2,0.0212
51,20,36,3,0.0011
51,20,37,1,0.1743
51,20,37,3,0.001
51,20,38,3,0.0009
51,20,39,1,0.168
51,20,39,3,0.0009
51,20,40,1,0.2464
51,20,40,3,0.0037
51,20,41,2,0.1963
51,20,41,3,0.0037
51,20,42,1,0.1448
51,20,42,2,0.0348
51,20,42,3,0.0038
51,20,43,1,0.0047
51,20,43,2,0.0555
51,20,43,3,0.0038
51,20,44,1,0.0024
51,20,44,2,0.071
51,20,44,3,0.0072
51,20,45,3,0.0049
51,20,46,3,0.0037
51,20,47,2,0.0003
51,20,47,3,0.0038
51,20,48,3,0.0038
51,20,49,3,0.0036
51,20,50,3,0.0069
51,20,51,1,0.0067
51,20,51,2,0.2396
51,20,51,3,0.0133
51,21,34,1,0.0157
51,21,34,2,0.0189
51,21,34,3,0.0002
51,21,35,1,0.014
51,21,35,2,0.0428
51,21,35,3,0.0004
51,21,36,1,0.0216
51,21,36,2,0.0043
51,21,36,3,0.0003
51,21,37,3,0.0002
51,21,38,2,0.0107
51,21,38,3,0.0002
51,21,39,1,0.0998
51,21,39,2,0.0527
51,21,39,3,0.0002
51,21,40,2,0.1419
51,21,40,3,0.0003
51,21,41,1,0.2542
51,21,41,2,0.0429
51,21,41,3,0.0003
51,21,42,2,0.0764
51,21,42,3,0.0027
51,21,43,1,0.037
51,21,43,2,0.0537
51,21,43,3,0.0028
51,21,44,1,0.0241
51,21,44,2,0.1207
51,21,44,3,0.0027
51,21,45,3,0.0027
51,21,46,3,0.0027
51,21,47,1,0.1041
51,21,47,2,0.1612
51,21,47,3,0.0027
51,21,48,3,0.0028
51,21,49,3,0.0027
51,21,50,1,0.0336
51,21,50,2,0.0221
51,21,50,3,0.0088
51,21,51,1,0.1604
51,21,51,2,0.1147
51,21,51,3,0.0197
51,22,34,2,0.05
51,22,34,3,0.0017
51,22,35,1,0.004
51,22,35,2,0.0427
51,22,35,3,0.0016
51,22,36,1,0.0023
51,22,36,2,0.0592
51,22,36,3,0.0008
51,22,37,3,0.0007
51,22,38,3,0.0092
51,22,39,3,0.0092
51,22,40,3,0.0093
51,22,41,1,0.2515
51,22,41,3,0.0093
51,22,42,2,0.1568
51,22,42,3,0.0093
51,22,43,1,0.0131
51,22,43,2,0.0898
51,22,43,3,0.0093
51,22,44,3,0.0092
51,22,45,1,0.0124
51,22,45,2,0.0433
51,22,45,3,0.0178
51,22,46,1,0.0363
51,22,46,2,0.0924
51,22,46,3,0.0178
51,22,47,3,0.0178
51,22,48,1,0.0649
51,22,48,2,0.0624
51,22,48,3,0.0179
51,22,49,1,0.0443
51,22,49,2,0.0242
51,22,49,3,0.0176
51,22,50,3,0.0176
51,22,51,2,0.0778
51,22,51,3,0.0261
51,23,34,1,0.012
51,23,34,2,0.0734
51,23,34,3,0.0006
51,23,35,1,0.0216
51,23,35,2,0.0265
51,23,35,3,0.0002
51,23,36,1,0.0249
51,23,36,2,0.0807
51,23,36,3,0.0001
51,23,37,3,0.0001
51,23,38,3,0.0001
51,23,39,3,0.0001
51,23,40,3,0.0001
51,23,41,1,0.1247
51,23,41,3,0.0001
51,23,42,3,0.0008
51,23,43,1,0.1478
51,23,43,2,0.0245
51,23,43,3,0.0014
51,23,44,3,0.0018
51,23,45,1,0.1228
51,23,45,2,0.2031
51,23,45,3,0.0017
51,23,46,3,0.0008
51,23,47,1,0.0434
51,23,47,2,0.1508
51,23,47,3,0.0008
51,23,48,1,0.0945
51,23,48,2,0.2227
51,23,48,3,0.0008
51,23,49,3,0.0007
51,23,50,1,0.0506
51,23,50,2,0.0797
51,23,50,3,0.0003
51,23,51,1,0.0336
51,23,51,2,0.0097
51,24,34,1,0.0246
51,24,34,2,0.2425
51,24,35,1,0.0124
51,24,35,2,0.1956
51,24,35,3,0.0043
51,24,36,1,0.0311
51,24,36,2,0.0381
51,24,36,3,0.0051
51,24,37,1,0.0696
51,24,37,3,0.0043
51,24,38,1,0.1375
51,24,38,3,0.0042
51,24,39,1,0.1616
51,24,39,3,0.0042
51,24,40,1,0.1535
51,24,40,2,0.3518
51,24,40,3,0.0045
51,24,41,1,0.0285
51,24,41,3,0.0046
51,24,42,1,0.019
51,24,42,3,0.0048
51,24,43,1,0.0161
51,24,43,2,0.0288
51,24,43,3,0.0049
51,24,44,3,0.004
51,24,45,3,0.0079
51,24,46,3,0.0047
51,24,47,3,0.0048
51,24,48,3,0.0051
51,24,49,3,0.0035
51,24,50,3,0.0034
51,24,51,1,0.0309
51,24,51,3,0.0036
51,25,34,2,0.1288
51,25,34,3,0.0074
51,25,35,1,0.0291
51,25,35,2,0.0502
51,25,35,3,0.0051
51,25,36,1,0.0004
51,25,36,2,0.0848
51,25,36,3,0.0004
51,25,37,3,0.0003
51,25,38,1,0.1384
51,25,38,3,0.0003
51,25,39,1,0.2577
51,25,39,3,0.0003
51,25,40,1,0.1498
51,25,40,3,0.0004
51,25,41,3,0.0004
51,25,42,3,0.0004
51,25,43,3,0.0004
51,25,44,1,0.1087
51,25,44,2,0.2784
51,25,44,3,0.0003
51,25,45,1,0.0022
51,25,45,2,0.2447
51,25,45,3,0.0003
51,25,46,2,0.1055
51,25,46,3,0.0114
51,25,47,2,0.0178
51,25,47,3,0.0114
51,25,48,3,0.0114
51,25,49,3,0.0113
51,25,50,3,0.0098
51,25,51,1,0.0806
51,25,51,3,0.0074
52,1,34,1,0.045
52,1,34,2,0.0983
52,1,35,1,0.0209
52,1,35,2,0.2525
52,1,35,3,0.0013
52,1,36,1,0.0082
52,1,36,2,0.1563
52,1,36,3,0.0015
52,1,37,3,0.0013
52,1,38,3,0.0012
52,1,39,3,0.0013
52,1,40,2,0.0145
52,1,40,3,0.0013
52,1,41,1,0.0289
52,1,41,2,0.1126
52,1,41,3,0.0014
52,1,42,1,0.1672
52,1,42,2,0.0988
52,1,42,3,0.0014
52,1,43,1,0.0086
52,1,43,2,0.0119
52,1,43,3,0.0015
52,1,44,1,0.0182
52,1,44,2,0.0248
52,1,44,3,0.0012
52,1,45,1,0.0144
52,1,45,2,0.0177
52,1,45,3,0.0013
52,1,46,1,0.0258
52,1,46,2,0.016
52,1,46,3,0.0014
52,1,47,1,0.0141
52,1,47,2,0.0142
52,1,47,3,0.0014
52,1,48,3,0.0015
52,1,49,1,0.0012
52,1,49,2,0.0025
52,1,49,3,0.001
52,1,50,3,0.001
52,1,51,3,0.0011
52,1,52,1,0.0039
52,1,52,3,0.0011
52,2,34,2,0.026
52,2,35,2,0.0274
52,2,35,3,0.0015
52,2,36,2,0.015
52,2,36,3,0.0018
52,2,37,2,0.007
52,2,37,3,0.0015
52,2,38,2,0.1237
52,2,38,3,0.0015
52,2,39,2,0.1551
52,2,39,3,0.0015
52,2,40,2,0.1378
52,2,40,3,0.0016
52,2,41,2,0.0347
52,2,41,3,0.0016
52,2,42,3,0.0017
52,2,43,2,0.0092
52,2,43,3,0.0017
52,2,44,2,0.0401
52,2,44,3,0.0014
52,2,45,2,0.1592
52,2,45,3,0.0015
52,2,46,2,0.1029
52,2,46,3,0.0016
52,2,47,2,0.006
52,2,47,3,0.0017
52,2,48,2,0.1082
52,2,48,3,0.0018
52,2,49,3,0.0012
52,2,50,2,0.0342
52,2,50,3,0.0012
52,2,51,2,0.0829
52,2,51,3,0.0012
52,2,52,3,0.0013
52,3,34,1,0.0132
52,3,34,2,0.2177
52,3,35,1,0.0141
52,3,35,2,0.2017
52,3,35,3,0.0022
52,3,36,1,0.0195
52,3,36,3,0.0012
52,3,37,1,0.0367
52,3,37,3,0.0011
52,3,38,1,0.0951
52,3,38,3,0.001
52,3,39,3,0.001
52,3,40,1,0.1266
52,3,40,3,0.0011
52,3,41,1,0.2307
52,3,41,3,0.0011
52,3,42,1,0.068
52,3,42,3,0.0012
52,3,43,3,0.0012
52,3,44,3,0.001
52,3,45,3,0.0011
52,3,46,3,0.0012
52,3,47,3,0.0012
52,3,48,3,0.0013
52,3,49,3,0.0009
52,3,50,3,0.0008
52,3,51,3,0.0009
52,3,52,3,0.0009
52,4,34,1,0.0154
52,4,34,2,0.0805
52,4,35,1,0.0063
52,4,35,2,0.2642
52,4,35,3,0.0035
52,4,36,1,0.0098
52,4,36,2,0.1089
52,4,36,3,0.0101
52,4,37,3,0.0036
52,4,38,3,0.0034
52,4,39,1,0.059
52,4,39,3,0.0035
52,4,40,1,0.051
52,4,40,3,0.0037
52,4,41,1,0.159
52,4,41,3,0.0038
52,4,42,1,0.1841
52,4,42,3,0.0039
52,4,43,1,0.1124
52,4,43,2,0.2565
52,4,43,3,0.0041
52,4,44,1,0.0913
52,4,44,2,0.1715
52,4,44,3,0.0033
52,4,45,1,0.1645
52,4,45,3,0.0036
52,4,46,1,0.0176
52,4,46,3,0.0039
52,4,47,3,0.004
52,4,48,3,0.0042
52,4,49,3,0.0029
52,4,50,3,0.0028
52,4,51,1,0.0014
52,4,51,3,0.0029
52,4,52,1,0.0103
52,4,52,3,0.003
52,5,34,1,0.0282
52,5,34,2,0.0292
52,5,35,2,0.0254
52,5,35,3,0.0006
52,5,36,2,0.0962
52,5,36,3,0.0008
52,5,37,1,0.0807
52,5,37,3,0.0006
52,5,38,1,0.0726
52,5,38,3,0.0006
52,5,39,2,0.0398
52,5,39,3,0.0006
52,5,40,2,0.6904
52,5,40,3,0.0007
52,5,41,1,0.1775
52,5,41,3,0.0007
52,5,42,1,0.1623
52,5,42,3,0.0007
52,5,43,1,0.2042
52,5,43,3,0.0007
52,5,44,1,0.0772
52,5,44,2,0.0024
52,5,44,3,0.0006
52,5,45,1,0.0026
52,5,45,3,0.0007
52,5,46,3,0.0007
52,5,47,1,0.0026
52,5,47,3,0.0007
52,5,48,1,0.006
52,5,48,2,0.0046
52,5,48,3,0.0008
52,5,49,1,0.0055
52,5,49,2,0.0059
52,5,49,3,0.0005
52,5,50,1,0.0052
52,5,50,2,0.0158
52,5,50,3,0.0005
52,5,51,2,0.0138
52,5,51,3,0.0005
52,5,52,1,0.0107
52,5,52,3,0.0005
52,6,34,2,0.0212
52,6,35,1,0.2301
52,6,35,2,0.0272
52,6,35,3,0.0019
52,6,36,2,0.0159
52,6,36,3,0.0022
52,6,37,1,0.4022
52,6,37,3,0.0019
52,6,38,2,0.1078
52,6,38,3,0.0018
52,6,39,2,0.0508
52,6,39,3,0.0019
52,6,40,2,0.1012
52,6,40,3,0.002
52,6,41,2,0.1247
52,6,41,3,0.002
52,6,42,2,0.1343
52,6,42,3,0.0021
52,6,43,3,0.0022
52,6,44,2,0.1765
52,6,44,3,0.0018
52,6,45,3,0.0019
52,6,46,1,0.0383
52,6,46,2,0.0162
52,6,46,3,0.0021
52,6,47,1,0.1595
52,6,47,2,0.1165
52,6,47,3,0.0021
52,6,48,3,0.0022
52,6,49,3,0.0015
52,6,50,1,0.0502
52,6,50,2,0.0329
52,6,50,3,0.0015
52,6,51,1,0.036
52,6,51,2,0.0327
52,6,51,3,0.0016
52,6,52,1,0.0837
52,6,52,2,0.0337
52,6,52,3,0.0016
52,7,34,2,0.0743
52,7,34,3,0.0007
52,7,35,1,0.0404
52,7,35,2,0.1082
52,7,35,3,0.0001
52,7,36,1,0.0361
52,7,36,2,0.064
52,7,36,3,0.0001
52,7,37,1,0.0309
52,7,37,3,0.0001
52,7,38,1,0.0679
52,7,38,3,0.0001
52,7,39,3,0.0001
52,7,40,1,0.0432
52,7,40,3,0.0001
52,7,41,1,0.0605
52,7,41,3,0.0001
52,7,42,1,0.099
52,7,42,3,0.0001
52,7,43,3,0.0001
52,7,44,3,0.0001
52,7,45,1,0.0419
52,7,45,3,0.0001
52,7,46,1,0.3928
52,7,46,3,0.0001
52,7,47,3,0.0001
52,7,48,3,0.0001
52,7,49,3,0.0001
52,7,50,3,0.0001
52,7,51,1,0.0825
52,7,51,2,0.0362
52,7,51,3,0.0001
52,7,52,1,0.0267
52,7,52,2,0.0339
52,7,52,3,0.0001
52,8,34,1,0.0581
52,8,35,2,0.0003
52,8,35,3,0.0556
52,8,36,2,0.0092
52,8,41,1,0.1752
52,8,46,1,0.7229
52,8,49,2,0.2869
52,8,50,2,0.4099
52,8,52,2,0.2175
52,9,34,1,0.0547
52,9,34,2,0.0928
52,9,35,1,0.0124
52,9,35,2,0.2298
52,9,35,3,0.0024
52,9,36,1,0.0439
52,9,36,2,0.3331
52,9,36,3,0
52,9,37,1,0.0288
52,9,37,3,0
52,9,38,3,0
52,9,39,3,0
52,9,40,3,0
52,9,41,3,0
52,9,42,1,0.0019
52,9,42,3,0
52,9,43,1,0.0003
52,9,43,3,0
52,9,44,3,0
52,9,45,1,0.0346
52,9,45,3,0
52,9,46,3,0
52,9,47,3,0
52,9,48,1,0.0578
52,9,48,3,0
52,9,49,1,0.1858
52,9,49,3,0
52,9,50,1,0.2853
52,9,50,3,0
52,9,51,1,0.1034
52,9,51,2,0.0175
52,9,51,3,0
52,9,52,2,0.0226
52,9,52,3,0
52,10,34,1,0.0045
52,10,34,2,0.0105
52,10,35,1,0.0621
52,10,35,2,0.0149
52,10,35,3,0.0003
52,10,36,2,0.3177
52,10,36,3,0.0003
52,10,37,3,0.0003
52,10,38,3,0.0003
52,10,39,1,0.0562
52,10,39,3,0.0003
52,10,40,3,0.0003
52,10,41,1,0.1636
52,10,41,3,0.0003
52,10,42,1,0.2352
52,10,42,3,0.0003
52,10,43,3,0.0003
52,10,44,1,0.0226
52,10,44,2,0.0125
52,10,44,3,0.0003
52,10,45,1,0.0616
52,10,45,2,0.0082
52,10,45,3,0.0003
52,10,46,1,0.0818
52,10,46,3,0.0003
52,10,47,1,0.0294
52,10,47,2,0.021
52,10,47,3,0.0003
52,10,48,1,0.1774
52,10,48,2,0.1233
52,10,48,3,0.0003
52,10,49,1,0.0114
52,10,49,2,0.2066
52,10,49,3,0.0002
52,10,50,1,0.011
52,10,50,2,0.1929
52,10,50,3,0.0002
52,10,51,3,0.0002
52,10,52,1,0.02
52,10,52,2,0.0411
52,10,52,3,0.0002
52,11,34,1,0.0002
52,11,34,2,0.0603
52,11,35,2,0.1614
52,11,35,3,0.0022
52,11,36,1,0.005
52,11,36,2,0.0965
52,11,36,3,0.002
52,11,37,1,0.0722
52,11,37,3,0.0017
52,11,38,1,0.0132
52,11,38,3,0.0017
52,11,39,1,0.1387
52,11,39,3,0.0017
52,11,40,3,0.0018
52,11,41,3,0.0019
52,11,42,1,0.3398
52,11,42,3,0.0019
52,11,43,1,0.1924
52,11,43,2,0.153
52,11,43,3,0.002
52,11,44,1,0.122
52,11,44,2,0.0032
52,11,44,3,0.0016
52,11,45,2,0.1431
52,11,45,3,0.0018
52,11,46,1,0.0041
52,11,46,2,0.5137
52,11,46,3,0.0019
52,11,47,2,0.2817
52,11,47,3,0.0019
52,11,48,3,0.002
52,11,49,3,0.0014
52,11,50,3,0.0014
52,11,51,3,0.0014
52,11,52,3,0.0014
52,12,34,1,0.0418
52,12,34,2,0.0667
52,12,35,2,0.0051
52,12,35,3,0.0001
52,12,36,1,0.0404
52,12,36,3,0.0001
52,12,37,3,0.0001
52,12,38,3,0.0001
52,12,39,3,0.0001
52,12,40,3,0.0001
52,12,41,3,0.0001
52,12,42,3,0.0001
52,12,43,3,0.0001
52,12,44,3,0.0001
52,12,45,3,0.0001
52,12,46,1,0.1254
52,12,46,3,0.0001
52,12,47,3,0.0001
52,12,48,1,0.0622
52,12,48,2,0.0329
52,12,48,3,0.0001
52,12,49,1,0.0892
52,12,49,2,0.0412
52,12,49,3,0.0001
52,12,50,1,0.0713
52,12,50,2,0.0751
52,12,50,3,0.0001
52,12,51,1,0.0289
52,12,51,2,0.1897
52,12,51,3,0.0001
52,12,52,1,0.0649
52,12,52,2,0.5025
52,12,52,3,0.0001
52,13,34,2,0.0207
52,13,35,2,0.0263
52,13,35,3,0.0007
52,13,36,2,0.0087
52,13,36,3,0.0008
52,13,37,1,0.0763
52,13,37,3,0.0007
52,13,38,3,0.0007
52,13,39,3,0.0007
52,13,40,2,0.118
52,13,40,3,0.0008
52,13,41,2,0.1518
52,13,41,3,0.0008
52,13,42,3,0.0008
52,13,43,2,0.0367
52,13,43,3,0.0008
52,13,44,2,0.0964
52,13,44,3,0.0007
52,13,45,1,0.83
52,13,45,2,0.1029
52,13,45,3,0.0007
52,13,46,2,0.1102
52,13,46,3,0.0008
52,13,47,2,0.0835
52,13,47,3,0.0008
52,13,48,3,0.0009
52,13,49,2,0.0345
52,13,49,3,0.0006
52,13,50,2,0.0003
52,13,50,3,0.0006
52,13,51,2,0.0148
52,13,51,3,0.0006
52,13,52,2,0.0833
52,13,52,3,0.0006
52,14,34,2,0.0134
52,14,35,2,0.0117
52,14,35,3,0.0002
52,14,36,2,0.0051
52,14,36,3,0.0003
52,14,37,1,0.0139
52,14,37,2,0.001
52,14,37,3,0.0003
52,14,38,1,0.0404
52,14,38,2,0.0597
52,14,38,3,0.0002
52,14,39,1,0.097
52,14,39,2,0.1731
52,14,39,3,0.0002
52,14,40,1,0.7972
52,14,40,3,0.0003
52,14,41,2,0.0982
52,14,41,3,0.0003
52,14,42,2,0.0454
52,14,42,3,0.0003
52,14,43,2,0.0005
52,14,43,3,0.0003
52,14,44,2,0.1917
52,14,44,3,0.0002
52,14,45,2,0.1269
52,14,45,3,0.0003
52,14,46,2,0.0781
52,14,46,3,0.0003
52,14,47,3,0.0003
52,14,48,2,0.1835
52,14,48,3,0.0003
52,14,49,2,0.0389
52,14,49,3,0.0002
52,14,50,2,0.1026
52,14,50,3,0.0002
52,14,51,2,0.0738
52,14,51,3,0.0002
52,14,52,1,0.0515
52,14,52,3,0.0002
52,15,34,2,0.0137
52,15,34,3,0.086
52,15,35,2,0.0103
52,15,35,3,0.0868
52,15,36,2,0.0022
52,15,36,3,0.001
52,15,37,1,0.0381
52,15,37,3,0.0009
52,15,38,1,0.2286
52,15,38,3,0.0008
52,15,39,2,0.1005
52,15,39,3,0.0008
52,15,40,2,0.1598
52,15,40,3,0.0009
52,15,41,2,0.1552
52,15,41,3,0.0009
52,15,42,2,0.1454
52,15,42,3,0.001
52,15,43,2,0.1606
52,15,43,3,0.001
52,15,44,3,0.0008
52,15,45,3,0.0009
52,15,46,3,0.0009
52,15,47,3,0.001
52,15,48,3,0.001
52,15,49,2,0.1118
52,15,49,3,0.0007
52,15,50,3,0.0007
52,15,51,3,0.0007
52,15,52,1,0.7333
52,15,52,2,0.0779
52,15,52,3,0.0007
52,16,34,2,0.0117
52,16,35,2,0.015
52,16,35,3,0.0002
52,16,36,3,0.0002
52,16,37,1,0.1776
52,16,37,3,0.0002
52,16,38,1,0.7404
52,16,38,2,0.0627
52,16,38,3,0.0002
52,16,39,2,0.1679
52,16,39,3,0.0002
52,16,40,2,0.0526
52,16,40,3,0.0002
52,16,41,2,0.1344
52,16,41,3,0.0002
52,16,42,2,0.0742
52,16,42,3,0.0002
52,16,43,3,0.0002
52,16,44,3,0.0002
52,16,45,2,0.0551
52,16,45,3,0.0002
52,16,46,2,0.1769
52,16,46,3,0.0002
52,16,47,2,0.202
52,16,47,3,0.0002
52,16,48,3,0.0002
52,16,49,3,0.0001
52,16,50,2,0.0817
52,16,50,3,0.0001
52,16,51,2,0.0454
52,16,51,3,0.0002
52,16,52,3,0.0002
52,17,34,1,0.0315
52,17,34,2,0.0336
52,17,35,1,0.0157
52,17,35,2,0.0274
52,17,35,3,0.0028
52,17,36,2,0.2222
52,17,36,3,0.0033
52,17,37,1,0.0271
52,17,37,3,0.0029
52,17,38,1,0.1187
52,17,38,3,0.0027
52,17,39,1,0.0772
52,17,39,2,0.2334
52,17,39,3,0.0028
52,17,40,2,0.8785
52,17,40,3,0.003
52,17,41,1,0.1433
52,17,41,3,0.003
52,17,42,1,0.0409
52,17,42,3,0.0031
52,17,43,3,0.0032
52,17,44,3,0.0026
52,17,45,3,0.0029
52,17,46,3,0.0031
52,17,47,3,0.0032
52,17,48,3,0.0034
52,17,49,3,0.0023
52,17,50,3,0.0023
52,17,51,3,0.0023
52,17,52,1,0.0849
52,17,52,3,0.0024
52,18,34,1,0.0559
52,18,34,2,0.0032
52,18,35,3,0.0036
52,18,36,1,0.014
52,18,36,2,0.9092
52,18,36,3,0.0043
52,18,37,1,0.0494
52,18,37,3,0.0037
52,18,38,1,0.0955
52,18,38,3,0.0036
52,18,39,1,0.0496
52,18,39,3,0.0036
52,18,40,1,0.1702
52,18,40,3,0.0039
52,18,41,3,0.0039
52,18,42,3,0.0041
52,18,43,3,0.0042
52,18,44,3,0.0034
52,18,45,3,0.0038
52,18,46,3,0.004
52,18,47,3,0.0041
52,18,48,3,0.0043
52,18,49,3,0.0029
52,18,50,3,0.0029
52,18,51,3,0.003
52,18,52,2,0.0672
52,18,52,3,0.0696
52,19,34,2,0.0891
52,19,35,3,0.0002
52,19,36,1,0.0335
52,19,36,2,0.11
52,19,36,3,0.0002
52,19,37,1,0.094
52,19,37,3,0.0002
52,19,38,1,0.004
52,19,38,3,0.0002
52,19,39,1,0.1145
52,19,39,3,0.0002
52,19,40,1,0.2144
52,19,40,3,0.0002
52,19,41,1,0.0907
52,19,41,3,0.0002
52,19,42,1,0.0096
52,19,42,3,0.0002
52,19,43,1,0.0009
52,19,43,2,0.1641
52,19,43,3,0.0002
52,19,44,3,0.0002
52,19,45,3,0.0002
52,19,46,3,0.0002
52,19,47,3,0.0002
52,19,48,3,0.0002
52,19,49,3,0.0002
52,19,50,3,0.0002
52,19,51,3,0.0002
52,19,52,1,0.0541
52,19,52,2,0.5922
52,19,52,3,0.0002
52,20,34,1,0.0134
52,20,34,2,0.0807
52,20,35,1,0.0091
52,20,35,2,0.1153
52,20,35,3,0.0009
52,20,36,1,0.0107
52,20,36,2,0.0201
52,20,36,3,0.0011
52,20,37,1,0.1743
52,20,37,3,0.001
52,20,38,3,0.0009
52,20,39,1,0.168
52,20,39,3,0.0009
52,20,40,1,0.2464
52,20,40,3,0.0037
52,20,41,2,0.1863
52,20,41,3,0.0037
52,20,42,1,0.1448
52,20,42,2,0.0331
52,20,42,3,0.0037
52,20,43,1,0.0047
52,20,43,2,0.0527
52,20,43,3,0.0038
52,20,44,1,0.0024
52,20,44,2,0.0674
52,20,44,3,0.0071
52,20,45,3,0.0048
52,20,46,3,0.0037
52,20,47,2,0.0003
52,20,47,3,0.0037
52,20,48,3,0.0038
52,20,49,3,0.0036
52,20,50,3,0.0068
52,20,51,3,0.0035
52,20,52,1,0.0067
52,20,52,2,0.278
52,20,52,3,0.0198
52,21,34,1,0.0157
52,21,34,2,0.0189
52,21,34,3,0.0002
52,21,35,1,0.014
52,21,35,2,0.0428
52,21,35,3,0.0004
52,21,36,1,0.0216
52,21,36,2,0.0043
52,21,36,3,0.0003
52,21,37,3,0.0002
52,21,38,2,0.0107
52,21,38,3,0.0002
52,21,39,1,0.0998
52,21,39,2,0.0527
52,21,39,3,0.0002
52,21,40,2,0.1419
52,21,40,3,0.0003
52,21,41,1,0.2542
52,21,41,2,0.0429
52,21,41,3,0.0003
52,21,42,2,0.0764
52,21,42,3,0.0027
52,21,43,1,0.037
52,21,43,2,0.0537
52,21,43,3,0.0027
52,21,44,1,0.0241
52,21,44,2,0.1207
52,21,44,3,0.0027
52,21,45,3,0.0027
52,21,46,3,0.0027
52,21,47,1,0.1041
52,21,47,2,0.1612
52,21,47,3,0.0027
52,21,48,3,0.0027
52,21,49,3,0.0026
52,21,50,1,0.0336
52,21,50,2,0.0221
52,21,50,3,0.0087
52,21,51,3,0.0103
52,21,52,1,0.1604
52,21,52,2,0.1147
52,21,52,3,0.0209
52,22,34,2,0.0476
52,22,34,3,0.0017
52,22,35,1,0.004
52,22,35,2,0.0407
52,22,35,3,0.0016
52,22,36,1,0.0023
52,22,36,2,0.0564
52,22,36,3,0.0008
52,22,37,3,0.0007
52,22,38,3,0.009
52,22,39,3,0.009
52,22,40,3,0.0091
52,22,41,1,0.2515
52,22,41,3,0.0091
52,22,42,2,0.1494
52,22,42,3,0.0091
52,22,43,1,0.0131
52,22,43,2,0.0856
52,22,43,3,0.0092
52,22,44,3,0.009
52,22,45,1,0.0124
52,22,45,2,0.0412
52,22,45,3,0.0174
52,22,46,1,0.0363
52,22,46,2,0.0881
52,22,46,3,0.0175
52,22,47,3,0.0175
52,22,48,1,0.0649
52,22,48,2,0.0595
52,22,48,3,0.0176
52,22,49,1,0.0443
52,22,49,2,0.023
52,22,49,3,0.0173
52,22,50,3,0.0173
52,22,51,3,0.0173
52,22,52,2,0.1214
52,22,52,3,0.0257
52,23,34,1,0.0117
52,23,34,2,0.0651
52,23,34,3,0.0006
52,23,35,1,0.021
52,23,35,2,0.0235
52,23,35,3,0.0002
52,23,36,1,0.0242
52,23,36,2,0.0715
52,23,36,3,0.0001
52,23,37,3,0.0001
52,23,38,3,0.0001
52,23,39,3,0.0001
52,23,40,3,0.0001
52,23,41,1,0.1212
52,23,41,3,0.0001
52,23,42,3,0.0008
52,23,43,1,0.1437
52,23,43,2,0.0217
52,23,43,3,0.0014
52,23,44,3,0.0018
52,23,45,1,0.1193
52,23,45,2,0.18
52,23,45,3,0.0017
52,23,46,3,0.0008
52,23,47,1,0.0421
52,23,47,2,0.1336
52,23,47,3,0.0008
52,23,48,1,0.0919
52,23,48,2,0.1974
52,23,48,3,0.0008
52,23,49,3,0.0007
52,23,50,1,0.0492
52,23,50,2,0.0706
52,23,50,3,0.0003
52,23,51,3,0.0001
52,23,52,1,0.0606
52,23,52,2,0.1223
52,24,34,1,0.0246
52,24,34,2,0.2425
52,24,35,1,0.0124
52,24,35,2,0.1956
52,24,35,3,0.0042
52,24,36,1,0.0311
52,24,36,2,0.0381
52,24,36,3,0.0051
52,24,37,1,0.0696
52,24,37,3,0.0043
52,24,38,1,0.1375
52,24,38,3,0.0042
52,24,39,1,0.1616
52,24,39,3,0.0042
52,24,40,1,0.1535
52,24,40,2,0.3518
52,24,40,3,0.0045
52,24,41,1,0.0285
52,24,41,3,0.0046
52,24,42,1,0.019
52,24,42,3,0.0048
52,24,43,1,0.0161
52,24,43,2,0.0288
52,24,43,3,0.0049
52,24,44,3,0.004
52,24,45,3,0.0079
52,24,46,3,0.0047
52,24,47,3,0.0048
52,24,48,3,0.0051
52,24,49,3,0.0034
52,24,50,3,0.0034
52,24,51,3,0.0035
52,24,52,1,0.0309
52,24,52,3,0.0036
52,25,34,2,0.1288
52,25,34,3,0.0074
52,25,35,1,0.0291
52,25,35,2,0.0502
52,25,35,3,0.0051
52,25,36,1,0.0004
52,25,36,2,0.0848
52,25,36,3,0.0004
52,25,37,3,0.0003
52,25,38,1,0.1384
