 mnumyr,mnumnr,m24,m4,LDLM
35,21,15,4,2777.074
35,21,16,4,2760.062
35,21,17,4,2284.923
35,21,18,4,2229.990
35,21,19,4,2211.282
35,21,20,4,2152.483
35,21,21,4,2059.590
35,21,22,4,1960.461
35,21,23,4,1961.207
35,21,24,4,1983.026
35,22,1,1,1239.733
35,22,2,1,1242.615
35,22,3,1,1196.153
35,22,4,1,1153.017
35,22,5,1,1074.058
35,22,6,1,1044.775
35,22,7,1,1024.468
35,22,8,1,1501.425
35,22,9,1,2541.142
35,22,10,1,3323.932
35,22,11,1,2387.339
35,22,12,1,1726.217
35,22,13,1,1683.568
35,22,14,1,1642.375
35,22,15,1,1509.677
35,22,16,1,1622.275
35,22,17,1,1326.770
35,22,18,1,1122.857
35,22,19,1,1118.189
35,22,20,1,1092.659
35,22,21,1,1087.618
35,22,22,1,1068.456
35,22,23,1,1127.547
35,22,24,1,1187.042
35,22,1,2,1683.473
35,22,2,2,1721.333
35,22,3,2,1661.541
35,22,4,2,1608.259
35,22,5,2,1522.453
35,22,6,2,1522.569
35,22,7,2,1691.685
35,22,8,2,2338.340
35,22,9,2,3125.334
35,22,10,2,3449.150
35,22,11,2,2997.443
35,22,12,2,3004.262
35,22,13,2,2883.063
35,22,14,2,2893.146
35,22,15,2,2873.390
35,22,16,2,2988.706
35,22,17,2,2162.323
35,22,18,2,1812.311
35,22,19,2,1587.392
35,22,20,2,1538.730
35,22,21,2,1543.510
35,22,22,2,1521.891
35,22,23,2,1594.347
35,22,24,2,1658.210
35,22,1,3,887.690
35,22,2,3,904.643
35,22,3,3,867.761
35,22,4,3,825.936
35,22,5,3,769.044
35,22,6,3,752.157
35,22,7,3,887.898
35,22,8,3,1290.451
35,22,9,3,1862.354
35,22,10,3,1940.948
35,22,11,3,1401.120
35,22,12,3,1381.608
35,22,13,3,1514.821
35,22,14,3,1487.135
35,22,15,3,1402.307
35,22,16,3,1481.030
35,22,17,3,987.721
35,22,18,3,864.047
35,22,19,3,831.762
35,22,20,3,813.713
35,22,21,3,787.161
35,22,22,3,769.997
35,22,23,3,814.905
35,22,24,3,859.988
35,22,1,4,2197.510
35,22,2,4,2182.377
35,22,3,4,2091.832
35,22,4,4,2009.186
35,22,5,4,1860.537
35,22,6,4,1805.957
35,22,7,4,1800.157
35,22,8,4,2067.125
35,22,9,4,3131.749
35,22,10,4,3219.994
35,22,11,4,2938.311
35,22,12,4,2860.325
35,22,13,4,2880.906
35,22,14,4,2649.166
35,22,15,4,2948.612
35,22,16,4,2756.691
35,22,17,4,2084.897
35,22,18,4,2111.505
35,22,19,4,2069.327
35,22,20,4,1988.318
35,22,21,4,1957.954
35,22,22,4,1895.207
35,22,23,4,1985.641
35,22,24,4,2086.383
35,23,1,1,1377.517
35,23,2,1,1342.149
35,23,3,1,1155.896
35,23,4,1,1078.420
35,23,5,1,1066.738
35,23,6,1,1048.316
35,23,7,1,1060.624
35,23,8,1,1996.377
35,23,9,1,2233.831
35,23,10,1,2490.796
35,23,11,1,2491.393
35,23,12,1,2487.070
35,23,13,1,2489.084
35,23,14,1,2425.024
35,23,15,1,2208.962
35,23,16,1,2093.654
35,23,17,1,2034.486
35,23,18,1,1303.409
35,23,19,1,1296.782
35,23,20,1,1271.822
35,23,21,1,1258.299
35,23,22,1,1239.094
35,23,23,1,1280.932
35,23,24,1,1324.999
35,23,1,2,1884.932
35,23,2,2,1859.268
35,23,3,2,1805.546
35,23,4,2,1786.282
35,23,5,2,1764.197
35,23,6,2,1733.478
35,23,7,2,2004.707
35,23,8,2,3800.523
35,23,9,2,4212.409
35,23,10,2,4306.382
35,23,11,2,4304.010
35,23,12,2,4319.633
35,23,13,2,4360.706
35,23,14,2,4377.762
35,23,15,2,4229.981
35,23,16,2,4110.154
35,23,17,2,3600.731
35,23,18,2,2751.045
35,23,19,2,2556.590
35,23,20,2,2053.243
35,23,21,2,1944.550
35,23,22,2,1964.705
35,23,23,2,1944.060
35,23,24,2,1899.776
35,23,1,3,1145.987
35,23,2,3,1155.789
35,23,3,3,1129.907
35,23,4,3,1108.962
35,23,5,3,1124.307
35,23,6,3,1166.396
35,23,7,3,1312.673
35,23,8,3,1923.218
35,23,9,3,2067.601
35,23,10,3,2093.388
35,23,11,3,2043.099
35,23,12,3,2043.025
35,23,13,3,2054.005
35,23,14,3,2041.534
35,23,15,3,2034.156
35,23,16,3,2012.624
35,23,17,3,1852.679
35,23,18,3,1775.577
35,23,19,3,1405.188
35,23,20,3,1176.524
35,23,21,3,1236.283
35,23,22,3,1305.240
35,23,23,3,1117.538
35,23,24,3,1113.551
35,23,1,4,2210.681
35,23,2,4,2143.550
35,23,3,4,2096.255
35,23,4,4,2118.875
35,23,5,4,2159.442
35,23,6,4,2225.124
35,23,7,4,2240.483
35,23,8,4,2888.112
35,23,9,4,3978.286
35,23,10,4,3983.190
35,23,11,4,4000.627
35,23,12,4,4008.398
35,23,13,4,4004.121
35,23,14,4,4019.182
35,23,15,4,3995.504
35,23,16,4,3965.729
35,23,17,4,3485.374
35,23,18,4,2663.048
35,23,19,4,2462.253
35,23,20,4,2555.349
35,23,21,4,2622.184
35,23,22,4,2629.778
35,23,23,4,2434.711
35,23,24,4,2351.101
35,24,1,1,900.216
35,24,2,1,896.696
35,24,3,1,880.943
35,24,4,1,869.230
35,24,5,1,866.015
35,24,6,1,873.415
35,24,7,1,927.168
35,24,8,1,1002.061
35,24,9,1,1061.917
35,24,10,1,1228.545
35,24,11,1,1274.476
35,24,12,1,1195.305
35,24,13,1,1202.382
35,24,14,1,1214.776
35,24,15,1,1194.233
35,24,16,1,1063.748
35,24,17,1,1012.997
35,24,18,1,942.596
35,24,19,1,902.412
35,24,20,1,888.790
35,24,21,1,886.029
35,24,22,1,871.654
35,24,23,1,875.678
35,24,24,1,882.963
35,24,1,2,1194.812
35,24,2,2,1211.037
35,24,3,2,1188.049
35,24,4,2,1184.793
35,24,5,2,1226.587
35,24,6,2,1223.065
35,24,7,2,1304.740
35,24,8,2,1548.529
35,24,9,2,1693.807
35,24,10,2,1828.007
35,24,11,2,1824.281
35,24,12,2,1815.163
35,24,13,2,1837.922
35,24,14,2,1868.466
35,24,15,2,1818.587
35,24,16,2,1728.298
35,24,17,2,1554.495
35,24,18,2,1300.730
35,24,19,2,1192.719
35,24,20,2,1178.598
35,24,21,2,1168.160
35,24,22,2,1160.632
35,24,23,2,1170.339
35,24,24,2,1207.748
35,24,1,3,657.808
35,24,2,3,653.431
35,24,3,3,647.086
35,24,4,3,650.926
35,24,5,3,669.053
35,24,6,3,660.128
35,24,7,3,733.051
35,24,8,3,882.302
35,24,9,3,973.512
35,24,10,3,1024.595
35,24,11,3,1041.932
35,24,12,3,1058.911
35,24,13,3,1054.489
35,24,14,3,1047.212
35,24,15,3,1015.430
35,24,16,3,964.724
35,24,17,3,797.586
35,24,18,3,656.771
35,24,19,3,644.333
35,24,20,3,638.614
35,24,21,3,617.011
35,24,22,3,618.975
35,24,23,3,634.337
35,24,24,3,666.761
35,24,1,4,1514.660
35,24,2,4,1506.246
35,24,3,4,1493.132
35,24,4,4,1523.758
35,24,5,4,1573.186
35,24,6,4,1577.240
35,24,7,4,1581.887
35,24,8,4,1753.488
35,24,9,4,1995.237
35,24,10,4,2192.046
35,24,11,4,2336.539
35,24,12,4,2330.296
35,24,13,4,2304.571
35,24,14,4,2256.090
35,24,15,4,2101.061
35,24,16,4,1951.889
35,24,17,4,1746.902
35,24,18,4,1577.959
35,24,19,4,1552.900
35,24,20,4,1525.718
35,24,21,4,1495.239
35,24,22,4,1471.434
35,24,23,4,1469.668
35,24,24,4,1531.776
35,25,1,1,818.803
35,25,2,1,820.731
35,25,3,1,807.146
35,25,4,1,799.676
35,25,5,1,785.674
35,25,6,1,796.405
35,25,7,1,812.984
35,25,8,1,907.906
35,25,9,1,1331.820
35,25,10,1,1442.476
35,25,11,1,1479.823
35,25,12,1,1495.180
35,25,13,1,1415.119
35,25,14,1,1151.474
35,25,15,1,1077.854
35,25,16,1,1021.783
35,25,17,1,1029.614
35,25,18,1,839.979
35,25,19,1,819.485
35,25,20,1,807.564
35,25,21,1,791.274
35,25,22,1,776.239
35,25,23,1,787.275
35,25,24,1,801.684
35,25,1,2,864.978
35,25,2,2,890.682
35,25,3,2,875.519
35,25,4,2,864.032
35,25,5,2,846.093
35,25,6,2,858.676
35,25,7,2,1062.454
35,25,8,2,1446.067
35,25,9,2,1787.599
35,25,10,2,1829.754
35,25,11,2,1681.248
35,25,12,2,1761.059
35,25,13,2,1860.748
35,25,14,2,1789.866
35,25,15,2,1809.015
35,25,16,2,1722.503
35,25,17,2,1412.490
35,25,18,2,1081.755
35,25,19,2,942.134
35,25,20,2,906.389
35,25,21,2,899.805
35,25,22,2,874.143
35,25,23,2,878.545
35,25,24,2,889.153
35,25,1,3,453.284
35,25,2,3,460.454
35,25,3,3,453.037
35,25,4,3,448.129
35,25,5,3,440.610
35,25,6,3,450.809
35,25,7,3,553.534
35,25,8,3,812.245
35,25,9,3,1087.690
35,25,10,3,1073.557
35,25,11,3,1013.369
35,25,12,3,1044.030
35,25,13,3,1065.065
35,25,14,3,1058.099
35,25,15,3,1034.708
35,25,16,3,997.392
35,25,17,3,682.474
35,25,18,3,506.858
35,25,19,3,461.888
35,25,20,3,455.749
35,25,21,3,448.710
35,25,22,3,439.364
35,25,23,3,444.944
35,25,24,3,451.301
35,25,1,4,1233.174
35,25,2,4,1229.143
35,25,3,4,1201.497
35,25,4,4,1184.547
35,25,5,4,1150.258
35,25,6,4,1155.959
35,25,7,4,1216.528
35,25,8,4,1478.298
35,25,9,4,1850.347
35,25,10,4,2055.252
35,25,11,4,1954.853
35,25,12,4,2013.883
35,25,13,4,1971.144
35,25,14,4,2006.603
35,25,15,4,1931.731
35,25,16,4,1930.368
35,25,17,4,1535.114
35,25,18,4,1339.913
35,25,19,4,1251.289
35,25,20,4,1219.860
35,25,21,4,1208.259
35,25,22,4,1187.725
35,25,23,4,1200.255
35,25,24,4,1209.481
36,1,1,1,3550.393
36,1,2,1,3523.270
36,1,3,1,3464.603
36,1,4,1,3429.836
36,1,5,1,3392.586
36,1,6,1,3398.495
36,1,7,1,3510.308
36,1,8,1,3740.220
36,1,9,1,4390.079
36,1,10,1,5289.841
36,1,11,1,5356.183
36,1,12,1,5453.280
36,1,13,1,5322.687
36,1,14,1,5086.977
36,1,15,1,4967.021
36,1,16,1,4486.333
36,1,17,1,4414.999
36,1,18,1,3926.407
36,1,19,1,3737.279
36,1,20,1,3604.430
36,1,21,1,3575.015
36,1,22,1,3629.554
36,1,23,1,3664.299
36,1,24,1,3636.607
36,1,1,2,4079.985
36,1,2,2,4242.335
36,1,3,2,4520.234
36,1,4,2,4729.128
36,1,5,2,4929.507
36,1,6,2,4937.017
36,1,7,2,4853.158
36,1,8,2,5030.317
36,1,9,2,6092.981
36,1,10,2,6002.551
36,1,11,2,6350.446
36,1,12,2,6491.305
36,1,13,2,6646.625
36,1,14,2,6747.029
36,1,15,2,6847.393
36,1,16,2,6449.231
36,1,17,2,5263.060
36,1,18,2,4467.465
36,1,19,2,4275.191
36,1,20,2,4157.550
36,1,21,2,4068.198
36,1,22,2,4054.753
36,1,23,2,4094.606
36,1,24,2,4053.204
36,1,1,3,2463.159
36,1,2,3,2425.326
36,1,3,3,2436.354
36,1,4,3,2459.095
36,1,5,3,2498.048
36,1,6,3,2498.926
36,1,7,3,2505.312
36,1,8,3,2815.741
36,1,9,3,3402.521
36,1,10,3,3535.870
36,1,11,3,3667.442
36,1,12,3,3833.969
36,1,13,3,3974.995
36,1,14,3,3986.542
36,1,15,3,3899.045
36,1,16,3,3732.156
36,1,17,3,2944.678
36,1,18,3,2705.025
36,1,19,3,2576.522
36,1,20,3,2506.123
36,1,21,3,2512.669
36,1,22,3,2533.344
36,1,23,3,2537.861
36,1,24,3,2503.135
36,1,1,4,6159.046
36,1,2,4,6087.667
36,1,3,4,5964.390
36,1,4,4,5880.964
36,1,5,4,5902.314
36,1,6,4,5909.229
36,1,7,4,5993.047
36,1,8,4,6557.254
36,1,9,4,7912.020
36,1,10,4,9539.466
36,1,11,4,10001.091
36,1,12,4,9618.540
36,1,13,4,9487.608
36,1,14,4,9208.694
36,1,15,4,8967.198
36,1,16,4,8476.052
36,1,17,4,7741.446
36,1,18,4,6749.974
36,1,19,4,6336.404
36,1,20,4,6379.066
36,1,21,4,6408.462
36,1,22,4,6379.890
36,1,23,4,6379.247
36,1,24,4,6301.323
36,2,1,1,1674.332
36,2,2,1,1638.391
36,2,3,1,1593.183
36,2,4,1,1557.145
36,2,5,1,1509.034
36,2,6,1,1515.584
36,2,7,1,1774.360
36,2,8,1,2334.357
36,2,9,1,4630.513
36,2,10,1,6619.352
36,2,11,1,7965.294
36,2,12,1,7867.963
36,2,13,1,6092.710
36,2,14,1,5906.425
36,2,15,1,5541.104
36,2,16,1,4168.185
36,2,17,1,2832.495
36,2,18,1,2231.428
36,2,19,1,1884.377
36,2,20,1,1765.537
36,2,21,1,1759.927
36,2,22,1,1716.829
36,2,23,1,1703.167
36,2,24,1,1680.865
36,2,1,2,1700.845
36,2,2,2,1660.038
36,2,3,2,1607.932
36,2,4,2,1567.626
36,2,5,2,1518.241
36,2,6,2,1517.625
36,2,7,2,2530.674
36,2,8,2,4099.215
36,2,9,2,7744.387
36,2,10,2,10982.593
36,2,11,2,11801.580
36,2,12,2,10180.835
36,2,13,2,9117.783
36,2,14,2,8310.945
36,2,15,2,6498.750
36,2,16,2,5706.935
36,2,17,2,4709.503
36,2,18,2,3183.413
36,2,19,2,1974.939
36,2,20,2,1826.736
36,2,21,2,1806.329
36,2,22,2,1764.314
36,2,23,2,1743.037
36,2,24,2,1717.768
36,2,1,3,1100.159
36,2,2,3,1065.569
36,2,3,3,1033.331
36,2,4,3,1008.913
36,2,5,3,977.156
36,2,6,3,982.375
36,2,7,3,1473.329
36,2,8,3,2249.575
36,2,9,3,4383.887
36,2,10,3,6139.748
36,2,11,3,6771.277
36,2,12,3,5450.103
36,2,13,3,5392.563
36,2,14,3,4768.792
36,2,15,3,3727.107
36,2,16,3,2777.696
36,2,17,3,2390.408
36,2,18,3,1746.596
36,2,19,3,1251.002
36,2,20,3,1178.729
36,2,21,3,1160.087
36,2,22,3,1122.146
36,2,23,3,1108.187
36,2,24,3,1094.203
36,2,1,4,3317.525
36,2,2,4,3269.916
36,2,3,4,3183.022
36,2,4,4,3117.472
36,2,5,4,3024.027
36,2,6,4,3027.339
36,2,7,4,3225.326
36,2,8,4,3962.723
36,2,9,4,7897.576
36,2,10,4,11821.851
36,2,11,4,14505.028
36,2,12,4,14144.904
36,2,13,4,11844.454
36,2,14,4,11455.192
36,2,15,4,9884.655
36,2,16,4,7075.035
36,2,17,4,5504.716
36,2,18,4,4265.312
36,2,19,4,3743.960
36,2,20,4,3513.337
36,2,21,4,3451.102
36,2,22,4,3368.452
36,2,23,4,3352.771
36,2,24,4,3326.215
36,3,1,1,1861.146
36,3,2,1,1860.176
36,3,3,1,1845.026
36,3,4,1,1830.068
36,3,5,1,1832.950
36,3,6,1,1838.433
36,3,7,1,1853.474
36,3,8,1,1957.489
36,3,9,1,2051.837
36,3,10,1,2116.683
36,3,11,1,2157.926
36,3,12,1,2182.440
36,3,13,1,2191.611
36,3,14,1,2194.036
36,3,15,1,2156.345
36,3,16,1,2099.585
36,3,17,1,2003.945
36,3,18,1,1808.501
36,3,19,1,1800.966
36,3,20,1,1793.127
36,3,21,1,1830.857
36,3,22,1,1847.896
36,3,23,1,1845.474
36,3,24,1,1843.475
36,3,1,2,2876.412
36,3,2,2,2865.941
36,3,3,2,2871.056
36,3,4,2,2868.199
36,3,5,2,2865.804
36,3,6,2,2793.249
36,3,7,2,2635.190
36,3,8,2,2752.761
36,3,9,2,2851.497
36,3,10,2,2987.117
36,3,11,2,3122.309
36,3,12,2,3171.576
36,3,13,2,3202.962
36,3,14,2,3198.209
36,3,15,2,3162.078
36,3,16,2,3043.307
36,3,17,2,2800.590
36,3,18,2,2450.948
36,3,19,2,2445.241
36,3,20,2,2598.677
36,3,21,2,2732.813
36,3,22,2,2800.488
36,3,23,2,2836.410
36,3,24,2,2862.615
36,3,1,3,1648.678
36,3,2,3,1653.888
36,3,3,3,1636.213
36,3,4,3,1630.011
36,3,5,3,1621.502
36,3,6,3,1618.776
36,3,7,3,1635.119
36,3,8,3,1727.611
36,3,9,3,1791.418
36,3,10,3,1806.304
36,3,11,3,1844.050
36,3,12,3,1868.745
36,3,13,3,1871.551
36,3,14,3,1864.114
36,3,15,3,1814.873
36,3,16,3,1752.611
36,3,17,3,1598.126
36,3,18,3,1457.603
36,3,19,3,1514.992
36,3,20,3,1577.585
36,3,21,3,1623.964
36,3,22,3,1633.343
36,3,23,3,1652.416
36,3,24,3,1655.574
36,3,1,4,3429.445
36,3,2,4,3421.363
36,3,3,4,3420.395
36,3,4,4,3419.964
36,3,5,4,3424.934
36,3,6,4,3426.173
36,3,7,4,3459.582
36,3,8,4,3615.833
36,3,9,4,3947.817
36,3,10,4,4018.622
36,3,11,4,4056.183
36,3,12,4,4079.694
36,3,13,4,4086.124
36,3,14,4,4080.957
36,3,15,4,4001.562
36,3,16,4,3808.280
36,3,17,4,3601.619
36,3,18,4,3392.313
36,3,19,4,3445.399
36,3,20,4,3446.792
36,3,21,4,3449.196
36,3,22,4,3438.296
36,3,23,4,3443.669
36,3,24,4,3427.461
36,4,1,1,1675.590
36,4,2,1,1688.647
36,4,3,1,1685.344
36,4,4,1,1681.940
36,4,5,1,1672.699
36,4,6,1,1710.054
36,4,7,1,1798.210
36,4,8,1,1941.885
36,4,9,1,2079.882
36,4,10,1,2139.345
36,4,11,1,2144.933
36,4,12,1,2152.034
36,4,13,1,2161.844
36,4,14,1,2149.180
36,4,15,1,2124.484
36,4,16,1,2112.556
36,4,17,1,1968.713
36,4,18,1,1801.619
36,4,19,1,1719.382
36,4,20,1,1633.644
36,4,21,1,1636.319
36,4,22,1,1621.046
36,4,23,1,1643.136
36,4,24,1,1672.402
36,4,1,2,1829.460
36,4,2,2,1884.874
36,4,3,2,1887.739
36,4,4,2,1886.802
36,4,5,2,1985.298
36,4,6,2,1910.822
36,4,7,2,1800.350
36,4,8,2,2545.081
36,4,9,2,3108.517
36,4,10,2,3263.303
36,4,11,2,3409.513
36,4,12,2,3491.781
36,4,13,2,3515.711
36,4,14,2,3507.622
36,4,15,2,3414.342
36,4,16,2,3267.989
36,4,17,2,2537.895
36,4,18,2,1629.806
36,4,19,2,1278.206
36,4,20,2,1481.587
36,4,21,2,1674.888
36,4,22,2,1768.173
36,4,23,2,1799.143
36,4,24,2,1810.511
36,4,1,3,1365.293
36,4,2,3,1369.474
36,4,3,3,1365.541
36,4,4,3,1370.791
36,4,5,3,1378.405
36,4,6,3,1427.620
36,4,7,3,1481.415
36,4,8,3,1647.336
36,4,9,3,1796.279
36,4,10,3,1903.003
36,4,11,3,1961.136
36,4,12,3,2016.661
36,4,13,3,2032.315
36,4,14,3,1991.493
36,4,15,3,1903.779
36,4,16,3,1758.833
36,4,17,3,1534.502
36,4,18,3,1262.689
36,4,19,3,1268.326
36,4,20,3,1398.247
36,4,21,3,1398.966
36,4,22,3,1386.512
36,4,23,3,1389.648
36,4,24,3,1377.232
36,4,1,4,3083.776
36,4,2,4,3070.215
36,4,3,4,3040.594
36,4,4,4,3026.929
36,4,5,4,2995.494
36,4,6,4,3024.046
36,4,7,4,3194.682
36,4,8,4,3448.221
36,4,9,4,3883.187
36,4,10,4,4106.526
36,4,11,4,4212.761
36,4,12,4,4224.813
36,4,13,4,4227.190
36,4,14,4,4196.767
36,4,15,4,4101.228
36,4,16,4,3849.260
36,4,17,4,3508.327
36,4,18,4,3280.721
36,4,19,4,3147.444
36,4,20,4,3126.683
36,4,21,4,3117.824
36,4,22,4,3078.087
36,4,23,4,3073.349
36,4,24,4,3069.369
36,5,1,1,1035.569
36,5,2,1,1034.892
36,5,3,1,1019.345
36,5,4,1,1011.052
36,5,5,1,1005.710
36,5,6,1,1026.425
36,5,7,1,1035.220
36,5,8,1,1045.325
36,5,9,1,1072.543
36,5,10,1,1100.153
36,5,11,1,1133.643
36,5,12,1,1173.604
36,5,13,1,1208.841
36,5,14,1,1226.563
36,5,15,1,1202.265
36,5,16,1,1139.183
36,5,17,1,1076.078
36,5,18,1,1036.258
36,5,19,1,1040.449
36,5,20,1,1061.123
36,5,21,1,1054.951
36,5,22,1,1038.442
36,5,23,1,1032.787
36,5,24,1,1034.227
36,5,1,2,1577.955
36,5,2,2,1581.448
36,5,3,2,1593.955
36,5,4,2,1584.818
36,5,5,2,1567.047
36,5,6,2,1521.044
36,5,7,2,1447.263
36,5,8,2,1453.053
36,5,9,2,1588.476
36,5,10,2,1814.259
36,5,11,2,1976.754
36,5,12,2,2097.511
36,5,13,2,2140.408
36,5,14,2,2141.361
36,5,15,2,2093.630
36,5,16,2,1963.501
36,5,17,2,1804.647
36,5,18,2,1520.422
36,5,19,2,1325.846
36,5,20,2,1354.715
36,5,21,2,1436.254
36,5,22,2,1516.739
36,5,23,2,1551.771
36,5,24,2,1576.673
36,5,1,3,952.473
36,5,2,3,948.251
36,5,3,3,936.873
36,5,4,3,932.795
36,5,5,3,931.419
36,5,6,3,948.802
36,5,7,3,955.053
36,5,8,3,968.546
36,5,9,3,990.152
36,5,10,3,1027.759
36,5,11,3,1055.351
36,5,12,3,1075.725
36,5,13,3,1077.778
36,5,14,3,1073.093
36,5,15,3,1061.899
36,5,16,3,1043.534
36,5,17,3,977.623
36,5,18,3,918.159
36,5,19,3,941.960
36,5,20,3,983.470
36,5,21,3,975.128
36,5,22,3,959.452
36,5,23,3,954.039
36,5,24,3,950.856
36,5,1,4,1987.452
36,5,2,4,1964.800
36,5,3,4,1957.042
36,5,4,4,1944.638
36,5,5,4,1937.728
36,5,6,4,1946.662
36,5,7,4,1956.427
36,5,8,4,1979.881
36,5,9,4,2026.868
36,5,10,4,2065.261
36,5,11,4,2085.885
36,5,12,4,2105.619
36,5,13,4,2116.135
36,5,14,4,2113.167
36,5,15,4,2088.640
36,5,16,4,2068.101
36,5,17,4,2028.976
36,5,18,4,1989.414
36,5,19,4,2045.271
36,5,20,4,2045.797
36,5,21,4,2043.156
36,5,22,4,2035.031
36,5,23,4,2015.491
36,5,24,4,1987.341
36,6,1,1,1227.290
36,6,2,1,1257.270
36,6,3,1,1233.918
36,6,4,1,1222.993
36,6,5,1,1206.790
36,6,6,1,1218.729
36,6,7,1,1257.077
36,6,8,1,1393.586
36,6,9,1,2691.871
36,6,10,1,3949.964
36,6,11,1,4784.044
36,6,12,1,4272.186
36,6,13,1,3828.618
36,6,14,1,3556.629
36,6,15,1,3081.471
36,6,16,1,1920.036
36,6,17,1,1490.479
36,6,18,1,1341.275
36,6,19,1,1313.392
36,6,20,1,1298.326
36,6,21,1,1307.464
36,6,22,1,1300.139
36,6,23,1,1294.515
36,6,24,1,1281.047
36,6,1,2,1460.719
36,6,2,2,1453.310
36,6,3,2,1426.614
36,6,4,2,1408.088
36,6,5,2,1386.629
36,6,6,2,1394.897
36,6,7,2,1774.814
36,6,8,2,2358.872
36,6,9,2,4941.852
36,6,10,2,7027.671
36,6,11,2,7956.214
36,6,12,2,5671.397
36,6,13,2,5482.825
36,6,14,2,5181.914
36,6,15,2,3768.742
36,6,16,2,3041.757
36,6,17,2,2540.108
36,6,18,2,1966.278
36,6,19,2,1606.998
36,6,20,2,1553.068
36,6,21,2,1545.827
36,6,22,2,1531.680
36,6,23,2,1519.204
36,6,24,2,1496.154
36,6,1,3,904.954
36,6,2,3,921.827
36,6,3,3,907.198
36,6,4,3,896.756
36,6,5,3,883.866
36,6,6,3,893.609
36,6,7,3,1037.559
36,6,8,3,1303.175
36,6,9,3,2845.192
36,6,10,3,3973.617
36,6,11,3,4475.246
36,6,12,3,3048.819
36,6,13,3,3045.927
36,6,14,3,2982.249
36,6,15,3,2184.062
36,6,16,3,1503.270
36,6,17,3,1301.440
36,6,18,3,1136.723
36,6,19,3,999.984
36,6,20,3,978.993
36,6,21,3,974.285
36,6,22,3,961.008
36,6,23,3,952.780
36,6,24,3,941.036
36,6,1,4,2104.924
36,6,2,4,2154.021
36,6,3,4,2124.098
36,6,4,4,2103.531
36,6,5,4,2078.693
36,6,6,4,2095.780
36,6,7,4,2239.441
36,6,8,4,2575.608
36,6,9,4,3838.452
36,6,10,4,6151.810
36,6,11,4,7476.962
36,6,12,4,5875.592
36,6,13,4,6082.953
36,6,14,4,5530.120
36,6,15,4,4146.492
36,6,16,4,3109.012
36,6,17,4,2750.492
36,6,18,4,2495.035
36,6,19,4,2295.195
36,6,20,4,2250.158
36,6,21,4,2238.686
36,6,22,4,2217.988
36,6,23,4,2206.058
36,6,24,4,2183.707
36,7,1,1,1425.210
36,7,2,1,1428.100
36,7,3,1,1387.918
36,7,4,1,1347.443
36,7,5,1,1289.344
36,7,6,1,1274.271
36,7,7,1,1292.233
36,7,8,1,1363.678
36,7,9,1,1470.785
36,7,10,1,1551.599
36,7,11,1,1574.245
36,7,12,1,1596.941
36,7,13,1,1611.906
36,7,14,1,1588.940
36,7,15,1,1529.671
36,7,16,1,1475.147
36,7,17,1,1400.188
36,7,18,1,1397.101
36,7,19,1,1377.807
36,7,20,1,1349.940
36,7,21,1,1336.331
36,7,22,1,1310.118
36,7,23,1,1351.729
36,7,24,1,1392.936
36,7,1,2,1888.493
36,7,2,2,1886.395
36,7,3,2,1894.175
36,7,4,2,1941.316
36,7,5,2,2085.214
36,7,6,2,2104.240
36,7,7,2,2133.835
36,7,8,2,2320.453
36,7,9,2,2578.430
36,7,10,2,2644.873
36,7,11,2,2673.600
36,7,12,2,2710.227
36,7,13,2,2694.389
36,7,14,2,2697.581
36,7,15,2,2703.266
36,7,16,2,2578.938
36,7,17,2,2266.950
36,7,18,2,2045.980
36,7,19,2,1983.322
36,7,20,2,1986.800
36,7,21,2,1998.012
36,7,22,2,2003.534
36,7,23,2,1942.696
36,7,24,2,1907.313
36,7,1,3,1222.141
36,7,2,3,1237.217
36,7,3,3,1210.912
36,7,4,3,1216.490
36,7,5,3,1243.945
36,7,6,3,1234.928
36,7,7,3,1242.192
36,7,8,3,1278.580
36,7,9,3,1319.711
36,7,10,3,1321.726
36,7,11,3,1330.787
36,7,12,3,1342.774
36,7,13,3,1336.765
36,7,14,3,1327.308
36,7,15,3,1331.226
36,7,16,3,1319.975
36,7,17,3,1291.597
36,7,18,3,1277.582
36,7,19,3,1279.695
36,7,20,3,1249.097
36,7,21,3,1233.531
36,7,22,3,1243.601
36,7,23,3,1206.264
36,7,24,3,1221.360
36,7,1,4,2737.391
36,7,2,4,2723.054
36,7,3,4,2641.797
36,7,4,4,2634.803
36,7,5,4,2620.353
36,7,6,4,2594.715
36,7,7,4,2609.711
36,7,8,4,2658.597
36,7,9,4,2818.226
36,7,10,4,2836.923
36,7,11,4,2866.739
36,7,12,4,2896.726
36,7,13,4,2905.910
36,7,14,4,2868.155
36,7,15,4,2831.138
36,7,16,4,2803.890
36,7,17,4,2766.831
36,7,18,4,2859.284
36,7,19,4,2852.177
36,7,20,4,2765.465
36,7,21,4,2730.083
36,7,22,4,2677.797
36,7,23,4,2740.547
36,7,24,4,2753.400
36,8,1,1,899.905
36,8,2,1,899.492
36,8,3,1,879.291
36,8,4,1,866.831
36,8,5,1,832.823
36,8,6,1,816.614
36,8,7,1,813.644
36,8,8,1,840.750
36,8,9,1,897.312
36,8,10,1,944.418
36,8,11,1,1002.314
36,8,12,1,976.661
36,8,13,1,1005.168
36,8,14,1,1007.779
36,8,15,1,939.520
36,8,16,1,910.960
36,8,17,1,911.040
36,8,18,1,923.441
36,8,19,1,895.378
