 mnumyr,mnumnr,m24,m4,LDLM
54,10,20,1,1733.647
54,10,21,1,1727.860
54,10,22,1,1696.162
54,10,23,1,1723.971
54,10,24,1,1747.115
54,10,1,2,1756.335
54,10,2,2,1713.697
54,10,3,2,1671.356
54,10,4,2,1716.451
54,10,5,2,1975.635
54,10,6,2,2036.157
54,10,7,2,2319.984
54,10,8,2,3246.390
54,10,9,2,4239.305
54,10,10,2,4832.841
54,10,11,2,4961.288
54,10,12,2,5071.634
54,10,13,2,5087.559
54,10,14,2,5059.982
54,10,15,2,4891.226
54,10,16,2,4344.655
54,10,17,2,3281.613
54,10,18,2,2218.632
54,10,19,2,1781.711
54,10,20,2,1704.145
54,10,21,2,1708.875
54,10,22,2,1695.766
54,10,23,2,1719.800
54,10,24,2,1727.786
54,10,1,3,1401.090
54,10,2,3,1393.610
54,10,3,3,1357.535
54,10,4,3,1340.175
54,10,5,3,1369.693
54,10,6,3,1342.055
54,10,7,3,1559.339
54,10,8,3,2161.272
54,10,9,3,2668.909
54,10,10,3,2851.164
54,10,11,3,2932.532
54,10,12,3,3011.174
54,10,13,3,3042.442
54,10,14,3,2971.435
54,10,15,3,2888.579
54,10,16,3,2592.874
54,10,17,3,1870.783
54,10,18,3,1435.733
54,10,19,3,1376.323
54,10,20,3,1366.960
54,10,21,3,1360.106
54,10,22,3,1365.809
54,10,23,3,1370.804
54,10,24,3,1389.016
54,10,1,4,2859.789
54,10,2,4,2826.613
54,10,3,4,2807.509
54,10,4,4,2871.053
54,10,5,4,3026.569
54,10,6,4,3035.401
54,10,7,4,3004.101
54,10,8,4,3764.861
54,10,9,4,5161.823
54,10,10,4,5799.183
54,10,11,4,5966.016
54,10,12,4,6141.824
54,10,13,4,6174.611
54,10,14,4,6015.408
54,10,15,4,5877.886
54,10,16,4,5473.146
54,10,17,4,4148.767
54,10,18,4,3140.906
54,10,19,4,2858.899
54,10,20,4,2772.926
54,10,21,4,2778.599
54,10,22,4,2771.432
54,10,23,4,2762.665
54,10,24,4,2803.483
54,11,1,1,1936.252
54,11,2,1,1925.062
54,11,3,1,1890.385
54,11,4,1,1900.495
54,11,5,1,1924.134
54,11,6,1,1959.581
54,11,7,1,2231.306
54,11,8,1,2833.497
54,11,9,1,3325.779
54,11,10,1,3492.669
54,11,11,1,3566.402
54,11,12,1,3614.214
54,11,13,1,3613.514
54,11,14,1,3595.423
54,11,15,1,3517.772
54,11,16,1,3432.737
54,11,17,1,3269.158
54,11,18,1,2223.370
54,11,19,1,1704.826
54,11,20,1,1855.101
54,11,21,1,1896.637
54,11,22,1,1907.983
54,11,23,1,1907.743
54,11,24,1,1921.474
54,11,1,2,1633.981
54,11,2,2,1512.816
54,11,3,2,1525.167
54,11,4,2,1574.873
54,11,5,2,1635.296
54,11,6,2,1584.071
54,11,7,2,1734.445
54,11,8,2,3024.759
54,11,9,2,4321.281
54,11,10,2,5171.464
54,11,11,2,5480.537
54,11,12,2,5573.095
54,11,13,2,5616.723
54,11,14,2,5584.102
54,11,15,2,5441.812
54,11,16,2,4777.157
54,11,17,2,3209.564
54,11,18,2,1804.597
54,11,19,2,1235.243
54,11,20,2,1185.277
54,11,21,2,1241.011
54,11,22,2,1344.217
54,11,23,2,1404.480
54,11,24,2,1422.196
54,11,1,3,1147.132
54,11,2,3,1117.998
54,11,3,3,1105.233
54,11,4,3,1102.547
54,11,5,3,1209.457
54,11,6,3,1172.092
54,11,7,3,1327.492
54,11,8,3,2183.172
54,11,9,3,2767.243
54,11,10,3,3087.269
54,11,11,3,3250.132
54,11,12,3,3290.092
54,11,13,3,3294.104
54,11,14,3,3304.893
54,11,15,3,3220.773
54,11,16,3,2930.667
54,11,17,3,1879.823
54,11,18,3,989.461
54,11,19,3,829.674
54,11,20,3,880.700
54,11,21,3,974.059
54,11,22,3,1087.922
54,11,23,3,1110.111
54,11,24,3,1117.684
54,11,1,4,2785.457
54,11,2,4,2762.998
54,11,3,4,2794.981
54,11,4,4,2862.698
54,11,5,4,3193.269
54,11,6,4,3207.362
54,11,7,4,2982.096
54,11,8,4,3711.322
54,11,9,4,5964.415
54,11,10,4,6718.877
54,11,11,4,6840.333
54,11,12,4,6891.723
54,11,13,4,6934.630
54,11,14,4,6885.014
54,11,15,4,6742.953
54,11,16,4,6276.483
54,11,17,4,4471.927
54,11,18,4,2686.332
54,11,19,4,2606.938
54,11,20,4,2796.783
54,11,21,4,2855.212
54,11,22,4,2889.472
54,11,23,4,2829.300
54,11,24,4,2800.622
54,12,1,1,847.191
54,12,2,1,836.013
54,12,3,1,810.802
54,12,4,1,799.438
54,12,5,1,777.231
54,12,6,1,770.859
54,12,7,1,761.356
54,12,8,1,883.238
54,12,9,1,1069.382
54,12,10,1,1238.129
54,12,11,1,1388.354
54,12,12,1,1474.781
54,12,13,1,1474.363
54,12,14,1,1472.655
54,12,15,1,1329.094
54,12,16,1,1169.018
54,12,17,1,1007.574
54,12,18,1,774.936
54,12,19,1,750.824
54,12,20,1,800.852
54,12,21,1,851.089
54,12,22,1,853.319
54,12,23,1,861.456
54,12,24,1,858.096
54,12,1,2,1256.172
54,12,2,2,1237.176
54,12,3,2,1189.435
54,12,4,2,1192.053
54,12,5,2,1202.494
54,12,6,2,1170.981
54,12,7,2,1140.999
54,12,8,2,1287.918
54,12,9,2,1476.837
54,12,10,2,1655.098
54,12,11,2,1802.965
54,12,12,2,1925.846
54,12,13,2,1995.941
54,12,14,2,2003.591
54,12,15,2,1907.880
54,12,16,2,1735.690
54,12,17,2,1471.078
54,12,18,2,1121.518
54,12,19,2,1000.098
54,12,20,2,1155.887
54,12,21,2,1242.055
54,12,22,2,1256.934
54,12,23,2,1280.240
54,12,24,2,1288.818
54,12,1,3,715.774
54,12,2,3,697.923
54,12,3,3,711.294
54,12,4,3,711.120
54,12,5,3,699.670
54,12,6,3,668.229
54,12,7,3,660.842
54,12,8,3,802.661
54,12,9,3,889.787
54,12,10,3,939.992
54,12,11,3,1024.280
54,12,12,3,1092.170
54,12,13,3,1154.862
54,12,14,3,1074.598
54,12,15,3,993.588
54,12,16,3,898.356
54,12,17,3,734.822
54,12,18,3,641.571
54,12,19,3,651.649
54,12,20,3,680.141
54,12,21,3,704.838
54,12,22,3,732.961
54,12,23,3,740.926
54,12,24,3,732.133
54,12,1,4,1492.049
54,12,2,4,1473.813
54,12,3,4,1459.151
54,12,4,4,1455.802
54,12,5,4,1436.737
54,12,6,4,1426.280
54,12,7,4,1411.802
54,12,8,4,1519.256
54,12,9,4,1855.002
54,12,10,4,1971.825
54,12,11,4,2172.022
54,12,12,4,2381.693
54,12,13,4,2539.574
54,12,14,4,2439.410
54,12,15,4,2217.840
54,12,16,4,1976.582
54,12,17,4,1579.066
54,12,18,4,1421.643
54,12,19,4,1465.812
54,12,20,4,1505.115
54,12,21,4,1510.421
54,12,22,4,1498.426
54,12,23,4,1506.031
54,12,24,4,1497.738
54,13,1,1,570.535
54,13,2,1,571.037
54,13,3,1,555.113
54,13,4,1,549.383
54,13,5,1,545.312
54,13,6,1,544.344
54,13,7,1,638.822
54,13,8,1,860.320
54,13,9,1,1194.493
54,13,10,1,1932.300
54,13,11,1,2334.370
54,13,12,1,2023.998
54,13,13,1,2018.708
54,13,14,1,1845.758
54,13,15,1,1538.655
54,13,16,1,1232.082
54,13,17,1,1007.603
54,13,18,1,810.216
54,13,19,1,622.307
54,13,20,1,590.123
54,13,21,1,590.463
54,13,22,1,577.309
54,13,23,1,576.581
54,13,24,1,573.968
54,13,1,2,617.931
54,13,2,2,616.072
54,13,3,2,599.172
54,13,4,2,586.507
54,13,5,2,687.689
54,13,6,2,743.871
54,13,7,2,812.564
54,13,8,2,1370.981
54,13,9,2,1901.065
54,13,10,2,2218.421
54,13,11,2,2319.887
54,13,12,2,2412.100
54,13,13,2,2435.747
54,13,14,2,2262.011
54,13,15,2,2118.050
54,13,16,2,1995.766
54,13,17,2,1419.103
54,13,18,2,930.161
54,13,19,2,700.303
54,13,20,2,666.653
54,13,21,2,668.264
54,13,22,2,655.825
54,13,23,2,643.864
54,13,24,2,634.271
54,13,1,3,443.300
54,13,2,3,439.733
54,13,3,3,428.833
54,13,4,3,419.732
54,13,5,3,414.404
54,13,6,3,428.920
54,13,7,3,537.851
54,13,8,3,808.275
54,13,9,3,1027.981
54,13,10,3,1192.014
54,13,11,3,1210.422
54,13,12,3,1247.085
54,13,13,3,1239.247
54,13,14,3,1133.875
54,13,15,3,1110.894
54,13,16,3,960.473
54,13,17,3,734.768
54,13,18,3,510.244
54,13,19,3,475.978
54,13,20,3,477.444
54,13,21,3,474.968
54,13,22,3,458.947
54,13,23,3,455.728
54,13,24,3,448.128
54,13,1,4,941.763
54,13,2,4,933.140
54,13,3,4,923.335
54,13,4,4,920.387
54,13,5,4,941.134
54,13,6,4,947.079
54,13,7,4,992.936
54,13,8,4,1420.204
54,13,9,4,1939.297
54,13,10,4,2327.863
54,13,11,4,2321.791
54,13,12,4,2593.477
54,13,13,4,2658.411
54,13,14,4,2442.996
54,13,15,4,2211.435
54,13,16,4,2045.440
54,13,17,4,1565.024
54,13,18,4,1200.040
54,13,19,4,1023.354
54,13,20,4,969.392
54,13,21,4,950.939
54,13,22,4,932.924
54,13,23,4,934.536
54,13,24,4,934.750
54,14,1,1,1240.858
54,14,2,1,1240.482
54,14,3,1,1214.566
54,14,4,1,1194.660
54,14,5,1,1166.680
54,14,6,1,1206.311
54,14,7,1,1273.934
54,14,8,1,1579.229
54,14,9,1,2763.742
54,14,10,1,4095.632
54,14,11,1,4946.178
54,14,12,1,4463.924
54,14,13,1,3839.896
54,14,14,1,3612.362
54,14,15,1,3023.052
54,14,16,1,2038.869
54,14,17,1,1876.482
54,14,18,1,1402.177
54,14,19,1,1355.776
54,14,20,1,1310.963
54,14,21,1,1267.082
54,14,22,1,1234.089
54,14,23,1,1237.192
54,14,24,1,1238.927
54,14,1,2,1562.930
54,14,2,2,1552.590
54,14,3,2,1513.570
54,14,4,2,1483.225
54,14,5,2,1446.648
54,14,6,2,1465.667
54,14,7,2,1737.524
54,14,8,2,2452.936
54,14,9,2,4370.060
54,14,10,2,6015.279
54,14,11,2,5913.566
54,14,12,2,5166.458
54,14,13,2,5101.521
54,14,14,2,4670.454
54,14,15,2,4093.999
54,14,16,2,3744.551
54,14,17,2,2710.044
54,14,18,2,2096.581
54,14,19,2,1788.843
54,14,20,2,1724.671
54,14,21,2,1718.729
54,14,22,2,1654.343
54,14,23,2,1629.381
54,14,24,2,1593.109
54,14,1,3,856.601
54,14,2,3,853.739
54,14,3,3,832.530
54,14,4,3,817.078
54,14,5,3,796.441
54,14,6,3,828.581
54,14,7,3,1007.883
54,14,8,3,1419.215
54,14,9,3,2539.360
54,14,10,3,3413.747
54,14,11,3,3965.202
54,14,12,3,3264.653
54,14,13,3,2932.767
54,14,14,3,2574.863
54,14,15,3,2043.423
54,14,16,3,1832.961
54,14,17,3,1404.234
54,14,18,3,1103.307
54,14,19,3,946.657
54,14,20,3,932.936
54,14,21,3,922.470
54,14,22,3,898.960
54,14,23,3,887.670
54,14,24,3,874.524
54,14,1,4,1899.152
54,14,2,4,1890.602
54,14,3,4,1851.902
54,14,4,4,1823.984
54,14,5,4,1778.895
54,14,6,4,1796.074
54,14,7,4,1997.020
54,14,8,4,2574.148
54,14,9,4,3790.637
54,14,10,4,6645.282
54,14,11,4,7573.960
54,14,12,4,5984.161
54,14,13,4,6138.797
54,14,14,4,5590.991
54,14,15,4,4585.708
54,14,16,4,3785.377
54,14,17,4,2938.818
54,14,18,4,2426.120
54,14,19,4,2097.278
54,14,20,4,1991.582
54,14,21,4,1969.965
54,14,22,4,1893.752
54,14,23,4,1877.892
54,14,24,4,1884.522
54,15,1,1,1446.368
54,15,2,1,1452.665
54,15,3,1,1428.058
54,15,4,1,1415.149
54,15,5,1,1401.346
54,15,6,1,1451.785
54,15,7,1,1635.210
54,15,8,1,2211.114
54,15,9,1,3571.763
54,15,10,1,4773.498
54,15,11,1,5586.214
54,15,12,1,5509.582
54,15,13,1,4701.810
54,15,14,1,4695.406
54,15,15,1,4130.116
54,15,16,1,3123.749
54,15,17,1,2345.932
54,15,18,1,1880.074
54,15,19,1,1648.743
54,15,20,1,1513.426
54,15,21,1,1496.744
54,15,22,1,1455.758
54,15,23,1,1447.734
54,15,24,1,1447.403
54,15,1,2,1551.121
54,15,2,2,1543.038
54,15,3,2,1514.842
54,15,4,2,1498.265
54,15,5,2,1480.052
54,15,6,2,1507.773
54,15,7,2,2159.592
54,15,8,2,3484.262
54,15,9,2,5954.243
54,15,10,2,7639.678
54,15,11,2,8444.770
54,15,12,2,7650.868
54,15,13,2,7252.686
54,15,14,2,6676.161
54,15,15,2,5459.591
54,15,16,2,4687.980
54,15,17,2,3682.693
54,15,18,2,2572.739
54,15,19,2,1886.170
54,15,20,2,1714.130
54,15,21,2,1697.526
54,15,22,2,1612.154
54,15,23,2,1579.116
54,15,24,2,1563.748
54,15,1,3,947.505
54,15,2,3,946.055
54,15,3,3,929.558
54,15,4,3,921.342
54,15,5,3,913.645
54,15,6,3,954.780
54,15,7,3,1331.042
54,15,8,3,2008.389
54,15,9,3,3387.961
54,15,10,3,4428.537
54,15,11,3,5107.247
54,15,12,3,4317.631
54,15,13,3,4150.388
54,15,14,3,3911.490
54,15,15,3,3208.322
54,15,16,3,2353.014
54,15,17,3,2013.217
54,15,18,3,1498.211
54,15,19,3,1148.295
54,15,20,3,1096.905
54,15,21,3,1062.083
54,15,22,3,1003.663
54,15,23,3,971.130
54,15,24,3,948.439
54,15,1,4,2249.145
54,15,2,4,2247.456
54,15,3,4,2212.146
54,15,4,4,2193.927
54,15,5,4,2174.780
54,15,6,4,2234.568
54,15,7,4,2527.762
54,15,8,4,3426.083
54,15,9,4,5271.629
54,15,10,4,8175.257
54,15,11,4,9838.694
54,15,12,4,8985.479
54,15,13,4,8837.448
54,15,14,4,8303.103
54,15,15,4,6894.196
54,15,16,4,5090.363
54,15,17,4,4308.993
54,15,18,4,3409.707
54,15,19,4,2670.754
54,15,20,4,2401.573
54,15,21,4,2331.645
54,15,22,4,2257.142
54,15,23,4,2244.235
54,15,24,4,2243.217
54,16,1,1,859.344
54,16,2,1,853.056
54,16,3,1,838.901
54,16,4,1,835.192
54,16,5,1,831.383
54,16,6,1,834.520
54,16,7,1,954.372
54,16,8,1,1254.995
54,16,9,1,1794.135
54,16,10,1,2839.726
54,16,11,1,3660.576
54,16,12,1,3313.592
54,16,13,1,3055.525
54,16,14,1,2938.072
54,16,15,1,2340.795
54,16,16,1,1565.399
54,16,17,1,1347.002
54,16,18,1,1037.063
54,16,19,1,939.431
54,16,20,1,914.290
54,16,21,1,915.839
54,16,22,1,901.912
54,16,23,1,889.875
54,16,24,1,878.346
54,16,1,2,1001.090
54,16,2,2,995.342
54,16,3,2,980.353
54,16,4,2,971.332
54,16,5,2,953.632
54,16,6,2,1015.040
54,16,7,2,1422.002
54,16,8,2,2125.842
54,16,9,2,3322.121
54,16,10,2,4876.325
54,16,11,2,4656.342
54,16,12,2,4398.577
54,16,13,2,4501.455
54,16,14,2,3749.746
54,16,15,2,3066.636
54,16,16,2,2793.723
54,16,17,2,2221.360
54,16,18,2,1526.766
54,16,19,2,1211.291
54,16,20,2,1128.382
54,16,21,2,1129.480
54,16,22,2,1108.780
54,16,23,2,1085.879
54,16,24,2,1048.475
54,16,1,3,723.990
54,16,2,3,728.041
54,16,3,3,719.816
54,16,4,3,715.048
54,16,5,3,712.837
54,16,6,3,731.754
54,16,7,3,868.631
54,16,8,3,1148.271
54,16,9,3,1843.120
54,16,10,3,2759.575
54,16,11,3,2654.500
54,16,12,3,2482.513
54,16,13,3,2438.450
54,16,14,3,2114.973
54,16,15,3,1477.855
54,16,16,3,1320.401
54,16,17,3,1082.872
54,16,18,3,914.184
54,16,19,3,839.415
54,16,20,3,801.531
54,16,21,3,774.464
54,16,22,3,759.509
54,16,23,3,748.401
54,16,24,3,739.093
54,16,1,4,1675.281
54,16,2,4,1659.783
54,16,3,4,1631.763
54,16,4,4,1592.764
54,16,5,4,1583.169
54,16,6,4,1590.510
54,16,7,4,1675.717
54,16,8,4,2113.002
54,16,9,4,2748.966
54,16,10,4,3496.634
54,16,11,4,3600.430
54,16,12,4,3918.012
54,16,13,4,4056.385
54,16,14,4,3588.334
54,16,15,4,2999.297
54,16,16,4,2680.457
54,16,17,4,2359.932
54,16,18,4,1925.149
54,16,19,4,1782.943
54,16,20,4,1759.655
54,16,21,4,1747.390
54,16,22,4,1726.090
54,16,23,4,1709.913
54,16,24,4,1695.272
54,17,1,1,1782.832
54,17,2,1,1787.877
54,17,3,1,1778.351
54,17,4,1,1772.900
54,17,5,1,1767.872
54,17,6,1,1752.137
54,17,7,1,1770.318
54,17,8,1,1856.046
54,17,9,1,1936.028
54,17,10,1,2041.526
54,17,11,1,2156.879
54,17,12,1,2185.402
54,17,13,1,2219.251
54,17,14,1,2258.352
54,17,15,1,2303.636
54,17,16,1,2208.790
54,17,17,1,1989.400
54,17,18,1,1829.500
54,17,19,1,1793.467
54,17,20,1,1789.970
54,17,21,1,1819.451
54,17,22,1,1841.517
54,17,23,1,1838.472
54,17,24,1,1818.272
54,17,1,2,2906.854
54,17,2,2,2927.323
54,17,3,2,2912.345
54,17,4,2,2878.765
54,17,5,2,2888.011
54,17,6,2,2835.522
54,17,7,2,2791.808
54,17,8,2,2928.554
54,17,9,2,3076.165
54,17,10,2,3256.487
54,17,11,2,3344.656
54,17,12,2,3383.910
54,17,13,2,3399.989
54,17,14,2,3390.739
54,17,15,2,3386.846
54,17,16,2,3279.981
54,17,17,2,3122.701
54,17,18,2,2768.496
54,17,19,2,2617.276
54,17,20,2,2735.316
54,17,21,2,2867.105
54,17,22,2,2905.129
54,17,23,2,2925.636
54,17,24,2,2932.141
54,17,1,3,1625.521
54,17,2,3,1624.393
54,17,3,3,1608.383
54,17,4,3,1591.613
54,17,5,3,1575.225
54,17,6,3,1568.378
54,17,7,3,1598.906
54,17,8,3,1692.894
54,17,9,3,1750.236
54,17,10,3,1788.275
54,17,11,3,1821.298
54,17,12,3,1858.173
54,17,13,3,1881.472
54,17,14,3,1882.227
54,17,15,3,1869.876
54,17,16,3,1817.386
54,17,17,3,1731.599
54,17,18,3,1639.009
54,17,19,3,1591.054
54,17,20,3,1622.334
54,17,21,3,1664.626
54,17,22,3,1678.154
54,17,23,3,1671.795
54,17,24,3,1645.633
54,17,1,4,3471.360
54,17,2,4,3459.056
54,17,3,4,3430.818
54,17,4,4,3421.842
54,17,5,4,3370.156
54,17,6,4,3380.937
54,17,7,4,3420.454
54,17,8,4,3561.619
54,17,9,4,3799.105
54,17,10,4,3831.185
54,17,11,4,3830.429
54,17,12,4,3843.889
54,17,13,4,3842.652
54,17,14,4,3836.796
54,17,15,4,3828.695
54,17,16,4,3700.858
54,17,17,4,3600.100
54,17,18,4,3517.568
54,17,19,4,3523.514
54,17,20,4,3514.133
54,17,21,4,3515.394
54,17,22,4,3524.504
54,17,23,4,3519.732
54,17,24,4,3490.064
54,18,1,1,797.503
54,18,2,1,794.305
54,18,3,1,797.748
54,18,4,1,804.093
54,18,5,1,810.482
54,18,6,1,820.537
54,18,7,1,832.330
54,18,8,1,893.987
54,18,9,1,943.071
54,18,10,1,952.825
54,18,11,1,972.655
54,18,12,1,994.227
54,18,13,1,1011.073
54,18,14,1,1025.745
54,18,15,1,1021.618
54,18,16,1,971.980
54,18,17,1,897.964
54,18,18,1,843.397
54,18,19,1,797.946
54,18,20,1,784.518
54,18,21,1,813.270
54,18,22,1,818.248
54,18,23,1,818.724
54,18,24,1,808.835
54,18,1,2,1380.372
54,18,2,2,1360.427
54,18,3,2,1331.656
54,18,4,2,1320.100
54,18,5,2,1315.333
54,18,6,2,1303.527
54,18,7,2,1301.472
54,18,8,2,1363.877
54,18,9,2,1433.535
54,18,10,2,1503.348
54,18,11,2,1560.548
54,18,12,2,1593.361
54,18,13,2,1611.561
54,18,14,2,1628.934
54,18,15,2,1621.096
54,18,16,2,1596.046
54,18,17,2,1521.591
54,18,18,2,1460.228
54,18,19,2,1404.081
54,18,20,2,1393.510
54,18,21,2,1424.009
54,18,22,2,1424.807
54,18,23,2,1419.313
54,18,24,2,1397.956
54,18,1,3,733.893
54,18,2,3,726.076
54,18,3,3,721.287
54,18,4,3,719.345
54,18,5,3,718.929
54,18,6,3,728.203
54,18,7,3,748.181
54,18,8,3,799.796
54,18,9,3,844.897
54,18,10,3,871.189
54,18,11,3,890.768
54,18,12,3,909.057
54,18,13,3,915.579
54,18,14,3,919.601
54,18,15,3,894.049
54,18,16,3,848.348
54,18,17,3,786.179
54,18,18,3,749.497
54,18,19,3,742.987
54,18,20,3,751.832
54,18,21,3,754.471
54,18,22,3,745.569
54,18,23,3,740.813
54,18,24,3,736.794
54,18,1,4,1455.395
54,18,2,4,1444.376
54,18,3,4,1425.410
54,18,4,4,1417.110
54,18,5,4,1402.980
54,18,6,4,1416.072
54,18,7,4,1476.653
54,18,8,4,1609.718
54,18,9,4,1747.917
54,18,10,4,1817.386
54,18,11,4,1849.046
54,18,12,4,1847.844
54,18,13,4,1833.406
54,18,14,4,1823.364
54,18,15,4,1776.618
54,18,16,4,1677.065
54,18,17,4,1573.101
54,18,18,4,1524.377
54,18,19,4,1504.370
54,18,20,4,1479.156
54,18,21,4,1468.688
54,18,22,4,1454.016
54,18,23,4,1447.640
54,18,24,4,1440.476
54,19,1,1,580.308
54,19,2,1,571.008
54,19,3,1,577.097
54,19,4,1,578.724
54,19,5,1,573.180
54,19,6,1,563.417
54,19,7,1,531.328
54,19,8,1,601.494
54,19,9,1,672.292
54,19,10,1,681.870
54,19,11,1,692.701
54,19,12,1,710.669
54,19,13,1,725.054
54,19,14,1,723.457
54,19,15,1,714.052
54,19,16,1,697.758
54,19,17,1,644.502
54,19,18,1,539.791
54,19,19,1,515.460
54,19,20,1,519.453
54,19,21,1,553.991
54,19,22,1,577.685
54,19,23,1,592.158
54,19,24,1,588.027
54,19,1,2,1042.180
54,19,2,2,1012.283
54,19,3,2,1023.466
54,19,4,2,1010.819
54,19,5,2,1002.442
54,19,6,2,978.082
54,19,7,2,875.203
54,19,8,2,878.119
54,19,9,2,954.631
54,19,10,2,1073.276
54,19,11,2,1127.786
54,19,12,2,1160.053
54,19,13,2,1171.368
54,19,14,2,1185.783
54,19,15,2,1152.089
54,19,16,2,1114.388
54,19,17,2,939.209
54,19,18,2,727.415
54,19,19,2,751.136
54,19,20,2,867.023
54,19,21,2,957.127
54,19,22,2,1024.665
54,19,23,2,1018.530
54,19,24,2,1028.528
54,19,1,3,525.397
54,19,2,3,510.960
54,19,3,3,527.282
54,19,4,3,530.993
54,19,5,3,532.315
54,19,6,3,507.882
54,19,7,3,489.176
54,19,8,3,595.049
54,19,9,3,594.920
54,19,10,3,601.998
54,19,11,3,614.857
54,19,12,3,631.611
54,19,13,3,643.812
54,19,14,3,650.044
54,19,15,3,621.759
54,19,16,3,592.246
54,19,17,3,488.301
54,19,18,3,472.380
54,19,19,3,468.486
54,19,20,3,485.152
54,19,21,3,498.130
54,19,22,3,537.316
54,19,23,3,536.799
54,19,24,3,528.656
54,19,1,4,1017.810
54,19,2,4,1020.850
54,19,3,4,1025.295
54,19,4,4,1060.621
54,19,5,4,1106.423
54,19,6,4,1082.253
54,19,7,4,997.641
54,19,8,4,1060.801
54,19,9,4,1278.630
54,19,10,4,1300.152
54,19,11,4,1314.808
54,19,12,4,1324.664
54,19,13,4,1322.136
54,19,14,4,1317.601
54,19,15,4,1288.708
54,19,16,4,1213.202
54,19,17,4,1040.788
54,19,18,4,996.275
54,19,19,4,965.031
54,19,20,4,966.738
54,19,21,4,979.684
54,19,22,4,1002.357
54,19,23,4,999.486
54,19,24,4,1008.994
54,20,1,1,1466.174
54,20,2,1,1485.045
54,20,3,1,1455.712
54,20,4,1,1430.511
54,20,5,1,1391.479
54,20,6,1,1402.349
54,20,7,1,1465.780
54,20,8,1,1660.995
54,20,9,1,2118.502
54,20,10,1,2385.793
54,20,11,1,2441.844
54,20,12,1,2499.416
54,20,13,1,2408.004
54,20,14,1,2361.045
54,20,15,1,2228.322
54,20,16,1,1945.689
54,20,17,1,1829.513
54,20,18,1,1570.206
54,20,19,1,1516.071
54,20,20,1,1461.153
54,20,21,1,1447.576
54,20,22,1,1429.621
54,20,23,1,1447.617
54,20,24,1,1464.537
54,20,1,2,2147.511
54,20,2,2,2132.440
54,20,3,2,2090.715
54,20,4,2,2056.289
54,20,5,2,2013.120
54,20,6,2,2024.562
54,20,7,2,2186.791
54,20,8,2,2574.390
54,20,9,2,2947.908
54,20,10,2,3018.111
54,20,11,2,3106.001
54,20,12,2,3144.257
54,20,13,2,3197.523
54,20,14,2,3254.701
54,20,15,2,3212.326
54,20,16,2,3050.596
54,20,17,2,2695.174
54,20,18,2,2446.886
54,20,19,2,2285.749
54,20,20,2,2218.283
54,20,21,2,2190.812
54,20,22,2,2148.667
54,20,23,2,2146.375
54,20,24,2,2145.537
54,20,1,3,1053.349
54,20,2,3,1049.987
54,20,3,3,1028.002
54,20,4,3,1010.314
54,20,5,3,1035.957
54,20,6,3,1033.522
54,20,7,3,1120.722
54,20,8,3,1431.858
54,20,9,3,1615.641
54,20,10,3,1676.649
54,20,11,3,1731.305
54,20,12,3,1799.819
54,20,13,3,1807.212
54,20,14,3,1798.685
54,20,15,3,1763.344
54,20,16,3,1668.752
54,20,17,3,1372.714
54,20,18,3,1182.812
54,20,19,3,1122.902
54,20,20,3,1102.212
54,20,21,3,1060.574
54,20,22,3,1024.520
54,20,23,3,1030.675
54,20,24,3,1039.522
54,20,1,4,2906.607
54,20,2,4,2922.095
54,20,3,4,2864.826
54,20,4,4,2815.281
54,20,5,4,2735.184
54,20,6,4,2739.160
54,20,7,4,2772.526
54,20,8,4,2926.014
54,20,9,4,3661.676
54,20,10,4,4251.527
54,20,11,4,4363.236
54,20,12,4,4534.893
54,20,13,4,4272.610
54,20,14,4,4118.964
54,20,15,4,3812.358
54,20,16,4,3539.773
54,20,17,4,3053.328
54,20,18,4,3041.719
54,20,19,4,3049.553
54,20,20,4,2967.947
54,20,21,4,2906.357
54,20,22,4,2850.273
54,20,23,4,2857.574
54,20,24,4,2886.656
54,21,1,1,1148.550
54,21,2,1,1126.076
54,21,3,1,1092.577
54,21,4,1,1060.709
54,21,5,1,1002.815
54,21,6,1,981.668
54,21,7,1,971.914
54,21,8,1,1387.358
54,21,9,1,2091.980
54,21,10,1,2737.988
54,21,11,1,2447.270
54,21,12,1,1671.281
54,21,13,1,1625.053
54,21,14,1,1675.981
54,21,15,1,1660.733
54,21,16,1,1667.113
54,21,17,1,1497.537
54,21,18,1,1065.625
54,21,19,1,1063.104
54,21,20,1,1050.242
54,21,21,1,1047.013
54,21,22,1,1032.620
54,21,23,1,1075.898
54,21,24,1,1119.756
54,21,1,2,1699.504
54,21,2,2,1732.957
54,21,3,2,1682.542
54,21,4,2,1637.594
54,21,5,2,1560.362
54,21,6,2,1545.327
54,21,7,2,1631.601
54,21,8,2,2583.020
54,21,9,2,3270.263
54,21,10,2,3638.806
54,21,11,2,3311.280
54,21,12,2,2962.040
54,21,13,2,2929.577
54,21,14,2,2968.905
54,21,15,2,2969.583
54,21,16,2,2998.415
54,21,17,2,2575.996
54,21,18,2,1786.120
54,21,19,2,1700.929
54,21,20,2,1677.158
54,21,21,2,1682.064
54,21,22,2,1664.618
54,21,23,2,1689.341
54,21,24,2,1705.637
54,21,1,3,820.427
54,21,2,3,832.326
54,21,3,3,809.210
54,21,4,3,788.329
54,21,5,3,752.344
54,21,6,3,723.545
54,21,7,3,822.635
54,21,8,3,1174.192
54,21,9,3,1676.103
54,21,10,3,1627.645
