Resid	Play	RRC	Reg	Depth	API	Oilvisc	Gasgrav	GOR	NGL	NGPLET	NGPLPR	NGPLBU	NGPLIS	NGPLPP	HeatVal	CO2cont	H2Scont	N2cont	Sulfur	Patsize	Noilwell	Ngaswell	Ninjwell	Latnum	Latlen	PHI	Pay	PERM	SOI	SOC	SOR	SWI	BOI	VDP	OOIP	flag	acres	Resacc	PROV	Totprod	Totinj	Totconv	Totps	Totpat	lyroil	lyrgas	numacc	OP1	OP2	OP3	OP4	OP5	OP6	OP7	OP8	OP9	OP10	OP11	OP12	OP13	OP14	OP15	OP16	OP17	OP18	OP19	OP20	OP21	OP22	OP23	OP24	OP25	OP26	OP27	OP28	OP29	OP30	OP31	OP32	OP33	OP34	OP35	OP36	OP37	OP38	OP39	OP40	GP1	GP2	GP3	GP4	GP5	GP6	GP7	GP8	GP9	GP10	GP11	GP12	GP13	GP14	GP15	GP16	GP17	GP18	GP19	GP20	GP21	GP22	GP23	GP24	GP25	GP26	GP27	GP28	GP29	GP30	GP31	GP32	GP33	GP34	GP35	GP36	GP37	GP38	GP39	GP40	CO1	CO2	CO3	CO4	CO5	CO6	CO7	CO8	CO9	CO10	CO11	CO12	CO13	CO14	CO15	CO16	CO17	CO18	CO19	CO20	CO21	CO22	CO23	CO24	CO25	CO26	CO27	CO28	CO29	CO30	CO31	CO32	CO33	CO34	CO35	CO36	CO37	CO38	CO39	CO40	WP1	WP2	WP3	WP4	WP5	WP6	WP7	WP8	WP9	WP10	WP11	WP12	WP13	WP14	WP15	WP16	WP17	WP18	WP19	WP20	WP21	WP22	WP23	WP24	WP25	WP26	WP27	WP28	WP29	WP30	WP31	WP32	WP33	WP34	WP35	WP36	WP37	WP38	WP39	WP40	WI1	WI2	WI3	WI4	WI5	WI6	WI7	WI8	WI9	WI10	WI11	WI12	WI13	WI14	WI15	WI16	WI17	WI18	WI19	WI20	WI21	WI22	WI23	WI24	WI25	WI26	WI27	WI28	WI29	WI30	WI31	WI32	WI33	WI34	WI35	WI36	WI37	WI38	WI39	WI40	II1	II2	II3	II4	II5	II6	II7	II8	II9	II10	II11	II12	II13	II14	II15	II16	II17	II18	II19	II20	II21	II22	II23	II24	II25	II26	II27	II28	II29	II30	II31	II32	II33	II34	II35	II36	II37	II38	II39	II40	decline factor
DOLA6039200	4725	1	2	8430	37.632	0.204	0.69	1.497	0	0.431	0.284	0.101	0.058	0.126	0	0	0	0	0.1	20	12	0	0	4	330	25.786	41.245	516.662	59.714	35.725	25	40.286	1.556	0.92	9928.002	0	3808.515	9	47	2	0	0	0	15	187.321	0	1	181.701	176.250	170.963	165.834	160.859	156.033	151.352	146.812	142.407	138.135	133.991	129.971	126.072	122.290	118.621	115.063	111.611	108.262	105.015	101.864	98.808	95.844	92.969	90.180	87.474	84.850	82.304	79.835	77.440	75.117	72.864	70.678	68.557	66.501	64.506	62.570	60.693	58.872	57.106	55.393	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2003.653	1993.634	1983.666	1973.748	1963.88	1954.06	1944.29	1934.568	1924.895	1915.271	1905.694	1896.166	1886.685	1877.252	1867.865	1858.525	1849.234	1839.987	1830.788	1821.633	1812.525	1803.462	1794.446	1785.473	1776.545	1767.662	1758.824	1750.03	1741.28	1732.574	1723.91	1559.721	1551.922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	1.256	0.970
DOKS6406600	5903	0	3	2162	37.229	1.959	0.637	1.34	0	0.314	0.377	0.08	0.113	0.115	0	0	0	0	0.748	57.639	19	0	0	4	531.675	19.823	22.142	5.85	46.778	33.13	27.892	53.222	1.123	0.709	149030.797	0	29164.666	9	59	30	0	0	0	328	206.358	43.4817206	1	193.564	181.563	170.306	159.747	149.843	140.553	131.838	123.664	115.997	108.805	102.059	95.732	89.796	84.229	79.007	74.108	69.514	65.204	61.161	57.369	53.812	50.476	47.346	44.411	41.657	39.075	36.652	34.380	32.248	30.249	28.373	26.614	24.964	23.416	21.964	20.603	19.325	18.127	17.003	15.949	40.786	38.257	35.885	33.660	31.573	29.616	27.780	26.057	24.442	22.926	21.505	20.172	18.921	17.748	16.648	15.615	14.647	13.739	12.887	12.088	11.339	10.636	9.976	9.358	8.778	8.233	7.723	7.244	6.795	6.374	5.979	5.608	5.260	4.934	4.628	4.341	4.072	3.820	3.583	3.361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8745.137	8715.199	8685.356	8655.618	8625.982	8596.445	8567.011	8537.681	8508.443	8479.313	8450.283	8421.35	8392.512	8363.776	8335.142	8306.596	8278.156	8249.817	8221.564	8193.416	8165.36	8137.404	8109.544	8081.775	8054.101	8026.528	7999.041	7971.654	7944.36	7766.619	7740.025	7713.524	7589.529	7242.406	6506.216	6483.94	6461.74	6439.614	6417.566	6395.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	27.47	0.938
DOTX6196400	4705	5	4	9006	35.633	0.378	0.7	2.384	0	0.428	0.29	0.048	0.117	0.117	0	0	0	0	0.2	86.589	92	0	0	4	680.161	9.239	19.745	17.737	66.622	33.807	30.5	33.378	1.76	0.883	32115.836	0	49440	9	47	2	0	0	0	110	202.170	17.88445313	1	190.444	179.399	168.994	159.192	149.959	141.261	133.068	125.350	118.080	111.231	104.780	98.703	92.978	87.585	82.505	77.720	73.212	68.966	64.966	61.198	57.648	54.305	51.155	48.188	45.393	42.760	40.280	37.944	35.743	33.670	31.717	29.878	28.145	26.512	24.975	23.526	22.162	20.876	19.665	18.525	16.847	15.870	14.950	14.082	13.266	12.496	11.772	11.089	10.446	9.840	9.269	8.731	8.225	7.748	7.299	6.875	6.477	6.101	5.747	5.414	5.100	4.804	4.525	4.263	4.016	3.783	3.563	3.357	3.162	2.979	2.806	2.643	2.490	2.345	2.209	2.081	1.960	1.847	1.740	1.639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2413.21	2399.31	2385.49	2371.749	2358.088	2344.505	2331.001	2317.574	2304.225	2290.953	2277.757	2264.638	2251.593	2238.623	2225.729	2212.909	2200.163	2187.49	2174.89	2162.363	2149.907	2137.523	2125.212	2112.97	2100.799	2088.699	2076.668	2064.707	2052.814	2040.989	2029.233	2017.545	2005.924	1994.369	1982.882	1971.461	1960.105	1948.815	1937.59	1926.429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	9.212	0.942
DOOK6378100	5827	0	3	12569.2	39.289	0.259	0.7	15.823	0	0.362	0.336	0.116	0.06	0.126	0	0	0	0	0.3	3.077	47	0	0	4	129.438	13.85	52	65.408	49	33.246	30.5	48	1.732	0.842	2286.221	0	144.633	9	58	1	0	0	0	47	188.228	9.546	1	181.452	174.920	168.622	162.552	156.700	151.059	145.621	140.379	135.325	130.453	125.757	121.230	116.865	112.658	108.603	104.693	100.924	97.291	93.788	90.412	87.157	84.019	80.995	78.079	75.268	72.558	69.946	67.428	65.001	62.661	60.405	58.230	56.134	54.113	52.165	50.287	48.477	46.732	45.049	43.428	9.202	8.871	8.552	8.244	7.947	7.661	7.385	7.119	6.863	6.616	6.378	6.148	5.927	5.713	5.508	5.310	5.118	4.934	4.756	4.585	4.420	4.261	4.108	3.960	3.817	3.680	3.547	3.420	3.297	3.178	3.063	2.953	2.847	2.744	2.646	2.550	2.459	2.370	2.285	2.202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3932.268	3791.096	3654.992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	3.936	0.964
DOAL6020400	4910	0	2	11910.2	40.71	0.191	0.835	0.828	0	0.408	0.266	0.107	0.07	0.15	0	0	0	0	1.263	118.255	2	0	0	4	795.052	21.072	40.768	275.511	74.766	40.888	30.5	25.234	1.966	0.884	31512.871	0	4480	9	49	9	0	0	0	13	189.914	42.07488	1	182.317	175.025	168.024	161.303	154.851	148.657	142.710	137.002	131.522	126.261	121.211	116.362	111.708	107.239	102.950	98.832	94.879	91.083	87.440	83.942	80.585	77.361	74.267	71.296	68.444	65.707	63.078	60.555	58.133	55.808	53.575	51.432	49.375	47.400	45.504	43.684	41.937	40.259	38.649	37.103	40.392	38.776	37.225	35.736	34.307	32.934	31.617	30.352	29.138	27.973	26.854	25.780	24.749	23.759	22.808	21.896	21.020	20.179	19.372	18.597	17.853	17.139	16.454	15.795	15.164	14.557	13.975	13.416	12.879	12.364	11.869	11.395	10.939	10.501	10.081	9.678	9.291	8.919	8.563	8.220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2036.127	1960.227	1890.046	1824.815	1763.929	1706.902	1653.33	1602.879	1555.253	1510.209	1467.534	1427.033	1388.544	1351.917	1317.022	1283.74	1251.958	1221.587	1192.536	1164.725	1138.08	1112.536	1088.026	1064.498	1041.896	1020.174	999.282	979.181	959.83	941.193	923.234	905.922	889.226	873.116	857.569	842.556	828.055	814.042	800.498	787.403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	1.089	0.960
DOTX6057100	4701	3	2	5590	31.264	0.345	0.653	2.867	0	0.428	0.29	0.048	0.117	0.117	0	0	0	0	0.213	21.898	23	0	0	4	300.049	30.868	131.492	657.864	77.62	42.04	25	22.38	1.24	0.861	249057.094	7	7327.463	9	47	2	0	0	0	24	172.746	141.20865	1	171.019	169.308	167.615	165.939	164.280	162.637	161.011	159.400	157.806	156.228	154.666	153.119	151.588	150.072	148.572	147.086	145.615	144.159	142.717	141.290	139.877	138.478	137.094	135.723	134.366	133.022	131.692	130.375	129.071	127.780	126.502	125.237	123.985	122.745	121.518	120.303	119.100	117.909	116.729	115.562	139.797	138.399	137.015	135.644	134.288	132.945	131.616	130.300	128.997	127.707	126.430	125.165	123.914	122.674	121.448	120.233	119.031	117.841	116.662	115.496	114.341	113.197	112.065	110.945	109.835	108.737	107.649	106.573	105.507	104.452	103.408	102.373	101.350	100.336	99.333	98.340	97.356	96.383	95.419	94.465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1758.27	1694.168	1632.404	1572.891	1515.549	1460.296	1407.058	1355.761	1306.334	1258.709	1212.82	1168.605	1126.001	1084.95	1045.396	1007.284	970.562	935.178	901.084	868.234	836.58	806.081	776.693	748.378	721.093	694.805	669.475	645.067	621.551	598.89	577.057	556.019	535.748	516.216	497.397	479.263	461.79	444.955	428.733	413.103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	2.01	0.990
DOKS6262700	5501	0	3	3213	32.487	4.104	0.73	0	0	0.314	0.377	0.08	0.113	0.115	0	0	0	0	0.232	98.382	3	0	0	4	678.585	12.604	9.153	347.079	69.891	51.287	29.278	30.109	1.132	0.835	58595.734	0	70051.727	9	55	21	0	0	0	213	191.267	0	1	182.851	174.806	167.114	159.761	152.732	146.011	139.587	133.445	127.573	121.960	116.594	111.464	106.559	101.871	97.389	93.103	89.007	85.091	81.347	77.767	74.346	71.074	67.947	64.957	62.099	59.367	56.755	54.258	51.870	49.588	47.406	45.320	43.326	41.420	39.597	37.855	36.189	34.597	33.075	31.620	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7624.862	7269.3	6945.758	6649.484	6376.791	6124.733	5890.923	5673.371	5470.413	5280.631	4804.388	4649.923	4504.396	4367.118	4237.465	4114.888	3722.011	3616.948	3517.316	3422.758	3332.946	3247.588	3166.402	3089.132	3015.549	2945.425	2878.562	2814.771	2753.87	2695.7	2640.107	2586.944	2536.079	2487.389	2440.75	2396.056	2353.205	2312.099	2272.641	2234.752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	17.839	0.956
DOTX6607400	4403	81	4	7973.6	40.055	0.313	0.988	0.525	0	0.428	0.29	0.048	0.117	0.117	0	0	0	0	0.251	233.159	5	0	0	4	857.693	7.552	26.308	77.337	65.949	42.524	30.5	33.934	1.564	0.857	41865.844	0	17661.953	9	44	16	0	0	0	42	181.735	1071.95	1	176.646	171.700	166.893	162.220	157.677	153.262	148.971	144.800	140.745	136.805	132.974	129.251	125.632	122.114	118.695	115.371	112.141	109.001	105.949	102.982	100.099	97.296	94.572	91.924	89.350	86.848	84.416	82.053	79.755	77.522	75.352	73.242	71.191	69.198	67.260	65.377	63.546	61.767	60.037	58.356	1041.935	1012.761	984.404	956.841	930.049	904.008	878.695	854.092	830.177	806.932	784.338	762.377	741.030	720.281	700.114	680.510	661.456	642.935	624.933	607.435	590.427	573.895	557.826	542.207	527.025	512.268	497.925	483.983	470.431	457.259	444.456	432.011	419.915	408.157	396.729	385.620	374.823	364.328	354.127	344.211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2465.677	2180.114	2118.537	2059.41	2002.53	1947.738	1894.885	1843.852	1794.538	1746.846	1700.701	1656.021	1612.747	1570.815	1530.17	1490.756	1345.397	1311.261	1278.144	1246.007	1136.308	1108.189	1014.472	989.794	965.831	942.56	919.958	897.999	876.667	855.938	835.793	816.216	797.19	690.409	673.401	442.283	432.122	422.245	412.644	403.311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	3.852	0.972
DOKS6345900	5819	0	3	4319.5	35.664	1.544	0.67	0.193	0	0.314	0.377	0.08	0.113	0.115	0	0	0	0	0.173	66.799	134	0	0	4	515.785	13.457	10.172	122.374	58.24	39.114	25.32	38.491	1.194	0.841	28382.037	0	15856.528	9	58	19	0	0	0	256	201.963	65.52068362	1	189.442	177.696	166.679	156.345	146.652	137.559	129.030	121.031	113.527	106.488	99.886	93.693	87.884	82.435	77.324	72.530	68.033	63.815	59.859	56.147	52.666	49.401	46.338	43.465	40.770	38.242	35.871	33.647	31.561	29.604	27.769	26.047	24.432	22.918	21.497	20.164	18.914	17.741	16.641	15.609	61.458	57.648	54.074	50.721	47.577	44.627	41.860	39.265	36.830	34.547	32.405	30.396	28.511	26.743	25.085	23.530	22.071	20.703	19.419	18.215	17.086	16.027	15.033	14.101	13.227	12.407	11.637	10.916	10.239	9.604	9.009	8.450	7.926	7.435	6.974	6.542	6.136	5.756	5.399	5.064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8438.736	8286.658	8142.43	8004.757	7872.684	6280.469	6178.768	6080.604	5985.615	5178.782	5099.646	5022.784	4948.023	4875.216	4629.711	4562.962	4497.786	4434.102	4371.83	4310.9	4251.257	4192.837	3155.584	3109.899	3064.871	2653.815	2435.045	2287.392	2254.273	2221.637	2189.471	2157.773	2126.533	2095.744	2065.402	1893.431	1866.017	1371.341	1351.488	1331.921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44	0.938
DOOK6287200	6003	0	3	2288.5	37.603	1.882	0.727	0.322	0	0.362	0.336	0.116	0.06	0.126	0	0	0	0	0.1	155.151	6	0	0	4	671.676	13.421	21.035	75.024	70.278	51.878	30.5	29.6	1.149	0.704	97788.539	0	16648.652	9	60	12	0	0	0	127	181.122	148.147	1	175.688	170.417	165.305	160.346	155.535	150.869	146.343	141.953	137.694	133.564	129.557	125.670	121.900	118.243	114.696	111.255	107.917	104.680	101.539	98.493	95.538	92.672	89.892	87.195	84.579	82.042	79.581	77.193	74.877	72.631	70.452	68.339	66.288	64.300	62.371	60.500	58.685	56.924	55.216	53.560	143.703	139.392	135.210	131.153	127.219	123.402	119.700	116.109	112.626	109.247	105.970	102.791	99.707	96.716	93.814	91.000	88.270	85.622	83.053	80.562	78.145	75.800	73.526	71.321	69.181	67.105	65.092	63.140	61.245	59.408	57.626	55.897	54.220	52.593	51.016	49.485	48.001	46.561	45.164	43.809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3782.045	3045.364	2952.916	2864.282	2779.108	2697.106	2618.045	2541.737	2468.02	2396.75	2327.807	2261.079	2196.474	2133.895	2073.266	2014.503	1957.541	1902.309	1848.754	1796.809	1746.423	1697.541	1650.111	1604.088	1559.428	1516.085	1474.018	1433.184	1393.546	1355.067	1317.713	1281.447	1146.599	1115.272	1084.858	1055.323	1026.644	905.411	881.052	857.395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	11.055	0.970
DOLA6059800	4744	1	2	8006	32.005	0.604	0.634	8.296	0	0.431	0.284	0.101	0.058	0.126	0	0	0	0	0.25	39.363	19	0	0	4	462.131	29.819	48.413	355.75	80.787	49.832	25	19.213	1.266	0.9	30964.344	0	13258.799	9	47	5	0	0	0	25	221.638	956.005474	1	200.804	181.928	164.827	149.333	135.296	122.578	111.056	100.616	91.159	82.590	74.826	67.793	61.420	55.647	50.416	45.677	41.383	37.493	33.969	30.776	27.883	25.262	22.887	20.736	18.787	17.021	15.421	13.971	12.658	11.468	10.390	9.413	8.529	7.727	7.001	6.342	5.746	5.206	4.717	4.273	866.141	784.724	710.960	644.129	583.581	528.725	479.025	433.996	393.201	356.240	322.753	292.414	264.927	240.024	217.462	197.021	178.501	161.722	146.520	132.747	120.269	108.963	98.721	89.441	81.034	73.416	66.515	60.263	54.598	49.466	44.816	40.603	36.787	33.329	30.196	27.357	24.786	22.456	20.345	18.433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2567.212	2518.7	2471.107	2424.415	2378.601	2333.656	2289.559	2246.296	2203.849	2162.206	2121.349	2081.265	2041.936	2003.352	1965.496	1928.356	1891.919	1856.168	1821.095	1786.683	1752.921	1719.798	1687.301	1655.417	1624.137	1593.447	1563.337	1533.796	1504.813	1476.379	1448.481	1421.111	1394.258	1367.912	952.208	934.216	916.563	899.243	882.252	865.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	0.906
DOCA6866600	1302	2	6	11270	28	0.503	0.7	1.761	0	0.003	0.453	-0.031	0.304	0.271	0	0	0	0	1.7	10	25	0	0	4	233.345	14	950	25	60	51.741	25	40	1.4	0.971	123817.711	0	800	9	13	1	0	0	0	25	175.767	343.877	1	171.900	168.118	164.420	160.803	157.265	153.805	150.421	147.112	143.876	140.710	137.615	134.587	131.626	128.731	125.898	123.129	120.420	117.771	115.180	112.646	110.168	107.744	105.373	103.055	100.788	98.571	96.402	94.281	92.207	90.179	88.195	86.254	84.357	82.501	80.686	78.911	77.175	75.477	73.816	72.192	336.312	328.913	321.677	314.600	307.679	300.910	294.290	287.815	281.483	275.291	269.234	263.311	257.518	251.853	246.312	240.893	235.594	230.411	225.342	220.384	215.536	210.794	206.156	201.621	197.185	192.847	188.605	184.455	180.397	176.429	172.547	168.751	165.039	161.408	157.857	154.384	150.987	147.666	144.417	141.240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	976.516	952.669	931.744	913.149	896.451	881.324	867.519	854.839	843.128	832.259	822.128	812.648	803.747	795.364	787.446	779.948	772.832	766.063	759.613	753.453	747.563	741.92	736.507	731.307	726.305	721.488	716.844	712.362	708.032	703.844	699.791	695.865	692.059	688.365	684.779	681.295	677.908	674.612	671.403	668.278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	2.094	0.978
DOWY6782900	3307	0	5	1263.2	20	152.242	0.924	0.096	0	0.326	0.334	0.155	0.03	0.155	0	0	0	0	0.141	14.286	56	0	0	4	278.904	16.456	42	64.46	67.167	65.819	25	32.706	1.038	0.72	27756.961	0	800	9	33	1	0	0	0	56	186.614	20.00727638	1	178.776	171.268	164.075	157.183	150.582	144.257	138.199	132.394	126.834	121.507	116.403	111.514	106.831	102.344	98.045	93.928	89.983	86.203	82.583	79.114	75.792	72.608	69.559	66.637	63.838	61.157	58.589	56.128	53.771	51.512	49.349	47.276	45.290	43.388	41.566	39.820	38.148	36.546	35.011	33.540	19.167	18.362	17.591	16.852	16.144	15.466	14.817	14.194	13.598	13.027	12.480	11.956	11.454	10.972	10.512	10.070	9.647	9.242	8.854	8.482	8.126	7.784	7.458	7.144	6.844	6.557	6.281	6.018	5.765	5.523	5.291	5.069	4.856	4.652	4.456	4.269	4.090	3.918	3.754	3.596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8341.669	8299.961	8258.461	8217.168	8176.083	8135.202	8094.526	8054.053	8013.783	7973.714	7933.845	7894.176	7854.705	7815.431	7776.354	7737.472	7698.785	7660.291	7621.989	7583.879	7545.96	7508.23	7470.689	7433.335	7396.168	7359.187	7322.391	7285.779	7249.35	7213.103	7177.038	7141.153	7105.447	7069.92	7034.57	6999.397	6964.4	6929.578	6894.93	6860.455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	4.69	0.958
