Resid	Play	RRC	Reg	Depth	API	Oilvisc	Gasgrav	GOR	NGL	NGPLET	NGPLPR	NGPLBU	NGPLIS	NGPLPP	HeatVal	CO2cont	H2Scont	N2cont	Sulfur	Patsize	Noilwell	Ngaswell	Ninjwell	Latnum	Latlen	PHI	Pay	PERM	SOI	SOC	SOR	SWI	BOI	VDP	OOIP	flag	acres	Resacc	PROV	Totprod	Totinj	Totconv	Totps	Totpat	lyroil	lyrgas	numacc	OP1	OP2	OP3	OP4	OP5	OP6	OP7	OP8	OP9	OP10	OP11	OP12	OP13	OP14	OP15	OP16	OP17	OP18	OP19	OP20	OP21	OP22	OP23	OP24	OP25	OP26	OP27	OP28	OP29	OP30	OP31	OP32	OP33	OP34	OP35	OP36	OP37	OP38	OP39	OP40	GP1	GP2	GP3	GP4	GP5	GP6	GP7	GP8	GP9	GP10	GP11	GP12	GP13	GP14	GP15	GP16	GP17	GP18	GP19	GP20	GP21	GP22	GP23	GP24	GP25	GP26	GP27	GP28	GP29	GP30	GP31	GP32	GP33	GP34	GP35	GP36	GP37	GP38	GP39	GP40	CO1	CO2	CO3	CO4	CO5	CO6	CO7	CO8	CO9	CO10	CO11	CO12	CO13	CO14	CO15	CO16	CO17	CO18	CO19	CO20	CO21	CO22	CO23	CO24	CO25	CO26	CO27	CO28	CO29	CO30	CO31	CO32	CO33	CO34	CO35	CO36	CO37	CO38	CO39	CO40	WP1	WP2	WP3	WP4	WP5	WP6	WP7	WP8	WP9	WP10	WP11	WP12	WP13	WP14	WP15	WP16	WP17	WP18	WP19	WP20	WP21	WP22	WP23	WP24	WP25	WP26	WP27	WP28	WP29	WP30	WP31	WP32	WP33	WP34	WP35	WP36	WP37	WP38	WP39	WP40	WI1	WI2	WI3	WI4	WI5	WI6	WI7	WI8	WI9	WI10	WI11	WI12	WI13	WI14	WI15	WI16	WI17	WI18	WI19	WI20	WI21	WI22	WI23	WI24	WI25	WI26	WI27	WI28	WI29	WI30	WI31	WI32	WI33	WI34	WI35	WI36	WI37	WI38	WI39	WI40	II1	II2	II3	II4	II5	II6	II7	II8	II9	II10	II11	II12	II13	II14	II15	II16	II17	II18	II19	II20	II21	II22	II23	II24	II25	II26	II27	II28	II29	II30	II31	II32	II33	II34	II35	II36	II37	II38	II39	II40	decline factor
DGNM5231911	4404	0	4	9047.4	52.885	0.001	0.626	0.195	9.878	0.454	0.285	0.095	0.051	0.115	1088.553	1.227	0	0.068	0.1	320	0	33	0	0	0	10.5	85.11	27.408	2.4	2.4	25	26.6	2.279	-1	0	0	28000	9	44	1	0	0	0	33	397.3539441	2039.20287	0	385.433	373.870	362.654	351.775	341.221	330.985	321.055	311.424	302.081	293.018	284.228	275.701	267.430	259.407	251.625	244.076	236.754	229.651	222.762	216.079	209.596	203.309	197.209	191.293	185.554	179.988	174.588	169.350	164.270	159.342	154.561	149.925	145.427	141.064	136.832	132.727	128.745	124.883	121.137	117.502	1978.027	1918.686	1861.125	1805.292	1751.133	1698.599	1647.641	1598.212	1550.265	1503.757	1458.645	1414.885	1372.439	1331.266	1291.328	1252.588	1215.010	1178.560	1143.203	1108.907	1075.640	1043.371	1012.069	981.707	952.256	923.688	895.978	869.098	843.026	817.735	793.203	769.407	746.324	723.935	702.217	681.150	660.716	640.894	621.667	603.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	8.245	0.970
DGTX4001811	4742	2	2	1462	36.4	0.001	0.563	0.003	11.771	0.428	0.29	0.048	0.117	0.117	1010.393	0.574	0	0.475	0.2	288.996	0	4	0	0	0	28.992	23.899	607.861	0.695	0.695	25	25.009	1.152	-0.943	0	0	23680	9	47	1	0	0	0	4	6.086671553	2131.327788	0	5.527	5.018	4.557	4.137	3.757	3.411	3.097	2.812	2.554	2.319	2.105	1.912	1.736	1.576	1.431	1.299	1.180	1.071	0.973	0.883	0.802	0.728	0.661	0.600	0.545	0.495	0.449	0.408	0.371	0.336	0.306	0.277	0.252	0.229	0.208	0.189	0.171	0.155	0.141	0.128	1935.246	1757.203	1595.540	1448.751	1315.466	1194.443	1084.554	984.775	894.176	811.912	737.216	669.392	607.808	551.889	501.116	455.013	413.152	375.142	340.629	309.291	280.836	254.999	231.539	210.238	190.896	173.333	157.387	142.907	129.760	117.822	106.982	97.140	88.203	80.088	72.720	66.030	59.955	54.439	49.431	44.883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	5.044	0.908
DGIL4943611	6402	0	1	3312	44.133	0.001	0.673	0	0	0.401	0.403	0.031	0.115	0.05	1054	1.7	0	0	0.3	80	0	1	0	0	0	15	40	40	24.9	24.9	30.5	35.6	1.164	0.5	0	0	30000	9	64	1	0	0	0	1	52.9029	2141.1	0	47.613	42.851	38.566	34.710	31.239	28.115	25.303	22.773	20.496	18.446	16.601	14.941	13.447	12.102	10.892	9.803	8.823	7.940	7.146	6.432	5.789	5.210	4.689	4.220	3.798	3.418	3.076	2.769	2.492	2.243	2.018	1.817	1.635	1.471	1.324	1.192	1.073	0.965	0.869	0.782	1926.990	1734.291	1560.862	1404.776	1264.298	1137.868	1024.081	921.673	829.506	746.555	671.900	604.710	544.239	489.815	440.834	396.750	357.075	321.368	289.231	260.308	234.277	210.849	189.764	170.788	153.709	138.338	124.504	112.054	100.849	90.764	81.687	73.519	66.167	59.550	53.595	48.236	43.412	39.071	35.164	31.647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.900
DGOK4956613	5871	0	3	3558.572	45.312	0.001	0.64	0.045	42.252	0.362	0.336	0.116	0.06	0.126	1074.292	0.802	0	3.491	-1	320.001	0	74	0	0	0	25.179	14.327	1233.079	6.5	6.5	25.015	22	1.2	0.5	0	0	19522.133	9	61	1	0	0	0	74	93.33562165	2056.064094	0.142	85.402	78.143	71.501	65.423	59.862	54.774	50.118	45.858	41.960	38.394	35.130	32.144	29.412	26.912	24.624	22.531	20.616	18.864	17.260	15.793	14.451	13.222	12.099	11.070	10.129	9.268	8.480	7.760	7.100	6.497	5.944	5.439	4.977	4.554	4.167	3.812	3.488	3.192	2.921	2.672	1881.299	1721.388	1575.070	1441.189	1318.688	1206.600	1104.039	1010.195	924.329	845.761	773.871	708.092	647.904	592.832	542.442	496.334	454.146	415.543	380.222	347.903	318.332	291.273	266.515	243.861	223.133	204.167	186.813	170.934	156.404	143.110	130.945	119.815	109.631	100.312	91.786	83.984	76.845	70.313	64.337	58.868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	8.439	0.915
DGOK4956713	5872	0	3	7744	59.45	0.001	0.65	0.02	42.366	0.362	0.336	0.116	0.06	0.126	1147	0.3	0	1.5	-1	320	0	74	0	0	0	20.1	40	363.825	6.5	6.5	25	22	2.097	0.5	0	0	14520	9	61	1	0	0	0	74	41.90033231	2050.537875	0.141	38.339	35.080	32.098	29.370	26.873	24.589	22.499	20.587	18.837	17.236	15.771	14.430	13.204	12.081	11.054	10.115	9.255	8.468	7.749	7.090	6.487	5.936	5.431	4.970	4.547	4.161	3.807	3.483	3.187	2.916	2.669	2.442	2.234	2.044	1.870	1.711	1.566	1.433	1.311	1.200	1876.242	1716.762	1570.837	1437.316	1315.144	1203.357	1101.071	1007.480	921.844	843.488	771.791	706.189	646.163	591.239	540.984	495.000	452.925	414.426	379.200	346.968	317.476	290.490	265.799	243.206	222.533	203.618	186.311	170.474	155.984	142.725	130.594	119.493	109.336	100.043	91.539	83.758	76.639	70.124	64.164	58.710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	7.178	0.915
DGTX4567312	4722	3	2	12938	50.666	0.001	0.68	0.002	122.789	0.428	0.29	0.048	0.117	0.117	1124.955	1.4	0	0	0.1	320	0	8	0	0	0	21	152.615	123.045	0	0	25	20	3.467	-1	0	0	6820	9	47	1	0	0	0	8	3.643275136	2059.725542	0	3.308	3.004	2.727	2.476	2.249	2.042	1.854	1.683	1.528	1.388	1.260	1.144	1.039	0.943	0.857	0.778	0.706	0.641	0.582	0.529	0.480	0.436	0.396	0.359	0.326	0.296	0.269	0.244	0.222	0.201	0.183	0.166	0.151	0.137	0.124	0.113	0.102	0.093	0.084	0.077	1870.231	1698.170	1541.938	1400.080	1271.272	1154.315	1048.118	951.691	864.136	784.635	712.449	646.904	587.388	533.349	484.281	439.727	399.272	362.539	329.185	298.900	271.401	246.433	223.761	203.175	184.483	167.510	152.099	138.106	125.400	113.864	103.388	93.876	85.240	77.398	70.277	63.812	57.941	52.610	47.770	43.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396.811	389.273	381.876	374.62	367.502	360.519	353.67	346.951	340.358	333.892	327.548	321.324	315.218	309.23	303.354	297.59	291.936	286.389	280.949	275.611	270.373	265.237	260.197	255.253	250.403	245.647	240.979	236.401	231.908	227.502	223.18	218.939	214.78	210.698	206.696	202.768	198.916	195.136	191.428	187.791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	1.358	0.908
DGWY5337014	3519	1	5	3605	45.269	0.001	0.623	0	0.477	0.326	0.334	0.155	0.03	0.155	1052.673	1.1	0	0	0	80	0	23	0	0	0	14.5	377.492	62.937	0	0	30.5	20	1.24	-1	0	2	7000	9	35	1	0	0	0	23	0	1863.515416	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1852.334	1841.220	1830.173	1819.192	1808.277	1797.427	1786.643	1775.923	1765.267	1754.676	1744.148	1733.683	1723.281	1712.941	1702.663	1692.447	1682.293	1672.199	1662.166	1652.193	1642.279	1632.426	1622.631	1612.895	1603.218	1593.599	1584.037	1574.533	1565.086	1555.695	1546.361	1537.083	1527.860	1518.693	1509.581	1500.524	1491.520	1482.571	1473.676	1464.834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1353.308	1345.188	1337.117	1329.094	1321.119	1313.193	1305.314	1297.482	1289.697	1281.959	1274.267	1266.621	1259.022	1251.468	1243.959	1236.495	1229.076	1221.702	1214.372	1207.085	1199.843	1192.644	1185.488	1178.375	1171.305	1164.277	1157.291	1150.348	1143.446	1136.585	1129.765	1122.987	1116.249	1109.552	1102.894	1096.277	1089.699	1083.161	1076.662	1070.202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	2.231	0.994
DGMS4000111	6501	0	2	1143	46.961	0.243	0.613	0.008	2.074	0.33	0.332	0.139	0.066	0.133	1067.342	0.811	0	0.787	-1	323.743	0	3	0	0	0	12.086	23.839	29.847	0.473	0.473	25	20.101	1.3	-0.893	0	0	1600	9	65	1	0	0	0	3	15.77001973	2007.006926	0	14.540	13.406	12.360	11.396	10.507	9.688	8.932	8.235	7.593	7.001	6.455	5.951	5.487	5.059	4.664	4.301	3.965	3.656	3.371	3.108	2.865	2.642	2.436	2.246	2.071	1.909	1.760	1.623	1.496	1.380	1.272	1.173	1.081	0.997	0.919	0.848	0.781	0.720	0.664	0.612	1850.460	1706.124	1573.047	1450.349	1337.222	1232.919	1136.751	1048.084	966.334	890.960	821.465	757.391	698.314	643.846	593.626	547.323	504.632	465.270	428.979	395.519	364.668	336.224	309.999	285.819	263.525	242.970	224.018	206.545	190.434	175.581	161.885	149.258	137.616	126.882	116.985	107.860	99.447	91.690	84.539	77.945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	13.483	0.922
DGMS4411811	4933	0	2	13088	52.826	0.001	0.619	0.005	5.446	0.33	0.332	0.139	0.066	0.133	1054.664	1.647	0	0.118	0.414	320.005	0	3	0	0	0	15.421	25.592	28.909	5.555	5.555	25	23.991	2.343	-1	0	0	30000	9	49	1	0	0	0	3	9.322039216	1932.265734	0	8.595	7.925	7.306	6.737	6.211	5.727	5.280	4.868	4.488	4.138	3.815	3.518	3.243	2.991	2.757	2.542	2.344	2.161	1.993	1.837	1.694	1.562	1.440	1.328	1.224	1.129	1.041	0.959	0.885	0.816	0.752	0.693	0.639	0.589	0.543	0.501	0.462	0.426	0.393	0.362	1781.549	1642.588	1514.466	1396.338	1287.424	1187.005	1094.418	1009.054	930.347	857.780	790.873	729.185	672.309	619.869	571.519	526.941	485.839	447.944	413.004	380.790	351.088	323.703	298.454	275.175	253.711	233.922	215.676	198.853	183.343	169.042	155.857	143.700	132.491	122.157	112.629	103.844	95.744	88.276	81.390	75.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	0.922
DGTX4081911	4412	8	4	14854	44.094	0.024	0.597	0.027	49.978	0.428	0.29	0.048	0.117	0.117	1062.114	1.18	0	0.002	0.161	244.181	0	3	0	0	0	15.833	149.448	15.354	1.524	1.524	28.772	29.433	2.087	-0.852	0	0	400	9	44	1	0	0	0	3	54.17028915	1978.826801	1	48.212	42.908	38.188	33.988	30.249	26.922	23.960	21.325	18.979	16.891	15.033	13.380	11.908	10.598	9.432	8.395	7.471	6.649	5.918	5.267	4.688	4.172	3.713	3.305	2.941	2.618	2.330	2.073	1.845	1.642	1.462	1.301	1.158	1.030	0.917	0.816	0.726	0.647	0.575	0.512	1761.156	1567.429	1395.012	1241.560	1104.989	983.440	875.262	778.983	693.295	617.032	549.159	488.751	434.989	387.140	344.554	306.653	272.922	242.900	216.181	192.401	171.237	152.401	135.637	120.717	107.438	95.620	85.102	75.740	67.409	59.994	53.395	47.521	42.294	37.642	33.501	29.816	26.536	23.617	21.019	18.707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	3.977	0.890
DGNM4090511	2207	0	5	5552.8	42.042	0.313	0.739	0.031	55.415	0.454	0.285	0.095	0.051	0.115	1266.663	0.391	0	0.252	0.1	153.222	0	6	0	0	0	13.938	22.943	61.816	0	0	25	26.883	1.284	-0.513	0	0	3280	9	22	1	0	0	0	6	57.97893131	1880.346805	0	53.688	49.716	46.037	42.630	39.475	36.554	33.849	31.344	29.025	26.877	24.888	23.046	21.341	19.762	18.299	16.945	15.691	14.530	13.455	12.459	11.537	10.683	9.893	9.161	8.483	7.855	7.274	6.736	6.237	5.776	5.348	4.952	4.586	4.247	3.932	3.641	3.372	3.122	2.891	2.677	1741.201	1612.352	1493.038	1382.553	1280.244	1185.506	1097.779	1016.543	941.319	871.661	807.158	747.429	692.119	640.902	593.475	549.558	508.891	471.233	436.362	404.071	374.170	346.481	320.842	297.099	275.114	254.756	235.904	218.447	202.282	187.313	173.452	160.616	148.731	137.725	127.533	118.096	109.356	101.264	93.771	86.832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	22.989	0.926
DGTX4455111	4727	3	2	8359.6	50.408	0.001	0.641	0.022	29.854	0.428	0.29	0.048	0.117	0.117	1124.819	1.445	0	0.064	0.1	243.777	0	4	0	0	0	26.747	40.121	116.631	0	0	25	20.674	2.631	-1	0	0	8240	9	47	1	0	0	0	4	239.8438616	1882.213085	0	217.778	197.743	179.550	163.032	148.033	134.414	122.048	110.819	100.624	91.367	82.961	75.328	68.398	62.106	56.392	51.204	46.493	42.216	38.332	34.805	31.603	28.696	26.056	23.659	21.482	19.506	17.711	16.082	14.602	13.259	12.039	10.931	9.926	9.013	8.183	7.431	6.747	6.126	5.563	5.051	1709.049	1551.817	1409.050	1279.417	1161.711	1054.833	957.789	869.672	789.662	717.013	651.048	591.152	536.766	487.383	442.544	401.830	364.862	331.294	300.815	273.140	248.011	225.194	204.476	185.665	168.583	153.074	138.991	126.204	114.593	104.051	94.478	85.786	77.894	70.727	64.220	58.312	52.947	48.076	43.653	39.637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	15.714	0.908
DGTX4521511	4710	3	2	9906	50.852	0.001	0.62	0.024	17.394	0.428	0.29	0.048	0.117	0.117	1129.37	1.781	0	0.458	-1	294.387	0	2	0	0	0	15.569	9.871	868.672	5.353	5.353	25	30.336	1.87	0.067	0	0	520	9	47	1	0	0	0	2	43.57240247	1829.410252	0	39.564	35.924	32.619	29.618	26.893	24.419	22.172	20.133	18.280	16.599	15.071	13.685	12.426	11.283	10.245	9.302	8.446	7.669	6.964	6.323	5.741	5.213	4.734	4.298	3.903	3.544	3.218	2.922	2.653	2.409	2.187	1.986	1.803	1.637	1.487	1.350	1.226	1.113	1.011	0.918	1661.105	1508.283	1369.521	1243.525	1129.121	1025.242	930.919	845.275	767.509	696.899	632.784	574.568	521.708	473.710	430.129	390.557	354.626	322.000	292.376	265.478	241.054	218.877	198.740	180.456	163.854	148.780	135.092	122.663	111.378	101.132	91.827	83.379	75.708	68.743	62.419	56.676	51.462	46.728	42.429	38.525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	6.111	0.908
DGLA4014312	4740	0	2	11594.5	48.628	0.016	0.606	0.027	105.665	0.431	0.284	0.101	0.058	0.126	1057.184	1.327	0	0	0.126	637.701	0	2	0	0	0	27.791	63.377	369.902	8.151	8.151	25	26.53	2.149	-0.562	0	0	2880	9	47	1	0	0	0	2	41.38217171	2007.857628	0	34.058	28.029	23.068	18.985	15.625	12.859	10.583	8.710	7.168	5.899	4.855	3.996	3.289	2.707	2.227	1.833	1.509	1.242	1.022	0.841	0.692	0.570	0.469	0.386	0.318	0.261	0.215	0.177	0.146	0.120	0.099	0.081	0.067	0.055	0.045	0.037	0.031	0.025	0.021	0.017	1652.467	1359.980	1119.264	921.154	758.110	623.924	513.490	422.602	347.801	286.241	235.576	193.879	159.562	131.320	108.076	88.947	73.203	60.246	49.583	40.807	33.584	27.639	22.747	18.721	15.407	12.680	10.436	8.589	7.069	5.817	4.788	3.940	3.243	2.669	2.196	1.808	1.488	1.224	1.008	0.829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728.804	714.958	701.373	688.048	674.974	662.15	649.569	637.229	625.12	613.242	601.591	590.16	578.949	567.948	557.156	546.569	536.187	525.998	516.005	506.201	496.582	487.148	477.891	468.811	459.905	451.167	442.593	123.127	120.786	118.492	116.24	114.032	111.865	109.74	107.654	105.61	103.603	101.634	99.703	97.809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.582	0.823
