!Resid             Play     ITEM  COUNTER
@
UOCA2062710   99904010    5211    2107
UOCA2070310       1104    5212    1035
UOCA2071210       1106    5213    1804
UOCA2071710       1107    5214     663
UOCA2073910       1301    5215    1167
UOCA2075910       1302    5216    1978
UOCA2078910       1312    5217    1806
UOCA2080110       1401    5218    1852
UOCA2081610       1403    5219    1168
UONV2086510       1901    5220    1854
UOUT2126810       2101    5221    2108
UONM2128110       2102    5222    2109
UOND2237510       3101    5223    1675
UOND2238810       3102    5224    1953
UOND2240610       3103    5225    1040
UOMT2241310       3105    5226    1281
UOWY2283710   99949033    5227    1857
UOTX2494210       4403    5228    1813
UOTX2501610       4410    5229    1475
UOTX2503510       4411    5230    1476
UOTX2533310   99942045    5231     911
UOTX2548310       4708    5232    1860
UOTX2554110       4716    5233    2042
UOTX2572410       4733    5234    2110
UOTX2573510       4734    5235    1191
UOLA2574410       4735    5236    2016
UOLA2579110       4740    5237    1295
UOLA2582610       4743    5238    2111
UOLA2583510       4744    5239    1819
UOLA2584310       4745    5240    1895
UOAL2628010       4911    5241    2112
UOAR2632310       4917    5242    1390
UOAL2634310       4919    5243    1195
UOMS2641310       4932    5244     920
UOMS2644110       4937    5245    1897
UOMS2647410       4945    5246    1561
UONE2663210       5305    5247    1899
UOKS2664010       5501    5248    1863
UOOK2676410       5804    5249    1562
UOKS2680510       5813    5250    1691
UOOK2687710       5821    5251    1737
UOMI2701910       6304    5252    1785
UOMI2702310       6306    5253    1786
UOMI2703110       6307    5254    1079
UOMI2707410       6311    5255    1567
UOMI2708910       6313    5256     126
UONY2753010   99931067    5257    2049
UGWA2016516        402    5258     134
UGOR2017616        407    5259    1568
UGWA2046216        501    5260     139
UGCA2059816        701    5261    1866
UGCA2060916        901    5262    1698
UGCA2061516        902    5263     145
UGCA2062416        903    5264    1493
UGCA2077916       1311    5265    2113
UGUT2132016       2105    5266    2114
UGMT2169016   99925027    5267    2115
UGMT2179116       2808    5268     775
UGMT2179416       2809    5269    1322
UGMT2226816       2901    5270     160
UGWY2324216       3408    5271    1646
UGUT2356116   99943037    5272    2116
UGWY2357716   99949037    5273    2117
UGNM2489516   99930041    5274    2118
UGCO2489716   99905041    5275    1106
UGTX2491016       4401    5276    2119
UGTX2493216       4402    5277    2120
UGTX2496916       4404    5278     966
UGTX2499516       4406    5279    1503
UGTX2500616       4407    5280     791
UGTX2506316       4412    5281    1749
UGTX2544216       4701    5282    1750
UGTX2545016       4703    5283     794
UGTX2545916       4704    5284    1425
UGTX2547716       4705    5285    2078
UGLA2551216       4709    5286     970
UGTX2553116       4710    5287    2026
UGTX2554716       4717    5288    1715
UGTX2556416       4718    5289    1330
UGTX2557216       4719    5290    1331
UGTX2558616       4720    5291    2121
UGTX2559216       4721    5292     976
UGTX2561316       4722    5293    1426
UGTX2563516       4723    5294    1654
UGTX2564716       4724    5295    1333
UGTX2565516       4725    5296    2122
UGTX2566716       4726    5297    1510
UGTX2568516       4727    5298    2080
UGTX2569916       4729    5299    1233
UGTX2571116       4731    5300    1334
UGTX2571816       4732    5301    1428
UGLA2575816       4736    5302    1429
UGLA2577616       4738    5303     810
UGTX2578516       4739    5304    1336
UGLA2581216       4741    5305    1432
UGTX2582116       4742    5306     215
UGMS2620916       4901    5307    1340
UGAL2623316       4903    5308    1657
UGMS2626216       4909    5309    2056
UGAL2627616       4910    5310    2002
UGMS2629716       4912    5311     993
UGTX2631716       4916    5312    1438
UGAL2633316       4918    5313    2106
UGTX2634816       4920    5314    1794
UGTX2635916       4922    5315    1126
UGTX2636716       4924    5316    1439
UGLA2638016       4926    5317    1590
UGTX2638616       4927    5318    1522
UGLA2639316       4929    5319    1342
UGTX2640216       4930    5320     823
UGLA2640716       4931    5321    1129
UGLA2642216       4933    5322     235
UGLA2643016       4935    5323    1523
UGLA2645716       4938    5324    1248
UGFL2648316       4947    5325    1442
UGFL2661716   99909050    5326    2123
UGOK2674616       5801    5327    1719
UGOK2680116       5812    5328    1348
UGKS2682016       5814    5329    1141
UGKS2684216       5816    5330    1760
UGKS2686616       5819    5331    1144
UGOK2689416       5823    5332    1351
UGTX2691116       5827    5333    1147
UGMI2704116       6308    5334    1949
UGMI2706616       6309    5335    1531
UGMI2708416       6312    5336    1151
UGMS2742516   99923065    5337    1600
UGWV2753516   99947067    5338     858
UGOH2753816   99934067    5339    1359
UGPA2753816   99937067    5340    1723
UOCA2070310       1104    5341    1035
UOCA2071210       1106    5342    1804
UOCA2071710       1107    5343     663
UOCA2074310       1301    5344     669
UOCA2075310       1302    5345    2124
UOCA2079010       1312    5346    1612
UOCA2081810       1403    5347    2065
UONV2086810       1901    5348    1464
UOUT2126910       2101    5349     678
UONM2129110       2102    5350    1808
UOMT2178710       2808    5351    1674
UOND2237410       3101    5352    1980
UOND2240510       3103    5353    1676
UOMT2241110       3105    5354    1856
UOWY2283710   99949033    5355    1857
UOWY2324110       3408    5356    2125
UOTX2492610       4402    5357    2039
UOTX2498510       4406    5358     907
UOTX2500010       4407    5359    1815
UOTX2501410       4410    5360    1816
UOTX2504110       4411    5361    2126
UOTX2505710       4412    5362    1957
UOTX2533310   99942045    5363     911
UOTX2548610       4708    5364    1892
UOTX2552210       4710    5365    2041
UOTX2556910       4719    5366    2127
UOTX2573310       4734    5367    2128
UOLA2582710       4743    5368    1932
UOLA2583410       4744    5369    2129
UOLA2584510       4745    5370    1684
UOAL2627210       4910    5371    1820
UOAL2628310       4911    5372    1297
UOAR2632110       4917    5373    1821
UOAL2632910       4918    5374    1987
UOAL2634310       4919    5375    1195
UOMS2641210       4932    5376    1481
UOMS2644010       4937    5377    2048
UOLA2644810       4938    5378    2130
UOFL2660310   99909050    5379    2073
UONE2663310       5305    5380     740
UOOK2676210       5804    5381    2018
UOKS2680710       5813    5382    1735
UOOK2687710       5821    5383    1737
UOTX2690610       5827    5384     107
UOMI2702010       6304    5385     940
UOMI2702310       6306    5386    1786
UOMI2703110       6307    5387    1079
UOMI2705910       6309    5388     751
UOMI2707510       6311    5389    1312
UOMI2708810       6313    5390    1787
UGWA2016516        402    5391     134
UGOR2017516        407    5392    1696
UGWA2046116        501    5393    2131
UGCA2059816        701    5394    1866
UGCA2060416        703    5395    1314
UGCA2060916        901    5396    1698
UGCA2061616        902    5397    1569
UGCA2062316        903    5398    1410
UGCA2063716   99904010    5399    1992
UGCA2078216       1311    5400    1826
UGUT2132616       2105    5401     954
UGMT2169616   99925027    5402    2132
UGMT2179316       2809    5403    1941
UGMT2226916       2901    5404    1498
UGND2239616       3102    5405    1221
UGWY2357416   99949037    5406    1501
UGCO2489716   99905041    5407    1106
UGNM2489816   99930041    5408    1325
UGTX2492216       4401    5409    1875
UGTX2494716       4403    5410    1969
UGTX2496816       4404    5411     181
UGTX2544416       4701    5412    1328
UGTX2544716       4703    5413    1713
UGTX2546016       4704    5414     188
UGTX2547716       4705    5415    2078
UGLA2550616       4709    5416    2133
UGTX2554816       4717    5417     972
UGTX2555716       4718    5418    1944
UGTX2558216       4720    5419    2134
UGTX2559216       4721    5420     976
UGTX2561116       4722    5421    2135
UGTX2563516       4723    5422    1654
UGTX2564316       4724    5423    2136
UGTX2565716       4725    5424    1509
UGTX2566516       4726    5425    2079
UGTX2568616       4727    5426    1836
UGTX2569416       4729    5427    2137
UGTX2571116       4731    5428    1334
UGTX2571816       4732    5429    1428
UGTX2573016       4733    5430    1116
UGLA2574816       4735    5431    1117
UGLA2575216       4736    5432    1234
UGLA2577516       4738    5433    2027
UGTX2578516       4739    5434    1336
UGLA2579316       4740    5435    1515
UGLA2581116       4741    5436    1337
UGTX2582016       4742    5437    1755
UGMS2621016       4901    5438    1239
UGAL2623016       4903    5439    1433
UGMS2626216       4909    5440    2056
UGMS2629716       4912    5441     993
UGTX2631616       4916    5442    1846
UGTX2634916       4920    5443    1341
UGTX2635916       4922    5444    1126
UGTX2636716       4924    5445    1439
UGLA2637816       4926    5446    1796
UGTX2638416       4927    5447     997
UGLA2639316       4929    5448    1342
UGTX2640116       4930    5449     998
UGLA2640616       4931    5450    2138
UGLA2642116       4933    5451    1344
UGLA2643116       4935    5452    1345
UGFL2648316       4947    5453    1442
UGOK2674516       5801    5454    1593
UGOK2679816       5812    5455    1250
UGKS2682116       5814    5456    1445
UGKS2684116       5816    5457    1446
UGKS2686616       5819    5458    1144
UGOK2689316       5823    5459    1596
UGMI2704116       6308    5460    1949
UGMI2708416       6312    5461    1151
UGMS2742516   99923065    5462    1600
UGWV2753516   99947067    5463     858
UGNY2753516   99931067    5464    1920
UGOH2753516   99934067    5465    1265
UGPA2753916   99937067    5466    1026
UGWA0001820        503    5467    2139
UOCA2060210        703    5468    1165
UOCA2063010   99904010    5469    1802
UOCA2070310       1104    5470    1035
UOCA2071210       1106    5471    1804
UOCA2071610       1107    5472    1805
UOCA2074310       1301    5473     669
UOCA2076110       1302    5474    1666
UOCA2077410       1311    5475    1611
UOCA2078610       1312    5476    1668
UOCA2081410       1403    5477    1462
UONV2086810       1901    5478    1464
UOUT2126710       2101    5479    1671
UONM2128510       2102    5480    2140
UOMT2167010   99925027    5481    2141
UOMT2178810       2808    5482    1279
UOND2237210       3101    5483    1728
UOND2240510       3103    5484    1676
UOMT2241110       3105    5485    1856
UOWY2283310   99949033    5486    1042
UOWY2324110       3408    5487    2125
UOTX2492710       4402    5488    1288
UOTX2494110       4403    5489    2142
UOTX2497810       4406    5490    2143
UOTX2501610       4410    5491    1475
UOTX2504510       4411    5492    1291
UOTX2505710       4412    5493    1957
UOTX2533310   99942045    5494     911
UOTX2543610       4701    5495    2144
UOTX2545710       4704    5496    1928
UOTX2548610       4708    5497    1892
UOTX2572210       4733    5498    2145
UOMS2620410       4901    5499    1986
UOAL2627310       4910    5500    2046
UOAL2628210       4911    5501    1781
UOAR2632310       4917    5502    1390
UOAL2634210       4919    5503    1782
UOMS2641310       4932    5504     920
UOMS2644110       4937    5505    1897
UOLA2645210       4938    5506    1560
UOFL2660010   99909050    5507    2146
UONE2663210       5305    5508    1899
UOOK2676310       5804    5509    2092
UOKS2680510       5813    5510    1691
UOOK2689110       5823    5511    1936
UOTX2690710       5827    5512    2147
UOMI2702010       6304    5513     940
UOMI2702410       6306    5514    1740
UOMI2703010       6307    5515    1937
UOMI2703710       6308    5516    2148
UOMI2705810       6309    5517    1212
UOMI2707410       6311    5518    1567
UOMI2708710       6313    5519    1990
UOOH2753010   99934067    5520    2149
UGWA2016316        402    5521    1085
UGOR2017716        407    5522     137
UGWA2046216        501    5523     139
UGCA2059516        701    5524    2020
UGCA2060916        901    5525    1698
UGCA2061416        902    5526    1315
UGCA2062416        903    5527    1493
UGUT2132116       2105    5528    1744
UGMT2179316       2809    5529    1941
UGMT2226716       2901    5530    1831
UGND2239616       3102    5531    1221
UGWY2357316   99949037    5532    1648
UGCO2489716   99905041    5533    1106
UGNM2489816   99930041    5534    1325
UGTX2492116       4401    5535    2150
UGTX2496616       4404    5536    1650
UGTX2500516       4407    5537    1651
UGTX2545216       4703    5538    1424
UGTX2547616       4705    5539    1943
UGLA2551016       4709    5540    1505
UGTX2553016       4710    5541     971
UGTX2554816       4717    5542     972
UGTX2556116       4718    5543    1582
UGTX2557116       4719    5544    2151
UGTX2558216       4720    5545    2134
UGTX2559216       4721    5546     976
UGTX2561416       4722    5547    1833
UGTX2563516       4723    5548    1654
UGTX2564516       4724    5549    2103
UGTX2565616       4725    5550    1792
UGTX2566716       4726    5551    1510
UGTX2568316       4727    5552    1971
UGTX2569816       4729    5553    2152
UGTX2571216       4731    5554    1945
UGTX2571816       4732    5555    1428
UGTX2573716       4734    5556    2153
UGLA2574816       4735    5557    1117
UGLA2575816       4736    5558    1429
UGLA2577416       4738    5559    1878
UGTX2578416       4739    5560    1840
UGLA2579416       4740    5561    2154
UGLA2581116       4741    5562    1337
UGTX2582016       4742    5563    1755
UGLA2583116       4743    5564    1338
UGLA2584016       4744    5565    1587
UGLA2584816       4745    5566    2055
UGAL2623316       4903    5567    1657
UGMS2626216       4909    5568    2056
UGMS2629716       4912    5569     993
UGTX2631516       4916    5570    2058
UGAL2633516       4918    5571    1847
UGTX2634816       4920    5572    1794
UGTX2635816       4922    5573    1589
UGTX2636716       4924    5574    1439
UGLA2637916       4926    5575     821
UGTX2638516       4927    5576    1757
UGLA2639416       4929    5577    1591
UGTX2640116       4930    5578     998
UGLA2640716       4931    5579    1129
UGLA2642216       4933    5580     235
UGLA2643016       4935    5581    1523
UGFL2648416       4947    5582    1001
UGOK2674416       5801    5583    1797
UGOK2680016       5812    5584    2083
UGKS2681916       5814    5585     834
UGKS2684216       5816    5586    1760
UGKS2686716       5819    5587    1011
UGMI2708416       6312    5588    1151
UGMS2742616   99923065    5589    1264
UGWV2753516   99947067    5590     858
UGPA2753516   99937067    5591    1601
UGNY2753816   99931067    5592    1533
UOCA2063010   99904010    5593    1802
UOCA2070210       1104    5594    1884
UOCA2071510       1106    5595       8
UOCA2071610       1107    5596    1805
UOCA2076110       1302    5597    1666
UOCA2077110       1311    5598    2037
UOCA2079210       1312    5599    1459
UOCA2081510       1403    5600    2011
UONV2086910       1901    5601     676
UOUT2126510       2101    5602    2066
UOND2237210       3101    5603    1728
UOND2240610       3103    5604    1040
UOMT2241210       3105    5605    1810
UOWY2283410   99949033    5606     894
UOTX2492610       4402    5607    2039
UOTX2494210       4403    5608    1813
UOTX2498010       4406    5609    1814
UOTX2501410       4410    5610    1816
UOTX2505310       4412    5611    2155
UOTX2533310   99942045    5612     911
UOTX2548710       4708    5613    1293
UOTX2552310       4710    5614    1959
UOTX2572510       4733    5615    2156
UOAL2627110       4910    5616    1194
UOAL2628110       4911    5617    2157
UOMS2629010       4912    5618     724
UOTX2631310       4916    5619    1628
UOAR2632210       4917    5620    1061
UOAL2634210       4919    5621    1782
UOMS2641210       4932    5622    1481
UOMS2644110       4937    5623    1897
UOLA2645110       4938    5624    1392
UONE2663310       5305    5625     740
UOKS2680610       5813    5626    1485
UOMI2701910       6304    5627    1785
UOMI2702310       6306    5628    1786
UOMI2703710       6308    5629    2148
UOMI2707510       6311    5630    1312
UOMI2708710       6313    5631    1990
UGWA2016416        402    5632    1409
UGOR2017616        407    5633    1568
UGWA2045916        501    5634    1697
UGCA2059616        701    5635     948
UGCA2060516        703    5636     142
UGCA2061116        901    5637     144
UGCA2061416        902    5638    1315
UGCA2062316        903    5639    1410
UGCA2074916       1301    5640     949
UGNM2130416       2102    5641    1317
UGUT2132516       2105    5642    2050
UGMT2169716   99925027    5643     774
UGMT2179016       2808    5644    1220
UGMT2226816       2901    5645     160
UGND2239716       3102    5646     780
UGWY2324216       3408    5647    1646
UGWY2357216   99949037    5648     962
UGCO2489716   99905041    5649    1106
UGNM2489716   99930041    5650    1423
UGTX2492016       4401    5651     180
UGTX2496716       4404    5652    1327
UGTX2500716       4407    5653     182
UGTX2504916       4411    5654    2158
UGTX2544016       4701    5655    1970
UGTX2545216       4703    5656    1424
UGTX2546016       4704    5657     188
UGTX2547716       4705    5658    2078
UGLA2551116       4709    5659    1229
UGTX2554816       4717    5660     972
UGTX2555516       4718    5661    2159
UGTX2557316       4719    5662     194
UGTX2558016       4720    5663    1997
UGTX2561516       4722    5664     977
UGTX2563116       4723    5665    1834
UGTX2564816       4724    5666     979
UGTX2565616       4725    5667    1792
UGTX2566516       4726    5668    2079
UGTX2568416       4727    5669    1232
UGTX2569916       4729    5670    1233
UGTX2571216       4731    5671    1945
UGTX2571516       4732    5672    2000
UGTX2573816       4734    5673     984
UGLA2574716       4735    5674    1838
UGLA2575816       4736    5675    1429
UGLA2577616       4738    5676     810
UGTX2578516       4739    5677    1336
UGLA2579716       4740    5678     213
UGLA2581316       4741    5679     987
UGTX2582116       4742    5680     215
UGLA2583016       4743    5681    1879
UGLA2583916       4744    5682    1237
UGLA2584916       4745    5683    1588
UGMS2620816       4901    5684    1843
UGAL2623016       4903    5685    1433
UGMS2626316       4909    5686    1435
UGAL2633616       4918    5687     995
UGTX2634816       4920    5688    1794
UGTX2635916       4922    5689    1126
UGTX2636416       4924    5690    1795
UGLA2637916       4926    5691     821
UGTX2638416       4927    5692     997
UGLA2639316       4929    5693    1342
UGTX2640216       4930    5694     823
UGLA2640516       4931    5695    2160
UGLA2642116       4933    5696    1344
UGLA2643016       4935    5697    1523
UGFL2648316       4947    5698    1442
UGFL2661716   99909050    5699    2123
UGOK2674616       5801    5700    1719
UGOK2676616       5804    5701    1444
UGOK2679416       5812    5702    2161
UGKS2682116       5814    5703    1445
UGKS2684216       5816    5704    1760
UGKS2686516       5819    5705     835
UGTX2691116       5827    5706    1147
UGMI2703316       6307    5707    2162
UGMI2706516       6309    5708    1721
UGMI2708216       6312    5709    1663
UGMS2742516   99923065    5710    1600
UGWV2753516   99947067    5711     858
UGNY2753816   99931067    5712    1533
UGOH2753916   99934067    5713    1535
UGPA2753916   99937067    5714    1026
UOCA0000817   99904010    5715    2163
UOCA0006717   99904010    5716    2164
UOCA0007917   99904010    5717    2165
UOCA0011217   99904010    5718    2166
UOCA0014417   99904010    5719    2167
UOUT0024817       2103    5720    2168
UOMT0006617   99925027    5721    2169
UOMT0023317   99925027    5722    2170
UOMT0037417   99925027    5723    2171
UOMT0086917       2804    5724    2172
UOMT0166917   99925030    5725    2173
UOWY0022917   99949033    5729    2177
UOWY0040817   99949033    5730    2178
UOMT0344217   99925033    5731    2179
UOWY0125217   99949033    5732    2180
UOMT0362917   99925033    5733    2181
UOWY0231017   99949033    5734    2182
UOMT0394817   99925033    5735    2183
UOWY0327417   99949033    5736    2184
UOMT0421217   99925033    5737    2185
UOWY0400417   99949033    5738    2186
UOMT0441717   99925033    5739    2187
UOCO0041017   99905037    5740    2188
UOWY0519017   99949037    5741    2189
UOCO0057817   99905037    5742    2190
UOWY0544317   99949037    5743    2191
UOUT0086817   99943037    5744    2192
UOCO0083617   99905037    5745    2193
UOWY0587417   99949037    5746    2194
UOWY0622817   99949037    5747    2195
UOCO0101617   99905037    5748    2196
UOWY0641017   99949037    5749    2197
UOUT0105217   99943037    5750    2198
UOWY0736017   99949037    5751    2199
UOUT0175717   99943037    5752    2200
UOCO0291517   99905039    5753    2201
UOCO0333217   99905039    5754    2202
UOWY0887217   99949039    5755    2203
UONE0141917   99926039    5756    2204
UOSD0103817   99940039    5757    2205
UOTX0030017       4763    5758    2206
UOTX0375217       4473    5759    2207
UOTX0662317       4747    5760    2208
UOTX0966517       4748    5761    2209
UOTX1272717       4749    5762    2210
UGWA0000620        503    5763    2211
UGWA0000619        450    5777    2225
UGWA0003819        451    5778    2226
UGWA0011219        452    5779    2227
UGWY0001219       3550    5780    2228
UGWY0013419   99949136    5781    2229
UGWY0016919   99949136    5782    2230
UGWY0035419   99949136    5783    2231
UGWY0041519   99949136    5784    2232
UGUT0003419   99943136    5785    2233
UGMO0007219       5650    5786    2234
UOCA0012817   99904010    5787    2235
UOMT0533817       2804    5788    2236
UOWY0871417   99949033    5791    2239
UOWY0891217   99949033    5792    2240
UOCO0333217   99905039    5793    2241
UOWY1021417   99949039    5794    2242
UONE0141917   99926039    5795    2243
UOTX1271917       4763    5796    2244
UOTX1572117       4473    5797    2245
UOTX1632717       4747    5798    2246
UOTX1967317       4748    5799    2247
UOTX2120517       4749    5800    2248
UGWA0000620        503    5801    2249
UGWA0011319        451    5805    2253
UGMO0007219       5650    5806    2254
UOCA0012817   99904010    5807    2255
UOWY1006817   99949033    5808    2256
UOCO0333217   99905039    5809    2257
UOTX2119717       4763    5810    2258
UGWA0000620        503    5811    2259
UGMO0007219       5650    5814    2262
UOCA0012817   99904010    5815    2263
UOCO0333217   99905039    5816    2264
UGWA0000620        503    5817    2265
UGMO0007219       5650    5818    2266
UGMO0007219       5650    5819    2267
UGMO0007219       5650    5820    2268
UGMO0007219       5650    5821    2269
UGMO0007219       5650    5822    2270
UGMO0007219       5650    5823    2271
UGMO0007219       5650    5824    2272
UGMO0007219       5650    5825    2273
UGMO0007219       5650    5826    2274
UGMO0007219       5650    5827    2275
UGMO0007219       5650    5828    2276
UGMO0007219       5650    5829    2277
UGMO0007219       5650    5830    2278
UGMO0007219       5650    5831    2279
UGMO0007219       5650    5832    2280
UGMO0007219       5650    5833    2281
UGMO0007219       5650    5834    2282
UGMO0007219       5650    5835    2283
UGMO0007219       5650    5836    2284
UGMO0007219       5650    5837    2285
UGMO0007219       5650    5838    2286
UGMO0007219       5650    5839    2287
UOCA2062910   99904010    5840    2036
UOCA2070210       1104    5841    1884
UOCA2071010       1106    5842    1885
UOCA2071610       1107    5843    1805
UOCA2074210       1301    5844    1371
UOCA2075910       1302    5845    1978
UOCA2079010       1312    5846    1612
UOCA2081710       1403    5847    2288
UONV2087010       1901    5848      26
UOUT2126510       2101    5849    2066
UONM2128910       2102    5850    2289
UOMT2178610       2808    5851    2290
UOND2237410       3101    5852    1980
UOMT2241110       3105    5853    1856
UOWY2283210   99949033    5854    2291
UOTX2492610       4402    5855    2039
UOTX2494310       4403    5856     905
UOTX2498710       4406    5857    1181
UOTX2499710       4407    5858    2292
UOTX2501710       4410    5859    1055
UOTX2504410       4411    5860     707
UOTX2505610       4412    5861    2293
UOTX2533410   99942045    5862    1184
UOTX2543510       4701    5863    2294
UOTX2548410       4708    5864    2295
UOLA2574410       4735    5865    2016
UOLA2577310       4738    5866    1554
UOLA2582710       4743    5867    1932
UOMS2620210       4901    5868    2296
UOAL2628310       4911    5869    1297
UOAR2632310       4917    5870    1390
UOAL2634110       4919    5871    2017
UOTX2639810       4930    5872    1688
UOMS2641310       4932    5873     920
UOMS2644010       4937    5874    2048
UOLA2645110       4938    5875    1392
UONE2663210       5305    5876    1899
UOOK2676310       5804    5877    2092
UOKS2680510       5813    5878    1691
UOTX2690510       5827    5879    2297
UOMI2703010       6307    5880    1937
UOMI2707410       6311    5881    1567
UGWA2016316        402    5882    1085
UGOR2017416        407    5883    1637
UGWA2045816        501    5884    1638
UGCA2059716        701    5885    1492
UGCA2060516        703    5886     142
UGCA2061016        901    5887    1640
UGCA2061416        902    5888    1315
UGCA2062316        903    5889    1410
UGCA2077816       1311    5890    2298
UGUT2132316       2105    5891    2022
UGMT2169616   99925027    5892    2132
UGMT2226716       2901    5893    1831
UGND2239416       3102    5894    1645
UGND2240816       3103    5895    1967
UGWY2324216       3408    5896    1646
UGWY2357316   99949037    5897    1648
UGNM2489716   99930041    5898    1423
UGTX2491916       4401    5899    1649
UGTX2496816       4404    5900     181
UGTX2545016       4703    5901     794
UGTX2546116       4704    5902     968
UGTX2547716       4705    5903    2078
UGLA2551016       4709    5904    1505
UGTX2553116       4710    5905    2026
UGTX2554816       4717    5906     972
UGTX2556316       4718    5907     973
UGTX2557316       4719    5908     194
UGTX2558716       4720    5909     975
UGTX2560816       4722    5910    2054
UGTX2563516       4723    5911    1654
UGTX2564516       4724    5912    2103
UGTX2565516       4725    5913    2122
UGTX2566516       4726    5914    2079
UGTX2567816       4727    5915    2299
UGTX2570016       4729    5916    1877
UGTX2570616       4731    5917    2300
UGTX2571516       4732    5918    2000
UGTX2572916       4733    5919    1335
UGTX2573816       4734    5920     984
UGLA2575716       4736    5921    1839
UGTX2578416       4739    5922    1840
UGLA2579516       4740    5923    1973
UGLA2581116       4741    5924    1337
UGTX2581916       4742    5925    1236
UGLA2583916       4744    5926    1237
UGLA2584816       4745    5927    2055
UGAL2622616       4903    5928    2301
UGMS2626216       4909    5929    2056
UGAL2627716       4910    5930    1517
UGMS2629616       4912    5931    1436
UGTX2631616       4916    5932    1846
UGAL2633516       4918    5933    1847
UGTX2635016       4920    5934    1520
UGTX2635916       4922    5935    1126
UGTX2636316       4924    5936    2030
UGLA2637816       4926    5937    1796
UGTX2638316       4927    5938    1717
UGLA2639416       4929    5939    1591
UGLA2640516       4931    5940    2160
UGLA2642216       4933    5941     235
UGLA2643016       4935    5942    1523
UGFL2648416       4947    5943    1001
UGFL2661716   99909050    5944    2123
UGOK2674616       5801    5945    1719
UGOK2679916       5812    5946    2302
UGKS2682016       5814    5947    1141
UGKS2684116       5816    5948    1446
UGKS2686516       5819    5949     835
UGMI2706516       6309    5950    1721
UGMI2708316       6312    5951     852
UGMS2742516   99923065    5952    1600
UGNY2753516   99931067    5953    1920
UGWV2753816   99947067    5954    1765
UGOH2753816   99934067    5955    1359
UGPA2753916   99937067    5956    1026
UOCA2060210        703    5958    1165
UOCA2070210       1104    5959    1884
UOCA2071110       1106    5960    1724
UOCA2071610       1107    5961    1805
UOCA2076110       1302    5962    1666
UOCA2077310       1311    5963    2304
UOCA2078910       1312    5964    1806
UOCA2081710       1403    5965    2288
UONV2087010       1901    5966      26
UOUT2126610       2101    5967    1773
UONM2128810       2102    5968    1855
UOMT2167210   99925027    5969    1774
UOND2237410       3101    5970    1980
UOND2240510       3103    5971    1676
UOMT2241110       3105    5972    1856
UOWY2283010   99949033    5973    2305
UOTX2492510       4402    5974    1729
UOTX2494310       4403    5975     905
UOTX2498610       4406    5976    1955
UOTX2499710       4407    5977    2292
UOTX2501710       4410    5978    1055
UOTX2504510       4411    5979    1291
UOTX2505710       4412    5980    1957
UOTX2533310   99942045    5981     911
UOTX2543710       4701    5982    1927
UOTX2548510       4708    5983    1732
UOTX2552310       4710    5984    1959
UOTX2559910       4722    5985    2306
UOTX2565210       4725    5986    1960
UOTX2578210       4739    5987     716
UOAL2627010       4910    5988    2307
UOAL2628010       4911    5989    2112
UOAR2632210       4917    5990    1061
UOAL2634210       4919    5991    1782
UOMS2641310       4932    5992     920
UOMS2644110       4937    5993    1897
UONE2663310       5305    5994     740
UOOK2676410       5804    5995    1562
UOKS2681510       5814    5996    1965
UOMI2705810       6309    5997    1212
UOMI2707410       6311    5998    1567
UGWA2016416        402    5999    1409
UGOR2017516        407    6000    1696
UGWA2046116        501    6001    2131
UGCA2059616        701    6002     948
UGCA2060916        901    6003    1698
UGCA2062316        903    6004    1410
UGCA2063616   99904010    6005    2021
UGCA2074816       1301    6006    1700
UGUT2132116       2105    6007    1744
UGMT2179016       2808    6008    1220
UGMT2226716       2901    6009    1831
UGND2239316       3102    6010    2308
UGWY2324216       3408    6011    1646
UGWY2357116   99949037    6012    1832
UGNM2489716   99930041    6013    1423
UGTX2490916       4401    6014    2309
UGTX2496516       4404    6015    2310
UGTX2545016       4703    6016     794
UGTX2545916       4704    6017    1425
UGTX2547116       4705    6018    2311
UGLA2551116       4709    6019    1229
UGTX2554716       4717    6020    1715
UGTX2556316       4718    6021     973
UGTX2557216       4719    6022    1331
UGTX2558816       4720    6023    1332
UGTX2563516       4723    6024    1654
UGTX2564616       4724    6025    1427
UGTX2566616       4726    6026    1115
UGTX2568416       4727    6027    1232
UGTX2569716       4729    6028    2312
UGTX2571016       4731    6029    1914
UGTX2571516       4732    6030    2000
UGTX2572816       4733    6031    1513
UGTX2573816       4734    6032     984
UGLA2574916       4735    6033    1514
UGLA2575816       4736    6034    1429
UGLA2577516       4738    6035    2027
UGLA2579316       4740    6036    1515
UGLA2581216       4741    6037    1432
UGTX2582116       4742    6038     215
UGLA2583016       4743    6039    1879
UGLA2584816       4745    6040    2055
UGMS2620816       4901    6041    1843
UGAL2623216       4903    6042    1844
UGMS2626216       4909    6043    2056
UGMS2629816       4912    6044    1241
UGTX2631716       4916    6045    1438
UGAL2633516       4918    6046    1847
UGTX2635016       4920    6047    1520
UGTX2635916       4922    6048    1126
UGTX2636416       4924    6049    1795
UGLA2637716       4926    6050    1521
UGTX2638516       4927    6051    1757
UGLA2639416       4929    6052    1591
UGTX2640116       4930    6053     998
UGLA2640616       4931    6054    2138
UGLA2642216       4933    6055     235
UGLA2643016       4935    6056    1523
UGLA2645516       4938    6057    2031
UGFL2648316       4947    6058    1442
UGFL2660816   99909050    6059    2313
UGOK2674416       5801    6060    1797
UGOK2680116       5812    6061    1348
