!Resid             Play     ITEM  COUNTER
@
UOIL2731010       6401    2144     127
UOIL2731310       6402    2145     753
UOKY2743010       6601    2146    1214
UOKY2743310       6602    2147    1082
UONY2753110   99931067    2148    1407
UOOH2753110   99934067    2149    1408
UGWA2016416        402    2150    1409
UGOR2017716        407    2151     137
UGWA2046216        501    2152     139
UGOR2046916        502    2153     947
UGCA2060016        701    2154     141
UGCA2060516        703    2155     142
UGCA2061216        901    2156    1088
UGCA2061416        902    2157    1315
UGCA2062316        903    2158    1410
UGCA2078416       1311    2159     950
UGUT2089616   99943020    2160    1216
UGUT2127616       2101    2161     150
UGNM2129516       2102    2162    1411
UGCO2130916       2104    2163    1412
UGUT2132916       2105    2164    1413
UGUT2134116       2107    2165    1414
UGNM2164016       2301    2166    1219
UGUT2165316       2403    2167    1415
UGAZ2166016       2504    2168    1416
UGMT2169416   99925027    2169    1417
UGMT2179116       2808    2170     775
UGMT2179516       2809    2171    1418
UGMT2227016       2901    2172     776
UGMT2241816       3105    2173     166
UGND2242316       3107    2174    1223
UGWY2322116       3403    2175    1419
UGWY2324416       3408    2176    1224
UGWY2326416       3503    2177    1225
UGWY2327616       3504    2178     173
UGWY2328216       3515    2179     174
UGWY2356416   99949037    2180    1420
UGUT2357816   99943037    2181    1421
UGCO2488616       4004    2182    1422
UGNM2489716   99930041    2183    1423
UGCO2489816   99905041    2184     964
UGTX2492416       4401    2185     789
UGTX2493416       4402    2186    1107
UGTX2496816       4404    2187     181
UGTX2500716       4407    2188     182
UGTX2544516       4701    2189    1111
UGTX2545216       4703    2190    1424
UGTX2545916       4704    2191    1425
UGTX2547916       4705    2192     969
UGLA2551216       4709    2193     970
UGTX2555016       4717    2194     192
UGTX2556316       4718    2195     973
UGTX2557416       4719    2196     974
UGTX2559016       4720    2197    1114
UGTX2559316       4721    2198     800
UGTX2561316       4722    2199    1426
UGTX2563716       4723    2200     978
UGTX2564616       4724    2201    1427
UGTX2565816       4725    2202     200
UGTX2566816       4726    2203     201
UGTX2568716       4727    2204     980
UGTX2570316       4729    2205     203
UGTX2570516       4730    2206     204
UGTX2571116       4731    2207    1334
UGTX2571816       4732    2208    1428
UGTX2573016       4733    2209    1116
UGTX2573816       4734    2210     984
UGLA2574816       4735    2211    1117
UGLA2575816       4736    2212    1429
UGLA2576616       4737    2213    1430
UGLA2577816       4738    2214     211
UGTX2578616       4739    2215     212
UGLA2579616       4740    2216    1431
UGLA2581216       4741    2217    1432
UGTX2582216       4742    2218     988
UGLA2583116       4743    2219    1338
UGLA2585016       4745    2220     216
UGMS2621116       4901    2221     990
UGAL2623016       4903    2222    1433
UGMS2623916       4904    2223    1434
UGMS2626316       4909    2224    1435
UGAL2627916       4910    2225     222
UGMS2629616       4912    2226    1436
UGMS2630116       4913    2227    1124
UGLA2630716       4915    2228    1437
UGTX2631716       4916    2229    1438
UGAL2633716       4918    2230    1125
UGTX2635116       4920    2231     819
UGTX2636016       4922    2232     820
UGTX2636716       4924    2233    1439
UGLA2637916       4926    2234     821
UGTX2638416       4927    2235     997
UGLA2639616       4929    2236     233
UGTX2640316       4930    2237    1343
UGLA2641016       4931    2238     824
UGLA2642116       4933    2239    1344
UGLA2643316       4935    2240    1131
UGMS2646216       4941    2241    1440
UGLA2647916       4946    2242    1441
UGFL2648316       4947    2243    1442
UGFL2660616   99909050    2244    1443
UGMI2662816       5101    2245     240
UGNE2663016       5303    2246     241
UGOK2674816       5801    2247     830
UGOK2676616       5804    2248    1444
UGKS2677416       5805    2249    1138
UGOK2680316       5812    2250    1007
UGKS2681116       5813    2251    1349
UGKS2682116       5814    2252    1445
UGOK2682916       5815    2253     253
UGKS2684116       5816    2254    1446
UGOK2684616       5817    2255    1142
UGKS2686916       5819    2256     257
UGOK2689616       5823    2257    1012
UGTX2690016       5824    2258    1447
UGTX2691316       5827    2259     839
UGKS2692516       5903    2260    1448
UGOK2694216       6005    2261    1449
UGOK2694716       6101    2262    1450
UGOK2697516       6107    2263     844
UGOK2699016       6111    2264    1354
UGOK2699616       6202    2265     272
UGAR2699716       6203    2266    1016
UGOK2700016       6204    2267    1150
UGOK2700716       6205    2268    1017
UGOK2701116       6206    2269    1451
UGMI2707216       6310    2270    1452
UGMI2708516       6312    2271    1020
UGMI2709316       6318    2272    1453
UGKY2732316       6405    2273    1454
UGAL2742616   99901065    2274    1022
UGMS2742716   99923065    2275    1455
UGKY2753816   99916067    2276     860
UGNJ2753916   99929067    2277    1456
UGWV2754016   99947067    2278    1361
UGPA2754016   99937067    2279    1156
UGGA2835916       6901    2280    1029
UOWA2017210        405    2281     877
UOCA2060310        703    2282    1457
UOCA2063210   99904010    2283    1368
UOCA2069910       1102    2284       4
UOCA2070510       1104    2285       6
UOCA2070710       1105    2286       7
UOCA2071410       1106    2287    1458
UOCA2071910       1107    2288       9
UOCA2072710       1202    2290      12
UOCA2073110       1204    2291      13
UOCA2073610       1211    2292     879
UOCA2074510       1301    2293      15
UOCA2076310       1302    2294     670
UOCA2079210       1312    2295    1459
UOCA2079810       1401    2296    1460
UOCA2080810       1402    2297    1461
UOCA2081410       1403    2298    1462
UOCA2082610       1404    2299     881
UOCA2083110       1405    2300    1463
UOCA2083710       1406    2301      24
UOCA2083910       1407    2302     883
UONV2086810       1901    2303    1464
UONV2087410       1903    2304    1376
UOUT2088610   99943020    2305    1465
UONM2129010       2102    2306     679
UONM2146810   99930022    2307    1170
UOCO2164410       2305    2308    1277
UOMT2177410       2805    2309    1466
UOMT2178110       2806    2310      38
UOMT2178510       2807    2311      39
UOMT2178910       2808    2312    1467
UOND2237810       3101    2313      42
UOMT2241410       3105    2314    1468
UOND2242010       3106    2315    1041
UOWY2284410   99949033    2316      45
UOWY2321610       3402    2317    1469
UOWY2322910       3405    2318    1283
UOWY2323710       3407    2319    1044
UOWY2324610       3501    2320    1470
UOWY2325410       3502    2321    1383
UOWY2327010       3504    2322    1471
UOCO2418210       3801    2323     899
UOCO2418810   99905039    2324    1472
UONE2418810   99926039    2325     699
UOWY2418910   99949039    2326     900
UOTX2492810       4402    2327    1473
UOTX2494410       4403    2328    1474
UOTX2497310       4405    2329     906
UOTX2501610       4410    2330    1475
UOTX2503510       4411    2331    1476
UOOK2532910   99935045    2332    1477
UOTX2533410   99942045    2333    1184
UOTX2542810       4601    2334    1478
UOTX2548710       4708    2335    1293
UOTX2553610       4715    2336    1187
UOTX2554410       4716    2337    1388
UOTX2569110       4728    2338    1190
UOTX2621410       4902    2339     720
UOMS2624510       4905    2340    1389
UOAL2625610       4906    2341    1059
UOAL2628410       4911    2342    1479
UOAR2632310       4917    2343    1390
UOAL2634310       4919    2344    1195
UOMS2635410       4921    2345    1298
UOMS2637110       4925    2346    1480
UOMS2639110       4928    2347     729
UOMS2641210       4932    2348    1481
UOMS2642610       4934    2349    1482
UOTX2643710       4936    2350    1064
UOMS2644210       4937    2351     733
UOTX2646610       4942    2352    1483
UOMS2647010       4943    2353    1199
UOMS2647610       4945    2354     922
UOMI2662310       5101    2355     739
UONE2663310       5305    2356     740
UOKS2663710       5309    2357     741
UOKS2664110       5501    2358     742
UOKS2664610       5503    2359    1394
UOKS2677210       5805    2360     927
UOKS2677710       5807    2361    1302
UOOK2678210       5809    2362    1484
UOOK2678810       5810    2363    1400
UOKS2680610       5813    2364    1485
UOOK2682510       5815    2365    1070
UOKS2685010       5818    2366    1205
UOTX2689810       5824    2367    1486
UOKS2692310       5903    2368    1487
UOOK2692810       6001    2369    1488
UOOK2693910       6005    2370     935
UOOK2695410       6102    2371    1309
UOOK2695710       6103    2372    1489
UOOK2696410       6104    2373    1405
UOOK2697210       6107    2374     937
UOOK2698810       6111    2375    1211
UOMI2701810       6301    2376     119
UOMI2702210       6304    2377     120
UOMI2702510       6306    2378     941
UOMI2706910       6310    2379    1490
UOMI2707810       6311    2380     125
UOKY2743010       6601    2381    1214
UOKY2743310       6602    2382    1082
UOPA2753010   99937067    2383    1491
UGWA2016316        402    2384    1085
UGOR2017716        407    2385     137
UGWA2046316        501    2386     946
UGOR2046916        502    2387     947
UGCA2059716        701    2388    1492
UGCA2061116        901    2389     144
UGCA2061816        902    2390    1089
UGCA2062416        903    2391    1493
UGCA2078316       1311    2392     766
UGUT2127116       2101    2393    1093
UGCO2130616       2104    2394    1494
UGUT2133316       2105    2395     152
UGUT2134516       2107    2396    1495
UGNM2164116       2301    2397    1097
UGUT2165216       2403    2398    1496
UGAZ2165916       2504    2399     156
UGMT2169816   99925027    2400    1497
UGMT2179516       2809    2401    1418
UGMT2226916       2901    2402    1498
UGND2239216       3102    2403    1499
UGND2240916       3103    2404     781
UGND2242416       3107    2405     782
UGWY2321316       3401    2406    1102
UGWY2322116       3403    2407    1419
UGWY2324416       3408    2408    1224
UGWY2326416       3503    2409    1225
UGWY2328216       3515    2410     174
UGUT2356816   99943037    2411    1500
UGWY2357416   99949037    2412    1501
UGCO2488916       4004    2413    1502
UGNM2489716   99930041    2414    1423
UGCO2489816   99905041    2415     964
UGTX2492016       4401    2416     180
UGTX2496716       4404    2417    1327
UGTX2499516       4406    2418    1503
UGTX2500616       4407    2419     791
UGTX2506416       4412    2420     793
UGTX2544416       4701    2421    1328
UGTX2545216       4703    2422    1424
UGTX2546316       4704    2423    1504
UGTX2547916       4705    2424     969
UGLA2551016       4709    2425    1505
UGTX2553216       4710    2426     796
UGTX2554916       4717    2427     797
UGTX2556416       4718    2428    1330
UGTX2557516       4719    2429    1506
UGTX2557916       4720    2430    1507
UGTX2559216       4721    2431     976
UGTX2561616       4722    2432     197
UGTX2563616       4723    2433    1508
UGTX2564916       4724    2434     801
UGTX2565716       4725    2435    1509
UGTX2566716       4726    2436    1510
UGTX2568416       4727    2437    1232
UGTX2570116       4729    2438    1511
UGTX2570516       4730    2439     204
UGTX2570716       4731    2440    1512
UGTX2571816       4732    2441    1428
UGTX2572816       4733    2442    1513
UGTX2573816       4734    2443     984
UGLA2574916       4735    2444    1514
UGLA2576016       4736    2445     985
UGLA2576816       4737    2446    1118
UGLA2577716       4738    2447    1235
UGTX2578616       4739    2448     212
UGLA2579316       4740    2449    1515
UGLA2581116       4741    2450    1337
UGTX2582316       4742    2451    1516
UGLA2583116       4743    2452    1338
UGLA2584116       4744    2453    1120
UGLA2585016       4745    2454     216
UGMS2620916       4901    2455    1340
UGAL2623416       4903    2456     813
UGMS2623916       4904    2457    1434
UGMS2626616       4909    2458     992
UGAL2627716       4910    2459    1517
UGMS2629616       4912    2460    1436
UGMS2630016       4913    2461    1518
UGLA2630516       4915    2462    1519
UGTX2631816       4916    2463    1243
UGAL2633616       4918    2464     995
UGTX2635016       4920    2465    1520
UGTX2636016       4922    2466     820
UGTX2636816       4924    2467    1244
UGLA2637716       4926    2468    1521
UGTX2638616       4927    2469    1522
UGLA2639516       4929    2470     822
UGTX2640316       4930    2471    1343
UGLA2640916       4931    2472    1246
UGLA2642116       4933    2473    1344
UGLA2643016       4935    2474    1523
UGLA2645816       4938    2475    1524
UGMS2646316       4941    2476    1133
UGLA2648016       4946    2477     827
UGFL2648416       4947    2478    1001
UGFL2660616   99909050    2479    1443
UGNE2663016       5303    2480     241
UGKS2665516       5504    2481    1525
UGOK2674716       5801    2482    1526
UGKS2675416       5802    2483    1347
UGKS2676016       5803    2484     245
UGOK2676816       5804    2485    1005
UGOK2680216       5812    2486    1140
UGKS2682216       5814    2487    1009
UGKS2684316       5816    2488    1010
UGOK2684716       5817    2489    1527
UGKS2686716       5819    2490    1011
UGOK2687416       5820    2491    1528
UGOK2688216       5821    2492    1529
UGOK2689616       5823    2493    1012
UGTX2691316       5827    2494     839
UGKS2692116       5902    2495     264
UGOK2694716       6101    2496    1450
UGOK2699516       6202    2497     847
UGAR2699716       6203    2498    1016
UGOK2700116       6204    2499    1261
UGOK2700616       6205    2500    1262
UGOK2701316       6206    2501    1530
UGMI2703516       6307    2502    1356
UGMI2704316       6308    2503    1018
UGMI2706616       6309    2504    1531
UGMI2708316       6312    2505     852
UGMI2709016       6313    2506    1532
UGMI2709316       6318    2507    1453
UGKY2732616       6405    2508     280
UGAL2742616   99901065    2509    1022
UGMS2742716   99923065    2510    1455
UGNY2753816   99931067    2511    1533
UGNJ2753816   99929067    2512    1534
UGKY2753916   99916067    2513    1360
UGOH2753916   99934067    2514    1535
UGWV2754116   99947067    2515    1158
UGGA2835616       6901    2516    1536
UGWA0000920        503    2517    1537
UOWA2017110        405    2518       1
UOCA2069910       1102    2519       4
UOCA2070510       1104    2520       6
UOCA2070610       1105    2521    1538
UOCA2071510       1106    2522       8
UOCA2071810       1107    2523    1539
UOCA2072710       1202    2525      12
UOCA2073010       1204    2526     667
UOCA2073410       1211    2527    1540
UOCA2074410       1301    2528    1541
UOCA2076410       1302    2529      16
UOCA2077510       1311    2530    1542
UOCA2079110       1312    2531    1543
UOCA2080010       1401    2532    1544
UOCA2081010       1402    2533    1372
UOCA2081910       1403    2534    1271
UOCA2082510       1404    2535    1272
UOCA2083210       1405    2536      23
UOCA2083710       1406    2537      24
UOCA2083910       1407    2538     883
UONV2087010       1901    2539      26
UONV2087610       1903    2540    1545
UONM2129210       2102    2541      29
UONM2146910   99930022    2542      31
UOCO2164310       2305    2543    1546
UOAZ2165810       2504    2544    1171
UOMT2177710       2805    2545      37
UOMT2177910       2806    2546    1547
UOMT2178410       2807    2547     686
UOND2237810       3101    2548      42
UOND2240610       3103    2549    1040
UOND2242110       3106    2550      43
UOWY2283810   99949033    2551    1548
UOWY2321110       3401    2552    1380
UOWY2321510       3402    2553    1173
UOWY2322810       3405    2554    1549
UOWY2323710       3407    2555    1044
UOWY2324710       3501    2556    1174
UOWY2325510       3502    2557    1284
UOWY2326910       3504    2558    1550
UOCO2418210       3801    2559     899
UOCO2418810   99905039    2560    1472
UOWY2418810   99949039    2561    1049
UONE2418810   99926039    2562     699
UOCO2488510       4004    2563     903
UOTX2492910       4402    2564    1551
UOTX2494310       4403    2565     905
UOTX2497210       4405    2566     705
UOTX2504510       4411    2567    1291
UOOK2533310   99935045    2568    1552
UOTX2533410   99942045    2569    1184
UOTX2548710       4708    2570    1293
UOTX2553610       4715    2571    1187
UOTX2554410       4716    2572    1388
UOTX2557010       4719    2573    1553
UOTX2569110       4728    2574    1190
UOLA2577310       4738    2575    1554
UOLA2582810       4743    2576      78
UOTX2621310       4902    2577    1555
UOMS2624710       4905    2578     721
UOAL2625710       4906    2579      82
UOAL2628410       4911    2580    1479
UOAR2632210       4917    2581    1061
UOAL2633910       4919    2582    1556
UOMS2635310       4921    2583    1557
UOMS2637110       4925    2584    1480
UOMS2638910       4928    2585    1391
UOTX2639910       4930    2586    1558
UOMS2641510       4932    2587     730
UOMS2642710       4934    2588    1063
UOTX2643610       4936    2589    1198
UOMS2644310       4937    2590    1559
UOLA2645210       4938    2591    1560
UOTX2646610       4942    2592    1483
UOMS2647110       4943    2593     921
UOMS2647410       4945    2594    1561
UONE2663310       5305    2595     740
UOKS2663710       5309    2596     741
UOKS2664610       5503    2597    1394
UOOK2676410       5804    2598    1562
UOKS2677710       5807    2599    1302
UOKS2680610       5813    2600    1485
UOKS2681710       5814    2601    1563
UOKS2684910       5818    2602    1564
UOOK2687210       5820    2603     930
UOTX2689910       5824    2604    1305
UOKS2691810       5902    2605     932
UOKS2692410       5903    2606    1306
UOOK2692910       6001    2607    1307
UOOK2695310       6102    2608    1565
UOOK2697210       6107    2609     937
UOMI2701610       6301    2610    1566
UOMI2702010       6304    2611     940
UOMI2702510       6306    2612     941
UOMI2707410       6311    2613    1567
UONY2753110   99931067    2614    1407
UGWA2016516        402    2615     134
UGOR2017616        407    2616    1568
UGWA2046316        501    2617     946
UGOR2046916        502    2618     947
UGCA2059616        701    2619     948
UGCA2060616        703    2620    1087
UGCA2061116        901    2621     144
UGCA2061616        902    2622    1569
UGCA2062316        903    2623    1410
UGCA2063816   99904010    2624    1570
UGUT2089316   99943020    2625    1571
UGUT2127416       2101    2626     952
UGCO2130816       2104    2627    1572
UGUT2132916       2105    2628    1413
UGUT2134416       2107    2629    1573
UGNM2164116       2301    2630    1097
UGUT2165416       2403    2631     155
UGMT2169216   99925027    2632    1574
UGMT2179116       2808    2633     775
UGMT2179616       2809    2634    1099
UGMT2226816       2901    2635     160
UGND2239616       3102    2636    1221
UGMT2241716       3105    2637    1222
UGND2242416       3107    2638     782
UGWY2322216       3403    2639     958
UGWY2324316       3408    2640    1323
UGWY2326316       3503    2641    1575
UGWY2328216       3515    2642     174
UGUT2357516   99943037    2643    1576
UGWY2358016   99949037    2644    1324
UGCO2489716   99905041    2645    1106
UGNM2489816   99930041    2646    1325
UGTX2492416       4401    2647     789
UGTX2496216       4404    2648    1577
UGTX2499416       4406    2649    1578
UGTX2500716       4407    2650     182
UGTX2502316       4410    2651    1579
UGTX2506516       4412    2652     184
UGTX2543116       4601    2653    1580
UGTX2544616       4701    2654     186
UGTX2545416       4703    2655     187
UGTX2545916       4704    2656    1425
UGTX2547916       4705    2657     969
UGLA2551216       4709    2658     970
UGTX2552616       4710    2659    1581
UGTX2554816       4717    2660     972
UGTX2556116       4718    2661    1582
UGTX2558916       4720    2662     799
UGTX2559316       4721    2663     800
UGTX2561216       4722    2664    1583
UGTX2563716       4723    2665     978
UGTX2564716       4724    2666    1333
UGTX2565816       4725    2667     200
UGTX2566816       4726    2668     201
UGTX2568716       4727    2669     980
UGTX2570316       4729    2670     203
UGTX2570516       4730    2671     204
UGTX2571316       4731    2672     205
UGTX2571716       4732    2673    1584
UGTX2572816       4733    2674    1513
UGTX2573816       4734    2675     984
UGLA2574616       4735    2676    1585
UGLA2575916       4736    2677     808
UGLA2576716       4737    2678     210
UGTX2578616       4739    2679     212
UGLA2579616       4740    2680    1431
UGLA2580616       4741    2681    1586
UGTX2582316       4742    2682    1516
UGLA2584016       4744    2683    1587
UGLA2584916       4745    2684    1588
UGMS2621116       4901    2685     990
UGAL2623416       4903    2686     813
UGMS2624016       4904    2687     814
UGMS2626516       4909    2688     816
UGAL2627916       4910    2689     222
UGMS2629816       4912    2690    1241
UGMS2630016       4913    2691    1518
UGLA2630816       4915    2692     225
UGTX2631816       4916    2693    1243
UGAL2633716       4918    2694    1125
UGTX2635116       4920    2695     819
UGTX2635816       4922    2696    1589
UGTX2636716       4924    2697    1439
UGLA2638016       4926    2698    1590
UGTX2638416       4927    2699     997
UGLA2639416       4929    2700    1591
UGLA2640916       4931    2701    1246
UGLA2642216       4933    2702     235
UGLA2643216       4935    2703     825
UGMS2646216       4941    2704    1440
UGLA2647916       4946    2705    1441
UGFL2648416       4947    2706    1001
UGFL2661916   99909050    2707    1249
UGMI2662716       5101    2708    1003
UGNE2662916       5303    2709    1592
UGKS2664416       5501    2710     242
UGKS2665416       5504    2711     829
UGOK2674516       5801    2712    1593
UGKS2675416       5802    2713    1347
UGKS2676016       5803    2714     245
UGKS2677416       5805    2715    1138
UGOK2678516       5809    2716     833
UGOK2680216       5812    2717    1140
UGOK2682716       5815    2718    1594
UGKS2684316       5816    2719    1010
UGOK2684716       5817    2720    1527
UGKS2686816       5819    2721    1252
UGOK2688316       5821    2722    1595
UGOK2689316       5823    2723    1596
UGTX2691216       5827    2724    1256
UGOK2694316       6005    2725    1257
UGOK2694616       6101    2726    1597
UGOK2696616       6104    2727    1352
UGOK2698916       6111    2728     846
UGOK2699416       6202    2729    1598
UGAR2699816       6203    2730    1149
UGOK2700016       6204    2731    1150
UGOK2700416       6205    2732    1355
UGOK2701216       6206    2733    1263
UGMI2703516       6307    2734    1356
UGMI2704216       6308    2735     277
UGMI2706616       6309    2736    1531
UGMI2707316       6310    2737     851
UGMI2708516       6312    2738    1020
UGMI2709116       6313    2739    1021
UGMI2709316       6318    2740    1453
UGKY2732216       6405    2741    1599
UGMS2742516   99923065    2742    1600
UGAL2742616   99901065    2743    1022
UGKY2753516   99916067    2744    1155
UGPA2753516   99937067    2745    1601
UGNJ2753516   99929067    2746    1602
UGOH2753816   99934067    2747    1359
UGWV2754016   99947067    2748    1361
UGGA2835716       6901    2749    1603
UGWA0010519        450    2750    1604
UGWA0000320        503    2751    1605
UGWA0000320        503    2752    1606
UGWA0000320        503    2753    1607
UGWA0000320        503    2754    1608
UOWA2017210        405    2755     877
UOCA2060310        703    2756    1457
UOCA2063210   99904010    2757    1368
UOCA2069810       1102    2758     660
UOCA2070310       1104    2759    1035
UOCA2070710       1105    2760       7
UOCA2071410       1106    2761    1458
UOCA2071710       1107    2762     663
UOCA2072610       1202    2764    1609
UOCA2073010       1204    2765     667
UOCA2073610       1211    2766     879
UOCA2075610       1302    2767    1610
UOCA2077410       1311    2768    1611
UOCA2079010       1312    2769    1612
UOCA2080410       1401    2770    1270
UOCA2081010       1402    2771    1372
UOCA2082110       1403    2772      21
UOCA2082410       1404    2773    1613
UOCA2083010       1405    2774    1614
UOCA2083710       1406    2775      24
UOCA2083910       1407    2776     883
UONV2087010       1901    2777      26
UONV2087110       1903    2778    1615
UOUT2088810   99943020    2779    1616
UONM2127810       2102    2780    1617
UONM2146610   99930022    2781    1618
UOAZ2165710       2504    2782    1619
UOMT2177510       2805    2783    1620
UOMT2178010       2806    2784    1377
UOMT2178410       2807    2785     686
UOND2237710       3101    2786    1621
UOND2240610       3103    2787    1040
UOMT2241410       3105    2788    1468
UOND2242010       3106    2789    1041
UOWY2282910   99949033    2790    1622
UOWY2321410       3402    2791    1623
UOWY2322810       3405    2792    1549
UOWY2323610       3407    2793    1382
UOWY2325310       3502    2794    1624
UOUT2355810   99943037    2795    1625
UOCO2418310       3801    2796     697
UOCO2418910   99905039    2797     700
UOWY2418910   99949039    2798     900
UOCO2488210       4004    2799    1626
UOTX2492910       4402    2800    1551
UOTX2494410       4403    2801    1474
UOTX2497210       4405    2802     705
UOTX2498710       4406    2803    1181
UOTX2501810       4410    2804    1182
UOTX2506010       4412    2805     910
UOTX2542810       4601    2806    1478
UOTX2548710       4708    2807    1293
UOTX2552510       4710    2808    1387
UOTX2553710       4715    2809     712
UOTX2554510       4716    2810     914
UOTX2565410       4725    2811    1627
UOTX2569010       4728    2812    1294
UOTX2621310       4902    2813    1555
UOMS2624610       4905    2814      81
UOAL2625710       4906    2815      82
UOAL2628410       4911    2816    1479
UOTX2631310       4916    2817    1628
UOAR2632410       4917    2818     726
UOAL2634310       4919    2819    1195
UOMS2635410       4921    2820    1298
UOMS2637210       4925    2821     919
UOMS2639010       4928    2822    1299
UOMS2641410       4932    2823      90
UOMS2642810       4934    2824      91
UOTX2643510       4936    2825    1629
UOMS2644210       4937    2826     733
UOLA2645210       4938    2827    1560
UOTX2646610       4942    2828    1483
UOMS2647110       4943    2829     921
UOMS2647510       4945    2830    1630
UONE2663110       5305    2831    1631
UOKS2663710       5309    2832     741
UOKS2664110       5501    2833     742
UOKS2664610       5503    2834    1394
UOKS2675210       5802    2835    1396
UOKS2675810       5803    2836    1397
UOKS2677110       5805    2837    1632
UOKS2681710       5814    2838    1563
UOOK2682410       5815    2839    1633
UOOK2687010       5820    2840    1634
UOOK2687910       5821    2841    1635
UOTX2689910       5824    2842    1305
UOOK2693910       6005    2843     935
UOOK2695210       6102    2844    1403
UOOK2696310       6104    2845    1209
UOOK2698810       6111    2846    1211
UOMI2701710       6301    2847     939
UOMI2702110       6304    2848    1078
UOMI2702510       6306    2849     941
UOMI2703210       6307    2850     122
UOMI2703810       6308    2851    1636
UOMI2706910       6310    2852    1490
UOMI2707810       6311    2853     125
UGWA2016516        402    2854     134
UGOR2017416        407    2855    1637
UGWA2045816        501    2856    1638
UGOR2046616        502    2857    1639
UGCA2059716        701    2858    1492
UGCA2061016        901    2859    1640
UGCA2061816        902    2860    1089
UGCA2062316        903    2861    1410
UGCA2075016       1301    2862    1091
UGUT2127216       2101    2863    1641
UGCO2130716       2104    2864    1642
UGUT2132616       2105    2865     954
UGUT2133816       2107    2866    1643
UGNM2163916       2301    2867     955
UGUT2165316       2403    2868    1415
UGMT2168316   99925027    2869    1644
UGMT2179016       2808    2870    1220
UGMT2179516       2809    2871    1418
UGMT2226916       2901    2872    1498
UGND2239416       3102    2873    1645
UGND2242416       3107    2874     782
UGWY2321316       3401    2875    1102
UGWY2322216       3403    2876     958
UGWY2324216       3408    2877    1646
UGWY2326316       3503    2878    1575
UGWY2327616       3504    2879     173
UGWY2328116       3515    2880    1647
UGWY2357316   99949037    2881    1648
UGCO2489816   99905041    2882     964
UGNM2489916   99930041    2883    1227
UGTX2491916       4401    2884    1649
UGTX2496616       4404    2885    1650
UGTX2500516       4407    2886    1651
UGTX2505216       4411    2887    1652
UGTX2533816   99942045    2888    1653
UGTX2544416       4701    2889    1328
UGTX2545216       4703    2890    1424
UGTX2546316       4704    2891    1504
UGTX2547916       4705    2892     969
UGLA2551216       4709    2893     970
UGTX2554816       4717    2894     972
UGTX2556416       4718    2895    1330
UGTX2557416       4719    2896     974
UGTX2558916       4720    2897     799
UGTX2559416       4721    2898     196
UGTX2561616       4722    2899     197
UGTX2563516       4723    2900    1654
UGTX2564816       4724    2901     979
UGTX2566716       4726    2902    1510
UGTX2567016       4727    2903    1655
UGTX2569916       4729    2904    1233
UGTX2570416       4730    2905     804
UGTX2571316       4731    2906     205
UGTX2571916       4732    2907     982
UGTX2573116       4733    2908     207
UGTX2573916       4734    2909     208
UGLA2575016       4735    2910     807
UGLA2575916       4736    2911     808
UGLA2576616       4737    2912    1430
UGLA2577616       4738    2913     810
UGTX2578616       4739    2914     212
UGLA2579616       4740    2915    1431
UGLA2580516       4741    2916    1656
UGTX2582116       4742    2917     215
UGLA2583116       4743    2918    1338
UGLA2584016       4744    2919    1587
UGLA2585116       4745    2920    1339
UGMS2621016       4901    2921    1239
UGAL2623316       4903    2922    1657
UGMS2623916       4904    2923    1434
UGMS2626416       4909    2924    1123
UGAL2627916       4910    2925     222
UGMS2629816       4912    2926    1241
UGLA2630716       4915    2927    1437
UGAL2633616       4918    2928     995
UGTX2635116       4920    2929     819
UGTX2635816       4922    2930    1589
UGTX2636816       4924    2931    1244
UGLA2638016       4926    2932    1590
UGTX2638616       4927    2933    1522
UGLA2639416       4929    2934    1591
UGTX2640216       4930    2935     823
UGLA2640816       4931    2936    1658
UGLA2642316       4933    2937    1130
UGLA2643216       4935    2938     825
UGMS2646016       4941    2939    1659
UGLA2647916       4946    2940    1441
UGFL2648416       4947    2941    1001
UGFL2661316   99909050    2942    1660
UGMI2662816       5101    2943     240
UGNE2662916       5303    2944    1592
UGKS2665516       5504    2945    1525
UGOK2674816       5801    2946     830
UGOK2676816       5804    2947    1005
UGOK2678416       5809    2948    1661
UGOK2680116       5812    2949    1348
UGKS2681016       5813    2950    1662
UGKS2684116       5816    2951    1446
UGOK2684716       5817    2952    1527
UGKS2685216       5818    2953    1143
UGKS2686816       5819    2954    1252
UGOK2689516       5823    2955     838
UGTX2691216       5827    2956    1256
UGKS2692016       5902    2957     840
UGKS2692616       5903    2958     265
UGOK2693116       6001    2959     842
UGOK2694816       6101    2960    1258
UGOK2697316       6107    2961    1353
UGOK2699416       6202    2962    1598
UGAR2699816       6203    2963    1149
UGOK2700116       6204    2964    1261
UGOK2700616       6205    2965    1262
UGOK2701316       6206    2966    1530
UGMI2706616       6309    2967    1531
UGMI2708216       6312    2968    1663
UGMI2709116       6313    2969    1021
UGMI2709416       6318    2970    1152
UGKY2732516       6405    2971    1153
UGMS2742716   99923065    2972    1455
UGAL2742716   99901065    2973    1154
UGPA2753516   99937067    2974    1601
UGNJ2753716   99929067    2975    1664
UGKY2753816   99916067    2976     860
UGNY2753816   99931067    2977    1533
UGOH2753816   99934067    2978    1359
UGWV2754016   99947067    2979    1361
UGGA2835916       6901    2980    1029
UOWA2017210        405    2981     877
UOCA2060210        703    2982    1165
UOCA2069810       1102    2983     660
UOCA2070310       1104    2984    1035
