Resid	Play	RRC	Reg	Depth	API	Oilvisc	Gasgrav	GOR	NGL	NGPLET	NGPLPR	NGPLBU	NGPLIS	NGPLPP	HeatVal	CO2cont	H2Scont	N2cont	Sulfur	Patsize	Noilwell	Ngaswell	Ninjwell	Latnum	Latlen	PHI	Pay	PERM	SOI	SOC	SOR	SWI	BOI	VDP	OOIP	flag	acres	Resacc	PROV	Totprod	Totinj	Totconv	Totps	Totpat	lyroil	lyrgas	numacc	OP1	OP2	OP3	OP4	OP5	OP6	OP7	OP8	OP9	OP10	OP11	OP12	OP13	OP14	OP15	OP16	OP17	OP18	OP19	OP20	OP21	OP22	OP23	OP24	OP25	OP26	OP27	OP28	OP29	OP30	OP31	OP32	OP33	OP34	OP35	OP36	OP37	OP38	OP39	OP40	GP1	GP2	GP3	GP4	GP5	GP6	GP7	GP8	GP9	GP10	GP11	GP12	GP13	GP14	GP15	GP16	GP17	GP18	GP19	GP20	GP21	GP22	GP23	GP24	GP25	GP26	GP27	GP28	GP29	GP30	GP31	GP32	GP33	GP34	GP35	GP36	GP37	GP38	GP39	GP40	CO1	CO2	CO3	CO4	CO5	CO6	CO7	CO8	CO9	CO10	CO11	CO12	CO13	CO14	CO15	CO16	CO17	CO18	CO19	CO20	CO21	CO22	CO23	CO24	CO25	CO26	CO27	CO28	CO29	CO30	CO31	CO32	CO33	CO34	CO35	CO36	CO37	CO38	CO39	CO40	WP1	WP2	WP3	WP4	WP5	WP6	WP7	WP8	WP9	WP10	WP11	WP12	WP13	WP14	WP15	WP16	WP17	WP18	WP19	WP20	WP21	WP22	WP23	WP24	WP25	WP26	WP27	WP28	WP29	WP30	WP31	WP32	WP33	WP34	WP35	WP36	WP37	WP38	WP39	WP40	WI1	WI2	WI3	WI4	WI5	WI6	WI7	WI8	WI9	WI10	WI11	WI12	WI13	WI14	WI15	WI16	WI17	WI18	WI19	WI20	WI21	WI22	WI23	WI24	WI25	WI26	WI27	WI28	WI29	WI30	WI31	WI32	WI33	WI34	WI35	WI36	WI37	WI38	WI39	WI40	II1	II2	II3	II4	II5	II6	II7	II8	II9	II10	II11	II12	II13	II14	II15	II16	II17	II18	II19	II20	II21	II22	II23	II24	II25	II26	II27	II28	II29	II30	II31	II32	II33	II34	II35	II36	II37	II38	II39	II40
UOMT2178410	2807	-1	7	3000	32	0.516	0.849	372.643	0	0	0.492	0.246	0.075	0.187	0	0	0	0	0.289	80	3	0	1	4	660	10.731	37.728	53.638	68.392	68.392	30.5	31.608	1.568	0.824	1116.427	0	184.008	10	28	0	1	0	0	2	0	0	8	51.258	76.281	41.301	28.184	21.187	16.815	13.817	11.63	9.965	8.653	7.593	6.718	5.985	5.36	4.822	4.353	3.942	3.577	3.253	2.961	2.698	2.46	2.242	2.044	1.861	1.693	1.537	1.393	1.259	1.134	1.018	0.908	0.806	0.709	0.618	0.533	0.452	0.375	0.302	0.233	19.101	28.426	15.391	10.502	7.895	6.266	5.149	4.334	3.713	3.224	2.829	2.504	2.23	1.997	1.797	1.622	1.469	1.333	1.212	1.103	1.005	0.917	0.836	0.762	0.693	0.631	0.573	0.519	0.469	0.423	0.379	0.338	0.3	0.264	0.23	0.198	0.168	0.14	0.113	0.087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UOMT2227710	2906	-1	7	6000	40.143	0.516	0.849	372.643	0	0	0.492	0.246	0.075	0.187	0	0	0	0	0.289	80	2	0	1	4	660	14.23	38.374	53.638	68.392	68.392	25	31.608	1.568	0.824	1674.641	0	179.906	10	29	0	1	0	0	2	0	0	1	69.122	102.858	55.678	37.986	28.55	22.652	18.608	15.659	13.413	11.644	10.214	9.034	8.045	7.202	6.476	5.844	5.289	4.798	4.36	3.966	3.612	3.29	2.997	2.729	2.483	2.256	2.046	1.852	1.671	1.503	1.345	1.198	1.059	0.929	0.807	0.691	0.582	0.478	0.38	0.287	25.758	38.329	20.748	14.155	10.639	8.441	6.934	5.835	4.998	4.339	3.806	3.367	2.998	2.684	2.413	2.178	1.971	1.788	1.625	1.478	1.346	1.226	1.117	1.017	0.925	0.841	0.763	0.69	0.623	0.56	0.501	0.446	0.395	0.346	0.301	0.258	0.217	0.178	0.142	0.107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UOMT2228210	2910	-1	7	8000	36.05	1.216	0.846	346.291	0	0	0.492	0.246	0.075	0.187	0	0	0	0	0.335	80	5	0	1	4	660	15.632	25.398	63.95	68.594	68.594	25	31.406	1.59	0.822	968.858	0	386.926	10	29	0	1	0	0	4	0	0	3	49.726	74.005	40.077	27.354	20.568	16.327	13.419	11.298	9.683	8.41	7.382	6.534	5.822	5.216	4.694	4.24	3.841	3.488	3.172	2.89	2.635	2.403	2.193	2	1.823	1.66	1.509	1.369	1.239	1.118	1.005	0.899	0.799	0.706	0.617	0.534	0.456	0.381	0.311	0.244	17.219	25.627	13.878	9.472	7.123	5.654	4.647	3.913	3.353	2.912	2.556	2.263	2.016	1.806	1.626	1.468	1.33	1.208	1.099	1.001	0.912	0.832	0.759	0.692	0.631	0.575	0.522	0.474	0.429	0.387	0.348	0.311	0.277	0.244	0.214	0.185	0.158	0.132	0.108	0.084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UOMT2241510	3105	-1	7	10800	45	0.17	0.894	805.509	0	0	0.492	0.246	0.075	0.187	0	0	0	0	0.263	80	41	0	1	4	660	10.74	46.517	3.81	65.185	65.185	30.5	34.815	2.142	0.804	948.51	0	3783.379	10	31	0	1	0	0	47	0	0	1	47.742	72.897	42.781	31.487	25.464	21.699	19.118	17.236	15.801	14.672	13.759	13.007	12.375	11.837	11.374	10.97	10.616	10.302	10.023	9.772	9.545	9.34	9.153	8.982	8.825	8.68	8.546	8.422	8.306	8.199	8.098	8.004	7.916	7.833	7.755	7.681	7.611	7.545	7.482	7.423	38.457	58.719	34.46	25.363	20.511	17.479	15.4	13.883	12.728	11.818	11.083	10.477	9.968	9.535	9.162	8.837	8.551	8.299	8.073	7.871	7.689	7.523	7.373	7.235	7.108	6.992	6.884	6.784	6.691	6.604	6.523	6.447	6.376	6.309	6.246	6.187	6.131	6.078	6.027	5.979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UOMT2283710	99925033	-1	7	9859.294	39	1.293	0.849	145.345	0	0	0.492	0.246	0.075	0.187	0	0	0	0	0	577.628	1	0	1	4	1773.467	14.385	9.887	170.703	86.25	86.25	25.735	13.75	1.199	0.814	4584.718	0	649.103	10	33	0	1	0	0	1	0	0	10	91.25	182.5	182.5	182.5	117.449	40.785	23.947	14.802	7.834	2.393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.263	26.525	26.525	26.525	17.071	5.928	3.481	2.151	1.139	0.348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UOWY2284210	99949033	-1	5	9859.294	26.708	5.922	0.919	166.53	0	0.326	0.334	0.155	0.03	0.155	0	0	0	0	0	88.084	1	0	1	4	692.545	15.941	88.084	183.802	81.815	81.815	26.135	17.905	1.362	0.807	5762.004	0	82.822	10	33	0	1	0	0	1	0	0	7	91.25	182.5	182.5	182.5	182.5	182.5	121.418	44.972	25.776	18.878	13.303	8.704	4.845	1.56	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.196	30.392	30.392	30.392	30.392	30.392	20.22	7.489	4.293	3.144	2.215	1.449	0.807	0.26	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UOWY2321710	3402	-1	5	4000	32	8.307	0.882	115.791	0	0.326	0.334	0.155	0.03	0.155	0	0	0	0	2.409	80	2	0	1	4	660	15.842	117.686	90.014	82.594	82.594	25	17.406	1.177	0.798	8974.359	0	189.003	10	34	0	1	0	0	2	0	0	3	91.25	182.5	182.5	182.5	182.5	182.5	182.5	182.5	94.142	2.892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.566	21.132	21.132	21.132	21.132	21.132	21.132	21.132	10.901	0.335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UOWY2323010	3405	-1	5	3000	20	11.688	0.858	349.857	0	0.326	0.334	0.155	0.03	0.155	0	0	0	0	0.63	80	14	0	1	4	660	15.418	76.175	210.122	73.99	73.99	25	26.005	1.345	0.813	3921.569	0	856.478	10	34	0	1	0	0	10	0	0	3	91.25	182.5	182.5	161.92	95.184	42.629	31.659	23.66	17.565	12.766	8.888	5.688	3.003	0.886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.924	63.849	63.849	56.649	33.301	14.914	11.076	8.278	6.145	4.466	3.109	1.99	1.051	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UOUT2335710	99943036	-1	5	9840	35.733	23.892	0.84	413.664	0	0.209	0.35	0.126	0.088	0.226	0	0	0	0	0	103.123	1	0	1	4	749.337	16.491	63.54	237.333	71.351	71.351	27.165	28.374	1.348	0.805	4437.299	0	110.055	10	36	0	1	0	0	1	0	0	2	91.25	182.5	182.5	182.5	139.089	68.802	36.868	28.016	21.273	15.962	11.67	8.13	5.159	2.63	0.731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.747	75.494	75.494	75.494	57.536	28.461	15.251	11.589	8.8	6.603	4.828	3.363	2.134	1.088	0.302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UOWY2335810	99949036	-1	5	9840	31.685	24.989	0.832	443.259	0	0.326	0.334	0.155	0.03	0.155	0	0	0	0	0	94.202	1	0	1	4	716.19	17.821	94.202	208.053	71.053	71.053	27.164	28.656	1.358	0.797	6418.604	0	82.813	10	36	0	1	0	0	1	0	0	3	91.25	182.5	182.5	182.5	182.5	182.5	182.5	119.222	41.052	22.745	16.537	11.415	7.117	3.458	0.885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.447	80.895	80.895	80.895	80.895	80.895	80.895	52.846	18.197	10.082	7.33	5.06	3.154	1.533	0.392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UOWY2356010	99949037	-1	5	4951.16	45.167	4.53	0.86	625.653	0	0.326	0.334	0.155	0.03	0.155	0	0	0	0	0	445.857	1	0	1	4	1558.104	13.353	27.143	1685.657	63.129	63.129	26.833	36.804	1.147	0.817	6900	0	446.741	10	37	0	1	0	0	1	0	0	4	91.25	182.5	182.5	182.5	182.5	182.5	169.49	86.564	12.06	3.802	0.066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.091	114.182	114.182	114.182	114.182	114.182	106.042	54.159	7.546	2.379	0.041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UOCO2418310	3801	-1	5	4000	37	2.396	0.784	0	0	0.394	0.29	0.109	0.061	0.146	0	0	0	0	0.202	80	2	0	1	4	660	18.239	52.702	111.341	50.181	50.181	30.5	49.819	1.339	0.776	2777.778	0	196.262	10	38	0	1	0	0	2	0	0	5	91.25	146.628	84.094	48.511	34.239	25.319	19.203	14.743	11.345	8.669	6.507	4.723	3.226	1.952	0.854	0.172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UOCO2418510	3802	-1	5	8000	37	3.965	0.871	321.654	0	0.394	0.29	0.109	0.061	0.146	0	0	0	0	0.621	80	3	0	1	4	660	11.917	44.819	237.932	69.023	69.023	30.5	30.967	1.419	0.819	1794.872	0	237.212	10	38	0	1	0	0	2	0	0	2	73.226	107.854	56.391	37.092	26.799	20.366	15.955	12.739	10.288	8.358	6.799	5.512	4.432	3.514	2.722	2.033	1.427	0.891	0.413	0.094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.553	34.692	18.138	11.931	8.62	6.551	5.132	4.097	3.309	2.688	2.187	1.773	1.426	1.13	0.875	0.654	0.459	0.287	0.133	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UOOK2418810	5875	-1	3	6274.171	40	17.929	0.828	369.942	0	0.362	0.336	0.116	0.06	0.126	0	0	0	0	0	1741.318	1	0	1	4	3079.201	13.505	3.344	166.828	69.935	69.935	28.18	29.839	1.478	0.865	2887.029	0	1868.553	10	39	0	1	0	0	1	241.8125	0	21	241.813	229.722	218.236	207.324	196.958	187.11	177.754	168.867	160.423	152.402	144.782	137.543	130.666	124.133	117.926	112.03	106.428	101.107	96.051	91.249	86.686	82.352	78.234	74.323	70.607	67.076	63.722	60.536	57.51	54.634	51.902	49.307	46.842	44.5	42.275	40.161	38.153	36.245	34.433	32.711	33.757	67.514	54.204	31.304	19.159	14.899	11.977	9.847	8.224	6.945	5.913	5.06	4.345	3.737	3.212	2.756	2.355	2	1.683	1.399	1.143	0.911	0.699	0.505	0.327	0.163	0.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UOCO2418910	99905039	-1	5	6274.171	44.732	19.495	0.821	372.913	0	0.394	0.29	0.109	0.061	0.146	0	0	0	0	0	555.333	1	0	1	4	1738.905	13.9	17.818	180.679	69.148	69.148	28.09	30.852	1.465	0.86	5036.497	0	767.585	10	39	0	1	0	0	1	0	0	12	91.25	182.5	182.5	182.5	182.5	171.102	105.191	46.373	38.719	32.691	27.82	23.801	20.429	17.558	15.085	12.933	11.042	9.367	7.874	6.535	5.326	4.23	3.232	2.318	1.48	0.707	0.168	0	0	0	0	0	0	0	0	0	0	0	0	0	34.028	68.057	68.057	68.057	68.057	63.806	39.227	17.293	14.439	12.191	10.374	8.876	7.618	6.548	5.626	4.823	4.118	3.493	2.936	2.437	1.986	1.577	1.205	0.864	0.552	0.264	0.063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UOWY2419010	99949039	-1	5	6274.171	35.733	21.062	0.813	413.664	0	0.326	0.334	0.155	0.03	0.155	0	0	0	0	0	233.193	1	0	1	4	1126.825	14.295	71.841	194.53	69.535	69.535	28	30.199	1.456	0.855	8874.598	0	227.065	10	39	0	1	0	0	1	0	0	6	91.25	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	105.854	26.385	21.541	17.749	14.417	11.467	8.837	6.477	4.347	2.417	0.749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.747	75.494	75.494	75.494	75.494	75.494	75.494	75.494	75.494	75.494	75.494	75.494	43.788	10.915	8.911	7.342	5.964	4.743	3.655	2.679	1.798	1	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UOSD2419210	99940039	-1	7	6274.171	35	24.194	0.799	381.827	0	0.346	0.346	0.134	0.05	0.125	0	0	0	0	0	270.221	1	0	1	4	1212.994	15.084	144.776	222.232	69.135	69.135	27.82	30.559	1.433	0.833	22080.002	0	263.236	10	39	0	1	0	0	1	0	0	1	91.25	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	182.5	137.09	45.84	0	0	0	0	0	0	0	0	34.842	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	69.683	52.345	17.503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
